year,sampreg,plh0036,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,East,Very concerned,0.57780,2253,3945,0.56239,0.59322
1992,East,Somewhat concerned,0.39260,1581,3945,0.37736,0.40784
1992,East,Not concerned at all,0.02960,111,3945,0.02431,0.03489
1993,West,Very concerned,0.51436,4595,9196,0.50415,0.52458
1993,West,Somewhat concerned,0.44093,4095,9196,0.43078,0.45108
1993,West,Not concerned at all,0.04471,506,9196,0.04048,0.04893
1993,East,Very concerned,0.48320,1853,3809,0.46733,0.49907
1993,East,Somewhat concerned,0.48737,1854,3809,0.47149,0.50324
1993,East,Not concerned at all,0.02944,102,3809,0.02407,0.03480
1994,West,Very concerned,0.39767,3494,9030,0.38757,0.40776
1994,West,Somewhat concerned,0.53888,4879,9030,0.52860,0.54916
1994,West,Not concerned at all,0.06346,657,9030,0.05843,0.06848
1994,East,Very concerned,0.37118,1392,3756,0.35573,0.38663
1994,East,Somewhat concerned,0.57813,2180,3756,0.56234,0.59393
1994,East,Not concerned at all,0.05069,184,3756,0.04367,0.05770
1995,West,Very concerned,0.44444,4092,9508,0.43445,0.45442
1995,West,Somewhat concerned,0.49584,4783,9508,0.48579,0.50589
1995,West,Not concerned at all,0.05972,633,9508,0.05496,0.06449
1995,East,Very concerned,0.42388,1518,3664,0.40788,0.43989
1995,East,Somewhat concerned,0.53817,2007,3664,0.52202,0.55431
1995,East,Not concerned at all,0.03795,139,3664,0.03176,0.04413
1996,West,Very concerned,0.37344,3342,9321,0.36362,0.38326
1996,West,Somewhat concerned,0.55626,5211,9321,0.54618,0.56635
1996,West,Not concerned at all,0.07029,768,9321,0.06510,0.07548
1996,East,Very concerned,0.37143,1337,3671,0.35580,0.38706
1996,East,Somewhat concerned,0.56725,2115,3671,0.55122,0.58328
1996,East,Not concerned at all,0.06132,219,3671,0.05356,0.06908
1997,West,Very concerned,0.34668,3044,9156,0.33693,0.35643
1997,West,Somewhat concerned,0.56599,5218,9156,0.55584,0.57615
1997,West,Not concerned at all,0.08732,894,9156,0.08154,0.09311
1997,East,Very concerned,0.37061,1283,3620,0.35487,0.38635
1997,East,Somewhat concerned,0.56283,2092,3620,0.54667,0.57899
1997,East,Not concerned at all,0.06656,245,3620,0.05844,0.07468
1998,West,Very concerned,0.33950,3361,10322,0.33036,0.34863
1998,West,Somewhat concerned,0.57634,6059,10322,0.56680,0.58587
1998,West,Not concerned at all,0.08417,902,10322,0.07881,0.08952
1998,East,Very concerned,0.32130,1186,3848,0.30654,0.33606
1998,East,Somewhat concerned,0.61911,2422,3848,0.60376,0.63446
1998,East,Not concerned at all,0.05959,240,3848,0.05211,0.06707
1999,West,Very concerned,0.23505,2224,9844,0.22667,0.24342
1999,West,Somewhat concerned,0.63727,6262,9844,0.62777,0.64676
1999,West,Not concerned at all,0.12769,1358,9844,0.12109,0.13428
1999,East,Very concerned,0.22652,814,3778,0.21317,0.23987
1999,East,Somewhat concerned,0.65998,2516,3778,0.64487,0.67509
1999,East,Not concerned at all,0.11350,448,3778,0.10338,0.12361
2000,West,Very concerned,0.26539,4709,18104,0.25896,0.27182
2000,West,Somewhat concerned,0.58053,10560,18104,0.57334,0.58772
2000,West,Not concerned at all,0.15408,2835,18104,0.14882,0.15934
2000,East,Very concerned,0.28108,1562,5798,0.26950,0.29265
2000,East,Somewhat concerned,0.60743,3579,5798,0.59486,0.62000
2000,East,Not concerned at all,0.11150,657,5798,0.10340,0.11960
2001,West,Very concerned,0.25072,4029,16351,0.24408,0.25737
2001,West,Somewhat concerned,0.59399,9729,16351,0.58646,0.60152
2001,West,Not concerned at all,0.15529,2593,16351,0.14974,0.16084
2001,East,Very concerned,0.26107,1383,5397,0.24935,0.27279
2001,East,Somewhat concerned,0.61830,3361,5397,0.60534,0.63126
2001,East,Not concerned at all,0.12063,653,5397,0.11194,0.12932
2002,West,Very concerned,0.23125,3926,17499,0.22500,0.23749
2002,West,Somewhat concerned,0.60641,10681,17499,0.59918,0.61365
2002,West,Not concerned at all,0.16234,2892,17499,0.15688,0.16780
2002,East,Very concerned,0.23940,1216,5397,0.22801,0.25078
2002,East,Somewhat concerned,0.61639,3421,5397,0.60341,0.62936
2002,East,Not concerned at all,0.14421,760,5397,0.13484,0.15359
2003,West,Very concerned,0.24080,3793,16717,0.23432,0.24729
2003,West,Somewhat concerned,0.60970,10330,16717,0.60231,0.61710
2003,West,Not concerned at all,0.14949,2594,16717,0.14409,0.15490
2003,East,Very concerned,0.26743,1339,5318,0.25554,0.27933
2003,East,Somewhat concerned,0.61748,3374,5318,0.60441,0.63054
2003,East,Not concerned at all,0.11509,605,5318,0.10651,0.12367
2004,West,Very concerned,0.23139,3663,16254,0.22490,0.23787
2004,West,Somewhat concerned,0.60475,9864,16254,0.59723,0.61226
2004,West,Not concerned at all,0.16387,2727,16254,0.15818,0.16956
2004,East,Very concerned,0.24347,1184,5202,0.23180,0.25513
2004,East,Somewhat concerned,0.61322,3280,5202,0.59999,0.62646
2004,East,Not concerned at all,0.14331,738,5202,0.13378,0.15283
2005,West,Very concerned,0.27822,4184,15553,0.27117,0.28526
2005,West,Somewhat concerned,0.57535,9008,15553,0.56759,0.58312
2005,West,Not concerned at all,0.14643,2361,15553,0.14087,0.15198
2005,East,Very concerned,0.29844,1420,5017,0.28578,0.31110
2005,East,Somewhat concerned,0.58000,2979,5017,0.56634,0.59366
2005,East,Not concerned at all,0.12156,618,5017,0.11252,0.13061
2006,West,Very concerned,0.27097,4396,16543,0.26420,0.27775
2006,West,Somewhat concerned,0.59029,9890,16543,0.58279,0.59778
2006,West,Not concerned at all,0.13874,2257,16543,0.13347,0.14401
2006,East,Very concerned,0.25514,1341,5250,0.24334,0.26693
2006,East,Somewhat concerned,0.59838,3187,5250,0.58511,0.61164
2006,East,Not concerned at all,0.14649,722,5250,0.13692,0.15605
2007,West,Very concerned,0.37167,5623,15393,0.36404,0.37931
2007,West,Somewhat concerned,0.51655,8091,15393,0.50865,0.52444
2007,West,Not concerned at all,0.11178,1679,15393,0.10680,0.11676
2007,East,Very concerned,0.35657,1753,4986,0.34327,0.36987
2007,East,Somewhat concerned,0.52456,2676,4986,0.51070,0.53843
2007,East,Not concerned at all,0.11886,557,4986,0.10988,0.12785
2008,West,Very concerned,0.29044,4072,14490,0.28305,0.29783
2008,West,Somewhat concerned,0.57210,8476,14490,0.56405,0.58016
2008,West,Not concerned at all,0.13746,1942,14490,0.13185,0.14306
2008,East,Very concerned,0.26053,1197,4756,0.24805,0.27300
2008,East,Somewhat concerned,0.59427,2899,4756,0.58032,0.60823
2008,East,Not concerned at all,0.14520,660,4756,0.13519,0.15521
2009,West,Very concerned,0.26484,3565,13411,0.25737,0.27231
2009,West,Somewhat concerned,0.59841,8047,13411,0.59011,0.60670
2009,West,Not concerned at all,0.13676,1799,13411,0.13094,0.14257
2009,East,Very concerned,0.26193,1132,4530,0.24913,0.27474
2009,East,Somewhat concerned,0.58508,2730,4530,0.57073,0.59943
2009,East,Not concerned at all,0.15299,668,4530,0.14250,0.16347
2010,West,Very concerned,0.30825,5524,18425,0.30158,0.31491
2010,West,Somewhat concerned,0.57602,10763,18425,0.56888,0.58315
2010,West,Not concerned at all,0.11574,2138,18425,0.11112,0.12036
2010,East,Very concerned,0.27519,1408,5455,0.26334,0.28704
2010,East,Somewhat concerned,0.57992,3246,5455,0.56682,0.59302
2010,East,Not concerned at all,0.14489,801,5455,0.13555,0.15423
2011,West,Very concerned,0.30951,4905,15649,0.30227,0.31675
2011,West,Somewhat concerned,0.57513,9005,15649,0.56738,0.58287
2011,West,Not concerned at all,0.11536,1739,15649,0.11036,0.12037
2011,East,Very concerned,0.29295,1320,4842,0.28013,0.30577
2011,East,Somewhat concerned,0.57121,2840,4842,0.55727,0.58515
2011,East,Not concerned at all,0.13584,682,4842,0.12619,0.14550
2012,West,Very concerned,0.28194,4462,15559,0.27487,0.28901
2012,West,Somewhat concerned,0.59422,9217,15559,0.58650,0.60194
2012,West,Not concerned at all,0.12384,1880,15559,0.11867,0.12902
2012,East,Very concerned,0.25985,1203,4826,0.24748,0.27223
2012,East,Somewhat concerned,0.58889,2874,4826,0.57500,0.60277
2012,East,Not concerned at all,0.15126,749,4826,0.14115,0.16137
2013,West,Very concerned,0.26393,3837,14328,0.25671,0.27114
2013,West,Somewhat concerned,0.59639,8500,14328,0.58836,0.60443
2013,West,Not concerned at all,0.13968,1991,14328,0.13401,0.14536
2013,East,Very concerned,0.25841,1079,4438,0.24553,0.27129
2013,East,Somewhat concerned,0.57103,2598,4438,0.55647,0.58560
2013,East,Not concerned at all,0.17056,761,4438,0.15949,0.18163
2014,West,Very concerned,0.26897,5914,21395,0.26303,0.27491
2014,West,Somewhat concerned,0.58290,12366,21395,0.57629,0.58951
2014,West,Not concerned at all,0.14813,3115,21395,0.14337,0.15289
2014,East,Very concerned,0.25475,1324,5560,0.24330,0.26621
2014,East,Somewhat concerned,0.57540,3257,5560,0.56241,0.58840
2014,East,Not concerned at all,0.16985,979,5560,0.15998,0.17972
2015,West,Very concerned,0.26736,5214,19660,0.26117,0.27355
2015,West,Somewhat concerned,0.58846,11626,19660,0.58158,0.59534
2015,West,Not concerned at all,0.14418,2820,19660,0.13927,0.14909
2015,East,Very concerned,0.24427,1174,5216,0.23261,0.25593
2015,East,Somewhat concerned,0.58770,3051,5216,0.57434,0.60106
2015,East,Not concerned at all,0.16803,991,5216,0.15788,0.17818
2016,West,Very concerned,0.28691,5489,19044,0.28049,0.29334
2016,West,Somewhat concerned,0.56659,10895,19044,0.55955,0.57363
2016,West,Not concerned at all,0.14650,2660,19044,0.14147,0.15152
2016,East,Very concerned,0.26068,1311,5002,0.24851,0.27284
2016,East,Somewhat concerned,0.58585,2879,5002,0.57219,0.59950
2016,East,Not concerned at all,0.15348,812,5002,0.14349,0.16347
2017,West,Very concerned,0.33618,7004,20824,0.32976,0.34259
2017,West,Somewhat concerned,0.54546,11424,20824,0.53870,0.55222
2017,West,Not concerned at all,0.11836,2396,20824,0.11398,0.12275
2017,East,Very concerned,0.31895,1739,5565,0.30670,0.33119
2017,East,Somewhat concerned,0.54019,3034,5565,0.52709,0.55328
2017,East,Not concerned at all,0.14086,792,5565,0.13172,0.15001
2018,West,Very concerned,0.31644,6310,20081,0.31001,0.32287
2018,West,Somewhat concerned,0.55872,11207,20081,0.55185,0.56559
2018,West,Not concerned at all,0.12484,2564,20081,0.12027,0.12941
2018,East,Very concerned,0.28943,1546,5475,0.27741,0.30144
2018,East,Somewhat concerned,0.56170,3044,5475,0.54856,0.57484
2018,East,Not concerned at all,0.14887,885,5475,0.13944,0.15830
2019,Does not apply,Very concerned,0.79033,55,55,0.68175,0.89890
2019,West,Very concerned,0.45822,9478,20010,0.45132,0.46512
2019,West,Somewhat concerned,0.46235,9092,20010,0.45544,0.46926
2019,West,Not concerned at all,0.07943,1440,20010,0.07568,0.08317
2019,East,Very concerned,0.43746,2291,5522,0.42437,0.45055
2019,East,Somewhat concerned,0.47027,2726,5522,0.45710,0.48343
2019,East,Not concerned at all,0.09227,505,5522,0.08464,0.09991
2020,West,Very concerned,0.36925,7304,20246,0.36260,0.37590
2020,West,Somewhat concerned,0.52911,10594,20246,0.52224,0.53599
2020,West,Not concerned at all,0.10163,2348,20246,0.09747,0.10580
2020,East,Very concerned,0.33399,1767,5301,0.32130,0.34669
2020,East,Somewhat concerned,0.54738,2874,5301,0.53398,0.56078
2020,East,Not concerned at all,0.11863,660,5301,0.10992,0.12733
2021,West,Very concerned,0.44281,5956,13541,0.43444,0.45118
2021,West,Somewhat concerned,0.47320,6498,13541,0.46479,0.48161
2021,West,Not concerned at all,0.08399,1087,13541,0.07931,0.08866
2021,East,Very concerned,0.37990,1386,3614,0.36407,0.39573
2021,East,Somewhat concerned,0.52165,1852,3614,0.50536,0.53794
2021,East,Not concerned at all,0.09845,376,3614,0.08874,0.10817
2022,West,Very concerned,0.46680,9414,20465,0.45997,0.47364
2022,West,Somewhat concerned,0.43442,8922,20465,0.42763,0.44121
2022,West,Not concerned at all,0.09877,2129,20465,0.09469,0.10286
2022,East,Very concerned,0.42596,2219,5574,0.41298,0.43895
2022,East,Somewhat concerned,0.46025,2678,5574,0.44716,0.47334
2022,East,Not concerned at all,0.11379,677,5574,0.10545,0.12212
