"plh0036","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"Keine Sorgen","1984","16-34 Jahre alt","kein Migrationshintergrund","134","0.0431691424588466","0.036003202772818","0.0503350821448751"
"Keine Sorgen","1984","16-34 Jahre alt","direkter Migrationshintergrund","238","0.135803546931602","0.117636491654775","0.15397060220843"
"Keine Sorgen","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1984","35-65 Jahre alt","kein Migrationshintergrund","240","0.0582063744489162","0.0511985397291365","0.065214209168696"
"Keine Sorgen","1984","35-65 Jahre alt","direkter Migrationshintergrund","452","0.170539669630419","0.153833548188255","0.187245791072582"
"Keine Sorgen","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1984","66 und älter","kein Migrationshintergrund","188","0.162420204307225","0.141782616589181","0.183057792025269"
"Keine Sorgen","1984","66 und älter","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1985","16-34 Jahre alt","kein Migrationshintergrund","1668","0.57821136055366","0.560190898117793","0.596231822989527"
"Grosse Sorgen","1985","16-34 Jahre alt","direkter Migrationshintergrund","420","0.449468528718546","0.42050350719598","0.478433550241113"
"Grosse Sorgen","1985","16-34 Jahre alt","indirekter Migrationshintergrund","60","0.564748766799063","0.476042333245746","0.65345520035238"
"Grosse Sorgen","1985","35-65 Jahre alt","kein Migrationshintergrund","1836","0.460666102865791","0.445160993842106","0.476171211889475"
"Grosse Sorgen","1985","35-65 Jahre alt","direkter Migrationshintergrund","587","0.386059849021498","0.362991664171987","0.409128033871009"
"Grosse Sorgen","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1985","66 und älter","kein Migrationshintergrund","355","0.339452166775828","0.310851554259167","0.368052779292489"
"Grosse Sorgen","1985","66 und älter","direkter Migrationshintergrund","","","",""
"Grosse Sorgen","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1985","16-34 Jahre alt","kein Migrationshintergrund","1090","0.376319895099832","0.358641830482289","0.393997959717375"
"Einige Sorgen","1985","16-34 Jahre alt","direkter Migrationshintergrund","531","0.440111189271581","0.411206704307792","0.46901567423537"
"Einige Sorgen","1985","16-34 Jahre alt","indirekter Migrationshintergrund","44","0.384969284185738","0.297909234501033","0.472029333870442"
"Einige Sorgen","1985","35-65 Jahre alt","kein Migrationshintergrund","1897","0.477388591767762","0.46185119347622","0.492925990059305"
"Einige Sorgen","1985","35-65 Jahre alt","direkter Migrationshintergrund","793","0.485263688787202","0.461582451644869","0.508944925929536"
"Einige Sorgen","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1985","66 und älter","kein Migrationshintergrund","529","0.504020991620658","0.473822179121095","0.534219804120221"
"Einige Sorgen","1985","66 und älter","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1985","16-34 Jahre alt","kein Migrationshintergrund","127","0.0454687443465079","0.0378667640498159","0.0530707246431999"
"Keine Sorgen","1985","16-34 Jahre alt","direkter Migrationshintergrund","182","0.110420282009872","0.0921708228439429","0.128669741175802"
"Keine Sorgen","1985","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1985","35-65 Jahre alt","kein Migrationshintergrund","237","0.0619453053664471","0.0544468619714296","0.0694437487614646"
"Keine Sorgen","1985","35-65 Jahre alt","direkter Migrationshintergrund","331","0.1286764621913","0.112810647946138","0.144542276436462"
"Keine Sorgen","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1985","66 und älter","kein Migrationshintergrund","169","0.156526841603515","0.134580408283102","0.178473274923927"
"Keine Sorgen","1985","66 und älter","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1986","16-34 Jahre alt","kein Migrationshintergrund","1527","0.538884852082448","0.520551511623402","0.557218192541494"
"Grosse Sorgen","1986","16-34 Jahre alt","direkter Migrationshintergrund","385","0.39002878376805","0.361099360743956","0.418958206792143"
"Grosse Sorgen","1986","16-34 Jahre alt","indirekter Migrationshintergrund","59","0.514362990131858","0.428115993574289","0.600609986689428"
"Grosse Sorgen","1986","35-65 Jahre alt","kein Migrationshintergrund","1581","0.419760994960948","0.403925196473027","0.435596793448869"
"Grosse Sorgen","1986","35-65 Jahre alt","direkter Migrationshintergrund","512","0.328451362044899","0.305919649987262","0.350983074102536"
"Grosse Sorgen","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1986","66 und älter","kein Migrationshintergrund","293","0.29971715310799","0.270901330644492","0.328532975571489"
"Grosse Sorgen","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Grosse Sorgen","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1986","16-34 Jahre alt","kein Migrationshintergrund","1154","0.403716043222974","0.385671184451515","0.421760901994433"
"Einige Sorgen","1986","16-34 Jahre alt","direkter Migrationshintergrund","530","0.479021339368017","0.449391849816161","0.508650828919873"
"Einige Sorgen","1986","16-34 Jahre alt","indirekter Migrationshintergrund","51","0.417023916168598","0.331937724388811","0.502110107948384"
"Einige Sorgen","1986","35-65 Jahre alt","kein Migrationshintergrund","1863","0.502078571340081","0.486034975310875","0.518122167369287"
"Einige Sorgen","1986","35-65 Jahre alt","direkter Migrationshintergrund","829","0.504626111434222","0.480639365362685","0.528612857505759"
"Einige Sorgen","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1986","66 und älter","kein Migrationshintergrund","463","0.470439769745443","0.43904566003749","0.501833879453396"
"Einige Sorgen","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1986","16-34 Jahre alt","kein Migrationshintergrund","159","0.0573991046945778","0.0488443924812319","0.0659538169079237"
"Keine Sorgen","1986","16-34 Jahre alt","direkter Migrationshintergrund","177","0.130949876863933","0.110941505856684","0.150958247871182"
"Keine Sorgen","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1986","35-65 Jahre alt","kein Migrationshintergrund","287","0.0781604336989712","0.069547390626726","0.0867734767712164"
"Keine Sorgen","1986","35-65 Jahre alt","direkter Migrationshintergrund","328","0.166922526520878","0.149032124779233","0.184812928262524"
"Keine Sorgen","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1986","66 und älter","kein Migrationshintergrund","215","0.229843077146567","0.203379789250215","0.256306365042918"
"Keine Sorgen","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1987","16-34 Jahre alt","kein Migrationshintergrund","1891","0.677501229669065","0.660172119596332","0.694830339741797"
"Grosse Sorgen","1987","16-34 Jahre alt","direkter Migrationshintergrund","437","0.472522547166956","0.442496438569396","0.502548655764515"
"Grosse Sorgen","1987","16-34 Jahre alt","indirekter Migrationshintergrund","80","0.672712612427656","0.59660097188813","0.748824252967183"
"Grosse Sorgen","1987","35-65 Jahre alt","kein Migrationshintergrund","2146","0.589350916431027","0.57330972872262","0.605392104139434"
"Grosse Sorgen","1987","35-65 Jahre alt","direkter Migrationshintergrund","641","0.428288534071904","0.404647704721198","0.451929363422611"
"Grosse Sorgen","1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1987","66 und älter","kein Migrationshintergrund","469","0.476302615994155","0.445424787846431","0.507180444141878"
"Grosse Sorgen","1987","66 und älter","direkter Migrationshintergrund","","","",""
"Grosse Sorgen","1987","66 und älter","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1987","16-34 Jahre alt","kein Migrationshintergrund","830","0.297315980796859","0.280370794421341","0.314261167172378"
"Einige Sorgen","1987","16-34 Jahre alt","direkter Migrationshintergrund","478","0.429171698225219","0.399403392407628","0.45894000404281"
"Einige Sorgen","1987","16-34 Jahre alt","indirekter Migrationshintergrund","51","0.273196208537959","0.200916300864433","0.345476116211486"
"Einige Sorgen","1987","35-65 Jahre alt","kein Migrationshintergrund","1350","0.376681846395032","0.360881873450668","0.392481819339396"
"Einige Sorgen","1987","35-65 Jahre alt","direkter Migrationshintergrund","765","0.457332819372766","0.43353215961662","0.481133479128912"
"Einige Sorgen","1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1987","66 und älter","kein Migrationshintergrund","422","0.410647430774978","0.380232473851608","0.441062387698347"
"Einige Sorgen","1987","66 und älter","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1987","66 und älter","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1987","16-34 Jahre alt","kein Migrationshintergrund","74","0.0251827895340761","0.0193741998811528","0.0309913791869993"
"Keine Sorgen","1987","16-34 Jahre alt","direkter Migrationshintergrund","147","0.0983057546078259","0.0803994918827696","0.116212017332882"
"Keine Sorgen","1987","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1987","35-65 Jahre alt","kein Migrationshintergrund","117","0.0339672371739405","0.0280606019642334","0.0398738723836477"
"Keine Sorgen","1987","35-65 Jahre alt","direkter Migrationshintergrund","277","0.11437864655533","0.099173082000612","0.129584211110048"
"Keine Sorgen","1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1987","66 und älter","kein Migrationshintergrund","114","0.113049953230868","0.093472786744592","0.132627119717143"
"Keine Sorgen","1987","66 und älter","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1987","66 und älter","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1988","16-34 Jahre alt","kein Migrationshintergrund","1699","0.651372315264279","0.633121766574021","0.669622863954538"
"Grosse Sorgen","1988","16-34 Jahre alt","direkter Migrationshintergrund","408","0.458505253168152","0.42776044485205","0.489250061484254"
"Grosse Sorgen","1988","16-34 Jahre alt","indirekter Migrationshintergrund","98","0.602133107607661","0.533257985711191","0.67100822950413"
"Grosse Sorgen","1988","35-65 Jahre alt","kein Migrationshintergrund","1985","0.571821398508161","0.555295723756728","0.588347073259594"
"Grosse Sorgen","1988","35-65 Jahre alt","direkter Migrationshintergrund","614","0.460189093480415","0.435652037935387","0.484726149025443"
"Grosse Sorgen","1988","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1988","66 und älter","kein Migrationshintergrund","417","0.440448977554424","0.40925582129476","0.471642133814088"
"Grosse Sorgen","1988","66 und älter","direkter Migrationshintergrund","","","",""
"Grosse Sorgen","1988","66 und älter","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1988","16-34 Jahre alt","kein Migrationshintergrund","833","0.319931449230744","0.302067184155335","0.337795714306153"
"Einige Sorgen","1988","16-34 Jahre alt","direkter Migrationshintergrund","484","0.45482465456992","0.424099603686584","0.485549705453256"
"Einige Sorgen","1988","16-34 Jahre alt","indirekter Migrationshintergrund","66","0.288794836525235","0.225021463380753","0.352568209669718"
"Einige Sorgen","1988","35-65 Jahre alt","kein Migrationshintergrund","1342","0.39291679644128","0.376605408176913","0.409228184705648"
"Einige Sorgen","1988","35-65 Jahre alt","direkter Migrationshintergrund","747","0.450147367695936","0.425654819606412","0.47463991578546"
"Einige Sorgen","1988","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1988","66 und älter","kein Migrationshintergrund","454","0.452840573101102","0.421563847527681","0.484117298674522"
"Einige Sorgen","1988","66 und älter","direkter Migrationshintergrund","31","0.419083606425294","0.297244987124767","0.54092222572582"
"Einige Sorgen","1988","66 und älter","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1988","16-34 Jahre alt","kein Migrationshintergrund","87","0.0286962355049768","0.0223022692232872","0.0350902017866663"
"Keine Sorgen","1988","16-34 Jahre alt","direkter Migrationshintergrund","117","0.0866700922619279","0.0693100420516964","0.10403014247216"
"Keine Sorgen","1988","16-34 Jahre alt","indirekter Migrationshintergrund","30","0.109072055867104","0.0652063354729555","0.152937776261252"
"Keine Sorgen","1988","35-65 Jahre alt","kein Migrationshintergrund","117","0.0352618050505592","0.0291019069754045","0.0414217031257138"
"Keine Sorgen","1988","35-65 Jahre alt","direkter Migrationshintergrund","224","0.0896635388236488","0.0755984537193693","0.103728623927928"
"Keine Sorgen","1988","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1988","66 und älter","kein Migrationshintergrund","102","0.106710449344474","0.0873109164904408","0.126109982198508"
"Keine Sorgen","1988","66 und älter","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1988","66 und älter","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1989","16-34 Jahre alt","kein Migrationshintergrund","1833","0.718886511132836","0.701509780749565","0.736263241516108"
"Grosse Sorgen","1989","16-34 Jahre alt","direkter Migrationshintergrund","441","0.541470709477765","0.509718529408354","0.573222889547177"
"Grosse Sorgen","1989","16-34 Jahre alt","indirekter Migrationshintergrund","127","0.665478759278177","0.604235313726965","0.72672220482939"
"Grosse Sorgen","1989","35-65 Jahre alt","kein Migrationshintergrund","2087","0.640900031776574","0.624464721088219","0.657335342464928"
"Grosse Sorgen","1989","35-65 Jahre alt","direkter Migrationshintergrund","646","0.48952445763344","0.464638353789112","0.514410561477767"
"Grosse Sorgen","1989","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1989","66 und älter","kein Migrationshintergrund","469","0.499439385638358","0.467560589085168","0.531318182191549"
"Grosse Sorgen","1989","66 und älter","direkter Migrationshintergrund","36","0.552154767877393","0.434822372649317","0.669487163105468"
"Grosse Sorgen","1989","66 und älter","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1989","16-34 Jahre alt","kein Migrationshintergrund","671","0.259496553443292","0.242552145767916","0.276440961118669"
"Einige Sorgen","1989","16-34 Jahre alt","direkter Migrationshintergrund","380","0.355276101231947","0.324778027890285","0.385774174573609"
"Einige Sorgen","1989","16-34 Jahre alt","indirekter Migrationshintergrund","80","0.270001616391676","0.212374777271664","0.327628455511688"
"Einige Sorgen","1989","35-65 Jahre alt","kein Migrationshintergrund","1094","0.32848724922837","0.312397047897132","0.344577450559608"
"Einige Sorgen","1989","35-65 Jahre alt","direkter Migrationshintergrund","675","0.404084675751153","0.379655393393456","0.428513958108851"
"Einige Sorgen","1989","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1989","66 und älter","kein Migrationshintergrund","402","0.418366831983396","0.386915764370731","0.449817899596062"
"Einige Sorgen","1989","66 und älter","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1989","66 und älter","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1989","16-34 Jahre alt","kein Migrationshintergrund","67","0.0216169354238712","0.0159954824930505","0.0272383883546919"
"Keine Sorgen","1989","16-34 Jahre alt","direkter Migrationshintergrund","125","0.103253189290288","0.0838626815720195","0.122643697008556"
"Keine Sorgen","1989","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1989","35-65 Jahre alt","kein Migrationshintergrund","92","0.0306127189950564","0.0247110520148337","0.0365143859752791"
"Keine Sorgen","1989","35-65 Jahre alt","direkter Migrationshintergrund","229","0.106390866615407","0.0910408724527793","0.121740860778035"
"Keine Sorgen","1989","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1989","66 und älter","kein Migrationshintergrund","74","0.0821937823782452","0.0646821283839357","0.0997054363725548"
"Keine Sorgen","1989","66 und älter","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1989","66 und älter","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1990","16-34 Jahre alt","kein Migrationshintergrund","2729","0.68519721280893","0.671058401393814","0.699336024224047"
"Grosse Sorgen","1990","16-34 Jahre alt","direkter Migrationshintergrund","474","0.58759566663286","0.555838032382586","0.619353300883135"
"Grosse Sorgen","1990","16-34 Jahre alt","indirekter Migrationshintergrund","141","0.595586417430478","0.536385097906989","0.654787736953967"
"Grosse Sorgen","1990","35-65 Jahre alt","kein Migrationshintergrund","3389","0.635349070582173","0.622509920096857","0.648188221067488"
"Grosse Sorgen","1990","35-65 Jahre alt","direkter Migrationshintergrund","782","0.540232487978371","0.516075170803631","0.564389805153111"
"Grosse Sorgen","1990","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1990","66 und älter","kein Migrationshintergrund","640","0.461591161718274","0.43518342390531","0.487998899531239"
"Grosse Sorgen","1990","66 und älter","direkter Migrationshintergrund","47","0.476051665339858","0.38006681370991","0.572036516969805"
"Grosse Sorgen","1990","66 und älter","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1990","16-34 Jahre alt","kein Migrationshintergrund","1311","0.291735373014993","0.277897219472434","0.305573526557552"
"Einige Sorgen","1990","16-34 Jahre alt","direkter Migrationshintergrund","370","0.338032278181198","0.307515074707338","0.368549481655057"
"Einige Sorgen","1990","16-34 Jahre alt","indirekter Migrationshintergrund","90","0.31163476936264","0.255764785781606","0.367504752943675"
"Einige Sorgen","1990","35-65 Jahre alt","kein Migrationshintergrund","1859","0.333391287454913","0.320816401843086","0.34596617306674"
"Einige Sorgen","1990","35-65 Jahre alt","direkter Migrationshintergrund","676","0.397061259206832","0.373344542550795","0.420777975862869"
"Einige Sorgen","1990","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1990","66 und älter","kein Migrationshintergrund","596","0.42440037613653","0.398218877760049","0.450581874513011"
"Einige Sorgen","1990","66 und älter","direkter Migrationshintergrund","42","0.360237256480459","0.267972634378424","0.452501878582493"
"Einige Sorgen","1990","66 und älter","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1990","16-34 Jahre alt","kein Migrationshintergrund","105","0.0230674141760765","0.0184973996739301","0.0276374286782229"
"Keine Sorgen","1990","16-34 Jahre alt","direkter Migrationshintergrund","79","0.0743720551859421","0.0574454306551835","0.0912986797167007"
"Keine Sorgen","1990","16-34 Jahre alt","indirekter Migrationshintergrund","33","0.0927788132068816","0.0577821106803413","0.127775515733422"
"Keine Sorgen","1990","35-65 Jahre alt","kein Migrationshintergrund","151","0.0312596419629148","0.0266178344886915","0.035901449437138"
"Keine Sorgen","1990","35-65 Jahre alt","direkter Migrationshintergrund","177","0.062706252814797","0.050955045261742","0.074457460367852"
"Keine Sorgen","1990","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1990","66 und älter","kein Migrationshintergrund","133","0.114008462145195","0.0971728195430662","0.130844104747324"
"Keine Sorgen","1990","66 und älter","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1990","66 und älter","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1991","16-34 Jahre alt","kein Migrationshintergrund","2256","0.611625775435594","0.596424759530779","0.626826791340409"
"Grosse Sorgen","1991","16-34 Jahre alt","direkter Migrationshintergrund","370","0.480380747417235","0.447408449730976","0.513353045103494"
"Grosse Sorgen","1991","16-34 Jahre alt","indirekter Migrationshintergrund","154","0.563690280167177","0.509268785339422","0.618111774994932"
"Grosse Sorgen","1991","35-65 Jahre alt","kein Migrationshintergrund","2653","0.508578076452632","0.495139239462332","0.522016913442933"
"Grosse Sorgen","1991","35-65 Jahre alt","direkter Migrationshintergrund","571","0.417643316483429","0.39360575649828","0.441680876468577"
"Grosse Sorgen","1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1991","66 und älter","kein Migrationshintergrund","510","0.376592874706726","0.350707915116411","0.40247783429704"
"Grosse Sorgen","1991","66 und älter","direkter Migrationshintergrund","45","0.432785177078291","0.345225226049519","0.520345128107062"
"Grosse Sorgen","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1991","16-34 Jahre alt","kein Migrationshintergrund","1556","0.358792198861056","0.343832411560293","0.373751986161819"
"Einige Sorgen","1991","16-34 Jahre alt","direkter Migrationshintergrund","422","0.42244279185305","0.389844469147171","0.455041114558929"
"Einige Sorgen","1991","16-34 Jahre alt","indirekter Migrationshintergrund","128","0.346899742410914","0.294666779038351","0.399132705783478"
"Einige Sorgen","1991","35-65 Jahre alt","kein Migrationshintergrund","2484","0.455090460256351","0.441703971536663","0.468476948976039"
"Einige Sorgen","1991","35-65 Jahre alt","direkter Migrationshintergrund","833","0.498956216040576","0.474585845129746","0.523326586951407"
"Einige Sorgen","1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1991","66 und älter","kein Migrationshintergrund","697","0.514218457422879","0.487517926538312","0.540918988307446"
"Einige Sorgen","1991","66 und älter","direkter Migrationshintergrund","57","0.436994706299418","0.349337048439195","0.524652364159641"
"Einige Sorgen","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1991","16-34 Jahre alt","kein Migrationshintergrund","137","0.0295820257033503","0.0242975987964287","0.0348664526102719"
"Keine Sorgen","1991","16-34 Jahre alt","direkter Migrationshintergrund","90","0.0971764607297146","0.0776287558274127","0.116724165632016"
"Keine Sorgen","1991","16-34 Jahre alt","indirekter Migrationshintergrund","37","0.0894099774219084","0.0580982385993025","0.120721716244514"
"Keine Sorgen","1991","35-65 Jahre alt","kein Migrationshintergrund","179","0.0363314632910166","0.0313015454687283","0.0413613811133048"
"Keine Sorgen","1991","35-65 Jahre alt","direkter Migrationshintergrund","213","0.083400467475995","0.0699242770476324","0.0968766579043576"
"Keine Sorgen","1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1991","66 und älter","kein Migrationshintergrund","139","0.109188667870396","0.09252743204875","0.125849903692041"
"Keine Sorgen","1991","66 und älter","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1992","16-34 Jahre alt","kein Migrationshintergrund","2407","0.665864173591011","0.65077736201022","0.680950985171803"
"Grosse Sorgen","1992","16-34 Jahre alt","direkter Migrationshintergrund","387","0.548168977627178","0.514533674723668","0.581804280530687"
"Grosse Sorgen","1992","16-34 Jahre alt","indirekter Migrationshintergrund","207","0.608632384376814","0.559496536152713","0.657768232600914"
"Grosse Sorgen","1992","35-65 Jahre alt","kein Migrationshintergrund","3068","0.579741967545185","0.566405277724014","0.593078657366356"
"Grosse Sorgen","1992","35-65 Jahre alt","direkter Migrationshintergrund","668","0.516255493461426","0.491496596858021","0.541014390064831"
"Grosse Sorgen","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1992","66 und älter","kein Migrationshintergrund","642","0.478747811811445","0.451839810199957","0.505655813422934"
"Grosse Sorgen","1992","66 und älter","direkter Migrationshintergrund","68","0.552529842734367","0.469569897636165","0.635489787832569"
"Grosse Sorgen","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1992","16-34 Jahre alt","kein Migrationshintergrund","1248","0.311310427477054","0.296500541735878","0.326120313218229"
"Einige Sorgen","1992","16-34 Jahre alt","direkter Migrationshintergrund","381","0.387658696203022","0.354730219847463","0.420587172558582"
"Einige Sorgen","1992","16-34 Jahre alt","indirekter Migrationshintergrund","141","0.339445508263092","0.291773017399464","0.387117999126719"
"Einige Sorgen","1992","35-65 Jahre alt","kein Migrationshintergrund","2065","0.391809650292758","0.378620099769755","0.404999200815762"
"Einige Sorgen","1992","35-65 Jahre alt","direkter Migrationshintergrund","721","0.398413720010506","0.374158399130364","0.422669040890648"
"Einige Sorgen","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1992","66 und älter","kein Migrationshintergrund","584","0.437593377700134","0.410871640909036","0.464315114491232"
"Einige Sorgen","1992","66 und älter","direkter Migrationshintergrund","57","0.367210700691866","0.286784829276194","0.447636572107537"
"Einige Sorgen","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1992","16-34 Jahre alt","kein Migrationshintergrund","100","0.0228253989319352","0.0180485842416672","0.0276022136222032"
"Keine Sorgen","1992","16-34 Jahre alt","direkter Migrationshintergrund","73","0.0641723261698003","0.0476099773863676","0.080734674953233"
"Keine Sorgen","1992","16-34 Jahre alt","indirekter Migrationshintergrund","31","0.051922107360095","0.0295850144136787","0.0742592003065113"
"Keine Sorgen","1992","35-65 Jahre alt","kein Migrationshintergrund","129","0.0284483821620569","0.0239564375193697","0.0329403268047441"
"Keine Sorgen","1992","35-65 Jahre alt","direkter Migrationshintergrund","176","0.0853307865280682","0.0714895202008024","0.099172052855334"
"Keine Sorgen","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1992","66 und älter","kein Migrationshintergrund","98","0.0836588104884206","0.0687450025690478","0.0985726184077933"
"Keine Sorgen","1992","66 und älter","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1993","16-34 Jahre alt","kein Migrationshintergrund","2061","0.585404619489747","0.569411262669846","0.601397976309648"
"Grosse Sorgen","1993","16-34 Jahre alt","direkter Migrationshintergrund","373","0.514676511460881","0.480215720586943","0.54913730233482"
"Grosse Sorgen","1993","16-34 Jahre alt","indirekter Migrationshintergrund","229","0.588148836091705","0.542213958216862","0.634083713966548"
"Grosse Sorgen","1993","35-65 Jahre alt","kein Migrationshintergrund","2584","0.497289094637854","0.483670550304447","0.510907638971262"
