year,bula_h,regtyp,plh0036,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Berlin,No answer / don't know,Very concerned,0.55426,222,375,0.50388,0.60463
1984,Berlin,No answer / don't know,Somewhat concerned,0.39420,153,375,0.34467,0.44373
1985,Schleswig-Holstein,Urban regions,Very concerned,0.59046,91,156,0.51304,0.66788
1985,Schleswig-Holstein,Urban regions,Somewhat concerned,0.36022,65,156,0.28464,0.43580
1985,Schleswig-Holstein,Rural regions,Very concerned,0.38007,70,163,0.30532,0.45482
1985,Schleswig-Holstein,Rural regions,Somewhat concerned,0.50801,93,163,0.43103,0.58500
1985,Hamburg,Urban regions,Very concerned,0.47963,132,251,0.41770,0.54156
1985,Hamburg,Urban regions,Somewhat concerned,0.47050,119,251,0.40863,0.53237
1985,Lower Saxony,Urban regions,Very concerned,0.50714,248,507,0.46357,0.55070
1985,Lower Saxony,Urban regions,Somewhat concerned,0.42181,213,507,0.37878,0.46484
1985,Lower Saxony,Urban regions,Not concerned at all,0.07106,46,507,0.04867,0.09344
1985,Lower Saxony,Rural regions,Very concerned,0.48916,287,587,0.44869,0.52964
1985,Lower Saxony,Rural regions,Somewhat concerned,0.45221,265,587,0.41191,0.49251
1985,Lower Saxony,Rural regions,Not concerned at all,0.05863,35,587,0.03961,0.07765
1985,Bremen,Urban regions,Very concerned,0.41211,54,101,0.31563,0.50858
1985,Bremen,Urban regions,Somewhat concerned,0.42322,47,101,0.32638,0.52005
1985,North Rhine-Westphalia,Urban regions,Very concerned,0.49521,1338,2843,0.47683,0.51359
1985,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.43607,1245,2843,0.41784,0.45430
1985,North Rhine-Westphalia,Urban regions,Not concerned at all,0.06872,260,2843,0.05942,0.07802
1985,North Rhine-Westphalia,Rural regions,Somewhat concerned,0.57818,43,43,0.42882,0.72754
1985,Hesse,Urban regions,Very concerned,0.46699,410,971,0.43559,0.49839
1985,Hesse,Urban regions,Somewhat concerned,0.45548,455,971,0.42413,0.48682
1985,Hesse,Urban regions,Not concerned at all,0.07754,106,971,0.06071,0.09437
1985,Hesse,Rural regions,Very concerned,0.46899,64,136,0.38480,0.55317
1985,Hesse,Rural regions,Somewhat concerned,0.45254,72,136,0.36857,0.53650
1985,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.43435,262,626,0.39549,0.47321
1985,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.47583,305,626,0.43668,0.51498
1985,"Rhineland-Palatinate, Saarland",Urban regions,Not concerned at all,0.08982,59,626,0.06740,0.11224
1985,"Rhineland-Palatinate, Saarland",Rural regions,Very concerned,0.49653,67,125,0.40853,0.58454
1985,"Rhineland-Palatinate, Saarland",Rural regions,Somewhat concerned,0.41556,58,125,0.32882,0.50230
1985,Baden-Wuerttemberg,Urban regions,Very concerned,0.45606,741,1723,0.43254,0.47959
1985,Baden-Wuerttemberg,Urban regions,Somewhat concerned,0.44778,750,1723,0.42429,0.47127
1985,Baden-Wuerttemberg,Urban regions,Not concerned at all,0.09616,232,1723,0.08223,0.11008
1985,Baden-Wuerttemberg,Rural regions,Very concerned,0.40306,107,294,0.34689,0.45923
1985,Baden-Wuerttemberg,Rural regions,Somewhat concerned,0.49540,142,294,0.43816,0.55265
1985,Baden-Wuerttemberg,Rural regions,Not concerned at all,0.10153,45,294,0.06695,0.13612
1985,Bavaria,Urban regions,Very concerned,0.48890,471,988,0.45771,0.52008
1985,Bavaria,Urban regions,Somewhat concerned,0.43678,435,988,0.40584,0.46772
1985,Bavaria,Urban regions,Not concerned at all,0.07432,82,988,0.05796,0.09069
1985,Bavaria,Rural regions,Very concerned,0.42063,372,878,0.38795,0.45330
1985,Bavaria,Rural regions,Somewhat concerned,0.48100,416,878,0.44793,0.51407
1985,Bavaria,Rural regions,Not concerned at all,0.09837,90,878,0.07866,0.11808
1985,Berlin,Urban regions,Very concerned,0.47549,177,336,0.42201,0.52897
1985,Berlin,Urban regions,Somewhat concerned,0.45217,159,336,0.39887,0.50547
1986,Schleswig-Holstein,Urban regions,Very concerned,0.43035,58,136,0.34683,0.51387
1986,Schleswig-Holstein,Urban regions,Somewhat concerned,0.48763,78,136,0.40331,0.57195
1986,Schleswig-Holstein,Rural regions,Very concerned,0.39157,63,145,0.31185,0.47130
1986,Schleswig-Holstein,Rural regions,Somewhat concerned,0.45706,82,145,0.37569,0.53842
1986,Hamburg,Urban regions,Very concerned,0.43811,113,218,0.37209,0.50412
1986,Hamburg,Urban regions,Somewhat concerned,0.43856,105,218,0.37253,0.50458
1986,Lower Saxony,Urban regions,Very concerned,0.42401,213,527,0.38177,0.46624
1986,Lower Saxony,Urban regions,Somewhat concerned,0.49470,254,527,0.45198,0.53743
1986,Lower Saxony,Urban regions,Not concerned at all,0.08129,60,527,0.05794,0.10465
1986,Lower Saxony,Rural regions,Very concerned,0.42426,244,573,0.38376,0.46477
1986,Lower Saxony,Rural regions,Somewhat concerned,0.46232,274,573,0.42146,0.50318
1986,Lower Saxony,Rural regions,Not concerned at all,0.11341,55,573,0.08743,0.13940
1986,Bremen,Urban regions,Very concerned,0.47693,53,84,0.36948,0.58439
1986,Bremen,Urban regions,Somewhat concerned,0.26330,31,84,0.16855,0.35805
1986,North Rhine-Westphalia,Urban regions,Very concerned,0.44145,1171,2741,0.42286,0.46005
1986,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.47543,1279,2741,0.45673,0.49412
1986,North Rhine-Westphalia,Urban regions,Not concerned at all,0.08312,291,2741,0.07278,0.09346
1986,North Rhine-Westphalia,Rural regions,Somewhat concerned,0.64003,47,47,0.50132,0.77874
1986,Hesse,Urban regions,Very concerned,0.40807,331,899,0.37592,0.44021
1986,Hesse,Urban regions,Somewhat concerned,0.48953,485,899,0.45683,0.52223
1986,Hesse,Urban regions,Not concerned at all,0.10240,83,899,0.08257,0.12223
1986,Hesse,Rural regions,Very concerned,0.44128,63,124,0.35353,0.52903
1986,Hesse,Rural regions,Somewhat concerned,0.43266,61,124,0.34510,0.52022
1986,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.40566,245,619,0.36695,0.44437
1986,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.51767,322,619,0.47827,0.55706
1986,"Rhineland-Palatinate, Saarland",Urban regions,Not concerned at all,0.07667,52,619,0.05569,0.09765
1986,"Rhineland-Palatinate, Saarland",Rural regions,Very concerned,0.43214,64,130,0.34666,0.51763
1986,"Rhineland-Palatinate, Saarland",Rural regions,Somewhat concerned,0.48484,66,130,0.39860,0.57109
1986,Baden-Wuerttemberg,Urban regions,Very concerned,0.43758,715,1674,0.41380,0.46135
1986,Baden-Wuerttemberg,Urban regions,Somewhat concerned,0.42750,712,1674,0.40380,0.45121
1986,Baden-Wuerttemberg,Urban regions,Not concerned at all,0.13492,247,1674,0.11855,0.15129
1986,Baden-Wuerttemberg,Rural regions,Very concerned,0.35311,95,297,0.29866,0.40756
1986,Baden-Wuerttemberg,Rural regions,Somewhat concerned,0.49035,134,297,0.43340,0.54730
1986,Baden-Wuerttemberg,Rural regions,Not concerned at all,0.15654,68,297,0.11514,0.19794
1986,Bavaria,Urban regions,Very concerned,0.49678,446,935,0.46472,0.52885
1986,Bavaria,Urban regions,Somewhat concerned,0.41912,411,935,0.38748,0.45077
1986,Bavaria,Urban regions,Not concerned at all,0.08410,78,935,0.06630,0.10190
1986,Bavaria,Rural regions,Very concerned,0.39759,320,812,0.36391,0.43128
1986,Bavaria,Rural regions,Somewhat concerned,0.47964,395,812,0.44526,0.51402
1986,Bavaria,Rural regions,Not concerned at all,0.12277,97,812,0.10018,0.14535
1986,Berlin,Urban regions,Very concerned,0.40682,151,348,0.35514,0.45851
1986,Berlin,Urban regions,Somewhat concerned,0.50340,163,348,0.45079,0.55601
1986,Berlin,Urban regions,Not concerned at all,0.08978,34,348,0.05970,0.11986
1987,Schleswig-Holstein,Urban regions,Very concerned,0.63117,88,134,0.54917,0.71317
1987,Schleswig-Holstein,Urban regions,Somewhat concerned,0.27600,46,134,0.20003,0.35197
1987,Schleswig-Holstein,Rural regions,Very concerned,0.55799,98,160,0.48080,0.63519
1987,Schleswig-Holstein,Rural regions,Somewhat concerned,0.37471,62,160,0.29947,0.44995
1987,Hamburg,Urban regions,Very concerned,0.58489,123,204,0.51710,0.65267
1987,Hamburg,Urban regions,Somewhat concerned,0.36737,81,204,0.30105,0.43369
1987,Lower Saxony,Urban regions,Very concerned,0.60086,295,528,0.55905,0.64267
1987,Lower Saxony,Urban regions,Somewhat concerned,0.35819,193,528,0.31726,0.39913
1987,Lower Saxony,Urban regions,Not concerned at all,0.04094,40,528,0.02403,0.05786
1987,Lower Saxony,Rural regions,Very concerned,0.52758,307,538,0.48536,0.56981
1987,Lower Saxony,Rural regions,Somewhat concerned,0.41839,231,538,0.37667,0.46012
1987,Bremen,Urban regions,Very concerned,0.55864,56,90,0.45548,0.66180
1987,Bremen,Urban regions,Somewhat concerned,0.30353,34,90,0.20800,0.39905
1987,North Rhine-Westphalia,Urban regions,Very concerned,0.59759,1522,2726,0.57918,0.61601
1987,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.36441,1047,2726,0.34634,0.38248
1987,North Rhine-Westphalia,Urban regions,Not concerned at all,0.03799,157,2726,0.03081,0.04517
1987,North Rhine-Westphalia,Rural regions,Very concerned,0.51588,34,68,0.39622,0.63555
1987,North Rhine-Westphalia,Rural regions,Somewhat concerned,0.46750,34,68,0.34802,0.58697
1987,Hesse,Urban regions,Very concerned,0.52378,423,904,0.49120,0.55635
1987,Hesse,Urban regions,Somewhat concerned,0.41135,395,904,0.37926,0.44345
1987,Hesse,Urban regions,Not concerned at all,0.06487,86,904,0.04880,0.08093
1987,Hesse,Rural regions,Very concerned,0.50234,72,133,0.41704,0.58763
1987,Hesse,Rural regions,Somewhat concerned,0.41535,61,133,0.33129,0.49942
1987,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.53947,331,607,0.49978,0.57915
1987,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.39477,240,607,0.35585,0.43369
1987,"Rhineland-Palatinate, Saarland",Urban regions,Not concerned at all,0.06576,36,607,0.04603,0.08550
1987,"Rhineland-Palatinate, Saarland",Rural regions,Very concerned,0.57434,82,133,0.48999,0.65869
1987,"Rhineland-Palatinate, Saarland",Rural regions,Somewhat concerned,0.35708,51,133,0.27534,0.43881
1987,Baden-Wuerttemberg,Urban regions,Very concerned,0.59549,905,1664,0.57190,0.61908
1987,Baden-Wuerttemberg,Urban regions,Somewhat concerned,0.33685,604,1664,0.31413,0.35956
1987,Baden-Wuerttemberg,Urban regions,Not concerned at all,0.06766,155,1664,0.05559,0.07973
1987,Baden-Wuerttemberg,Rural regions,Very concerned,0.65282,153,285,0.59745,0.70819
1987,Baden-Wuerttemberg,Rural regions,Somewhat concerned,0.26590,78,285,0.21452,0.31729
1987,Baden-Wuerttemberg,Rural regions,Not concerned at all,0.08127,54,285,0.04949,0.11306
1987,Bavaria,Urban regions,Very concerned,0.62558,534,899,0.59393,0.65723
1987,Bavaria,Urban regions,Somewhat concerned,0.33968,318,899,0.30870,0.37065
1987,Bavaria,Urban regions,Not concerned at all,0.03474,47,899,0.02277,0.04672
1987,Bavaria,Rural regions,Very concerned,0.56443,436,797,0.52999,0.59888
1987,Bavaria,Rural regions,Somewhat concerned,0.37697,303,797,0.34330,0.41064
1987,Bavaria,Rural regions,Not concerned at all,0.05860,58,797,0.04228,0.07491
1987,Berlin,Urban regions,Very concerned,0.63487,225,346,0.58406,0.68567
1987,Berlin,Urban regions,Somewhat concerned,0.33687,121,346,0.28700,0.38675
1988,Schleswig-Holstein,Urban regions,Very concerned,0.57212,73,133,0.48771,0.65653
1988,Schleswig-Holstein,Urban regions,Somewhat concerned,0.36289,60,133,0.28086,0.44492
1988,Schleswig-Holstein,Rural regions,Very concerned,0.51239,94,159,0.43445,0.59033
1988,Schleswig-Holstein,Rural regions,Somewhat concerned,0.39757,65,159,0.32126,0.47388
1988,Hamburg,Urban regions,Very concerned,0.65240,127,184,0.58341,0.72140
1988,Hamburg,Urban regions,Somewhat concerned,0.31634,57,184,0.24896,0.38372
1988,Lower Saxony,Urban regions,Very concerned,0.58860,274,511,0.54589,0.63131
1988,Lower Saxony,Urban regions,Somewhat concerned,0.36295,203,511,0.32121,0.40468
1988,Lower Saxony,Urban regions,Not concerned at all,0.04846,34,511,0.02982,0.06709
1988,Lower Saxony,Rural regions,Very concerned,0.51183,280,503,0.46810,0.55556
1988,Lower Saxony,Rural regions,Somewhat concerned,0.44043,223,503,0.39700,0.48386
1988,Bremen,Urban regions,Very concerned,0.41606,43,89,0.31307,0.51904
1988,Bremen,Urban regions,Somewhat concerned,0.43919,46,89,0.33550,0.54289
1988,North Rhine-Westphalia,Urban regions,Very concerned,0.59759,1431,2598,0.57873,0.61645
1988,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.36133,1007,2598,0.34286,0.37981
1988,North Rhine-Westphalia,Urban regions,Not concerned at all,0.04108,160,2598,0.03344,0.04871
1988,North Rhine-Westphalia,Rural regions,Very concerned,0.58552,37,69,0.46843,0.70261
1988,North Rhine-Westphalia,Rural regions,Somewhat concerned,0.39784,32,69,0.28151,0.51418
1988,Hesse,Urban regions,Very concerned,0.48916,386,849,0.45551,0.52280
1988,Hesse,Urban regions,Somewhat concerned,0.43367,388,849,0.40031,0.46702
1988,Hesse,Urban regions,Not concerned at all,0.07718,75,849,0.05921,0.09514
1988,Hesse,Rural regions,Very concerned,0.55839,77,126,0.47133,0.64544
1988,Hesse,Rural regions,Somewhat concerned,0.35603,49,126,0.27209,0.43998
1988,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.52711,305,598,0.48706,0.56716
1988,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.42297,259,598,0.38334,0.46260
1988,"Rhineland-Palatinate, Saarland",Urban regions,Not concerned at all,0.04992,34,598,0.03245,0.06739
1988,"Rhineland-Palatinate, Saarland",Rural regions,Very concerned,0.59568,81,130,0.51099,0.68037
1988,"Rhineland-Palatinate, Saarland",Rural regions,Somewhat concerned,0.40432,49,130,0.31963,0.48901
1988,Baden-Wuerttemberg,Urban regions,Very concerned,0.57595,841,1628,0.55194,0.59996
1988,Baden-Wuerttemberg,Urban regions,Somewhat concerned,0.36589,638,1628,0.34248,0.38929
1988,Baden-Wuerttemberg,Urban regions,Not concerned at all,0.05816,149,1628,0.04679,0.06954
1988,Baden-Wuerttemberg,Rural regions,Very concerned,0.50829,117,249,0.44607,0.57051
1988,Baden-Wuerttemberg,Rural regions,Somewhat concerned,0.35358,82,249,0.29408,0.41308
1988,Baden-Wuerttemberg,Rural regions,Not concerned at all,0.13813,50,249,0.09519,0.18108
1988,Bavaria,Urban regions,Very concerned,0.63357,519,872,0.60157,0.66557
1988,Bavaria,Urban regions,Somewhat concerned,0.32981,309,872,0.29858,0.36103
1988,Bavaria,Urban regions,Not concerned at all,0.03662,44,872,0.02415,0.04910
1988,Bavaria,Rural regions,Very concerned,0.50316,391,720,0.46661,0.53971
1988,Bavaria,Rural regions,Somewhat concerned,0.45668,329,720,0.42027,0.49309
1988,Berlin,Urban regions,Very concerned,0.49465,160,307,0.43863,0.55067
1988,Berlin,Urban regions,Somewhat concerned,0.45335,147,307,0.39757,0.50913
1989,Schleswig-Holstein,Urban regions,Very concerned,0.60350,80,132,0.51973,0.68727
1989,Schleswig-Holstein,Urban regions,Somewhat concerned,0.29523,52,132,0.21712,0.37334
1989,Schleswig-Holstein,Rural regions,Very concerned,0.69760,104,141,0.62152,0.77368
1989,Schleswig-Holstein,Rural regions,Somewhat concerned,0.23452,37,141,0.16434,0.30471
1989,Hamburg,Urban regions,Very concerned,0.66490,125,179,0.59555,0.73424
1989,Hamburg,Urban regions,Somewhat concerned,0.27736,54,179,0.21159,0.34313
1989,Lower Saxony,Urban regions,Very concerned,0.60943,292,476,0.56555,0.65330
1989,Lower Saxony,Urban regions,Somewhat concerned,0.36436,184,476,0.32108,0.40764
1989,Lower Saxony,Rural regions,Very concerned,0.63176,312,480,0.58857,0.67496
1989,Lower Saxony,Rural regions,Somewhat concerned,0.32891,168,480,0.28683,0.37098
1989,Bremen,Urban regions,Very concerned,0.65457,72,72,0.54396,0.76518
1989,North Rhine-Westphalia,Urban regions,Very concerned,0.63678,1449,2523,0.61801,0.65555
1989,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.32705,909,2523,0.30874,0.34536
1989,North Rhine-Westphalia,Urban regions,Not concerned at all,0.03618,165,2523,0.02889,0.04346
1989,North Rhine-Westphalia,Rural regions,Very concerned,0.78145,51,51,0.66690,0.89600
1989,Hesse,Urban regions,Very concerned,0.62282,492,857,0.59035,0.65529
1989,Hesse,Urban regions,Somewhat concerned,0.34283,315,857,0.31103,0.37462
1989,Hesse,Urban regions,Not concerned at all,0.03435,50,857,0.02215,0.04655
1989,Hesse,Rural regions,Very concerned,0.60943,85,124,0.52321,0.69566
1989,Hesse,Rural regions,Somewhat concerned,0.32701,39,124,0.24411,0.40992
1989,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.65209,364,549,0.61221,0.69197
1989,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.30783,185,549,0.26918,0.34648
1989,"Rhineland-Palatinate, Saarland",Rural regions,Very concerned,0.40627,54,111,0.31449,0.49806
1989,"Rhineland-Palatinate, Saarland",Rural regions,Somewhat concerned,0.57798,57,111,0.48568,0.67028
1989,Baden-Wuerttemberg,Urban regions,Very concerned,0.61462,880,1563,0.59049,0.63876
1989,Baden-Wuerttemberg,Urban regions,Somewhat concerned,0.31967,544,1563,0.29654,0.34280
1989,Baden-Wuerttemberg,Urban regions,Not concerned at all,0.06571,139,1563,0.05342,0.07800
1989,Baden-Wuerttemberg,Rural regions,Very concerned,0.60341,120,234,0.54060,0.66622
1989,Baden-Wuerttemberg,Rural regions,Somewhat concerned,0.25788,65,234,0.20171,0.31406
1989,Baden-Wuerttemberg,Rural regions,Not concerned at all,0.13871,49,234,0.09432,0.18309
1989,Bavaria,Urban regions,Very concerned,0.66277,529,849,0.63095,0.69459
1989,Bavaria,Urban regions,Somewhat concerned,0.31560,285,849,0.28431,0.34688
1989,Bavaria,Urban regions,Not concerned at all,0.02164,35,849,0.01184,0.03143
1989,Bavaria,Rural regions,Very concerned,0.58876,441,741,0.55330,0.62421
1989,Bavaria,Rural regions,Somewhat concerned,0.36444,264,741,0.32977,0.39912
1989,Bavaria,Rural regions,Not concerned at all,0.04680,36,741,0.03158,0.06202
1989,Berlin,Urban regions,Very concerned,0.56534,186,301,0.50925,0.62144
1989,Berlin,Urban regions,Somewhat concerned,0.38698,115,301,0.33186,0.44209
1990,Schleswig-Holstein,Urban regions,Very concerned,0.63561,78,120,0.54914,0.72208
1990,Schleswig-Holstein,Urban regions,Somewhat concerned,0.27220,42,120,0.19223,0.35217
1990,Schleswig-Holstein,Rural regions,Very concerned,0.58585,84,131,0.50117,0.67053
1990,Schleswig-Holstein,Rural regions,Somewhat concerned,0.33293,47,131,0.25192,0.41394
1990,Hamburg,Urban regions,Very concerned,0.59480,103,158,0.51800,0.67159
1990,Hamburg,Urban regions,Somewhat concerned,0.35100,55,158,0.27635,0.42566
1990,Lower Saxony,Urban regions,Very concerned,0.61833,278,457,0.57374,0.66292
1990,Lower Saxony,Urban regions,Somewhat concerned,0.35296,179,457,0.30909,0.39682
1990,Lower Saxony,Rural regions,Very concerned,0.61291,303,473,0.56897,0.65686
1990,Lower Saxony,Rural regions,Somewhat concerned,0.33134,170,473,0.28888,0.37381
1990,Bremen,Urban regions,Very concerned,0.64384,66,66,0.52742,0.76025
1990,North Rhine-Westphalia,Urban regions,Very concerned,0.64019,1464,2463,0.62123,0.65915
1990,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.31543,825,2463,0.29708,0.33379
1990,North Rhine-Westphalia,Urban regions,Not concerned at all,0.04438,174,2463,0.03624,0.05251
1990,North Rhine-Westphalia,Rural regions,Very concerned,0.50424,33,67,0.38361,0.62486
1990,North Rhine-Westphalia,Rural regions,Somewhat concerned,0.42591,34,67,0.30661,0.54520
1990,Hesse,Urban regions,Very concerned,0.62934,514,846,0.59678,0.66191
1990,Hesse,Urban regions,Somewhat concerned,0.31282,274,846,0.28156,0.34408
1990,Hesse,Urban regions,Not concerned at all,0.05784,58,846,0.04210,0.07358
1990,Hesse,Rural regions,Very concerned,0.71110,95,127,0.63195,0.79024
1990,Hesse,Rural regions,Somewhat concerned,0.25979,32,127,0.18322,0.33636
1990,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.60442,329,530,0.56275,0.64609
1990,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.32916,201,530,0.28912,0.36921
1990,"Rhineland-Palatinate, Saarland",Rural regions,Very concerned,0.49413,62,108,0.39940,0.58887
1990,"Rhineland-Palatinate, Saarland",Rural regions,Somewhat concerned,0.49454,46,108,0.39980,0.58927
1990,Baden-Wuerttemberg,Urban regions,Very concerned,0.63368,903,1548,0.60967,0.65769
1990,Baden-Wuerttemberg,Urban regions,Somewhat concerned,0.31696,530,1548,0.29377,0.34015
1990,Baden-Wuerttemberg,Urban regions,Not concerned at all,0.04936,115,1548,0.03857,0.06016
1990,Baden-Wuerttemberg,Rural regions,Very concerned,0.62379,135,210,0.55811,0.68947
1990,Baden-Wuerttemberg,Rural regions,Somewhat concerned,0.31905,75,210,0.25586,0.38225
1990,Bavaria,Urban regions,Very concerned,0.65892,513,798,0.62600,0.69183
1990,Bavaria,Urban regions,Somewhat concerned,0.31961,285,798,0.28724,0.35199
1990,Bavaria,Rural regions,Very concerned,0.59685,453,723,0.56107,0.63263
1990,Bavaria,Rural regions,Somewhat concerned,0.36415,270,723,0.32905,0.39925
1990,Berlin,Urban regions,Very concerned,0.54372,344,577,0.50304,0.58440
1990,Berlin,Urban regions,Somewhat concerned,0.39316,233,577,0.35327,0.43305
1990,Brandenburg,Urban regions,Very concerned,0.63671,39,39,0.48379,0.78963
1990,Brandenburg,Rural regions,Very concerned,0.49346,339,633,0.45448,0.53244
1990,Brandenburg,Rural regions,Somewhat concerned,0.46906,294,633,0.43016,0.50797
1990,Mecklenburg-Western Pomerania,Rural regions,Very concerned,0.47748,207,431,0.43027,0.52469
1990,Mecklenburg-Western Pomerania,Rural regions,Somewhat concerned,0.48063,224,431,0.43341,0.52785
1990,Saxony,Urban regions,Very concerned,0.66691,458,675,0.63133,0.70250
1990,Saxony,Urban regions,Somewhat concerned,0.31790,217,675,0.28274,0.35306
1990,Saxony,Rural regions,Very concerned,0.58282,361,597,0.54323,0.62241
1990,Saxony,Rural regions,Somewhat concerned,0.37458,236,597,0.33572,0.41343
1990,Saxony-Anhalt,Urban regions,Very concerned,0.57529,100,168,0.50032,0.65026
1990,Saxony-Anhalt,Urban regions,Somewhat concerned,0.42471,68,168,0.34974,0.49968
1990,Saxony-Anhalt,Rural regions,Very concerned,0.64567,414,615,0.60784,0.68350
1990,Saxony-Anhalt,Rural regions,Somewhat concerned,0.33301,201,615,0.29573,0.37028
1990,Thuringa,Urban regions,Very concerned,0.66894,137,200,0.60355,0.73432
1990,Thuringa,Urban regions,Somewhat concerned,0.30294,63,200,0.23909,0.36679
1990,Thuringa,Rural regions,Very concerned,0.58984,300,506,0.54694,0.63274
1990,Thuringa,Rural regions,Somewhat concerned,0.38765,206,506,0.34515,0.43014
1991,Schleswig-Holstein,Urban regions,Very concerned,0.52842,68,125,0.44055,0.61628
1991,Schleswig-Holstein,Urban regions,Somewhat concerned,0.34686,57,125,0.26308,0.43063
1991,Schleswig-Holstein,Rural regions,Very concerned,0.52318,82,145,0.44160,0.60476
1991,Schleswig-Holstein,Rural regions,Somewhat concerned,0.44528,63,145,0.36410,0.52645
1991,Hamburg,Urban regions,Very concerned,0.54549,90,148,0.46500,0.62599
1991,Hamburg,Urban regions,Somewhat concerned,0.40547,58,148,0.32610,0.48484
1991,Lower Saxony,Urban regions,Very concerned,0.53791,250,454,0.49200,0.58382
1991,Lower Saxony,Urban regions,Somewhat concerned,0.42304,204,454,0.37755,0.46854
1991,Lower Saxony,Rural regions,Very concerned,0.46871,233,470,0.42355,0.51387
1991,Lower Saxony,Rural regions,Somewhat concerned,0.46822,237,470,0.42306,0.51338
1991,Bremen,Urban regions,Very concerned,0.59587,57,88,0.49275,0.69899
1991,Bremen,Urban regions,Somewhat concerned,0.28305,31,88,0.18839,0.37771
1991,North Rhine-Westphalia,Urban regions,Very concerned,0.56374,1298,2464,0.54415,0.58332
1991,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.39108,985,2464,0.37180,0.41035
1991,North Rhine-Westphalia,Urban regions,Not concerned at all,0.04519,181,2464,0.03698,0.05339
1991,North Rhine-Westphalia,Rural regions,Very concerned,0.56209,33,33,0.39019,0.73399
1991,Hesse,Urban regions,Very concerned,0.44888,340,823,0.41488,0.48289
1991,Hesse,Urban regions,Somewhat concerned,0.48400,421,823,0.44983,0.51816
1991,Hesse,Urban regions,Not concerned at all,0.06712,62,823,0.05001,0.08423
1991,Hesse,Rural regions,Very concerned,0.58765,84,129,0.50237,0.67293
1991,Hesse,Rural regions,Somewhat concerned,0.36934,45,129,0.28573,0.45295
