year,age_gr,migback,ple0022,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,17-29 y.,No migration background,Yes,0.03864,94,2395,0.03092,0.04636
2011,17-29 y.,No migration background,No,0.81077,2301,2395,0.79508,0.82646
2011,17-29 y.,Direct migration background,No,0.74707,211,211,0.68828,0.80587
2011,17-29 y.,Indirect migration background,No,0.79930,370,370,0.75843,0.84017
2011,30-45 y.,No migration background,Yes,0.09374,444,3956,0.08465,0.10282
2011,30-45 y.,No migration background,No,0.71276,3512,3956,0.69866,0.72686
2011,30-45 y.,Direct migration background,Yes,0.05612,58,588,0.03750,0.07473
2011,30-45 y.,Direct migration background,No,0.63526,530,588,0.59632,0.67420
2011,30-45 y.,Indirect migration background,No,0.74089,285,285,0.68993,0.79185
2011,46-65 y.,No migration background,Yes,0.20483,1403,6893,0.19531,0.21436
2011,46-65 y.,No migration background,No,0.75427,5490,6893,0.74411,0.76444
2011,46-65 y.,Direct migration background,Yes,0.26328,213,793,0.23261,0.29395
2011,46-65 y.,Direct migration background,No,0.69066,580,793,0.65847,0.72286
2011,46-65 y.,Indirect migration background,No,0.69580,65,65,0.58309,0.80852
2011,66 and older,No migration background,Yes,0.28797,1258,4696,0.27501,0.30092
2011,66 and older,No migration background,No,0.71119,3438,4696,0.69822,0.72415
2011,66 and older,Direct migration background,Yes,0.24104,101,419,0.20004,0.28204
2011,66 and older,Direct migration background,No,0.75852,318,419,0.71749,0.79955
2013,17-29 y.,No migration background,Yes,0.03358,86,2048,0.02578,0.04139
2013,17-29 y.,No migration background,No,0.78697,1962,2048,0.76923,0.80471
2013,17-29 y.,Direct migration background,No,0.32073,167,167,0.24972,0.39173
2013,17-29 y.,Indirect migration background,No,0.39538,308,308,0.34069,0.45007
2013,30-45 y.,No migration background,Yes,0.09475,376,3304,0.08477,0.10474
2013,30-45 y.,No migration background,No,0.70701,2928,3304,0.69149,0.72253
2013,30-45 y.,Direct migration background,Yes,0.02247,52,490,0.00933,0.03561
2013,30-45 y.,Direct migration background,No,0.30133,438,490,0.26066,0.34200
2013,30-45 y.,Indirect migration background,No,0.45877,254,254,0.39737,0.52017
2013,46-65 y.,No migration background,Yes,0.20226,1327,6533,0.19252,0.21200
2013,46-65 y.,No migration background,No,0.74446,5206,6533,0.73389,0.75504
2013,46-65 y.,Direct migration background,Yes,0.20321,189,685,0.17306,0.23337
2013,46-65 y.,Direct migration background,No,0.42951,496,685,0.39242,0.46661
2013,46-65 y.,Indirect migration background,No,0.62605,78,78,0.51797,0.73412
2013,66 and older,No migration background,Yes,0.27625,1204,4551,0.26326,0.28924
2013,66 and older,No migration background,No,0.72192,3347,4551,0.70890,0.73493
2013,66 and older,Direct migration background,Yes,0.25881,91,382,0.21483,0.30279
2013,66 and older,Direct migration background,No,0.68087,291,382,0.63407,0.72768
2015,17-29 y.,No migration background,Yes,0.03470,108,2560,0.02761,0.04179
2015,17-29 y.,No migration background,No,0.88586,2452,2560,0.87354,0.89818
2015,17-29 y.,Direct migration background,No,0.64503,567,567,0.60561,0.68446
2015,17-29 y.,Indirect migration background,No,0.88621,743,743,0.86336,0.90906
2015,30-45 y.,No migration background,Yes,0.10283,513,4777,0.09422,0.11145
2015,30-45 y.,No migration background,No,0.89048,4264,4777,0.88163,0.89934
2015,30-45 y.,Direct migration background,Yes,0.09700,219,1969,0.08393,0.11008
2015,30-45 y.,Direct migration background,No,0.72418,1750,1969,0.70444,0.74393
2015,30-45 y.,Indirect migration background,Yes,0.08767,71,610,0.06520,0.11013
2015,30-45 y.,Indirect migration background,No,0.88169,539,610,0.85603,0.90734
2015,46-65 y.,No migration background,Yes,0.21079,1432,7278,0.20142,0.22016
2015,46-65 y.,No migration background,No,0.78775,5846,7278,0.77835,0.79714
2015,46-65 y.,Direct migration background,Yes,0.23838,343,1425,0.21625,0.26051
2015,46-65 y.,Direct migration background,No,0.71110,1082,1425,0.68756,0.73465
2015,46-65 y.,Indirect migration background,Yes,0.26233,39,175,0.19697,0.32769
2015,46-65 y.,Indirect migration background,No,0.73568,136,175,0.67016,0.80120
2015,66 and older,No migration background,Yes,0.28222,1213,4448,0.26899,0.29545
2015,66 and older,No migration background,No,0.71738,3235,4448,0.70414,0.73061
2015,66 and older,Direct migration background,Yes,0.25606,114,431,0.21481,0.29731
2015,66 and older,Direct migration background,No,0.73631,317,431,0.69467,0.77796
2017,17-29 y.,No migration background,Yes,0.02800,110,2940,0.02204,0.03397
2017,17-29 y.,No migration background,No,0.90335,2830,2940,0.89266,0.91403
2017,17-29 y.,Direct migration background,No,0.76278,591,591,0.72845,0.79710
2017,17-29 y.,Indirect migration background,Yes,0.03506,32,804,0.02234,0.04779
2017,17-29 y.,Indirect migration background,No,0.88509,772,804,0.86303,0.90715
2017,30-45 y.,No migration background,Yes,0.09040,452,4563,0.08208,0.09872
2017,30-45 y.,No migration background,No,0.90960,4111,4563,0.90128,0.91792
2017,30-45 y.,Direct migration background,Yes,0.08860,197,2102,0.07645,0.10075
2017,30-45 y.,Direct migration background,No,0.86571,1905,2102,0.85113,0.88029
2017,30-45 y.,Indirect migration background,Yes,0.09186,69,592,0.06857,0.11515
2017,30-45 y.,Indirect migration background,No,0.90814,523,592,0.88485,0.93143
2017,46-65 y.,No migration background,Yes,0.20243,1526,8152,0.19371,0.21115
2017,46-65 y.,No migration background,No,0.79757,6626,8152,0.78885,0.80629
2017,46-65 y.,Direct migration background,Yes,0.24571,363,1596,0.22458,0.26684
2017,46-65 y.,Direct migration background,No,0.74001,1233,1596,0.71848,0.76153
2017,46-65 y.,Indirect migration background,Yes,0.26343,49,225,0.20574,0.32112
2017,46-65 y.,Indirect migration background,No,0.73657,176,225,0.67888,0.79426
2017,66 and older,No migration background,Yes,0.26781,1143,4503,0.25487,0.28074
2017,66 and older,No migration background,No,0.73219,3360,4503,0.71926,0.74513
2017,66 and older,Direct migration background,Yes,0.23356,108,440,0.19398,0.27314
2017,66 and older,Direct migration background,No,0.76318,332,440,0.72341,0.80295
2019,17-29 y.,No migration background,Yes,0.03884,100,2714,0.03157,0.04611
2019,17-29 y.,No migration background,No,0.88420,2614,2714,0.87215,0.89624
2019,17-29 y.,Direct migration background,No,0.74144,407,407,0.69885,0.78403
2019,17-29 y.,Indirect migration background,No,0.87479,681,681,0.84991,0.89967
2019,30-45 y.,No migration background,Yes,0.09077,408,4139,0.08202,0.09952
2019,30-45 y.,No migration background,No,0.90923,3731,4139,0.90048,0.91798
2019,30-45 y.,Direct migration background,Yes,0.08205,144,1597,0.06858,0.09551
2019,30-45 y.,Direct migration background,No,0.85641,1453,1597,0.83920,0.87361
2019,30-45 y.,Indirect migration background,Yes,0.06732,54,551,0.04638,0.08826
2019,30-45 y.,Indirect migration background,No,0.93268,497,551,0.91174,0.95362
2019,46-65 y.,No migration background,Yes,0.19881,1554,8624,0.19039,0.20723
2019,46-65 y.,No migration background,No,0.80119,7070,8624,0.79277,0.80961
2019,46-65 y.,Direct migration background,Yes,0.20888,315,1507,0.18835,0.22941
2019,46-65 y.,Direct migration background,No,0.77415,1192,1507,0.75303,0.79527
2019,46-65 y.,Indirect migration background,Yes,0.24735,58,290,0.19760,0.29710
2019,46-65 y.,Indirect migration background,No,0.75265,232,290,0.70290,0.80240
2019,66 and older,No migration background,Yes,0.27896,1183,4706,0.26614,0.29177
2019,66 and older,No migration background,No,0.72104,3523,4706,0.70823,0.73386
2019,66 and older,Direct migration background,Yes,0.24251,103,440,0.20242,0.28261
2019,66 and older,Direct migration background,No,0.75456,337,440,0.71431,0.79482
2021,17-29 y.,No migration background,Yes,0.03872,78,1760,0.02970,0.04774
2021,17-29 y.,No migration background,No,0.88116,1682,1760,0.86603,0.89628
2021,17-29 y.,Direct migration background,Yes,0.04778,36,1019,0.03468,0.06089
2021,17-29 y.,Direct migration background,No,0.86938,983,1019,0.84868,0.89008
2021,17-29 y.,Indirect migration background,No,0.91979,382,382,0.89251,0.94706
2021,30-45 y.,No migration background,Yes,0.10540,301,2590,0.09357,0.11722
2021,30-45 y.,No migration background,No,0.87983,2289,2590,0.86730,0.89236
2021,30-45 y.,Direct migration background,Yes,0.11298,247,2304,0.10005,0.12591
2021,30-45 y.,Direct migration background,No,0.86006,2057,2304,0.84589,0.87423
2021,30-45 y.,Indirect migration background,Yes,0.13563,54,312,0.09757,0.17368
2021,30-45 y.,Indirect migration background,No,0.85991,258,312,0.82133,0.89848
2021,46-65 y.,No migration background,Yes,0.22459,1147,5551,0.21361,0.23557
2021,46-65 y.,No migration background,No,0.76606,4404,5551,0.75492,0.77720
2021,46-65 y.,Direct migration background,Yes,0.28579,369,1466,0.26266,0.30893
2021,46-65 y.,Direct migration background,No,0.70442,1097,1466,0.68105,0.72778
2021,46-65 y.,Indirect migration background,Yes,0.23561,42,199,0.17650,0.29472
2021,46-65 y.,Indirect migration background,No,0.76439,157,199,0.70528,0.82350
2021,66 and older,No migration background,Yes,0.29115,867,3208,0.27543,0.30688
2021,66 and older,No migration background,No,0.69968,2341,3208,0.68381,0.71554
2021,66 and older,Direct migration background,Yes,0.35704,98,331,0.30534,0.40873
2021,66 and older,Direct migration background,No,0.64096,233,331,0.58920,0.69271
