year,quintil_oecd,ple0022,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,1st Quintile,Yes,0.15634,506,2462,0.14199,0.17069
2011,1st Quintile,No,0.51646,1956,2462,0.49672,0.53621
2011,2nd Quintile,Yes,0.15442,542,2762,0.14094,0.16790
2011,2nd Quintile,No,0.56342,2220,2762,0.54492,0.58192
2011,3rd Quintile,Yes,0.14845,557,3070,0.13588,0.16103
2011,3rd Quintile,No,0.63168,2513,3070,0.61461,0.64874
2011,4th Quintile,Yes,0.13949,525,3218,0.12752,0.15146
2011,4th Quintile,No,0.66489,2693,3218,0.64858,0.68120
2011,5th Quintile,Yes,0.13193,599,4150,0.12163,0.14223
2011,5th Quintile,No,0.71779,3551,4150,0.70410,0.73149
2013,1st Quintile,Yes,0.17353,668,3103,0.16020,0.18686
2013,1st Quintile,No,0.53577,2435,3103,0.51822,0.55332
2013,2nd Quintile,Yes,0.14456,649,3436,0.13280,0.15632
2013,2nd Quintile,No,0.60284,2787,3436,0.58648,0.61920
2013,3rd Quintile,Yes,0.15262,695,3592,0.14086,0.16439
2013,3rd Quintile,No,0.62685,2897,3592,0.61103,0.64267
2013,4th Quintile,Yes,0.15566,693,3938,0.14434,0.16699
2013,4th Quintile,No,0.66442,3245,3938,0.64967,0.67917
2013,5th Quintile,Yes,0.12751,681,4793,0.11806,0.13695
2013,5th Quintile,No,0.73721,4112,4793,0.72475,0.74967
2015,1st Quintile,Yes,0.18027,971,5007,0.16962,0.19091
2015,1st Quintile,No,0.61579,4036,5007,0.60231,0.62926
2015,2nd Quintile,Yes,0.16407,930,5281,0.15408,0.17406
2015,2nd Quintile,No,0.66284,4351,5281,0.65009,0.67559
2015,3rd Quintile,Yes,0.15162,821,4880,0.14155,0.16168
2015,3rd Quintile,No,0.68682,4059,4880,0.67381,0.69984
2015,4th Quintile,Yes,0.13619,725,4767,0.12645,0.14593
2015,4th Quintile,No,0.72664,4042,4767,0.71399,0.73930
2015,5th Quintile,Yes,0.12665,658,5101,0.11753,0.13578
2015,5th Quintile,No,0.76975,4443,5101,0.75820,0.78131
2017,1st Quintile,Yes,0.15740,798,4676,0.14696,0.16784
2017,1st Quintile,No,0.61046,3878,4676,0.59648,0.62444
2017,2nd Quintile,Yes,0.15097,770,4851,0.14089,0.16105
2017,2nd Quintile,No,0.67856,4081,4851,0.66541,0.69170
2017,3rd Quintile,Yes,0.15701,723,4415,0.14628,0.16774
2017,3rd Quintile,No,0.67992,3692,4415,0.66615,0.69368
2017,4th Quintile,Yes,0.12115,617,4340,0.11145,0.13086
2017,4th Quintile,No,0.75525,3723,4340,0.74246,0.76804
2017,5th Quintile,Yes,0.11970,579,4554,0.11027,0.12913
2017,5th Quintile,No,0.77286,3975,4554,0.76069,0.78503
2019,1st Quintile,Yes,0.15711,794,4398,0.14635,0.16787
2019,1st Quintile,No,0.60233,3604,4398,0.58787,0.61680
2019,2nd Quintile,Yes,0.15883,847,4763,0.14845,0.16922
2019,2nd Quintile,No,0.65871,3916,4763,0.64524,0.67218
2019,3rd Quintile,Yes,0.13556,688,4509,0.12557,0.14556
2019,3rd Quintile,No,0.70258,3821,4509,0.68924,0.71593
2019,4th Quintile,Yes,0.12780,650,4270,0.11778,0.13782
2019,4th Quintile,No,0.72894,3620,4270,0.71560,0.74227
2019,5th Quintile,Yes,0.12347,612,4786,0.11415,0.13279
2019,5th Quintile,No,0.77461,4174,4786,0.76277,0.78645
2021,1st Quintile,Yes,0.18667,844,4717,0.17555,0.19779
2021,1st Quintile,No,0.60185,3873,4717,0.58788,0.61582
2021,2nd Quintile,Yes,0.16796,705,3582,0.15571,0.18020
2021,2nd Quintile,No,0.63475,2877,3582,0.61898,0.65052
2021,3rd Quintile,Yes,0.14598,521,3034,0.13342,0.15855
2021,3rd Quintile,No,0.66882,2513,3034,0.65207,0.68557
2021,4th Quintile,Yes,0.16364,532,3246,0.15091,0.17636
2021,4th Quintile,No,0.69120,2714,3246,0.67530,0.70710
2021,5th Quintile,Yes,0.12807,615,4281,0.11805,0.13808
2021,5th Quintile,No,0.74047,3666,4281,0.72733,0.75360
