year,bula_h,ple0022,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Schleswig-Holstein,Yes,0.12233,110,651,0.09714,0.14752
2011,Schleswig-Holstein,No,0.63421,541,651,0.59718,0.67124
2011,Hamburg,Yes,0.10275,43,311,0.06895,0.13655
2011,Hamburg,No,0.70556,268,311,0.65482,0.75630
2011,Lower Saxony,Yes,0.14878,356,1908,0.13280,0.16475
2011,Lower Saxony,No,0.61067,1552,1908,0.58878,0.63255
2011,Bremen,No,0.63363,109,109,0.54276,0.72450
2011,North Rhine-Westphalia,Yes,0.15219,768,4131,0.14123,0.16314
2011,North Rhine-Westphalia,No,0.61186,3363,4131,0.59700,0.62672
2011,Hesse,Yes,0.14470,256,1409,0.12632,0.16308
2011,Hesse,No,0.58908,1153,1409,0.56338,0.61478
2011,"Rhineland-Palatinate, Saarland",Yes,0.12106,206,1206,0.10264,0.13947
2011,"Rhineland-Palatinate, Saarland",No,0.63623,1000,1206,0.60906,0.66339
2011,Baden-Wuerttemberg,Yes,0.12490,368,2486,0.11190,0.13790
2011,Baden-Wuerttemberg,No,0.62387,2118,2486,0.60482,0.64292
2011,Bavaria,Yes,0.13560,567,3184,0.12371,0.14749
2011,Bavaria,No,0.63419,2617,3184,0.61745,0.65092
2011,Berlin,Yes,0.15416,137,781,0.12882,0.17950
2011,Berlin,No,0.64692,644,781,0.61338,0.68046
2011,Brandenburg,Yes,0.14016,147,882,0.11724,0.16309
2011,Brandenburg,No,0.65240,735,882,0.62096,0.68385
2011,Mecklenburg-Western Pomerania,Yes,0.19347,100,515,0.15932,0.22762
2011,Mecklenburg-Western Pomerania,No,0.60499,415,515,0.56273,0.64726
2011,Saxony,Yes,0.14449,250,1404,0.12609,0.16289
2011,Saxony,No,0.64823,1154,1404,0.62324,0.67322
2011,Saxony-Anhalt,Yes,0.14709,156,867,0.12350,0.17068
2011,Saxony-Anhalt,No,0.65362,711,867,0.62193,0.68532
2011,Thuringa,Yes,0.15370,160,884,0.12991,0.17749
2011,Thuringa,No,0.64391,724,884,0.61233,0.67549
2013,Schleswig-Holstein,Yes,0.12123,93,593,0.09494,0.14753
2013,Schleswig-Holstein,No,0.59601,500,593,0.55648,0.63554
2013,Hamburg,Yes,0.08542,38,309,0.05420,0.11663
2013,Hamburg,No,0.63743,271,309,0.58374,0.69112
2013,Lower Saxony,Yes,0.14585,339,1775,0.12942,0.16227
2013,Lower Saxony,No,0.57255,1436,1775,0.54953,0.59557
2013,Bremen,No,0.51526,97,97,0.41528,0.61523
2013,North Rhine-Westphalia,Yes,0.14656,707,3718,0.13519,0.15793
2013,North Rhine-Westphalia,No,0.54431,3011,3718,0.52830,0.56032
2013,Hesse,Yes,0.13385,252,1290,0.11526,0.15244
2013,Hesse,No,0.55265,1038,1290,0.52551,0.57980
2013,"Rhineland-Palatinate, Saarland",Yes,0.12878,199,1098,0.10896,0.14860
2013,"Rhineland-Palatinate, Saarland",No,0.58075,899,1098,0.55155,0.60995
2013,Baden-Wuerttemberg,Yes,0.11880,333,2123,0.10503,0.13257
2013,Baden-Wuerttemberg,No,0.55591,1790,2123,0.53477,0.57705
2013,Bavaria,Yes,0.12626,521,2947,0.11427,0.13825
2013,Bavaria,No,0.57864,2426,2947,0.56081,0.59647
2013,Berlin,Yes,0.15580,153,768,0.13014,0.18147
2013,Berlin,No,0.56594,615,768,0.53087,0.60102
2013,Brandenburg,Yes,0.12297,123,780,0.09991,0.14603
2013,Brandenburg,No,0.63221,657,780,0.59834,0.66607
2013,Mecklenburg-Western Pomerania,Yes,0.15789,81,454,0.12431,0.19147
