year,age_gr,bula_h,ple0022,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,17-29 y.,Schleswig-Holstein,No,0.81962,119,119,0.75024,0.88900
2011,17-29 y.,Hamburg,No,0.81413,49,49,0.70408,0.92418
2011,17-29 y.,Lower Saxony,No,0.75510,240,240,0.70058,0.80962
2011,17-29 y.,North Rhine-Westphalia,No,0.79645,588,588,0.76388,0.82903
2011,17-29 y.,Hesse,No,0.82303,186,186,0.76804,0.87803
2011,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.78421,164,164,0.72105,0.84736
2011,17-29 y.,Baden-Wuerttemberg,No,0.81854,392,392,0.78033,0.85674
2011,17-29 y.,Bavaria,No,0.81250,425,425,0.77535,0.84965
2011,17-29 y.,Berlin,No,0.84469,105,105,0.77508,0.91431
2011,17-29 y.,Brandenburg,No,0.75787,97,97,0.67218,0.84356
2011,17-29 y.,Mecklenburg-Western Pomerania,No,0.68986,63,63,0.57472,0.80500
2011,17-29 y.,Saxony,No,0.81731,185,185,0.76147,0.87314
2011,17-29 y.,Saxony-Anhalt,No,0.82714,113,113,0.75711,0.89717
2011,17-29 y.,Thuringa,No,0.83227,130,130,0.76779,0.89674
2011,30-45 y.,Schleswig-Holstein,No,0.67596,128,128,0.59457,0.75736
2011,30-45 y.,Hamburg,No,0.75605,66,66,0.65164,0.86045
2011,30-45 y.,Lower Saxony,Yes,0.06889,49,468,0.04592,0.09187
2011,30-45 y.,Lower Saxony,No,0.73115,419,468,0.69093,0.77136
2011,30-45 y.,North Rhine-Westphalia,Yes,0.10247,117,992,0.08359,0.12136
2011,30-45 y.,North Rhine-Westphalia,No,0.69822,875,992,0.66964,0.72680
2011,30-45 y.,Hesse,Yes,0.14179,58,359,0.10565,0.17792
2011,30-45 y.,Hesse,No,0.63277,301,359,0.58284,0.68271
2011,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.72563,229,229,0.66771,0.78355
2011,30-45 y.,Baden-Wuerttemberg,Yes,0.05422,44,618,0.03635,0.07209
2011,30-45 y.,Baden-Wuerttemberg,No,0.72819,574,618,0.69308,0.76329
2011,30-45 y.,Bavaria,Yes,0.08182,87,747,0.06215,0.10148
2011,30-45 y.,Bavaria,No,0.70055,660,747,0.66768,0.73342
2011,30-45 y.,Berlin,No,0.71799,145,145,0.64449,0.79148
2011,30-45 y.,Brandenburg,No,0.66907,152,152,0.59402,0.74412
2011,30-45 y.,Mecklenburg-Western Pomerania,No,0.64214,96,96,0.54574,0.73854
2011,30-45 y.,Saxony,Yes,0.11062,36,345,0.07747,0.14376
2011,30-45 y.,Saxony,No,0.71430,309,345,0.66656,0.76204
2011,30-45 y.,Saxony-Anhalt,No,0.71692,184,184,0.65165,0.78219
2011,30-45 y.,Thuringa,No,0.66965,167,167,0.59810,0.74120
2011,46-65 y.,Schleswig-Holstein,Yes,0.20294,54,225,0.15027,0.25561
2011,46-65 y.,Schleswig-Holstein,No,0.75816,171,225,0.70208,0.81424
2011,46-65 y.,Hamburg,No,0.83511,78,78,0.75223,0.91800
2011,46-65 y.,Lower Saxony,Yes,0.22539,154,683,0.19403,0.25675
2011,46-65 y.,Lower Saxony,No,0.72313,529,683,0.68954,0.75671
2011,46-65 y.,Bremen,No,0.75665,37,37,0.61648,0.89683
2011,46-65 y.,North Rhine-Westphalia,Yes,0.22364,336,1527,0.20273,0.24454
2011,46-65 y.,North Rhine-Westphalia,No,0.73490,1191,1527,0.71275,0.75704
2011,46-65 y.,Hesse,Yes,0.20062,111,574,0.16783,0.23341
2011,46-65 y.,Hesse,No,0.75209,463,574,0.71674,0.78745
2011,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.20640,106,476,0.17000,0.24280
2011,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.75877,370,476,0.72029,0.79724
2011,46-65 y.,Baden-Wuerttemberg,Yes,0.21457,175,892,0.18762,0.24153
2011,46-65 y.,Baden-Wuerttemberg,No,0.73781,717,892,0.70893,0.76669
2011,46-65 y.,Bavaria,Yes,0.21025,258,1206,0.18725,0.23326
2011,46-65 y.,Bavaria,No,0.74466,948,1206,0.72004,0.76928
2011,46-65 y.,Berlin,Yes,0.23482,66,300,0.18677,0.28287
2011,46-65 y.,Berlin,No,0.73064,234,300,0.68036,0.78093
2011,46-65 y.,Brandenburg,Yes,0.15598,60,368,0.11885,0.19310
2011,46-65 y.,Brandenburg,No,0.81068,308,368,0.77060,0.85076
2011,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.24891,48,217,0.19124,0.30657
2011,46-65 y.,Mecklenburg-Western Pomerania,No,0.72499,169,217,0.66545,0.78454
2011,46-65 y.,Saxony,Yes,0.19406,99,509,0.15967,0.22845
2011,46-65 y.,Saxony,No,0.76949,410,509,0.73287,0.80611
2011,46-65 y.,Saxony-Anhalt,Yes,0.22315,78,328,0.17802,0.26828
2011,46-65 y.,Saxony-Anhalt,No,0.74822,250,328,0.70117,0.79526
2011,46-65 y.,Thuringa,Yes,0.25542,77,337,0.20879,0.30205
2011,46-65 y.,Thuringa,No,0.71314,260,337,0.66478,0.76151
2011,66 and older,Schleswig-Holstein,Yes,0.26604,43,166,0.19862,0.33347
2011,66 and older,Schleswig-Holstein,No,0.73296,123,166,0.66546,0.80047
2011,66 and older,Hamburg,No,0.81095,75,75,0.72174,0.90016
2011,66 and older,Lower Saxony,Yes,0.30757,146,510,0.26748,0.34766
2011,66 and older,Lower Saxony,No,0.69199,364,510,0.65188,0.73210
2011,66 and older,North Rhine-Westphalia,Yes,0.32221,295,1004,0.29329,0.35113
