year,age_gr,bula_h,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,30-45 y.,Schleswig-Holstein,No,0.89700,73,73,0.82679,0.96721
1992,30-45 y.,Hamburg,No,0.97988,48,48,0.93975,1.02002
1992,30-45 y.,Lower Saxony,No,0.94448,240,240,0.91544,0.97351
1992,30-45 y.,North Rhine-Westphalia,Yes,0.06961,46,834,0.05232,0.08689
1992,30-45 y.,North Rhine-Westphalia,No,0.93039,788,834,0.91311,0.94768
1992,30-45 y.,Hesse,No,0.93462,276,276,0.90541,0.96384
1992,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.95402,188,188,0.92400,0.98404
1992,30-45 y.,Baden-Wuerttemberg,No,0.95748,508,508,0.93991,0.97504
1992,30-45 y.,Bavaria,No,0.97879,476,476,0.96583,0.99175
1992,30-45 y.,Berlin,No,0.88933,176,176,0.84285,0.93581
1992,30-45 y.,Brandenburg,Yes,0.12700,33,248,0.08548,0.16853
1992,30-45 y.,Brandenburg,No,0.87300,215,248,0.83147,0.91452
1992,30-45 y.,Mecklenburg-Western Pomerania,No,0.87442,130,130,0.81724,0.93161
1992,30-45 y.,Saxony,Yes,0.09214,40,414,0.06424,0.12003
1992,30-45 y.,Saxony,No,0.90786,374,414,0.87997,0.93576
1992,30-45 y.,Saxony-Anhalt,No,0.91385,251,251,0.87907,0.94864
1992,30-45 y.,Thuringa,No,0.88567,212,212,0.84274,0.92861
1992,46-65 y.,Hamburg,No,0.90922,41,41,0.82019,0.99825
1992,46-65 y.,Lower Saxony,No,0.99633,328,328,0.98978,1.00288
1992,46-65 y.,North Rhine-Westphalia,No,0.99273,717,717,0.98651,0.99895
1992,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.97134,187,187,0.94736,0.99532
1992,46-65 y.,Baden-Wuerttemberg,No,0.98250,518,518,0.97120,0.99380
1992,46-65 y.,Bavaria,No,0.98621,463,463,0.97557,0.99684
1992,46-65 y.,Berlin,No,0.97757,190,190,0.95645,0.99868
1992,46-65 y.,Brandenburg,No,0.97461,196,196,0.95253,0.99669
1992,46-65 y.,Mecklenburg-Western Pomerania,No,0.97083,139,139,0.94276,0.99891
1992,46-65 y.,Saxony,No,0.96262,360,360,0.94300,0.98224
1992,46-65 y.,Saxony-Anhalt,No,0.95018,217,217,0.92116,0.97920
1992,46-65 y.,Thuringa,No,0.97929,195,195,0.95925,0.99933
1992,66 and older,Thuringa,No,0.98709,72,72,0.96083,1.01335
1993,17-29 y.,Schleswig-Holstein,No,0.52967,43,43,0.37871,0.68062
1993,17-29 y.,Lower Saxony,Yes,0.37763,106,285,0.32124,0.43401
1993,17-29 y.,Lower Saxony,No,0.62237,179,285,0.56599,0.67876
1993,17-29 y.,North Rhine-Westphalia,Yes,0.44749,278,691,0.41039,0.48459
1993,17-29 y.,North Rhine-Westphalia,No,0.55166,413,691,0.51455,0.58877
1993,17-29 y.,Hesse,Yes,0.42565,92,253,0.36460,0.48669
1993,17-29 y.,Hesse,No,0.57435,161,253,0.51331,0.63540
1993,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.34106,59,159,0.26714,0.41498
1993,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.65894,100,159,0.58502,0.73286
1993,17-29 y.,Baden-Wuerttemberg,Yes,0.37612,172,563,0.33607,0.41617
1993,17-29 y.,Baden-Wuerttemberg,No,0.62290,391,563,0.58283,0.66297
1993,17-29 y.,Bavaria,Yes,0.35833,140,463,0.31461,0.40206
1993,17-29 y.,Bavaria,No,0.64167,323,463,0.59794,0.68539
1993,17-29 y.,Berlin,Yes,0.39116,56,144,0.31118,0.47115
1993,17-29 y.,Berlin,No,0.60884,88,144,0.52885,0.68882
1993,17-29 y.,Brandenburg,Yes,0.39882,62,141,0.31771,0.47994
1993,17-29 y.,Brandenburg,No,0.60118,79,141,0.52006,0.68229
1993,17-29 y.,Mecklenburg-Western Pomerania,Yes,0.35239,40,96,0.25632,0.44845
1993,17-29 y.,Mecklenburg-Western Pomerania,No,0.64761,56,96,0.55155,0.74368
1993,17-29 y.,Saxony,Yes,0.35499,98,235,0.29368,0.41630
1993,17-29 y.,Saxony,No,0.64501,137,235,0.58370,0.70632
1993,17-29 y.,Saxony-Anhalt,Yes,0.33867,64,177,0.26875,0.40859
1993,17-29 y.,Saxony-Anhalt,No,0.66133,113,177,0.59141,0.73125
1993,17-29 y.,Thuringa,Yes,0.43192,74,162,0.35540,0.50843
1993,17-29 y.,Thuringa,No,0.56808,88,162,0.49157,0.64460
1993,30-45 y.,Schleswig-Holstein,No,0.95633,76,76,0.91008,1.00258
1993,30-45 y.,Hamburg,No,0.95398,41,41,0.88904,1.01891
1993,30-45 y.,Lower Saxony,No,0.96120,254,254,0.93741,0.98500
1993,30-45 y.,North Rhine-Westphalia,Yes,0.05372,39,842,0.03848,0.06895
1993,30-45 y.,North Rhine-Westphalia,No,0.94628,803,842,0.93105,0.96152
1993,30-45 y.,Hesse,No,0.94017,268,268,0.91172,0.96862
1993,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.97253,196,196,0.94959,0.99547
1993,30-45 y.,Baden-Wuerttemberg,No,0.96254,500,500,0.94588,0.97920
1993,30-45 y.,Bavaria,No,0.96547,469,469,0.94893,0.98201
1993,30-45 y.,Berlin,No,0.90067,173,173,0.85597,0.94537
1993,30-45 y.,Brandenburg,No,0.88956,207,207,0.84676,0.93237
1993,30-45 y.,Mecklenburg-Western Pomerania,No,0.92128,131,131,0.87498,0.96757
1993,30-45 y.,Saxony,Yes,0.13397,53,410,0.10096,0.16698
1993,30-45 y.,Saxony,No,0.86603,357,410,0.83302,0.89904
1993,30-45 y.,Saxony-Anhalt,No,0.90441,229,229,0.86624,0.94257
1993,30-45 y.,Thuringa,No,0.92872,216,216,0.89433,0.96311
1993,46-65 y.,Schleswig-Holstein,No,0.99067,98,98,0.97154,1.00980
1993,46-65 y.,Lower Saxony,No,0.99796,314,314,0.99295,1.00296
1993,46-65 y.,North Rhine-Westphalia,No,0.98954,702,702,0.98201,0.99707
1993,46-65 y.,Baden-Wuerttemberg,No,0.98260,528,528,0.97143,0.99376
1993,46-65 y.,Bavaria,No,0.99240,463,463,0.98448,1.00032
1993,46-65 y.,Berlin,No,0.99206,186,186,0.97927,1.00485
1993,46-65 y.,Brandenburg,No,0.98351,186,186,0.96515,1.00186
1993,46-65 y.,Mecklenburg-Western Pomerania,No,0.98753,138,138,0.96894,1.00611
1993,46-65 y.,Saxony,No,0.98086,340,340,0.96627,0.99544
1993,46-65 y.,Saxony-Anhalt,No,0.94354,223,223,0.91317,0.97390
1993,46-65 y.,Thuringa,No,0.98007,188,188,0.96004,1.00010
1994,17-29 y.,Schleswig-Holstein,Yes,0.53285,33,68,0.41338,0.65232
1994,17-29 y.,Schleswig-Holstein,No,0.46715,35,68,0.34768,0.58662
1994,17-29 y.,Lower Saxony,Yes,0.34472,88,280,0.28895,0.40049
1994,17-29 y.,Lower Saxony,No,0.65528,192,280,0.59951,0.71105
1994,17-29 y.,North Rhine-Westphalia,Yes,0.41327,246,661,0.37570,0.45084
1994,17-29 y.,North Rhine-Westphalia,No,0.58673,415,661,0.54916,0.62430
1994,17-29 y.,Hesse,Yes,0.41213,94,246,0.35049,0.47376
1994,17-29 y.,Hesse,No,0.58787,152,246,0.52624,0.64951
1994,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.29406,44,150,0.22090,0.36722
1994,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.70594,106,150,0.63278,0.77910
1994,17-29 y.,Baden-Wuerttemberg,Yes,0.33986,166,544,0.30002,0.37970
1994,17-29 y.,Baden-Wuerttemberg,No,0.66014,378,544,0.62030,0.69998
1994,17-29 y.,Bavaria,Yes,0.32904,121,427,0.28442,0.37366
1994,17-29 y.,Bavaria,No,0.67096,306,427,0.62634,0.71558
1994,17-29 y.,Berlin,Yes,0.38638,49,129,0.30203,0.47073
1994,17-29 y.,Berlin,No,0.61362,80,129,0.52927,0.69797
1994,17-29 y.,Brandenburg,Yes,0.41569,64,135,0.33225,0.49914
1994,17-29 y.,Brandenburg,No,0.58431,71,135,0.50086,0.66775
1994,17-29 y.,Mecklenburg-Western Pomerania,Yes,0.36336,39,99,0.26814,0.45859
1994,17-29 y.,Mecklenburg-Western Pomerania,No,0.63664,60,99,0.54141,0.73186
1994,17-29 y.,Saxony,Yes,0.32929,94,239,0.26958,0.38900
1994,17-29 y.,Saxony,No,0.67071,145,239,0.61100,0.73042
1994,17-29 y.,Saxony-Anhalt,Yes,0.29991,60,162,0.22913,0.37069
1994,17-29 y.,Saxony-Anhalt,No,0.70009,102,162,0.62931,0.77087
1994,17-29 y.,Thuringa,Yes,0.31909,66,158,0.24618,0.39200
1994,17-29 y.,Thuringa,No,0.67860,92,158,0.60554,0.75165
1994,30-45 y.,Schleswig-Holstein,No,0.95651,84,84,0.91263,1.00039
1994,30-45 y.,Hamburg,No,0.94907,44,44,0.88336,1.01479
1994,30-45 y.,Lower Saxony,No,0.95967,251,251,0.93528,0.98406
1994,30-45 y.,North Rhine-Westphalia,Yes,0.06228,41,817,0.04570,0.07886
1994,30-45 y.,North Rhine-Westphalia,No,0.93772,776,817,0.92114,0.95430
1994,30-45 y.,Hesse,No,0.94678,261,261,0.91949,0.97407
1994,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.95102,201,201,0.92111,0.98093
1994,30-45 y.,Baden-Wuerttemberg,No,0.95991,486,486,0.94245,0.97737
1994,30-45 y.,Bavaria,No,0.95930,488,488,0.94176,0.97685
1994,30-45 y.,Berlin,No,0.89535,166,166,0.84864,0.94206
1994,30-45 y.,Brandenburg,No,0.88227,193,193,0.83668,0.92785
1994,30-45 y.,Mecklenburg-Western Pomerania,No,0.88974,130,130,0.83569,0.94379
1994,30-45 y.,Saxony,Yes,0.11642,41,400,0.08495,0.14789
1994,30-45 y.,Saxony,No,0.88358,359,400,0.85211,0.91505
1994,30-45 y.,Saxony-Anhalt,No,0.97080,232,232,0.94909,0.99251
1994,30-45 y.,Thuringa,No,0.93602,222,222,0.90375,0.96828
1994,46-65 y.,Lower Saxony,No,0.99246,304,304,0.98272,1.00220
1994,46-65 y.,North Rhine-Westphalia,No,0.99578,698,698,0.99096,1.00059
1994,46-65 y.,Baden-Wuerttemberg,No,0.97571,502,502,0.96223,0.98919
1994,46-65 y.,Bavaria,No,0.98131,449,449,0.96877,0.99385
1994,46-65 y.,Berlin,No,0.96173,183,183,0.93385,0.98960
1994,46-65 y.,Brandenburg,No,0.93621,177,177,0.90011,0.97232
1994,46-65 y.,Mecklenburg-Western Pomerania,No,0.98014,136,136,0.95661,1.00368
1994,46-65 y.,Saxony,No,0.96479,343,343,0.94526,0.98433
1994,46-65 y.,Saxony-Anhalt,No,0.98144,227,227,0.96384,0.99904
1994,46-65 y.,Thuringa,No,0.98908,191,191,0.97431,1.00386
1994,66 and older,Schleswig-Holstein,No,0.94844,34,34,0.87299,1.02389
1994,66 and older,Hesse,No,0.99288,111,111,0.97717,1.00859
1995,17-29 y.,Schleswig-Holstein,No,0.59975,43,43,0.45157,0.74792
1995,17-29 y.,Lower Saxony,Yes,0.36327,91,272,0.30601,0.42054
1995,17-29 y.,Lower Saxony,No,0.63673,181,272,0.57946,0.69399
1995,17-29 y.,North Rhine-Westphalia,Yes,0.49256,294,672,0.45473,0.53039
1995,17-29 y.,North Rhine-Westphalia,No,0.50660,378,672,0.46877,0.54443
1995,17-29 y.,Hesse,Yes,0.35482,76,239,0.29404,0.41561
1995,17-29 y.,Hesse,No,0.64518,163,239,0.58439,0.70596
1995,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.41459,63,169,0.34009,0.48908
1995,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.58541,106,169,0.51092,0.65991
1995,17-29 y.,Baden-Wuerttemberg,Yes,0.37666,177,519,0.33494,0.41839
1995,17-29 y.,Baden-Wuerttemberg,No,0.61946,342,519,0.57765,0.66127
1995,17-29 y.,Bavaria,Yes,0.39569,152,450,0.35046,0.44092
1995,17-29 y.,Bavaria,No,0.60431,298,450,0.55908,0.64954
1995,17-29 y.,Berlin,Yes,0.44843,55,128,0.36193,0.53493
1995,17-29 y.,Berlin,No,0.55157,73,128,0.46507,0.63807
1995,17-29 y.,Brandenburg,Yes,0.41112,67,136,0.32812,0.49412
1995,17-29 y.,Brandenburg,No,0.58888,69,136,0.50588,0.67188
1995,17-29 y.,Mecklenburg-Western Pomerania,Yes,0.36378,44,107,0.27220,0.45537
1995,17-29 y.,Mecklenburg-Western Pomerania,No,0.63622,63,107,0.54463,0.72780
1995,17-29 y.,Saxony,Yes,0.36143,105,237,0.30013,0.42272
1995,17-29 y.,Saxony,No,0.63857,132,237,0.57728,0.69987
1995,17-29 y.,Saxony-Anhalt,Yes,0.37646,71,157,0.30043,0.45249
1995,17-29 y.,Saxony-Anhalt,No,0.62354,86,157,0.54751,0.69957
1995,17-29 y.,Thuringa,Yes,0.35183,59,150,0.27515,0.42851
1995,17-29 y.,Thuringa,No,0.64817,91,150,0.57149,0.72485
1995,30-45 y.,Schleswig-Holstein,No,0.91685,86,86,0.85816,0.97555
1995,30-45 y.,Hamburg,No,0.90896,41,41,0.81981,0.99811
1995,30-45 y.,Lower Saxony,No,0.94217,316,316,0.91639,0.96795
1995,30-45 y.,North Rhine-Westphalia,Yes,0.04205,37,893,0.02888,0.05523
1995,30-45 y.,North Rhine-Westphalia,No,0.95795,856,893,0.94477,0.97112
1995,30-45 y.,Hesse,No,0.93365,282,282,0.90455,0.96275
1995,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.96779,251,251,0.94590,0.98967
1995,30-45 y.,Baden-Wuerttemberg,No,0.96266,554,554,0.94685,0.97846
1995,30-45 y.,Bavaria,No,0.94972,526,526,0.93103,0.96841
1995,30-45 y.,Berlin,No,0.91128,173,173,0.86879,0.95378
1995,30-45 y.,Brandenburg,No,0.90381,191,191,0.86189,0.94574
1995,30-45 y.,Mecklenburg-Western Pomerania,No,0.94335,121,121,0.90199,0.98471
1995,30-45 y.,Saxony,Yes,0.08698,33,380,0.05861,0.11536
1995,30-45 y.,Saxony,No,0.91302,347,380,0.88464,0.94139
1995,30-45 y.,Saxony-Anhalt,No,0.94640,211,211,0.91594,0.97686
1995,30-45 y.,Thuringa,No,0.92266,224,224,0.88760,0.95772
1995,46-65 y.,Lower Saxony,No,0.98554,311,311,0.97225,0.99883
1995,46-65 y.,North Rhine-Westphalia,No,0.99278,743,743,0.98669,0.99887
1995,46-65 y.,Hesse,No,0.99641,289,289,0.98949,1.00332
1995,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.99444,180,180,0.98355,1.00533
1995,46-65 y.,Baden-Wuerttemberg,No,0.97994,503,503,0.96768,0.99221
1995,46-65 y.,Bavaria,No,0.98206,486,486,0.97024,0.99387
1995,46-65 y.,Berlin,No,0.97564,182,182,0.95318,0.99810
1995,46-65 y.,Brandenburg,No,0.97019,172,172,0.94470,0.99568
1995,46-65 y.,Mecklenburg-Western Pomerania,No,0.94607,140,140,0.90851,0.98362
1995,46-65 y.,Saxony,No,0.97849,343,343,0.96312,0.99387
1995,46-65 y.,Saxony-Anhalt,No,0.97461,225,225,0.95401,0.99521
1995,46-65 y.,Thuringa,No,0.97206,183,183,0.94811,0.99600
1995,66 and older,Schleswig-Holstein,No,0.97169,34,34,0.91510,1.02828
1995,66 and older,Saxony-Anhalt,No,0.98639,77,77,0.96033,1.01244
1996,17-29 y.,Schleswig-Holstein,No,0.61917,46,46,0.47730,0.76105
1996,17-29 y.,Lower Saxony,Yes,0.35167,88,250,0.29236,0.41097
1996,17-29 y.,Lower Saxony,No,0.64833,162,250,0.58903,0.70764
1996,17-29 y.,North Rhine-Westphalia,Yes,0.48036,268,649,0.44189,0.51882
1996,17-29 y.,North Rhine-Westphalia,No,0.51964,381,649,0.48118,0.55811
1996,17-29 y.,Hesse,Yes,0.37325,68,206,0.30704,0.43946
1996,17-29 y.,Hesse,No,0.62675,138,206,0.56054,0.69296
1996,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.35290,51,155,0.27742,0.42837
1996,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.64298,104,155,0.56731,0.71865
1996,17-29 y.,Baden-Wuerttemberg,Yes,0.34848,141,463,0.30503,0.39193
1996,17-29 y.,Baden-Wuerttemberg,No,0.65152,322,463,0.60807,0.69497
1996,17-29 y.,Bavaria,Yes,0.37831,134,419,0.33182,0.42481
1996,17-29 y.,Bavaria,No,0.62169,285,419,0.57519,0.66818
1996,17-29 y.,Berlin,Yes,0.43556,54,119,0.34610,0.52503
1996,17-29 y.,Berlin,No,0.56444,65,119,0.47497,0.65390
1996,17-29 y.,Brandenburg,Yes,0.42137,66,138,0.33868,0.50405
1996,17-29 y.,Brandenburg,No,0.57863,72,138,0.49595,0.66132
1996,17-29 y.,Mecklenburg-Western Pomerania,Yes,0.36679,42,96,0.26988,0.46371
1996,17-29 y.,Mecklenburg-Western Pomerania,No,0.63321,54,96,0.53629,0.73012
1996,17-29 y.,Saxony,Yes,0.37433,104,248,0.31398,0.43469
1996,17-29 y.,Saxony,No,0.62567,144,248,0.56531,0.68602
1996,17-29 y.,Saxony-Anhalt,Yes,0.35912,69,154,0.28310,0.43514
1996,17-29 y.,Saxony-Anhalt,No,0.64088,85,154,0.56486,0.71690
1996,17-29 y.,Thuringa,Yes,0.36016,64,149,0.28282,0.43751
1996,17-29 y.,Thuringa,No,0.63984,85,149,0.56249,0.71718
1996,30-45 y.,Schleswig-Holstein,No,0.92805,83,83,0.87211,0.98398
1996,30-45 y.,Hamburg,No,0.90637,38,38,0.81250,1.00024
1996,30-45 y.,Lower Saxony,No,0.91258,331,331,0.88211,0.94306
1996,30-45 y.,North Rhine-Westphalia,Yes,0.04615,38,875,0.03224,0.06005
1996,30-45 y.,North Rhine-Westphalia,No,0.95385,837,875,0.93995,0.96776
1996,30-45 y.,Hesse,No,0.96859,295,295,0.94866,0.98853
1996,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.96117,246,246,0.93698,0.98536
1996,30-45 y.,Baden-Wuerttemberg,No,0.95460,548,548,0.93716,0.97205
1996,30-45 y.,Bavaria,No,0.95280,542,542,0.93493,0.97067
1996,30-45 y.,Berlin,No,0.92825,168,168,0.88911,0.96739
1996,30-45 y.,Brandenburg,No,0.88716,191,191,0.84217,0.93215
1996,30-45 y.,Mecklenburg-Western Pomerania,No,0.92165,118,118,0.87295,0.97034
1996,30-45 y.,Saxony,No,0.93301,348,348,0.90670,0.95931
1996,30-45 y.,Saxony-Anhalt,No,0.92901,201,201,0.89342,0.96461
1996,30-45 y.,Thuringa,No,0.93976,223,223,0.90846,0.97106
1996,46-65 y.,Hamburg,No,0.97548,37,37,0.92496,1.02600
1996,46-65 y.,Lower Saxony,No,0.99305,311,311,0.98380,1.00230
1996,46-65 y.,North Rhine-Westphalia,No,0.98794,746,746,0.98010,0.99578
1996,46-65 y.,Hesse,No,0.99001,273,273,0.97820,1.00183
1996,46-65 y.,Baden-Wuerttemberg,No,0.98856,468,468,0.97892,0.99821
1996,46-65 y.,Bavaria,No,0.98770,468,468,0.97770,0.99770
1996,46-65 y.,Berlin,No,0.97985,171,171,0.95872,1.00097
1996,46-65 y.,Brandenburg,No,0.97762,184,184,0.95619,0.99905
1996,46-65 y.,Mecklenburg-Western Pomerania,No,0.95736,139,139,0.92364,0.99107
1996,46-65 y.,Saxony,No,0.96018,336,336,0.93924,0.98112
1996,46-65 y.,Saxony-Anhalt,No,0.98039,225,225,0.96223,0.99855
1996,46-65 y.,Thuringa,No,0.98562,187,187,0.96852,1.00273
1996,66 and older,Schleswig-Holstein,No,0.95284,34,34,0.88052,1.02517
1996,66 and older,Hesse,No,0.96444,120,120,0.93117,0.99771
1996,66 and older,Bavaria,No,0.99229,196,196,0.98002,1.00457
1996,66 and older,Saxony-Anhalt,No,0.98484,74,74,0.95680,1.01287
1997,17-29 y.,Schleswig-Holstein,No,0.59221,38,38,0.43386,0.75056
1997,17-29 y.,Lower Saxony,Yes,0.45119,95,238,0.38784,0.51454
1997,17-29 y.,Lower Saxony,No,0.54881,143,238,0.48546,0.61216
1997,17-29 y.,North Rhine-Westphalia,Yes,0.49576,263,607,0.45595,0.53557
1997,17-29 y.,North Rhine-Westphalia,No,0.50424,344,607,0.46443,0.54405
1997,17-29 y.,Hesse,Yes,0.42665,72,180,0.35420,0.49911
1997,17-29 y.,Hesse,No,0.57335,108,180,0.50089,0.64580
1997,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.37570,56,163,0.30112,0.45028
1997,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.61342,107,163,0.53843,0.68841
1997,17-29 y.,Baden-Wuerttemberg,Yes,0.38217,145,448,0.33712,0.42722
1997,17-29 y.,Baden-Wuerttemberg,No,0.61783,303,448,0.57278,0.66288
1997,17-29 y.,Bavaria,Yes,0.36733,127,390,0.31943,0.41524
1997,17-29 y.,Bavaria,No,0.63267,263,390,0.58476,0.68057
1997,17-29 y.,Berlin,Yes,0.34507,43,102,0.25235,0.43778
1997,17-29 y.,Berlin,No,0.65493,59,102,0.56222,0.74765
1997,17-29 y.,Brandenburg,Yes,0.48073,71,138,0.39707,0.56440
1997,17-29 y.,Brandenburg,No,0.50989,67,138,0.42617,0.59360
1997,17-29 y.,Mecklenburg-Western Pomerania,Yes,0.35029,40,99,0.25583,0.44474
1997,17-29 y.,Mecklenburg-Western Pomerania,No,0.64971,59,99,0.55526,0.74417
1997,17-29 y.,Saxony,Yes,0.36891,99,235,0.30709,0.43073
1997,17-29 y.,Saxony,No,0.63109,136,235,0.56927,0.69291
1997,17-29 y.,Saxony-Anhalt,Yes,0.42980,80,161,0.35310,0.50651
1997,17-29 y.,Saxony-Anhalt,No,0.57020,81,161,0.49349,0.64690
1997,17-29 y.,Thuringa,Yes,0.34714,67,158,0.27267,0.42161
1997,17-29 y.,Thuringa,No,0.65286,91,158,0.57839,0.72733
1997,30-45 y.,Schleswig-Holstein,No,0.88252,83,83,0.81282,0.95221
1997,30-45 y.,Hamburg,No,0.92813,32,32,0.83721,1.01905
1997,30-45 y.,Lower Saxony,No,0.92362,342,342,0.89542,0.95181
1997,30-45 y.,North Rhine-Westphalia,Yes,0.06614,50,871,0.04962,0.08265
1997,30-45 y.,North Rhine-Westphalia,No,0.93386,821,871,0.91735,0.95038
1997,30-45 y.,Hesse,No,0.94120,269,269,0.91304,0.96937
1997,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.97060,251,251,0.94966,0.99154
1997,30-45 y.,Baden-Wuerttemberg,No,0.95427,566,566,0.93705,0.97150
1997,30-45 y.,Bavaria,No,0.94907,546,546,0.93061,0.96752
1997,30-45 y.,Berlin,No,0.92629,160,160,0.88567,0.96690
1997,30-45 y.,Brandenburg,No,0.91638,180,180,0.87582,0.95693
1997,30-45 y.,Mecklenburg-Western Pomerania,No,0.93317,112,112,0.88671,0.97963
1997,30-45 y.,Saxony,No,0.92706,320,320,0.89852,0.95560
1997,30-45 y.,Saxony-Anhalt,No,0.91137,186,186,0.87042,0.95233
1997,30-45 y.,Thuringa,No,0.93136,215,215,0.89748,0.96524
1997,46-65 y.,Schleswig-Holstein,No,0.97964,80,80,0.94850,1.01078
1997,46-65 y.,Lower Saxony,No,0.99852,303,303,0.99418,1.00286
1997,46-65 y.,North Rhine-Westphalia,No,0.98915,738,738,0.98167,0.99663
1997,46-65 y.,Hesse,No,0.98901,268,268,0.97651,1.00152
1997,46-65 y.,Baden-Wuerttemberg,No,0.97242,468,468,0.95757,0.98727
1997,46-65 y.,Bavaria,No,0.99408,455,455,0.98702,1.00114
1997,46-65 y.,Berlin,No,0.99520,168,168,0.98471,1.00568
1997,46-65 y.,Brandenburg,No,0.98423,190,190,0.96647,1.00199
1997,46-65 y.,Mecklenburg-Western Pomerania,No,0.96996,132,132,0.94072,0.99919
1997,46-65 y.,Saxony,No,0.98851,356,356,0.97743,0.99960
1997,46-65 y.,Saxony-Anhalt,No,0.99652,221,221,0.98873,1.00430
1997,46-65 y.,Thuringa,No,0.97462,188,188,0.95208,0.99716
1997,66 and older,Bavaria,No,0.99095,204,204,0.97792,1.00398
1998,17-29 y.,Schleswig-Holstein,Yes,0.51428,32,66,0.39277,0.63578
1998,17-29 y.,Schleswig-Holstein,No,0.48572,34,66,0.36422,0.60723
1998,17-29 y.,Lower Saxony,Yes,0.40698,108,272,0.34849,0.46547
1998,17-29 y.,Lower Saxony,No,0.58877,164,272,0.53019,0.64736
1998,17-29 y.,North Rhine-Westphalia,Yes,0.43467,252,627,0.39583,0.47350
1998,17-29 y.,North Rhine-Westphalia,No,0.56349,375,627,0.52464,0.60234
1998,17-29 y.,Hesse,Yes,0.47800,84,196,0.40789,0.54811
1998,17-29 y.,Hesse,No,0.52200,112,196,0.45189,0.59211
1998,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.42482,63,161,0.34823,0.50142
1998,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.57518,98,161,0.49858,0.65177
1998,17-29 y.,Baden-Wuerttemberg,Yes,0.42404,165,440,0.37781,0.47027
1998,17-29 y.,Baden-Wuerttemberg,No,0.57596,275,440,0.52973,0.62219
1998,17-29 y.,Bavaria,Yes,0.44463,158,411,0.39653,0.49274
1998,17-29 y.,Bavaria,No,0.55537,253,411,0.50726,0.60347
1998,17-29 y.,Berlin,Yes,0.44937,52,110,0.35598,0.54275
1998,17-29 y.,Berlin,No,0.55063,58,110,0.45725,0.64402
1998,17-29 y.,Brandenburg,Yes,0.39363,68,147,0.31438,0.47287
1998,17-29 y.,Brandenburg,No,0.60637,79,147,0.52713,0.68562
1998,17-29 y.,Mecklenburg-Western Pomerania,Yes,0.37190,44,99,0.27621,0.46759
1998,17-29 y.,Mecklenburg-Western Pomerania,No,0.62810,55,99,0.53241,0.72379
1998,17-29 y.,Saxony,Yes,0.40504,113,257,0.34490,0.46517
1998,17-29 y.,Saxony,No,0.59496,144,257,0.53483,0.65510
1998,17-29 y.,Saxony-Anhalt,Yes,0.38426,65,150,0.30616,0.46237
1998,17-29 y.,Saxony-Anhalt,No,0.61574,85,150,0.53763,0.69384
1998,17-29 y.,Thuringa,Yes,0.32782,71,171,0.25726,0.39839
1998,17-29 y.,Thuringa,No,0.67218,100,171,0.60161,0.74274
1998,30-45 y.,Schleswig-Holstein,No,0.91430,120,120,0.86401,0.96460
1998,30-45 y.,Hamburg,No,0.93541,36,36,0.85398,1.01684
1998,30-45 y.,Lower Saxony,Yes,0.06661,35,425,0.04288,0.09035
1998,30-45 y.,Lower Saxony,No,0.93339,390,425,0.90965,0.95712
1998,30-45 y.,North Rhine-Westphalia,Yes,0.04223,35,979,0.02962,0.05483
1998,30-45 y.,North Rhine-Westphalia,No,0.95777,944,979,0.94517,0.97038
1998,30-45 y.,Hesse,No,0.94928,298,298,0.92432,0.97423
1998,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.92725,275,275,0.89650,0.95801
1998,30-45 y.,Baden-Wuerttemberg,No,0.95354,624,624,0.93701,0.97007
1998,30-45 y.,Bavaria,No,0.95180,611,611,0.93480,0.96879
1998,30-45 y.,Berlin,No,0.92340,169,169,0.88318,0.96362
1998,30-45 y.,Brandenburg,No,0.92703,176,176,0.88850,0.96557
1998,30-45 y.,Mecklenburg-Western Pomerania,No,0.95251,124,124,0.91493,0.99010
1998,30-45 y.,Saxony,No,0.96277,370,370,0.94345,0.98209
1998,30-45 y.,Saxony-Anhalt,No,0.93652,193,193,0.90203,0.97101
1998,30-45 y.,Thuringa,No,0.94492,234,234,0.91562,0.97421
1998,46-65 y.,Schleswig-Holstein,No,0.99482,103,103,0.98089,1.00875
