year,age_gr,quintil_oecd,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,30-45 y.,5th Quintile,No,0.94798,728,765,0.93223,0.96372
1998,46-65 y.,1st Quintile,No,0.99720,576,576,0.99287,1.00152
1998,46-65 y.,2nd Quintile,No,0.98667,608,608,0.97755,0.99580
1998,46-65 y.,3rd Quintile,No,0.99774,731,731,0.99430,1.00118
1998,46-65 y.,4th Quintile,No,0.98337,852,852,0.97478,0.99196
1998,46-65 y.,5th Quintile,No,0.99352,912,912,0.98830,0.99873
1998,66 and older,5th Quintile,No,0.99545,230,230,0.98673,1.00417
1999,17-29 y.,1st Quintile,Yes,0.45929,340,745,0.42348,0.49510
1999,17-29 y.,1st Quintile,No,0.54071,405,745,0.50490,0.57652
1999,17-29 y.,2nd Quintile,Yes,0.44172,283,646,0.40339,0.48004
1999,17-29 y.,2nd Quintile,No,0.55828,363,646,0.51996,0.59661
1999,17-29 y.,3rd Quintile,Yes,0.42134,246,620,0.38244,0.46023
1999,17-29 y.,3rd Quintile,No,0.57866,374,620,0.53977,0.61756
1999,17-29 y.,4th Quintile,Yes,0.40230,209,562,0.36172,0.44288
1999,17-29 y.,4th Quintile,No,0.59770,353,562,0.55712,0.63828
1999,17-29 y.,5th Quintile,Yes,0.48782,180,400,0.43877,0.53687
1999,17-29 y.,5th Quintile,No,0.51218,220,400,0.46313,0.56123
1999,30-45 y.,1st Quintile,Yes,0.08001,58,864,0.06190,0.09811
1999,30-45 y.,1st Quintile,No,0.91999,806,864,0.90189,0.93810
1999,30-45 y.,2nd Quintile,Yes,0.06641,55,1051,0.05135,0.08147
1999,30-45 y.,2nd Quintile,No,0.93359,996,1051,0.91853,0.94865
1999,30-45 y.,3rd Quintile,Yes,0.05583,50,998,0.04158,0.07009
1999,30-45 y.,3rd Quintile,No,0.94417,948,998,0.92991,0.95842
1999,30-45 y.,4th Quintile,Yes,0.04439,49,953,0.03130,0.05747
1999,30-45 y.,4th Quintile,No,0.95561,904,953,0.94253,0.96870
1999,30-45 y.,5th Quintile,Yes,0.04137,41,848,0.02796,0.05478
1999,30-45 y.,5th Quintile,No,0.95863,807,848,0.94522,0.97204
1999,46-65 y.,1st Quintile,No,0.99112,606,606,0.98364,0.99859
1999,46-65 y.,2nd Quintile,No,0.99449,720,720,0.98908,0.99990
1999,46-65 y.,3rd Quintile,No,0.99671,787,787,0.99270,1.00071
1999,46-65 y.,4th Quintile,No,0.98002,953,953,0.97114,0.98891
1999,46-65 y.,5th Quintile,No,0.98888,1076,1076,0.98261,0.99515
1999,66 and older,1st Quintile,No,0.99148,363,363,0.98201,1.00095
1999,66 and older,4th Quintile,No,0.99193,296,296,0.98172,1.00214
1999,66 and older,5th Quintile,No,0.99622,268,268,0.98885,1.00358
2000,17-29 y.,1st Quintile,Yes,0.46471,339,703,0.42781,0.50160
2000,17-29 y.,1st Quintile,No,0.53029,364,703,0.49337,0.56720
2000,17-29 y.,2nd Quintile,Yes,0.41591,277,622,0.37715,0.45468
2000,17-29 y.,2nd Quintile,No,0.58409,345,622,0.54532,0.62285
2000,17-29 y.,3rd Quintile,Yes,0.42956,248,579,0.38921,0.46992
2000,17-29 y.,3rd Quintile,No,0.57044,331,579,0.53008,0.61079
2000,17-29 y.,4th Quintile,Yes,0.41073,222,534,0.36896,0.45249
2000,17-29 y.,4th Quintile,No,0.58927,312,534,0.54751,0.63104
2000,17-29 y.,5th Quintile,Yes,0.47752,165,366,0.42628,0.52877
2000,17-29 y.,5th Quintile,No,0.52248,201,366,0.47123,0.57372
2000,30-45 y.,1st Quintile,Yes,0.08370,46,793,0.06442,0.10299
2000,30-45 y.,1st Quintile,No,0.91630,747,793,0.89701,0.93558
2000,30-45 y.,2nd Quintile,Yes,0.06437,54,1029,0.04937,0.07937
2000,30-45 y.,2nd Quintile,No,0.93563,975,1029,0.92063,0.95063
2000,30-45 y.,3rd Quintile,Yes,0.04647,46,947,0.03306,0.05989
2000,30-45 y.,3rd Quintile,No,0.95353,901,947,0.94011,0.96694
2000,30-45 y.,4th Quintile,Yes,0.03815,40,928,0.02582,0.05048
2000,30-45 y.,4th Quintile,No,0.96185,888,928,0.94952,0.97418
2000,30-45 y.,5th Quintile,Yes,0.03377,39,878,0.02181,0.04572
2000,30-45 y.,5th Quintile,No,0.96623,839,878,0.95428,0.97819
2000,46-65 y.,1st Quintile,No,0.98715,629,629,0.97834,0.99596
2000,46-65 y.,2nd Quintile,No,0.99659,669,669,0.99216,1.00101
2000,46-65 y.,3rd Quintile,No,0.99246,800,800,0.98646,0.99846
2000,46-65 y.,4th Quintile,No,0.99189,937,937,0.98615,0.99764
2000,46-65 y.,5th Quintile,No,0.98252,1025,1025,0.97449,0.99055
2000,66 and older,1st Quintile,No,0.99283,451,451,0.98503,1.00063
2000,66 and older,2nd Quintile,No,0.99919,439,439,0.99651,1.00186
2000,66 and older,4th Quintile,No,0.99773,284,284,0.99218,1.00328
2000,66 and older,5th Quintile,No,0.98767,241,241,0.97371,1.00163
2001,17-29 y.,1st Quintile,Yes,0.53594,529,995,0.50494,0.56694
2001,17-29 y.,1st Quintile,No,0.46406,466,995,0.43306,0.49506
2001,17-29 y.,2nd Quintile,Yes,0.42734,421,903,0.39506,0.45963
2001,17-29 y.,2nd Quintile,No,0.57266,482,903,0.54037,0.60494
2001,17-29 y.,3rd Quintile,Yes,0.43316,388,835,0.39953,0.46679
2001,17-29 y.,3rd Quintile,No,0.56684,447,835,0.53321,0.60047
2001,17-29 y.,4th Quintile,Yes,0.45808,381,807,0.42369,0.49248
2001,17-29 y.,4th Quintile,No,0.54192,426,807,0.50752,0.57631
2001,17-29 y.,5th Quintile,Yes,0.46240,275,559,0.42103,0.50377
2001,17-29 y.,5th Quintile,No,0.53760,284,559,0.49623,0.57897
2001,30-45 y.,1st Quintile,Yes,0.08069,76,1224,0.06542,0.09595
2001,30-45 y.,1st Quintile,No,0.91931,1148,1224,0.90405,0.93458
2001,30-45 y.,2nd Quintile,Yes,0.04810,62,1527,0.03737,0.05884
2001,30-45 y.,2nd Quintile,No,0.95190,1465,1527,0.94116,0.96263
2001,30-45 y.,3rd Quintile,Yes,0.04314,69,1573,0.03310,0.05318
2001,30-45 y.,3rd Quintile,No,0.95686,1504,1573,0.94682,0.96690
2001,30-45 y.,4th Quintile,Yes,0.04426,78,1546,0.03401,0.05452
2001,30-45 y.,4th Quintile,No,0.95574,1468,1546,0.94548,0.96599
2001,30-45 y.,5th Quintile,Yes,0.04006,55,1459,0.03000,0.05013
2001,30-45 y.,5th Quintile,No,0.95994,1404,1459,0.94987,0.97000
2001,46-65 y.,1st Quintile,No,0.97989,921,921,0.97082,0.98896
2001,46-65 y.,2nd Quintile,No,0.99224,1103,1103,0.98706,0.99742
2001,46-65 y.,3rd Quintile,No,0.98592,1379,1379,0.97969,0.99214
2001,46-65 y.,4th Quintile,No,0.98913,1645,1645,0.98412,0.99414
2001,46-65 y.,5th Quintile,Yes,0.02098,34,1977,0.01466,0.02730
2001,46-65 y.,5th Quintile,No,0.97902,1943,1977,0.97270,0.98534
2001,66 and older,1st Quintile,No,0.99283,705,705,0.98659,0.99906
2001,66 and older,4th Quintile,No,0.99738,587,587,0.99323,1.00152
2001,66 and older,5th Quintile,No,0.99562,531,531,0.99000,1.00124
2002,17-29 y.,1st Quintile,Yes,0.55908,469,838,0.52544,0.59272
2002,17-29 y.,1st Quintile,No,0.44092,369,838,0.40728,0.47456
2002,17-29 y.,2nd Quintile,Yes,0.45401,369,800,0.41949,0.48854
2002,17-29 y.,2nd Quintile,No,0.54599,431,800,0.51146,0.58051
2002,17-29 y.,3rd Quintile,Yes,0.45020,373,755,0.41469,0.48571
2002,17-29 y.,3rd Quintile,No,0.54980,382,755,0.51429,0.58531
2002,17-29 y.,4th Quintile,Yes,0.46266,370,737,0.42663,0.49868
2002,17-29 y.,4th Quintile,No,0.53659,367,737,0.50057,0.57262
2002,17-29 y.,5th Quintile,Yes,0.48029,342,670,0.44243,0.51814
2002,17-29 y.,5th Quintile,No,0.51971,328,670,0.48186,0.55757
2002,30-45 y.,1st Quintile,Yes,0.06753,67,1042,0.05229,0.08277
2002,30-45 y.,1st Quintile,No,0.93247,975,1042,0.91723,0.94771
2002,30-45 y.,2nd Quintile,Yes,0.04343,55,1237,0.03206,0.05479
2002,30-45 y.,2nd Quintile,No,0.95657,1182,1237,0.94521,0.96794
2002,30-45 y.,3rd Quintile,Yes,0.05783,76,1412,0.04565,0.07001
2002,30-45 y.,3rd Quintile,No,0.94217,1336,1412,0.92999,0.95435
2002,30-45 y.,4th Quintile,Yes,0.04377,64,1522,0.03349,0.05405
2002,30-45 y.,4th Quintile,No,0.95623,1458,1522,0.94595,0.96651
2002,30-45 y.,5th Quintile,Yes,0.05053,70,1646,0.03994,0.06111
2002,30-45 y.,5th Quintile,No,0.94947,1576,1646,0.93889,0.96006
2002,46-65 y.,1st Quintile,No,0.99140,901,901,0.98536,0.99743
2002,46-65 y.,2nd Quintile,No,0.98867,1013,1013,0.98215,0.99519
2002,46-65 y.,3rd Quintile,No,0.99300,1184,1184,0.98825,0.99775
2002,46-65 y.,4th Quintile,No,0.99216,1466,1466,0.98765,0.99668
2002,46-65 y.,5th Quintile,No,0.98832,2083,2083,0.98370,0.99293
2002,66 and older,2nd Quintile,No,0.99856,881,881,0.99606,1.00107
2002,66 and older,4th Quintile,No,0.99911,614,614,0.99674,1.00147
2002,66 and older,5th Quintile,No,0.99572,544,544,0.99023,1.00121
2003,17-29 y.,1st Quintile,Yes,0.53622,489,862,0.50291,0.56953
2003,17-29 y.,1st Quintile,No,0.46378,373,862,0.43047,0.49709
2003,17-29 y.,2nd Quintile,Yes,0.43613,354,771,0.40110,0.47115
2003,17-29 y.,2nd Quintile,No,0.56387,417,771,0.52885,0.59890
2003,17-29 y.,3rd Quintile,Yes,0.42991,354,756,0.39459,0.46522
2003,17-29 y.,3rd Quintile,No,0.57009,402,756,0.53478,0.60541
2003,17-29 y.,4th Quintile,Yes,0.45490,405,794,0.42024,0.48956
2003,17-29 y.,4th Quintile,No,0.54510,389,794,0.51044,0.57976
2003,17-29 y.,5th Quintile,Yes,0.55138,503,821,0.51734,0.58543
2003,17-29 y.,5th Quintile,No,0.44862,318,821,0.41457,0.48266
2003,30-45 y.,1st Quintile,Yes,0.08744,76,958,0.06954,0.10533
2003,30-45 y.,1st Quintile,No,0.91256,882,958,0.89467,0.93046
2003,30-45 y.,2nd Quintile,Yes,0.04302,52,1256,0.03180,0.05425
2003,30-45 y.,2nd Quintile,No,0.95698,1204,1256,0.94575,0.96820
2003,30-45 y.,3rd Quintile,Yes,0.04673,64,1372,0.03556,0.05790
2003,30-45 y.,3rd Quintile,No,0.95327,1308,1372,0.94210,0.96444
2003,30-45 y.,4th Quintile,Yes,0.04418,63,1492,0.03375,0.05461
2003,30-45 y.,4th Quintile,No,0.95582,1429,1492,0.94539,0.96625
2003,30-45 y.,5th Quintile,Yes,0.03778,65,1860,0.02912,0.04645
2003,30-45 y.,5th Quintile,No,0.96222,1795,1860,0.95355,0.97088
2003,46-65 y.,1st Quintile,No,0.99154,880,880,0.98548,0.99759
2003,46-65 y.,2nd Quintile,No,0.99315,962,962,0.98793,0.99836
2003,46-65 y.,3rd Quintile,No,0.98688,1222,1222,0.98050,0.99326
2003,46-65 y.,4th Quintile,No,0.99291,1556,1556,0.98873,0.99708
2003,46-65 y.,5th Quintile,Yes,0.01328,38,2909,0.00912,0.01744
2003,46-65 y.,5th Quintile,No,0.98672,2871,2909,0.98256,0.99088
2003,66 and older,1st Quintile,No,0.99808,695,695,0.99483,1.00134
2003,66 and older,4th Quintile,No,0.99206,566,566,0.98474,0.99938
2003,66 and older,5th Quintile,No,0.99829,743,743,0.99531,1.00126
2004,17-29 y.,1st Quintile,Yes,0.53674,500,907,0.50427,0.56921
2004,17-29 y.,1st Quintile,No,0.46179,407,907,0.42933,0.49425
2004,17-29 y.,2nd Quintile,Yes,0.49484,383,739,0.45877,0.53091
2004,17-29 y.,2nd Quintile,No,0.50030,356,739,0.46422,0.53637
2004,17-29 y.,3rd Quintile,Yes,0.43890,369,746,0.40326,0.47453
2004,17-29 y.,3rd Quintile,No,0.56110,377,746,0.52547,0.59674
2004,17-29 y.,4th Quintile,Yes,0.47699,378,725,0.44061,0.51337
2004,17-29 y.,4th Quintile,No,0.52301,347,725,0.48663,0.55939
2004,17-29 y.,5th Quintile,Yes,0.53760,519,840,0.50387,0.57134
2004,17-29 y.,5th Quintile,No,0.46240,321,840,0.42866,0.49613
2004,30-45 y.,1st Quintile,Yes,0.04984,53,920,0.03577,0.06391
2004,30-45 y.,1st Quintile,No,0.95016,867,920,0.93609,0.96423
2004,30-45 y.,2nd Quintile,Yes,0.03902,46,1170,0.02792,0.05012
2004,30-45 y.,2nd Quintile,No,0.96098,1124,1170,0.94988,0.97208
2004,30-45 y.,3rd Quintile,Yes,0.04402,50,1243,0.03261,0.05543
2004,30-45 y.,3rd Quintile,No,0.95598,1193,1243,0.94457,0.96739
2004,30-45 y.,4th Quintile,Yes,0.05092,70,1451,0.03960,0.06223
2004,30-45 y.,4th Quintile,No,0.94908,1381,1451,0.93777,0.96040
2004,30-45 y.,5th Quintile,Yes,0.04288,66,1746,0.03338,0.05239
2004,30-45 y.,5th Quintile,No,0.95712,1680,1746,0.94761,0.96662
2004,46-65 y.,1st Quintile,No,0.99885,850,850,0.99656,1.00113
2004,46-65 y.,2nd Quintile,No,0.99586,1000,1000,0.99188,0.99984
2004,46-65 y.,3rd Quintile,No,0.99219,1156,1156,0.98711,0.99727
2004,46-65 y.,4th Quintile,No,0.98877,1444,1444,0.98334,0.99421
2004,46-65 y.,5th Quintile,Yes,0.01030,33,2882,0.00661,0.01398
2004,46-65 y.,5th Quintile,No,0.98970,2849,2882,0.98602,0.99339
2004,66 and older,2nd Quintile,No,0.99928,902,902,0.99752,1.00103
2004,66 and older,3rd Quintile,No,0.99642,785,785,0.99224,1.00060
2004,66 and older,4th Quintile,No,0.99936,710,710,0.99750,1.00122
2004,66 and older,5th Quintile,No,0.98853,729,729,0.98079,0.99626
2005,17-29 y.,1st Quintile,Yes,0.52458,501,916,0.49222,0.55694
2005,17-29 y.,1st Quintile,No,0.47542,415,916,0.44306,0.50778
2005,17-29 y.,2nd Quintile,Yes,0.51334,389,728,0.47701,0.54967
2005,17-29 y.,2nd Quintile,No,0.48484,339,728,0.44851,0.52117
2005,17-29 y.,3rd Quintile,Yes,0.42357,342,699,0.38691,0.46022
2005,17-29 y.,3rd Quintile,No,0.57643,357,699,0.53978,0.61309
2005,17-29 y.,4th Quintile,Yes,0.49597,384,722,0.45947,0.53246
2005,17-29 y.,4th Quintile,No,0.50403,338,722,0.46754,0.54053
2005,17-29 y.,5th Quintile,Yes,0.53315,467,762,0.49770,0.56860
2005,17-29 y.,5th Quintile,No,0.46685,295,762,0.43140,0.50230
2005,30-45 y.,1st Quintile,Yes,0.04199,40,871,0.02866,0.05532
2005,30-45 y.,1st Quintile,No,0.95801,831,871,0.94468,0.97134
2005,30-45 y.,2nd Quintile,Yes,0.04247,35,1040,0.03021,0.05474
2005,30-45 y.,2nd Quintile,No,0.95753,1005,1040,0.94526,0.96979
2005,30-45 y.,3rd Quintile,Yes,0.04123,38,1172,0.02984,0.05262
2005,30-45 y.,3rd Quintile,No,0.95877,1134,1172,0.94738,0.97016
2005,30-45 y.,4th Quintile,Yes,0.04797,59,1352,0.03657,0.05936
2005,30-45 y.,4th Quintile,No,0.95203,1293,1352,0.94064,0.96343
2005,30-45 y.,5th Quintile,Yes,0.04122,59,1653,0.03163,0.05081
2005,30-45 y.,5th Quintile,No,0.95878,1594,1653,0.94919,0.96837
2005,46-65 y.,1st Quintile,No,0.98311,774,774,0.97402,0.99219
2005,46-65 y.,2nd Quintile,No,0.99475,971,971,0.99020,0.99930
2005,46-65 y.,3rd Quintile,No,0.98760,1100,1100,0.98106,0.99414
2005,46-65 y.,4th Quintile,No,0.98694,1420,1420,0.98103,0.99285
2005,46-65 y.,5th Quintile,Yes,0.00922,32,2705,0.00562,0.01283
2005,46-65 y.,5th Quintile,No,0.99066,2673,2705,0.98703,0.99428
2005,66 and older,3rd Quintile,No,0.99803,758,758,0.99487,1.00119
2005,66 and older,4th Quintile,No,0.99987,687,687,0.99903,1.00071
2005,66 and older,5th Quintile,No,0.99166,780,780,0.98527,0.99804
2006,17-29 y.,1st Quintile,Yes,0.46742,400,789,0.43258,0.50225
2006,17-29 y.,1st Quintile,No,0.47090,389,789,0.43605,0.50575
2006,17-29 y.,2nd Quintile,Yes,0.40520,271,586,0.36542,0.44498
2006,17-29 y.,2nd Quintile,No,0.52070,315,586,0.48021,0.56118
2006,17-29 y.,3rd Quintile,Yes,0.37744,280,623,0.33934,0.41553
2006,17-29 y.,3rd Quintile,No,0.54938,343,623,0.51028,0.58848
2006,17-29 y.,4th Quintile,Yes,0.37898,321,673,0.34230,0.41566
2006,17-29 y.,4th Quintile,No,0.54858,352,673,0.51095,0.58620
2006,17-29 y.,5th Quintile,Yes,0.45395,342,626,0.41491,0.49298
2006,17-29 y.,5th Quintile,No,0.48710,284,626,0.44791,0.52629
2006,30-45 y.,1st Quintile,Yes,0.06462,45,807,0.04765,0.08160
2006,30-45 y.,1st Quintile,No,0.93538,762,807,0.91840,0.95235
2006,30-45 y.,2nd Quintile,No,0.97071,932,932,0.95988,0.98154
2006,30-45 y.,3rd Quintile,No,0.97700,1085,1085,0.96807,0.98592
2006,30-45 y.,4th Quintile,Yes,0.03944,44,1226,0.02854,0.05034
2006,30-45 y.,4th Quintile,No,0.96056,1182,1226,0.94966,0.97146
2006,30-45 y.,5th Quintile,Yes,0.03232,47,1459,0.02324,0.04140
2006,30-45 y.,5th Quintile,No,0.96768,1412,1459,0.95860,0.97676
2006,46-65 y.,1st Quintile,No,0.99531,790,790,0.99054,1.00008
2006,46-65 y.,2nd Quintile,No,0.98875,812,812,0.98149,0.99601
2006,46-65 y.,3rd Quintile,No,0.99763,1042,1042,0.99467,1.00058
2006,46-65 y.,4th Quintile,No,0.99141,1367,1367,0.98652,0.99630
2006,46-65 y.,5th Quintile,No,0.99522,2607,2607,0.99257,0.99787
2006,66 and older,3rd Quintile,No,0.99902,862,862,0.99694,1.00111
2006,66 and older,4th Quintile,No,0.99598,657,657,0.99113,1.00082
2006,66 and older,5th Quintile,No,0.99934,805,805,0.99757,1.00111
2007,17-29 y.,1st Quintile,Yes,0.44052,418,844,0.40701,0.47403
2007,17-29 y.,1st Quintile,No,0.48004,426,844,0.44631,0.51377
2007,17-29 y.,2nd Quintile,Yes,0.38120,301,657,0.34403,0.41837
2007,17-29 y.,2nd Quintile,No,0.51010,356,657,0.47184,0.54835
2007,17-29 y.,3rd Quintile,Yes,0.37623,302,637,0.33858,0.41388
2007,17-29 y.,3rd Quintile,No,0.54823,335,637,0.50955,0.58691
2007,17-29 y.,4th Quintile,Yes,0.38265,320,662,0.34560,0.41971
2007,17-29 y.,4th Quintile,No,0.54259,342,662,0.50462,0.58057
2007,17-29 y.,5th Quintile,Yes,0.48187,363,595,0.44169,0.52205
2007,17-29 y.,5th Quintile,No,0.45785,232,595,0.41778,0.49791
2007,30-45 y.,1st Quintile,Yes,0.06203,40,770,0.04498,0.07908
2007,30-45 y.,1st Quintile,No,0.93797,730,770,0.92092,0.95502
2007,30-45 y.,2nd Quintile,No,0.96277,1009,1009,0.95108,0.97446
2007,30-45 y.,3rd Quintile,Yes,0.03411,31,1125,0.02350,0.04472
2007,30-45 y.,3rd Quintile,No,0.96589,1094,1125,0.95528,0.97650
2007,30-45 y.,4th Quintile,Yes,0.03693,50,1300,0.02667,0.04718
2007,30-45 y.,4th Quintile,No,0.96307,1250,1300,0.95282,0.97333
2007,30-45 y.,5th Quintile,Yes,0.03474,52,1480,0.02541,0.04408
2007,30-45 y.,5th Quintile,No,0.96526,1428,1480,0.95592,0.97459
2007,46-65 y.,1st Quintile,No,0.99381,845,845,0.98852,0.99910
2007,46-65 y.,2nd Quintile,No,0.99260,867,867,0.98689,0.99831
2007,46-65 y.,3rd Quintile,No,0.99024,1119,1119,0.98448,0.99600
2007,46-65 y.,4th Quintile,No,0.98735,1532,1532,0.98175,0.99294
2007,46-65 y.,5th Quintile,No,0.99057,2627,2627,0.98687,0.99426
2007,66 and older,3rd Quintile,No,0.99748,950,950,0.99429,1.00067
2007,66 and older,4th Quintile,No,0.99661,807,807,0.99259,1.00062
2008,17-29 y.,1st Quintile,Yes,0.44514,415,785,0.41035,0.47992
2008,17-29 y.,1st Quintile,No,0.47624,370,785,0.44128,0.51120
2008,17-29 y.,2nd Quintile,Yes,0.39290,258,573,0.35287,0.43292
2008,17-29 y.,2nd Quintile,No,0.52625,315,573,0.48533,0.56717
2008,17-29 y.,3rd Quintile,Yes,0.41408,328,637,0.37580,0.45236
2008,17-29 y.,3rd Quintile,No,0.52120,309,637,0.48237,0.56002
2008,17-29 y.,4th Quintile,Yes,0.41193,295,605,0.37268,0.45118
2008,17-29 y.,4th Quintile,No,0.52281,310,605,0.48297,0.56264
2008,17-29 y.,5th Quintile,Yes,0.45780,328,556,0.41635,0.49925
2008,17-29 y.,5th Quintile,No,0.47767,228,556,0.43611,0.51923
2008,30-45 y.,1st Quintile,Yes,0.06519,43,725,0.04721,0.08317
2008,30-45 y.,1st Quintile,No,0.93481,682,725,0.91683,0.95279
2008,30-45 y.,2nd Quintile,Yes,0.04528,31,915,0.03180,0.05876
2008,30-45 y.,2nd Quintile,No,0.95472,884,915,0.94124,0.96820
2008,30-45 y.,3rd Quintile,Yes,0.02844,31,1090,0.01857,0.03831
2008,30-45 y.,3rd Quintile,No,0.97156,1059,1090,0.96169,0.98143
2008,30-45 y.,4th Quintile,Yes,0.03649,42,1138,0.02559,0.04739
2008,30-45 y.,4th Quintile,No,0.96351,1096,1138,0.95261,0.97441
2008,30-45 y.,5th Quintile,Yes,0.03319,44,1302,0.02345,0.04292
2008,30-45 y.,5th Quintile,No,0.96681,1258,1302,0.95708,0.97655
2008,46-65 y.,1st Quintile,No,0.98730,794,794,0.97950,0.99509
2008,46-65 y.,2nd Quintile,No,0.99548,825,825,0.99090,1.00006
2008,46-65 y.,3rd Quintile,No,0.99386,1100,1100,0.98925,0.99848
2008,46-65 y.,4th Quintile,No,0.99117,1467,1467,0.98638,0.99596
2008,46-65 y.,5th Quintile,No,0.99291,2458,2458,0.98959,0.99623
2008,66 and older,4th Quintile,No,0.99463,706,706,0.98923,1.00002
2008,66 and older,5th Quintile,No,0.99638,901,901,0.99245,1.00030
2009,17-29 y.,1st Quintile,Yes,0.48893,383,715,0.45226,0.52559
2009,17-29 y.,1st Quintile,No,0.44556,332,715,0.40910,0.48202
2009,17-29 y.,2nd Quintile,Yes,0.40786,240,492,0.36440,0.45133
2009,17-29 y.,2nd Quintile,No,0.50368,252,492,0.45945,0.54790
2009,17-29 y.,3rd Quintile,Yes,0.42048,275,553,0.37930,0.46166
2009,17-29 y.,3rd Quintile,No,0.51759,278,553,0.47591,0.55928
2009,17-29 y.,4th Quintile,Yes,0.40420,285,587,0.36447,0.44394
2009,17-29 y.,4th Quintile,No,0.54259,302,587,0.50225,0.58293
2009,17-29 y.,5th Quintile,Yes,0.48630,296,506,0.44271,0.52990
2009,17-29 y.,5th Quintile,No,0.45752,210,506,0.41407,0.50097
2009,30-45 y.,1st Quintile,No,0.94519,627,627,0.92736,0.96302
2009,30-45 y.,2nd Quintile,No,0.95299,810,810,0.93840,0.96757
2009,30-45 y.,3rd Quintile,No,0.97096,946,946,0.96025,0.98166
2009,30-45 y.,4th Quintile,Yes,0.03226,39,1044,0.02154,0.04299
2009,30-45 y.,4th Quintile,No,0.96774,1005,1044,0.95701,0.97846
2009,30-45 y.,5th Quintile,Yes,0.05745,58,1163,0.04407,0.07083
2009,30-45 y.,5th Quintile,No,0.94255,1105,1163,0.92917,0.95593
2009,46-65 y.,1st Quintile,No,0.98418,778,778,0.97540,0.99295
2009,46-65 y.,2nd Quintile,No,0.99188,783,783,0.98559,0.99817
2009,46-65 y.,3rd Quintile,No,0.99433,1043,1043,0.98977,0.99889
2009,46-65 y.,4th Quintile,No,0.99149,1394,1394,0.98666,0.99631
2009,46-65 y.,5th Quintile,No,0.99171,2276,2276,0.98798,0.99543
2009,66 and older,3rd Quintile,No,0.99915,856,856,0.99720,1.00110
2009,66 and older,4th Quintile,No,0.99475,691,691,0.98936,1.00014
2009,66 and older,5th Quintile,No,0.99811,839,839,0.99516,1.00105
2010,17-29 y.,1st Quintile,Yes,0.59835,345,608,0.55935,0.63735
2010,17-29 y.,1st Quintile,No,0.37301,263,608,0.33454,0.41148
2010,17-29 y.,2nd Quintile,Yes,0.54106,245,463,0.49562,0.58650
2010,17-29 y.,2nd Quintile,No,0.40738,218,463,0.36258,0.45219
2010,17-29 y.,3rd Quintile,Yes,0.46182,257,505,0.41830,0.50535
2010,17-29 y.,3rd Quintile,No,0.48123,248,505,0.43761,0.52485
2010,17-29 y.,4th Quintile,Yes,0.46029,257,494,0.41630,0.50429
2010,17-29 y.,4th Quintile,No,0.50531,237,494,0.46117,0.54944
2010,17-29 y.,5th Quintile,Yes,0.51364,272,440,0.46688,0.56040
2010,17-29 y.,5th Quintile,No,0.43679,168,440,0.39039,0.48318
2010,30-45 y.,1st Quintile,Yes,0.09628,39,597,0.07260,0.11996
2010,30-45 y.,1st Quintile,No,0.90372,558,597,0.88004,0.92740
2010,30-45 y.,2nd Quintile,No,0.95909,710,710,0.94451,0.97367
2010,30-45 y.,3rd Quintile,Yes,0.04647,32,865,0.03244,0.06051
2010,30-45 y.,3rd Quintile,No,0.95353,833,865,0.93949,0.96756
2010,30-45 y.,4th Quintile,Yes,0.04809,47,934,0.03436,0.06182
2010,30-45 y.,4th Quintile,No,0.95191,887,934,0.93818,0.96564
2010,30-45 y.,5th Quintile,Yes,0.04755,42,975,0.03418,0.06091
2010,30-45 y.,5th Quintile,No,0.95245,933,975,0.93909,0.96582
2010,46-65 y.,1st Quintile,No,0.99455,726,726,0.98919,0.99991
2010,46-65 y.,2nd Quintile,No,0.99657,824,824,0.99258,1.00057
2010,46-65 y.,3rd Quintile,No,0.99196,965,965,0.98632,0.99760
2010,46-65 y.,4th Quintile,No,0.98565,1297,1297,0.97918,0.99213
2010,46-65 y.,5th Quintile,No,0.99074,2149,2149,0.98669,0.99479
2010,66 and older,3rd Quintile,No,0.99908,831,831,0.99702,1.00114
2010,66 and older,5th Quintile,No,0.99504,798,798,0.99016,0.99992
2011,17-29 y.,1st Quintile,Yes,0.46114,465,1074,0.43131,0.49096
2011,17-29 y.,1st Quintile,No,0.48269,609,1074,0.45279,0.51259
2011,17-29 y.,2nd Quintile,Yes,0.42717,318,739,0.39148,0.46286
2011,17-29 y.,2nd Quintile,No,0.47187,421,739,0.43585,0.50789
2011,17-29 y.,3rd Quintile,Yes,0.45862,283,601,0.41875,0.49849
2011,17-29 y.,3rd Quintile,No,0.47571,318,601,0.43575,0.51567
2011,17-29 y.,4th Quintile,Yes,0.42100,266,514,0.37828,0.46373
2011,17-29 y.,4th Quintile,No,0.50406,248,514,0.46079,0.54732
2011,17-29 y.,5th Quintile,Yes,0.48443,255,426,0.43691,0.53194
2011,17-29 y.,5th Quintile,No,0.47059,171,426,0.42313,0.51804
2011,30-45 y.,1st Quintile,Yes,0.07835,113,1672,0.06547,0.09124
2011,30-45 y.,1st Quintile,No,0.92165,1559,1672,0.90876,0.93453
2011,30-45 y.,2nd Quintile,Yes,0.03990,76,1749,0.03072,0.04907
2011,30-45 y.,2nd Quintile,No,0.96010,1673,1749,0.95093,0.96928
2011,30-45 y.,3rd Quintile,Yes,0.05978,62,1513,0.04783,0.07173
