year,bula_h,hhtyp,hlc0061_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Brandenburg,Couple without children,No,0.99271,208,208,0.98112,1.00430
2014,Brandenburg,Single parent,No,0.99681,76,76,0.98405,1.00957
2014,Brandenburg,Couple with children,No,0.99873,170,170,0.99337,1.00410
2014,Mecklenburg-Western Pomerania,Single-person household,No,0.95480,94,94,0.91258,0.99702
2014,Mecklenburg-Western Pomerania,Couple without children,No,0.96533,108,108,0.93067,0.99999
2014,Mecklenburg-Western Pomerania,Single parent,No,0.93588,46,46,0.86431,1.00746
2014,Saxony,Single-person household,No,0.96938,234,234,0.94726,0.99150
2014,Saxony,Couple without children,No,0.98560,305,305,0.97221,0.99899
2014,Saxony,Single parent,No,0.99064,91,91,0.97075,1.01053
2014,Saxony,Couple with children,No,0.99853,293,293,0.99414,1.00292
2014,Saxony-Anhalt,Single-person household,No,0.99664,151,151,0.98737,1.00590
2014,Saxony-Anhalt,Couple without children,No,0.94869,176,176,0.91600,0.98138
2014,Saxony-Anhalt,Couple with children,No,0.99966,157,157,0.99675,1.00257
2014,Thuringa,Single-person household,No,0.97537,147,147,0.95023,1.00051
2014,Thuringa,Single parent,No,0.99247,59,59,0.97023,1.01472
2014,Thuringa,Couple with children,No,0.99048,187,187,0.97653,1.00444
2015,Schleswig-Holstein,Single-person household,No,0.93583,128,128,0.89321,0.97845
2015,Schleswig-Holstein,Couple without children,No,0.96186,138,138,0.92978,0.99393
2015,Schleswig-Holstein,Couple with children,No,0.99763,185,185,0.99061,1.00465
2015,Hamburg,Single-person household,No,0.93399,65,65,0.87315,0.99482
2015,Lower Saxony,Single-person household,No,0.97964,285,285,0.96322,0.99607
2015,Lower Saxony,Couple without children,No,0.99519,417,417,0.98854,1.00184
2015,Lower Saxony,Single parent,No,0.98766,177,177,0.97135,1.00397
2015,Lower Saxony,Couple with children,No,0.99426,524,524,0.98779,1.00074
2015,North Rhine-Westphalia,Single-person household,No,0.98178,639,639,0.97140,0.99215
2015,North Rhine-Westphalia,Couple without children,No,0.98005,790,790,0.97029,0.98981
2015,North Rhine-Westphalia,Single parent,No,0.97338,357,357,0.95666,0.99010
2015,North Rhine-Westphalia,Couple with children,No,0.99596,1233,1233,0.99241,0.99950
2015,North Rhine-Westphalia,Other Combinations,No,0.96088,51,51,0.90714,1.01462
2015,Hesse,Single-person household,No,0.95970,233,233,0.93440,0.98501
2015,Hesse,Couple without children,No,0.99532,286,286,0.98739,1.00324
2015,Hesse,Single parent,No,0.98824,117,117,0.96863,1.00786
2015,Hesse,Couple with children,No,0.99803,414,414,0.99375,1.00231
2015,"Rhineland-Palatinate, Saarland",Single-person household,No,0.99510,214,214,0.98573,1.00448
2015,"Rhineland-Palatinate, Saarland",Single parent,No,0.99917,90,90,0.99320,1.00515
2015,"Rhineland-Palatinate, Saarland",Couple with children,No,0.99351,303,303,0.98446,1.00257
2015,Baden-Wuerttemberg,Single-person household,No,0.98413,358,358,0.97116,0.99709
2015,Baden-Wuerttemberg,Couple without children,No,0.99590,467,467,0.99010,1.00170
2015,Baden-Wuerttemberg,Single parent,No,0.97831,150,150,0.95492,1.00170
2015,Baden-Wuerttemberg,Couple with children,No,0.98985,758,758,0.98271,0.99699
2015,Bavaria,Single-person household,No,0.98335,560,560,0.97274,0.99396
2015,Bavaria,Couple without children,No,0.99269,668,668,0.98623,0.99916
2015,Bavaria,Single parent,No,0.97129,244,244,0.95029,0.99228
2015,Bavaria,Couple with children,No,0.99539,953,953,0.99109,0.99969
2015,Berlin,Single-person household,No,0.93342,208,208,0.89946,0.96738
2015,Berlin,Couple without children,No,0.96108,164,164,0.93139,0.99077
2015,Berlin,Single parent,No,0.97868,76,76,0.94599,1.01137
2015,Berlin,Couple with children,No,0.99703,152,152,0.98836,1.00571
2015,Brandenburg,Single-person household,No,0.97462,130,130,0.94748,1.00176
2015,Brandenburg,Couple without children,No,0.99788,215,215,0.99173,1.00404
2015,Brandenburg,Single parent,No,0.98298,66,66,0.95154,1.01443
2015,Brandenburg,Couple with children,No,0.97986,160,160,0.95803,1.00170
2015,Mecklenburg-Western Pomerania,Single-person household,No,0.93371,91,91,0.88231,0.98511
2015,Mecklenburg-Western Pomerania,Couple without children,No,0.98414,103,103,0.95989,1.00839
2015,Mecklenburg-Western Pomerania,Single parent,No,0.95150,43,43,0.88653,1.01647
2015,Mecklenburg-Western Pomerania,Couple with children,No,0.98840,78,78,0.96448,1.01232
2015,Saxony,Single-person household,No,0.97062,223,223,0.94840,0.99283
2015,Saxony,Couple without children,No,0.99107,287,287,0.98017,1.00197
2015,Saxony,Single parent,No,0.97766,90,90,0.94696,1.00837
2015,Saxony-Anhalt,Single-person household,No,0.97044,146,146,0.94287,0.99801
2015,Saxony-Anhalt,Couple without children,No,0.96176,170,170,0.93284,0.99067
2015,Saxony-Anhalt,Couple with children,No,0.99962,134,134,0.99632,1.00293
2015,Thuringa,Single-person household,No,0.98295,153,153,0.96236,1.00353
2015,Thuringa,Couple without children,No,0.99510,182,182,0.98492,1.00527
2015,Thuringa,Single parent,No,0.99284,49,49,0.96899,1.01669
2015,Thuringa,Couple with children,No,0.99935,162,162,0.99540,1.00329
2016,Schleswig-Holstein,Single-person household,No,0.94185,122,122,0.90015,0.98355
2016,Schleswig-Holstein,Couple without children,No,0.97543,123,123,0.94796,1.00290
2016,Schleswig-Holstein,Single parent,No,0.99226,57,57,0.96931,1.01521
2016,Hamburg,Single-person household,No,0.93054,65,65,0.86825,0.99283
2016,Hamburg,Couple without children,No,0.99230,65,65,0.97089,1.01371
2016,Hamburg,Couple with children,No,0.99364,89,89,0.97704,1.01025
2016,Lower Saxony,Single-person household,No,0.97593,277,277,0.95785,0.99401
2016,Lower Saxony,Couple without children,No,0.98825,383,383,0.97744,0.99906
2016,Lower Saxony,Single parent,No,0.98455,149,149,0.96468,1.00442
2016,Lower Saxony,Couple with children,No,0.99005,473,473,0.98110,0.99900
2016,North Rhine-Westphalia,Single-person household,No,0.97317,590,590,0.96012,0.98622
2016,North Rhine-Westphalia,Couple without children,No,0.99575,768,768,0.99114,1.00035
2016,North Rhine-Westphalia,Single parent,No,0.97379,304,304,0.95580,0.99178
2016,North Rhine-Westphalia,Couple with children,No,0.99522,1114,1114,0.99117,0.99927
2016,North Rhine-Westphalia,Other Combinations,No,0.94145,41,41,0.86869,1.01421
2016,Hesse,Single-person household,No,0.92283,191,191,0.88488,0.96078
2016,Hesse,Couple without children,No,0.99876,278,278,0.99462,1.00290
2016,Hesse,Single parent,No,0.99597,109,109,0.98402,1.00792
2016,Hesse,Couple with children,No,0.99606,333,333,0.98932,1.00280
2016,"Rhineland-Palatinate, Saarland",Single-person household,No,0.99089,198,198,0.97762,1.00416
2016,"Rhineland-Palatinate, Saarland",Single parent,No,0.98953,78,78,0.96679,1.01227
2016,"Rhineland-Palatinate, Saarland",Couple with children,No,0.99628,289,289,0.98925,1.00331
2016,Baden-Wuerttemberg,Single-person household,No,0.98387,342,342,0.97050,0.99724
2016,Baden-Wuerttemberg,Couple without children,No,0.99563,419,419,0.98931,1.00195
2016,Baden-Wuerttemberg,Single parent,No,0.99425,145,145,0.98190,1.00660
2016,Baden-Wuerttemberg,Couple with children,No,0.98471,662,662,0.97535,0.99406
2016,Bavaria,Single-person household,No,0.98254,498,498,0.97103,0.99406
2016,Bavaria,Couple without children,No,0.98815,613,613,0.97958,0.99672
2016,Bavaria,Couple with children,No,0.99424,842,842,0.98913,0.99936
2016,Berlin,Single-person household,No,0.94286,215,215,0.91176,0.97396
2016,Berlin,Couple without children,No,0.96223,165,165,0.93305,0.99140
2016,Berlin,Couple with children,No,0.99569,134,134,0.98457,1.00682
2016,Brandenburg,Single-person household,No,0.95112,126,126,0.91331,0.98892
2016,Brandenburg,Single parent,No,0.98328,51,51,0.94774,1.01882
2016,Brandenburg,Couple with children,No,0.99648,147,147,0.98688,1.00609
2016,Mecklenburg-Western Pomerania,Single-person household,No,0.94170,94,94,0.89408,0.98932
2016,Mecklenburg-Western Pomerania,Couple without children,No,0.98690,101,101,0.96462,1.00919
2016,Mecklenburg-Western Pomerania,Single parent,No,0.91308,36,36,0.81975,1.00641
2016,Mecklenburg-Western Pomerania,Couple with children,No,0.98434,72,72,0.95545,1.01322
2016,Saxony,Single-person household,No,0.97547,217,217,0.95484,0.99610
2016,Saxony,Couple without children,No,0.98834,276,276,0.97565,1.00103
2016,Saxony,Single parent,No,0.98887,91,91,0.96720,1.01054
2016,Saxony,Couple with children,No,0.99288,236,236,0.98212,1.00363
2016,Saxony-Anhalt,Single-person household,No,0.98485,144,144,0.96483,1.00487
2016,Saxony-Anhalt,Couple without children,No,0.96183,152,152,0.93126,0.99239
2016,Saxony-Anhalt,Couple with children,No,0.99964,130,130,0.99635,1.00292
2016,Thuringa,Single-person household,No,0.98362,145,145,0.96288,1.00435
2016,Thuringa,Couple without children,No,0.99551,179,179,0.98569,1.00533
2016,Thuringa,Single parent,No,0.98375,49,49,0.94798,1.01952
2016,Thuringa,Couple with children,No,0.97523,146,146,0.94994,1.00053
2017,Schleswig-Holstein,Single-person household,No,0.98045,151,151,0.95829,1.00260
2017,Schleswig-Holstein,Couple without children,No,0.99094,162,162,0.97631,1.00558
2017,Schleswig-Holstein,Single parent,No,0.98823,77,77,0.96397,1.01248
2017,Schleswig-Holstein,Couple with children,No,0.99867,259,259,0.99422,1.00312
2017,Hamburg,Single-person household,No,0.94637,75,75,0.89504,0.99770
2017,Hamburg,Couple without children,No,0.99162,85,85,0.97212,1.01111
2017,Hamburg,Couple with children,No,0.96460,109,109,0.92975,0.99945
2017,Lower Saxony,Single-person household,No,0.96573,366,366,0.94707,0.98439
2017,Lower Saxony,Couple without children,No,0.97343,460,460,0.95872,0.98815
2017,Lower Saxony,Single parent,No,0.98947,175,175,0.97430,1.00464
2017,Lower Saxony,Couple with children,No,0.99652,658,658,0.99202,1.00102
2017,Bremen,Single-person household,No,0.93859,45,45,0.86765,1.00953
2017,North Rhine-Westphalia,Single-person household,No,0.96991,735,735,0.95755,0.98227
2017,North Rhine-Westphalia,Couple without children,No,0.99708,900,900,0.99355,1.00061
2017,North Rhine-Westphalia,Single parent,No,0.98520,345,345,0.97244,0.99796
2017,North Rhine-Westphalia,Couple with children,No,0.99657,1396,1396,0.99350,0.99964
2017,North Rhine-Westphalia,Other Combinations,No,0.98565,88,88,0.96065,1.01064
2017,Hesse,Single-person household,No,0.94612,257,257,0.91846,0.97378
2017,Hesse,Couple without children,No,0.99869,287,287,0.99451,1.00288
2017,Hesse,Couple with children,No,0.99056,459,459,0.98171,0.99942
2017,Hesse,Other Combinations,No,0.82524,37,37,0.70118,0.94929
2017,"Rhineland-Palatinate, Saarland",Single-person household,No,0.98635,233,233,0.97142,1.00128
2017,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99935,255,255,0.99620,1.00249
2017,"Rhineland-Palatinate, Saarland",Single parent,No,0.99727,90,90,0.98643,1.00811
2017,"Rhineland-Palatinate, Saarland",Couple with children,No,0.99367,364,364,0.98551,1.00183
2017,"Rhineland-Palatinate, Saarland",Other Combinations,No,0.95822,34,34,0.88994,1.02649
2017,Baden-Wuerttemberg,Single-person household,No,0.97361,390,390,0.95768,0.98954
2017,Baden-Wuerttemberg,Couple without children,No,0.99567,489,489,0.98984,1.00150
2017,Baden-Wuerttemberg,Couple with children,No,0.98154,822,822,0.97234,0.99075
2017,Bavaria,Single-person household,No,0.97593,598,598,0.96364,0.98823
2017,Bavaria,Couple without children,No,0.99297,696,696,0.98676,0.99918
2017,Bavaria,Single parent,No,0.99769,249,249,0.99172,1.00366
2017,Bavaria,Couple with children,No,0.99710,1008,1008,0.99378,1.00042
2017,Bavaria,Other Combinations,No,0.93438,55,55,0.86834,1.00043
2017,Berlin,Single-person household,No,0.94116,243,243,0.91150,0.97081
2017,Berlin,Couple without children,No,0.98614,180,180,0.96902,1.00327
2017,Berlin,Single parent,No,0.97149,73,73,0.93305,1.00993
2017,Berlin,Couple with children,No,0.99632,173,173,0.98728,1.00537
2017,Brandenburg,Single-person household,No,0.95041,162,162,0.91688,0.98395
2017,Brandenburg,Single parent,No,0.99049,58,58,0.96529,1.01569
2017,Brandenburg,Couple with children,No,0.98033,221,221,0.96198,0.99868
2017,Mecklenburg-Western Pomerania,Single-person household,No,0.98051,121,121,0.95577,1.00524
2017,Mecklenburg-Western Pomerania,Couple without children,No,0.98921,109,109,0.96973,1.00869
2017,Mecklenburg-Western Pomerania,Single parent,No,0.95858,38,38,0.89438,1.02279
2017,Mecklenburg-Western Pomerania,Couple with children,No,0.99802,107,107,0.98955,1.00649
2017,Saxony,Single-person household,No,0.97820,275,275,0.96091,0.99549
2017,Saxony,Couple without children,No,0.98346,315,315,0.96935,0.99757
2017,Saxony,Single parent,No,0.99431,103,103,0.97970,1.00891
2017,Saxony,Couple with children,No,0.99843,321,321,0.99410,1.00277
2017,Saxony-Anhalt,Single-person household,No,0.96175,154,154,0.93136,0.99214
2017,Saxony-Anhalt,Couple without children,No,0.97196,188,188,0.94830,0.99562
2017,Saxony-Anhalt,Couple with children,No,0.99858,169,169,0.99289,1.00427
2017,Thuringa,Single-person household,No,0.97519,179,179,0.95234,0.99804
2017,Thuringa,Couple without children,No,0.97529,190,190,0.95315,0.99742
2017,Thuringa,Single parent,No,0.97659,49,49,0.93382,1.01937
2017,Thuringa,Couple with children,No,0.99511,184,184,0.98500,1.00522
2018,Schleswig-Holstein,Single-person household,No,0.98200,149,149,0.96059,1.00342
2018,Schleswig-Holstein,Couple without children,No,0.99604,159,159,0.98624,1.00583
2018,Schleswig-Holstein,Single parent,No,0.98341,65,65,0.95212,1.01470
2018,Schleswig-Holstein,Couple with children,No,0.99686,268,268,0.99015,1.00357
2018,Hamburg,Single-person household,No,0.93525,89,89,0.88383,0.98666
2018,Hamburg,Couple without children,No,0.96942,91,91,0.93384,1.00499
2018,Hamburg,Single parent,No,0.97764,44,44,0.93344,1.02183
2018,Hamburg,Couple with children,No,0.99865,114,114,0.99187,1.00543
2018,Lower Saxony,Single-person household,No,0.95677,377,377,0.93621,0.97733
2018,Lower Saxony,Couple without children,No,0.96539,449,449,0.94847,0.98232
2018,Lower Saxony,Single parent,No,0.99239,169,169,0.97925,1.00553
2018,Lower Saxony,Couple with children,No,0.99216,683,683,0.98554,0.99878
2018,Lower Saxony,Other Combinations,No,0.99836,48,48,0.98681,1.00992
2018,Bremen,Single-person household,No,0.96313,45,45,0.90745,1.01881
2018,Bremen,Couple without children,No,0.98667,38,38,0.94971,1.02362
2018,Bremen,Couple with children,No,0.98052,73,73,0.94859,1.01244
2018,North Rhine-Westphalia,Single-person household,No,0.96500,841,841,0.95257,0.97743
2018,North Rhine-Westphalia,Couple without children,No,0.99666,911,911,0.99291,1.00041
2018,North Rhine-Westphalia,Single parent,No,0.96928,371,371,0.95170,0.98686
2018,North Rhine-Westphalia,Couple with children,No,0.99630,1427,1427,0.99315,0.99945
2018,North Rhine-Westphalia,Multi-generational household,No,0.90540,34,34,0.80554,1.00525
2018,North Rhine-Westphalia,Other Combinations,No,0.98473,108,108,0.96149,1.00796
2018,Hesse,Single-person household,No,0.94563,287,287,0.91935,0.97191
2018,Hesse,Couple without children,No,0.99576,273,273,0.98803,1.00348
2018,Hesse,Couple with children,No,0.99176,463,463,0.98352,1.00000
2018,Hesse,Other Combinations,No,0.86359,35,35,0.74822,0.97896
2018,"Rhineland-Palatinate, Saarland",Single-person household,No,0.99200,251,251,0.98096,1.00304
2018,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99785,262,262,0.99223,1.00347
2018,"Rhineland-Palatinate, Saarland",Couple with children,No,0.99023,381,381,0.98034,1.00012
2018,"Rhineland-Palatinate, Saarland",Other Combinations,No,0.99652,35,35,0.97674,1.01631
2018,Baden-Wuerttemberg,Single-person household,No,0.97387,386,386,0.95794,0.98981
2018,Baden-Wuerttemberg,Couple without children,No,0.99430,469,469,0.98748,1.00112
2018,Baden-Wuerttemberg,Single parent,No,0.99558,159,159,0.98523,1.00592
2018,Baden-Wuerttemberg,Couple with children,No,0.97760,780,780,0.96720,0.98799
2018,Bavaria,Single-person household,No,0.97231,636,636,0.95955,0.98507
2018,Bavaria,Couple without children,No,0.98679,661,661,0.97808,0.99550
2018,Bavaria,Single parent,No,0.99755,253,253,0.99145,1.00365
2018,Bavaria,Couple with children,No,0.99610,967,967,0.99218,1.00003
2018,Bavaria,Other Combinations,No,0.95470,55,55,0.89924,1.01017
2018,Berlin,Single-person household,No,0.96679,289,289,0.94609,0.98748
2018,Berlin,Couple without children,No,0.98383,185,185,0.96561,1.00205
2018,Berlin,Single parent,No,0.97179,75,75,0.93406,1.00951
2018,Berlin,Couple with children,No,0.99578,196,196,0.98668,1.00488
2018,Brandenburg,Single-person household,No,0.97725,181,181,0.95547,0.99903
2018,Brandenburg,Couple without children,No,0.99469,233,233,0.98534,1.00404
2018,Brandenburg,Single parent,No,0.98414,62,62,0.95280,1.01549
2018,Brandenburg,Couple with children,No,0.98206,212,212,0.96414,0.99997
2018,Mecklenburg-Western Pomerania,Single-person household,No,0.98820,126,126,0.96927,1.00713
2018,Mecklenburg-Western Pomerania,Couple without children,No,0.99003,116,116,0.97187,1.00819
2018,Mecklenburg-Western Pomerania,Single parent,No,0.98098,37,37,0.93636,1.02560
2018,Mecklenburg-Western Pomerania,Couple with children,No,0.99806,118,118,0.99007,1.00604
2018,Saxony,Single-person household,No,0.97307,290,290,0.95441,0.99174
2018,Saxony,Couple without children,No,0.99631,311,311,0.98956,1.00306
2018,Saxony,Single parent,No,0.99486,100,100,0.98078,1.00894
2018,Saxony,Couple with children,No,0.99824,320,320,0.99364,1.00284
2018,Saxony-Anhalt,Single-person household,No,0.98982,174,174,0.97486,1.00478
2018,Saxony-Anhalt,Couple without children,No,0.96677,180,180,0.94052,0.99303
2018,Saxony-Anhalt,Couple with children,No,0.99123,168,168,0.97708,1.00537
2018,Thuringa,Single-person household,No,0.97991,183,183,0.95953,1.00030
2018,Thuringa,Couple without children,No,0.96939,190,190,0.94483,0.99395
2018,Thuringa,Single parent,No,0.98467,58,58,0.95277,1.01657
2019,Schleswig-Holstein,Single-person household,No,0.99907,149,149,0.99416,1.00398
2019,Schleswig-Holstein,Couple without children,No,0.99732,190,190,0.98995,1.00469
2019,Schleswig-Holstein,Single parent,No,0.98616,61,61,0.95660,1.01572
2019,Schleswig-Holstein,Couple with children,No,0.99951,278,278,0.99690,1.00212
2019,Hamburg,Single-person household,No,0.92386,91,91,0.86907,0.97866
2019,Hamburg,Couple without children,No,0.96655,113,113,0.93324,0.99985
2019,Hamburg,Couple with children,No,0.99725,118,118,0.98776,1.00674
2019,Lower Saxony,Single-person household,No,0.94573,378,378,0.92287,0.96860
2019,Lower Saxony,Couple without children,No,0.97896,475,475,0.96604,0.99188
2019,Lower Saxony,Single parent,No,0.99693,166,166,0.98849,1.00537
2019,Lower Saxony,Couple with children,No,0.98917,650,650,0.98121,0.99714
2019,Lower Saxony,Other Combinations,No,0.99715,41,41,0.98063,1.01367
2019,Bremen,Couple without children,No,0.99573,42,42,0.97578,1.01568
2019,North Rhine-Westphalia,Single-person household,No,0.95708,875,875,0.94364,0.97052
2019,North Rhine-Westphalia,Couple without children,No,0.99418,1006,1006,0.98947,0.99888
2019,North Rhine-Westphalia,Single parent,No,0.97570,330,330,0.95906,0.99234
2019,North Rhine-Westphalia,Couple with children,No,0.99295,1469,1469,0.98867,0.99723
2019,North Rhine-Westphalia,Other Combinations,No,0.98398,96,96,0.95872,1.00923
2019,Hesse,Single-person household,No,0.94305,303,303,0.91691,0.96918
2019,Hesse,Couple without children,No,0.97885,345,345,0.96365,0.99406
2019,Hesse,Single parent,No,0.97955,115,115,0.95356,1.00553
2019,Hesse,Couple with children,No,0.99676,466,466,0.99160,1.00193
2019,"Rhineland-Palatinate, Saarland",Single-person household,No,0.98689,258,258,0.97298,1.00080
2019,"Rhineland-Palatinate, Saarland",Couple without children,No,0.98859,292,292,0.97638,1.00079
2019,"Rhineland-Palatinate, Saarland",Single parent,No,0.99453,91,91,0.97930,1.00977
2019,"Rhineland-Palatinate, Saarland",Couple with children,No,0.98755,360,360,0.97607,0.99902
2019,Baden-Wuerttemberg,Single-person household,No,0.96838,416,416,0.95155,0.98522
2019,Baden-Wuerttemberg,Couple without children,No,0.99320,517,517,0.98612,1.00029
2019,Baden-Wuerttemberg,Single parent,No,0.98209,125,125,0.95875,1.00543
2019,Baden-Wuerttemberg,Other Combinations,No,0.95825,34,34,0.89000,1.02649
2019,Bavaria,Single-person household,No,0.96956,678,678,0.95662,0.98250
2019,Bavaria,Couple without children,No,0.99212,738,738,0.98574,0.99850
2019,Bavaria,Single parent,No,0.99851,238,238,0.99360,1.00342
2019,Bavaria,Couple with children,No,0.99822,993,993,0.99560,1.00084
2019,Berlin,Single-person household,No,0.92605,308,308,0.89677,0.95532
2019,Berlin,Couple without children,No,0.99712,194,194,0.98955,1.00468
2019,Berlin,Single parent,No,0.99435,75,75,0.97727,1.01143
2019,Berlin,Couple with children,No,0.99403,197,197,0.98325,1.00482
2019,Brandenburg,Single-person household,No,0.98993,182,182,0.97539,1.00448
2019,Brandenburg,Couple without children,No,0.99331,267,267,0.98351,1.00311
2019,Brandenburg,Single parent,No,0.98604,65,65,0.95730,1.01478
2019,Brandenburg,Couple with children,No,0.98212,244,244,0.96546,0.99878
2019,Mecklenburg-Western Pomerania,Single-person household,No,0.95926,112,112,0.92248,0.99604
2019,Mecklenburg-Western Pomerania,Couple without children,No,0.97287,139,139,0.94576,0.99997
2019,Mecklenburg-Western Pomerania,Single parent,No,0.98422,38,38,0.94407,1.02438
2019,Mecklenburg-Western Pomerania,Couple with children,No,0.99205,123,123,0.97629,1.00781
2019,Saxony,Single-person household,No,0.96217,275,275,0.93958,0.98476
2019,Saxony,Couple without children,No,0.99625,366,366,0.98998,1.00252
2019,Saxony,Single parent,No,0.99355,93,93,0.97719,1.00991
2019,Saxony,Couple with children,No,0.99129,326,326,0.98119,1.00139
2019,Saxony-Anhalt,Single-person household,No,0.98786,165,165,0.97110,1.00462
2019,Saxony-Anhalt,Couple without children,No,0.91696,192,192,0.87783,0.95610
2019,Saxony-Anhalt,Couple with children,No,0.99936,170,170,0.99554,1.00317
2019,Thuringa,Single-person household,No,0.97054,185,185,0.94611,0.99497
2019,Thuringa,Couple without children,No,0.99107,192,192,0.97772,1.00441
2020,Schleswig-Holstein,Single-person household,No,0.99433,154,154,0.98244,1.00623
2020,Schleswig-Holstein,Couple without children,No,0.99754,176,176,0.99019,1.00488
2020,Hamburg,Single-person household,No,0.92949,118,118,0.88311,0.97588
2020,Hamburg,Couple without children,No,0.96155,112,112,0.92578,0.99732
2020,Lower Saxony,Single-person household,No,0.97074,448,448,0.95511,0.98636
2020,Lower Saxony,Couple without children,No,0.97881,480,480,0.96591,0.99171
2020,Lower Saxony,Single parent,No,0.98685,145,145,0.96824,1.00546
2020,Lower Saxony,Couple with children,No,0.98981,632,632,0.98198,0.99765
2020,Bremen,Couple without children,No,0.99398,44,44,0.97084,1.01711
2020,North Rhine-Westphalia,Single-person household,No,0.96241,1122,1122,0.95127,0.97354
2020,North Rhine-Westphalia,Couple without children,No,0.98965,1044,1044,0.98351,0.99580
2020,North Rhine-Westphalia,Single parent,No,0.95499,342,342,0.93299,0.97700
2020,North Rhine-Westphalia,Couple with children,No,0.99171,1566,1566,0.98722,0.99620
2020,North Rhine-Westphalia,Multi-generational household,No,0.82497,32,32,0.69121,0.95874
2020,North Rhine-Westphalia,Other Combinations,No,0.94990,138,138,0.91337,0.98643
2020,Hesse,Single-person household,No,0.95163,384,384,0.93015,0.97312
2020,Hesse,Couple without children,No,0.97828,320,320,0.96228,0.99427
2020,Hesse,Single parent,No,0.99527,111,111,0.98246,1.00809
2020,Hesse,Couple with children,No,0.99191,461,461,0.98372,1.00010
2020,"Rhineland-Palatinate, Saarland",Single-person household,No,0.98315,267,267,0.96768,0.99862
2020,"Rhineland-Palatinate, Saarland",Couple without children,No,0.98998,281,281,0.97832,1.00165
2020,"Rhineland-Palatinate, Saarland",Single parent,No,0.98567,83,83,0.95994,1.01139
2020,Baden-Wuerttemberg,Single-person household,No,0.96904,464,464,0.95326,0.98482
2020,Baden-Wuerttemberg,Couple without children,No,0.99529,511,511,0.98935,1.00123
2020,Baden-Wuerttemberg,Single parent,No,0.99519,140,140,0.98370,1.00669
2020,Bavaria,Single-person household,No,0.96238,763,763,0.94887,0.97589
2020,Bavaria,Couple without children,No,0.98441,757,757,0.97557,0.99324
2020,Bavaria,Single parent,No,0.99910,234,234,0.99526,1.00295
2020,Bavaria,Couple with children,No,0.99790,970,970,0.99502,1.00078
2020,Berlin,Single-person household,No,0.92768,410,410,0.90257,0.95278
2020,Berlin,Couple without children,No,0.99691,252,252,0.99004,1.00378
2020,Berlin,Single parent,No,0.99325,84,84,0.97562,1.01087
2020,Berlin,Couple with children,No,0.99248,233,233,0.98136,1.00360
2020,Brandenburg,Single-person household,No,0.98264,185,185,0.96376,1.00151
2020,Brandenburg,Couple without children,No,0.99027,248,248,0.97803,1.00251
2020,Brandenburg,Single parent,No,0.94779,55,55,0.88845,1.00712
2020,Brandenburg,Couple with children,No,0.98954,223,223,0.97616,1.00292
2020,Mecklenburg-Western Pomerania,Single-person household,No,0.95700,117,117,0.92008,0.99391
2020,Mecklenburg-Western Pomerania,Couple without children,No,0.96858,111,111,0.93598,1.00118
2020,Saxony,Single-person household,No,0.97836,316,316,0.96228,0.99443
2020,Saxony,Couple without children,No,0.99611,339,339,0.98947,1.00275
2020,Saxony,Single parent,No,0.99378,90,90,0.97743,1.01012
2020,Saxony,Couple with children,No,0.99539,299,299,0.98771,1.00308
2020,Saxony-Anhalt,Couple without children,No,0.95401,181,181,0.92341,0.98461
2020,Saxony-Anhalt,Couple with children,No,0.99939,170,170,0.99566,1.00312
2020,Thuringa,Single-person household,No,0.96739,182,182,0.94152,0.99327
2020,Thuringa,Couple without children,No,0.99688,188,188,0.98889,1.00487
2020,Thuringa,Couple with children,No,0.97871,176,176,0.95732,1.00010
2021,Schleswig-Holstein,Single-person household,No,0.98959,120,120,0.97136,1.00783
2021,Schleswig-Holstein,Couple without children,No,0.99713,129,129,0.98785,1.00640
2021,Schleswig-Holstein,Single parent,No,0.99954,39,39,0.99273,1.00635
2021,Schleswig-Holstein,Couple with children,No,0.99612,199,199,0.98746,1.00478
2021,Hamburg,Single-person household,No,0.96134,97,97,0.92278,0.99991
2021,Hamburg,Couple without children,No,0.98118,89,89,0.95279,1.00957
2021,Lower Saxony,Single-person household,No,0.99281,304,304,0.98330,1.00232
2021,Lower Saxony,Couple without children,No,0.98569,328,328,0.97282,0.99856
2021,Lower Saxony,Single parent,No,0.99482,97,97,0.98046,1.00918
2021,Lower Saxony,Couple with children,No,0.99367,406,406,0.98594,1.00139
2021,Lower Saxony,Other Combinations,No,0.99935,32,32,0.99042,1.00829
2021,North Rhine-Westphalia,Single-person household,No,0.97767,704,704,0.96674,0.98859
2021,North Rhine-Westphalia,Couple without children,No,0.99030,691,691,0.98298,0.99761
2021,North Rhine-Westphalia,Single parent,No,0.98838,194,194,0.97327,1.00350
2021,North Rhine-Westphalia,Couple with children,No,0.98324,911,911,0.97490,0.99158
2021,North Rhine-Westphalia,Other Combinations,No,0.97756,98,98,0.94808,1.00703
2021,Hesse,Single-person household,No,0.98182,245,245,0.96506,0.99858
2021,Hesse,Couple without children,No,0.96588,213,213,0.94144,0.99032
2021,Hesse,Single parent,No,0.98220,72,72,0.95144,1.01296
2021,Hesse,Couple with children,No,0.97059,275,275,0.95059,0.99060
