year,age_gr,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,0-16 y.,Urban regions,,,,,,,,,,,,
1985,0-16 y.,Rural regions,,,,,,,,,,,,
1985,17-29 y.,Urban regions,2437,7.34208,7.24514,7.43902,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1985,17-29 y.,Rural regions,630,7.68339,7.50763,7.85915,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,8.00000
1985,30-45 y.,Urban regions,2746,7.52069,7.43276,7.60862,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1985,30-45 y.,Rural regions,721,8.10070,7.95298,8.24841,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,9.00000
1985,46-65 y.,Urban regions,2598,8.04129,7.96178,8.12081,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,9.00000
1985,46-65 y.,Rural regions,684,8.26877,8.12485,8.41269,7.00000,9.00000,10.00000,2.50000,10.00000,9.00000,8.00000,9.00000
1985,66 and older,Urban regions,813,8.24940,8.11923,8.37956,7.00000,9.00000,10.00000,2.50000,10.00000,9.00000,8.00000,9.00000
1985,66 and older,Rural regions,286,8.36233,8.14499,8.57967,7.00000,9.00000,10.00000,2.50000,10.00000,9.00000,8.00000,9.00000
1986,0-16 y.,Urban regions,,,,,,,,,,,,
1986,0-16 y.,Rural regions,,,,,,,,,,,,
1986,17-29 y.,Urban regions,2400,7.24375,7.14936,7.33814,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1986,17-29 y.,Rural regions,628,7.44987,7.27326,7.62648,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1986,30-45 y.,Urban regions,2588,7.47737,7.39235,7.56238,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1986,30-45 y.,Rural regions,669,7.82266,7.66518,7.98013,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,8.00000
1986,46-65 y.,Urban regions,2558,7.98008,7.90073,8.05943,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,8.00000
1986,46-65 y.,Rural regions,659,8.25846,8.11720,8.39972,8.00000,8.00000,10.00000,5.00000,10.00000,8.00000,8.00000,9.00000
1986,66 and older,Urban regions,760,8.25788,8.12363,8.39212,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,9.00000
1986,66 and older,Rural regions,264,8.47139,8.25791,8.68488,8.00000,9.00000,10.00000,5.00000,10.00000,9.00000,8.00000,9.00000
1987,0-16 y.,Urban regions,,,,,,,,,,,,
1987,0-16 y.,Rural regions,,,,,,,,,,,,
1987,17-29 y.,Urban regions,1639,7.35919,7.24674,7.47164,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1987,17-29 y.,Rural regions,527,7.53541,7.34804,7.72278,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1987,30-45 y.,Urban regions,1719,7.57183,7.47140,7.67227,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1987,30-45 y.,Rural regions,522,7.83405,7.64980,8.01831,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1987,46-65 y.,Urban regions,1885,8.18207,8.09815,8.26600,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,9.00000
1987,46-65 y.,Rural regions,571,8.28344,8.12527,8.44160,8.00000,9.00000,10.00000,5.00000,10.00000,9.00000,8.00000,9.00000
1987,66 and older,Urban regions,784,8.26082,8.12266,8.39897,7.00000,9.00000,10.00000,2.50000,10.00000,9.00000,8.00000,9.00000
1987,66 and older,Rural regions,264,8.52515,8.32529,8.72501,8.00000,9.00000,10.00000,5.00000,10.00000,9.00000,9.00000,9.00000
1988,0-16 y.,Urban regions,,,,,,,,,,,,
1988,0-16 y.,Rural regions,,,,,,,,,,,,
1988,17-29 y.,Urban regions,2280,7.31590,7.22384,7.40797,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1988,17-29 y.,Rural regions,564,7.53140,7.34911,7.71369,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1988,30-45 y.,Urban regions,2329,7.40258,7.31453,7.49062,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1988,30-45 y.,Rural regions,617,7.68347,7.51816,7.84878,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1988,46-65 y.,Urban regions,2484,7.94288,7.86689,8.01887,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,8.00000
1988,46-65 y.,Rural regions,621,8.11385,7.97057,8.25714,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,9.00000
1988,66 and older,Urban regions,780,8.11255,7.97628,8.24883,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,9.00000
1988,66 and older,Rural regions,252,8.44076,8.23259,8.64894,8.00000,9.00000,10.00000,5.00000,10.00000,9.00000,8.00000,9.00000
1989,0-16 y.,Urban regions,,,,,,,,,,,,
1989,0-16 y.,Rural regions,,,,,,,,,,,,
1989,17-29 y.,Urban regions,2242,7.25819,7.16415,7.35223,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1989,17-29 y.,Rural regions,554,7.38690,7.19780,7.57600,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1989,30-45 y.,Urban regions,2264,7.42346,7.33436,7.51256,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1989,30-45 y.,Rural regions,570,7.50367,7.32763,7.67970,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1989,46-65 y.,Urban regions,2385,7.89810,7.82128,7.97493,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1989,46-65 y.,Rural regions,582,8.12653,7.97794,8.27511,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,9.00000
1989,66 and older,Urban regions,762,8.19744,8.06592,8.32897,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,9.00000
1989,66 and older,Rural regions,246,8.45987,8.25676,8.66298,8.00000,9.00000,10.00000,5.00000,10.00000,9.00000,8.00000,9.00000
1990,0-16 y.,Urban regions,,,,,,,,,,,,
1990,0-16 y.,Rural regions,,,,,,,,,,,,
1990,17-29 y.,Urban regions,2493,7.03049,6.93357,7.12741,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
1990,17-29 y.,Rural regions,1296,6.83552,6.68573,6.98532,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
1990,30-45 y.,Urban regions,2734,7.27762,7.19359,7.36165,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1990,30-45 y.,Rural regions,1524,7.25607,7.13933,7.37280,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.97500,8.00000
1990,46-65 y.,Urban regions,2781,7.77934,7.70442,7.85426,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1990,46-65 y.,Rural regions,1442,7.89842,7.78926,8.00757,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,8.00000
1990,66 and older,Urban regions,909,8.14173,8.02246,8.26100,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,9.00000
1990,66 and older,Rural regions,539,8.07602,7.89205,8.25998,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,9.00000
1991,0-16 y.,Urban regions,,,,,,,,,,,,
1991,0-16 y.,Rural regions,,,,,,,,,,,,
1991,17-29 y.,Urban regions,2402,7.00029,6.90180,7.09878,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1991,17-29 y.,Rural regions,1238,6.89170,6.75475,7.02865,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
1991,30-45 y.,Urban regions,2742,7.22533,7.14317,7.30749,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1991,30-45 y.,Rural regions,1529,7.14987,7.03348,7.26626,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1991,46-65 y.,Urban regions,2686,7.88594,7.81253,7.95936,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1991,46-65 y.,Rural regions,1417,7.88066,7.78073,7.98059,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1991,66 and older,Urban regions,917,8.32471,8.21160,8.43781,8.00000,9.00000,10.00000,5.00000,10.00000,9.00000,8.00000,9.00000
1991,66 and older,Rural regions,519,8.19978,8.04772,8.35183,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,9.00000
1992,0-16 y.,Urban regions,,,,,,,,,,,,
1992,0-16 y.,Rural regions,,,,,,,,,,,,
1992,17-29 y.,Urban regions,2327,6.99348,6.89676,7.09020,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1992,17-29 y.,Rural regions,1164,6.85543,6.72195,6.98892,5.00000,7.00000,8.90130,0.00000,10.00000,7.00000,7.00000,8.00000
1992,30-45 y.,Urban regions,2716,7.06988,6.98658,7.15318,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1992,30-45 y.,Rural regions,1481,7.03242,6.91465,7.15019,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
1992,46-65 y.,Urban regions,2641,7.76871,7.69408,7.84333,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1992,46-65 y.,Rural regions,1351,7.69607,7.58933,7.80282,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1992,66 and older,Urban regions,926,8.28944,8.17572,8.40315,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,9.00000
1992,66 and older,Rural regions,504,8.13442,7.98084,8.28799,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,8.00000
1993,0-16 y.,Urban regions,,,,,,,,,,,,
1993,0-16 y.,Rural regions,,,,,,,,,,,,
1993,17-29 y.,Urban regions,2293,7.13569,7.03578,7.23560,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1993,17-29 y.,Rural regions,1140,7.03801,6.90330,7.17273,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1993,30-45 y.,Urban regions,2714,7.12828,7.04398,7.21259,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1993,30-45 y.,Rural regions,1475,7.18025,7.06315,7.29735,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.97500,8.00000
1993,46-65 y.,Urban regions,2606,7.74628,7.66977,7.82278,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1993,46-65 y.,Rural regions,1329,7.67565,7.56171,7.78960,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1993,66 and older,Urban regions,941,8.32654,8.21263,8.44044,8.00000,9.00000,10.00000,5.00000,10.00000,9.00000,8.00000,9.00000
1993,66 and older,Rural regions,520,7.94573,7.77870,8.11277,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,8.00000
1994,0-16 y.,Urban regions,,,,,,,,,,,,
1994,0-16 y.,Rural regions,,,,,,,,,,,,
1994,17-29 y.,Urban regions,2205,7.14992,7.05065,7.24919,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1994,17-29 y.,Rural regions,1092,7.06648,6.92605,7.20690,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1994,30-45 y.,Urban regions,2692,7.17216,7.09178,7.25254,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1994,30-45 y.,Rural regions,1441,7.17056,7.05342,7.28769,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1994,46-65 y.,Urban regions,2558,7.67655,7.59457,7.75852,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1994,46-65 y.,Rural regions,1317,7.72236,7.60890,7.83582,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1994,66 and older,Urban regions,971,8.32045,8.20599,8.43491,8.00000,9.00000,10.00000,5.00000,10.00000,9.00000,8.00000,9.00000
1994,66 and older,Rural regions,516,8.27103,8.11952,8.42255,8.00000,8.00000,10.00000,5.00000,10.00000,8.00000,8.00000,9.00000
1995,0-16 y.,Urban regions,,,,,,,,,,,,
1995,0-16 y.,Rural regions,,,,,,,,,,,,
1995,17-29 y.,Urban regions,2188,7.05956,6.96244,7.15669,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1995,17-29 y.,Rural regions,1091,7.15228,7.02070,7.28386,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1995,30-45 y.,Urban regions,2878,7.22751,7.14517,7.30986,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
