year,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Urban regions,8594,7.76370,7.71627,7.81113,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,8.00000
1985,Rural regions,2321,8.10202,8.01920,8.18483,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,9.00000
1986,Urban regions,8306,7.71267,7.66583,7.75951,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,8.00000
1986,Rural regions,2220,7.98593,7.90120,8.07065,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,8.00000
1987,Urban regions,6027,7.84855,7.79557,7.90153,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,8.00000
1987,Rural regions,1884,8.03990,7.94810,8.13169,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,9.00000
1988,Urban regions,7873,7.68243,7.63606,7.72879,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1988,Rural regions,2054,7.93176,7.84566,8.01785,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,8.00000
1989,Urban regions,7653,7.67139,7.62455,7.71822,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1989,Rural regions,1952,7.85887,7.76884,7.94889,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,8.00000
1990,Urban regions,8917,7.52652,7.48085,7.57220,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1990,Rural regions,4801,7.50789,7.44014,7.57564,6.00000,8.00000,10.00000,0.00000,10.00000,8.00000,8.00000,8.00000
1991,Urban regions,8747,7.57675,7.53136,7.62213,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1991,Rural regions,4703,7.51270,7.44986,7.57553,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1992,Urban regions,8610,7.49208,7.44654,7.53762,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1992,Rural regions,4500,7.40488,7.34126,7.46850,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1993,Urban regions,8554,7.53655,7.49029,7.58281,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1993,Rural regions,4464,7.45025,7.38546,7.51504,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1994,Urban regions,8426,7.53791,7.49162,7.58419,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1994,Rural regions,4366,7.53416,7.46914,7.59918,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1995,Urban regions,8654,7.49911,7.45366,7.54455,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1995,Rural regions,4493,7.48107,7.41912,7.54301,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1996,Urban regions,8488,7.52242,7.47730,7.56755,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1996,Rural regions,4477,7.55534,7.49269,7.61799,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1997,Urban regions,8317,7.49525,7.45079,7.53970,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1997,Rural regions,4400,7.50207,7.44051,7.56363,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1998,Urban regions,9210,7.54563,7.50295,7.58832,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1998,Rural regions,4889,7.70977,7.65480,7.76475,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1999,Urban regions,8825,7.59334,7.55105,7.63562,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1999,Rural regions,4732,7.73567,7.68013,7.79121,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2000,Urban regions,15636,7.70207,7.66986,7.73427,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2000,Rural regions,8301,7.84825,7.80671,7.88978,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2001,Urban regions,14251,7.72635,7.69395,7.75875,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2001,Rural regions,7516,7.85460,7.81108,7.89812,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2002,Urban regions,15220,7.62924,7.59776,7.66072,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2002,Rural regions,7643,7.76034,7.71694,7.80374,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2003,Urban regions,14700,7.63620,7.60436,7.66804,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2003,Rural regions,7352,7.76368,7.71984,7.80753,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2004,Urban regions,14284,7.70182,7.67014,7.73349,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2004,Rural regions,7169,7.84717,7.80367,7.89068,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2005,Urban regions,13696,7.64898,7.61593,7.68204,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2005,Rural regions,6867,7.79229,7.74601,7.83856,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2006,Urban regions,14413,7.62897,7.59688,7.66107,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2006,Rural regions,7429,7.75263,7.70720,7.79807,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2007,Urban regions,13418,7.66705,7.63493,7.69918,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2007,Rural regions,6971,7.72775,7.68264,7.77286,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2008,Urban regions,12653,7.77841,7.74583,7.81099,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2008,Rural regions,6579,7.88826,7.84369,7.93284,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2009,Urban regions,11660,7.70231,7.66779,7.73683,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2009,Rural regions,6270,7.77114,7.72460,7.81768,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2010,Urban regions,15609,7.69493,7.66485,7.72500,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2010,Rural regions,8266,7.74993,7.70758,7.79228,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2011,Urban regions,16565,7.72540,7.69597,7.75483,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2011,Rural regions,9156,7.80969,7.77062,7.84876,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2012,Urban regions,16776,7.75963,7.73113,7.78813,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2012,Rural regions,9578,7.84693,7.80906,7.88479,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2013,Urban regions,20129,7.77988,7.75289,7.80687,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2013,Rural regions,10420,7.87587,7.83944,7.91230,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2014,Urban regions,17606,7.79999,7.77172,7.82826,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2014,Rural regions,9377,7.92701,7.89030,7.96372,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2015,Urban regions,16133,7.86814,7.83907,7.89720,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2015,Rural regions,8797,7.87154,7.83346,7.90962,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2016,Urban regions,15622,7.84114,7.81142,7.87086,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2016,Rural regions,8438,7.97968,7.94254,8.01683,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2017,Urban regions,17024,7.82876,7.80010,7.85743,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2017,Rural regions,9299,7.92482,7.88858,7.96106,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2018,Urban regions,16583,7.82382,7.79548,7.85215,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2018,Rural regions,8898,7.85332,7.81487,7.89177,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2019,Urban regions,16327,7.88533,7.85660,7.91406,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2019,Rural regions,8750,7.96501,7.92727,8.00276,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2020,Urban regions,16959,7.89759,7.86973,7.92546,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2020,Rural regions,8566,7.89585,7.85673,7.93498,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2021,Urban regions,11397,8.06774,8.03500,8.10049,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2021,Rural regions,5783,8.04670,8.00168,8.09172,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2022,Urban regions,17696,7.77666,7.74711,7.80622,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2022,Rural regions,8413,7.90240,7.86040,7.94440,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
