year,quintil_oecd,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1999,5. Quintil,,,,,,,,,,,,
2000,-6,,,,,,,,,,,,
2000,1. Quintil,,,,,,,,,,,,
2000,2. Quintil,,,,,,,,,,,,
2000,3. Quintil,,,,,,,,,,,,
2000,4. Quintil,,,,,,,,,,,,
2000,5. Quintil,,,,,,,,,,,,
2001,-6,,,,,,,,,,,,
2001,1. Quintil,,,,,,,,,,,,
2001,2. Quintil,,,,,,,,,,,,
2001,3. Quintil,,,,,,,,,,,,
2001,4. Quintil,,,,,,,,,,,,
2001,5. Quintil,,,,,,,,,,,,
2002,-6,,,,,,,,,,,,
2002,1. Quintil,,,,,,,,,,,,
2002,2. Quintil,,,,,,,,,,,,
2002,3. Quintil,,,,,,,,,,,,
2002,4. Quintil,,,,,,,,,,,,
2002,5. Quintil,,,,,,,,,,,,
2003,-6,,,,,,,,,,,,
2003,1. Quintil,,,,,,,,,,,,
2003,2. Quintil,,,,,,,,,,,,
2003,3. Quintil,,,,,,,,,,,,
2003,4. Quintil,,,,,,,,,,,,
2003,5. Quintil,,,,,,,,,,,,
2004,-6,,,,,,,,,,,,
2004,1. Quintil,,,,,,,,,,,,
2004,2. Quintil,,,,,,,,,,,,
2004,3. Quintil,,,,,,,,,,,,
2004,4. Quintil,,,,,,,,,,,,
2004,5. Quintil,,,,,,,,,,,,
2005,-6,,,,,,,,,,,,
2005,1. Quintil,,,,,,,,,,,,
2005,2. Quintil,,,,,,,,,,,,
2005,3. Quintil,,,,,,,,,,,,
2005,4. Quintil,,,,,,,,,,,,
2005,5. Quintil,,,,,,,,,,,,
2006,-6,,,,,,,,,,,,
2006,1. Quintil,,,,,,,,,,,,
2006,2. Quintil,,,,,,,,,,,,
2006,3. Quintil,,,,,,,,,,,,
2006,4. Quintil,,,,,,,,,,,,
2006,5. Quintil,,,,,,,,,,,,
2007,-6,,,,,,,,,,,,
2007,1. Quintil,,,,,,,,,,,,
2007,2. Quintil,,,,,,,,,,,,
2007,3. Quintil,,,,,,,,,,,,
2007,4. Quintil,,,,,,,,,,,,
2007,5. Quintil,,,,,,,,,,,,
2008,-6,,,,,,,,,,,,
2008,1. Quintil,7.05323545774233,7.022917688966111,7.083553226518549,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2076.0
2008,2. Quintil,7.097549282596103,7.075293085809225,7.119805479382981,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2947.0
2008,3. Quintil,7.115475665484694,7.0971027498642005,7.1338485811051875,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,3980.0
2008,4. Quintil,7.026686222574021,7.010533200115692,7.042839245032351,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,4689.0
2008,5. Quintil,7.017435299582031,7.004036684158125,7.030833915005937,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,5562.0
2009,-6,,,,,,,,,,,,
2009,1. Quintil,7.038174117794557,7.007704138449691,7.068644097139423,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1889.0
2009,2. Quintil,7.081088961400032,7.058234560810699,7.103943361989365,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2671.0
2009,3. Quintil,7.018245310212074,6.999731190185521,7.036759430238627,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,3578.0
2009,4. Quintil,6.9874298642402595,6.971647781144592,7.003211947335927,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,4328.0
2009,5. Quintil,6.9938853839633754,6.9806161475650725,7.007154620361678,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,5472.0
2010,-6,,,,,,,,,,,,
2010,1. Quintil,6.959889144372071,6.935637127659263,6.984141161084879,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,3172.0
2010,2. Quintil,6.986901290477791,6.967096519929727,7.006706061025855,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,4167.0
2010,3. Quintil,6.979627432620823,6.962759694628338,6.996495170613309,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,4741.0
2010,4. Quintil,6.961878906630746,6.947130380172787,6.976627433088705,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,5480.0
2010,5. Quintil,6.956939865898925,6.94436760960451,6.969512122193341,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,6335.0
2011,-6,,,,,,,,,,,,
2011,1. Quintil,6.908938437930288,6.885133904658015,6.93274297120256,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,3280.0
2011,2. Quintil,6.916611329937394,6.898588882856661,6.934633777018128,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,4828.0
2011,3. Quintil,6.945209280927164,6.929185432003288,6.961233129851041,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,5787.0
2011,4. Quintil,6.917453974526076,6.9041562496943545,6.930751699357797,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,6658.0
2011,5. Quintil,6.973157260567806,6.9619290255583195,6.984385495577293,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,7768.0
2012,-6,,,,,,,,,,,,
2012,1. Quintil,6.943745018646514,6.917677610989763,6.969812426303266,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2951.0
2012,2. Quintil,6.911411690844558,6.8919934773811855,6.93082990430793,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,4762.0
2012,3. Quintil,6.966796926685482,6.950601088061645,6.9829927653093185,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,5693.0
2012,4. Quintil,6.9343126094691705,6.9206622476305935,6.9479629713077475,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,6431.0
2012,5. Quintil,6.963792517124824,6.952794498098175,6.974790536151472,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,7716.0
2013,-6,,,,,,,,,,,,
2013,1. Quintil,6.804842136385353,6.776172877175743,6.833511395594963,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2451.0
2013,2. Quintil,6.8876907647804,6.867195177538282,6.908186352022518,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,3984.0
2013,3. Quintil,6.921756274177283,6.905086483360662,6.938426064993903,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,5285.0
2013,4. Quintil,6.922709156312561,6.90843685965043,6.936981452974693,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,6244.0
2013,5. Quintil,6.916944100604464,6.905870164248967,6.928018036959962,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,7653.0
2014,-6,,,,,,,,,,,,
2014,1. Quintil,,,,,,,,,,,,
2014,2. Quintil,,,,,,,,,,,,
2014,3. Quintil,,,,,,,,,,,,
2014,4. Quintil,,,,,,,,,,,,
2014,5. Quintil,,,,,,,,,,,,
2015,-6,,,,,,,,,,,,
2015,1. Quintil,6.7878061665024285,6.759420734878473,6.816191598126384,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2369.0
2015,2. Quintil,6.885573008855165,6.864469752968245,6.906676264742086,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,3572.0
2015,3. Quintil,6.905586715962222,6.887408113953015,6.92376531797143,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,4784.0
2015,4. Quintil,6.926728954595689,6.9122288564791186,6.94122905271226,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,6351.0
2015,5. Quintil,6.902528243412172,6.891503686998059,6.913552799826286,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,7879.0
2016,-6,,,,,,,,,,,,
2016,1. Quintil,,,,,,,,,,,,
2016,2. Quintil,,,,,,,,,,,,
2016,3. Quintil,,,,,,,,,,,,
2016,4. Quintil,,,,,,,,,,,,
2016,5. Quintil,,,,,,,,,,,,
2017,-6,,,,,,,,,,,,
2017,1. Quintil,6.813063707481616,6.782238963078681,6.843888451884551,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2100.0
2017,2. Quintil,6.752216721761373,6.728540786556525,6.775892656966221,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,3147.0
2017,3. Quintil,6.8186792774985,6.800060964144577,6.837297590852423,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,4753.0
2017,4. Quintil,6.848907592345767,6.8346507588906045,6.863164425800929,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,6570.0
2017,5. Quintil,6.87414974848247,6.863791542522476,6.884507954442464,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,9911.0
2018,-6,,,,,,,,,,,,
2018,1. Quintil,,,,,,,,,,,,
2018,2. Quintil,,,,,,,,,,,,
2018,3. Quintil,,,,,,,,,,,,
2018,4. Quintil,,,,,,,,,,,,
2018,5. Quintil,,,,,,,,,,,,
2019,-6,,,,,,,,,,,,
2019,1. Quintil,6.627942782261412,6.5910710913164285,6.664814473206396,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1568.0
2019,2. Quintil,6.685946810722181,6.65726346225762,6.7146301591867426,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2336.0
2019,3. Quintil,6.8160111691208005,6.795092039162541,6.83693029907906,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,3756.0
2019,4. Quintil,6.774287930722331,6.758361530111018,6.790214331333645,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,5975.0
2019,5. Quintil,6.832301492761902,6.822878384882822,6.8417246006409815,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,12033.0
2020,-6,6.876095161828673,6.7984166609883925,6.953773662668954,6.0,7.0,8.0,3.0,11.0,7.0,7.0,8.0,220.0
2020,1. Quintil,6.874689675833135,6.849196523106117,6.900182828560154,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,3177.0
2020,2. Quintil,6.838602572572783,6.81453093417077,6.862674210974796,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,3103.0
2020,3. Quintil,6.842398406135022,6.820747176785069,6.8640496354849745,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,3692.0
2020,4. Quintil,6.935552846732914,6.920347800210916,6.950757893254913,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,5994.0
2020,5. Quintil,6.9060052097483045,6.896579357563011,6.915431061933598,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,12122.0
2021,-6,6.8530958663726675,6.7751600569666115,6.931031675778724,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,252.0
2021,1. Quintil,6.8074954629992375,6.776420911208213,6.838570014790262,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1777.0
2021,2. Quintil,6.7583446996280205,6.726954997671736,6.789734401584305,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1824.0
2021,3. Quintil,6.830464165246466,6.8046648401597,6.856263490333233,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2302.0
2021,4. Quintil,6.847557799293106,6.827853317290222,6.867262281295989,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,3731.0
2021,5. Quintil,6.895570570478023,6.884990389143326,6.906150751812721,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,9357.0
