"year","age_gr","quintil_oecd","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2008","17-29","1 Einkommensschwächstes Quintil","7.27","6.5","834","6","7","8","9","10","7.19","7.35","3","13","7","7"
"2008","17-29","2","7.11","6.5","693","6","6","8","8","10","7.02","7.2","3","12","7","7"
"2008","17-29","3","7.15","6.5","587","6","6","8","8","10","7.06","7.24","3","11","7","7"
"2008","17-29","4","7.22","6.5","636","6","7","8","8","10","7.14","7.3","2","12","7","7"
"2008","17-29","5 Einkommensstärkstes Quintil","7.02","6.5","394","6","6","8","8","10","6.92","7.12","4","12","7","7"
"2008","30-45","1 Einkommensschwächstes Quintil","6.99","6.5","803","5","6","8","8","10","6.9","7.08","2","13","7","7"
"2008","30-45","2","6.98","6.5","1036","6","6","8","8","10","6.92","7.04","2","11","7","7"
"2008","30-45","3","6.91","6.5","1090","6","6","8","8","9","6.85","6.97","1","10","7","7"
"2008","30-45","4","6.91","6.5","1145","6","6","8","8","10","6.85","6.97","3","10","7","7"
"2008","30-45","5 Einkommensstärkstes Quintil","6.88","6.5","1086","6","6","7","8","9","6.83","6.93","3","10","7","7"
"2008","46-65","1 Einkommensschwächstes Quintil","6.85","6.5","1043","5","6","8","8","10","6.76","6.94","2","12","7","7"
"2008","46-65","2","6.99","6.5","1151","6","6","8","8","10","6.92","7.06","2","12","7","7"
"2008","46-65","3","7","6.5","1105","6","6","8","8","10","6.93","7.07","2","14","7","7"
"2008","46-65","4","6.96","6.5","1514","6","6","8","8","9","6.91","7.01","3","18","7","7"
"2008","46-65","5 Einkommensstärkstes Quintil","6.92","6.5","1862","6","6","8","8","9","6.87","6.97","2","12","7","7"
"2008","66","1 Einkommensschwächstes Quintil","7.19","6.5","639","5","6","8","9","10","7.08","7.3","2","12","7","8"
"2008","66","2","7.24","6.5","1156","5","6","8","9","11","7.16","7.32","2","15","7","8"
"2008","66","3","7.3","6.5","947","6","7","8","9","10","7.22","7.38","3","12","7","8"
"2008","66","4","7.35","6.5","796","6","7","8","9","10","7.26","7.44","3","14","7","8"
"2008","66","5 Einkommensstärkstes Quintil","7.34","6.5","737","6","6","8","9","11","7.25","7.43","2","13","7","8"
"2009","17-29","1 Einkommensschwächstes Quintil","7.34","6.5","736","6","7","8","8","10","7.25","7.43","2","12","7","8"
"2009","17-29","2","7.07","6.5","589","6","6","8","8","10","6.98","7.16","3","10","7","7"
"2009","17-29","3","7.18","6.5","518","6","6","8","8","10","7.09","7.27","4","10","7","7"
"2009","17-29","4","7.17","6.5","568","6","7","8","8","9","7.09","7.25","3","12","7","7"
"2009","17-29","5 Einkommensstärkstes Quintil","7.15","6.5","426","6","7","8","8","10","7.06","7.24","4","10","7","7"
"2009","30-45","1 Einkommensschwächstes Quintil","6.93","6.5","671","6","6","8","8","9","6.84","7.02","2","10","7","7"
"2009","30-45","2","6.93","6.5","915","6","6","8","8","10","6.86","7","1","12","7","7"
"2009","30-45","3","6.94","6.5","951","6","6","8","8","10","6.88","7","3","11","7","7"
"2009","30-45","4","6.9","6.5","1078","6","6","7","8","9","6.84","6.96","2","12","7","7"
"2009","30-45","5 Einkommensstärkstes Quintil","6.88","6.5","1047","6","6","7","8","9","6.83","6.93","3","11","7","7"
"2009","46-65","1 Einkommensschwächstes Quintil","6.88","6.5","934","5","6","8","8","10","6.79","6.97","2","14","7","7"
