"year","quintil_oecd","sex","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2008","1 Einkommensschwächstes Quintil","männlich","7.09","6.5","1438","5","6","8","8","10","7.02","7.16","2","12","7","7"
"2008","1 Einkommensschwächstes Quintil","weiblich","7.04","6.5","1881","5","6","8","8","10","6.98","7.1","2","13","7","7"
"2008","2","männlich","7.09","6.5","1870","6","6","8","8","10","7.03","7.15","2","15","7","7"
"2008","2","weiblich","7.08","6.5","2166","6","6","8","8","10","7.03","7.13","2","13","7","7"
"2008","3","männlich","6.99","6.5","1774","6","6","8","8","10","6.94","7.04","1","12","7","7"
"2008","3","weiblich","7.16","6.5","1955","6","6","8","8","10","7.11","7.21","2","14","7","7"
"2008","4","männlich","6.98","6.5","2032","6","6","8","8","10","6.93","7.03","3","18","7","7"
"2008","4","weiblich","7.16","6.5","2059","6","7","8","8","10","7.11","7.21","2","14","7","7"
"2008","5 Einkommensstärkstes Quintil","männlich","6.95","6.5","2073","6","6","8","8","10","6.91","6.99","2","13","7","7"
"2008","5 Einkommensstärkstes Quintil","weiblich","7.04","6.5","2006","6","6","8","8","10","6.99","7.09","2","12","7","7"
"2009","1 Einkommensschwächstes Quintil","männlich","7.11","6.5","1304","6","6","8","8","10","7.04","7.18","1","12","7","7"
"2009","1 Einkommensschwächstes Quintil","weiblich","7.05","6.5","1656","5","6","8","8","10","6.98","7.12","2","14","7","7"
"2009","2","männlich","6.97","6.5","1660","6","6","8","8","10","6.91","7.03","1","12","7","7"
"2009","2","weiblich","6.95","6.5","1991","6","6","8","8","10","6.9","7","2","12","7","7"
"2009","3","männlich","7.02","6.5","1587","6","6","8","8","10","6.97","7.07","3","16","7","7"
"2009","3","weiblich","7.09","6.5","1775","6","6","8","8","10","7.04","7.14","2","14","7","7"
"2009","4","männlich","6.95","6.5","1964","6","6","8","8","10","6.9","7","3","12","7","7"
"2009","4","weiblich","7.03","6.5","1964","6","6","8","8","9","6.98","7.08","2","12","7","7"
"2009","5 Einkommensstärkstes Quintil","männlich","6.93","6.5","2050","6","6","8","8","10","6.89","6.97","3","16","7","7"
"2009","5 Einkommensstärkstes Quintil","weiblich","7.1","6.5","1987","6","7","8","8","10","7.06","7.14","2","12","7","7"
"2010","1 Einkommensschwächstes Quintil","männlich","7.01","6.5","1901","6","6","8","8","10","6.95","7.07","2","13","7","7"
"2010","1 Einkommensschwächstes Quintil","weiblich","6.84","6.5","2775","5","6","8","8","10","6.79","6.89","1","12","7","7"
"2010","2","männlich","7.01","6.5","2399","5","6","8","8","10","6.96","7.06","1","12","7","7"
"2010","2","weiblich","7.01","6.5","3117","5","6","8","8","10","6.97","7.05","1","15","7","7"
"2010","3","männlich","6.92","6.5","1954","6","6","8","8","10","6.87","6.97","2","12","7","7"
"2010","3","weiblich","7.01","6.5","2256","6","6","8","8","10","6.96","7.06","2","12","7","7"
"2010","4","männlich","6.92","6.5","2275","6","6","8","8","10","6.88","6.96","2","12","7","7"
"2010","4","weiblich","6.98","6.5","2452","6","6","8","8","10","6.94","7.02","2","13","7","7"
"2010","5 Einkommensstärkstes Quintil","männlich","6.95","6.5","2351","6","6","8","8","10","6.91","6.99","3","13","7","7"
