"year","quintil_oecd","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2008","1 Einkommensschwächstes Quintil","Ostdeutschland","7.12","6.5","1163","6","6","8","8","10","7.04","7.2","3","12","7","7"
"2008","1 Einkommensschwächstes Quintil","Westdeutschland","7.04","6.5","2156","5","6","8","8","10","6.98","7.1","2","13","7","7"
"2008","2","Ostdeutschland","7.09","6.5","1252","6","6","8","8","10","7.02","7.16","2","12","7","7"
"2008","2","Westdeutschland","7.08","6.5","2784","6","6","8","8","10","7.04","7.12","2","15","7","7"
"2008","3","Ostdeutschland","7.13","6.5","1034","6","6","8","8","10","7.06","7.2","3","12","7","7"
"2008","3","Westdeutschland","7.07","6.5","2695","6","6","8","8","10","7.03","7.11","1","14","7","7"
"2008","4","Ostdeutschland","7.06","6.5","822","6","6","8","8","10","6.99","7.13","3","11","7","7"
"2008","4","Westdeutschland","7.07","6.5","3269","6","6","8","8","10","7.03","7.11","2","18","7","7"
"2008","5 Einkommensstärkstes Quintil","Ostdeutschland","6.93","6.5","481","6","6","8","8","9","6.84","7.02","3","11","7","7"
"2008","5 Einkommensstärkstes Quintil","Westdeutschland","7","6.5","3598","6","6","8","8","10","6.97","7.03","2","13","7","7"
"2009","1 Einkommensschwächstes Quintil","Ostdeutschland","7.14","6.5","997","6","6","8","8","10","7.06","7.22","2","14","7","7"
"2009","1 Einkommensschwächstes Quintil","Westdeutschland","7.06","6.5","1963","5","6","8","8","10","7","7.12","1","12","7","7"
"2009","2","Ostdeutschland","7","6.5","1220","6","6","8","8","10","6.93","7.07","2","12","7","7"
"2009","2","Westdeutschland","6.95","6.5","2431","5","6","8","8","10","6.9","7","1","12","7","7"
"2009","3","Ostdeutschland","7","6.5","1024","6","6","8","8","10","6.93","7.07","3","12","7","7"
"2009","3","Westdeutschland","7.07","6.5","2338","6","6","8","8","10","7.02","7.12","2","16","7","7"
"2009","4","Ostdeutschland","7","6.5","802","6","6","8","8","9","6.93","7.07","4","11","7","7"
"2009","4","Westdeutschland","6.99","6.5","3126","6","6","8","8","10","6.95","7.03","2","12","7","7"
"2009","5 Einkommensstärkstes Quintil","Ostdeutschland","6.91","6.5","482","6","6","7","8","9","6.83","6.99","3","10","7","7"
"2009","5 Einkommensstärkstes Quintil","Westdeutschland","7.02","6.5","3555","6","6","8","8","10","6.99","7.05","2","16","7","7"
"2010","1 Einkommensschwächstes Quintil","Ostdeutschland","6.94","6.5","1388","5","6","8","8","10","6.87","7.01","2","13","7","7"
"2010","1 Einkommensschwächstes Quintil","Westdeutschland","6.91","6.5","3288","5","6","8","8","10","6.86","6.96","1","12","7","7"
"2010","2","Ostdeutschland","6.98","6.5","1491","5","6","8","8","10","6.92","7.04","2","12","7","7"
"2010","2","Westdeutschland","7.02","6.5","4025","5","6","8","8","10","6.98","7.06","1","15","7","7"
"2010","3","Ostdeutschland","6.98","6.5","1114","6","6","8","8","10","6.91","7.05","2","12","7","7"
"2010","3","Westdeutschland","6.96","6.5","3096","6","6","8","8","10","6.92","7","2","12","7","7"
"2010","4","Ostdeutschland","6.88","6.5","927","6","6","8","8","10","6.81","6.95","3","11","7","7"
"2010","4","Westdeutschland","6.96","6.5","3800","6","6","8","8","10","6.93","6.99","2","13","7","7"
"2010","5 Einkommensstärkstes Quintil","Ostdeutschland","6.99","6.5","539","6","6","8","8","9","6.91","7.07","3","12","7","7"
"2010","5 Einkommensstärkstes Quintil","Westdeutschland","6.99","6.5","4227","6","6","8","8","10","6.96","7.02","2","13","7","7"
"2011","1 Einkommensschwächstes Quintil","Ostdeutschland","6.97","6.5","1569","5","6","8","8","10","6.9","7.04","2","12","7","7"
"2011","1 Einkommensschwächstes Quintil","Westdeutschland","6.88","6.5","3672","5","6","8","8","10","6.83","6.93","1","15","7","7"
"2011","2","Ostdeutschland","6.92","6.5","1605","5","6","8","8","10","6.86","6.98","1","12","7","7"
"2011","2","Westdeutschland","6.91","6.5","4553","5","6","8","8","10","6.87","6.95","1","15","7","7"
"2011","3","Ostdeutschland","6.95","6.5","1292","6","6","8","8","10","6.88","7.02","2","12","7","7"
"2011","3","Westdeutschland","6.96","6.5","3848","5","6","8","8","10","6.92","7","2","14","7","7"
"2011","4","Ostdeutschland","6.94","6.5","1132","6","6","8","8","10","6.87","7.01","1","14","7","7"
"2011","4","Westdeutschland","6.94","6.5","4722","6","6","8","8","10","6.91","6.97","2","12","7","7"
"2011","5 Einkommensstärkstes Quintil","Ostdeutschland","6.97","6.5","704","6","6","8","8","9","6.9","7.04","3","12","7","7"
"2011","5 Einkommensstärkstes Quintil","Westdeutschland","6.96","6.5","5226","6","6","8","8","10","6.93","6.99","2","12","7","7"
"2012","1 Einkommensschwächstes Quintil","Ostdeutschland","6.87","6.5","1383","5","6","8","8","10","6.79","6.95","2","12","7","7"
"2012","1 Einkommensschwächstes Quintil","Westdeutschland","6.91","6.5","3120","5","6","8","8","10","6.86","6.96","1","15","7","7"
"2012","2","Ostdeutschland","6.94","6.5","1513","5","6","8","8","10","6.87","7.01","1","16","7","7"
"2012","2","Westdeutschland","6.89","6.5","4188","5","6","8","8","10","6.85","6.93","1","14","7","7"
"2012","3","Ostdeutschland","7","6.5","1323","5","6","8","8","10","6.93","7.07","2","12","7","7"
"2012","3","Westdeutschland","6.98","6.5","3915","6","6","8","8","10","6.94","7.02","2","13","7","7"
"2012","4","Ostdeutschland","6.94","6.5","1156","6","6","8","8","10","6.87","7.01","2","12","7","7"
"2012","4","Westdeutschland","6.96","6.5","4771","6","6","8","8","10","6.93","6.99","1","15","7","7"
"2012","5 Einkommensstärkstes Quintil","Ostdeutschland","6.93","6.5","772","6","6","8","8","9","6.86","7","3","10","7","7"
"2012","5 Einkommensstärkstes Quintil","Westdeutschland","6.98","6.5","5413","6","6","8","8","9","6.95","7.01","1","13","7","7"
"2013","1 Einkommensschwächstes Quintil","Ostdeutschland","6.8","6.5","1138","5","6","8","8","10","6.72","6.88","2","12","7","7"
"2013","1 Einkommensschwächstes Quintil","Westdeutschland","6.8","6.5","2657","5","6","8","8","10","6.75","6.85","1","14","7","7"
"2013","2","Ostdeutschland","6.82","6.5","1399","5","6","8","8","9","6.75","6.89","1","12","7","7"
"2013","2","Westdeutschland","6.91","6.5","3634","5","6","8","8","10","6.87","6.95","1","14","7","7"
"2013","3","Ostdeutschland","7","6.5","1198","6","6","8","8","10","6.93","7.07","3","12","7","7"
"2013","3","Westdeutschland","6.94","6.5","3598","5","6","8","8","10","6.9","6.98","1","13","7","7"
"2013","4","Ostdeutschland","6.93","6.5","1170","6","6","8","8","10","6.87","6.99","3","12","7","7"
"2013","4","Westdeutschland","6.9","6.5","4569","6","6","8","8","10","6.87","6.93","2","12","7","7"
"2013","5 Einkommensstärkstes Quintil","Ostdeutschland","6.98","6.5","807","6","6","8","8","10","6.91","7.05","2","12","7","7"
"2013","5 Einkommensstärkstes Quintil","Westdeutschland","6.92","6.5","5448","6","6","8","8","9","6.89","6.95","2","13","7","7"
"2014","1 Einkommensschwächstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2014","1 Einkommensschwächstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2014","2","Ostdeutschland","","","","","","","","","","","","","",""
"2014","2","Westdeutschland","","","","","","","","","","","","","",""
"2014","3","Ostdeutschland","","","","","","","","","","","","","",""
"2014","3","Westdeutschland","","","","","","","","","","","","","",""
"2014","4","Ostdeutschland","","","","","","","","","","","","","",""
"2014","4","Westdeutschland","","","","","","","","","","","","","",""
"2014","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2014","5 Einkommensstärkstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2015","1 Einkommensschwächstes Quintil","Ostdeutschland","6.85","6.5","930","5","6","8","8","10","6.76","6.94","2","12","7","7"
"2015","1 Einkommensschwächstes Quintil","Westdeutschland","6.79","6.5","2640","5","6","8","8","10","6.74","6.84","2","14","7","7"
"2015","2","Ostdeutschland","6.85","6.5","1059","5","6","8","8","10","6.77","6.93","2","12","7","7"
