year,sex,plh0112,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,male,Very important,0.07451,419,3408,0.06569,0.08332
1990,male,Important,0.23728,1337,3408,0.22299,0.25156
1990,male,Less important,0.23651,1339,3408,0.22225,0.25078
1990,male,Unimportant,0.05818,313,3408,0.05032,0.06604
1990,female,Very important,0.07873,468,3697,0.07005,0.08741
1990,female,Important,0.23283,1395,3697,0.21920,0.24645
1990,female,Less important,0.23670,1414,3697,0.22300,0.25041
1990,female,Unimportant,0.08063,420,3697,0.07186,0.08941
1992,male,Very important,0.09730,636,5212,0.08926,0.10535
1992,male,Important,0.28848,2028,5212,0.27618,0.30079
1992,male,Less important,0.29146,2082,5212,0.27912,0.30380
1992,male,Unimportant,0.07613,466,5212,0.06893,0.08333
1992,female,Very important,0.09410,671,5739,0.08654,0.10165
1992,female,Important,0.29855,2245,5739,0.28671,0.31039
1992,female,Less important,0.28882,2216,5739,0.27709,0.30055
1992,female,Unimportant,0.09923,607,5739,0.09150,0.10697
1995,male,Very important,0.06768,455,5320,0.06093,0.07443
1995,male,Important,0.28443,1984,5320,0.27231,0.29656
1995,male,Less important,0.32350,2357,5320,0.31093,0.33608
1995,male,Unimportant,0.08151,524,5320,0.07415,0.08886
1995,female,Very important,0.08262,599,5857,0.07557,0.08968
1995,female,Important,0.28151,2145,5857,0.27000,0.29303
1995,female,Less important,0.31955,2456,5857,0.30761,0.33150
1995,female,Unimportant,0.10170,657,5857,0.09396,0.10944
2004,male,Very important,0.07944,1018,10348,0.07423,0.08465
2004,male,Important,0.29529,3777,10348,0.28650,0.30408
2004,male,Less important,0.35481,4444,10348,0.34559,0.36403
2004,male,Unimportant,0.09740,1109,10348,0.09169,0.10311
2004,female,Very important,0.08085,1089,11164,0.07579,0.08591
2004,female,Important,0.28750,4005,11164,0.27910,0.29589
2004,female,Less important,0.35090,4732,11164,0.34205,0.35976
2004,female,Unimportant,0.11774,1338,11164,0.11176,0.12371
2008,male,Very important,0.07186,744,9169,0.06658,0.07715
2008,male,Important,0.27395,3140,9169,0.26482,0.28308
2008,male,Less important,0.36010,4031,9169,0.35027,0.36992
2008,male,Unimportant,0.12082,1254,9169,0.11415,0.12749
2008,female,Very important,0.06547,805,10061,0.06064,0.07030
2008,female,Important,0.27204,3402,10061,0.26334,0.28074
2008,female,Less important,0.36659,4439,10061,0.35717,0.37601
2008,female,Unimportant,0.13729,1415,10061,0.13056,0.14401
2012,male,Very important,0.08956,1274,12525,0.08456,0.09456
2012,male,Important,0.29803,4410,12525,0.29002,0.30605
2012,male,Less important,0.34336,5396,12525,0.33504,0.35167
2012,male,Unimportant,0.09990,1445,12525,0.09465,0.10515
2012,female,Very important,0.09598,1584,15032,0.09127,0.10069
2012,female,Important,0.29314,5127,15032,0.28586,0.30042
2012,female,Less important,0.33861,6503,15032,0.33105,0.34618
2012,female,Unimportant,0.11422,1818,15032,0.10913,0.11930
2016,male,Very important,0.10246,1306,11093,0.09682,0.10811
2016,male,Important,0.30314,4167,11093,0.29459,0.31169
2016,male,Less important,0.32899,4478,11093,0.32025,0.33774
2016,male,Unimportant,0.09063,1142,11093,0.08528,0.09597
2016,female,Very important,0.10628,1677,13126,0.10101,0.11155
2016,female,Important,0.29746,4761,13126,0.28964,0.30528
2016,female,Less important,0.33514,5259,13126,0.32707,0.34322
2016,female,Unimportant,0.10563,1429,13126,0.10037,0.11089
2021,male,Very important,0.09795,1070,8071,0.09146,0.10443
2021,male,Important,0.28780,2997,8071,0.27792,0.29768
2021,male,Less important,0.34556,3293,8071,0.33519,0.35594
2021,male,Unimportant,0.08018,711,8071,0.07426,0.08611
2021,female,Very important,0.11717,1321,9088,0.11056,0.12379
2021,female,Important,0.28701,3311,9088,0.27771,0.29631
2021,female,Less important,0.33520,3671,9088,0.32549,0.34490
2021,female,Unimportant,0.09124,785,9088,0.08532,0.09716
