year,quintil_oecd,plh0112,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,Very important,0.04939,87,1107,0.03662,0.06216
1990,1st Quintile,Important,0.21034,357,1107,0.18632,0.23436
1990,1st Quintile,Less important,0.25973,426,1107,0.23389,0.28557
1990,1st Quintile,Unimportant,0.16341,237,1107,0.14162,0.18520
1990,2nd Quintile,Very important,0.07343,132,1327,0.05939,0.08747
1990,2nd Quintile,Important,0.26167,492,1327,0.23801,0.28532
1990,2nd Quintile,Less important,0.29396,550,1327,0.26944,0.31848
1990,2nd Quintile,Unimportant,0.08783,153,1327,0.07259,0.10306
1990,3rd Quintile,Very important,0.09866,181,1409,0.08308,0.11424
1990,3rd Quintile,Important,0.28280,512,1409,0.25927,0.30632
1990,3rd Quintile,Less important,0.31022,581,1409,0.28606,0.33438
1990,3rd Quintile,Unimportant,0.07216,135,1409,0.05864,0.08568
1990,4th Quintile,Very important,0.12739,227,1591,0.11100,0.14378
1990,4th Quintile,Important,0.33324,627,1591,0.31007,0.35641
1990,4th Quintile,Less important,0.32905,632,1591,0.30596,0.35215
1990,4th Quintile,Unimportant,0.05907,105,1591,0.04748,0.07066
1990,5th Quintile,Very important,0.13490,260,1668,0.11850,0.15130
1990,5th Quintile,Important,0.39400,743,1668,0.37054,0.41746
1990,5th Quintile,Less important,0.29962,564,1668,0.27763,0.32161
1990,5th Quintile,Unimportant,0.05685,101,1668,0.04574,0.06797
1992,1st Quintile,Very important,0.06627,211,2283,0.05606,0.07648
1992,1st Quintile,Important,0.24200,810,2283,0.22443,0.25957
1992,1st Quintile,Less important,0.27054,919,2283,0.25231,0.28877
1992,1st Quintile,Unimportant,0.13879,343,2283,0.12461,0.15298
1992,2nd Quintile,Very important,0.06464,229,2279,0.05454,0.07474
1992,2nd Quintile,Important,0.25844,865,2279,0.24046,0.27642
1992,2nd Quintile,Less important,0.28425,954,2279,0.26572,0.30277
1992,2nd Quintile,Unimportant,0.08996,231,2279,0.07821,0.10171
1992,3rd Quintile,Very important,0.08745,234,2090,0.07533,0.09956
1992,3rd Quintile,Important,0.27932,816,2090,0.26008,0.29856
1992,3rd Quintile,Less important,0.29417,845,2090,0.27463,0.31371
1992,3rd Quintile,Unimportant,0.08142,195,2090,0.06969,0.09315
1992,4th Quintile,Very important,0.11469,284,2113,0.10110,0.12828
1992,4th Quintile,Important,0.30714,824,2113,0.28746,0.32681
1992,4th Quintile,Less important,0.30882,828,2113,0.28912,0.32853
1992,4th Quintile,Unimportant,0.07588,177,2113,0.06459,0.08717
1992,5th Quintile,Very important,0.14520,348,2185,0.13043,0.15998
1992,5th Quintile,Important,0.38152,958,2185,0.36115,0.40189
1992,5th Quintile,Less important,0.29280,752,2185,0.27372,0.31189
1992,5th Quintile,Unimportant,0.05404,127,2185,0.04455,0.06352
1995,1st Quintile,Very important,0.05208,143,1917,0.04213,0.06203
1995,1st Quintile,Important,0.20566,619,1917,0.18756,0.22376
1995,1st Quintile,Less important,0.28377,847,1917,0.26359,0.30396
1995,1st Quintile,Unimportant,0.12453,308,1917,0.10975,0.13932
1995,2nd Quintile,Very important,0.05540,174,2262,0.04597,0.06483
1995,2nd Quintile,Important,0.23453,756,2262,0.21706,0.25199
1995,2nd Quintile,Less important,0.31991,1036,2262,0.30068,0.33913
1995,2nd Quintile,Unimportant,0.11177,296,2262,0.09878,0.12476
1995,3rd Quintile,Very important,0.08100,210,2332,0.06993,0.09208
1995,3rd Quintile,Important,0.26285,824,2332,0.24498,0.28072
1995,3rd Quintile,Less important,0.32234,1035,2332,0.30336,0.34131
1995,3rd Quintile,Unimportant,0.10034,263,2332,0.08815,0.11254
1995,4th Quintile,Very important,0.08587,242,2363,0.07457,0.09717
1995,4th Quintile,Important,0.31728,920,2363,0.29851,0.33605
1995,4th Quintile,Less important,0.35451,1024,2363,0.33521,0.37380
1995,4th Quintile,Unimportant,0.07058,177,2363,0.06025,0.08091
1995,5th Quintile,Very important,0.10192,284,2300,0.08955,0.11429
1995,5th Quintile,Important,0.39415,1009,2300,0.37418,0.41413
1995,5th Quintile,Less important,0.32694,870,2300,0.30777,0.34612
1995,5th Quintile,Unimportant,0.05225,137,2300,0.04316,0.06135
2004,1st Quintile,Very important,0.06338,253,3265,0.05502,0.07174
2004,1st Quintile,Important,0.24088,972,3265,0.22621,0.25555
2004,1st Quintile,Less important,0.32151,1402,3265,0.30549,0.33754
2004,1st Quintile,Unimportant,0.15795,638,3265,0.14544,0.17046
