year,age_gr,migback,plh0112,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,30-45 y.,Direct migration background,Less important,0.43982,376,841,0.40625,0.47339
2004,30-45 y.,Direct migration background,Unimportant,0.10813,90,841,0.08713,0.12913
2004,30-45 y.,Indirect migration background,Very important,0.12421,33,204,0.07884,0.16958
2004,30-45 y.,Indirect migration background,Important,0.46175,102,204,0.39316,0.53033
2004,30-45 y.,Indirect migration background,Less important,0.33902,69,204,0.27390,0.40414
2004,46-65 y.,No migration background,Very important,0.09516,598,6343,0.08794,0.10238
2004,46-65 y.,No migration background,Important,0.35486,2372,6343,0.34308,0.36663
2004,46-65 y.,No migration background,Less important,0.43622,2797,6343,0.42401,0.44842
2004,46-65 y.,No migration background,Unimportant,0.10854,576,6343,0.10088,0.11619
2004,46-65 y.,Direct migration background,Very important,0.06543,58,947,0.04967,0.08119
2004,46-65 y.,Direct migration background,Important,0.33583,325,947,0.30574,0.36593
2004,46-65 y.,Direct migration background,Less important,0.43460,392,947,0.40301,0.46619
2004,46-65 y.,Direct migration background,Unimportant,0.15850,172,947,0.13522,0.18177
2004,66 and older,No migration background,Very important,0.07248,258,3359,0.06371,0.08124
2004,66 and older,No migration background,Important,0.31682,1116,3359,0.30108,0.33255
2004,66 and older,No migration background,Less important,0.38429,1317,3359,0.36783,0.40074
2004,66 and older,No migration background,Unimportant,0.21552,668,3359,0.20162,0.22943
2004,66 and older,Direct migration background,Important,0.18756,77,335,0.14569,0.22942
2004,66 and older,Direct migration background,Less important,0.41816,145,335,0.36526,0.47106
2004,66 and older,Direct migration background,Unimportant,0.29959,113,335,0.25046,0.34872
2008,17-29 y.,No migration background,Very important,0.11865,337,2492,0.10595,0.13135
2008,17-29 y.,No migration background,Important,0.36598,975,2492,0.34706,0.38490
2008,17-29 y.,No migration background,Less important,0.35107,954,2492,0.33232,0.36981
2008,17-29 y.,No migration background,Unimportant,0.09168,226,2492,0.08034,0.10301
2008,17-29 y.,Direct migration background,Very important,0.16051,31,213,0.11110,0.20993
2008,17-29 y.,Direct migration background,Important,0.46136,109,213,0.39426,0.52847
2008,17-29 y.,Direct migration background,Less important,0.32065,73,213,0.25783,0.38348
2008,17-29 y.,Indirect migration background,Very important,0.15156,76,432,0.11771,0.18542
2008,17-29 y.,Indirect migration background,Important,0.37426,177,432,0.32857,0.41995
2008,17-29 y.,Indirect migration background,Less important,0.28774,143,432,0.24500,0.33048
2008,17-29 y.,Indirect migration background,Unimportant,0.06434,36,432,0.04117,0.08750
2008,30-45 y.,No migration background,Very important,0.07690,292,4284,0.06892,0.08488
2008,30-45 y.,No migration background,Important,0.31733,1418,4284,0.30339,0.33127
2008,30-45 y.,No migration background,Less important,0.48125,2120,4284,0.46628,0.49621
2008,30-45 y.,No migration background,Unimportant,0.12012,454,4284,0.11038,0.12985
2008,30-45 y.,Direct migration background,Very important,0.06620,52,602,0.04632,0.08608
2008,30-45 y.,Direct migration background,Important,0.38331,210,602,0.34443,0.42218
2008,30-45 y.,Direct migration background,Less important,0.43064,255,602,0.39105,0.47022
2008,30-45 y.,Direct migration background,Unimportant,0.11182,85,602,0.08662,0.13701
2008,30-45 y.,Indirect migration background,Important,0.41475,115,224,0.35009,0.47942
2008,30-45 y.,Indirect migration background,Less important,0.43691,109,224,0.37181,0.50201
2008,46-65 y.,No migration background,Very important,0.07074,408,5922,0.06421,0.07727
2008,46-65 y.,No migration background,Important,0.31915,2049,5922,0.30728,0.33103
2008,46-65 y.,No migration background,Less important,0.46992,2734,5922,0.45721,0.48264
2008,46-65 y.,No migration background,Unimportant,0.13771,731,5922,0.12893,0.14649
2008,46-65 y.,Direct migration background,Very important,0.05864,44,702,0.04124,0.07603
2008,46-65 y.,Direct migration background,Important,0.31477,215,702,0.28039,0.34915
2008,46-65 y.,Direct migration background,Less important,0.41168,305,702,0.37525,0.44811
2008,46-65 y.,Direct migration background,Unimportant,0.20683,138,702,0.17685,0.23681
2008,66 and older,No migration background,Very important,0.06524,258,3880,0.05747,0.07301
2008,66 and older,No migration background,Important,0.27614,1177,3880,0.26207,0.29021
2008,66 and older,No migration background,Less important,0.40393,1610,3880,0.38849,0.41937
2008,66 and older,No migration background,Unimportant,0.23792,835,3880,0.22452,0.25132
2008,66 and older,Direct migration background,Important,0.18708,76,340,0.14557,0.22859
2008,66 and older,Direct migration background,Less important,0.32757,138,340,0.27761,0.37753
2008,66 and older,Direct migration background,Unimportant,0.38874,126,340,0.33685,0.44064
2012,17-29 y.,No migration background,Very important,0.16759,542,3084,0.15440,0.18077
2012,17-29 y.,No migration background,Important,0.40205,1212,3084,0.38474,0.41936
2012,17-29 y.,No migration background,Less important,0.30253,1111,3084,0.28631,0.31874
2012,17-29 y.,No migration background,Unimportant,0.05724,219,3084,0.04904,0.06544
2012,17-29 y.,Direct migration background,Very important,0.21288,67,368,0.17100,0.25476
2012,17-29 y.,Direct migration background,Important,0.46899,188,368,0.41793,0.52005
2012,17-29 y.,Direct migration background,Less important,0.27325,113,368,0.22766,0.31884
2012,17-29 y.,Indirect migration background,Very important,0.13446,90,478,0.10385,0.16508
2012,17-29 y.,Indirect migration background,Important,0.42782,223,478,0.38342,0.47222
2012,17-29 y.,Indirect migration background,Less important,0.28761,165,478,0.24699,0.32823
2012,30-45 y.,No migration background,Very important,0.11737,605,7091,0.10988,0.12486
2012,30-45 y.,No migration background,Important,0.34270,2243,7091,0.33165,0.35375
2012,30-45 y.,No migration background,Less important,0.44340,3537,7091,0.43184,0.45496
2012,30-45 y.,No migration background,Unimportant,0.09501,706,7091,0.08818,0.10184
2012,30-45 y.,Direct migration background,Very important,0.14295,186,1395,0.12458,0.16133
2012,30-45 y.,Direct migration background,Important,0.45468,604,1395,0.42854,0.48082
2012,30-45 y.,Direct migration background,Less important,0.34254,508,1395,0.31762,0.36745
2012,30-45 y.,Direct migration background,Unimportant,0.05788,97,1395,0.04562,0.07014
2012,30-45 y.,Indirect migration background,Very important,0.11750,66,572,0.09109,0.14391
2012,30-45 y.,Indirect migration background,Important,0.37789,213,572,0.33812,0.41766
2012,30-45 y.,Indirect migration background,Less important,0.42466,246,572,0.38412,0.46520
2012,30-45 y.,Indirect migration background,Unimportant,0.07368,47,572,0.05225,0.09511
2012,46-65 y.,No migration background,Very important,0.09179,769,8288,0.08557,0.09800
2012,46-65 y.,No migration background,Important,0.32901,2802,8288,0.31889,0.33913
2012,46-65 y.,No migration background,Less important,0.45035,3748,8288,0.43964,0.46106
2012,46-65 y.,No migration background,Unimportant,0.12463,969,8288,0.11752,0.13175
2012,46-65 y.,Direct migration background,Very important,0.08215,86,931,0.06450,0.09979
2012,46-65 y.,Direct migration background,Important,0.37036,345,931,0.33933,0.40140
2012,46-65 y.,Direct migration background,Less important,0.38173,360,931,0.35050,0.41295
2012,46-65 y.,Direct migration background,Unimportant,0.16576,140,931,0.14186,0.18966
2012,46-65 y.,Indirect migration background,Important,0.37189,48,111,0.28157,0.46221
2012,46-65 y.,Indirect migration background,Less important,0.44168,63,111,0.34888,0.53448
2012,66 and older,No migration background,Very important,0.08047,401,4751,0.07274,0.08821
2012,66 and older,No migration background,Important,0.30130,1533,4751,0.28825,0.31435
2012,66 and older,No migration background,Less important,0.40280,1907,4751,0.38885,0.41675
2012,66 and older,No migration background,Unimportant,0.20605,910,4751,0.19455,0.21755
2012,66 and older,Direct migration background,Very important,0.08405,32,412,0.05723,0.11088
2012,66 and older,Direct migration background,Important,0.29033,124,412,0.24644,0.33421
2012,66 and older,Direct migration background,Less important,0.32474,140,412,0.27946,0.37001
2012,66 and older,Direct migration background,Unimportant,0.28527,116,412,0.24161,0.32892
2016,17-29 y.,No migration background,Very important,0.21365,549,2366,0.19713,0.23017
2016,17-29 y.,No migration background,Important,0.38833,986,2366,0.36868,0.40797
2016,17-29 y.,No migration background,Less important,0.27032,702,2366,0.25242,0.28822
2016,17-29 y.,No migration background,Unimportant,0.04975,129,2366,0.04099,0.05852
2016,17-29 y.,Direct migration background,Very important,0.23587,203,730,0.20505,0.26669
2016,17-29 y.,Direct migration background,Important,0.40367,338,730,0.36805,0.43929
2016,17-29 y.,Direct migration background,Less important,0.21219,189,730,0.18251,0.24187
2016,17-29 y.,Indirect migration background,Very important,0.24238,205,704,0.21070,0.27406
2016,17-29 y.,Indirect migration background,Important,0.41518,322,704,0.37876,0.45161
2016,17-29 y.,Indirect migration background,Less important,0.22109,177,704,0.19042,0.25177
2016,30-45 y.,No migration background,Very important,0.11545,365,4246,0.10584,0.12506
2016,30-45 y.,No migration background,Important,0.35823,1452,4246,0.34381,0.37266
2016,30-45 y.,No migration background,Less important,0.43943,2019,4246,0.42450,0.45436
2016,30-45 y.,No migration background,Unimportant,0.08608,410,4246,0.07764,0.09452
2016,30-45 y.,Direct migration background,Very important,0.14957,321,2263,0.13487,0.16427
2016,30-45 y.,Direct migration background,Important,0.44246,1073,2263,0.42199,0.46293
2016,30-45 y.,Direct migration background,Less important,0.30361,730,2263,0.28466,0.32256
2016,30-45 y.,Direct migration background,Unimportant,0.06778,139,2263,0.05742,0.07814
2016,30-45 y.,Indirect migration background,Very important,0.15788,90,574,0.12802,0.18773
2016,30-45 y.,Indirect migration background,Important,0.38213,234,574,0.34234,0.42191
2016,30-45 y.,Indirect migration background,Less important,0.40604,216,574,0.36583,0.44625
2016,30-45 y.,Indirect migration background,Unimportant,0.05378,34,574,0.03531,0.07225
2016,46-65 y.,No migration background,Very important,0.09475,646,6871,0.08782,0.10167
2016,46-65 y.,No migration background,Important,0.34398,2354,6871,0.33275,0.35521
2016,46-65 y.,No migration background,Less important,0.44490,3112,6871,0.43314,0.45665
2016,46-65 y.,No migration background,Unimportant,0.11434,759,6871,0.10681,0.12186
2016,46-65 y.,Direct migration background,Very important,0.11719,178,1533,0.10108,0.13330
2016,46-65 y.,Direct migration background,Important,0.37163,617,1533,0.34743,0.39583
2016,46-65 y.,Direct migration background,Less important,0.38742,567,1533,0.36303,0.41182
2016,46-65 y.,Direct migration background,Unimportant,0.10674,171,1533,0.09128,0.12221
2016,46-65 y.,Indirect migration background,Important,0.40377,67,144,0.32335,0.48419
2016,46-65 y.,Indirect migration background,Less important,0.38004,77,144,0.30048,0.45960
2016,66 and older,No migration background,Very important,0.08370,364,4282,0.07541,0.09200
2016,66 and older,No migration background,Important,0.30438,1371,4282,0.29060,0.31817
2016,66 and older,No migration background,Less important,0.40112,1782,4282,0.38644,0.41580
2016,66 and older,No migration background,Unimportant,0.20570,765,4282,0.19359,0.21781
2016,66 and older,Direct migration background,Very important,0.07048,39,408,0.04561,0.09534
2016,66 and older,Direct migration background,Important,0.25265,112,408,0.21044,0.29487
2016,66 and older,Direct migration background,Less important,0.43848,165,408,0.39027,0.48669
2016,66 and older,Direct migration background,Unimportant,0.21674,92,408,0.17671,0.25677
2021,17-29 y.,No migration background,Very important,0.21202,398,1779,0.19302,0.23102
2021,17-29 y.,No migration background,Important,0.36162,707,1779,0.33928,0.38395
2021,17-29 y.,No migration background,Less important,0.31535,593,1779,0.29376,0.33695
2021,17-29 y.,No migration background,Unimportant,0.04416,81,1779,0.03461,0.05371
2021,17-29 y.,Direct migration background,Very important,0.25536,165,515,0.21766,0.29306
2021,17-29 y.,Direct migration background,Important,0.25531,245,515,0.21761,0.29300
2021,17-29 y.,Direct migration background,Less important,0.19489,105,515,0.16064,0.22913
2021,17-29 y.,Indirect migration background,Very important,0.28036,117,385,0.23543,0.32528
2021,17-29 y.,Indirect migration background,Important,0.41493,185,385,0.36565,0.46421
2021,17-29 y.,Indirect migration background,Less important,0.21458,83,385,0.17351,0.25564
2021,30-45 y.,No migration background,Very important,0.12503,289,2614,0.11235,0.13771
2021,30-45 y.,No migration background,Important,0.36688,920,2614,0.34840,0.38536
2021,30-45 y.,No migration background,Less important,0.43935,1190,2614,0.42032,0.45838
2021,30-45 y.,No migration background,Unimportant,0.06874,215,2614,0.05904,0.07844
2021,30-45 y.,Direct migration background,Very important,0.16832,264,1219,0.14731,0.18933
2021,30-45 y.,Direct migration background,Important,0.43798,595,1219,0.41011,0.46584
2021,30-45 y.,Direct migration background,Less important,0.26167,316,1219,0.23699,0.28636
2021,30-45 y.,Direct migration background,Unimportant,0.04127,44,1219,0.03010,0.05244
2021,30-45 y.,Indirect migration background,Very important,0.11267,42,298,0.07671,0.14863
2021,30-45 y.,Indirect migration background,Important,0.43505,128,298,0.37866,0.49143
2021,30-45 y.,Indirect migration background,Less important,0.37982,128,298,0.32462,0.43501
2021,46-65 y.,No migration background,Very important,0.09623,580,5589,0.08850,0.10396
2021,46-65 y.,No migration background,Important,0.32300,1864,5589,0.31074,0.33526
2021,46-65 y.,No migration background,Less important,0.46520,2634,5589,0.45213,0.47828
2021,46-65 y.,No migration background,Unimportant,0.11450,511,5589,0.10615,0.12284
2021,46-65 y.,Direct migration background,Very important,0.09973,129,1001,0.08116,0.11830
2021,46-65 y.,Direct migration background,Important,0.40005,444,1001,0.36969,0.43042
2021,46-65 y.,Direct migration background,Less important,0.36724,348,1001,0.33736,0.39712
2021,46-65 y.,Direct migration background,Unimportant,0.10739,80,1001,0.08820,0.12658
2021,46-65 y.,Indirect migration background,Important,0.34580,67,157,0.27116,0.42044
2021,46-65 y.,Indirect migration background,Less important,0.44484,90,157,0.36686,0.52282
2021,66 and older,No migration background,Very important,0.10161,345,3212,0.09116,0.11206
2021,66 and older,No migration background,Important,0.28806,1047,3212,0.27240,0.30373
2021,66 and older,No migration background,Less important,0.42992,1356,3212,0.41280,0.44704
2021,66 and older,No migration background,Unimportant,0.17202,464,3212,0.15896,0.18507
2021,66 and older,Direct migration background,Very important,0.10750,37,291,0.07185,0.14315
2021,66 and older,Direct migration background,Important,0.33366,101,291,0.27939,0.38793
2021,66 and older,Direct migration background,Less important,0.41385,112,291,0.35717,0.47054
2021,66 and older,Direct migration background,Unimportant,0.12663,41,291,0.08835,0.16490
