year,migback,plh0112,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,Very important,0.07945,809,6610,0.07293,0.08597
1990,No migration background,Important,0.24763,2524,6610,0.23723,0.25804
1990,No migration background,Less important,0.25287,2583,6610,0.24239,0.26335
1990,No migration background,Unimportant,0.07498,694,6610,0.06863,0.08133
1990,Direct migration background,Very important,0.06871,64,443,0.04513,0.09230
1990,Direct migration background,Important,0.18773,187,443,0.15133,0.22414
1990,Direct migration background,Less important,0.15552,156,443,0.12173,0.18930
1990,Direct migration background,Unimportant,0.04283,36,443,0.02396,0.06171
1992,No migration background,Very important,0.10092,1209,10298,0.09510,0.10674
1992,No migration background,Important,0.31439,3995,10298,0.30542,0.32336
1992,No migration background,Less important,0.31592,4075,10298,0.30694,0.32490
1992,No migration background,Unimportant,0.09605,1019,10298,0.09036,0.10174
1992,Direct migration background,Very important,0.07835,82,575,0.05636,0.10033
1992,Direct migration background,Important,0.21647,246,575,0.18278,0.25016
1992,Direct migration background,Less important,0.16148,197,575,0.13138,0.19159
1992,Direct migration background,Unimportant,0.05016,50,575,0.03231,0.06802
1992,Indirect migration background,Important,0.03050,32,32,-0.03003,0.09103
1995,No migration background,Very important,0.07587,892,9919,0.07066,0.08108
1995,No migration background,Important,0.29746,3605,9919,0.28847,0.30646
1995,No migration background,Less important,0.35267,4379,9919,0.34326,0.36207
1995,No migration background,Unimportant,0.09850,1043,9919,0.09264,0.10436
1995,Direct migration background,Very important,0.08876,138,1122,0.07212,0.10541
1995,Direct migration background,Important,0.25631,457,1122,0.23075,0.28187
1995,Direct migration background,Less important,0.21653,397,1122,0.19242,0.24064
1995,Direct migration background,Unimportant,0.07937,130,1122,0.06354,0.09519
1995,Indirect migration background,Important,0.09053,67,104,0.03512,0.14595
1995,Indirect migration background,Less important,0.03701,37,104,0.00055,0.07347
2004,No migration background,Very important,0.08033,1756,18211,0.07638,0.08428
2004,No migration background,Important,0.29559,6563,18211,0.28896,0.30222
2004,No migration background,Less important,0.36515,7910,18211,0.35816,0.37215
2004,No migration background,Unimportant,0.10829,1982,18211,0.10378,0.11281
2004,Direct migration background,Very important,0.08873,222,2517,0.07762,0.09984
2004,Direct migration background,Important,0.32811,870,2517,0.30977,0.34646
2004,Direct migration background,Less important,0.38958,1019,2517,0.37053,0.40864
2004,Direct migration background,Unimportant,0.14748,406,2517,0.13363,0.16134
2004,Indirect migration background,Very important,0.06358,129,784,0.04649,0.08067
2004,Indirect migration background,Important,0.17713,349,784,0.15039,0.20387
2004,Indirect migration background,Less important,0.14060,247,784,0.11625,0.16495
2004,Indirect migration background,Unimportant,0.03405,59,784,0.02134,0.04675
2008,No migration background,Very important,0.06807,1295,16578,0.06423,0.07190
2008,No migration background,Important,0.27282,5619,16578,0.26604,0.27960
2008,No migration background,Less important,0.37826,7418,16578,0.37088,0.38564
2008,No migration background,Unimportant,0.13063,2246,16578,0.12550,0.13576
2008,Direct migration background,Very important,0.07536,148,1889,0.06345,0.08726
2008,Direct migration background,Important,0.32590,610,1889,0.30476,0.34705
2008,Direct migration background,Less important,0.38111,771,1889,0.35921,0.40302
2008,Direct migration background,Unimportant,0.18410,360,1889,0.16662,0.20158
2008,Indirect migration background,Very important,0.06484,106,763,0.04735,0.08232
2008,Indirect migration background,Important,0.20120,313,763,0.17273,0.22966
2008,Indirect migration background,Less important,0.18623,281,763,0.15859,0.21387
2008,Indirect migration background,Unimportant,0.03837,63,763,0.02473,0.05200
2012,No migration background,Very important,0.09229,2317,23214,0.08857,0.09601
2012,No migration background,Important,0.29140,7790,23214,0.28555,0.29724
2012,No migration background,Less important,0.35803,10303,23214,0.35187,0.36420
2012,No migration background,Unimportant,0.11136,2804,23214,0.10732,0.11541
2012,Direct migration background,Very important,0.11695,371,3125,0.10568,0.12821
2012,Direct migration background,Important,0.38512,1261,3125,0.36805,0.40218
2012,Direct migration background,Less important,0.33354,1121,3125,0.31701,0.35007
2012,Direct migration background,Unimportant,0.12892,372,3125,0.11717,0.14067
2012,Indirect migration background,Very important,0.06069,170,1218,0.04727,0.07410
2012,Indirect migration background,Important,0.19845,486,1218,0.17604,0.22085
2012,Indirect migration background,Less important,0.17195,475,1218,0.15075,0.19315
