year,age_gr,bula_h,plh0112,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Lower Saxony,Very important,0.13860,34,215,0.09231,0.18490
1990,17-29 y.,Lower Saxony,Important,0.37556,89,215,0.31068,0.44045
1990,17-29 y.,Lower Saxony,Less important,0.37704,92,215,0.31210,0.44197
1990,17-29 y.,North Rhine-Westphalia,Very important,0.16082,84,472,0.12764,0.19399
1990,17-29 y.,North Rhine-Westphalia,Important,0.37179,219,472,0.32815,0.41544
1990,17-29 y.,North Rhine-Westphalia,Less important,0.32517,169,472,0.28286,0.36748
1990,17-29 y.,Hesse,Important,0.36191,68,140,0.28202,0.44180
1990,17-29 y.,Hesse,Less important,0.36943,72,140,0.28919,0.44966
1990,17-29 y.,"Rhineland-Palatinate, Saarland",Important,0.43836,66,114,0.34687,0.52985
1990,17-29 y.,"Rhineland-Palatinate, Saarland",Less important,0.29050,48,114,0.20680,0.37421
1990,17-29 y.,Baden-Wuerttemberg,Very important,0.19345,68,300,0.14868,0.23823
1990,17-29 y.,Baden-Wuerttemberg,Important,0.37356,132,300,0.31873,0.42839
1990,17-29 y.,Baden-Wuerttemberg,Less important,0.27018,100,300,0.21985,0.32051
1990,17-29 y.,Bavaria,Very important,0.15702,57,339,0.11823,0.19580
1990,17-29 y.,Bavaria,Important,0.38957,149,339,0.33758,0.44156
1990,17-29 y.,Bavaria,Less important,0.34431,133,339,0.29366,0.39497
1990,30-45 y.,Schleswig-Holstein,Less important,0.43749,32,32,0.26286,0.61212
1990,30-45 y.,Lower Saxony,Important,0.29681,68,179,0.22970,0.36393
1990,30-45 y.,Lower Saxony,Less important,0.50586,111,179,0.43241,0.57931
1990,30-45 y.,North Rhine-Westphalia,Very important,0.09631,62,645,0.07352,0.11909
1990,30-45 y.,North Rhine-Westphalia,Important,0.39884,276,645,0.36103,0.43666
1990,30-45 y.,North Rhine-Westphalia,Less important,0.37991,268,645,0.34242,0.41740
1990,30-45 y.,North Rhine-Westphalia,Unimportant,0.05530,39,645,0.03765,0.07296
1990,30-45 y.,Hesse,Important,0.35765,75,147,0.27990,0.43540
1990,30-45 y.,Hesse,Less important,0.34711,72,147,0.26988,0.42433
1990,30-45 y.,"Rhineland-Palatinate, Saarland",Important,0.30650,47,114,0.22150,0.39151
1990,30-45 y.,"Rhineland-Palatinate, Saarland",Less important,0.49227,67,114,0.40009,0.58445
1990,30-45 y.,Baden-Wuerttemberg,Important,0.33955,124,283,0.28428,0.39482
1990,30-45 y.,Baden-Wuerttemberg,Less important,0.42639,159,283,0.36867,0.48411
1990,30-45 y.,Bavaria,Very important,0.11460,43,331,0.08023,0.14897
1990,30-45 y.,Bavaria,Important,0.32384,127,331,0.27335,0.37432
1990,30-45 y.,Bavaria,Less important,0.42333,161,331,0.37002,0.47664
1990,30-45 y.,Berlin,Important,0.24394,35,35,0.09958,0.38829
1990,46-65 y.,Schleswig-Holstein,Less important,0.47697,42,42,0.32408,0.62986
1990,46-65 y.,Lower Saxony,Very important,0.11396,34,287,0.07713,0.15079
1990,46-65 y.,Lower Saxony,Important,0.33073,105,287,0.27620,0.38526
1990,46-65 y.,Lower Saxony,Less important,0.39983,117,287,0.34305,0.45660
1990,46-65 y.,Lower Saxony,Unimportant,0.11270,31,287,0.07605,0.14935
1990,46-65 y.,North Rhine-Westphalia,Very important,0.14374,84,547,0.11431,0.17317
1990,46-65 y.,North Rhine-Westphalia,Important,0.40423,235,547,0.36306,0.44539
1990,46-65 y.,North Rhine-Westphalia,Less important,0.30048,180,547,0.26203,0.33894
1990,46-65 y.,North Rhine-Westphalia,Unimportant,0.07730,48,547,0.05490,0.09970
1990,46-65 y.,Hesse,Important,0.38823,83,159,0.31223,0.46422
1990,46-65 y.,Hesse,Less important,0.31533,76,159,0.24288,0.38778
1990,46-65 y.,"Rhineland-Palatinate, Saarland",Important,0.30471,62,171,0.23552,0.37390
1990,46-65 y.,"Rhineland-Palatinate, Saarland",Less important,0.32548,67,171,0.25504,0.39591
1990,46-65 y.,"Rhineland-Palatinate, Saarland",Unimportant,0.20778,42,171,0.14679,0.26877
1990,46-65 y.,Baden-Wuerttemberg,Very important,0.10716,40,350,0.07471,0.13962
1990,46-65 y.,Baden-Wuerttemberg,Important,0.35465,130,350,0.30446,0.40484
1990,46-65 y.,Baden-Wuerttemberg,Less important,0.38225,149,350,0.33127,0.43323
1990,46-65 y.,Baden-Wuerttemberg,Unimportant,0.07537,31,350,0.04767,0.10306
1990,46-65 y.,Bavaria,Very important,0.09664,36,363,0.06620,0.12707
1990,46-65 y.,Bavaria,Important,0.37590,141,363,0.32600,0.42580
1990,46-65 y.,Bavaria,Less important,0.34111,137,363,0.29227,0.38994
1990,46-65 y.,Bavaria,Unimportant,0.13083,49,363,0.09609,0.16557
1990,46-65 y.,Berlin,Important,0.28785,36,36,0.13785,0.43785
1990,66 and older,Lower Saxony,Important,0.28336,33,106,0.19717,0.36956
1990,66 and older,Lower Saxony,Less important,0.34603,41,106,0.25504,0.43702
1990,66 and older,Lower Saxony,Unimportant,0.29537,32,106,0.20811,0.38263
1990,66 and older,North Rhine-Westphalia,Important,0.33125,77,212,0.26775,0.39476
1990,66 and older,North Rhine-Westphalia,Less important,0.39480,91,212,0.32884,0.46075
1990,66 and older,North Rhine-Westphalia,Unimportant,0.18923,44,212,0.13638,0.24208
1990,66 and older,Hesse,Less important,0.33961,39,39,0.18904,0.49019
1990,66 and older,"Rhineland-Palatinate, Saarland",Less important,0.33518,32,67,0.22129,0.44907
1990,66 and older,"Rhineland-Palatinate, Saarland",Unimportant,0.41413,35,67,0.29529,0.53297
1990,66 and older,Baden-Wuerttemberg,Important,0.26805,40,144,0.19545,0.34065
1990,66 and older,Baden-Wuerttemberg,Less important,0.33613,55,144,0.25870,0.41355
1990,66 and older,Baden-Wuerttemberg,Unimportant,0.31567,49,144,0.23949,0.39185
1990,66 and older,Bavaria,Important,0.32083,64,190,0.25428,0.38738
1990,66 and older,Bavaria,Less important,0.35202,69,190,0.28393,0.42011
1990,66 and older,Bavaria,Unimportant,0.29073,57,190,0.22599,0.35547
1992,17-29 y.,Lower Saxony,Important,0.33999,76,168,0.26814,0.41184
1992,17-29 y.,Lower Saxony,Less important,0.35472,92,168,0.28216,0.42729
1992,17-29 y.,North Rhine-Westphalia,Very important,0.15826,75,448,0.12443,0.19210
1992,17-29 y.,North Rhine-Westphalia,Important,0.38379,214,448,0.33871,0.42888
1992,17-29 y.,North Rhine-Westphalia,Less important,0.29091,159,448,0.24880,0.33301
1992,17-29 y.,Hesse,Important,0.37899,73,132,0.29591,0.46207
1992,17-29 y.,Hesse,Less important,0.30327,59,132,0.22455,0.38199
1992,17-29 y.,"Rhineland-Palatinate, Saarland",Important,0.39388,55,91,0.29293,0.49483
1992,17-29 y.,"Rhineland-Palatinate, Saarland",Less important,0.26869,36,91,0.17711,0.36027
