"plh0112","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr wichtig","1990","17-29","(noch) kein Abschluss","28","","",""
"Sehr wichtig","1990","17-29","Hauptschule","85","0.116250641112592","0.0923000571901661","0.140201225035019"
"Sehr wichtig","1990","17-29","Realschule","104","0.192950908972917","0.161028002085476","0.224873815860358"
"Sehr wichtig","1990","17-29","(Fach-)Abitur","77","0.247675042130811","0.200453579760622","0.294896504501"
"Sehr wichtig","1990","17-29","AkademikerIn","17","","",""
"Sehr wichtig","1990","30-45","(noch) kein Abschluss","4","","",""
"Sehr wichtig","1990","30-45","Hauptschule","88","0.0837133881245486","0.0672640934235938","0.100162682825504"
"Sehr wichtig","1990","30-45","Realschule","32","0.0823455700685759","0.0572250354340206","0.107466104703131"
"Sehr wichtig","1990","30-45","(Fach-)Abitur","24","","",""
"Sehr wichtig","1990","30-45","AkademikerIn","61","0.182995731540878","0.140363585757165","0.225627877324591"
"Sehr wichtig","1990","46-65","(noch) kein Abschluss","2","","",""
"Sehr wichtig","1990","46-65","Hauptschule","177","0.116067958057054","0.100239108905517","0.131896807208592"
"Sehr wichtig","1990","46-65","Realschule","55","0.160739045488838","0.12049679095249","0.200981300025186"
"Sehr wichtig","1990","46-65","(Fach-)Abitur","7","","",""
"Sehr wichtig","1990","46-65","AkademikerIn","36","0.174591282436076","0.123369738310858","0.225812826561294"
"Sehr wichtig","1990","66","(noch) kein Abschluss","","","",""
"Sehr wichtig","1990","66","Hauptschule","","","",""
"Sehr wichtig","1990","66","Realschule","","","",""
"Sehr wichtig","1990","66","(Fach-)Abitur","","","",""
"Sehr wichtig","1990","66","AkademikerIn","","","",""
"Wichtig","1990","17-29","(noch) kein Abschluss","65","0.486766321933902","0.403373939249629","0.570158704618175"
"Wichtig","1990","17-29","Hauptschule","285","0.425597767689845","0.388652263123961","0.46254327225573"
"Wichtig","1990","17-29","Realschule","238","0.378762262567521","0.339521150532394","0.418003374602647"
"Wichtig","1990","17-29","(Fach-)Abitur","153","0.473115736009257","0.418497598641592","0.527733873376922"
"Wichtig","1990","17-29","AkademikerIn","25","","",""
"Wichtig","1990","30-45","(noch) kein Abschluss","5","","",""
"Wichtig","1990","30-45","Hauptschule","420","0.389564167187502","0.360601159332897","0.418527175042108"
"Wichtig","1990","30-45","Realschule","163","0.340340523644425","0.297040721748588","0.383640325540262"
"Wichtig","1990","30-45","(Fach-)Abitur","66","0.447496323127158","0.367115630232263","0.527877016022053"
"Wichtig","1990","30-45","AkademikerIn","129","0.397357285750452","0.343403105915036","0.451311465585868"
"Wichtig","1990","46-65","(noch) kein Abschluss","1","","",""
"Wichtig","1990","46-65","Hauptschule","571","0.367933372143178","0.344101961477064","0.391764782809292"
"Wichtig","1990","46-65","Realschule","153","0.485784669134785","0.431024155305361","0.54054518296421"
"Wichtig","1990","46-65","(Fach-)Abitur","24","","",""
"Wichtig","1990","46-65","AkademikerIn","96","0.457654781662459","0.390432418886169","0.52487714443875"
"Wichtig","1990","66","(noch) kein Abschluss","","","",""
"Wichtig","1990","66","Hauptschule","","","",""
"Wichtig","1990","66","Realschule","","","",""
"Wichtig","1990","66","(Fach-)Abitur","","","",""
"Wichtig","1990","66","AkademikerIn","","","",""
"Weniger wichtig","1990","17-29","(noch) kein Abschluss","41","0.299286104559598","0.222881032521024","0.375691176598172"
"Weniger wichtig","1990","17-29","Hauptschule","277","0.399273261165173","0.362677779556267","0.435868742774079"
"Weniger wichtig","1990","17-29","Realschule","221","0.387278146895797","0.347871251490909","0.426685042300686"
"Weniger wichtig","1990","17-29","(Fach-)Abitur","79","0.24271434688745","0.195814312241218","0.289614381533682"
"Weniger wichtig","1990","17-29","AkademikerIn","25","","",""
"Weniger wichtig","1990","30-45","(noch) kein Abschluss","9","","",""
"Weniger wichtig","1990","30-45","Hauptschule","496","0.454183441870814","0.424611955591989","0.483754928149638"
"Weniger wichtig","1990","30-45","Realschule","232","0.512361073189682","0.4666831424246","0.558039003954765"
"Weniger wichtig","1990","30-45","(Fach-)Abitur","51","0.3292735992984","0.253303869861778","0.405243328735023"
"Weniger wichtig","1990","30-45","AkademikerIn","113","0.383359016431598","0.329751759678574","0.436966273184622"
"Weniger wichtig","1990","46-65","(noch) kein Abschluss","3","","",""
"Weniger wichtig","1990","46-65","Hauptschule","620","0.38463403687122","0.360591830441817","0.408676243300622"
"Weniger wichtig","1990","46-65","Realschule","93","0.296951727630733","0.246889680737194","0.347013774524272"
"Weniger wichtig","1990","46-65","(Fach-)Abitur","16","","",""
"Weniger wichtig","1990","46-65","AkademikerIn","71","0.32636092982454","0.263095046201169","0.38962681344791"
"Weniger wichtig","1990","66","(noch) kein Abschluss","","","",""
"Weniger wichtig","1990","66","Hauptschule","","","",""
"Weniger wichtig","1990","66","Realschule","","","",""
"Weniger wichtig","1990","66","(Fach-)Abitur","","","",""
"Weniger wichtig","1990","66","AkademikerIn","","","",""
"Ganz unwichtig","1990","17-29","(noch) kein Abschluss","4","","",""
"Ganz unwichtig","1990","17-29","Hauptschule","41","0.0588783300323892","0.0412887892849927","0.0764678707797856"
"Ganz unwichtig","1990","17-29","Realschule","24","","",""
"Ganz unwichtig","1990","17-29","(Fach-)Abitur","12","","",""
"Ganz unwichtig","1990","17-29","AkademikerIn","","","",""
"Ganz unwichtig","1990","30-45","(noch) kein Abschluss","1","","",""
