year,sex,plh0112,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,male,Very important,0.12288,419,3408,0.11185,0.13390
1990,male,Important,0.39126,1337,3408,0.37487,0.40765
1990,male,Less important,0.38995,1339,3408,0.37357,0.40633
1990,male,Unimportant,0.09591,313,3408,0.08602,0.10580
1990,female,Very important,0.12523,468,3697,0.11456,0.13590
1990,female,Important,0.37016,1395,3697,0.35459,0.38573
1990,female,Less important,0.37643,1414,3697,0.36081,0.39205
1990,female,Unimportant,0.12818,420,3697,0.11740,0.13896
1992,male,Very important,0.12920,636,5212,0.12009,0.13831
1992,male,Important,0.38292,2028,5212,0.36972,0.39612
1992,male,Less important,0.38680,2082,5212,0.37358,0.40002
1992,male,Unimportant,0.10108,466,5212,0.09290,0.10927
1992,female,Very important,0.12056,671,5739,0.11213,0.12898
1992,female,Important,0.38238,2245,5739,0.36981,0.39496
1992,female,Less important,0.36990,2216,5739,0.35741,0.38239
1992,female,Unimportant,0.12716,607,5739,0.11854,0.13578
1995,male,Very important,0.08941,455,5320,0.08174,0.09708
1995,male,Important,0.37570,1984,5320,0.36269,0.38872
1995,male,Less important,0.42724,2357,5320,0.41395,0.44054
1995,male,Unimportant,0.10765,524,5320,0.09932,0.11598
1995,female,Very important,0.10519,599,5857,0.09733,0.11305
1995,female,Important,0.35848,2145,5857,0.34620,0.37076
1995,female,Less important,0.40683,2456,5857,0.39425,0.41941
1995,female,Unimportant,0.12950,657,5857,0.12090,0.13810
2004,male,Very important,0.09605,1018,10348,0.09037,0.10173
2004,male,Important,0.35706,3777,10348,0.34782,0.36629
2004,male,Less important,0.42907,4444,10348,0.41953,0.43861
2004,male,Unimportant,0.11782,1109,10348,0.11161,0.12404
2004,female,Very important,0.09656,1089,11164,0.09108,0.10204
2004,female,Important,0.34343,4005,11164,0.33462,0.35224
2004,female,Less important,0.41924,4732,11164,0.41009,0.42840
2004,female,Unimportant,0.14076,1338,11164,0.13431,0.14721
2008,male,Very important,0.08691,744,9169,0.08115,0.09268
2008,male,Important,0.33134,3140,9169,0.32170,0.34097
2008,male,Less important,0.43563,4031,9169,0.42548,0.44578
2008,male,Unimportant,0.14612,1254,9169,0.13888,0.15335
2008,female,Very important,0.07780,805,10061,0.07256,0.08303
2008,female,Important,0.32335,3402,10061,0.31421,0.33249
2008,female,Less important,0.43574,4439,10061,0.42605,0.44543
2008,female,Unimportant,0.16311,1415,10061,0.15589,0.17033
2012,male,Very important,0.10747,1274,12525,0.10205,0.11290
2012,male,Important,0.35891,4410,12525,0.35051,0.36731
2012,male,Less important,0.41344,5396,12525,0.40482,0.42207
2012,male,Unimportant,0.12017,1445,12525,0.11448,0.12587
2012,female,Very important,0.11409,1584,15032,0.10901,0.11918
2012,female,Important,0.34825,5127,15032,0.34063,0.35586
2012,female,Less important,0.40206,6503,15032,0.39422,0.40990
2012,female,Unimportant,0.13561,1818,15032,0.13013,0.14108
2016,male,Very important,0.12423,1307,11094,0.11809,0.13037
2016,male,Important,0.36708,4167,11094,0.35811,0.37605
2016,male,Less important,0.39906,4478,11094,0.38994,0.40817
2016,male,Unimportant,0.10963,1142,11094,0.10382,0.11545
2016,female,Very important,0.12609,1676,13125,0.12041,0.13177
2016,female,Important,0.35261,4761,13125,0.34444,0.36079
2016,female,Less important,0.39670,5259,13125,0.38833,0.40507
2016,female,Unimportant,0.12459,1429,13125,0.11894,0.13024
2021,male,Very important,0.12054,1069,8069,0.11344,0.12765
2021,male,Important,0.35495,2999,8069,0.34450,0.36539
2021,male,Less important,0.42482,3291,8069,0.41404,0.43561
2021,male,Unimportant,0.09969,710,8069,0.09315,0.10623
2021,female,Very important,0.14057,1322,9090,0.13343,0.14772
2021,female,Important,0.34591,3309,9090,0.33613,0.35569
2021,female,Less important,0.40398,3673,9090,0.39389,0.41407
2021,female,Unimportant,0.10954,786,9090,0.10312,0.11596
