year,quintil_oecd,plh0032,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,1st Quintile,Very concerned,0.25226,810,2451,0.23506,0.26946
1984,1st Quintile,Somewhat concerned,0.37634,1196,2451,0.35716,0.39553
1984,1st Quintile,Not concerned at all,0.13208,445,2451,0.11867,0.14549
1984,2nd Quintile,Very concerned,0.26971,775,2365,0.25182,0.28760
1984,2nd Quintile,Somewhat concerned,0.41649,1239,2365,0.39662,0.43636
1984,2nd Quintile,Not concerned at all,0.10065,351,2365,0.08852,0.11277
1984,3rd Quintile,Very concerned,0.26568,767,2332,0.24775,0.28361
1984,3rd Quintile,Somewhat concerned,0.44243,1244,2332,0.42227,0.46259
1984,3rd Quintile,Not concerned at all,0.10281,321,2332,0.09048,0.11514
1984,4th Quintile,Very concerned,0.27127,767,2471,0.25374,0.28881
1984,4th Quintile,Somewhat concerned,0.47272,1345,2471,0.45303,0.49241
1984,4th Quintile,Not concerned at all,0.09917,359,2471,0.08738,0.11096
1984,5th Quintile,Very concerned,0.28940,760,2387,0.27120,0.30759
1984,5th Quintile,Somewhat concerned,0.49830,1336,2387,0.47824,0.51837
1984,5th Quintile,Not concerned at all,0.10123,291,2387,0.08912,0.11333
1985,1st Quintile,Very concerned,0.23852,666,2210,0.22075,0.25630
1985,1st Quintile,Somewhat concerned,0.40900,1167,2210,0.38850,0.42950
1985,1st Quintile,Not concerned at all,0.11315,377,2210,0.09994,0.12636
1985,2nd Quintile,Very concerned,0.27189,682,2126,0.25297,0.29081
1985,2nd Quintile,Somewhat concerned,0.41508,1124,2126,0.39413,0.43603
1985,2nd Quintile,Not concerned at all,0.09857,320,2126,0.08589,0.11124
1985,3rd Quintile,Very concerned,0.24830,635,2173,0.23013,0.26646
1985,3rd Quintile,Somewhat concerned,0.46959,1211,2173,0.44860,0.49058
1985,3rd Quintile,Not concerned at all,0.11476,327,2173,0.10135,0.12816
1985,4th Quintile,Very concerned,0.27371,672,2205,0.25509,0.29232
1985,4th Quintile,Somewhat concerned,0.48741,1233,2205,0.46655,0.50828
1985,4th Quintile,Not concerned at all,0.10311,300,2205,0.09042,0.11581
1985,5th Quintile,Very concerned,0.24404,593,2149,0.22588,0.26221
1985,5th Quintile,Somewhat concerned,0.53887,1274,2149,0.51779,0.55996
1985,5th Quintile,Not concerned at all,0.10897,282,2149,0.09579,0.12215
1986,1st Quintile,Very concerned,0.19083,490,2040,0.17377,0.20789
1986,1st Quintile,Somewhat concerned,0.41321,1087,2040,0.39184,0.43458
1986,1st Quintile,Not concerned at all,0.16363,463,2040,0.14757,0.17968
1986,2nd Quintile,Very concerned,0.14886,391,2063,0.13350,0.16423
1986,2nd Quintile,Somewhat concerned,0.45641,1170,2063,0.43491,0.47791
1986,2nd Quintile,Not concerned at all,0.18009,502,2063,0.16350,0.19667
1986,3rd Quintile,Very concerned,0.15078,363,2072,0.13537,0.16619
1986,3rd Quintile,Somewhat concerned,0.47747,1219,2072,0.45596,0.49898
1986,3rd Quintile,Not concerned at all,0.18642,490,2072,0.16965,0.20319
1986,4th Quintile,Very concerned,0.16092,395,2175,0.14547,0.17637
1986,4th Quintile,Somewhat concerned,0.50268,1296,2175,0.48166,0.52370
1986,4th Quintile,Not concerned at all,0.19551,484,2175,0.17884,0.21218
1986,5th Quintile,Very concerned,0.13617,321,2077,0.12141,0.15092
1986,5th Quintile,Somewhat concerned,0.52072,1211,2077,0.49923,0.54221
1986,5th Quintile,Not concerned at all,0.23611,545,2077,0.21784,0.25438
1987,1st Quintile,Very concerned,0.17338,429,1984,0.15672,0.19004
1987,1st Quintile,Somewhat concerned,0.42364,1089,1984,0.40189,0.44539
1987,1st Quintile,Not concerned at all,0.16991,466,1984,0.15338,0.18644
1987,2nd Quintile,Very concerned,0.16779,400,2024,0.15151,0.18407
1987,2nd Quintile,Somewhat concerned,0.45761,1183,2024,0.43590,0.47932
1987,2nd Quintile,Not concerned at all,0.15195,441,2024,0.13631,0.16759
1987,3rd Quintile,Very concerned,0.17448,399,2081,0.15817,0.19079
1987,3rd Quintile,Somewhat concerned,0.51223,1311,2081,0.49075,0.53372
1987,3rd Quintile,Not concerned at all,0.12680,371,2081,0.11250,0.14110
1987,4th Quintile,Very concerned,0.16332,381,2163,0.14774,0.17891
1987,4th Quintile,Somewhat concerned,0.54451,1317,2163,0.52352,0.56551
1987,4th Quintile,Not concerned at all,0.16016,465,2163,0.14470,0.17562
1987,5th Quintile,Very concerned,0.16709,371,2053,0.15095,0.18323
1987,5th Quintile,Somewhat concerned,0.56499,1309,2053,0.54354,0.58644
1987,5th Quintile,Not concerned at all,0.15204,373,2053,0.13651,0.16758
1988,1st Quintile,Very concerned,0.23326,507,1936,0.21442,0.25211
1988,1st Quintile,Somewhat concerned,0.39061,1031,1936,0.36887,0.41234
1988,1st Quintile,Not concerned at all,0.13979,398,1936,0.12434,0.15524
1988,2nd Quintile,Very concerned,0.23891,529,1965,0.22005,0.25777
1988,2nd Quintile,Somewhat concerned,0.43423,1111,1965,0.41231,0.45615
1988,2nd Quintile,Not concerned at all,0.10826,325,1965,0.09452,0.12200
1988,3rd Quintile,Very concerned,0.23179,524,1990,0.21325,0.25034
1988,3rd Quintile,Somewhat concerned,0.48189,1167,1990,0.45993,0.50385
1988,3rd Quintile,Not concerned at all,0.10881,299,1990,0.09512,0.12249
1988,4th Quintile,Very concerned,0.22608,504,2059,0.20801,0.24416
1988,4th Quintile,Somewhat concerned,0.52879,1264,2059,0.50723,0.55036
1988,4th Quintile,Not concerned at all,0.10993,291,2059,0.09641,0.12344
1988,5th Quintile,Very concerned,0.22365,475,1916,0.20498,0.24231
1988,5th Quintile,Somewhat concerned,0.57338,1216,1916,0.55123,0.59553
1988,5th Quintile,Not concerned at all,0.09998,225,1916,0.08655,0.11342
1989,1st Quintile,Very concerned,0.16737,389,1875,0.15047,0.18428
1989,1st Quintile,Somewhat concerned,0.42136,1052,1875,0.39901,0.44372
1989,1st Quintile,Not concerned at all,0.17790,434,1875,0.16059,0.19522
1989,2nd Quintile,Very concerned,0.15852,392,1940,0.14227,0.17478
1989,2nd Quintile,Somewhat concerned,0.44161,1083,1940,0.41950,0.46371
1989,2nd Quintile,Not concerned at all,0.17213,465,1940,0.15532,0.18893
1989,3rd Quintile,Very concerned,0.15557,332,1876,0.13916,0.17198
1989,3rd Quintile,Somewhat concerned,0.48446,1097,1876,0.46184,0.50708
1989,3rd Quintile,Not concerned at all,0.18006,447,1876,0.16266,0.19745
1989,4th Quintile,Very concerned,0.13483,300,2010,0.11990,0.14977
