year,age_gr,migback,plh0032,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,No migration background,Very concerned,0.32220,762,2317,0.30317,0.34123
1984,17-29 y.,No migration background,Somewhat concerned,0.55301,1295,2317,0.53276,0.57326
1984,17-29 y.,No migration background,Not concerned at all,0.11043,260,2317,0.09767,0.12320
1984,17-29 y.,Direct migration background,Very concerned,0.28332,278,984,0.25515,0.31149
1984,17-29 y.,Direct migration background,Somewhat concerned,0.51940,497,984,0.48816,0.55063
1984,17-29 y.,Direct migration background,Not concerned at all,0.18108,209,984,0.15701,0.20515
1984,17-29 y.,Indirect migration background,Somewhat concerned,0.61445,48,48,0.47530,0.75361
1984,30-45 y.,No migration background,Very concerned,0.34968,872,2483,0.33092,0.36844
1984,30-45 y.,No migration background,Somewhat concerned,0.56018,1396,2483,0.54065,0.57971
1984,30-45 y.,No migration background,Not concerned at all,0.08505,215,2483,0.07408,0.09603
1984,30-45 y.,Direct migration background,Very concerned,0.31027,396,1368,0.28575,0.33479
1984,30-45 y.,Direct migration background,Somewhat concerned,0.48084,652,1368,0.45436,0.50733
1984,30-45 y.,Direct migration background,Not concerned at all,0.19573,320,1368,0.17470,0.21676
1984,46-65 y.,No migration background,Very concerned,0.36333,938,2572,0.34474,0.38192
1984,46-65 y.,No migration background,Somewhat concerned,0.53382,1397,2572,0.51453,0.55310
1984,46-65 y.,No migration background,Not concerned at all,0.09387,237,2572,0.08259,0.10514
1984,46-65 y.,Direct migration background,Very concerned,0.28814,269,933,0.25907,0.31722
1984,46-65 y.,Direct migration background,Somewhat concerned,0.50417,448,933,0.47207,0.53627
1984,46-65 y.,Direct migration background,Not concerned at all,0.19480,216,933,0.16937,0.22023
1984,66 and older,No migration background,Very concerned,0.25618,324,1216,0.23164,0.28073
1984,66 and older,No migration background,Somewhat concerned,0.49887,615,1216,0.47076,0.52699
1984,66 and older,No migration background,Not concerned at all,0.23556,277,1216,0.21170,0.25943
1985,17-29 y.,No migration background,Very concerned,0.28216,626,2185,0.26329,0.30104
1985,17-29 y.,No migration background,Somewhat concerned,0.57707,1267,2185,0.55635,0.59779
1985,17-29 y.,No migration background,Not concerned at all,0.13277,292,2185,0.11854,0.14701
1985,17-29 y.,Direct migration background,Very concerned,0.23601,189,807,0.20670,0.26533
1985,17-29 y.,Direct migration background,Somewhat concerned,0.54431,422,807,0.50993,0.57870
1985,17-29 y.,Direct migration background,Not concerned at all,0.19469,196,807,0.16736,0.22203
1985,17-29 y.,Indirect migration background,Somewhat concerned,0.54875,58,58,0.41957,0.67794
1985,30-45 y.,No migration background,Very concerned,0.33255,758,2264,0.31314,0.35196
1985,30-45 y.,No migration background,Somewhat concerned,0.57667,1320,2264,0.55632,0.59703
1985,30-45 y.,No migration background,Not concerned at all,0.08347,186,2264,0.07208,0.09487
1985,30-45 y.,Direct migration background,Very concerned,0.25037,306,1166,0.22549,0.27524
1985,30-45 y.,Direct migration background,Somewhat concerned,0.54947,600,1166,0.52090,0.57805
1985,30-45 y.,Direct migration background,Not concerned at all,0.18590,260,1166,0.16356,0.20823
1985,46-65 y.,No migration background,Very concerned,0.35277,854,2401,0.33365,0.37189
1985,46-65 y.,No migration background,Somewhat concerned,0.54635,1339,2401,0.52643,0.56627
1985,46-65 y.,No migration background,Not concerned at all,0.08781,208,2401,0.07649,0.09914
1985,46-65 y.,Direct migration background,Very concerned,0.26664,206,830,0.23653,0.29674
