year,bula_h,plh0032,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Schleswig-Holstein,Very concerned,0.23929,116,383,0.19651,0.28208
1984,Schleswig-Holstein,Somewhat concerned,0.44306,211,383,0.39325,0.49288
1984,Schleswig-Holstein,Not concerned at all,0.12585,56,383,0.09259,0.15912
1984,Hamburg,Very concerned,0.28128,102,305,0.23074,0.33183
1984,Hamburg,Somewhat concerned,0.45126,149,305,0.39532,0.50720
1984,Hamburg,Not concerned at all,0.15227,54,305,0.11188,0.19266
1984,Lower Saxony,Very concerned,0.28875,431,1217,0.26328,0.31423
1984,Lower Saxony,Somewhat concerned,0.45550,671,1217,0.42751,0.48349
1984,Lower Saxony,Not concerned at all,0.07217,115,1217,0.05763,0.08672
1984,Bremen,Very concerned,0.51138,76,117,0.42042,0.60235
1984,Bremen,Somewhat concerned,0.28975,41,117,0.20719,0.37230
1984,North Rhine-Westphalia,Very concerned,0.30135,1173,3217,0.28550,0.31721
1984,North Rhine-Westphalia,Somewhat concerned,0.41212,1608,3217,0.39511,0.42913
1984,North Rhine-Westphalia,Not concerned at all,0.09635,436,3217,0.08615,0.10655
1984,Hesse,Very concerned,0.24617,342,1237,0.22215,0.27019
1984,Hesse,Somewhat concerned,0.47179,666,1237,0.44396,0.49962
1984,Hesse,Not concerned at all,0.12456,229,1237,0.10615,0.14297
1984,"Rhineland-Palatinate, Saarland",Very concerned,0.31780,308,846,0.28640,0.34919
1984,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.44944,450,846,0.41590,0.48298
1984,"Rhineland-Palatinate, Saarland",Not concerned at all,0.07688,88,846,0.05892,0.09484
1984,Baden-Wuerttemberg,Very concerned,0.23135,615,2234,0.21386,0.24884
1984,Baden-Wuerttemberg,Somewhat concerned,0.43529,1189,2234,0.41472,0.45585
1984,Baden-Wuerttemberg,Not concerned at all,0.13109,430,2234,0.11709,0.14509
1984,Bavaria,Very concerned,0.22999,594,2053,0.21179,0.24820
1984,Bavaria,Somewhat concerned,0.46639,1167,2053,0.44481,0.48798
1984,Bavaria,Not concerned at all,0.11643,292,2053,0.10255,0.13031
1984,Berlin,Very concerned,0.24519,130,405,0.20324,0.28714
1984,Berlin,Somewhat concerned,0.46921,221,405,0.42055,0.51788
1984,Berlin,Not concerned at all,0.11871,54,405,0.08717,0.15025
1985,Schleswig-Holstein,Very concerned,0.29480,125,344,0.24655,0.34306
1985,Schleswig-Holstein,Somewhat concerned,0.43048,186,344,0.37808,0.48288
1985,Schleswig-Holstein,Not concerned at all,0.07751,33,344,0.04921,0.10580
1985,Hamburg,Very concerned,0.27800,88,273,0.22476,0.33124
1985,Hamburg,Somewhat concerned,0.48912,147,273,0.42972,0.54853
1985,Hamburg,Not concerned at all,0.11439,38,273,0.07656,0.15221
1985,Lower Saxony,Very concerned,0.30187,396,1091,0.27462,0.32912
1985,Lower Saxony,Somewhat concerned,0.45464,596,1091,0.42508,0.48420
1985,Lower Saxony,Not concerned at all,0.07585,99,1091,0.06013,0.09156
1985,Bremen,Very concerned,0.33758,51,99,0.24395,0.43120
1985,Bremen,Somewhat concerned,0.40326,48,99,0.30613,0.50038
1985,North Rhine-Westphalia,Very concerned,0.26575,921,2914,0.24971,0.28179
1985,North Rhine-Westphalia,Somewhat concerned,0.45318,1596,2914,0.43510,0.47126
1985,North Rhine-Westphalia,Not concerned at all,0.09752,397,2914,0.08675,0.10829
1985,Hesse,Very concerned,0.23390,289,1122,0.20912,0.25868
1985,Hesse,Somewhat concerned,0.47742,621,1122,0.44818,0.50666
1985,Hesse,Not concerned at all,0.13731,212,1122,0.11716,0.15746
1985,"Rhineland-Palatinate, Saarland",Very concerned,0.28738,249,765,0.25529,0.31947
1985,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.45170,410,765,0.41641,0.48698
1985,"Rhineland-Palatinate, Saarland",Not concerned at all,0.11036,106,765,0.08814,0.13258
1985,Baden-Wuerttemberg,Very concerned,0.22336,541,2024,0.20521,0.24151
1985,Baden-Wuerttemberg,Somewhat concerned,0.46259,1099,2024,0.44086,0.48432
