year,pgisced97,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Pre-primary Level,West,,,,,,,,,,,,
1984,Primary Level,West,576,7.05192,6.84065,7.26319,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
1984,Lower Secondary Level,West,1596,7.52114,7.40394,7.63834,6.00000,8.00000,10.00000,0.00000,10.00000,8.00000,8.00000,8.00000
1984,Upper Secondary Level,West,3502,7.71725,7.64476,7.78974,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,8.00000
1984,Post-secondary Non-tertiary Level,West,208,7.61607,7.33350,7.89864,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1984,First Stage of Tertiary Education,West,445,8.05333,7.86479,8.24188,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,9.00000
1984,Second Stage of Tertiary Education,West,613,7.82748,7.67106,7.98391,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1985,Pre-primary Level,West,,,,,,,,,,,,
1985,Primary Level,West,454,7.15311,6.93400,7.37222,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
1985,Lower Secondary Level,West,1430,7.44522,7.33092,7.55951,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1985,Upper Secondary Level,West,3172,7.53675,7.46338,7.61011,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1985,Post-secondary Non-tertiary Level,West,176,7.19449,6.87488,7.51411,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1985,First Stage of Tertiary Education,West,416,7.63718,7.43163,7.84272,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1985,Second Stage of Tertiary Education,West,583,7.64573,7.48129,7.81017,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1986,Pre-primary Level,West,,,,,,,,,,,,
1986,Primary Level,West,419,6.96717,6.74503,7.18931,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
1986,Lower Secondary Level,West,1406,7.28196,7.17256,7.39135,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1986,Upper Secondary Level,West,3084,7.42905,7.35424,7.50387,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1986,Post-secondary Non-tertiary Level,West,186,7.24606,6.93113,7.56100,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1986,First Stage of Tertiary Education,West,381,7.50288,7.30410,7.70165,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1986,Second Stage of Tertiary Education,West,581,7.59296,7.44195,7.74398,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1987,Pre-primary Level,West,,,,,,,,,,,,
1987,Primary Level,West,404,7.08356,6.86275,7.30436,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1987,Lower Secondary Level,West,1392,7.33272,7.21891,7.44653,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1987,Upper Secondary Level,West,3110,7.40850,7.33603,7.48096,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1987,Post-secondary Non-tertiary Level,West,184,7.19186,6.88385,7.49986,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
1987,First Stage of Tertiary Education,West,376,7.54930,7.36609,7.73250,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1987,Second Stage of Tertiary Education,West,573,7.61973,7.46488,7.77458,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1988,Pre-primary Level,West,,,,,,,,,,,,
1988,Primary Level,West,356,6.97980,6.75375,7.20584,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
1988,Lower Secondary Level,West,1346,7.13672,7.02182,7.25162,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
