year,migback,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,4695,7.72361,7.66153,7.78568,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,8.00000
1984,Direct migration background,2218,7.46921,7.36498,7.57343,6.00000,8.00000,10.00000,0.00000,10.00000,8.00000,8.00000,8.00000
1984,Indirect migration background,62,8.36534,7.80101,8.92968,6.83627,10.00000,10.00000,2.09068,10.00000,10.00000,8.00000,10.00000
1985,No migration background,4347,7.54179,7.47884,7.60475,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1985,Direct migration background,1885,7.34773,7.24689,7.44858,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1985,Indirect migration background,62,7.56401,7.05915,8.06886,6.00000,7.56753,9.00000,3.00000,10.00000,8.00000,7.00000,9.00000
1986,No migration background,4227,7.41454,7.35187,7.47720,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1986,Direct migration background,1826,7.37876,7.28176,7.47575,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1986,Indirect migration background,78,7.54117,7.05046,8.03188,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,7.00000,9.00000
1987,No migration background,4230,7.42100,7.35926,7.48274,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1987,Direct migration background,1805,7.36386,7.26823,7.45948,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1987,Indirect migration background,87,7.24631,6.75067,7.74195,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1988,No migration background,4005,7.25908,7.19464,7.32352,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1988,Direct migration background,1692,7.22432,7.12328,7.32536,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1988,Indirect migration background,115,7.91493,7.56432,8.26553,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,7.00000,9.00000
1989,No migration background,3901,7.28123,7.21819,7.34428,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1989,Direct migration background,1639,7.14299,7.04705,7.23894,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,7.00000,8.00000
1989,Indirect migration background,128,7.52304,7.17221,7.87386,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1990,No migration background,7178,7.23574,7.18709,7.28439,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1990,Direct migration background,1716,7.17147,7.07325,7.26969,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1990,Indirect migration background,154,7.34790,7.01338,7.68243,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1991,No migration background,6584,6.99727,6.94387,7.05067,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
