year,age_gr,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,0-16 y.,,,,,,,,,,,,
1984,17-29 y.,2025,7.49618,7.39550,7.59686,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1984,30-45 y.,2842,7.73473,7.65530,7.81416,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,8.00000
1984,46-65 y.,2062,7.81119,7.71725,7.90514,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,8.00000
1984,66 and older,46,8.35836,7.79965,8.91707,8.00000,9.00000,10.00000,5.00000,10.00000,9.00000,8.00000,10.00000
1985,0-16 y.,,,,,,,,,,,,
1985,17-29 y.,1847,7.42039,7.32119,7.51959,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1985,30-45 y.,2522,7.51804,7.43685,7.59922,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1985,46-65 y.,1885,7.63909,7.54407,7.73410,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1985,66 and older,40,6.80656,5.83105,7.78206,5.00000,8.00000,9.60030,0.00000,10.00000,8.00000,7.00000,8.02500
1986,0-16 y.,,,,,,,,,,,,
1986,17-29 y.,1871,7.31188,7.21646,7.40730,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1986,30-45 y.,2355,7.45986,7.37850,7.54122,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1986,46-65 y.,1877,7.43090,7.33427,7.52753,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1986,66 and older,,,,,,,,,,,,
1987,0-16 y.,,,,,,,,,,,,
1987,17-29 y.,1872,7.28524,7.18695,7.38352,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1987,30-45 y.,2336,7.42741,7.34774,7.50708,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1987,46-65 y.,1879,7.50005,7.40830,7.59180,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1987,66 and older,35,7.92937,7.17172,8.68702,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,7.00000,9.02500
1988,0-16 y.,,,,,,,,,,,,
1988,17-29 y.,1774,7.25487,7.15766,7.35208,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1988,30-45 y.,2173,7.25443,7.16849,7.34038,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1988,46-65 y.,1834,7.23758,7.14047,7.33470,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1988,66 and older,31,8.62533,7.99025,9.26041,8.00000,9.00000,10.00000,5.00000,10.00000,9.00000,8.00000,10.00000
1989,0-16 y.,,,,,,,,,,,,
1989,17-29 y.,1746,7.32824,7.23145,7.42503,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1989,30-45 y.,2144,7.23371,7.14966,7.31776,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1989,46-65 y.,1750,7.22826,7.13572,7.32079,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1989,66 and older,,,,,,,,,,,,
1990,0-16 y.,,,,,,,,,,,,
1990,17-29 y.,2607,7.22414,7.14181,7.30648,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1990,30-45 y.,3598,7.17031,7.10107,7.23955,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.97500,8.00000
1990,46-65 y.,2796,7.28611,7.21039,7.36182,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1990,66 and older,47,7.95920,7.39163,8.52677,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,9.00000
1991,0-16 y.,,,,,,,,,,,,
1991,17-29 y.,2450,7.10398,7.01581,7.19215,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1991,30-45 y.,3497,6.99819,6.92546,7.07092,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,7.00000,8.00000
1991,46-65 y.,2518,6.94853,6.86350,7.03356,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,8.00000
1991,66 and older,36,7.85081,7.28263,8.41898,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,9.00000
1992,0-16 y.,,,,,,,,,,,,
