year,age_gr,migback,plj0046,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,46-65 y.,Direct migration background,Not concerned at all,0.29657,246,845,0.26575,0.32738
1999,66 and older,No migration background,Very concerned,0.41847,625,1530,0.39375,0.44320
1999,66 and older,No migration background,Somewhat concerned,0.44544,704,1530,0.42052,0.47035
1999,66 and older,No migration background,Not concerned at all,0.12209,201,1530,0.10568,0.13850
1999,66 and older,Direct migration background,Very concerned,0.39635,80,247,0.33522,0.45747
1999,66 and older,Direct migration background,Somewhat concerned,0.41740,110,247,0.35577,0.47902
1999,66 and older,Direct migration background,Not concerned at all,0.17492,57,247,0.12745,0.22240
2000,17-29 y.,No migration background,Very concerned,0.27849,979,3330,0.26326,0.29371
2000,17-29 y.,No migration background,Somewhat concerned,0.42868,1473,3330,0.41187,0.44549
2000,17-29 y.,No migration background,Not concerned at all,0.27833,878,3330,0.26310,0.29355
2000,17-29 y.,Direct migration background,Very concerned,0.13171,76,583,0.10423,0.15918
2000,17-29 y.,Direct migration background,Somewhat concerned,0.38454,249,583,0.34502,0.42407
2000,17-29 y.,Direct migration background,Not concerned at all,0.47173,258,583,0.43117,0.51229
2000,17-29 y.,Indirect migration background,Very concerned,0.18214,104,602,0.15128,0.21300
2000,17-29 y.,Indirect migration background,Somewhat concerned,0.43497,275,602,0.39534,0.47461
2000,17-29 y.,Indirect migration background,Not concerned at all,0.36218,223,602,0.32375,0.40061
2000,30-45 y.,No migration background,Very concerned,0.31100,2148,6775,0.29997,0.32202
2000,30-45 y.,No migration background,Somewhat concerned,0.43452,3035,6775,0.42272,0.44633
2000,30-45 y.,No migration background,Not concerned at all,0.24477,1592,6775,0.23453,0.25501
2000,30-45 y.,Direct migration background,Very concerned,0.15847,197,1158,0.13742,0.17951
2000,30-45 y.,Direct migration background,Somewhat concerned,0.43103,520,1158,0.40249,0.45957
2000,30-45 y.,Direct migration background,Not concerned at all,0.39278,441,1158,0.36464,0.42093
2000,30-45 y.,Indirect migration background,Somewhat concerned,0.43670,73,134,0.35241,0.52099
2000,30-45 y.,Indirect migration background,Not concerned at all,0.37670,61,134,0.29435,0.45905
2000,46-65 y.,No migration background,Very concerned,0.34099,2189,6487,0.32945,0.35253
2000,46-65 y.,No migration background,Somewhat concerned,0.45273,3043,6487,0.44061,0.46484
2000,46-65 y.,No migration background,Not concerned at all,0.19507,1255,6487,0.18543,0.20472
2000,46-65 y.,Direct migration background,Very concerned,0.18633,221,1160,0.16391,0.20874
2000,46-65 y.,Direct migration background,Somewhat concerned,0.43719,521,1160,0.40863,0.46575
2000,46-65 y.,Direct migration background,Not concerned at all,0.35188,418,1160,0.32439,0.37937
2000,66 and older,No migration background,Very concerned,0.31392,1004,3176,0.29778,0.33006
2000,66 and older,No migration background,Somewhat concerned,0.47914,1547,3176,0.46176,0.49651
2000,66 and older,No migration background,Not concerned at all,0.18826,625,3176,0.17466,0.20185
2000,66 and older,Direct migration background,Very concerned,0.25184,77,348,0.20616,0.29751
2000,66 and older,Direct migration background,Somewhat concerned,0.43528,163,348,0.38312,0.48745
2000,66 and older,Direct migration background,Not concerned at all,0.28488,108,348,0.23739,0.33238
2001,17-29 y.,No migration background,Very concerned,0.22527,713,3034,0.21040,0.24014
2001,17-29 y.,No migration background,Somewhat concerned,0.44837,1388,3034,0.43067,0.46607
2001,17-29 y.,No migration background,Not concerned at all,0.31862,933,3034,0.30204,0.33521
2001,17-29 y.,Direct migration background,Very concerned,0.09354,54,491,0.06776,0.11932
2001,17-29 y.,Direct migration background,Somewhat concerned,0.41906,214,491,0.37537,0.46274
2001,17-29 y.,Direct migration background,Not concerned at all,0.47784,223,491,0.43361,0.52207
2001,17-29 y.,Indirect migration background,Very concerned,0.17731,99,543,0.14516,0.20947
2001,17-29 y.,Indirect migration background,Somewhat concerned,0.43027,233,543,0.38858,0.47195
2001,17-29 y.,Indirect migration background,Not concerned at all,0.38616,211,543,0.34517,0.42715
2001,30-45 y.,No migration background,Very concerned,0.25145,1592,6056,0.24052,0.26238
2001,30-45 y.,No migration background,Somewhat concerned,0.45998,2823,6056,0.44743,0.47254
2001,30-45 y.,No migration background,Not concerned at all,0.27611,1641,6056,0.26485,0.28737
2001,30-45 y.,Direct migration background,Very concerned,0.15048,160,1027,0.12860,0.17236
2001,30-45 y.,Direct migration background,Somewhat concerned,0.42140,477,1027,0.39118,0.45161
2001,30-45 y.,Direct migration background,Not concerned at all,0.41148,390,1027,0.38137,0.44159
2001,30-45 y.,Indirect migration background,Somewhat concerned,0.41512,73,143,0.33408,0.49617
2001,30-45 y.,Indirect migration background,Not concerned at all,0.42381,70,143,0.34253,0.50509
2001,46-65 y.,No migration background,Very concerned,0.27443,1634,5963,0.26310,0.28575
2001,46-65 y.,No migration background,Somewhat concerned,0.47877,2900,5963,0.46609,0.49145
2001,46-65 y.,No migration background,Not concerned at all,0.23601,1429,5963,0.22523,0.24679
2001,46-65 y.,Direct migration background,Very concerned,0.16129,183,1026,0.13878,0.18381
2001,46-65 y.,Direct migration background,Somewhat concerned,0.45546,474,1026,0.42497,0.48594
2001,46-65 y.,Direct migration background,Not concerned at all,0.35867,369,1026,0.32931,0.38803
2001,66 and older,No migration background,Very concerned,0.26006,788,3010,0.24439,0.27573
2001,66 and older,No migration background,Somewhat concerned,0.50656,1534,3010,0.48870,0.52442
2001,66 and older,No migration background,Not concerned at all,0.22156,688,3010,0.20672,0.23640
2001,66 and older,Direct migration background,Very concerned,0.22562,65,331,0.18052,0.27072
2001,66 and older,Direct migration background,Somewhat concerned,0.44133,151,331,0.38776,0.49491
2001,66 and older,Direct migration background,Not concerned at all,0.32148,115,331,0.27109,0.37187
2002,17-29 y.,No migration background,Very concerned,0.23987,774,3154,0.22497,0.25478
2002,17-29 y.,No migration background,Somewhat concerned,0.42327,1389,3154,0.40603,0.44052
2002,17-29 y.,No migration background,Not concerned at all,0.32722,991,3154,0.31084,0.34360
2002,17-29 y.,Direct migration background,Very concerned,0.11888,59,435,0.08843,0.14933
2002,17-29 y.,Direct migration background,Somewhat concerned,0.42307,190,435,0.37659,0.46955
2002,17-29 y.,Direct migration background,Not concerned at all,0.44853,186,435,0.40174,0.49533
2002,17-29 y.,Indirect migration background,Very concerned,0.15939,75,517,0.12781,0.19097
2002,17-29 y.,Indirect migration background,Somewhat concerned,0.46166,240,517,0.41864,0.50467
2002,17-29 y.,Indirect migration background,Not concerned at all,0.36706,202,517,0.32548,0.40865
2002,30-45 y.,No migration background,Very concerned,0.28224,1687,6242,0.27108,0.29341
2002,30-45 y.,No migration background,Somewhat concerned,0.45965,2884,6242,0.44729,0.47201
2002,30-45 y.,No migration background,Not concerned at all,0.25134,1671,6242,0.24057,0.26210
2002,30-45 y.,Direct migration background,Very concerned,0.17576,168,956,0.15162,0.19990
2002,30-45 y.,Direct migration background,Somewhat concerned,0.49630,478,956,0.46459,0.52801
2002,30-45 y.,Direct migration background,Not concerned at all,0.31394,310,956,0.28451,0.34338
2002,30-45 y.,Indirect migration background,Somewhat concerned,0.45671,83,157,0.37855,0.53488
2002,30-45 y.,Indirect migration background,Not concerned at all,0.35113,74,157,0.27623,0.42603
2002,46-65 y.,No migration background,Very concerned,0.32613,1984,6727,0.31493,0.33733
2002,46-65 y.,No migration background,Somewhat concerned,0.47707,3291,6727,0.46513,0.48901
2002,46-65 y.,No migration background,Not concerned at all,0.18823,1452,6727,0.17889,0.19757
2002,46-65 y.,Direct migration background,Very concerned,0.20293,193,1024,0.17829,0.22758
2002,46-65 y.,Direct migration background,Somewhat concerned,0.44942,502,1024,0.41894,0.47990
2002,46-65 y.,Direct migration background,Not concerned at all,0.33047,329,1024,0.30165,0.35930
2002,66 and older,No migration background,Very concerned,0.34010,1081,3192,0.32366,0.35654
2002,66 and older,No migration background,Somewhat concerned,0.49858,1598,3192,0.48124,0.51593
2002,66 and older,No migration background,Not concerned at all,0.14979,513,3192,0.13741,0.16218
2002,66 and older,Direct migration background,Very concerned,0.26099,80,340,0.21424,0.30774
2002,66 and older,Direct migration background,Somewhat concerned,0.46302,163,340,0.40994,0.51610
2002,66 and older,Direct migration background,Not concerned at all,0.24935,97,340,0.20330,0.29541
2003,17-29 y.,No migration background,Very concerned,0.23718,716,3102,0.22221,0.25215
2003,17-29 y.,No migration background,Somewhat concerned,0.43041,1354,3102,0.41298,0.44784
2003,17-29 y.,No migration background,Not concerned at all,0.32282,1032,3102,0.30636,0.33927
2003,17-29 y.,Direct migration background,Very concerned,0.08943,35,377,0.06059,0.11828
2003,17-29 y.,Direct migration background,Somewhat concerned,0.41247,162,377,0.36272,0.46223
2003,17-29 y.,Direct migration background,Not concerned at all,0.49361,180,377,0.44307,0.54414
2003,17-29 y.,Indirect migration background,Very concerned,0.17732,79,494,0.14361,0.21104
2003,17-29 y.,Indirect migration background,Somewhat concerned,0.42585,220,494,0.38220,0.46950
2003,17-29 y.,Indirect migration background,Not concerned at all,0.37350,195,494,0.33080,0.41621
2003,30-45 y.,No migration background,Very concerned,0.25981,1455,5796,0.24852,0.27110
2003,30-45 y.,No migration background,Somewhat concerned,0.46312,2712,5796,0.45028,0.47596
2003,30-45 y.,No migration background,Not concerned at all,0.27012,1629,5796,0.25868,0.28155
2003,30-45 y.,Direct migration background,Very concerned,0.18053,158,877,0.15506,0.20600
2003,30-45 y.,Direct migration background,Somewhat concerned,0.44756,394,877,0.41463,0.48049
2003,30-45 y.,Direct migration background,Not concerned at all,0.34723,325,877,0.31570,0.37876
2003,30-45 y.,Indirect migration background,Somewhat concerned,0.46146,105,181,0.38863,0.53429
2003,30-45 y.,Indirect migration background,Not concerned at all,0.37596,76,181,0.30520,0.44672
2003,46-65 y.,No migration background,Very concerned,0.31197,1817,6495,0.30071,0.32324
2003,46-65 y.,No migration background,Somewhat concerned,0.46264,3048,6495,0.45051,0.47477
2003,46-65 y.,No migration background,Not concerned at all,0.21825,1630,6495,0.20821,0.22830
2003,46-65 y.,Direct migration background,Very concerned,0.16485,164,975,0.14155,0.18815
2003,46-65 y.,Direct migration background,Somewhat concerned,0.46929,479,975,0.43795,0.50063
2003,46-65 y.,Direct migration background,Not concerned at all,0.34781,332,975,0.31790,0.37772
2003,66 and older,No migration background,Very concerned,0.31052,966,3253,0.29462,0.32642
2003,66 and older,No migration background,Somewhat concerned,0.49633,1644,3253,0.47915,0.51352
2003,66 and older,No migration background,Not concerned at all,0.18358,643,3253,0.17027,0.19689
2003,66 and older,Direct migration background,Very concerned,0.21582,75,348,0.17253,0.25910
2003,66 and older,Direct migration background,Somewhat concerned,0.43463,161,348,0.38247,0.48678
2003,66 and older,Direct migration background,Not concerned at all,0.32119,112,348,0.27206,0.37032
2004,17-29 y.,No migration background,Very concerned,0.29267,860,3043,0.27650,0.30884
2004,17-29 y.,No migration background,Somewhat concerned,0.40848,1268,3043,0.39101,0.42595
2004,17-29 y.,No migration background,Not concerned at all,0.28773,915,3043,0.27164,0.30381
2004,17-29 y.,Direct migration background,Very concerned,0.12881,49,368,0.09454,0.16309
2004,17-29 y.,Direct migration background,Somewhat concerned,0.47823,182,368,0.42713,0.52934
2004,17-29 y.,Direct migration background,Not concerned at all,0.37224,137,368,0.32278,0.42169
2004,17-29 y.,Indirect migration background,Very concerned,0.24917,110,508,0.21152,0.28682
2004,17-29 y.,Indirect migration background,Somewhat concerned,0.43100,224,508,0.38790,0.47411
2004,17-29 y.,Indirect migration background,Not concerned at all,0.30801,174,508,0.26783,0.34820
2004,30-45 y.,No migration background,Very concerned,0.32713,1684,5435,0.31465,0.33960
2004,30-45 y.,No migration background,Somewhat concerned,0.43172,2432,5435,0.41855,0.44489
2004,30-45 y.,No migration background,Not concerned at all,0.23607,1319,5435,0.22478,0.24736
2004,30-45 y.,Direct migration background,Very concerned,0.23317,182,834,0.20445,0.26188
2004,30-45 y.,Direct migration background,Somewhat concerned,0.48806,423,834,0.45411,0.52200
2004,30-45 y.,Direct migration background,Not concerned at all,0.26631,229,834,0.23629,0.29633
2004,30-45 y.,Indirect migration background,Very concerned,0.28379,56,220,0.22408,0.34350
2004,30-45 y.,Indirect migration background,Somewhat concerned,0.38756,95,220,0.32304,0.45209
2004,30-45 y.,Indirect migration background,Not concerned at all,0.31629,69,220,0.25470,0.37788
2004,46-65 y.,No migration background,Very concerned,0.36796,2135,6328,0.35608,0.37985
2004,46-65 y.,No migration background,Somewhat concerned,0.43699,2899,6328,0.42477,0.44921
2004,46-65 y.,No migration background,Not concerned at all,0.18583,1294,6328,0.17625,0.19542
2004,46-65 y.,Direct migration background,Very concerned,0.21519,203,937,0.18886,0.24152
2004,46-65 y.,Direct migration background,Somewhat concerned,0.47756,460,937,0.44556,0.50956
2004,46-65 y.,Direct migration background,Not concerned at all,0.29192,274,937,0.26280,0.32105
2004,66 and older,No migration background,Very concerned,0.37833,1259,3353,0.36191,0.39474
2004,66 and older,No migration background,Somewhat concerned,0.46036,1557,3353,0.44349,0.47724
2004,66 and older,No migration background,Not concerned at all,0.14871,537,3353,0.13666,0.16075
2004,66 and older,Direct migration background,Very concerned,0.26298,97,349,0.21673,0.30924
2004,66 and older,Direct migration background,Somewhat concerned,0.41516,155,349,0.36339,0.46693
2004,66 and older,Direct migration background,Not concerned at all,0.27496,97,349,0.22804,0.32187
2005,17-29 y.,No migration background,Very concerned,0.33203,948,2976,0.31510,0.34895
2005,17-29 y.,No migration background,Somewhat concerned,0.40508,1264,2976,0.38744,0.42273
2005,17-29 y.,No migration background,Not concerned at all,0.25729,764,2976,0.24158,0.27300
2005,17-29 y.,Direct migration background,Very concerned,0.13778,43,312,0.09947,0.17608
2005,17-29 y.,Direct migration background,Somewhat concerned,0.48508,150,312,0.42953,0.54062
2005,17-29 y.,Direct migration background,Not concerned at all,0.36046,119,312,0.30710,0.41382
2005,17-29 y.,Indirect migration background,Very concerned,0.28221,138,513,0.24323,0.32120
2005,17-29 y.,Indirect migration background,Somewhat concerned,0.44391,225,513,0.40087,0.48694
2005,17-29 y.,Indirect migration background,Not concerned at all,0.26104,150,513,0.22299,0.29908
2005,30-45 y.,No migration background,Very concerned,0.38361,1873,5020,0.37016,0.39706
2005,30-45 y.,No migration background,Somewhat concerned,0.41542,2142,5020,0.40179,0.42906
2005,30-45 y.,No migration background,Not concerned at all,0.19254,1005,5020,0.18163,0.20345
2005,30-45 y.,Direct migration background,Very concerned,0.30550,226,789,0.27334,0.33766
2005,30-45 y.,Direct migration background,Somewhat concerned,0.43890,363,789,0.40425,0.47355
2005,30-45 y.,Direct migration background,Not concerned at all,0.24936,200,789,0.21915,0.27957
2005,30-45 y.,Indirect migration background,Very concerned,0.30829,69,240,0.24975,0.36684
2005,30-45 y.,Indirect migration background,Somewhat concerned,0.42867,112,240,0.36592,0.49141
2005,30-45 y.,Indirect migration background,Not concerned at all,0.25694,59,240,0.20154,0.31233
2005,46-65 y.,No migration background,Very concerned,0.43909,2474,6035,0.42657,0.45161
2005,46-65 y.,No migration background,Somewhat concerned,0.41806,2609,6035,0.40562,0.43051
2005,46-65 y.,No migration background,Not concerned at all,0.13438,952,6035,0.12578,0.14299
2005,46-65 y.,Direct migration background,Very concerned,0.30268,253,876,0.27224,0.33312
2005,46-65 y.,Direct migration background,Somewhat concerned,0.44083,421,876,0.40793,0.47372
2005,46-65 y.,Direct migration background,Not concerned at all,0.23625,202,876,0.20811,0.26440
2005,66 and older,No migration background,Very concerned,0.44410,1488,3357,0.42728,0.46091
2005,66 and older,No migration background,Somewhat concerned,0.42006,1447,3357,0.40336,0.43676
2005,66 and older,No migration background,Not concerned at all,0.12460,422,3357,0.11343,0.13577
2005,66 and older,Direct migration background,Very concerned,0.31376,113,356,0.26549,0.36203
2005,66 and older,Direct migration background,Somewhat concerned,0.41033,158,356,0.35916,0.46149
2005,66 and older,Direct migration background,Not concerned at all,0.24410,85,356,0.19941,0.28878
2006,17-29 y.,No migration background,Very concerned,0.27503,822,2866,0.25868,0.29139
2006,17-29 y.,No migration background,Somewhat concerned,0.39648,1244,2866,0.37857,0.41439
2006,17-29 y.,No migration background,Not concerned at all,0.25222,800,2866,0.23632,0.26812
2006,17-29 y.,Direct migration background,Very concerned,0.19914,58,318,0.15517,0.24310
2006,17-29 y.,Direct migration background,Somewhat concerned,0.38020,136,318,0.32676,0.43364
2006,17-29 y.,Direct migration background,Not concerned at all,0.37532,124,318,0.32202,0.42862
2006,17-29 y.,Indirect migration background,Very concerned,0.29090,124,463,0.24948,0.33231
2006,17-29 y.,Indirect migration background,Somewhat concerned,0.34852,190,463,0.30507,0.39197
2006,17-29 y.,Indirect migration background,Not concerned at all,0.26938,149,463,0.22893,0.30983
2006,30-45 y.,No migration background,Very concerned,0.33539,1701,5176,0.32252,0.34825
2006,30-45 y.,No migration background,Somewhat concerned,0.42972,2286,5176,0.41624,0.44321
2006,30-45 y.,No migration background,Not concerned at all,0.22160,1189,5176,0.21029,0.23292
2006,30-45 y.,Direct migration background,Very concerned,0.25965,211,777,0.22881,0.29050
2006,30-45 y.,Direct migration background,Somewhat concerned,0.45207,349,777,0.41705,0.48709
2006,30-45 y.,Direct migration background,Not concerned at all,0.28119,217,777,0.24955,0.31282
2006,30-45 y.,Indirect migration background,Very concerned,0.26444,74,272,0.21193,0.31695
2006,30-45 y.,Indirect migration background,Somewhat concerned,0.44280,125,272,0.38366,0.50194
2006,30-45 y.,Indirect migration background,Not concerned at all,0.27165,73,272,0.21869,0.32461
2006,46-65 y.,No migration background,Very concerned,0.38523,2405,6600,0.37349,0.39697
2006,46-65 y.,No migration background,Somewhat concerned,0.42442,2919,6600,0.41249,0.43634
2006,46-65 y.,No migration background,Not concerned at all,0.18057,1276,6600,0.17129,0.18985
2006,46-65 y.,Direct migration background,Very concerned,0.28105,225,867,0.25111,0.31099
2006,46-65 y.,Direct migration background,Somewhat concerned,0.43931,405,867,0.40625,0.47236
2006,46-65 y.,Direct migration background,Not concerned at all,0.25808,237,867,0.22893,0.28722
2006,66 and older,No migration background,Very concerned,0.36829,1451,3985,0.35331,0.38326
2006,66 and older,No migration background,Somewhat concerned,0.46178,1894,3985,0.44630,0.47726
2006,66 and older,No migration background,Not concerned at all,0.15585,640,3985,0.14459,0.16711
2006,66 and older,Direct migration background,Very concerned,0.23106,100,379,0.18857,0.27356
2006,66 and older,Direct migration background,Somewhat concerned,0.41772,161,379,0.36800,0.46744
2006,66 and older,Direct migration background,Not concerned at all,0.31745,118,379,0.27052,0.36437
2007,17-29 y.,No migration background,Very concerned,0.26428,737,2663,0.24753,0.28103
2007,17-29 y.,No migration background,Somewhat concerned,0.37301,1107,2663,0.35463,0.39138
2007,17-29 y.,No migration background,Not concerned at all,0.26926,819,2663,0.25241,0.28611
2007,17-29 y.,Direct migration background,Very concerned,0.14562,38,263,0.10291,0.18833
2007,17-29 y.,Direct migration background,Somewhat concerned,0.43386,120,263,0.37384,0.49387
2007,17-29 y.,Direct migration background,Not concerned at all,0.34738,105,263,0.28972,0.40503
2007,17-29 y.,Indirect migration background,Very concerned,0.20140,99,440,0.16388,0.23891
2007,17-29 y.,Indirect migration background,Somewhat concerned,0.40210,195,440,0.35623,0.44797
2007,17-29 y.,Indirect migration background,Not concerned at all,0.31182,146,440,0.26849,0.35515
2007,30-45 y.,No migration background,Very concerned,0.30712,1429,4719,0.29395,0.32028
2007,30-45 y.,No migration background,Somewhat concerned,0.41896,2042,4719,0.40488,0.43304
2007,30-45 y.,No migration background,Not concerned at all,0.26394,1248,4719,0.25136,0.27652
2007,30-45 y.,Direct migration background,Very concerned,0.19914,130,680,0.16910,0.22918
2007,30-45 y.,Direct migration background,Somewhat concerned,0.47148,325,680,0.43394,0.50903
2007,30-45 y.,Direct migration background,Not concerned at all,0.31658,225,680,0.28159,0.35157
2007,30-45 y.,Indirect migration background,Very concerned,0.21544,66,270,0.16631,0.26457
2007,30-45 y.,Indirect migration background,Somewhat concerned,0.48544,114,270,0.42572,0.54517
2007,30-45 y.,Indirect migration background,Not concerned at all,0.29428,90,270,0.23982,0.34874
2007,46-65 y.,No migration background,Very concerned,0.33861,1948,6174,0.32680,0.35041
2007,46-65 y.,No migration background,Somewhat concerned,0.43770,2787,6174,0.42533,0.45008
2007,46-65 y.,No migration background,Not concerned at all,0.21232,1439,6174,0.20212,0.22252
2007,46-65 y.,Direct migration background,Very concerned,0.21615,168,777,0.18719,0.24511
2007,46-65 y.,Direct migration background,Somewhat concerned,0.44851,356,777,0.41352,0.48351
2007,46-65 y.,Direct migration background,Not concerned at all,0.31431,253,777,0.28164,0.34697
2007,66 and older,No migration background,Very concerned,0.32797,1246,3908,0.31325,0.34269
2007,66 and older,No migration background,Somewhat concerned,0.46695,1883,3908,0.45131,0.48260
2007,66 and older,No migration background,Not concerned at all,0.19058,779,3908,0.17827,0.20290
2007,66 and older,Direct migration background,Very concerned,0.19462,87,373,0.15439,0.23486
2007,66 and older,Direct migration background,Somewhat concerned,0.43305,164,373,0.38270,0.48340
2007,66 and older,Direct migration background,Not concerned at all,0.36762,122,373,0.31862,0.41662
2008,17-29 y.,No migration background,Very concerned,0.22959,602,2491,0.21307,0.24611
2008,17-29 y.,No migration background,Somewhat concerned,0.38279,1040,2491,0.36369,0.40188
2008,17-29 y.,No migration background,Not concerned at all,0.31313,849,2491,0.29491,0.33135
2008,17-29 y.,Direct migration background,Somewhat concerned,0.40515,93,197,0.33642,0.47388
2008,17-29 y.,Direct migration background,Not concerned at all,0.45512,104,197,0.38540,0.52484
2008,17-29 y.,Indirect migration background,Very concerned,0.17574,87,431,0.13976,0.21171
2008,17-29 y.,Indirect migration background,Somewhat concerned,0.38439,184,431,0.33841,0.43037
2008,17-29 y.,Indirect migration background,Not concerned at all,0.31915,160,431,0.27509,0.36321
2008,30-45 y.,No migration background,Very concerned,0.25504,1048,4278,0.24198,0.26811
2008,30-45 y.,No migration background,Somewhat concerned,0.42337,1880,4278,0.40856,0.43818
2008,30-45 y.,No migration background,Not concerned at all,0.31715,1350,4278,0.30320,0.33109
2008,30-45 y.,Direct migration background,Very concerned,0.16198,95,598,0.13243,0.19154
2008,30-45 y.,Direct migration background,Somewhat concerned,0.41181,253,598,0.37233,0.45129
2008,30-45 y.,Direct migration background,Not concerned at all,0.40766,250,598,0.36824,0.44708
2008,30-45 y.,Indirect migration background,Very concerned,0.18861,48,268,0.14168,0.23553
2008,30-45 y.,Indirect migration background,Somewhat concerned,0.49993,134,268,0.43996,0.55991
2008,30-45 y.,Indirect migration background,Not concerned at all,0.30677,86,268,0.25145,0.36208
2008,46-65 y.,No migration background,Very concerned,0.29871,1637,5909,0.28704,0.31038
2008,46-65 y.,No migration background,Somewhat concerned,0.45068,2679,5909,0.43800,0.46337
2008,46-65 y.,No migration background,Not concerned at all,0.24433,1593,5909,0.23337,0.25528
2008,46-65 y.,Direct migration background,Very concerned,0.16990,120,701,0.14208,0.19772
2008,46-65 y.,Direct migration background,Somewhat concerned,0.45654,308,701,0.41964,0.49344
2008,46-65 y.,Direct migration background,Not concerned at all,0.36242,273,701,0.32681,0.39803
2008,66 and older,No migration background,Very concerned,0.30275,1142,3887,0.28831,0.31720
2008,66 and older,No migration background,Somewhat concerned,0.47412,1876,3887,0.45842,0.48982
2008,66 and older,No migration background,Not concerned at all,0.21149,869,3887,0.19865,0.22433
2008,66 and older,Direct migration background,Very concerned,0.18756,82,364,0.14740,0.22772
2008,66 and older,Direct migration background,Somewhat concerned,0.44443,158,364,0.39331,0.49555
2008,66 and older,Direct migration background,Not concerned at all,0.35050,124,364,0.30142,0.39959
2009,17-29 y.,No migration background,Very concerned,0.20316,479,2283,0.18665,0.21966
2009,17-29 y.,No migration background,Somewhat concerned,0.35263,873,2283,0.33303,0.37223
2009,17-29 y.,No migration background,Not concerned at all,0.37410,931,2283,0.35424,0.39395
2009,17-29 y.,Direct migration background,Somewhat concerned,0.31312,65,154,0.23963,0.38661
2009,17-29 y.,Direct migration background,Not concerned at all,0.51469,89,154,0.43550,0.59388
2009,17-29 y.,Indirect migration background,Very concerned,0.13958,64,382,0.10478,0.17438
2009,17-29 y.,Indirect migration background,Somewhat concerned,0.34656,141,382,0.29878,0.39434
2009,17-29 y.,Indirect migration background,Not concerned at all,0.41488,177,382,0.36541,0.46435
2009,30-45 y.,No migration background,Very concerned,0.22069,822,3854,0.20759,0.23378
2009,30-45 y.,No migration background,Somewhat concerned,0.39374,1583,3854,0.37832,0.40917
2009,30-45 y.,No migration background,Not concerned at all,0.37843,1449,3854,0.36312,0.39375
2009,30-45 y.,Direct migration background,Very concerned,0.11433,60,528,0.08716,0.14150
2009,30-45 y.,Direct migration background,Somewhat concerned,0.46926,243,528,0.42665,0.51187
2009,30-45 y.,Direct migration background,Not concerned at all,0.41117,225,528,0.36916,0.45318
2009,30-45 y.,Indirect migration background,Very concerned,0.14147,43,266,0.09951,0.18344
2009,30-45 y.,Indirect migration background,Somewhat concerned,0.56544,131,266,0.50575,0.62512
2009,30-45 y.,Indirect migration background,Not concerned at all,0.27197,92,266,0.21839,0.32554
2009,46-65 y.,No migration background,Very concerned,0.25616,1285,5640,0.24477,0.26755
2009,46-65 y.,No migration background,Somewhat concerned,0.44318,2472,5640,0.43022,0.45615
2009,46-65 y.,No migration background,Not concerned at all,0.29597,1883,5640,0.28406,0.30789
2009,46-65 y.,Direct migration background,Very concerned,0.17506,101,615,0.14500,0.20512
2009,46-65 y.,Direct migration background,Somewhat concerned,0.41680,261,615,0.37780,0.45580
2009,46-65 y.,Direct migration background,Not concerned at all,0.39766,253,615,0.35895,0.43637
2009,66 and older,No migration background,Very concerned,0.24003,898,3784,0.22642,0.25364
2009,66 and older,No migration background,Somewhat concerned,0.47917,1862,3784,0.46325,0.49508
2009,66 and older,No migration background,Not concerned at all,0.26774,1024,3784,0.25363,0.28185
2009,66 and older,Direct migration background,Very concerned,0.16086,52,331,0.12122,0.20050
