year,bula_h,plj0046,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,"Rhineland-Palatinate, Saarland",Not concerned at all,0.20205,370,1444,0.18133,0.22276
2000,Baden-Wuerttemberg,Very concerned,0.22932,786,2903,0.21402,0.24461
2000,Baden-Wuerttemberg,Somewhat concerned,0.35888,1337,2903,0.34142,0.37633
2000,Baden-Wuerttemberg,Not concerned at all,0.20051,780,2903,0.18595,0.21508
2000,Bavaria,Very concerned,0.22386,915,3339,0.20972,0.23800
2000,Bavaria,Somewhat concerned,0.38704,1563,3339,0.37051,0.40356
2000,Bavaria,Not concerned at all,0.21342,861,3339,0.19952,0.22732
2000,Berlin,Very concerned,0.26422,275,807,0.23378,0.29466
2000,Berlin,Somewhat concerned,0.32820,327,807,0.29578,0.36062
2000,Berlin,Not concerned at all,0.21636,205,807,0.18793,0.24479
2000,Brandenburg,Very concerned,0.30348,339,1005,0.27504,0.33191
2000,Brandenburg,Somewhat concerned,0.34687,443,1005,0.31743,0.37631
2000,Brandenburg,Not concerned at all,0.19889,223,1005,0.17420,0.22358
2000,Mecklenburg-Western Pomerania,Very concerned,0.25518,166,562,0.21911,0.29126
2000,Mecklenburg-Western Pomerania,Somewhat concerned,0.40964,277,562,0.36895,0.45034
2000,Mecklenburg-Western Pomerania,Not concerned at all,0.17839,119,562,0.14671,0.21007
2000,Saxony,Very concerned,0.26877,587,1756,0.24802,0.28951
2000,Saxony,Somewhat concerned,0.38353,814,1756,0.36078,0.40628
2000,Saxony,Not concerned at all,0.17706,355,1756,0.15920,0.19492
2000,Saxony-Anhalt,Very concerned,0.28010,341,1047,0.25289,0.30731
2000,Saxony-Anhalt,Somewhat concerned,0.39994,490,1047,0.37025,0.42963
2000,Saxony-Anhalt,Not concerned at all,0.18115,216,1047,0.15781,0.20449
2000,Thuringa,Very concerned,0.27339,338,1046,0.24637,0.30042
2000,Thuringa,Somewhat concerned,0.39720,506,1046,0.36753,0.42687
2000,Thuringa,Not concerned at all,0.17297,202,1046,0.15004,0.19590
2001,Schleswig-Holstein,Very concerned,0.16228,116,637,0.13363,0.19094
2001,Schleswig-Holstein,Somewhat concerned,0.37091,277,637,0.33337,0.40845
2001,Schleswig-Holstein,Not concerned at all,0.28004,244,637,0.24514,0.31493
2001,Hamburg,Very concerned,0.22696,67,272,0.17709,0.27683
2001,Hamburg,Somewhat concerned,0.36574,116,272,0.30840,0.42309
2001,Hamburg,Not concerned at all,0.26821,89,272,0.21546,0.32096
2001,Lower Saxony,Very concerned,0.22089,465,1832,0.20189,0.23989
2001,Lower Saxony,Somewhat concerned,0.37208,863,1832,0.34994,0.39422
2001,Lower Saxony,Not concerned at all,0.21034,504,1832,0.19167,0.22900
2001,Bremen,Very concerned,0.19593,32,155,0.13324,0.25862
2001,Bremen,Somewhat concerned,0.42118,73,155,0.34319,0.49916
2001,Bremen,Not concerned at all,0.23193,50,155,0.16527,0.29859
2001,North Rhine-Westphalia,Very concerned,0.19341,1122,4601,0.18200,0.20483
2001,North Rhine-Westphalia,Somewhat concerned,0.38944,2183,4601,0.37535,0.40353
2001,North Rhine-Westphalia,Not concerned at all,0.23740,1296,4601,0.22510,0.24969
2001,Hesse,Very concerned,0.21139,383,1469,0.19050,0.23227
2001,Hesse,Somewhat concerned,0.37979,681,1469,0.35496,0.40461
2001,Hesse,Not concerned at all,0.22093,405,1469,0.19970,0.24215
2001,"Rhineland-Palatinate, Saarland",Very concerned,0.15959,253,1337,0.13995,0.17923
2001,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.38180,660,1337,0.35575,0.40785
2001,"Rhineland-Palatinate, Saarland",Not concerned at all,0.24345,424,1337,0.22044,0.26647
2001,Baden-Wuerttemberg,Very concerned,0.17688,558,2563,0.16210,0.19166
2001,Baden-Wuerttemberg,Somewhat concerned,0.37773,1228,2563,0.35896,0.39651
2001,Baden-Wuerttemberg,Not concerned at all,0.23668,777,2563,0.22022,0.25314
2001,Bavaria,Very concerned,0.19186,693,3009,0.17779,0.20593
2001,Bavaria,Somewhat concerned,0.41457,1472,3009,0.39697,0.43218
2001,Bavaria,Not concerned at all,0.22686,844,3009,0.21189,0.24183
2001,Berlin,Very concerned,0.21441,223,782,0.18563,0.24320
2001,Berlin,Somewhat concerned,0.34816,325,782,0.31475,0.38158
2001,Berlin,Not concerned at all,0.24391,234,782,0.21379,0.27402
2001,Brandenburg,Very concerned,0.24251,275,950,0.21524,0.26978
2001,Brandenburg,Somewhat concerned,0.37420,427,950,0.34341,0.40499
2001,Brandenburg,Not concerned at all,0.24141,248,950,0.21418,0.26864
2001,Mecklenburg-Western Pomerania,Very concerned,0.19824,125,508,0.16354,0.23295
2001,Mecklenburg-Western Pomerania,Somewhat concerned,0.43886,254,508,0.39566,0.48206
2001,Mecklenburg-Western Pomerania,Not concerned at all,0.20551,129,508,0.17033,0.24068
2001,Saxony,Very concerned,0.23764,480,1627,0.21695,0.25833
2001,Saxony,Somewhat concerned,0.38288,748,1627,0.35925,0.40651
2001,Saxony,Not concerned at all,0.22086,399,1627,0.20070,0.24102
2001,Saxony-Anhalt,Very concerned,0.25520,270,988,0.22800,0.28240
2001,Saxony-Anhalt,Somewhat concerned,0.39190,468,988,0.36145,0.42236
2001,Saxony-Anhalt,Not concerned at all,0.21348,250,988,0.18792,0.23904
2001,Thuringa,Very concerned,0.23286,257,963,0.20615,0.25956
2001,Thuringa,Somewhat concerned,0.46540,518,963,0.43388,0.49692
2001,Thuringa,Not concerned at all,0.16569,188,963,0.14220,0.18919
2002,Schleswig-Holstein,Very concerned,0.17996,129,711,0.15171,0.20822
2002,Schleswig-Holstein,Somewhat concerned,0.38629,309,711,0.35048,0.42211
2002,Schleswig-Holstein,Not concerned at all,0.25508,273,711,0.22301,0.28714
2002,Hamburg,Very concerned,0.22490,66,323,0.17930,0.27051
2002,Hamburg,Somewhat concerned,0.36787,140,323,0.31520,0.42054
2002,Hamburg,Not concerned at all,0.28066,117,323,0.23158,0.32974
2002,Lower Saxony,Very concerned,0.26298,563,1964,0.24350,0.28246
2002,Lower Saxony,Somewhat concerned,0.37010,917,1964,0.34874,0.39146
2002,Lower Saxony,Not concerned at all,0.17724,484,1964,0.16035,0.19413
2002,Bremen,Very concerned,0.25185,46,171,0.18659,0.31710
2002,Bremen,Somewhat concerned,0.39886,78,171,0.32525,0.47247
2002,Bremen,Not concerned at all,0.20710,47,171,0.14619,0.26802
2002,North Rhine-Westphalia,Very concerned,0.22968,1272,4825,0.21781,0.24155
2002,North Rhine-Westphalia,Somewhat concerned,0.38356,2267,4825,0.36984,0.39728
2002,North Rhine-Westphalia,Not concerned at all,0.21322,1286,4825,0.20166,0.22478
2002,Hesse,Very concerned,0.22286,428,1621,0.20259,0.24313
2002,Hesse,Somewhat concerned,0.37203,754,1621,0.34849,0.39556
2002,Hesse,Not concerned at all,0.20447,439,1621,0.18483,0.22411
2002,"Rhineland-Palatinate, Saarland",Very concerned,0.20530,339,1359,0.18382,0.22678
2002,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.38722,649,1359,0.36131,0.41313
2002,"Rhineland-Palatinate, Saarland",Not concerned at all,0.19867,371,1359,0.17745,0.21990
2002,Baden-Wuerttemberg,Very concerned,0.20819,648,2775,0.19308,0.22329
2002,Baden-Wuerttemberg,Somewhat concerned,0.41605,1446,2775,0.39771,0.43439
2002,Baden-Wuerttemberg,Not concerned at all,0.17693,681,2775,0.16273,0.19114
2002,Bavaria,Very concerned,0.24246,843,3236,0.22769,0.25723
2002,Bavaria,Somewhat concerned,0.39183,1543,3236,0.37501,0.40865
2002,Bavaria,Not concerned at all,0.19227,850,3236,0.17869,0.20585
2002,Berlin,Very concerned,0.24892,252,822,0.21934,0.27849
2002,Berlin,Somewhat concerned,0.33779,320,822,0.30544,0.37014
2002,Berlin,Not concerned at all,0.23507,250,822,0.20606,0.26408
2002,Brandenburg,Very concerned,0.27435,299,949,0.24594,0.30275
2002,Brandenburg,Somewhat concerned,0.40306,458,949,0.37184,0.43429
2002,Brandenburg,Not concerned at all,0.18378,192,949,0.15912,0.20843
2002,Mecklenburg-Western Pomerania,Very concerned,0.27269,140,512,0.23408,0.31131
2002,Mecklenburg-Western Pomerania,Somewhat concerned,0.43394,269,512,0.39097,0.47691
2002,Mecklenburg-Western Pomerania,Not concerned at all,0.14040,103,512,0.11028,0.17052
2002,Saxony,Very concerned,0.27047,516,1636,0.24894,0.29200
2002,Saxony,Somewhat concerned,0.38105,754,1636,0.35751,0.40459
2002,Saxony,Not concerned at all,0.20094,366,1636,0.18152,0.22037
2002,Saxony-Anhalt,Very concerned,0.30946,310,965,0.28028,0.33864
2002,Saxony-Anhalt,Somewhat concerned,0.41822,481,965,0.38709,0.44936
2002,Saxony-Anhalt,Not concerned at all,0.14356,174,965,0.12142,0.16569
2002,Thuringa,Very concerned,0.27089,297,961,0.24277,0.29900
2002,Thuringa,Somewhat concerned,0.42175,461,961,0.39051,0.45299
2002,Thuringa,Not concerned at all,0.16225,203,961,0.13893,0.18558
2003,Schleswig-Holstein,Very concerned,0.14628,99,661,0.11932,0.17324
2003,Schleswig-Holstein,Somewhat concerned,0.35505,262,661,0.31854,0.39156
2003,Schleswig-Holstein,Not concerned at all,0.32685,300,661,0.29106,0.36263
2003,Hamburg,Very concerned,0.21423,55,289,0.16685,0.26162
2003,Hamburg,Somewhat concerned,0.29734,104,289,0.24455,0.35014
2003,Hamburg,Not concerned at all,0.32749,130,289,0.27329,0.38169
2003,Lower Saxony,Very concerned,0.20907,451,1893,0.19074,0.22739
2003,Lower Saxony,Somewhat concerned,0.39720,914,1893,0.37515,0.41925
2003,Lower Saxony,Not concerned at all,0.21419,528,1893,0.19571,0.23268
2003,Bremen,Very concerned,0.26310,41,173,0.19730,0.32891
2003,Bremen,Somewhat concerned,0.37155,81,173,0.29934,0.44377
2003,Bremen,Not concerned at all,0.23573,51,173,0.17230,0.29916
2003,North Rhine-Westphalia,Very concerned,0.23843,1246,4626,0.22615,0.25071
2003,North Rhine-Westphalia,Somewhat concerned,0.36766,2074,4626,0.35377,0.38156
2003,North Rhine-Westphalia,Not concerned at all,0.21692,1306,4626,0.20504,0.22880
2003,Hesse,Very concerned,0.19971,348,1486,0.17938,0.22005
2003,Hesse,Somewhat concerned,0.39947,731,1486,0.37456,0.42438
2003,Hesse,Not concerned at all,0.20682,407,1486,0.18622,0.22742
2003,"Rhineland-Palatinate, Saarland",Very concerned,0.19116,311,1336,0.17006,0.21225
2003,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.37957,620,1336,0.35354,0.40560
2003,"Rhineland-Palatinate, Saarland",Not concerned at all,0.23501,405,1336,0.21226,0.25775
2003,Baden-Wuerttemberg,Very concerned,0.19655,581,2662,0.18145,0.21165
2003,Baden-Wuerttemberg,Somewhat concerned,0.39459,1336,2662,0.37602,0.41316
2003,Baden-Wuerttemberg,Not concerned at all,0.20502,745,2662,0.18968,0.22036
2003,Bavaria,Very concerned,0.24083,798,3097,0.22577,0.25590
2003,Bavaria,Somewhat concerned,0.36948,1383,3097,0.35248,0.38648
2003,Bavaria,Not concerned at all,0.21198,916,3097,0.19758,0.22638
2003,Berlin,Very concerned,0.24381,246,820,0.21441,0.27322
2003,Berlin,Somewhat concerned,0.36152,363,820,0.32861,0.39442
2003,Berlin,Not concerned at all,0.22767,211,820,0.19895,0.25639
2003,Brandenburg,Very concerned,0.25483,258,938,0.22693,0.28273
2003,Brandenburg,Somewhat concerned,0.42151,457,938,0.38989,0.45313
2003,Brandenburg,Not concerned at all,0.19198,223,938,0.16676,0.21720
2003,Mecklenburg-Western Pomerania,Very concerned,0.24019,131,518,0.20336,0.27701
2003,Mecklenburg-Western Pomerania,Somewhat concerned,0.42479,266,518,0.38218,0.46740
2003,Mecklenburg-Western Pomerania,Not concerned at all,0.19119,121,518,0.15730,0.22509
2003,Saxony,Very concerned,0.23679,434,1601,0.21596,0.25762
2003,Saxony,Somewhat concerned,0.40248,767,1601,0.37845,0.42651
2003,Saxony,Not concerned at all,0.21673,400,1601,0.19654,0.23692
2003,Saxony-Anhalt,Very concerned,0.24519,241,930,0.21752,0.27285
2003,Saxony-Anhalt,Somewhat concerned,0.45026,474,930,0.41827,0.48226
2003,Saxony-Anhalt,Not concerned at all,0.17544,215,930,0.15098,0.19990
2003,Thuringa,Very concerned,0.25732,274,953,0.22955,0.28508
2003,Thuringa,Somewhat concerned,0.43878,470,953,0.40726,0.47030
2003,Thuringa,Not concerned at all,0.17207,209,953,0.14809,0.19604
2004,Schleswig-Holstein,Very concerned,0.17579,133,662,0.14677,0.20481
2004,Schleswig-Holstein,Somewhat concerned,0.34123,241,662,0.30508,0.37737
2004,Schleswig-Holstein,Not concerned at all,0.32202,288,662,0.28640,0.35765
2004,Hamburg,Very concerned,0.24287,71,293,0.19369,0.29206
2004,Hamburg,Somewhat concerned,0.36120,122,293,0.30610,0.41629
2004,Hamburg,Not concerned at all,0.25863,100,293,0.20841,0.30886
2004,Lower Saxony,Very concerned,0.27002,562,1878,0.24993,0.29010
2004,Lower Saxony,Somewhat concerned,0.37655,878,1878,0.35463,0.39847
2004,Lower Saxony,Not concerned at all,0.17212,438,1878,0.15504,0.18919
2004,Bremen,Very concerned,0.28814,48,167,0.21924,0.35704
2004,Bremen,Somewhat concerned,0.38890,74,167,0.31474,0.46306
2004,Bremen,Not concerned at all,0.19966,45,167,0.13885,0.26047
2004,North Rhine-Westphalia,Very concerned,0.29014,1497,4508,0.27689,0.30339
2004,North Rhine-Westphalia,Somewhat concerned,0.36929,2030,4508,0.35520,0.38338
2004,North Rhine-Westphalia,Not concerned at all,0.17213,981,4508,0.16111,0.18315
2004,Hesse,Very concerned,0.24720,426,1416,0.22472,0.26968
2004,Hesse,Somewhat concerned,0.33834,625,1416,0.31369,0.36299
2004,Hesse,Not concerned at all,0.19735,365,1416,0.17662,0.21809
2004,"Rhineland-Palatinate, Saarland",Very concerned,0.22178,328,1284,0.19904,0.24451
2004,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.37966,627,1284,0.35310,0.40621
2004,"Rhineland-Palatinate, Saarland",Not concerned at all,0.20443,329,1284,0.18236,0.22650
2004,Baden-Wuerttemberg,Very concerned,0.24504,725,2585,0.22846,0.26163
2004,Baden-Wuerttemberg,Somewhat concerned,0.38182,1223,2585,0.36309,0.40055
2004,Baden-Wuerttemberg,Not concerned at all,0.17518,637,2585,0.16052,0.18983
2004,Bavaria,Very concerned,0.29484,950,3014,0.27855,0.31112
2004,Bavaria,Somewhat concerned,0.36416,1375,3014,0.34698,0.38135
2004,Bavaria,Not concerned at all,0.17342,689,3014,0.15991,0.18694
2004,Berlin,Very concerned,0.30882,283,798,0.27675,0.34090
2004,Berlin,Somewhat concerned,0.32015,316,798,0.28776,0.35254
2004,Berlin,Not concerned at all,0.20971,199,798,0.18145,0.23797
2004,Brandenburg,Very concerned,0.29738,292,902,0.26753,0.32723
2004,Brandenburg,Somewhat concerned,0.38858,402,902,0.35675,0.42041
2004,Brandenburg,Not concerned at all,0.18310,208,902,0.15785,0.20836
2004,Mecklenburg-Western Pomerania,Very concerned,0.32544,163,509,0.28470,0.36619
2004,Mecklenburg-Western Pomerania,Somewhat concerned,0.39168,255,509,0.34923,0.43412
2004,Mecklenburg-Western Pomerania,Not concerned at all,0.13524,91,509,0.10550,0.16498
2004,Saxony,Very concerned,0.29688,528,1562,0.27421,0.31955
2004,Saxony,Somewhat concerned,0.37407,678,1562,0.35006,0.39807
2004,Saxony,Not concerned at all,0.19496,356,1562,0.17530,0.21461
2004,Saxony-Anhalt,Very concerned,0.33292,318,916,0.30238,0.36345
2004,Saxony-Anhalt,Somewhat concerned,0.37773,424,916,0.34632,0.40914
2004,Saxony-Anhalt,Not concerned at all,0.15446,174,916,0.13104,0.17787
2004,Thuringa,Very concerned,0.32170,333,939,0.29181,0.35160
2004,Thuringa,Somewhat concerned,0.40551,449,939,0.37409,0.43693
2004,Thuringa,Not concerned at all,0.14084,157,939,0.11858,0.16310
2005,Schleswig-Holstein,Very concerned,0.21504,140,640,0.18318,0.24689
2005,Schleswig-Holstein,Somewhat concerned,0.31647,241,640,0.28041,0.35253
2005,Schleswig-Holstein,Not concerned at all,0.31015,259,640,0.27429,0.34602
2005,Hamburg,Very concerned,0.29931,86,285,0.24605,0.35257
2005,Hamburg,Somewhat concerned,0.37998,124,285,0.32353,0.43644
2005,Hamburg,Not concerned at all,0.21242,75,285,0.16485,0.25999
2005,Lower Saxony,Very concerned,0.31764,630,1773,0.29596,0.33932
2005,Lower Saxony,Somewhat concerned,0.36055,810,1773,0.33820,0.38291
2005,Lower Saxony,Not concerned at all,0.14719,333,1773,0.13069,0.16368
2005,Bremen,Very concerned,0.35120,51,117,0.26433,0.43807
2005,Bremen,Somewhat concerned,0.42611,66,117,0.33612,0.51610
2005,North Rhine-Westphalia,Very concerned,0.32471,1683,4317,0.31074,0.33868
2005,North Rhine-Westphalia,Somewhat concerned,0.36356,1859,4317,0.34921,0.37791
2005,North Rhine-Westphalia,Not concerned at all,0.13820,775,4317,0.12790,0.14850
2005,Hesse,Very concerned,0.30042,478,1354,0.27600,0.32485
2005,Hesse,Somewhat concerned,0.35994,599,1354,0.33436,0.38551
2005,Hesse,Not concerned at all,0.15570,277,1354,0.13638,0.17502
2005,"Rhineland-Palatinate, Saarland",Very concerned,0.29475,436,1224,0.26920,0.32031
2005,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.35199,557,1224,0.32522,0.37875
2005,"Rhineland-Palatinate, Saarland",Not concerned at all,0.16372,231,1224,0.14298,0.18446
2005,Baden-Wuerttemberg,Very concerned,0.29639,866,2506,0.27851,0.31428
2005,Baden-Wuerttemberg,Somewhat concerned,0.35500,1115,2506,0.33626,0.37373
2005,Baden-Wuerttemberg,Not concerned at all,0.16373,525,2506,0.14924,0.17822
2005,Bavaria,Very concerned,0.36521,1111,2875,0.34761,0.38281
2005,Bavaria,Somewhat concerned,0.32393,1229,2875,0.30682,0.34104
2005,Bavaria,Not concerned at all,0.14550,535,2875,0.13261,0.15839
2005,Berlin,Very concerned,0.29601,268,750,0.26332,0.32870
2005,Berlin,Somewhat concerned,0.35869,323,750,0.32435,0.39304
2005,Berlin,Not concerned at all,0.17906,159,750,0.15160,0.20652
2005,Brandenburg,Very concerned,0.36290,333,880,0.33111,0.39469
2005,Brandenburg,Somewhat concerned,0.36264,384,880,0.33085,0.39442
2005,Brandenburg,Not concerned at all,0.13471,163,880,0.11214,0.15728
2005,Mecklenburg-Western Pomerania,Very concerned,0.34572,175,498,0.30390,0.38753
2005,Mecklenburg-Western Pomerania,Somewhat concerned,0.41375,248,498,0.37045,0.45705
2005,Mecklenburg-Western Pomerania,Not concerned at all,0.10974,75,498,0.08226,0.13721
2005,Saxony,Very concerned,0.36405,624,1515,0.33981,0.38829
2005,Saxony,Somewhat concerned,0.34699,618,1515,0.32301,0.37097
2005,Saxony,Not concerned at all,0.15779,273,1515,0.13943,0.17616
2005,Saxony-Anhalt,Very concerned,0.39579,355,886,0.36357,0.42801
2005,Saxony-Anhalt,Somewhat concerned,0.35931,388,886,0.32770,0.39092
2005,Saxony-Anhalt,Not concerned at all,0.12255,143,886,0.10095,0.14416
2005,Thuringa,Very concerned,0.41957,413,885,0.38704,0.45211
2005,Thuringa,Somewhat concerned,0.34175,357,885,0.31048,0.37301
2005,Thuringa,Not concerned at all,0.09780,115,885,0.07822,0.11738
2006,Schleswig-Holstein,Very concerned,0.25457,186,667,0.22148,0.28765
2006,Schleswig-Holstein,Somewhat concerned,0.34687,281,667,0.31072,0.38302
2006,Schleswig-Holstein,Not concerned at all,0.21815,200,667,0.18679,0.24952
2006,Hamburg,Very concerned,0.21515,71,300,0.16857,0.26173
2006,Hamburg,Somewhat concerned,0.35998,130,300,0.30557,0.41439
2006,Hamburg,Not concerned at all,0.27440,99,300,0.22382,0.32498
2006,Lower Saxony,Very concerned,0.29795,658,1950,0.27765,0.31826
2006,Lower Saxony,Somewhat concerned,0.35816,895,1950,0.33688,0.37945
2006,Lower Saxony,Not concerned at all,0.15258,397,1950,0.13662,0.16855
2006,Bremen,Very concerned,0.36560,52,144,0.28666,0.44453
2006,Bremen,Somewhat concerned,0.30018,47,144,0.22506,0.37531
2006,Bremen,Not concerned at all,0.23444,45,144,0.16501,0.30388
2006,North Rhine-Westphalia,Very concerned,0.29025,1585,4500,0.27698,0.30351
2006,North Rhine-Westphalia,Somewhat concerned,0.36357,1972,4500,0.34951,0.37763
2006,North Rhine-Westphalia,Not concerned at all,0.16564,943,4500,0.15478,0.17650
2006,Hesse,Very concerned,0.24133,434,1465,0.21941,0.26325
2006,Hesse,Somewhat concerned,0.36800,674,1465,0.34330,0.39271
2006,Hesse,Not concerned at all,0.19117,357,1465,0.17103,0.21132
2006,"Rhineland-Palatinate, Saarland",Very concerned,0.24763,381,1280,0.22398,0.27129
2006,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.37374,607,1280,0.34723,0.40026
2006,"Rhineland-Palatinate, Saarland",Not concerned at all,0.18722,292,1280,0.16584,0.20860
2006,Baden-Wuerttemberg,Very concerned,0.25727,815,2699,0.24078,0.27377
2006,Baden-Wuerttemberg,Somewhat concerned,0.36691,1253,2699,0.34873,0.38510
2006,Baden-Wuerttemberg,Not concerned at all,0.19105,631,2699,0.17621,0.20588
2006,Bavaria,Very concerned,0.27897,1000,3093,0.26316,0.29478
2006,Bavaria,Somewhat concerned,0.35569,1393,3093,0.33882,0.37257
2006,Bavaria,Not concerned at all,0.17638,700,3093,0.16294,0.18981
2006,Berlin,Very concerned,0.32308,284,776,0.29015,0.35600
2006,Berlin,Somewhat concerned,0.31521,299,776,0.28250,0.34792
2006,Berlin,Not concerned at all,0.22102,193,776,0.19180,0.25023
2006,Brandenburg,Very concerned,0.27533,306,931,0.24662,0.30404
2006,Brandenburg,Somewhat concerned,0.39822,416,931,0.36676,0.42968
2006,Brandenburg,Not concerned at all,0.17724,209,931,0.15269,0.20178
2006,Mecklenburg-Western Pomerania,Very concerned,0.29823,169,544,0.25975,0.33671
2006,Mecklenburg-Western Pomerania,Somewhat concerned,0.40835,271,544,0.36700,0.44969
2006,Mecklenburg-Western Pomerania,Not concerned at all,0.14462,104,544,0.11504,0.17420
2006,Saxony,Very concerned,0.32013,570,1569,0.29704,0.34323
2006,Saxony,Somewhat concerned,0.34277,656,1569,0.31927,0.36626
2006,Saxony,Not concerned at all,0.20010,343,1569,0.18030,0.21990
2006,Saxony-Anhalt,Very concerned,0.35071,330,907,0.31963,0.38178
2006,Saxony-Anhalt,Somewhat concerned,0.35003,405,907,0.31898,0.38109
