year,quintil_oecd,sex,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,3rd Quintile,female,No,0.75407,1854,2067,0.73550,0.77264
2003,4th Quintile,male,Yes,0.07856,253,2221,0.06736,0.08975
2003,4th Quintile,male,No,0.77808,1968,2221,0.76080,0.79537
2003,4th Quintile,female,Yes,0.07426,235,2244,0.06341,0.08511
2003,4th Quintile,female,No,0.79185,2009,2244,0.77505,0.80865
2003,5th Quintile,male,Yes,0.07125,305,3243,0.06239,0.08010
2003,5th Quintile,male,No,0.83484,2938,3243,0.82206,0.84762
2003,5th Quintile,female,Yes,0.06490,313,3113,0.05624,0.07355
2003,5th Quintile,female,No,0.82993,2800,3113,0.81673,0.84313
2004,1st Quintile,male,Yes,0.12781,252,1374,0.11015,0.14547
2004,1st Quintile,male,No,0.61919,1122,1374,0.59351,0.64488
2004,1st Quintile,female,Yes,0.10428,290,1891,0.09050,0.11806
2004,1st Quintile,female,No,0.71415,1601,1891,0.69378,0.73452
2004,2nd Quintile,male,Yes,0.10033,214,1736,0.08619,0.11447
2004,2nd Quintile,male,No,0.69749,1522,1736,0.67588,0.71911
2004,2nd Quintile,female,Yes,0.07601,214,2049,0.06453,0.08749
2004,2nd Quintile,female,No,0.73477,1835,2049,0.71565,0.75389
2004,3rd Quintile,male,Yes,0.08032,228,1946,0.06824,0.09240
2004,3rd Quintile,male,No,0.74215,1718,1946,0.72271,0.76160
2004,3rd Quintile,female,Yes,0.07186,221,2069,0.06073,0.08299
2004,3rd Quintile,female,No,0.76535,1848,2069,0.74708,0.78361
2004,4th Quintile,male,Yes,0.07766,233,2152,0.06635,0.08897
2004,4th Quintile,male,No,0.77613,1919,2152,0.75851,0.79374
2004,4th Quintile,female,Yes,0.07104,242,2194,0.06029,0.08179
2004,4th Quintile,female,No,0.79067,1952,2194,0.77364,0.80770
2004,5th Quintile,male,Yes,0.06835,312,3170,0.05956,0.07713
2004,5th Quintile,male,No,0.84332,2858,3170,0.83067,0.85598
2004,5th Quintile,female,Yes,0.06642,305,3028,0.05755,0.07529
2004,5th Quintile,female,No,0.83247,2723,3028,0.81917,0.84577
2005,1st Quintile,male,Yes,0.14346,248,1333,0.12463,0.16228
2005,1st Quintile,male,No,0.62361,1085,1333,0.59759,0.64963
2005,1st Quintile,female,Yes,0.11135,297,1822,0.09690,0.12580
2005,1st Quintile,female,No,0.69457,1525,1822,0.67342,0.71573
2005,2nd Quintile,male,Yes,0.09145,194,1657,0.07757,0.10534
2005,2nd Quintile,male,No,0.70805,1463,1657,0.68615,0.72995
2005,2nd Quintile,female,Yes,0.09053,223,1975,0.07787,0.10319
2005,2nd Quintile,female,No,0.74790,1752,1975,0.72875,0.76706
2005,3rd Quintile,male,Yes,0.08523,215,1791,0.07229,0.09816
2005,3rd Quintile,male,No,0.72527,1576,1791,0.70459,0.74594
2005,3rd Quintile,female,Yes,0.07367,195,1967,0.06212,0.08521
2005,3rd Quintile,female,No,0.76801,1772,1967,0.74935,0.78667
2005,4th Quintile,male,Yes,0.08713,243,2147,0.07520,0.09906
2005,4th Quintile,male,No,0.78016,1904,2147,0.76263,0.79768
2005,4th Quintile,female,Yes,0.07179,222,2156,0.06089,0.08268
2005,4th Quintile,female,No,0.80420,1934,2156,0.78744,0.82095
2005,5th Quintile,male,Yes,0.07000,274,2970,0.06082,0.07918
2005,5th Quintile,male,No,0.83979,2696,2970,0.82660,0.85299
2005,5th Quintile,female,Yes,0.07218,287,2876,0.06272,0.08164
2005,5th Quintile,female,No,0.82186,2589,2876,0.80788,0.83585
2006,1st Quintile,male,Yes,0.12378,196,1235,0.10540,0.14215
2006,1st Quintile,male,No,0.63713,1039,1235,0.61030,0.66396
2006,1st Quintile,female,Yes,0.11094,250,1717,0.09608,0.12580
2006,1st Quintile,female,No,0.70910,1467,1717,0.68761,0.73059
2006,2nd Quintile,male,Yes,0.07256,142,1495,0.05940,0.08571
2006,2nd Quintile,male,No,0.70816,1353,1495,0.68511,0.73121
2006,2nd Quintile,female,Yes,0.07002,165,1825,0.05831,0.08173
2006,2nd Quintile,female,No,0.75166,1660,1825,0.73183,0.77149
2006,3rd Quintile,male,Yes,0.06406,159,1716,0.05247,0.07565
2006,3rd Quintile,male,No,0.74670,1557,1716,0.72611,0.76728
2006,3rd Quintile,female,Yes,0.05745,152,1865,0.04688,0.06801
2006,3rd Quintile,female,No,0.77179,1713,1865,0.75273,0.79084
2006,4th Quintile,male,Yes,0.07388,186,1955,0.06228,0.08548
2006,4th Quintile,male,No,0.76746,1769,1955,0.74873,0.78620
2006,4th Quintile,female,Yes,0.05979,186,2018,0.04944,0.07013
2006,4th Quintile,female,No,0.80097,1832,2018,0.78354,0.81839
2006,5th Quintile,male,Yes,0.06061,200,2812,0.05179,0.06943
2006,5th Quintile,male,No,0.85448,2612,2812,0.84144,0.86752
2006,5th Quintile,female,Yes,0.05176,215,2710,0.04341,0.06010
2006,5th Quintile,female,No,0.83750,2495,2710,0.82361,0.85139
2007,1st Quintile,male,Yes,0.12312,217,1339,0.10551,0.14072
2007,1st Quintile,male,No,0.64752,1122,1339,0.62192,0.67312
2007,1st Quintile,female,Yes,0.10491,245,1858,0.09097,0.11885
2007,1st Quintile,female,No,0.72201,1613,1858,0.70164,0.74239
2007,2nd Quintile,male,Yes,0.07831,168,1606,0.06517,0.09146
2007,2nd Quintile,male,No,0.69254,1438,1606,0.66997,0.71512
2007,2nd Quintile,female,Yes,0.07082,174,1912,0.05932,0.08232
2007,2nd Quintile,female,No,0.74485,1738,1912,0.72531,0.76440
2007,3rd Quintile,male,Yes,0.06723,175,1846,0.05580,0.07866
2007,3rd Quintile,male,No,0.75978,1671,1846,0.74029,0.77928
2007,3rd Quintile,female,Yes,0.06471,166,2025,0.05399,0.07543
2007,3rd Quintile,female,No,0.76826,1859,2025,0.74988,0.78664
2007,4th Quintile,male,Yes,0.06842,194,2152,0.05775,0.07909
2007,4th Quintile,male,No,0.77309,1958,2152,0.75539,0.79079
2007,4th Quintile,female,Yes,0.05976,201,2167,0.04978,0.06975
2007,4th Quintile,female,No,0.80401,1966,2167,0.78729,0.82073
2007,5th Quintile,male,Yes,0.05861,191,2828,0.04995,0.06727
2007,5th Quintile,male,No,0.84791,2637,2828,0.83468,0.86115
2007,5th Quintile,female,Yes,0.05892,244,2773,0.05015,0.06768
2007,5th Quintile,female,No,0.82942,2529,2773,0.81542,0.84342
2008,1st Quintile,male,Yes,0.12073,200,1239,0.10258,0.13888
2008,1st Quintile,male,No,0.64509,1039,1239,0.61843,0.67174
2008,1st Quintile,female,Yes,0.10672,248,1735,0.09219,0.12125
2008,1st Quintile,female,No,0.71503,1487,1735,0.69379,0.73628
2008,2nd Quintile,male,Yes,0.08051,159,1535,0.06689,0.09412
2008,2nd Quintile,male,No,0.70339,1376,1535,0.68054,0.72625
2008,2nd Quintile,female,Yes,0.06506,155,1843,0.05379,0.07632
2008,2nd Quintile,female,No,0.77172,1688,1843,0.75255,0.79089
2008,3rd Quintile,male,Yes,0.06863,175,1843,0.05708,0.08017
2008,3rd Quintile,male,No,0.76760,1668,1843,0.74831,0.78689
2008,3rd Quintile,female,Yes,0.06998,184,1975,0.05872,0.08123
2008,3rd Quintile,female,No,0.77217,1791,1975,0.75366,0.79067
2008,4th Quintile,male,Yes,0.08144,193,1933,0.06924,0.09363
2008,4th Quintile,male,No,0.76771,1740,1933,0.74888,0.78654
2008,4th Quintile,female,Yes,0.06116,157,1944,0.05051,0.07182
2008,4th Quintile,female,No,0.79659,1787,1944,0.77869,0.81449
2008,5th Quintile,male,Yes,0.05376,162,2655,0.04518,0.06234
2008,5th Quintile,male,No,0.85564,2493,2655,0.84227,0.86901
2008,5th Quintile,female,Yes,0.06261,235,2612,0.05332,0.07190
2008,5th Quintile,female,No,0.82584,2377,2612,0.81130,0.84039
2009,1st Quintile,male,Yes,0.13082,187,1199,0.11173,0.14992
2009,1st Quintile,male,No,0.64725,1012,1199,0.62019,0.67431
2009,1st Quintile,female,Yes,0.11492,231,1669,0.09962,0.13023
2009,1st Quintile,female,No,0.71996,1438,1669,0.69841,0.74150
2009,2nd Quintile,male,Yes,0.07325,132,1412,0.05965,0.08684
2009,2nd Quintile,male,No,0.71316,1280,1412,0.68956,0.73676
2009,2nd Quintile,female,Yes,0.07333,144,1750,0.06111,0.08555
2009,2nd Quintile,female,No,0.76088,1606,1750,0.74089,0.78087
2009,3rd Quintile,male,Yes,0.07622,165,1659,0.06345,0.08899
2009,3rd Quintile,male,No,0.75866,1494,1659,0.73807,0.77926
2009,3rd Quintile,female,Yes,0.07320,148,1748,0.06098,0.08541
2009,3rd Quintile,female,No,0.77410,1600,1748,0.75449,0.79371
2009,4th Quintile,male,Yes,0.07953,188,1866,0.06725,0.09181
2009,4th Quintile,male,No,0.78276,1678,1866,0.76404,0.80147
2009,4th Quintile,female,Yes,0.05064,145,1904,0.04079,0.06050
2009,4th Quintile,female,No,0.80136,1759,1904,0.78343,0.81928
2009,5th Quintile,male,Yes,0.06792,180,2460,0.05797,0.07786
2009,5th Quintile,male,No,0.83231,2280,2460,0.81754,0.84707
2009,5th Quintile,female,Yes,0.07018,195,2346,0.05984,0.08051
2009,5th Quintile,female,No,0.82474,2151,2346,0.80935,0.84013
2010,1st Quintile,male,Yes,0.15952,167,1066,0.13752,0.18151
2010,1st Quintile,male,No,0.74581,899,1066,0.71966,0.77196
2010,1st Quintile,female,Yes,0.13745,216,1509,0.12007,0.15483
2010,1st Quintile,female,No,0.79158,1293,1509,0.77108,0.81208
2010,2nd Quintile,male,Yes,0.09483,115,1357,0.07924,0.11043
2010,2nd Quintile,male,No,0.79892,1242,1357,0.77758,0.82025
2010,2nd Quintile,female,Yes,0.08542,152,1655,0.07195,0.09889
2010,2nd Quintile,female,No,0.82031,1503,1655,0.80181,0.83881
2010,3rd Quintile,male,Yes,0.09627,172,1545,0.08156,0.11098
2010,3rd Quintile,male,No,0.78087,1373,1545,0.76023,0.80150
2010,3rd Quintile,female,Yes,0.08516,138,1662,0.07174,0.09858
2010,3rd Quintile,female,No,0.81496,1524,1662,0.79628,0.83363
2010,4th Quintile,male,Yes,0.08537,177,1737,0.07223,0.09852
2010,4th Quintile,male,No,0.81098,1560,1737,0.79256,0.82939
2010,4th Quintile,female,Yes,0.06332,139,1736,0.05186,0.07478
2010,4th Quintile,female,No,0.82310,1597,1736,0.80514,0.84105
2010,5th Quintile,male,Yes,0.07233,170,2217,0.06155,0.08312
2010,5th Quintile,male,No,0.85691,2047,2217,0.84233,0.87149
2010,5th Quintile,female,Yes,0.06605,168,2151,0.05555,0.07654
2010,5th Quintile,female,No,0.85056,1983,2151,0.83549,0.86563
2011,1st Quintile,male,Yes,0.11646,265,1818,0.10171,0.13121
2011,1st Quintile,male,No,0.66811,1553,1818,0.64646,0.68977
2011,1st Quintile,female,Yes,0.08926,333,2774,0.07865,0.09988
2011,1st Quintile,female,No,0.74646,2441,2774,0.73027,0.76265
2011,2nd Quintile,male,Yes,0.07646,179,1886,0.06447,0.08846
2011,2nd Quintile,male,No,0.73891,1707,1886,0.71908,0.75874
2011,2nd Quintile,female,Yes,0.07549,215,2438,0.06500,0.08598
2011,2nd Quintile,female,No,0.76369,2223,2438,0.74682,0.78055
2011,3rd Quintile,male,Yes,0.07964,182,1916,0.06751,0.09177
2011,3rd Quintile,male,No,0.74017,1734,1916,0.72053,0.75982
2011,3rd Quintile,female,Yes,0.08250,187,2209,0.07102,0.09397
2011,3rd Quintile,female,No,0.78723,2022,2209,0.77016,0.80430
2011,4th Quintile,male,Yes,0.07486,188,2041,0.06344,0.08628
2011,4th Quintile,male,No,0.78175,1853,2041,0.76382,0.79967
2011,4th Quintile,female,Yes,0.06448,166,2090,0.05395,0.07502
2011,4th Quintile,female,No,0.77423,1924,2090,0.75630,0.79216
2011,5th Quintile,male,Yes,0.06494,148,2351,0.05497,0.07490
2011,5th Quintile,male,No,0.83467,2203,2351,0.81965,0.84969
2011,5th Quintile,female,Yes,0.06739,178,2370,0.05730,0.07749
2011,5th Quintile,female,No,0.81292,2192,2370,0.79721,0.82862
2012,1st Quintile,male,Yes,0.11298,298,2081,0.09938,0.12659
2012,1st Quintile,male,No,0.65607,1783,2081,0.63566,0.67649
2012,1st Quintile,female,Yes,0.10209,403,3247,0.09167,0.11250
2012,1st Quintile,female,No,0.72135,2844,3247,0.70593,0.73678
2012,2nd Quintile,male,Yes,0.07635,214,2148,0.06512,0.08759
2012,2nd Quintile,male,No,0.72961,1934,2148,0.71082,0.74840
2012,2nd Quintile,female,Yes,0.06214,241,2800,0.05320,0.07109
2012,2nd Quintile,female,No,0.77552,2559,2800,0.76007,0.79098
2012,3rd Quintile,male,Yes,0.08738,212,2266,0.07575,0.09901
2012,3rd Quintile,male,No,0.74784,2054,2266,0.72996,0.76573
2012,3rd Quintile,female,Yes,0.08314,227,2570,0.07246,0.09381
2012,3rd Quintile,female,No,0.74854,2343,2570,0.73177,0.76532
2012,4th Quintile,male,Yes,0.07660,210,2318,0.06577,0.08743
2012,4th Quintile,male,No,0.77644,2108,2318,0.75947,0.79340
2012,4th Quintile,female,Yes,0.05780,186,2495,0.04864,0.06696
2012,4th Quintile,female,No,0.80181,2309,2495,0.78616,0.81745
2012,5th Quintile,male,Yes,0.05832,163,2615,0.04934,0.06731
2012,5th Quintile,male,No,0.83585,2452,2615,0.82165,0.85005
2012,5th Quintile,female,Yes,0.06807,189,2646,0.05847,0.07767
2012,5th Quintile,female,No,0.81511,2457,2646,0.80031,0.82990
2013,1st Quintile,male,Yes,0.12682,322,2000,0.11223,0.14141
2013,1st Quintile,male,No,0.66579,1678,2000,0.64511,0.68647
2013,1st Quintile,female,Yes,0.10241,422,3165,0.09184,0.11297
2013,1st Quintile,female,No,0.73053,2743,3165,0.71507,0.74599
2013,2nd Quintile,male,Yes,0.08345,249,2274,0.07208,0.09482
2013,2nd Quintile,male,No,0.72041,2025,2274,0.70196,0.73886
2013,2nd Quintile,female,Yes,0.06477,288,2970,0.05592,0.07362
2013,2nd Quintile,female,No,0.78747,2682,2970,0.77275,0.80218
2013,3rd Quintile,male,Yes,0.07681,230,2275,0.06587,0.08776
2013,3rd Quintile,male,No,0.75247,2045,2275,0.73473,0.77021
2013,3rd Quintile,female,Yes,0.06552,233,2626,0.05606,0.07499
2013,3rd Quintile,female,No,0.79869,2393,2626,0.78335,0.81403
2013,4th Quintile,male,Yes,0.08316,214,2328,0.07194,0.09438
2013,4th Quintile,male,No,0.78713,2114,2328,0.77050,0.80376
2013,4th Quintile,female,Yes,0.06391,200,2531,0.05438,0.07345
2013,4th Quintile,female,No,0.80132,2331,2531,0.78577,0.81687
2013,5th Quintile,male,Yes,0.06621,181,2744,0.05691,0.07552
2013,5th Quintile,male,No,0.83282,2563,2744,0.81885,0.84678
2013,5th Quintile,female,Yes,0.07216,198,2763,0.06251,0.08181
2013,5th Quintile,female,No,0.82195,2565,2763,0.80769,0.83622
2014,1st Quintile,male,Yes,0.12797,393,2390,0.11457,0.14137
2014,1st Quintile,male,No,0.63920,1997,2390,0.61994,0.65846
2014,1st Quintile,female,Yes,0.11503,525,3435,0.10436,0.12570
2014,1st Quintile,female,No,0.70322,2910,3435,0.68794,0.71850
2014,2nd Quintile,male,Yes,0.08910,273,2460,0.07784,0.10036
2014,2nd Quintile,male,No,0.71808,2187,2460,0.70030,0.73587
2014,2nd Quintile,female,Yes,0.07366,311,3058,0.06440,0.08292
2014,2nd Quintile,female,No,0.75791,2747,3058,0.74273,0.77309
2014,3rd Quintile,male,Yes,0.08979,242,2386,0.07832,0.10126
2014,3rd Quintile,male,No,0.73762,2144,2386,0.71996,0.75527
2014,3rd Quintile,female,Yes,0.07189,238,2778,0.06228,0.08150
2014,3rd Quintile,female,No,0.78216,2540,2778,0.76681,0.79751
2014,4th Quintile,male,Yes,0.07566,218,2475,0.06524,0.08608
2014,4th Quintile,male,No,0.78882,2257,2475,0.77274,0.80491
2014,4th Quintile,female,Yes,0.07009,250,2688,0.06044,0.07974
2014,4th Quintile,female,No,0.78819,2438,2688,0.77274,0.80364
2014,5th Quintile,male,Yes,0.06217,173,2719,0.05310,0.07125
2014,5th Quintile,male,No,0.84323,2546,2719,0.82956,0.85690
2014,5th Quintile,female,Yes,0.07018,203,2684,0.06052,0.07985
2014,5th Quintile,female,No,0.81717,2481,2684,0.80254,0.83179
2015,1st Quintile,male,Yes,0.13838,383,2133,0.12372,0.15304
2015,1st Quintile,male,No,0.64349,1750,2133,0.62315,0.66382
2015,1st Quintile,female,Yes,0.11203,436,2995,0.10073,0.12332
2015,1st Quintile,female,No,0.70265,2559,2995,0.68628,0.71902
2015,2nd Quintile,male,Yes,0.07878,232,2286,0.06773,0.08983
2015,2nd Quintile,male,No,0.73752,2054,2286,0.71948,0.75556
2015,2nd Quintile,female,Yes,0.06690,300,2983,0.05793,0.07586
2015,2nd Quintile,female,No,0.78156,2683,2983,0.76673,0.79639
2015,3rd Quintile,male,Yes,0.08758,218,2253,0.07591,0.09926
2015,3rd Quintile,male,No,0.74674,2035,2253,0.72878,0.76470
2015,3rd Quintile,female,Yes,0.07490,251,2601,0.06478,0.08502
2015,3rd Quintile,female,No,0.77155,2350,2601,0.75541,0.78769
2015,4th Quintile,male,Yes,0.06157,182,2285,0.05171,0.07143
2015,4th Quintile,male,No,0.80134,2103,2285,0.78497,0.81770
2015,4th Quintile,female,Yes,0.07467,229,2483,0.06433,0.08501
2015,4th Quintile,female,No,0.79162,2254,2483,0.77564,0.80759
2015,5th Quintile,male,Yes,0.05624,164,2553,0.04730,0.06517
2015,5th Quintile,male,No,0.84208,2389,2553,0.82794,0.85623
2015,5th Quintile,female,Yes,0.06526,175,2561,0.05570,0.07483
2015,5th Quintile,female,No,0.82793,2386,2561,0.81331,0.84256
2016,1st Quintile,male,Yes,0.14042,375,2123,0.12563,0.15520
2016,1st Quintile,male,No,0.63497,1748,2123,0.61449,0.65546
2016,1st Quintile,female,Yes,0.11873,430,2934,0.10703,0.13044
2016,1st Quintile,female,No,0.67851,2504,2934,0.66161,0.69541
2016,2nd Quintile,male,Yes,0.09305,221,2234,0.08100,0.10510
2016,2nd Quintile,male,No,0.71497,2013,2234,0.69624,0.73369
2016,2nd Quintile,female,Yes,0.06849,276,2857,0.05923,0.07776
2016,2nd Quintile,female,No,0.77870,2581,2857,0.76347,0.79392
2016,3rd Quintile,male,Yes,0.08483,202,2111,0.07294,0.09672
2016,3rd Quintile,male,No,0.73576,1909,2111,0.71695,0.75457
2016,3rd Quintile,female,Yes,0.07274,207,2512,0.06258,0.08290
2016,3rd Quintile,female,No,0.77928,2305,2512,0.76306,0.79550
2016,4th Quintile,male,Yes,0.06279,183,2229,0.05272,0.07286
2016,4th Quintile,male,No,0.79653,2046,2229,0.77982,0.81325
2016,4th Quintile,female,Yes,0.06196,194,2408,0.05232,0.07159
2016,4th Quintile,female,No,0.80681,2214,2408,0.79104,0.82258
2016,5th Quintile,male,Yes,0.05928,156,2422,0.04988,0.06869
2016,5th Quintile,male,No,0.84121,2266,2422,0.82665,0.85577
2016,5th Quintile,female,Yes,0.06812,174,2449,0.05814,0.07810
2016,5th Quintile,female,No,0.82370,2275,2449,0.80861,0.83880
2017,1st Quintile,male,Yes,0.14267,479,2870,0.12988,0.15547
2017,1st Quintile,male,No,0.62972,2391,2870,0.61205,0.64739
2017,1st Quintile,female,Yes,0.10846,438,3350,0.09793,0.11899
2017,1st Quintile,female,No,0.68975,2912,3350,0.67408,0.70542
2017,2nd Quintile,male,Yes,0.09119,232,2179,0.07910,0.10328
2017,2nd Quintile,male,No,0.72070,1947,2179,0.70186,0.73954
2017,2nd Quintile,female,Yes,0.06746,273,2721,0.05803,0.07688
2017,2nd Quintile,female,No,0.76913,2448,2721,0.75329,0.78496
2017,3rd Quintile,male,Yes,0.06364,192,2028,0.05301,0.07427
2017,3rd Quintile,male,No,0.75375,1836,2028,0.73499,0.77250
2017,3rd Quintile,female,Yes,0.06123,202,2410,0.05166,0.07081
2017,3rd Quintile,female,No,0.79019,2208,2410,0.77393,0.80645
2017,4th Quintile,male,Yes,0.07479,176,2077,0.06347,0.08610
2017,4th Quintile,male,No,0.79867,1901,2077,0.78142,0.81592
2017,4th Quintile,female,Yes,0.07142,201,2282,0.06085,0.08199
2017,4th Quintile,female,No,0.81303,2081,2282,0.79703,0.82903
2017,5th Quintile,male,Yes,0.06449,163,2278,0.05440,0.07457
2017,5th Quintile,male,No,0.82530,2115,2278,0.80970,0.84090
2017,5th Quintile,female,Yes,0.06606,164,2277,0.05586,0.07627
2017,5th Quintile,female,No,0.83279,2113,2277,0.81746,0.84812
2018,1st Quintile,male,Yes,0.14991,566,3432,0.13796,0.16185
2018,1st Quintile,male,No,0.62497,2866,3432,0.60877,0.64117
2018,1st Quintile,female,Yes,0.10905,475,3742,0.09906,0.11904
2018,1st Quintile,female,No,0.69924,3267,3742,0.68454,0.71394
2018,2nd Quintile,male,Yes,0.07576,257,2371,0.06511,0.08642
2018,2nd Quintile,male,No,0.73490,2114,2371,0.71713,0.75267
2018,2nd Quintile,female,Yes,0.06795,310,2947,0.05887,0.07704
2018,2nd Quintile,female,No,0.76510,2637,2947,0.74979,0.78041
2018,3rd Quintile,male,Yes,0.07503,207,2215,0.06406,0.08600
2018,3rd Quintile,male,No,0.74377,2008,2215,0.72559,0.76196
2018,3rd Quintile,female,Yes,0.06829,219,2608,0.05861,0.07797
2018,3rd Quintile,female,No,0.79381,2389,2608,0.77828,0.80934
2018,4th Quintile,male,Yes,0.05836,186,2279,0.04873,0.06798
2018,4th Quintile,male,No,0.80805,2093,2279,0.79188,0.82423
2018,4th Quintile,female,Yes,0.06533,202,2458,0.05556,0.07510
2018,4th Quintile,female,No,0.80567,2256,2458,0.79003,0.82132
2018,5th Quintile,male,Yes,0.05828,175,2556,0.04920,0.06737
2018,5th Quintile,male,No,0.84226,2381,2556,0.82813,0.85639
2018,5th Quintile,female,Yes,0.05254,158,2516,0.04382,0.06126
2018,5th Quintile,female,No,0.83862,2358,2516,0.82425,0.85300
2019,1st Quintile,male,Yes,0.14823,535,3440,0.13635,0.16010
2019,1st Quintile,male,No,0.62102,2905,3440,0.60481,0.63724
2019,1st Quintile,female,Yes,0.11131,448,3640,0.10109,0.12153
2019,1st Quintile,female,No,0.68961,3192,3640,0.67458,0.70465
2019,2nd Quintile,male,Yes,0.08220,254,2203,0.07072,0.09367
2019,2nd Quintile,male,No,0.72140,1949,2203,0.70267,0.74012
2019,2nd Quintile,female,Yes,0.06162,279,2723,0.05258,0.07065
2019,2nd Quintile,female,No,0.77358,2444,2723,0.75786,0.78931
2019,3rd Quintile,male,Yes,0.06184,191,2032,0.05137,0.07232
2019,3rd Quintile,male,No,0.75507,1841,2032,0.73637,0.77377
2019,3rd Quintile,female,Yes,0.07548,226,2412,0.06493,0.08602
2019,3rd Quintile,female,No,0.78257,2186,2412,0.76611,0.79904
2019,4th Quintile,male,Yes,0.06622,179,2026,0.05539,0.07705
2019,4th Quintile,male,No,0.79237,1847,2026,0.77471,0.81004
2019,4th Quintile,female,Yes,0.05759,185,2254,0.04797,0.06721
2019,4th Quintile,female,No,0.79591,2069,2254,0.77927,0.81256
2019,5th Quintile,male,Yes,0.04659,159,2422,0.03819,0.05498
2019,5th Quintile,male,No,0.85405,2263,2422,0.83998,0.86811
2019,5th Quintile,female,Yes,0.04828,139,2399,0.03970,0.05686
2019,5th Quintile,female,No,0.85072,2260,2399,0.83646,0.86499
2020,1st Quintile,male,Yes,0.13708,471,3201,0.12516,0.14900
2020,1st Quintile,male,No,0.63727,2730,3201,0.62061,0.65393
2020,1st Quintile,female,Yes,0.10449,425,3379,0.09417,0.11481
2020,1st Quintile,female,No,0.71129,2954,3379,0.69601,0.72657
2020,2nd Quintile,male,Yes,0.08409,243,2189,0.07246,0.09571
2020,2nd Quintile,male,No,0.70949,1946,2189,0.69046,0.72851
2020,2nd Quintile,female,Yes,0.05911,255,2647,0.05012,0.06810
2020,2nd Quintile,female,No,0.76854,2392,2647,0.75247,0.78461
2020,3rd Quintile,male,Yes,0.08221,192,1993,0.07014,0.09427
2020,3rd Quintile,male,No,0.75980,1801,1993,0.74104,0.77856
2020,3rd Quintile,female,Yes,0.07628,225,2277,0.06538,0.08719
2020,3rd Quintile,female,No,0.76510,2052,2277,0.74769,0.78252
2020,4th Quintile,male,Yes,0.06790,194,2184,0.05735,0.07845
2020,4th Quintile,male,No,0.77734,1990,2184,0.75989,0.79479
2020,4th Quintile,female,Yes,0.06798,189,2343,0.05779,0.07818
2020,4th Quintile,female,No,0.79238,2154,2343,0.77596,0.80881
2020,5th Quintile,male,Yes,0.05166,169,3123,0.04390,0.05942
2020,5th Quintile,male,No,0.83289,2954,3123,0.81980,0.84598
2020,5th Quintile,female,Yes,0.05115,205,2837,0.04304,0.05926
2020,5th Quintile,female,No,0.82590,2632,2837,0.81194,0.83985
2021,1st Quintile,male,Yes,0.12264,396,2307,0.10926,0.13603
2021,1st Quintile,male,No,0.64329,1911,2307,0.62374,0.66284
2021,1st Quintile,female,Yes,0.10916,353,2478,0.09688,0.12145
2021,1st Quintile,female,No,0.70456,2125,2478,0.68659,0.72253
2021,2nd Quintile,male,Yes,0.07924,174,1605,0.06602,0.09246
2021,2nd Quintile,male,No,0.71460,1431,1605,0.69250,0.73670
2021,2nd Quintile,female,Yes,0.08436,198,1939,0.07199,0.09674
2021,2nd Quintile,female,No,0.74190,1741,1939,0.72242,0.76139
2021,3rd Quintile,male,Yes,0.07477,142,1448,0.06121,0.08832
2021,3rd Quintile,male,No,0.74532,1306,1448,0.72287,0.76777
2021,3rd Quintile,female,Yes,0.06784,170,1693,0.05586,0.07983
2021,3rd Quintile,female,No,0.74980,1523,1693,0.72916,0.77044
2021,4th Quintile,male,Yes,0.07723,140,1523,0.06382,0.09065
2021,4th Quintile,male,No,0.78621,1383,1523,0.76561,0.80681
2021,4th Quintile,female,Yes,0.05661,133,1671,0.04553,0.06769
2021,4th Quintile,female,No,0.79172,1538,1671,0.77224,0.81119
2021,5th Quintile,male,Yes,0.04324,139,2268,0.03487,0.05162
2021,5th Quintile,male,No,0.83418,2129,2268,0.81887,0.84949
2021,5th Quintile,female,Yes,0.06113,127,2018,0.05068,0.07159
2021,5th Quintile,female,No,0.82422,1891,2018,0.80761,0.84083
2022,1st Quintile,male,Yes,0.12778,356,1975,0.11305,0.14251
2022,1st Quintile,male,No,0.63850,1619,1975,0.61730,0.65969
2022,1st Quintile,female,Yes,0.10632,332,2270,0.09363,0.11900
2022,1st Quintile,female,No,0.71260,1938,2270,0.69398,0.73122
2022,2nd Quintile,male,Yes,0.07288,145,1465,0.05957,0.08620
2022,2nd Quintile,male,No,0.74575,1320,1465,0.72344,0.76805
2022,2nd Quintile,female,Yes,0.06872,179,1745,0.05685,0.08059
2022,2nd Quintile,female,No,0.77451,1566,1745,0.75489,0.79412
2022,3rd Quintile,male,Yes,0.06378,152,1393,0.05094,0.07662
2022,3rd Quintile,male,No,0.74503,1241,1393,0.72213,0.76793
2022,3rd Quintile,female,Yes,0.04614,121,1559,0.03573,0.05656
2022,3rd Quintile,female,No,0.80906,1438,1559,0.78954,0.82857
2022,4th Quintile,male,Yes,0.06343,116,1503,0.05110,0.07576
2022,4th Quintile,male,No,0.78748,1387,1503,0.76679,0.80817
2022,4th Quintile,female,Yes,0.03804,116,1600,0.02866,0.04741
2022,4th Quintile,female,No,0.80095,1484,1600,0.78138,0.82052
2022,5th Quintile,male,Yes,0.05465,110,2094,0.04491,0.06439
2022,5th Quintile,male,No,0.82634,1984,2094,0.81011,0.84257
2022,5th Quintile,female,Yes,0.05394,128,1905,0.04379,0.06408
