year,age_gr,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,17-29 y.,Yes,0.36613,1175,3344,0.34980,0.38246
1994,17-29 y.,No,0.63379,2169,3344,0.61746,0.65012
1994,30-45 y.,Yes,0.05896,234,4148,0.05179,0.06612
1994,30-45 y.,No,0.94104,3914,4148,0.93388,0.94821
1994,46-65 y.,Yes,0.01501,55,3889,0.01119,0.01884
1994,46-65 y.,No,0.98499,3834,3889,0.98116,0.98881
1994,66 and older,No,0.99775,1490,1490,0.99534,1.00016
1995,17-29 y.,Yes,0.40711,1297,3355,0.39049,0.42374
1995,17-29 y.,No,0.59216,2058,3355,0.57553,0.60879
1995,30-45 y.,Yes,0.05543,241,4439,0.04870,0.06216
1995,30-45 y.,No,0.94442,4198,4439,0.93768,0.95116
1995,46-65 y.,Yes,0.01526,63,3967,0.01144,0.01907
1995,46-65 y.,No,0.98474,3904,3967,0.98093,0.98856
1995,66 and older,No,0.99850,1520,1520,0.99656,1.00045
1996,17-29 y.,Yes,0.39700,1195,3162,0.37994,0.41405
1996,17-29 y.,No,0.60277,1967,3162,0.58571,0.61983
1996,30-45 y.,Yes,0.05660,246,4435,0.04979,0.06340
1996,30-45 y.,No,0.94340,4189,4435,0.93660,0.95021
1996,46-65 y.,Yes,0.01353,61,3901,0.00991,0.01716
1996,46-65 y.,No,0.98615,3840,3901,0.98248,0.98982
1996,66 and older,No,0.99298,1542,1542,0.98881,0.99715
1997,17-29 y.,Yes,0.41456,1202,3028,0.39701,0.43211
1997,17-29 y.,No,0.58437,1826,3028,0.56681,0.60193
1997,30-45 y.,Yes,0.06359,261,4365,0.05635,0.07083
1997,30-45 y.,No,0.93641,4104,4365,0.92917,0.94365
1997,46-65 y.,Yes,0.01125,44,3852,0.00792,0.01459
1997,46-65 y.,No,0.98866,3808,3852,0.98532,0.99201
1997,66 and older,No,0.99859,1581,1581,0.99675,1.00044
1998,17-29 y.,Yes,0.42798,1300,3163,0.41074,0.44523
1998,17-29 y.,No,0.57123,1863,3163,0.55398,0.58848
1998,30-45 y.,Yes,0.05408,234,4827,0.04770,0.06046
1998,30-45 y.,No,0.94592,4593,4827,0.93954,0.95230
1998,46-65 y.,Yes,0.00815,37,4393,0.00549,0.01081
1998,46-65 y.,No,0.99185,4356,4393,0.98919,0.99451
1998,66 and older,No,0.99938,1854,1854,0.99825,1.00051
1999,17-29 y.,Yes,0.44134,1258,2973,0.42349,0.45919
1999,17-29 y.,No,0.55866,1715,2973,0.54081,0.57651
1999,30-45 y.,Yes,0.05664,253,4713,0.05004,0.06324
1999,30-45 y.,No,0.94336,4460,4713,0.93676,0.94996
1999,46-65 y.,Yes,0.01067,46,4189,0.00756,0.01378
1999,46-65 y.,No,0.98933,4143,4189,0.98622,0.99244
1999,66 and older,No,0.99627,1794,1794,0.99345,0.99909
2000,17-29 y.,Yes,0.43424,2092,4578,0.41988,0.44860
2000,17-29 y.,No,0.56406,2486,4578,0.54969,0.57842
2000,30-45 y.,Yes,0.04819,386,8165,0.04354,0.05283
2000,30-45 y.,No,0.95181,7779,8165,0.94717,0.95646
2000,46-65 y.,Yes,0.01229,101,7767,0.00984,0.01474
2000,46-65 y.,No,0.98771,7666,7767,0.98526,0.99016
2000,66 and older,No,0.99711,3589,3589,0.99536,0.99887
2001,17-29 y.,Yes,0.46740,1994,4099,0.45212,0.48267
2001,17-29 y.,No,0.53260,2105,4099,0.51733,0.54788
2001,30-45 y.,Yes,0.04994,340,7328,0.04495,0.05493
2001,30-45 y.,No,0.95006,6988,7328,0.94507,0.95505
2001,46-65 y.,Yes,0.01528,101,7095,0.01242,0.01813
2001,46-65 y.,No,0.98472,6994,7095,0.98187,0.98758
2001,66 and older,No,0.99721,3390,3390,0.99543,0.99899
2002,17-29 y.,Yes,0.49436,2182,4141,0.47913,0.50959
2002,17-29 y.,No,0.50551,1959,4141,0.49028,0.52074
2002,30-45 y.,Yes,0.05181,348,7440,0.04677,0.05685
2002,30-45 y.,No,0.94819,7092,7440,0.94315,0.95323
2002,46-65 y.,Yes,0.00986,95,7854,0.00767,0.01204
2002,46-65 y.,No,0.99014,7759,7854,0.98796,0.99233
2002,66 and older,No,0.99887,3588,3588,0.99777,0.99997
2003,17-29 y.,Yes,0.48073,2107,4007,0.46526,0.49620
2003,17-29 y.,No,0.51927,1900,4007,0.50380,0.53474
2003,30-45 y.,Yes,0.05006,320,6937,0.04493,0.05520
2003,30-45 y.,No,0.94994,6617,6937,0.94480,0.95507
2003,46-65 y.,Yes,0.01016,78,7571,0.00790,0.01241
2003,46-65 y.,No,0.98982,7493,7571,0.98756,0.99208
2003,66 and older,No,0.99802,3644,3644,0.99657,0.99946
2004,17-29 y.,Yes,0.49842,2149,3958,0.48284,0.51400
2004,17-29 y.,No,0.50012,1809,3958,0.48454,0.51570
2004,30-45 y.,Yes,0.04538,285,6529,0.04033,0.05043
2004,30-45 y.,No,0.95462,6244,6529,0.94957,0.95967
2004,46-65 y.,Yes,0.00769,65,7365,0.00570,0.00969
2004,46-65 y.,No,0.99231,7300,7365,0.99031,0.99430
2004,66 and older,No,0.99716,3748,3748,0.99546,0.99887
2005,17-29 y.,Yes,0.49868,2084,3828,0.48284,0.51452
2005,17-29 y.,No,0.50094,1744,3828,0.48510,0.51678
2005,30-45 y.,Yes,0.04307,231,6088,0.03797,0.04817
2005,30-45 y.,No,0.95693,5857,6088,0.95183,0.96203
2005,46-65 y.,Yes,0.01116,76,7015,0.00870,0.01362
2005,46-65 y.,No,0.98880,6939,7015,0.98634,0.99126
2005,66 and older,No,0.99820,3758,3758,0.99684,0.99955
2006,17-29 y.,Yes,0.42097,1802,3680,0.40502,0.43692
2006,17-29 y.,No,0.51878,1878,3680,0.50264,0.53493
2006,30-45 y.,Yes,0.03592,210,6280,0.03132,0.04052
2006,30-45 y.,No,0.96408,6070,6280,0.95948,0.96868
2006,46-65 y.,Yes,0.00692,51,7577,0.00505,0.00878
2006,46-65 y.,No,0.99308,7526,7577,0.99122,0.99495
2006,66 and older,No,0.99887,4426,4426,0.99788,0.99986
2007,17-29 y.,Yes,0.41114,1707,3398,0.39459,0.42768
2007,17-29 y.,No,0.50742,1691,3398,0.49061,0.52424
2007,30-45 y.,Yes,0.03992,199,5709,0.03484,0.04500
2007,30-45 y.,No,0.96008,5510,5709,0.95500,0.96516
2007,46-65 y.,Yes,0.00938,70,7060,0.00713,0.01163
2007,46-65 y.,No,0.99062,6990,7060,0.98837,0.99287
2007,66 and older,No,0.99885,4340,4340,0.99783,0.99986
2008,17-29 y.,Yes,0.42410,1624,3157,0.40686,0.44135
2008,17-29 y.,No,0.50387,1533,3157,0.48643,0.52131
2008,30-45 y.,Yes,0.04033,191,5169,0.03496,0.04569
2008,30-45 y.,No,0.95967,4978,5169,0.95431,0.96504
2008,46-65 y.,Yes,0.00779,49,6694,0.00569,0.00990
2008,46-65 y.,No,0.99221,6645,6694,0.99010,0.99431
2008,66 and older,No,0.99854,4292,4292,0.99740,0.99968
2009,17-29 y.,Yes,0.44433,1480,2855,0.42610,0.46256
2009,17-29 y.,No,0.49000,1375,2855,0.47166,0.50834
2009,30-45 y.,Yes,0.04352,181,4675,0.03768,0.04937
2009,30-45 y.,No,0.95648,4494,4675,0.95063,0.96232
2009,46-65 y.,Yes,0.00902,50,6325,0.00669,0.01135
2009,46-65 y.,No,0.99098,6275,6325,0.98865,0.99331
2009,66 and older,No,0.99866,4158,4158,0.99754,0.99977
2010,17-29 y.,Yes,0.48855,1752,3920,0.47290,0.50420
2010,17-29 y.,No,0.45481,2168,3920,0.43922,0.47040
2010,30-45 y.,Yes,0.05036,396,9070,0.04586,0.05486
2010,30-45 y.,No,0.94964,8674,9070,0.94514,0.95414
2010,46-65 y.,Yes,0.00929,73,6952,0.00704,0.01155
2010,46-65 y.,No,0.99071,6879,6952,0.98845,0.99296
2010,66 and older,No,0.99909,4020,4020,0.99816,1.00002
2011,17-29 y.,Yes,0.44020,1996,4174,0.42514,0.45526
2011,17-29 y.,No,0.48822,2178,4174,0.47306,0.50339
2011,30-45 y.,Yes,0.05627,478,9931,0.05174,0.06081
2011,30-45 y.,No,0.94373,9453,9931,0.93919,0.94826
2011,46-65 y.,Yes,0.00855,98,9124,0.00666,0.01044
2011,46-65 y.,No,0.99142,9026,9124,0.98953,0.99331
2011,66 and older,No,0.99902,5137,5137,0.99816,0.99988
2012,17-29 y.,Yes,0.44249,1999,3981,0.42706,0.45793
2012,17-29 y.,No,0.48830,1982,3981,0.47277,0.50383
2012,30-45 y.,Yes,0.05276,425,9074,0.04816,0.05736
2012,30-45 y.,No,0.94724,8649,9074,0.94264,0.95184
2012,46-65 y.,Yes,0.00938,106,9374,0.00743,0.01133
2012,46-65 y.,No,0.99060,9268,9374,0.98864,0.99255
2012,66 and older,No,0.99902,5201,5201,0.99817,0.99987
2013,17-29 y.,Yes,0.45480,2470,5024,0.44103,0.46857
2013,17-29 y.,No,0.47765,2554,5024,0.46383,0.49146
2013,30-45 y.,Yes,0.06220,558,10362,0.05755,0.06685
2013,30-45 y.,No,0.93778,9804,10362,0.93312,0.94243
2013,46-65 y.,Yes,0.01055,129,10189,0.00857,0.01253
2013,46-65 y.,No,0.98945,10060,10189,0.98747,0.99143
2013,66 and older,No,0.99921,5043,5043,0.99843,0.99998
2014,17-29 y.,Yes,0.46780,2240,4296,0.45288,0.48273
2014,17-29 y.,No,0.46374,2056,4296,0.44882,0.47865
2014,30-45 y.,Yes,0.06411,456,8520,0.05891,0.06931
2014,30-45 y.,No,0.93589,8064,8520,0.93069,0.94109
2014,46-65 y.,Yes,0.00968,125,9311,0.00769,0.01167
2014,46-65 y.,No,0.99032,9186,9311,0.98833,0.99231
2014,66 and older,No,0.99825,4946,4946,0.99709,0.99942
2015,17-29 y.,Yes,0.45741,2222,4462,0.44279,0.47203
2015,17-29 y.,No,0.47595,2240,4462,0.46129,0.49061
2015,30-45 y.,Yes,0.06326,423,8286,0.05802,0.06851
2015,30-45 y.,No,0.93668,7863,8286,0.93144,0.94192
2015,46-65 y.,Yes,0.00861,87,9136,0.00672,0.01051
2015,46-65 y.,No,0.99139,9049,9136,0.98949,0.99328
2015,66 and older,No,0.99765,4897,4897,0.99629,0.99900
2016,17-29 y.,Yes,0.45403,2057,4864,0.44004,0.46803
2016,17-29 y.,No,0.47498,2807,4864,0.46095,0.48902
2016,30-45 y.,Yes,0.06372,416,8622,0.05856,0.06888
2016,30-45 y.,No,0.93620,8206,8622,0.93104,0.94136
2016,46-65 y.,Yes,0.00769,105,9031,0.00589,0.00949
2016,46-65 y.,No,0.99230,8926,9031,0.99049,0.99410
2016,66 and older,No,0.99868,4734,4734,0.99765,0.99972
2017,17-29 y.,Yes,0.46728,2492,5814,0.45445,0.48010
2017,17-29 y.,No,0.46416,3322,5814,0.45134,0.47698
2017,30-45 y.,Yes,0.06366,479,9129,0.05865,0.06866
2017,30-45 y.,No,0.93633,8650,9129,0.93132,0.94134
2017,46-65 y.,Yes,0.00939,137,10577,0.00755,0.01123
2017,46-65 y.,No,0.99060,10440,10577,0.98876,0.99244
2017,66 and older,No,0.99940,4991,4991,0.99873,1.00008
2018,17-29 y.,Yes,0.44195,2406,5487,0.42881,0.45510
2018,17-29 y.,No,0.49609,3081,5487,0.48286,0.50932
2018,30-45 y.,Yes,0.06241,480,8442,0.05725,0.06757
2018,30-45 y.,No,0.93738,7962,8442,0.93221,0.94255
2018,46-65 y.,Yes,0.00604,110,10257,0.00454,0.00754
2018,46-65 y.,No,0.99396,10147,10257,0.99246,0.99546
2018,66 and older,No,0.99726,5010,5010,0.99582,0.99871
2019,17-29 y.,Yes,0.42961,2208,4844,0.41567,0.44355
2019,17-29 y.,No,0.49532,2636,4844,0.48124,0.50941
2019,30-45 y.,Yes,0.06464,444,7965,0.05924,0.07004
2019,30-45 y.,No,0.93536,7521,7965,0.92996,0.94076
2019,46-65 y.,Yes,0.00864,136,11057,0.00692,0.01037
2019,46-65 y.,No,0.99135,10921,11057,0.98963,0.99308
2019,66 and older,No,0.99809,5197,5197,0.99691,0.99928
2020,17-29 y.,Yes,0.44479,2331,5463,0.43161,0.45797
2020,17-29 y.,No,0.48131,3132,5463,0.46806,0.49457
2020,30-45 y.,Yes,0.06330,497,8493,0.05812,0.06848
2020,30-45 y.,No,0.93654,7996,8493,0.93135,0.94172
2020,46-65 y.,Yes,0.00927,134,10521,0.00744,0.01111
2020,46-65 y.,No,0.99073,10387,10521,0.98889,0.99256
2020,66 and older,No,0.99801,4918,4918,0.99676,0.99926
2021,17-29 y.,Yes,0.44334,1555,3279,0.42633,0.46035
2021,17-29 y.,No,0.49158,1724,3279,0.47446,0.50869
2021,30-45 y.,Yes,0.07138,371,5343,0.06448,0.07829
2021,30-45 y.,No,0.92766,4972,5343,0.92071,0.93461
2021,46-65 y.,Yes,0.00768,123,7318,0.00568,0.00968
2021,46-65 y.,No,0.99056,7195,7318,0.98834,0.99277
2021,66 and older,No,0.98800,3564,3564,0.98442,0.99157
2022,17-29 y.,Yes,0.45019,2440,5641,0.43721,0.46318
2022,17-29 y.,No,0.49759,3201,5641,0.48455,0.51064
2022,30-45 y.,Yes,0.08030,756,8940,0.07467,0.08593
2022,30-45 y.,No,0.91648,8184,8940,0.91075,0.92222
2022,46-65 y.,Yes,0.01561,179,9159,0.01307,0.01815
2022,46-65 y.,No,0.97822,8980,9159,0.97523,0.98121
2022,66 and older,No,0.97978,4087,4087,0.97547,0.98410
