year,bula_h,pgisced97,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Bremen,Upper Secondary Level,No,0.87354,63,63,0.79081,0.95627
2007,Bremen,Second Stage of Tertiary Education,No,0.97695,33,33,0.92497,1.02894
2007,North Rhine-Westphalia,Pre-primary Level,Yes,0.48695,70,70,0.36901,0.60488
2007,North Rhine-Westphalia,Lower Secondary Level,Yes,0.09519,60,511,0.06972,0.12066
2007,North Rhine-Westphalia,Lower Secondary Level,No,0.88212,451,511,0.85413,0.91011
2007,North Rhine-Westphalia,Upper Secondary Level,Yes,0.06377,141,2019,0.05311,0.07443
2007,North Rhine-Westphalia,Upper Secondary Level,No,0.93623,1878,2019,0.92557,0.94689
2007,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.90398,299,299,0.87053,0.93743
2007,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.99168,292,292,0.98125,1.00212
2007,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.97926,817,817,0.96949,0.98904
2007,Hesse,Lower Secondary Level,No,0.85596,127,127,0.79465,0.91727
2007,Hesse,Upper Secondary Level,Yes,0.06783,44,659,0.04862,0.08704
2007,Hesse,Upper Secondary Level,No,0.93019,615,659,0.91072,0.94966
2007,Hesse,Post-secondary Non-tertiary Level,No,0.93488,99,99,0.88603,0.98373
2007,Hesse,First Stage of Tertiary Education,No,0.92776,82,82,0.87138,0.98414
2007,Hesse,Second Stage of Tertiary Education,No,0.96372,322,322,0.94326,0.98417
2007,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.84990,155,155,0.79349,0.90631
2007,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.06023,35,609,0.04132,0.07914
2007,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.93798,574,609,0.91881,0.95715
2007,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,0.92050,49,49,0.84397,0.99703
2007,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.97394,99,99,0.94239,1.00548
2007,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.94567,179,179,0.91237,0.97897
2007,Baden-Wuerttemberg,Pre-primary Level,Yes,0.62711,61,61,0.50475,0.74947
2007,Baden-Wuerttemberg,Primary Level,No,0.95821,36,36,0.89192,1.02451
2007,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.10866,43,341,0.07558,0.14175
2007,Baden-Wuerttemberg,Lower Secondary Level,No,0.88696,298,341,0.85330,0.92062
2007,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.07539,89,1181,0.06032,0.09045
2007,Baden-Wuerttemberg,Upper Secondary Level,No,0.92461,1092,1181,0.90955,0.93968
2007,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.93528,130,130,0.89282,0.97774
2007,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.98001,182,182,0.95963,1.00040
2007,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.95482,473,473,0.93609,0.97356
2007,Bavaria,Pre-primary Level,Yes,0.45073,34,34,0.28097,0.62050
2007,Bavaria,Lower Secondary Level,Yes,0.11835,50,331,0.08350,0.15320
2007,Bavaria,Lower Secondary Level,No,0.83500,281,331,0.79495,0.87505
2007,Bavaria,Upper Secondary Level,Yes,0.04629,93,1567,0.03588,0.05669
2007,Bavaria,Upper Secondary Level,No,0.95371,1474,1567,0.94331,0.96412
2007,Bavaria,Post-secondary Non-tertiary Level,No,0.84347,131,131,0.78100,0.90593
2007,Bavaria,First Stage of Tertiary Education,No,0.94327,220,220,0.91263,0.97391
2007,Bavaria,Second Stage of Tertiary Education,No,0.94178,552,552,0.92222,0.96133
2007,Berlin,Lower Secondary Level,No,0.79434,46,46,0.67624,0.91243
2007,Berlin,Upper Secondary Level,Yes,0.13287,43,303,0.09459,0.17116
2007,Berlin,Upper Secondary Level,No,0.86713,260,303,0.82884,0.90541
2007,Berlin,Post-secondary Non-tertiary Level,No,0.83339,31,31,0.70005,0.96673
2007,Berlin,First Stage of Tertiary Education,No,0.95668,54,54,0.90188,1.01149
2007,Berlin,Second Stage of Tertiary Education,No,0.96759,255,255,0.94581,0.98937
2007,Brandenburg,Lower Secondary Level,No,0.81736,52,52,0.71132,0.92340
2007,Brandenburg,Upper Secondary Level,No,0.94212,395,395,0.91906,0.96518
2007,Brandenburg,First Stage of Tertiary Education,No,0.91345,64,64,0.84401,0.98288
2007,Brandenburg,Second Stage of Tertiary Education,No,0.99450,244,244,0.98519,1.00380
2007,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.96761,248,248,0.94553,0.98969
2007,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,0.97355,42,42,0.92443,1.02267
2007,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.95467,125,125,0.91805,0.99128
2007,Saxony,Lower Secondary Level,Yes,0.29348,39,94,0.20093,0.38603
2007,Saxony,Lower Secondary Level,No,0.69660,55,94,0.60316,0.79004
2007,Saxony,Upper Secondary Level,Yes,0.08768,66,819,0.06830,0.10707
2007,Saxony,Upper Secondary Level,No,0.91232,753,819,0.89293,0.93170
2007,Saxony,Post-secondary Non-tertiary Level,No,0.83520,42,42,0.72163,0.94876
2007,Saxony,First Stage of Tertiary Education,No,0.97840,126,126,0.95291,1.00388
2007,Saxony,Second Stage of Tertiary Education,No,0.88636,357,357,0.85339,0.91933
2007,Saxony-Anhalt,Lower Secondary Level,No,0.78746,39,39,0.65739,0.91754
2007,Saxony-Anhalt,Upper Secondary Level,Yes,0.06093,31,432,0.03834,0.08351
2007,Saxony-Anhalt,Upper Secondary Level,No,0.93844,401,432,0.91575,0.96114
2007,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.95379,217,217,0.92579,0.98179
2007,Thuringa,Lower Secondary Level,No,0.66722,37,37,0.51329,0.82115
2007,Thuringa,Upper Secondary Level,Yes,0.05664,43,553,0.03736,0.07592
2007,Thuringa,Upper Secondary Level,No,0.94336,510,553,0.92408,0.96264
2007,Thuringa,First Stage of Tertiary Education,No,0.96208,58,58,0.91250,1.01167
2007,Thuringa,Second Stage of Tertiary Education,No,0.98087,177,177,0.96063,1.00111
2008,Schleswig-Holstein,Lower Secondary Level,No,0.85871,50,50,0.76118,0.95624
2008,Schleswig-Holstein,Upper Secondary Level,No,0.93453,273,273,0.90513,0.96393
2008,Schleswig-Holstein,Post-secondary Non-tertiary Level,No,0.77857,32,32,0.63241,0.92473
2008,Schleswig-Holstein,First Stage of Tertiary Education,No,0.97199,48,48,0.92482,1.01916
2008,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.97583,90,90,0.94392,1.00774
2008,Hamburg,Upper Secondary Level,No,0.95113,103,103,0.90928,0.99297
2008,Hamburg,Second Stage of Tertiary Education,No,0.92187,77,77,0.86154,0.98221
2008,Lower Saxony,Pre-primary Level,Yes,0.63755,39,39,0.48471,0.79040
2008,Lower Saxony,Lower Secondary Level,No,0.83246,176,176,0.77713,0.88779
2008,Lower Saxony,Upper Secondary Level,Yes,0.06398,55,931,0.04826,0.07971
2008,Lower Saxony,Upper Secondary Level,No,0.93602,876,931,0.92029,0.95174
2008,Lower Saxony,Post-secondary Non-tertiary Level,No,0.93795,103,103,0.89114,0.98477
2008,Lower Saxony,First Stage of Tertiary Education,No,0.93343,103,103,0.88505,0.98181
2008,Lower Saxony,Second Stage of Tertiary Education,No,0.97647,299,299,0.95926,0.99368
2008,Bremen,Upper Secondary Level,No,0.85831,59,59,0.76856,0.94806
2008,North Rhine-Westphalia,Pre-primary Level,Yes,0.59251,72,72,0.47821,0.70680
2008,North Rhine-Westphalia,Lower Secondary Level,Yes,0.13973,64,468,0.10828,0.17117
2008,North Rhine-Westphalia,Lower Secondary Level,No,0.85191,404,468,0.81970,0.88413
2008,North Rhine-Westphalia,Upper Secondary Level,Yes,0.06505,120,1902,0.05396,0.07613
2008,North Rhine-Westphalia,Upper Secondary Level,No,0.93292,1782,1902,0.92168,0.94417
2008,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.92470,267,267,0.89299,0.95641
2008,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.99281,269,269,0.98269,1.00292
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.96821,756,756,0.95569,0.98072
2008,Hesse,Lower Secondary Level,No,0.87603,119,119,0.81657,0.93549
2008,Hesse,Upper Secondary Level,Yes,0.07891,46,623,0.05772,0.10010
2008,Hesse,Upper Secondary Level,No,0.92049,577,623,0.89923,0.94175
2008,Hesse,Post-secondary Non-tertiary Level,No,0.91727,87,87,0.85905,0.97549
2008,Hesse,Second Stage of Tertiary Education,No,0.97877,321,321,0.96297,0.99456
2008,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.84655,146,146,0.78789,0.90522
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.96849,538,538,0.95372,0.98327
2008,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,0.96641,52,52,0.91696,1.01586
2008,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.99115,88,88,0.97147,1.01083
2008,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.97017,173,173,0.94474,0.99559
2008,Baden-Wuerttemberg,Pre-primary Level,Yes,0.68057,54,54,0.55504,0.80610
2008,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.12597,44,305,0.08867,0.16327
2008,Baden-Wuerttemberg,Lower Secondary Level,No,0.83989,261,305,0.79867,0.88111
2008,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.07754,88,1141,0.06202,0.09307
2008,Baden-Wuerttemberg,Upper Secondary Level,No,0.92246,1053,1141,0.90693,0.93798
2008,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.95752,125,125,0.92202,0.99302
2008,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.96624,167,167,0.93876,0.99371
2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.97897,447,447,0.96565,0.99229
2008,Bavaria,Pre-primary Level,Yes,0.49875,39,39,0.33977,0.65773
2008,Bavaria,Lower Secondary Level,Yes,0.11884,49,304,0.08240,0.15527
2008,Bavaria,Lower Secondary Level,No,0.84277,255,304,0.80178,0.88376
2008,Bavaria,Upper Secondary Level,Yes,0.04891,91,1449,0.03780,0.06002
2008,Bavaria,Upper Secondary Level,No,0.95109,1358,1449,0.93998,0.96220
2008,Bavaria,Post-secondary Non-tertiary Level,No,0.88693,117,117,0.82930,0.94456
2008,Bavaria,First Stage of Tertiary Education,No,0.94798,204,204,0.91743,0.97853
2008,Bavaria,Second Stage of Tertiary Education,No,0.93227,530,530,0.91085,0.95368
2008,Berlin,Lower Secondary Level,No,0.86643,41,41,0.76101,0.97186
2008,Berlin,Upper Secondary Level,Yes,0.11472,35,286,0.07772,0.15172
2008,Berlin,Upper Secondary Level,No,0.88528,251,286,0.84828,0.92228
2008,Berlin,Post-secondary Non-tertiary Level,No,0.83479,33,33,0.70612,0.96346
2008,Berlin,First Stage of Tertiary Education,No,0.96917,49,49,0.92026,1.01807
2008,Berlin,Second Stage of Tertiary Education,No,0.95437,249,249,0.92839,0.98034
2008,Brandenburg,Lower Secondary Level,No,0.89303,52,52,0.80821,0.97786
2008,Brandenburg,Upper Secondary Level,No,0.94032,373,373,0.91624,0.96439
2008,Brandenburg,First Stage of Tertiary Education,No,0.98904,61,61,0.96269,1.01539
2008,Brandenburg,Second Stage of Tertiary Education,No,0.97905,230,230,0.96049,0.99760
2008,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.96522,233,233,0.94165,0.98880
2008,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,0.93115,37,37,0.84844,1.01386
2008,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.95584,135,135,0.92105,0.99063
2008,Saxony,Lower Secondary Level,No,0.65071,49,49,0.51584,0.78558
2008,Saxony,Upper Secondary Level,Yes,0.06497,49,772,0.04758,0.08237
2008,Saxony,Upper Secondary Level,No,0.93503,723,772,0.91763,0.95242
2008,Saxony,Post-secondary Non-tertiary Level,No,0.85055,44,44,0.74398,0.95711
2008,Saxony,First Stage of Tertiary Education,No,0.93631,116,116,0.89168,0.98094
2008,Saxony,Second Stage of Tertiary Education,No,0.96119,350,350,0.94093,0.98145
2008,Saxony-Anhalt,Lower Secondary Level,No,0.69940,35,35,0.54528,0.85353
2008,Saxony-Anhalt,Upper Secondary Level,Yes,0.05128,32,421,0.03018,0.07237
2008,Saxony-Anhalt,Upper Secondary Level,No,0.94872,389,421,0.92763,0.96982
2008,Saxony-Anhalt,First Stage of Tertiary Education,No,0.99868,73,73,0.99031,1.00706
2008,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.96291,195,195,0.93632,0.98951
2008,Thuringa,Lower Secondary Level,No,0.74675,40,40,0.61027,0.88324
2008,Thuringa,Upper Secondary Level,Yes,0.05903,34,519,0.03874,0.07933
2008,Thuringa,Upper Secondary Level,No,0.94097,485,519,0.92067,0.96126
2008,Thuringa,Second Stage of Tertiary Education,No,0.95397,175,175,0.92283,0.98511
2009,Schleswig-Holstein,Lower Secondary Level,No,0.89948,44,44,0.80961,0.98936
2009,Schleswig-Holstein,Upper Secondary Level,No,0.92650,258,258,0.89459,0.95840
2009,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.99588,81,81,0.98183,1.00992
2009,Hamburg,Upper Secondary Level,No,0.94951,104,104,0.90722,0.99179
2009,Hamburg,Second Stage of Tertiary Education,No,0.94061,78,78,0.88782,0.99340
2009,Lower Saxony,Lower Secondary Level,No,0.87387,163,163,0.82275,0.92499
2009,Lower Saxony,Upper Secondary Level,Yes,0.04192,39,866,0.02856,0.05527
2009,Lower Saxony,Upper Secondary Level,No,0.95808,827,866,0.94473,0.97144
2009,Lower Saxony,Post-secondary Non-tertiary Level,No,0.93877,92,92,0.88951,0.98803
2009,Lower Saxony,First Stage of Tertiary Education,No,0.95044,100,100,0.90769,0.99319
2009,Lower Saxony,Second Stage of Tertiary Education,No,0.95115,295,295,0.92651,0.97579
2009,Bremen,Upper Secondary Level,No,0.90900,54,54,0.83156,0.98643
2009,North Rhine-Westphalia,Pre-primary Level,Yes,0.62517,75,75,0.51488,0.73547
2009,North Rhine-Westphalia,Lower Secondary Level,Yes,0.11601,47,411,0.08501,0.14700
2009,North Rhine-Westphalia,Lower Secondary Level,No,0.87385,364,411,0.84171,0.90599
2009,North Rhine-Westphalia,Upper Secondary Level,Yes,0.08095,113,1755,0.06818,0.09371
2009,North Rhine-Westphalia,Upper Secondary Level,No,0.91861,1642,1755,0.90581,0.93140
2009,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.95675,256,256,0.93179,0.98172
2009,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.96172,246,246,0.93770,0.98575
2009,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.03951,32,741,0.02547,0.05354
2009,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.96049,709,741,0.94646,0.97453
2009,Hesse,Lower Secondary Level,No,0.85893,103,103,0.79138,0.92648
2009,Hesse,Upper Secondary Level,Yes,0.11269,56,573,0.08677,0.13860
2009,Hesse,Upper Secondary Level,No,0.88731,517,573,0.86140,0.91323
2009,Hesse,Post-secondary Non-tertiary Level,No,0.85492,79,79,0.77676,0.93308
2009,Hesse,Second Stage of Tertiary Education,No,0.93252,305,305,0.90432,0.96072
2009,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.75982,133,133,0.68694,0.83270
2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.96005,492,492,0.94272,0.97737
2009,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,0.97700,48,48,0.93414,1.01986
2009,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.95416,77,77,0.90713,1.00118
2009,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.93614,160,160,0.89814,0.97415
2009,Baden-Wuerttemberg,Pre-primary Level,Yes,0.62105,39,39,0.46680,0.77530
2009,Baden-Wuerttemberg,Primary Level,No,0.92079,32,32,0.82572,1.01586
2009,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.14061,44,273,0.09929,0.18192
2009,Baden-Wuerttemberg,Lower Secondary Level,No,0.83343,229,273,0.78915,0.87771
2009,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.09197,87,1005,0.07409,0.10984
2009,Baden-Wuerttemberg,Upper Secondary Level,No,0.90803,918,1005,0.89016,0.92591
2009,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.91918,105,105,0.86680,0.97157
2009,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.98056,150,150,0.95839,1.00273
2009,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.95081,422,422,0.93016,0.97147
2009,Bavaria,Pre-primary Level,Yes,0.56413,49,49,0.42385,0.70442
2009,Bavaria,Lower Secondary Level,Yes,0.11455,46,273,0.07670,0.15240
2009,Bavaria,Lower Secondary Level,No,0.85032,227,273,0.80792,0.89272
2009,Bavaria,Upper Secondary Level,Yes,0.04535,73,1365,0.03431,0.05639
2009,Bavaria,Upper Secondary Level,No,0.95465,1292,1365,0.94361,0.96569
2009,Bavaria,Post-secondary Non-tertiary Level,No,0.87333,114,114,0.81201,0.93466
2009,Bavaria,First Stage of Tertiary Education,No,0.97093,199,199,0.94753,0.99433
2009,Bavaria,Second Stage of Tertiary Education,No,0.95797,505,505,0.94045,0.97549
2009,Berlin,Lower Secondary Level,No,0.79056,37,37,0.65764,0.92348
2009,Berlin,Upper Secondary Level,No,0.91436,240,240,0.87888,0.94983
2009,Berlin,Post-secondary Non-tertiary Level,No,0.87816,32,32,0.76302,0.99331
2009,Berlin,Second Stage of Tertiary Education,No,0.93393,233,233,0.90196,0.96589
2009,Brandenburg,Lower Secondary Level,No,0.87297,44,44,0.77343,0.97250
2009,Brandenburg,Upper Secondary Level,No,0.95176,362,362,0.92966,0.97387
2009,Brandenburg,Second Stage of Tertiary Education,No,0.97673,233,233,0.95733,0.99613
2009,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.94275,227,227,0.91246,0.97304
2009,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.94262,131,131,0.90264,0.98260
2009,Saxony,Lower Secondary Level,No,0.75526,50,50,0.63487,0.87564
2009,Saxony,Upper Secondary Level,Yes,0.06689,51,750,0.04899,0.08478
2009,Saxony,Upper Secondary Level,No,0.93311,699,750,0.91522,0.95101
2009,Saxony,Post-secondary Non-tertiary Level,No,0.85995,41,41,0.75240,0.96750
2009,Saxony,First Stage of Tertiary Education,No,0.97836,116,116,0.95177,1.00496
2009,Saxony,Second Stage of Tertiary Education,No,0.95388,330,330,0.93122,0.97654
2009,Saxony-Anhalt,Lower Secondary Level,No,0.76435,32,32,0.61495,0.91375
2009,Saxony-Anhalt,Upper Secondary Level,Yes,0.08464,33,398,0.05726,0.11202
2009,Saxony-Anhalt,Upper Secondary Level,No,0.91536,365,398,0.88798,0.94274
2009,Saxony-Anhalt,First Stage of Tertiary Education,No,0.99054,69,69,0.96754,1.01355
2009,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.96175,191,191,0.93447,0.98902
2009,Thuringa,Lower Secondary Level,No,0.79452,37,37,0.66253,0.92651
2009,Thuringa,Upper Secondary Level,No,0.95641,466,466,0.93785,0.97497
2009,Thuringa,Second Stage of Tertiary Education,No,0.92337,173,173,0.88362,0.96313
2010,Schleswig-Holstein,Lower Secondary Level,No,0.83776,63,63,0.74598,0.92953
2010,Schleswig-Holstein,Upper Secondary Level,No,0.91945,345,345,0.89069,0.94821
2010,Schleswig-Holstein,Post-secondary Non-tertiary Level,No,0.90823,57,57,0.83261,0.98384
2010,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.89044,122,122,0.83478,0.94609
2010,Hamburg,Upper Secondary Level,No,0.90211,143,143,0.85324,0.95099
2010,Hamburg,Post-secondary Non-tertiary Level,No,0.83252,34,34,0.70511,0.95992
2010,Hamburg,Second Stage of Tertiary Education,No,0.83812,112,112,0.76960,0.90665
2010,Lower Saxony,Pre-primary Level,Yes,0.80406,46,46,0.68809,0.92004
2010,Lower Saxony,Lower Secondary Level,Yes,0.11260,31,258,0.07395,0.15124
2010,Lower Saxony,Lower Secondary Level,No,0.85642,227,258,0.81355,0.89929
2010,Lower Saxony,Upper Secondary Level,Yes,0.03938,54,1107,0.02792,0.05085
2010,Lower Saxony,Upper Secondary Level,No,0.96062,1053,1107,0.94915,0.97208
2010,Lower Saxony,Post-secondary Non-tertiary Level,No,0.92483,152,152,0.88278,0.96689
2010,Lower Saxony,First Stage of Tertiary Education,No,0.91219,126,126,0.86258,0.96181
2010,Lower Saxony,Second Stage of Tertiary Education,No,0.94655,396,396,0.92436,0.96873
2010,Bremen,Upper Secondary Level,No,0.90982,69,69,0.84174,0.97790
2010,Bremen,Second Stage of Tertiary Education,No,0.97194,46,46,0.92369,1.02019
2010,North Rhine-Westphalia,Pre-primary Level,Yes,0.69991,113,113,0.61503,0.78479
2010,North Rhine-Westphalia,Primary Level,No,0.97934,112,112,0.95287,1.00580
2010,North Rhine-Westphalia,Lower Secondary Level,Yes,0.13900,72,633,0.11203,0.16597
2010,North Rhine-Westphalia,Lower Secondary Level,No,0.83953,561,633,0.81091,0.86815
2010,North Rhine-Westphalia,Upper Secondary Level,Yes,0.08320,152,2247,0.07178,0.09462
2010,North Rhine-Westphalia,Upper Secondary Level,No,0.91680,2095,2247,0.90538,0.92822
2010,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.10073,41,495,0.07419,0.12727
2010,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.89927,454,495,0.87273,0.92581
2010,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.98760,294,294,0.97493,1.00027
2010,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.03364,33,1000,0.02246,0.04482
2010,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.96636,967,1000,0.95518,0.97754
2010,Hesse,Pre-primary Level,Yes,0.71742,32,32,0.55892,0.87592
2010,Hesse,Lower Secondary Level,No,0.85948,140,140,0.80171,0.91725
2010,Hesse,Upper Secondary Level,Yes,0.10088,58,729,0.07900,0.12276
2010,Hesse,Upper Secondary Level,No,0.89912,671,729,0.87724,0.92100
2010,Hesse,Post-secondary Non-tertiary Level,No,0.80081,132,132,0.73242,0.86920
2010,Hesse,First Stage of Tertiary Education,No,0.97973,88,88,0.95012,1.00934
2010,Hesse,Second Stage of Tertiary Education,No,0.96435,451,451,0.94722,0.98148
2010,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.21438,34,203,0.15779,0.27098
2010,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.77248,169,203,0.71467,0.83030
2010,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.06245,35,672,0.04414,0.08076
2010,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.93755,637,672,0.91924,0.95586
2010,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,0.92864,83,83,0.87293,0.98436
2010,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.94462,93,93,0.89788,0.99136
2010,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.93480,213,213,0.90157,0.96804
2010,Baden-Wuerttemberg,Pre-primary Level,Yes,0.64066,47,47,0.50200,0.77931
2010,Baden-Wuerttemberg,Primary Level,No,0.98793,41,41,0.95410,1.02177
2010,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.16987,54,336,0.12966,0.21008
2010,Baden-Wuerttemberg,Lower Secondary Level,No,0.80905,282,336,0.76696,0.85114
2010,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.08697,97,1360,0.07199,0.10196
2010,Baden-Wuerttemberg,Upper Secondary Level,No,0.91256,1263,1360,0.89754,0.92758
2010,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.85334,175,175,0.80078,0.90591
2010,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.98868,197,197,0.97386,1.00349
2010,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.05547,35,670,0.03812,0.07281
2010,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.94453,635,670,0.92719,0.96188
2010,Bavaria,Pre-primary Level,Yes,0.59934,68,68,0.48200,0.71668
2010,Bavaria,Primary Level,No,0.94532,32,32,0.86528,1.02535
2010,Bavaria,Lower Secondary Level,Yes,0.10645,55,355,0.07432,0.13857
2010,Bavaria,Lower Secondary Level,No,0.86432,300,355,0.82864,0.89999
2010,Bavaria,Upper Secondary Level,Yes,0.05483,80,1902,0.04460,0.06506
2010,Bavaria,Upper Secondary Level,No,0.94487,1822,1902,0.93461,0.95513
2010,Bavaria,Post-secondary Non-tertiary Level,No,0.94976,204,204,0.91971,0.97981
2010,Bavaria,First Stage of Tertiary Education,No,0.95469,249,249,0.92881,0.98058
2010,Bavaria,Second Stage of Tertiary Education,Yes,0.07319,43,703,0.05392,0.09245
2010,Bavaria,Second Stage of Tertiary Education,No,0.92681,660,703,0.90755,0.94608
2010,Berlin,Lower Secondary Level,No,0.87189,61,61,0.78732,0.95645
2010,Berlin,Upper Secondary Level,Yes,0.09318,35,343,0.06237,0.12399
2010,Berlin,Upper Secondary Level,No,0.90682,308,343,0.87601,0.93763
2010,Berlin,Post-secondary Non-tertiary Level,No,0.94370,51,51,0.87981,1.00759
2010,Berlin,First Stage of Tertiary Education,No,0.99535,55,55,0.97720,1.01350
2010,Berlin,Second Stage of Tertiary Education,No,0.91594,320,320,0.88549,0.94639
2010,Brandenburg,Lower Secondary Level,No,0.80343,47,47,0.68858,0.91827
2010,Brandenburg,Upper Secondary Level,No,0.94033,449,449,0.91839,0.96226
2010,Brandenburg,Post-secondary Non-tertiary Level,No,0.83768,50,50,0.73443,0.94093
2010,Brandenburg,First Stage of Tertiary Education,No,0.97124,66,66,0.93060,1.01187
2010,Brandenburg,Second Stage of Tertiary Education,No,0.98181,251,251,0.96524,0.99837
2010,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.95383,302,302,0.93013,0.97754
2010,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.97626,142,142,0.95112,1.00139
2010,Saxony,Lower Secondary Level,No,0.63465,67,67,0.51847,0.75082
2010,Saxony,Upper Secondary Level,Yes,0.09012,75,915,0.07155,0.10868
2010,Saxony,Upper Secondary Level,No,0.90988,840,915,0.89132,0.92845
2010,Saxony,Post-secondary Non-tertiary Level,No,0.83591,59,59,0.74059,0.93122
2010,Saxony,First Stage of Tertiary Education,No,0.95360,134,134,0.91785,0.98935
2010,Saxony,Second Stage of Tertiary Education,No,0.96716,405,405,0.94978,0.98454
2010,Saxony-Anhalt,Lower Secondary Level,No,0.76058,50,50,0.64110,0.88007
2010,Saxony-Anhalt,Upper Secondary Level,Yes,0.11950,43,490,0.09075,0.14825
2010,Saxony-Anhalt,Upper Secondary Level,No,0.88050,447,490,0.85175,0.90925
2010,Saxony-Anhalt,Post-secondary Non-tertiary Level,No,0.73430,36,36,0.58797,0.88064
2010,Saxony-Anhalt,First Stage of Tertiary Education,No,0.99634,76,76,0.98267,1.01001
2010,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.96239,198,198,0.93582,0.98896
2010,Thuringa,Lower Secondary Level,No,0.89577,44,44,0.80444,0.98710
2010,Thuringa,Upper Secondary Level,Yes,0.06071,35,574,0.04116,0.08026
2010,Thuringa,Upper Secondary Level,No,0.93929,539,574,0.91974,0.95884
