year,bula_h,regtyp,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Hesse,Rural regions,Yes,0.10656,39,439,0.07766,0.13545
2017,Hesse,Rural regions,No,0.89344,400,439,0.86455,0.92234
2017,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.08273,116,1323,0.06788,0.09759
2017,"Rhineland-Palatinate, Saarland",Urban regions,No,0.91727,1207,1323,0.90241,0.93212
2017,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.05597,41,461,0.03496,0.07697
2017,"Rhineland-Palatinate, Saarland",Rural regions,No,0.94403,420,461,0.92303,0.96504
2017,Baden-Wuerttemberg,Urban regions,Yes,0.08906,302,3076,0.07899,0.09913
2017,Baden-Wuerttemberg,Urban regions,No,0.91094,2774,3076,0.90087,0.92101
2017,Baden-Wuerttemberg,Rural regions,Yes,0.07600,38,399,0.04996,0.10203
2017,Baden-Wuerttemberg,Rural regions,No,0.92400,361,399,0.89797,0.95004
2017,Bavaria,Urban regions,Yes,0.10706,221,2064,0.09372,0.12041
2017,Bavaria,Urban regions,No,0.89294,1843,2064,0.87959,0.90628
2017,Bavaria,Rural regions,Yes,0.08251,253,2554,0.07184,0.09319
2017,Bavaria,Rural regions,No,0.91749,2301,2554,0.90681,0.92816
2017,Berlin,Urban regions,Yes,0.11731,126,1090,0.09819,0.13642
2017,Berlin,Urban regions,No,0.88269,964,1090,0.86358,0.90181
2017,Brandenburg,Urban regions,No,0.89039,85,85,0.82359,0.95720
2017,Brandenburg,Rural regions,Yes,0.04831,68,1069,0.03545,0.06117
2017,Brandenburg,Rural regions,No,0.95169,1001,1069,0.93883,0.96455
2017,Mecklenburg-Western Pomerania,Urban regions,No,0.80487,73,73,0.71333,0.89641
2017,Mecklenburg-Western Pomerania,Rural regions,No,0.95305,503,503,0.93454,0.97155
2017,Saxony,Urban regions,Yes,0.10468,101,998,0.08568,0.12368
2017,Saxony,Urban regions,No,0.89532,897,998,0.87632,0.91432
2017,Saxony,Rural regions,Yes,0.05558,57,805,0.03974,0.07141
2017,Saxony,Rural regions,No,0.94442,748,805,0.92859,0.96026
2017,Saxony-Anhalt,Urban regions,Yes,0.22640,32,229,0.17207,0.28072
2017,Saxony-Anhalt,Urban regions,No,0.77360,197,229,0.71928,0.82793
2017,Saxony-Anhalt,Rural regions,Yes,0.06692,53,802,0.04961,0.08422
2017,Saxony-Anhalt,Rural regions,No,0.93308,749,802,0.91578,0.95039
2017,Thuringa,Urban regions,Yes,0.21449,40,327,0.16994,0.25905
2017,Thuringa,Urban regions,No,0.78551,287,327,0.74095,0.83006
2017,Thuringa,Rural regions,Yes,0.05481,43,749,0.03850,0.07112
2017,Thuringa,Rural regions,No,0.94519,706,749,0.92888,0.96150
2018,Schleswig-Holstein,Urban regions,Yes,0.09077,53,433,0.06368,0.11786
2018,Schleswig-Holstein,Urban regions,No,0.90923,380,433,0.88214,0.93632
2018,Schleswig-Holstein,Rural regions,Yes,0.04735,38,654,0.03106,0.06364
2018,Schleswig-Holstein,Rural regions,No,0.95265,616,654,0.93636,0.96894
2018,Hamburg,Urban regions,Yes,0.08163,58,539,0.05849,0.10476
2018,Hamburg,Urban regions,No,0.91837,481,539,0.89524,0.94151
2018,Lower Saxony,Urban regions,Yes,0.11752,159,1297,0.09999,0.13505
2018,Lower Saxony,Urban regions,No,0.88248,1138,1297,0.86495,0.90001
2018,Lower Saxony,Rural regions,Yes,0.08231,194,1744,0.06940,0.09521
2018,Lower Saxony,Rural regions,No,0.91769,1550,1744,0.90479,0.93060
2018,Bremen,Urban regions,Yes,0.15568,35,298,0.11444,0.19691
2018,Bremen,Urban regions,No,0.84432,263,298,0.80309,0.88556
2018,North Rhine-Westphalia,Urban regions,Yes,0.11517,753,6118,0.10717,0.12317
2018,North Rhine-Westphalia,Urban regions,No,0.88483,5365,6118,0.87683,0.89283
2018,North Rhine-Westphalia,Rural regions,No,0.89544,114,114,0.83903,0.95186
2018,Hesse,Urban regions,Yes,0.12956,214,1672,0.11346,0.14566
2018,Hesse,Urban regions,No,0.87044,1458,1672,0.85434,0.88654
2018,Hesse,Rural regions,Yes,0.08136,39,427,0.05540,0.10733
2018,Hesse,Rural regions,No,0.91864,388,427,0.89267,0.94460
2018,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.07436,122,1287,0.06002,0.08870
2018,"Rhineland-Palatinate, Saarland",Urban regions,No,0.92564,1165,1287,0.91130,0.93998
2018,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.06207,36,429,0.03921,0.08493
2018,"Rhineland-Palatinate, Saarland",Rural regions,No,0.93793,393,429,0.91507,0.96079
2018,Baden-Wuerttemberg,Urban regions,Yes,0.08441,267,2799,0.07411,0.09472
2018,Baden-Wuerttemberg,Urban regions,No,0.91559,2532,2799,0.90528,0.92589
2018,Baden-Wuerttemberg,Rural regions,Yes,0.07909,33,355,0.05098,0.10720
2018,Baden-Wuerttemberg,Rural regions,No,0.92091,322,355,0.89280,0.94902
2018,Bavaria,Urban regions,Yes,0.09448,203,1942,0.08147,0.10749
2018,Bavaria,Urban regions,No,0.90552,1739,1942,0.89251,0.91853
2018,Bavaria,Rural regions,Yes,0.06468,229,2388,0.05481,0.07454
2018,Bavaria,Rural regions,No,0.93532,2159,2388,0.92546,0.94519
2018,Berlin,Urban regions,Yes,0.11392,118,1129,0.09538,0.13246
2018,Berlin,Urban regions,No,0.88608,1011,1129,0.86754,0.90462
2018,Brandenburg,Urban regions,No,0.87972,97,97,0.81465,0.94479
2018,Brandenburg,Rural regions,Yes,0.02589,53,1031,0.01619,0.03559
2018,Brandenburg,Rural regions,No,0.97411,978,1031,0.96441,0.98381
2018,Mecklenburg-Western Pomerania,Urban regions,No,0.87376,90,90,0.80476,0.94276
2018,Mecklenburg-Western Pomerania,Rural regions,Yes,0.05867,40,548,0.03898,0.07836
2018,Mecklenburg-Western Pomerania,Rural regions,No,0.94133,508,548,0.92164,0.96102
2018,Saxony,Urban regions,Yes,0.10989,101,962,0.09012,0.12966
2018,Saxony,Urban regions,No,0.89011,861,962,0.87034,0.90988
2018,Saxony,Rural regions,Yes,0.06255,60,781,0.04555,0.07954
2018,Saxony,Rural regions,No,0.93745,721,781,0.92046,0.95445
2018,Saxony-Anhalt,Urban regions,No,0.89495,200,200,0.85235,0.93755
2018,Saxony-Anhalt,Rural regions,Yes,0.06496,52,771,0.04755,0.08237
2018,Saxony-Anhalt,Rural regions,No,0.93504,719,771,0.91763,0.95245
2018,Thuringa,Urban regions,Yes,0.10996,40,341,0.07671,0.14322
2018,Thuringa,Urban regions,No,0.89004,301,341,0.85678,0.92329
2018,Thuringa,Rural regions,Yes,0.05752,50,701,0.04027,0.07477
2018,Thuringa,Rural regions,No,0.94248,651,701,0.92523,0.95973
2019,Schleswig-Holstein,Urban regions,Yes,0.07225,50,484,0.04916,0.09534
2019,Schleswig-Holstein,Urban regions,No,0.92775,434,484,0.90466,0.95084
2019,Schleswig-Holstein,Rural regions,Yes,0.06303,43,650,0.04433,0.08173
2019,Schleswig-Holstein,Rural regions,No,0.93697,607,650,0.91827,0.95567
2019,Hamburg,Urban regions,Yes,0.06860,44,564,0.04772,0.08948
2019,Hamburg,Urban regions,No,0.93140,520,564,0.91052,0.95228
2019,Lower Saxony,Urban regions,Yes,0.11873,142,1216,0.10054,0.13692
2019,Lower Saxony,Urban regions,No,0.88127,1074,1216,0.86308,0.89946
2019,Lower Saxony,Rural regions,Yes,0.08027,167,1681,0.06728,0.09327
2019,Lower Saxony,Rural regions,No,0.91973,1514,1681,0.90673,0.93272
2019,Bremen,Urban regions,Yes,0.12327,38,285,0.08504,0.16151
2019,Bremen,Urban regions,No,0.87673,247,285,0.83849,0.91496
2019,North Rhine-Westphalia,No answer / don't know,No,0.82277,97,97,0.74639,0.89916
2019,North Rhine-Westphalia,Urban regions,Yes,0.10219,671,6003,0.09452,0.10985
2019,North Rhine-Westphalia,Urban regions,No,0.89781,5332,6003,0.89015,0.90548
2019,North Rhine-Westphalia,Rural regions,No,0.88125,115,115,0.82186,0.94063
2019,Hesse,No answer / don't know,No,0.73887,44,44,0.60758,0.87016
2019,Hesse,Urban regions,Yes,0.11307,159,1567,0.09739,0.12876
2019,Hesse,Urban regions,No,0.88693,1408,1567,0.87124,0.90261
2019,Hesse,Rural regions,Yes,0.08611,31,380,0.05787,0.11435
2019,Hesse,Rural regions,No,0.91389,349,380,0.88565,0.94213
2019,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.08257,130,1244,0.06727,0.09787
2019,"Rhineland-Palatinate, Saarland",Urban regions,No,0.91743,1114,1244,0.90213,0.93273
2019,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.04398,36,392,0.02365,0.06430
2019,"Rhineland-Palatinate, Saarland",Rural regions,No,0.95602,356,392,0.93570,0.97635
2019,Baden-Wuerttemberg,No answer / don't know,No,0.75070,39,39,0.61316,0.88825
2019,Baden-Wuerttemberg,Urban regions,Yes,0.09631,273,2802,0.08538,0.10723
2019,Baden-Wuerttemberg,Urban regions,No,0.90369,2529,2802,0.89277,0.91462
2019,Baden-Wuerttemberg,Rural regions,Yes,0.07088,31,326,0.04298,0.09878
2019,Baden-Wuerttemberg,Rural regions,No,0.92912,295,326,0.90122,0.95702
2019,Bavaria,No answer / don't know,No,0.87112,73,73,0.79372,0.94851
2019,Bavaria,Urban regions,Yes,0.09303,180,1884,0.07991,0.10615
2019,Bavaria,Urban regions,No,0.90697,1704,1884,0.89385,0.92009
2019,Bavaria,Rural regions,Yes,0.06239,201,2347,0.05261,0.07218
2019,Bavaria,Rural regions,No,0.93761,2146,2347,0.92782,0.94739
2019,Berlin,No answer / don't know,No,0.84665,68,68,0.76037,0.93293
2019,Berlin,Urban regions,Yes,0.11577,117,1058,0.09648,0.13506
2019,Berlin,Urban regions,No,0.88423,941,1058,0.86494,0.90352
2019,Brandenburg,Urban regions,No,0.87664,95,95,0.81016,0.94312
2019,Brandenburg,Rural regions,Yes,0.04517,58,1090,0.03283,0.05750
2019,Brandenburg,Rural regions,No,0.95483,1032,1090,0.94250,0.96717
2019,Mecklenburg-Western Pomerania,Urban regions,No,0.92081,93,93,0.86563,0.97599
2019,Mecklenburg-Western Pomerania,Rural regions,Yes,0.05401,37,541,0.03494,0.07307
2019,Mecklenburg-Western Pomerania,Rural regions,No,0.94599,504,541,0.92693,0.96506
2019,Saxony,Urban regions,Yes,0.08201,82,937,0.06443,0.09959
2019,Saxony,Urban regions,No,0.91799,855,937,0.90041,0.93557
2019,Saxony,Rural regions,Yes,0.05557,47,773,0.03941,0.07173
2019,Saxony,Rural regions,No,0.94443,726,773,0.92827,0.96059
2019,Saxony-Anhalt,Urban regions,No,0.89178,217,217,0.85035,0.93321
2019,Saxony-Anhalt,Rural regions,Yes,0.07199,46,732,0.05325,0.09072
2019,Saxony-Anhalt,Rural regions,No,0.92801,686,732,0.90928,0.94675
2019,Thuringa,Urban regions,No,0.83841,295,295,0.79634,0.88048
2019,Thuringa,Rural regions,Yes,0.05942,40,664,0.04142,0.07741
2019,Thuringa,Rural regions,No,0.94058,624,664,0.92259,0.95858
2020,Schleswig-Holstein,Urban regions,Yes,0.11099,50,418,0.08084,0.14114
2020,Schleswig-Holstein,Urban regions,No,0.88901,368,418,0.85886,0.91916
2020,Schleswig-Holstein,Rural regions,Yes,0.05618,51,649,0.03845,0.07391
2020,Schleswig-Holstein,Rural regions,No,0.94382,598,649,0.92609,0.96155
2020,Hamburg,Urban regions,Yes,0.09743,68,607,0.07382,0.12104
2020,Hamburg,Urban regions,No,0.90257,539,607,0.87896,0.92618
2020,Lower Saxony,Urban regions,Yes,0.09648,125,1241,0.08005,0.11291
2020,Lower Saxony,Urban regions,No,0.90352,1116,1241,0.88709,0.91995
2020,Lower Saxony,Rural regions,Yes,0.06477,157,1646,0.05287,0.07666
2020,Lower Saxony,Rural regions,No,0.93523,1489,1646,0.92334,0.94713
2020,Bremen,Urban regions,Yes,0.11708,38,312,0.08134,0.15281
2020,Bremen,Urban regions,No,0.88292,274,312,0.84719,0.91866
2020,North Rhine-Westphalia,Urban regions,Yes,0.10775,742,6460,0.10019,0.11532
2020,North Rhine-Westphalia,Urban regions,No,0.89225,5718,6460,0.88468,0.89981
2020,North Rhine-Westphalia,Rural regions,No,0.94952,100,100,0.90639,0.99264
2020,Hesse,Urban regions,Yes,0.12417,212,1718,0.10857,0.13977
2020,Hesse,Urban regions,No,0.87583,1506,1718,0.86023,0.89143
2020,Hesse,Rural regions,Yes,0.12607,41,368,0.09211,0.16003
2020,Hesse,Rural regions,No,0.87393,327,368,0.83997,0.90789
2020,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.08100,115,1200,0.06555,0.09644
2020,"Rhineland-Palatinate, Saarland",Urban regions,No,0.91900,1085,1200,0.90356,0.93445
2020,"Rhineland-Palatinate, Saarland",Rural regions,No,0.93263,353,353,0.90644,0.95882
2020,Baden-Wuerttemberg,Urban regions,Yes,0.09833,318,2822,0.08734,0.10932
2020,Baden-Wuerttemberg,Urban regions,No,0.90167,2504,2822,0.89068,0.91266
2020,Baden-Wuerttemberg,Rural regions,Yes,0.10034,40,382,0.07017,0.13051
2020,Baden-Wuerttemberg,Rural regions,No,0.89966,342,382,0.86949,0.92983
2020,Bavaria,Urban regions,Yes,0.08857,224,2102,0.07642,0.10072
2020,Bavaria,Urban regions,No,0.91143,1878,2102,0.89928,0.92358
2020,Bavaria,Rural regions,Yes,0.08035,209,2290,0.06921,0.09148
2020,Bavaria,Rural regions,No,0.91965,2081,2290,0.90852,0.93079
2020,Berlin,Urban regions,Yes,0.11360,147,1378,0.09684,0.13036
2020,Berlin,Urban regions,No,0.88640,1231,1378,0.86964,0.90316
2020,Brandenburg,Urban regions,No,0.90635,93,93,0.84681,0.96588
2020,Brandenburg,Rural regions,Yes,0.07925,66,1052,0.06291,0.09558
2020,Brandenburg,Rural regions,No,0.92075,986,1052,0.90442,0.93709
2020,Mecklenburg-Western Pomerania,Urban regions,No,0.85430,80,80,0.77650,0.93210
2020,Mecklenburg-Western Pomerania,Rural regions,No,0.94598,420,420,0.92434,0.96763
2020,Saxony,Urban regions,Yes,0.07771,85,919,0.06040,0.09503
2020,Saxony,Urban regions,No,0.92229,834,919,0.90497,0.93960
2020,Saxony,Rural regions,Yes,0.05761,41,757,0.04100,0.07421
2020,Saxony,Rural regions,No,0.94239,716,757,0.92579,0.95900
2020,Saxony-Anhalt,Urban regions,Yes,0.16507,36,246,0.11858,0.21156
2020,Saxony-Anhalt,Urban regions,No,0.83493,210,246,0.78844,0.88142
2020,Saxony-Anhalt,Rural regions,Yes,0.05090,49,726,0.03490,0.06690
2020,Saxony-Anhalt,Rural regions,No,0.94910,677,726,0.93310,0.96510
2020,Thuringa,Urban regions,No,0.89288,301,301,0.85789,0.92788
2020,Thuringa,Rural regions,Yes,0.04858,38,645,0.03197,0.06518
2020,Thuringa,Rural regions,No,0.95142,607,645,0.93482,0.96803
2021,Schleswig-Holstein,Urban regions,Yes,0.05886,37,340,0.03380,0.08391
2021,Schleswig-Holstein,Urban regions,No,0.94114,303,340,0.91609,0.96620
2021,Schleswig-Holstein,Rural regions,Yes,0.04286,43,509,0.02524,0.06047
2021,Schleswig-Holstein,Rural regions,No,0.95714,466,509,0.93953,0.97476
2021,Hamburg,Urban regions,Yes,0.07416,47,454,0.05003,0.09829
2021,Hamburg,Urban regions,No,0.92584,407,454,0.90171,0.94997
2021,Lower Saxony,Urban regions,Yes,0.11695,95,856,0.09541,0.13849
2021,Lower Saxony,Urban regions,No,0.88305,761,856,0.86151,0.90459
2021,Lower Saxony,Rural regions,Yes,0.06593,105,1069,0.05105,0.08082
2021,Lower Saxony,Rural regions,No,0.93407,964,1069,0.91918,0.94895
2021,Bremen,Urban regions,No,0.93489,138,138,0.89358,0.97621
2021,North Rhine-Westphalia,Urban regions,Yes,0.11123,488,4130,0.10164,0.12083
2021,North Rhine-Westphalia,Urban regions,No,0.88877,3642,4130,0.87917,0.89836
2021,North Rhine-Westphalia,Rural regions,No,0.94415,88,88,0.89589,0.99240
2021,Hesse,Urban regions,Yes,0.11244,129,1103,0.09379,0.13110
2021,Hesse,Urban regions,No,0.88756,974,1103,0.86890,0.90621
2021,Hesse,Rural regions,No,0.92805,204,204,0.89250,0.96359
2021,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.08201,79,795,0.06293,0.10110
2021,"Rhineland-Palatinate, Saarland",Urban regions,No,0.91799,716,795,0.89890,0.93707
2021,"Rhineland-Palatinate, Saarland",Rural regions,No,0.87899,204,204,0.83412,0.92385
2021,Baden-Wuerttemberg,Urban regions,Yes,0.10597,235,1949,0.09230,0.11964
2021,Baden-Wuerttemberg,Urban regions,No,0.89403,1714,1949,0.88036,0.90770
2021,Baden-Wuerttemberg,Rural regions,No,0.90786,213,213,0.86892,0.94679
2021,Bavaria,Urban regions,Yes,0.09802,162,1397,0.08242,0.11362
2021,Bavaria,Urban regions,No,0.90198,1235,1397,0.88638,0.91758
2021,Bavaria,Rural regions,Yes,0.06582,124,1489,0.05322,0.07842
2021,Bavaria,Rural regions,No,0.93418,1365,1489,0.92158,0.94678
2021,Berlin,Urban regions,Yes,0.10519,105,930,0.08546,0.12492
2021,Berlin,Urban regions,No,0.89481,825,930,0.87508,0.91454
2021,Brandenburg,Urban regions,No,0.88807,64,64,0.81021,0.96592
2021,Brandenburg,Rural regions,Yes,0.07683,40,637,0.05614,0.09753
2021,Brandenburg,Rural regions,No,0.92317,597,637,0.90247,0.94386
2021,Mecklenburg-Western Pomerania,Urban regions,No,0.93944,70,70,0.88316,0.99572
2021,Mecklenburg-Western Pomerania,Rural regions,No,0.92985,308,308,0.90128,0.95842
2021,Saxony,Urban regions,Yes,0.11817,69,639,0.09312,0.14322
2021,Saxony,Urban regions,No,0.88183,570,639,0.85678,0.90688
2021,Saxony,Rural regions,No,0.93262,503,503,0.91069,0.95455
2021,Saxony-Anhalt,Urban regions,No,0.75117,125,125,0.67507,0.82727
2021,Saxony-Anhalt,Rural regions,Yes,0.04166,34,459,0.02336,0.05997
2021,Saxony-Anhalt,Rural regions,No,0.95834,425,459,0.94003,0.97664
2021,Thuringa,Urban regions,Yes,0.14735,33,234,0.10184,0.19287
2021,Thuringa,Urban regions,No,0.85265,201,234,0.80713,0.89816
2021,Thuringa,Rural regions,No,0.95907,372,372,0.93891,0.97923
2022,Schleswig-Holstein,Urban regions,Yes,0.06873,40,393,0.04369,0.09378
2022,Schleswig-Holstein,Urban regions,No,0.93127,353,393,0.90622,0.95631
2022,Schleswig-Holstein,Rural regions,Yes,0.07539,59,619,0.05458,0.09621
2022,Schleswig-Holstein,Rural regions,No,0.92461,560,619,0.90379,0.94542
2022,Hamburg,Urban regions,Yes,0.11201,79,623,0.08723,0.13680
2022,Hamburg,Urban regions,No,0.88799,544,623,0.86320,0.91277
2022,Lower Saxony,Urban regions,Yes,0.12018,161,1090,0.10087,0.13949
2022,Lower Saxony,Urban regions,No,0.87982,929,1090,0.86051,0.89913
2022,Lower Saxony,Rural regions,Yes,0.07211,139,1348,0.05829,0.08592
2022,Lower Saxony,Rural regions,No,0.92789,1209,1348,0.91408,0.94171
2022,Bremen,Urban regions,Yes,0.15066,37,208,0.10193,0.19940
2022,Bremen,Urban regions,No,0.84934,171,208,0.80060,0.89807
2022,North Rhine-Westphalia,Urban regions,Yes,0.10493,789,5859,0.09708,0.11278
2022,North Rhine-Westphalia,Urban regions,No,0.89507,5070,5859,0.88722,0.90292
2022,North Rhine-Westphalia,Rural regions,No,0.96280,120,120,0.92879,0.99680
2022,Hesse,Urban regions,Yes,0.11725,192,1479,0.10085,0.13365
2022,Hesse,Urban regions,No,0.88275,1287,1479,0.86635,0.89915
2022,Hesse,Rural regions,Yes,0.13866,62,348,0.10230,0.17502
2022,Hesse,Rural regions,No,0.86134,286,348,0.82498,0.89770
2022,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.09233,134,1049,0.07480,0.10986
2022,"Rhineland-Palatinate, Saarland",Urban regions,No,0.90767,915,1049,0.89014,0.92520
2022,"Rhineland-Palatinate, Saarland",Rural regions,No,0.91657,250,250,0.88222,0.95092
2022,Baden-Wuerttemberg,Urban regions,Yes,0.11610,374,2836,0.10430,0.12789
2022,Baden-Wuerttemberg,Urban regions,No,0.88390,2462,2836,0.87211,0.89570
2022,Baden-Wuerttemberg,Rural regions,Yes,0.09374,47,449,0.06675,0.12073
2022,Baden-Wuerttemberg,Rural regions,No,0.90626,402,449,0.87927,0.93325
2022,Bavaria,Urban regions,Yes,0.10960,315,2350,0.09696,0.12223
2022,Bavaria,Urban regions,No,0.89040,2035,2350,0.87777,0.90304
2022,Bavaria,Rural regions,Yes,0.06724,171,2052,0.05640,0.07808
2022,Bavaria,Rural regions,No,0.93276,1881,2052,0.92192,0.94360
2022,Berlin,Urban regions,Yes,0.10661,195,1545,0.09121,0.12200
2022,Berlin,Urban regions,No,0.89339,1350,1545,0.87800,0.90879
2022,Brandenburg,Urban regions,No,0.93277,83,83,0.87856,0.98697
2022,Brandenburg,Rural regions,Yes,0.07289,84,932,0.05619,0.08959
2022,Brandenburg,Rural regions,No,0.92711,848,932,0.91041,0.94381
2022,Mecklenburg-Western Pomerania,Urban regions,No,0.86809,96,96,0.80004,0.93613
2022,Mecklenburg-Western Pomerania,Rural regions,Yes,0.07076,47,458,0.04725,0.09427
2022,Mecklenburg-Western Pomerania,Rural regions,No,0.92924,411,458,0.90573,0.95275
2022,Saxony,Urban regions,Yes,0.11048,111,892,0.08990,0.13106
2022,Saxony,Urban regions,No,0.88952,781,892,0.86894,0.91010
2022,Saxony,Rural regions,Yes,0.05902,62,884,0.04348,0.07456
2022,Saxony,Rural regions,No,0.94098,822,884,0.92544,0.95652
2022,Saxony-Anhalt,Urban regions,Yes,0.19376,44,218,0.14117,0.24634
2022,Saxony-Anhalt,Urban regions,No,0.80624,174,218,0.75366,0.85883
2022,Saxony-Anhalt,Rural regions,Yes,0.07464,65,706,0.05524,0.09404
2022,Saxony-Anhalt,Rural regions,No,0.92536,641,706,0.90596,0.94476
2022,Thuringa,Urban regions,Yes,0.09623,45,310,0.06335,0.12911
2022,Thuringa,Urban regions,No,0.90377,265,310,0.87089,0.93665
2022,Thuringa,Rural regions,Yes,0.06290,54,561,0.04280,0.08301
2022,Thuringa,Rural regions,No,0.93710,507,561,0.91699,0.95720
