year,bula_h,quintil_oecd,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Baden-Wuerttemberg,2nd Quintile,Yes,0.09839,33,293,0.06423,0.13255
1994,Baden-Wuerttemberg,2nd Quintile,No,0.90161,260,293,0.86745,0.93577
1994,Baden-Wuerttemberg,3rd Quintile,Yes,0.09086,39,358,0.06105,0.12068
1994,Baden-Wuerttemberg,3rd Quintile,No,0.90914,319,358,0.87932,0.93895
1994,Baden-Wuerttemberg,4th Quintile,Yes,0.11774,40,371,0.08490,0.15058
1994,Baden-Wuerttemberg,4th Quintile,No,0.88226,331,371,0.84942,0.91510
1994,Baden-Wuerttemberg,5th Quintile,Yes,0.08992,32,409,0.06216,0.11767
1994,Baden-Wuerttemberg,5th Quintile,No,0.91008,377,409,0.88233,0.93784
1994,Bavaria,1st Quintile,No,0.95140,182,182,0.92008,0.98273
1994,Bavaria,2nd Quintile,No,0.89792,224,224,0.85818,0.93766
1994,Bavaria,3rd Quintile,Yes,0.09380,38,332,0.06239,0.12521
1994,Bavaria,3rd Quintile,No,0.90620,294,332,0.87479,0.93761
1994,Bavaria,4th Quintile,Yes,0.08878,38,381,0.06018,0.11738
1994,Bavaria,4th Quintile,No,0.91122,343,381,0.88262,0.93982
1994,Bavaria,5th Quintile,Yes,0.07348,34,431,0.04882,0.09815
1994,Bavaria,5th Quintile,No,0.92652,397,431,0.90185,0.95118
1994,Berlin,1st Quintile,No,0.84149,88,88,0.76474,0.91823
1994,Berlin,2nd Quintile,No,0.79272,80,80,0.70333,0.88210
1994,Berlin,3rd Quintile,No,0.92010,103,103,0.86748,0.97272
1994,Berlin,4th Quintile,No,0.92195,110,110,0.87159,0.97231
1994,Berlin,5th Quintile,No,0.86203,98,98,0.79340,0.93066
1994,Brandenburg,1st Quintile,No,0.84014,118,118,0.77374,0.90655
1994,Brandenburg,2nd Quintile,No,0.90836,144,144,0.86107,0.95565
1994,Brandenburg,3rd Quintile,No,0.80250,115,115,0.72941,0.87558
1994,Brandenburg,4th Quintile,No,0.88231,76,76,0.80939,0.95524
1994,Brandenburg,5th Quintile,No,0.86911,57,57,0.78077,0.95745
1994,Mecklenburg-Western Pomerania,1st Quintile,No,0.87754,89,89,0.80905,0.94603
1994,Mecklenburg-Western Pomerania,2nd Quintile,No,0.89710,118,118,0.84205,0.95216
1994,Mecklenburg-Western Pomerania,3rd Quintile,No,0.83061,75,75,0.74514,0.91607
1994,Mecklenburg-Western Pomerania,4th Quintile,No,0.91236,50,50,0.83319,0.99154
1994,Saxony,1st Quintile,Yes,0.09306,36,303,0.06029,0.12582
1994,Saxony,1st Quintile,No,0.90694,267,303,0.87418,0.93971
1994,Saxony,2nd Quintile,Yes,0.08795,42,347,0.05811,0.11780
1994,Saxony,2nd Quintile,No,0.91205,305,347,0.88220,0.94189
1994,Saxony,3rd Quintile,Yes,0.17958,51,254,0.13228,0.22687
1994,Saxony,3rd Quintile,No,0.82042,203,254,0.77313,0.86772
1994,Saxony,4th Quintile,No,0.91577,144,144,0.87025,0.96129
1994,Saxony,5th Quintile,No,0.94245,60,60,0.88302,1.00187
1994,Saxony-Anhalt,1st Quintile,No,0.93253,157,157,0.89316,0.97189
1994,Saxony-Anhalt,2nd Quintile,No,0.92006,179,179,0.88022,0.95990
1994,Saxony-Anhalt,3rd Quintile,No,0.92500,160,160,0.88406,0.96594
1994,Saxony-Anhalt,4th Quintile,No,0.89981,82,82,0.83442,0.96520
1994,Saxony-Anhalt,5th Quintile,No,0.91101,55,55,0.83506,0.98695
1994,Thuringa,1st Quintile,No,0.87343,171,171,0.82345,0.92341
1994,Thuringa,2nd Quintile,No,0.94689,163,163,0.91235,0.98142
1994,Thuringa,3rd Quintile,No,0.87708,141,141,0.82269,0.93147
1994,Thuringa,4th Quintile,No,0.92708,76,76,0.86823,0.98592
1995,Schleswig-Holstein,1st Quintile,No,0.87935,41,41,0.77840,0.98029
1995,Schleswig-Holstein,2nd Quintile,No,0.86797,49,49,0.77220,0.96374
1995,Schleswig-Holstein,3rd Quintile,No,0.93160,54,54,0.86364,0.99956
1995,Schleswig-Holstein,4th Quintile,No,0.84058,51,51,0.73912,0.94205
1995,Schleswig-Holstein,5th Quintile,No,0.92155,55,55,0.84984,0.99327
1995,Hamburg,4th Quintile,No,0.90127,35,35,0.80099,1.00154
1995,Lower Saxony,1st Quintile,No,0.91947,169,169,0.87832,0.96062
1995,Lower Saxony,2nd Quintile,No,0.87545,163,163,0.82461,0.92630
1995,Lower Saxony,3rd Quintile,No,0.90044,193,193,0.85809,0.94279
1995,Lower Saxony,4th Quintile,No,0.93153,191,191,0.89561,0.96744
1995,Lower Saxony,5th Quintile,No,0.92169,210,210,0.88527,0.95811
1995,North Rhine-Westphalia,1st Quintile,Yes,0.17825,90,532,0.14570,0.21081
1995,North Rhine-Westphalia,1st Quintile,No,0.82175,442,532,0.78919,0.85430
1995,North Rhine-Westphalia,2nd Quintile,Yes,0.10342,62,523,0.07730,0.12954
1995,North Rhine-Westphalia,2nd Quintile,No,0.89658,461,523,0.87046,0.92270
1995,North Rhine-Westphalia,3rd Quintile,Yes,0.10152,61,491,0.07478,0.12826
1995,North Rhine-Westphalia,3rd Quintile,No,0.89848,430,491,0.87174,0.92522
1995,North Rhine-Westphalia,4th Quintile,Yes,0.10860,60,481,0.08076,0.13643
1995,North Rhine-Westphalia,4th Quintile,No,0.89140,421,481,0.86357,0.91924
1995,North Rhine-Westphalia,5th Quintile,Yes,0.08268,63,553,0.05971,0.10566
1995,North Rhine-Westphalia,5th Quintile,No,0.91732,490,553,0.89434,0.94029
1995,Hesse,1st Quintile,No,0.89299,147,147,0.84285,0.94314
1995,Hesse,2nd Quintile,No,0.89316,155,155,0.84437,0.94195
1995,Hesse,3rd Quintile,No,0.91328,168,168,0.87060,0.95596
1995,Hesse,4th Quintile,No,0.93881,176,176,0.90329,0.97432
1995,Hesse,5th Quintile,No,0.91195,202,202,0.87278,0.95113
1995,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.86503,140,140,0.80823,0.92184
1995,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.90532,112,112,0.85085,0.95978
1995,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.90694,130,130,0.85680,0.95707
1995,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.96151,131,131,0.92844,0.99458
1995,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.92452,126,126,0.87821,0.97083
1995,Baden-Wuerttemberg,1st Quintile,Yes,0.10203,37,303,0.06789,0.13616
1995,Baden-Wuerttemberg,1st Quintile,No,0.89797,266,303,0.86384,0.93211
1995,Baden-Wuerttemberg,2nd Quintile,Yes,0.12837,55,392,0.09521,0.16153
1995,Baden-Wuerttemberg,2nd Quintile,No,0.87163,337,392,0.83847,0.90479
1995,Baden-Wuerttemberg,3rd Quintile,Yes,0.08008,34,344,0.05135,0.10880
1995,Baden-Wuerttemberg,3rd Quintile,No,0.91992,310,344,0.89120,0.94865
1995,Baden-Wuerttemberg,4th Quintile,Yes,0.09450,38,370,0.06466,0.12435
1995,Baden-Wuerttemberg,4th Quintile,No,0.90550,332,370,0.87565,0.93534
1995,Baden-Wuerttemberg,5th Quintile,Yes,0.09370,35,381,0.06440,0.12299
1995,Baden-Wuerttemberg,5th Quintile,No,0.90630,346,381,0.87701,0.93560
1995,Bavaria,1st Quintile,No,0.90697,215,215,0.86805,0.94589
1995,Bavaria,2nd Quintile,Yes,0.10056,35,285,0.06559,0.13554
1995,Bavaria,2nd Quintile,No,0.89944,250,285,0.86446,0.93441
1995,Bavaria,3rd Quintile,Yes,0.11024,42,329,0.07634,0.14413
1995,Bavaria,3rd Quintile,No,0.88976,287,329,0.85587,0.92366
1995,Bavaria,4th Quintile,Yes,0.09962,39,407,0.07049,0.12875
1995,Bavaria,4th Quintile,No,0.90038,368,407,0.87125,0.92951
1995,Bavaria,5th Quintile,Yes,0.09239,43,428,0.06492,0.11986
1995,Bavaria,5th Quintile,No,0.90761,385,428,0.88014,0.93508
1995,Berlin,1st Quintile,No,0.69877,79,79,0.59695,0.80059
1995,Berlin,2nd Quintile,No,0.83724,86,86,0.75876,0.91572
1995,Berlin,3rd Quintile,No,0.92482,91,91,0.87034,0.97929
1995,Berlin,4th Quintile,No,0.93375,122,122,0.88944,0.97807
1995,Berlin,5th Quintile,No,0.93719,112,112,0.89205,0.98232
1995,Brandenburg,1st Quintile,No,0.81315,84,84,0.72930,0.89701
1995,Brandenburg,2nd Quintile,No,0.95835,167,167,0.92796,0.98874
1995,Brandenburg,3rd Quintile,No,0.85567,102,102,0.78713,0.92421
1995,Brandenburg,4th Quintile,No,0.81844,81,81,0.73397,0.90291
1995,Brandenburg,5th Quintile,No,0.85427,63,63,0.76644,0.94210
1995,Mecklenburg-Western Pomerania,1st Quintile,No,0.87428,74,74,0.79822,0.95033
1995,Mecklenburg-Western Pomerania,2nd Quintile,No,0.90129,100,100,0.84254,0.96005
1995,Mecklenburg-Western Pomerania,3rd Quintile,No,0.89515,81,81,0.82801,0.96228
1995,Mecklenburg-Western Pomerania,4th Quintile,No,0.88882,67,67,0.81298,0.96466
1995,Mecklenburg-Western Pomerania,5th Quintile,No,0.82176,34,34,0.69118,0.95234
1995,Saxony,1st Quintile,No,0.92701,234,234,0.89362,0.96041
1995,Saxony,2nd Quintile,Yes,0.08888,47,337,0.05845,0.11931
1995,Saxony,2nd Quintile,No,0.91112,290,337,0.88069,0.94155
1995,Saxony,3rd Quintile,Yes,0.14048,38,236,0.09605,0.18491
1995,Saxony,3rd Quintile,No,0.85952,198,236,0.81509,0.90395
1995,Saxony,4th Quintile,No,0.89828,159,159,0.85114,0.94541
1995,Saxony,5th Quintile,No,0.91134,72,72,0.84522,0.97746
1995,Saxony-Anhalt,1st Quintile,No,0.89020,120,120,0.83403,0.94637
1995,Saxony-Anhalt,2nd Quintile,No,0.92681,155,155,0.88567,0.96794
1995,Saxony-Anhalt,3rd Quintile,No,0.90280,152,152,0.85555,0.95005
1995,Saxony-Anhalt,4th Quintile,No,0.85002,121,121,0.78613,0.91390
1995,Saxony-Anhalt,5th Quintile,No,0.93978,51,51,0.87384,1.00572
1995,Thuringa,1st Quintile,No,0.85768,126,126,0.79643,0.91893
1995,Thuringa,2nd Quintile,No,0.92119,171,171,0.88069,0.96169
1995,Thuringa,3rd Quintile,No,0.90638,154,154,0.86023,0.95254
1995,Thuringa,4th Quintile,No,0.86277,91,91,0.79168,0.93386
1996,Schleswig-Holstein,1st Quintile,No,0.89725,56,56,0.81700,0.97749
1996,Schleswig-Holstein,2nd Quintile,No,0.90733,43,43,0.81963,0.99503
1996,Schleswig-Holstein,3rd Quintile,No,0.88183,55,55,0.79573,0.96793
1996,Schleswig-Holstein,4th Quintile,No,0.90330,51,51,0.82138,0.98522
1996,Schleswig-Holstein,5th Quintile,No,0.85779,45,45,0.75459,0.96099
1996,Lower Saxony,1st Quintile,Yes,0.14945,35,182,0.09751,0.20139
1996,Lower Saxony,1st Quintile,No,0.85055,147,182,0.79861,0.90249
1996,Lower Saxony,2nd Quintile,No,0.92419,156,156,0.88252,0.96586
1996,Lower Saxony,3rd Quintile,No,0.90022,207,207,0.85929,0.94115
1996,Lower Saxony,4th Quintile,No,0.93747,208,208,0.90449,0.97045
1996,Lower Saxony,5th Quintile,No,0.92911,203,203,0.89372,0.96450
1996,North Rhine-Westphalia,1st Quintile,Yes,0.19312,93,556,0.16028,0.22596
1996,North Rhine-Westphalia,1st Quintile,No,0.80688,463,556,0.77404,0.83972
1996,North Rhine-Westphalia,2nd Quintile,Yes,0.11585,64,519,0.08829,0.14341
1996,North Rhine-Westphalia,2nd Quintile,No,0.88415,455,519,0.85659,0.91171
1996,North Rhine-Westphalia,3rd Quintile,Yes,0.12176,62,453,0.09161,0.15191
1996,North Rhine-Westphalia,3rd Quintile,No,0.87824,391,453,0.84809,0.90839
1996,North Rhine-Westphalia,4th Quintile,Yes,0.08648,50,496,0.06172,0.11125
1996,North Rhine-Westphalia,4th Quintile,No,0.91352,446,496,0.88875,0.93828
1996,North Rhine-Westphalia,5th Quintile,Yes,0.06350,46,529,0.04270,0.08430
1996,North Rhine-Westphalia,5th Quintile,No,0.93650,483,529,0.91570,0.95730
1996,Hesse,1st Quintile,No,0.92653,181,181,0.88841,0.96464
1996,Hesse,2nd Quintile,No,0.89230,135,135,0.83982,0.94479
1996,Hesse,3rd Quintile,No,0.92998,140,140,0.88756,0.97240
1996,Hesse,4th Quintile,No,0.90503,166,166,0.86030,0.94977
1996,Hesse,5th Quintile,No,0.94412,204,204,0.91253,0.97572
1996,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.89476,119,119,0.83939,0.95013
1996,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.91622,114,114,0.86514,0.96731
1996,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.96450,115,115,0.93053,0.99847
1996,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.93940,151,151,0.90122,0.97758
1996,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.91888,128,128,0.87139,0.96636
1996,Baden-Wuerttemberg,1st Quintile,Yes,0.10132,36,319,0.06815,0.13449
1996,Baden-Wuerttemberg,1st Quintile,No,0.89868,283,319,0.86551,0.93185
1996,Baden-Wuerttemberg,2nd Quintile,Yes,0.10092,34,337,0.06872,0.13313
1996,Baden-Wuerttemberg,2nd Quintile,No,0.89908,303,337,0.86687,0.93128
1996,Baden-Wuerttemberg,3rd Quintile,Yes,0.10759,38,321,0.07364,0.14154
1996,Baden-Wuerttemberg,3rd Quintile,No,0.89241,283,321,0.85846,0.92636
1996,Baden-Wuerttemberg,4th Quintile,No,0.92274,346,346,0.89456,0.95091
1996,Baden-Wuerttemberg,5th Quintile,No,0.93175,323,323,0.90421,0.95930
1996,Bavaria,1st Quintile,No,0.89653,224,224,0.85656,0.93651
1996,Bavaria,2nd Quintile,No,0.91603,236,236,0.88057,0.95149
1996,Bavaria,3rd Quintile,Yes,0.09456,35,328,0.06284,0.12627
1996,Bavaria,3rd Quintile,No,0.90544,293,328,0.87373,0.93716
1996,Bavaria,4th Quintile,Yes,0.07888,41,391,0.05213,0.10563
1996,Bavaria,4th Quintile,No,0.92112,350,391,0.89437,0.94787
1996,Bavaria,5th Quintile,Yes,0.09096,36,424,0.06356,0.11836
1996,Bavaria,5th Quintile,No,0.90904,388,424,0.88164,0.93644
1996,Berlin,1st Quintile,No,0.74943,71,71,0.64791,0.85095
1996,Berlin,2nd Quintile,No,0.90981,73,73,0.84364,0.97598
1996,Berlin,3rd Quintile,No,0.89169,88,88,0.82639,0.95699
1996,Berlin,4th Quintile,No,0.90382,116,116,0.84993,0.95771
1996,Berlin,5th Quintile,No,0.93637,119,119,0.89233,0.98042
1996,Brandenburg,1st Quintile,Yes,0.23113,31,118,0.15475,0.30752
1996,Brandenburg,1st Quintile,No,0.76887,87,118,0.69248,0.84525
1996,Brandenburg,2nd Quintile,No,0.85334,130,130,0.79229,0.91439
1996,Brandenburg,3rd Quintile,No,0.93364,122,122,0.88929,0.97799
1996,Brandenburg,4th Quintile,No,0.91957,92,92,0.86370,0.97545
1996,Brandenburg,5th Quintile,No,0.90304,78,78,0.83694,0.96913
1996,Mecklenburg-Western Pomerania,1st Quintile,No,0.88390,80,80,0.81326,0.95454
1996,Mecklenburg-Western Pomerania,2nd Quintile,No,0.87906,73,73,0.80375,0.95438
1996,Mecklenburg-Western Pomerania,3rd Quintile,No,0.92639,82,82,0.86952,0.98326
1996,Mecklenburg-Western Pomerania,4th Quintile,No,0.85736,60,60,0.76813,0.94660
1996,Mecklenburg-Western Pomerania,5th Quintile,No,0.86423,48,48,0.76630,0.96216
1996,Saxony,1st Quintile,Yes,0.08236,31,242,0.04765,0.11707
1996,Saxony,1st Quintile,No,0.91764,211,242,0.88293,0.95235
1996,Saxony,2nd Quintile,Yes,0.10737,44,305,0.07256,0.14217
1996,Saxony,2nd Quintile,No,0.89263,261,305,0.85783,0.92744
1996,Saxony,3rd Quintile,Yes,0.12722,40,273,0.08762,0.16682
1996,Saxony,3rd Quintile,No,0.87278,233,273,0.83318,0.91238
1996,Saxony,4th Quintile,No,0.89683,182,182,0.85251,0.94114
1996,Saxony,5th Quintile,No,0.93051,80,80,0.87444,0.98659
1996,Saxony-Anhalt,1st Quintile,No,0.90466,110,110,0.84953,0.95980
1996,Saxony-Anhalt,2nd Quintile,No,0.87892,147,147,0.82600,0.93184
1996,Saxony-Anhalt,3rd Quintile,No,0.93016,157,157,0.89017,0.97016
1996,Saxony-Anhalt,4th Quintile,No,0.90588,124,124,0.85427,0.95748
1996,Saxony-Anhalt,5th Quintile,No,0.85494,47,47,0.75317,0.95671
1996,Thuringa,1st Quintile,No,0.90765,132,132,0.85807,0.95723
1996,Thuringa,2nd Quintile,No,0.95244,155,155,0.91883,0.98606
1996,Thuringa,3rd Quintile,No,0.89917,170,170,0.85377,0.94457
1996,Thuringa,4th Quintile,No,0.83508,89,89,0.75754,0.91262
1997,Schleswig-Holstein,1st Quintile,No,0.78809,32,32,0.64423,0.93195
1997,Schleswig-Holstein,2nd Quintile,No,0.81705,45,45,0.70280,0.93129
1997,Schleswig-Holstein,3rd Quintile,No,0.89231,32,32,0.78319,1.00143
1997,Schleswig-Holstein,4th Quintile,No,0.93301,70,70,0.87402,0.99200
1997,Schleswig-Holstein,5th Quintile,No,0.92603,57,57,0.85748,0.99458
1997,Hamburg,4th Quintile,No,0.86118,32,32,0.73946,0.98290
1997,Lower Saxony,1st Quintile,Yes,0.14086,34,199,0.09241,0.18932
1997,Lower Saxony,1st Quintile,No,0.85914,165,199,0.81068,0.90759
1997,Lower Saxony,2nd Quintile,No,0.87970,159,159,0.82898,0.93043
1997,Lower Saxony,3rd Quintile,No,0.90616,193,193,0.86491,0.94741
1997,Lower Saxony,4th Quintile,No,0.90628,190,190,0.86473,0.94783
1997,Lower Saxony,5th Quintile,No,0.93704,209,209,0.90404,0.97005
1997,North Rhine-Westphalia,1st Quintile,Yes,0.14857,83,505,0.11752,0.17962
1997,North Rhine-Westphalia,1st Quintile,No,0.85143,422,505,0.82038,0.88248
1997,North Rhine-Westphalia,2nd Quintile,Yes,0.13968,75,530,0.11014,0.16923
1997,North Rhine-Westphalia,2nd Quintile,No,0.86032,455,530,0.83077,0.88986
1997,North Rhine-Westphalia,3rd Quintile,Yes,0.13001,62,468,0.09951,0.16051
1997,North Rhine-Westphalia,3rd Quintile,No,0.86999,406,468,0.83949,0.90049
1997,North Rhine-Westphalia,4th Quintile,Yes,0.09499,47,471,0.06848,0.12149
1997,North Rhine-Westphalia,4th Quintile,No,0.90501,424,471,0.87851,0.93152
1997,North Rhine-Westphalia,5th Quintile,Yes,0.07188,53,533,0.04993,0.09382
1997,North Rhine-Westphalia,5th Quintile,No,0.92812,480,533,0.90618,0.95007
1997,Hesse,1st Quintile,No,0.86854,136,136,0.81154,0.92554
1997,Hesse,2nd Quintile,No,0.92636,135,135,0.88213,0.97058
1997,Hesse,3rd Quintile,No,0.91544,151,151,0.87092,0.95997
1997,Hesse,4th Quintile,No,0.92698,149,149,0.88507,0.96890
1997,Hesse,5th Quintile,No,0.90069,186,186,0.85759,0.94379
1997,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.86195,118,118,0.79944,0.92445
1997,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.94415,124,124,0.90357,0.98473
1997,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.90333,132,132,0.85273,0.95394
1997,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.94124,142,142,0.90242,0.98006
1997,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.94414,129,129,0.90435,0.98392
1997,Baden-Wuerttemberg,1st Quintile,Yes,0.09734,41,338,0.06569,0.12899
1997,Baden-Wuerttemberg,1st Quintile,No,0.90266,297,338,0.87101,0.93431
1997,Baden-Wuerttemberg,2nd Quintile,Yes,0.09101,31,321,0.05950,0.12252
1997,Baden-Wuerttemberg,2nd Quintile,No,0.90899,290,321,0.87748,0.94050
1997,Baden-Wuerttemberg,3rd Quintile,Yes,0.10615,39,337,0.07321,0.13909
1997,Baden-Wuerttemberg,3rd Quintile,No,0.89385,298,337,0.86091,0.92679
1997,Baden-Wuerttemberg,4th Quintile,Yes,0.09588,35,378,0.06616,0.12560
1997,Baden-Wuerttemberg,4th Quintile,No,0.90412,343,378,0.87440,0.93384
1997,Baden-Wuerttemberg,5th Quintile,No,0.89944,301,301,0.86541,0.93347
1997,Bavaria,1st Quintile,No,0.87506,190,190,0.82791,0.92220
1997,Bavaria,2nd Quintile,No,0.92903,274,274,0.89857,0.95949
1997,Bavaria,3rd Quintile,No,0.92225,287,287,0.89122,0.95329
1997,Bavaria,4th Quintile,Yes,0.11052,43,370,0.07853,0.14251
1997,Bavaria,4th Quintile,No,0.88948,327,370,0.85749,0.92147
1997,Bavaria,5th Quintile,No,0.93999,390,390,0.91638,0.96359
1997,Berlin,1st Quintile,No,0.81877,76,76,0.73159,0.90595
1997,Berlin,2nd Quintile,No,0.92282,60,60,0.85473,0.99092
1997,Berlin,3rd Quintile,No,0.92441,95,95,0.87097,0.97785
1997,Berlin,4th Quintile,No,0.93245,107,107,0.88467,0.98023
1997,Berlin,5th Quintile,No,0.95105,112,112,0.91091,0.99119
1997,Brandenburg,1st Quintile,No,0.83554,85,85,0.75627,0.91481
1997,Brandenburg,2nd Quintile,No,0.84420,153,153,0.78654,0.90185
1997,Brandenburg,3rd Quintile,No,0.86337,109,109,0.79860,0.92815
1997,Brandenburg,4th Quintile,No,0.91701,87,87,0.85871,0.97532
1997,Brandenburg,5th Quintile,No,0.91218,70,70,0.84540,0.97897
1997,Mecklenburg-Western Pomerania,1st Quintile,No,0.88763,66,66,0.81085,0.96441
1997,Mecklenburg-Western Pomerania,2nd Quintile,No,0.88318,88,88,0.81569,0.95068
1997,Mecklenburg-Western Pomerania,3rd Quintile,No,0.92818,68,68,0.86635,0.99000
1997,Mecklenburg-Western Pomerania,4th Quintile,No,0.92254,67,67,0.85804,0.98703
1997,Mecklenburg-Western Pomerania,5th Quintile,No,0.84135,48,48,0.73690,0.94580
1997,Saxony,1st Quintile,No,0.94098,201,201,0.90832,0.97364
1997,Saxony,2nd Quintile,Yes,0.08941,40,319,0.05804,0.12077
1997,Saxony,2nd Quintile,No,0.91059,279,319,0.87923,0.94196
1997,Saxony,3rd Quintile,Yes,0.10568,36,267,0.06873,0.14262
1997,Saxony,3rd Quintile,No,0.89432,231,267,0.85738,0.93127
1997,Saxony,4th Quintile,No,0.88970,160,160,0.84100,0.93839
1997,Saxony,5th Quintile,No,0.90534,82,82,0.84159,0.96909
1997,Saxony-Anhalt,1st Quintile,No,0.87135,98,98,0.80471,0.93798
1997,Saxony-Anhalt,2nd Quintile,No,0.86054,136,136,0.80210,0.91898
1997,Saxony-Anhalt,3rd Quintile,No,0.91476,145,145,0.86916,0.96037
1997,Saxony-Anhalt,4th Quintile,No,0.89683,146,146,0.84732,0.94634
1997,Saxony-Anhalt,5th Quintile,No,0.91300,45,45,0.82973,0.99628
1997,Thuringa,1st Quintile,No,0.92814,133,133,0.88409,0.97220
1997,Thuringa,2nd Quintile,No,0.87846,143,143,0.82471,0.93220
1997,Thuringa,3rd Quintile,No,0.92789,148,148,0.88607,0.96970
1997,Thuringa,4th Quintile,No,0.86204,113,113,0.79817,0.92591
1997,Thuringa,5th Quintile,No,0.86214,37,37,0.74952,0.97476
1998,Schleswig-Holstein,1st Quintile,No,0.86908,36,36,0.75733,0.98083
1998,Schleswig-Holstein,2nd Quintile,No,0.80916,45,45,0.69305,0.92527
1998,Schleswig-Holstein,3rd Quintile,No,0.90802,45,45,0.82262,0.99341
1998,Schleswig-Holstein,4th Quintile,No,0.88184,52,52,0.79324,0.97043
1998,Schleswig-Holstein,5th Quintile,No,0.90245,61,61,0.82738,0.97753
1998,Lower Saxony,1st Quintile,Yes,0.14452,37,192,0.09465,0.19439
1998,Lower Saxony,1st Quintile,No,0.85548,155,192,0.80561,0.90535
1998,Lower Saxony,2nd Quintile,No,0.88839,168,168,0.84063,0.93615
1998,Lower Saxony,3rd Quintile,No,0.89692,161,161,0.84981,0.94404
1998,Lower Saxony,4th Quintile,No,0.91999,193,193,0.88161,0.95836
1998,Lower Saxony,5th Quintile,No,0.95249,192,192,0.92232,0.98266
1998,Bremen,2nd Quintile,No,0.96882,31,31,0.90663,1.03102
1998,North Rhine-Westphalia,1st Quintile,Yes,0.14584,76,545,0.11618,0.17550
1998,North Rhine-Westphalia,1st Quintile,No,0.85416,469,545,0.82450,0.88382
1998,North Rhine-Westphalia,2nd Quintile,Yes,0.11025,52,399,0.07948,0.14102
1998,North Rhine-Westphalia,2nd Quintile,No,0.88975,347,399,0.85898,0.92052
1998,North Rhine-Westphalia,3rd Quintile,Yes,0.08437,50,447,0.05858,0.11017
1998,North Rhine-Westphalia,3rd Quintile,No,0.91563,397,447,0.88983,0.94142
1998,North Rhine-Westphalia,4th Quintile,Yes,0.09661,46,470,0.06987,0.12335
1998,North Rhine-Westphalia,4th Quintile,No,0.90339,424,470,0.87665,0.93013
1998,North Rhine-Westphalia,5th Quintile,Yes,0.05210,36,543,0.03339,0.07081
1998,North Rhine-Westphalia,5th Quintile,No,0.94790,507,543,0.92919,0.96661
1998,Hesse,1st Quintile,No,0.87000,136,136,0.81327,0.92673
1998,Hesse,2nd Quintile,No,0.85873,142,142,0.80124,0.91622
1998,Hesse,3rd Quintile,No,0.94498,120,120,0.90401,0.98595
1998,Hesse,4th Quintile,No,0.91213,160,160,0.86812,0.95613
1998,Hesse,5th Quintile,No,0.90860,173,173,0.86553,0.95166
1998,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.80409,113,113,0.73059,0.87760
1998,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.91665,140,140,0.87069,0.96260
1998,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.95442,130,130,0.91843,0.99042
1998,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.91815,144,144,0.87322,0.96308
1998,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.90724,100,100,0.85010,0.96439
1998,Baden-Wuerttemberg,1st Quintile,Yes,0.10458,41,327,0.07136,0.13780
1998,Baden-Wuerttemberg,1st Quintile,No,0.89542,286,327,0.86220,0.92864
1998,Baden-Wuerttemberg,2nd Quintile,Yes,0.13881,44,317,0.10069,0.17693
1998,Baden-Wuerttemberg,2nd Quintile,No,0.86119,273,317,0.82307,0.89931
1998,Baden-Wuerttemberg,3rd Quintile,Yes,0.11540,37,299,0.07913,0.15168
1998,Baden-Wuerttemberg,3rd Quintile,No,0.88460,262,299,0.84832,0.92087
1998,Baden-Wuerttemberg,4th Quintile,No,0.90966,319,319,0.87815,0.94117
1998,Baden-Wuerttemberg,5th Quintile,Yes,0.10055,31,310,0.06702,0.13408
1998,Baden-Wuerttemberg,5th Quintile,No,0.89945,279,310,0.86592,0.93298
1998,Bavaria,1st Quintile,No,0.87531,192,192,0.82846,0.92217
1998,Bavaria,2nd Quintile,Yes,0.10632,31,279,0.07009,0.14256
1998,Bavaria,2nd Quintile,No,0.89368,248,279,0.85744,0.92991
1998,Bavaria,3rd Quintile,Yes,0.08941,34,330,0.05858,0.12025
1998,Bavaria,3rd Quintile,No,0.91059,296,330,0.87975,0.94142
1998,Bavaria,4th Quintile,Yes,0.11379,44,376,0.08165,0.14593
1998,Bavaria,4th Quintile,No,0.88621,332,376,0.85407,0.91835
1998,Bavaria,5th Quintile,No,0.91935,339,339,0.89032,0.94838
1998,Berlin,1st Quintile,No,0.78757,65,65,0.68736,0.88778
