year,quintil_oecd,regtyp,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,2nd Quintile,Rural regions,Yes,0.09487,53,497,0.06908,0.12066
1986,2nd Quintile,Rural regions,No,0.90513,444,497,0.87934,0.93092
1986,3rd Quintile,Urban regions,Yes,0.13975,236,1643,0.12298,0.15652
1986,3rd Quintile,Urban regions,No,0.86025,1407,1643,0.84348,0.87702
1986,3rd Quintile,Rural regions,Yes,0.12040,60,454,0.09043,0.15037
1986,3rd Quintile,Rural regions,No,0.87960,394,454,0.84963,0.90957
1986,4th Quintile,Urban regions,Yes,0.10317,195,1785,0.08906,0.11729
1986,4th Quintile,Urban regions,No,0.89683,1590,1785,0.88271,0.91094
1986,4th Quintile,Rural regions,Yes,0.11930,51,433,0.08874,0.14987
1986,4th Quintile,Rural regions,No,0.88070,382,433,0.85013,0.91126
1986,5th Quintile,Urban regions,Yes,0.09509,177,1694,0.08111,0.10906
1986,5th Quintile,Urban regions,No,0.90491,1517,1694,0.89094,0.91889
1986,5th Quintile,Rural regions,Yes,0.12351,50,401,0.09127,0.15576
1986,5th Quintile,Rural regions,No,0.87649,351,401,0.84424,0.90873
1987,1st Quintile,Urban regions,Yes,0.15635,267,1563,0.13834,0.17436
1987,1st Quintile,Urban regions,No,0.84365,1296,1563,0.82564,0.86166
1987,1st Quintile,Rural regions,Yes,0.09359,57,471,0.06725,0.11992
1987,1st Quintile,Rural regions,No,0.90641,414,471,0.88008,0.93275
1987,2nd Quintile,Urban regions,Yes,0.10432,213,1602,0.08935,0.11930
1987,2nd Quintile,Urban regions,No,0.89568,1389,1602,0.88070,0.91065
1987,2nd Quintile,Rural regions,Yes,0.10438,55,461,0.07644,0.13232
1987,2nd Quintile,Rural regions,No,0.89562,406,461,0.86768,0.92356
1987,3rd Quintile,Urban regions,Yes,0.10913,212,1632,0.09400,0.12426
1987,3rd Quintile,Urban regions,No,0.89087,1420,1632,0.87574,0.90600
1987,3rd Quintile,Rural regions,Yes,0.09939,57,472,0.07237,0.12641
1987,3rd Quintile,Rural regions,No,0.90061,415,472,0.87359,0.92763
1987,4th Quintile,Urban regions,Yes,0.10944,209,1732,0.09473,0.12414
1987,4th Quintile,Urban regions,No,0.89056,1523,1732,0.87586,0.90527
1987,4th Quintile,Rural regions,Yes,0.08436,43,423,0.05784,0.11088
1987,4th Quintile,Rural regions,No,0.91564,380,423,0.88912,0.94216
1987,5th Quintile,Urban regions,Yes,0.09636,180,1711,0.08237,0.11034
1987,5th Quintile,Urban regions,No,0.90364,1531,1711,0.88966,0.91763
1987,5th Quintile,Rural regions,Yes,0.09467,37,380,0.06520,0.12415
1987,5th Quintile,Rural regions,No,0.90533,343,380,0.87585,0.93480
1988,1st Quintile,Urban regions,Yes,0.15948,257,1537,0.14117,0.17779
1988,1st Quintile,Urban regions,No,0.84052,1280,1537,0.82221,0.85883
1988,1st Quintile,Rural regions,Yes,0.09390,47,436,0.06649,0.12132
1988,1st Quintile,Rural regions,No,0.90610,389,436,0.87868,0.93351
1988,2nd Quintile,Urban regions,Yes,0.10609,209,1565,0.09083,0.12136
1988,2nd Quintile,Urban regions,No,0.89391,1356,1565,0.87864,0.90917
1988,2nd Quintile,Rural regions,Yes,0.11382,55,418,0.08334,0.14431
1988,2nd Quintile,Rural regions,No,0.88618,363,418,0.85569,0.91666
1988,3rd Quintile,Urban regions,Yes,0.12776,219,1580,0.11130,0.14423
1988,3rd Quintile,Urban regions,No,0.87224,1361,1580,0.85577,0.88870
1988,3rd Quintile,Rural regions,Yes,0.12075,60,426,0.08977,0.15173
1988,3rd Quintile,Rural regions,No,0.87925,366,426,0.84827,0.91023
1988,4th Quintile,Urban regions,Yes,0.08448,158,1610,0.07089,0.09806
1988,4th Quintile,Urban regions,No,0.91552,1452,1610,0.90194,0.92911
1988,4th Quintile,Rural regions,Yes,0.10161,52,454,0.07379,0.12944
1988,4th Quintile,Rural regions,No,0.89839,402,454,0.87056,0.92621
1988,5th Quintile,Urban regions,Yes,0.07933,150,1611,0.06613,0.09253
1988,5th Quintile,Urban regions,No,0.92067,1461,1611,0.90747,0.93387
1988,5th Quintile,Rural regions,No,0.92795,303,303,0.89879,0.95711
1989,1st Quintile,Urban regions,Yes,0.15282,244,1546,0.13488,0.17077
1989,1st Quintile,Urban regions,No,0.84718,1302,1546,0.82923,0.86512
1989,1st Quintile,Rural regions,Yes,0.10515,45,384,0.07443,0.13587
1989,1st Quintile,Rural regions,No,0.89485,339,384,0.86413,0.92557
1989,2nd Quintile,Urban regions,Yes,0.11269,197,1546,0.09692,0.12846
1989,2nd Quintile,Urban regions,No,0.88731,1349,1546,0.87154,0.90308
1989,2nd Quintile,Rural regions,Yes,0.09973,50,419,0.07101,0.12846
1989,2nd Quintile,Rural regions,No,0.90027,369,419,0.87154,0.92899
1989,3rd Quintile,Urban regions,Yes,0.12234,191,1492,0.10571,0.13897
1989,3rd Quintile,Urban regions,No,0.87766,1301,1492,0.86103,0.89429
1989,3rd Quintile,Rural regions,Yes,0.08758,43,403,0.05995,0.11522
1989,3rd Quintile,Rural regions,No,0.91242,360,403,0.88478,0.94005
1989,4th Quintile,Urban regions,Yes,0.10788,176,1583,0.09259,0.12317
1989,4th Quintile,Urban regions,No,0.89212,1407,1583,0.87683,0.90741
1989,4th Quintile,Rural regions,Yes,0.10670,50,426,0.07735,0.13605
1989,4th Quintile,Rural regions,No,0.89330,376,426,0.86395,0.92265
1989,5th Quintile,Urban regions,Yes,0.08544,137,1531,0.07143,0.09944
1989,5th Quintile,Urban regions,No,0.91456,1394,1531,0.90056,0.92857
1989,5th Quintile,Rural regions,No,0.93608,307,307,0.90867,0.96349
1990,1st Quintile,Urban regions,Yes,0.13833,223,1477,0.12072,0.15595
1990,1st Quintile,Urban regions,No,0.86167,1254,1477,0.84405,0.87928
1990,1st Quintile,Rural regions,Yes,0.07357,39,426,0.04875,0.09839
1990,1st Quintile,Rural regions,No,0.92643,387,426,0.90161,0.95125
1990,2nd Quintile,Urban regions,Yes,0.11506,179,1487,0.09883,0.13128
1990,2nd Quintile,Urban regions,No,0.88494,1308,1487,0.86872,0.90117
1990,2nd Quintile,Rural regions,Yes,0.12963,56,401,0.09672,0.16255
1990,2nd Quintile,Rural regions,No,0.87037,345,401,0.83745,0.90328
1990,3rd Quintile,Urban regions,Yes,0.11316,190,1544,0.09735,0.12897
1990,3rd Quintile,Urban regions,No,0.88684,1354,1544,0.87103,0.90265
1990,3rd Quintile,Rural regions,Yes,0.09712,40,352,0.06614,0.12810
1990,3rd Quintile,Rural regions,No,0.90288,312,352,0.87190,0.93386
1990,4th Quintile,Urban regions,Yes,0.10721,165,1479,0.09144,0.12298
1990,4th Quintile,Urban regions,No,0.89279,1314,1479,0.87702,0.90856
1990,4th Quintile,Rural regions,Yes,0.08748,40,464,0.06175,0.11322
1990,4th Quintile,Rural regions,No,0.91252,424,464,0.88678,0.93825
1990,5th Quintile,Urban regions,Yes,0.08790,132,1511,0.07362,0.10219
1990,5th Quintile,Urban regions,No,0.91210,1379,1511,0.89781,0.92638
1990,5th Quintile,Rural regions,No,0.92415,292,292,0.89373,0.95457
1991,1st Quintile,Urban regions,Yes,0.13918,225,1418,0.12116,0.15720
1991,1st Quintile,Urban regions,No,0.86082,1193,1418,0.84280,0.87884
1991,1st Quintile,Rural regions,Yes,0.09569,46,424,0.06765,0.12372
1991,1st Quintile,Rural regions,No,0.90431,378,424,0.87628,0.93235
1991,2nd Quintile,Urban regions,Yes,0.10911,179,1488,0.09327,0.12496
1991,2nd Quintile,Urban regions,No,0.89089,1309,1488,0.87504,0.90673
1991,2nd Quintile,Rural regions,Yes,0.12599,58,405,0.09363,0.15835
1991,2nd Quintile,Rural regions,No,0.87401,347,405,0.84165,0.90637
1991,3rd Quintile,Urban regions,Yes,0.10804,182,1497,0.09231,0.12377
1991,3rd Quintile,Urban regions,No,0.89196,1315,1497,0.87623,0.90769
1991,3rd Quintile,Rural regions,Yes,0.13273,55,386,0.09884,0.16662
1991,3rd Quintile,Rural regions,No,0.86727,331,386,0.83338,0.90116
1991,4th Quintile,Urban regions,Yes,0.10310,164,1473,0.08757,0.11864
1991,4th Quintile,Urban regions,No,0.89690,1309,1473,0.88136,0.91243
1991,4th Quintile,Rural regions,Yes,0.08743,45,471,0.06189,0.11297
1991,4th Quintile,Rural regions,No,0.91257,426,471,0.88703,0.93811
1991,5th Quintile,Urban regions,Yes,0.08561,142,1545,0.07166,0.09957
1991,5th Quintile,Urban regions,No,0.91439,1403,1545,0.90043,0.92834
1991,5th Quintile,Rural regions,No,0.90329,271,271,0.86804,0.93855
1992,1st Quintile,No answer / don't know,No,0.87660,44,44,0.77830,0.97491
1992,1st Quintile,Urban regions,Yes,0.13588,208,1403,0.11794,0.15381
1992,1st Quintile,Urban regions,No,0.86412,1195,1403,0.84619,0.88206
1992,1st Quintile,Rural regions,Yes,0.07823,137,1317,0.06372,0.09274
1992,1st Quintile,Rural regions,No,0.92177,1180,1317,0.90726,0.93628
1992,2nd Quintile,Urban regions,Yes,0.11415,225,1675,0.09892,0.12939
1992,2nd Quintile,Urban regions,No,0.88585,1450,1675,0.87061,0.90108
1992,2nd Quintile,Rural regions,Yes,0.11698,159,1164,0.09851,0.13545
1992,2nd Quintile,Rural regions,No,0.88302,1005,1164,0.86455,0.90149
1992,3rd Quintile,Urban regions,Yes,0.12862,262,1753,0.11294,0.14430
1992,3rd Quintile,Urban regions,No,0.87138,1491,1753,0.85570,0.88706
1992,3rd Quintile,Rural regions,Yes,0.12280,136,904,0.10140,0.14421
1992,3rd Quintile,Rural regions,No,0.87720,768,904,0.85579,0.89860
1992,4th Quintile,Urban regions,Yes,0.09789,201,1881,0.08445,0.11132
1992,4th Quintile,Urban regions,No,0.90211,1680,1881,0.88868,0.91555
1992,4th Quintile,Rural regions,Yes,0.11410,88,709,0.09068,0.13752
1992,4th Quintile,Rural regions,No,0.88590,621,709,0.86248,0.90932
1992,5th Quintile,Urban regions,Yes,0.07810,166,1953,0.06620,0.09001
1992,5th Quintile,Urban regions,No,0.92190,1787,1953,0.90999,0.93380
1992,5th Quintile,Rural regions,Yes,0.10084,48,433,0.07244,0.12923
1992,5th Quintile,Rural regions,No,0.89916,385,433,0.87077,0.92756
1993,1st Quintile,Urban regions,Yes,0.13843,219,1439,0.12058,0.15628
1993,1st Quintile,Urban regions,No,0.86157,1220,1439,0.84372,0.87942
1993,1st Quintile,Rural regions,Yes,0.08876,143,1156,0.07236,0.10516
1993,1st Quintile,Rural regions,No,0.91124,1013,1156,0.89484,0.92764
1993,2nd Quintile,Urban regions,Yes,0.11911,225,1668,0.10356,0.13466
1993,2nd Quintile,Urban regions,No,0.88089,1443,1668,0.86534,0.89644
1993,2nd Quintile,Rural regions,Yes,0.11822,159,1166,0.09968,0.13676
1993,2nd Quintile,Rural regions,No,0.88178,1007,1166,0.86324,0.90032
1993,3rd Quintile,Urban regions,Yes,0.10756,218,1709,0.09286,0.12225
1993,3rd Quintile,Urban regions,No,0.89244,1491,1709,0.87775,0.90714
1993,3rd Quintile,Rural regions,Yes,0.11142,133,970,0.09161,0.13123
1993,3rd Quintile,Rural regions,No,0.88858,837,970,0.86877,0.90839
1993,4th Quintile,Urban regions,Yes,0.10542,211,1859,0.09145,0.11938
1993,4th Quintile,Urban regions,No,0.89458,1648,1859,0.88062,0.90855
1993,4th Quintile,Rural regions,Yes,0.10183,75,749,0.08015,0.12350
1993,4th Quintile,Rural regions,No,0.89817,674,749,0.87650,0.91985
1993,5th Quintile,Urban regions,Yes,0.07576,162,1931,0.06395,0.08756
1993,5th Quintile,Urban regions,No,0.92424,1769,1931,0.91244,0.93605
1993,5th Quintile,Rural regions,Yes,0.07704,40,452,0.05243,0.10165
1993,5th Quintile,Rural regions,No,0.92296,412,452,0.89835,0.94757
1994,1st Quintile,Urban regions,Yes,0.11937,206,1540,0.10317,0.13557
1994,1st Quintile,Urban regions,No,0.88063,1334,1540,0.86443,0.89683
1994,1st Quintile,Rural regions,Yes,0.09097,117,980,0.07296,0.10899
1994,1st Quintile,Rural regions,No,0.90903,863,980,0.89101,0.92704
1994,2nd Quintile,Urban regions,Yes,0.12075,202,1621,0.10488,0.13661
1994,2nd Quintile,Urban regions,No,0.87925,1419,1621,0.86339,0.89512
1994,2nd Quintile,Rural regions,Yes,0.08380,108,1046,0.06700,0.10060
1994,2nd Quintile,Rural regions,No,0.91620,938,1046,0.89940,0.93300
1994,3rd Quintile,Urban regions,Yes,0.09599,197,1671,0.08186,0.11012
1994,3rd Quintile,Urban regions,No,0.90401,1474,1671,0.88988,0.91814
1994,3rd Quintile,Rural regions,Yes,0.12800,159,1043,0.10771,0.14828
1994,3rd Quintile,Rural regions,No,0.87200,884,1043,0.85172,0.89229
1994,4th Quintile,Urban regions,Yes,0.09460,198,1772,0.08097,0.10823
1994,4th Quintile,Urban regions,No,0.90540,1574,1772,0.89177,0.91903
1994,4th Quintile,Rural regions,Yes,0.09736,83,770,0.07641,0.11831
1994,4th Quintile,Rural regions,No,0.90264,687,770,0.88169,0.92359
1994,5th Quintile,Urban regions,Yes,0.07207,152,1869,0.06035,0.08380
1994,5th Quintile,Urban regions,No,0.92793,1717,1869,0.91620,0.93965
1994,5th Quintile,Rural regions,Yes,0.07461,42,554,0.05271,0.09652
1994,5th Quintile,Rural regions,No,0.92539,512,554,0.90348,0.94729
1995,1st Quintile,Urban regions,Yes,0.14746,237,1617,0.13017,0.16474
1995,1st Quintile,Urban regions,No,0.85254,1380,1617,0.83526,0.86983
1995,1st Quintile,Rural regions,Yes,0.10503,131,922,0.08523,0.12483
1995,1st Quintile,Rural regions,No,0.89497,791,922,0.87517,0.91477
1995,2nd Quintile,Urban regions,Yes,0.11198,232,1808,0.09744,0.12652
1995,2nd Quintile,Urban regions,No,0.88802,1576,1808,0.87348,0.90256
1995,2nd Quintile,Rural regions,Yes,0.08456,123,1078,0.06795,0.10118
1995,2nd Quintile,Rural regions,No,0.91544,955,1078,0.89882,0.93205
1995,3rd Quintile,Urban regions,Yes,0.09735,205,1681,0.08318,0.11153
1995,3rd Quintile,Urban regions,No,0.90265,1476,1681,0.88847,0.91682
1995,3rd Quintile,Rural regions,Yes,0.09908,126,1042,0.08093,0.11723
1995,3rd Quintile,Rural regions,No,0.90092,916,1042,0.88277,0.91907
1995,4th Quintile,Urban regions,Yes,0.08528,181,1766,0.07225,0.09832
1995,4th Quintile,Urban regions,No,0.91472,1585,1766,0.90168,0.92775
1995,4th Quintile,Rural regions,Yes,0.12187,120,896,0.10044,0.14330
1995,4th Quintile,Rural regions,No,0.87813,776,896,0.85670,0.89956
1995,5th Quintile,Urban regions,Yes,0.08468,190,1859,0.07202,0.09733
1995,5th Quintile,Urban regions,No,0.91532,1669,1859,0.90267,0.92798
1995,5th Quintile,Rural regions,Yes,0.08646,58,610,0.06414,0.10878
1995,5th Quintile,Rural regions,No,0.91354,552,610,0.89122,0.93586
1996,1st Quintile,Urban regions,Yes,0.15470,261,1674,0.13738,0.17203
1996,1st Quintile,Urban regions,No,0.84530,1413,1674,0.82797,0.86262
1996,1st Quintile,Rural regions,Yes,0.09654,120,901,0.07725,0.11584
1996,1st Quintile,Rural regions,No,0.90346,781,901,0.88416,0.92275
1996,2nd Quintile,Urban regions,Yes,0.10288,196,1690,0.08840,0.11737
1996,2nd Quintile,Urban regions,No,0.89712,1494,1690,0.88263,0.91160
1996,2nd Quintile,Rural regions,Yes,0.09562,117,938,0.07679,0.11445
1996,2nd Quintile,Rural regions,No,0.90438,821,938,0.88555,0.92321
1996,3rd Quintile,Urban regions,Yes,0.09753,183,1576,0.08288,0.11218
1996,3rd Quintile,Urban regions,No,0.90247,1393,1576,0.88782,0.91712
1996,3rd Quintile,Rural regions,Yes,0.10026,123,1109,0.08258,0.11795
1996,3rd Quintile,Rural regions,No,0.89974,986,1109,0.88205,0.91742
1996,4th Quintile,Urban regions,Yes,0.08662,183,1791,0.07359,0.09965
1996,4th Quintile,Urban regions,No,0.91338,1608,1791,0.90035,0.92641
1996,4th Quintile,Rural regions,Yes,0.07853,97,918,0.06112,0.09594
1996,4th Quintile,Rural regions,No,0.92147,821,918,0.90406,0.93888
1996,5th Quintile,Urban regions,Yes,0.06732,153,1803,0.05575,0.07888
1996,5th Quintile,Urban regions,No,0.93268,1650,1803,0.92112,0.94425
1996,5th Quintile,Rural regions,Yes,0.10119,72,638,0.07777,0.12461
1996,5th Quintile,Rural regions,No,0.89881,566,638,0.87539,0.92223
1997,1st Quintile,Urban regions,Yes,0.13364,231,1572,0.11681,0.15046
1997,1st Quintile,Urban regions,No,0.86636,1341,1572,0.84954,0.88319
1997,1st Quintile,Rural regions,Yes,0.11896,115,817,0.09675,0.14117
1997,1st Quintile,Rural regions,No,0.88104,702,817,0.85883,0.90325
1997,2nd Quintile,Urban regions,Yes,0.10927,211,1669,0.09430,0.12425
1997,2nd Quintile,Urban regions,No,0.89073,1458,1669,0.87575,0.90570
1997,2nd Quintile,Rural regions,Yes,0.10260,138,1071,0.08442,0.12078
1997,2nd Quintile,Rural regions,No,0.89740,933,1071,0.87922,0.91558
1997,3rd Quintile,Urban regions,Yes,0.10838,193,1615,0.09321,0.12355
1997,3rd Quintile,Urban regions,No,0.89162,1422,1615,0.87645,0.90679
1997,3rd Quintile,Rural regions,Yes,0.08377,109,1011,0.06669,0.10086
1997,3rd Quintile,Rural regions,No,0.91623,902,1011,0.89914,0.93331
1997,4th Quintile,Urban regions,Yes,0.09548,190,1773,0.08180,0.10917
1997,4th Quintile,Urban regions,No,0.90452,1583,1773,0.89083,0.91820
1997,4th Quintile,Rural regions,Yes,0.08542,96,885,0.06699,0.10384
1997,4th Quintile,Rural regions,No,0.91458,789,885,0.89616,0.93301
1997,5th Quintile,Urban regions,Yes,0.07147,157,1759,0.05943,0.08351
1997,5th Quintile,Urban regions,No,0.92853,1602,1759,0.91649,0.94057
1997,5th Quintile,Rural regions,Yes,0.08763,67,653,0.06592,0.10933
1997,5th Quintile,Rural regions,No,0.91237,586,653,0.89067,0.93408
1998,1st Quintile,Urban regions,Yes,0.14515,234,1565,0.12770,0.16261
1998,1st Quintile,Urban regions,No,0.85485,1331,1565,0.83739,0.87230
1998,1st Quintile,Rural regions,Yes,0.11897,109,775,0.09616,0.14178
1998,1st Quintile,Rural regions,No,0.88103,666,775,0.85822,0.90384
1998,2nd Quintile,Urban regions,Yes,0.10574,198,1546,0.09040,0.12107
1998,2nd Quintile,Urban regions,No,0.89426,1348,1546,0.87893,0.90960
1998,2nd Quintile,Rural regions,Yes,0.10756,121,958,0.08793,0.12719
1998,2nd Quintile,Rural regions,No,0.89244,837,958,0.87281,0.91207
1998,3rd Quintile,Urban regions,Yes,0.08974,174,1542,0.07547,0.10401
1998,3rd Quintile,Urban regions,No,0.91026,1368,1542,0.89599,0.92453
1998,3rd Quintile,Rural regions,Yes,0.07517,109,1039,0.05913,0.09121
1998,3rd Quintile,Rural regions,No,0.92483,930,1039,0.90879,0.94087
1998,4th Quintile,Urban regions,Yes,0.10073,172,1696,0.08640,0.11506
1998,4th Quintile,Urban regions,No,0.89927,1524,1696,0.88494,0.91360
1998,4th Quintile,Rural regions,Yes,0.08958,95,909,0.07100,0.10815
1998,4th Quintile,Rural regions,No,0.91042,814,909,0.89185,0.92900
1998,5th Quintile,Urban regions,Yes,0.07251,131,1659,0.06003,0.08499
1998,5th Quintile,Urban regions,No,0.92749,1528,1659,0.91501,0.93997
1998,5th Quintile,Rural regions,Yes,0.07595,63,640,0.05541,0.09649
1998,5th Quintile,Rural regions,No,0.92405,577,640,0.90351,0.94459
1999,1st Quintile,Urban regions,Yes,0.14429,250,1666,0.12741,0.16117
1999,1st Quintile,Urban regions,No,0.85571,1416,1666,0.83883,0.87259
1999,1st Quintile,Rural regions,Yes,0.13994,154,933,0.11766,0.16221
1999,1st Quintile,Rural regions,No,0.86006,779,933,0.83779,0.88234
1999,2nd Quintile,Urban regions,Yes,0.11077,216,1735,0.09599,0.12554
1999,2nd Quintile,Urban regions,No,0.88923,1519,1735,0.87446,0.90401
1999,2nd Quintile,Rural regions,Yes,0.08989,131,1137,0.07326,0.10653
1999,2nd Quintile,Rural regions,No,0.91011,1006,1137,0.89347,0.92674
1999,3rd Quintile,Urban regions,Yes,0.10430,201,1717,0.08984,0.11876
1999,3rd Quintile,Urban regions,No,0.89570,1516,1717,0.88124,0.91016
1999,3rd Quintile,Rural regions,Yes,0.07480,97,1109,0.05931,0.09028
1999,3rd Quintile,Rural regions,No,0.92520,1012,1109,0.90972,0.94069
1999,4th Quintile,Urban regions,Yes,0.08539,174,1876,0.07274,0.09804
1999,4th Quintile,Urban regions,No,0.91461,1702,1876,0.90196,0.92726
1999,4th Quintile,Rural regions,Yes,0.08867,95,890,0.06998,0.10736
1999,4th Quintile,Rural regions,No,0.91133,795,890,0.89264,0.93002
1999,5th Quintile,Urban regions,Yes,0.07701,176,1900,0.06502,0.08900
1999,5th Quintile,Urban regions,No,0.92299,1724,1900,0.91100,0.93498
1999,5th Quintile,Rural regions,Yes,0.07737,68,711,0.05772,0.09703
1999,5th Quintile,Rural regions,No,0.92263,643,711,0.90297,0.94228
2000,1st Quintile,Urban regions,Yes,0.14212,247,1605,0.12503,0.15921
2000,1st Quintile,Urban regions,No,0.85788,1358,1605,0.84079,0.87497
2000,1st Quintile,Rural regions,Yes,0.11843,137,975,0.09814,0.13872
2000,1st Quintile,Rural regions,No,0.88157,838,975,0.86128,0.90186
2000,2nd Quintile,Urban regions,Yes,0.10069,208,1715,0.08644,0.11494
2000,2nd Quintile,Urban regions,No,0.89931,1507,1715,0.88506,0.91356
2000,2nd Quintile,Rural regions,Yes,0.10705,122,1026,0.08812,0.12598
2000,2nd Quintile,Rural regions,No,0.89295,904,1026,0.87402,0.91188
2000,3rd Quintile,Urban regions,Yes,0.10238,185,1623,0.08763,0.11714
2000,3rd Quintile,Urban regions,No,0.89762,1438,1623,0.88286,0.91237
2000,3rd Quintile,Rural regions,Yes,0.08938,129,1109,0.07258,0.10618
2000,3rd Quintile,Rural regions,No,0.91062,980,1109,0.89382,0.92742
2000,4th Quintile,Urban regions,Yes,0.07423,170,1811,0.06215,0.08630
2000,4th Quintile,Urban regions,No,0.92577,1641,1811,0.91370,0.93785
2000,4th Quintile,Rural regions,Yes,0.09564,93,881,0.07621,0.11507
2000,4th Quintile,Rural regions,No,0.90436,788,881,0.88493,0.92379
2000,5th Quintile,Urban regions,Yes,0.07883,161,1872,0.06662,0.09105
2000,5th Quintile,Urban regions,No,0.92117,1711,1872,0.90895,0.93338
2000,5th Quintile,Rural regions,Yes,0.09234,75,667,0.07035,0.11433
2000,5th Quintile,Rural regions,No,0.90766,592,667,0.88567,0.92965
2001,1st Quintile,Urban regions,Yes,0.16333,406,2452,0.14870,0.17797
2001,1st Quintile,Urban regions,No,0.83667,2046,2452,0.82203,0.85130
2001,1st Quintile,Rural regions,Yes,0.13077,217,1428,0.11327,0.14826
2001,1st Quintile,Rural regions,No,0.86923,1211,1428,0.85174,0.88673
2001,2nd Quintile,Urban regions,Yes,0.10751,318,2620,0.09565,0.11937
2001,2nd Quintile,Urban regions,No,0.89249,2302,2620,0.88063,0.90435
2001,2nd Quintile,Rural regions,Yes,0.08463,177,1730,0.07151,0.09775
2001,2nd Quintile,Rural regions,No,0.91537,1553,1730,0.90225,0.92849
2001,3rd Quintile,Urban regions,Yes,0.09252,303,2845,0.08187,0.10317
2001,3rd Quintile,Urban regions,No,0.90748,2542,2845,0.89683,0.91813
2001,3rd Quintile,Rural regions,Yes,0.08593,175,1696,0.07259,0.09927
2001,3rd Quintile,Rural regions,No,0.91407,1521,1696,0.90073,0.92741
2001,4th Quintile,Urban regions,Yes,0.08549,296,2996,0.07548,0.09551
2001,4th Quintile,Urban regions,No,0.91451,2700,2996,0.90449,0.92452
2001,4th Quintile,Rural regions,Yes,0.09710,186,1619,0.08267,0.11152
2001,4th Quintile,Rural regions,No,0.90290,1433,1619,0.88848,0.91733
2001,5th Quintile,Urban regions,Yes,0.07275,281,3420,0.06404,0.08146
2001,5th Quintile,Urban regions,No,0.92725,3139,3420,0.91854,0.93596
2001,5th Quintile,Rural regions,Yes,0.06503,85,1112,0.05053,0.07953
2001,5th Quintile,Rural regions,No,0.93497,1027,1112,0.92047,0.94947
2002,1st Quintile,Urban regions,Yes,0.15738,359,2171,0.14205,0.17270
2002,1st Quintile,Urban regions,No,0.84262,1812,2171,0.82730,0.85795
2002,1st Quintile,Rural regions,Yes,0.13495,193,1298,0.11635,0.15354
2002,1st Quintile,Rural regions,No,0.86505,1105,1298,0.84646,0.88365
2002,2nd Quintile,Urban regions,Yes,0.09911,266,2375,0.08709,0.11113
