year,bula_h,sex,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,Baden-Wuerttemberg,female,Yes,0.08736,158,1719,0.07401,0.10071
2015,Baden-Wuerttemberg,female,No,0.91264,1561,1719,0.89929,0.92599
2015,Bavaria,male,Yes,0.08766,188,2016,0.07532,0.10001
2015,Bavaria,male,No,0.91234,1828,2016,0.89999,0.92468
2015,Bavaria,female,Yes,0.08223,246,2366,0.07116,0.09330
2015,Bavaria,female,No,0.91777,2120,2366,0.90670,0.92884
2015,Berlin,male,Yes,0.13105,52,450,0.09984,0.16226
2015,Berlin,male,No,0.86895,398,450,0.83774,0.90016
2015,Berlin,female,Yes,0.10856,73,541,0.08232,0.13479
2015,Berlin,female,No,0.89144,468,541,0.86521,0.91768
2015,Brandenburg,male,Yes,0.05289,34,453,0.03226,0.07352
2015,Brandenburg,male,No,0.94711,419,453,0.92648,0.96774
2015,Brandenburg,female,Yes,0.05220,48,556,0.03369,0.07070
2015,Brandenburg,female,No,0.94780,508,556,0.92930,0.96631
2015,Mecklenburg-Western Pomerania,male,No,0.95200,230,230,0.92432,0.97969
2015,Mecklenburg-Western Pomerania,female,No,0.90423,283,283,0.86988,0.93858
2015,Saxony,male,Yes,0.09150,62,732,0.07060,0.11240
2015,Saxony,male,No,0.90850,670,732,0.88760,0.92940
2015,Saxony,female,Yes,0.05912,63,803,0.04280,0.07545
2015,Saxony,female,No,0.94088,740,803,0.92455,0.95720
2015,Saxony-Anhalt,male,Yes,0.08093,34,400,0.05417,0.10769
2015,Saxony-Anhalt,male,No,0.91907,366,400,0.89231,0.94583
2015,Saxony-Anhalt,female,Yes,0.08576,38,496,0.06109,0.11043
2015,Saxony-Anhalt,female,No,0.91424,458,496,0.88957,0.93891
2015,Thuringa,male,No,0.94620,418,418,0.92455,0.96786
2015,Thuringa,female,Yes,0.08513,50,524,0.06121,0.10905
2015,Thuringa,female,No,0.91487,474,524,0.89095,0.93879
2016,Schleswig-Holstein,male,Yes,0.10716,64,486,0.07963,0.13469
2016,Schleswig-Holstein,male,No,0.89284,422,486,0.86531,0.92037
2016,Schleswig-Holstein,female,Yes,0.05099,43,513,0.03194,0.07005
2016,Schleswig-Holstein,female,No,0.94901,470,513,0.92995,0.96806
2016,Hamburg,male,No,0.91410,186,186,0.87372,0.95448
2016,Hamburg,female,No,0.89836,226,226,0.85887,0.93784
2016,Lower Saxony,male,Yes,0.12001,154,1289,0.10226,0.13776
2016,Lower Saxony,male,No,0.87999,1135,1289,0.86224,0.89774
2016,Lower Saxony,female,Yes,0.09546,150,1426,0.08020,0.11071
2016,Lower Saxony,female,No,0.90454,1276,1426,0.88929,0.91980
2016,Bremen,male,No,0.84217,100,100,0.77035,0.91399
2016,Bremen,female,No,0.73953,103,103,0.65436,0.82471
2016,North Rhine-Westphalia,male,Yes,0.12749,304,2726,0.11497,0.14001
2016,North Rhine-Westphalia,male,No,0.87251,2422,2726,0.85999,0.88503
2016,North Rhine-Westphalia,female,Yes,0.09646,307,2996,0.08589,0.10703
2016,North Rhine-Westphalia,female,No,0.90354,2689,2996,0.89297,0.91411
2016,Hesse,male,Yes,0.11064,94,857,0.08963,0.13166
2016,Hesse,male,No,0.88936,763,857,0.86834,0.91037
2016,Hesse,female,Yes,0.10571,97,985,0.08650,0.12492
2016,Hesse,female,No,0.89429,888,985,0.87508,0.91350
2016,"Rhineland-Palatinate, Saarland",male,Yes,0.10053,75,856,0.08038,0.12069
2016,"Rhineland-Palatinate, Saarland",male,No,0.89947,781,856,0.87931,0.91962
2016,"Rhineland-Palatinate, Saarland",female,Yes,0.10167,79,892,0.08182,0.12151
2016,"Rhineland-Palatinate, Saarland",female,No,0.89833,813,892,0.87849,0.91818
2016,Baden-Wuerttemberg,male,Yes,0.09451,149,1496,0.07968,0.10934
2016,Baden-Wuerttemberg,male,No,0.90549,1347,1496,0.89066,0.92032
2016,Baden-Wuerttemberg,female,Yes,0.08350,149,1695,0.07033,0.09668
2016,Baden-Wuerttemberg,female,No,0.91650,1546,1695,0.90332,0.92967
2016,Bavaria,male,Yes,0.08555,162,1975,0.07321,0.09789
2016,Bavaria,male,No,0.91445,1813,1975,0.90211,0.92679
2016,Bavaria,female,Yes,0.08744,210,2247,0.07576,0.09912
2016,Bavaria,female,No,0.91256,2037,2247,0.90088,0.92424
2016,Berlin,male,Yes,0.13861,51,461,0.10703,0.17018
2016,Berlin,male,No,0.86139,410,461,0.82982,0.89297
2016,Berlin,female,Yes,0.10468,57,551,0.07909,0.13026
2016,Berlin,female,No,0.89532,494,551,0.86974,0.92091
2016,Brandenburg,male,No,0.96072,466,466,0.94307,0.97838
2016,Brandenburg,female,Yes,0.06725,37,553,0.04636,0.08814
2016,Brandenburg,female,No,0.93275,516,553,0.91186,0.95364
2016,Mecklenburg-Western Pomerania,male,No,0.95092,259,259,0.92456,0.97728
2016,Mecklenburg-Western Pomerania,female,No,0.96424,300,300,0.94320,0.98529
2016,Saxony,male,Yes,0.08915,57,761,0.06889,0.10941
2016,Saxony,male,No,0.91085,704,761,0.89059,0.93111
2016,Saxony,female,Yes,0.08510,75,823,0.06602,0.10417
2016,Saxony,female,No,0.91490,748,823,0.89583,0.93398
2016,Saxony-Anhalt,male,Yes,0.08701,39,412,0.05976,0.11426
2016,Saxony-Anhalt,male,No,0.91299,373,412,0.88574,0.94024
2016,Saxony-Anhalt,female,Yes,0.10364,33,505,0.07703,0.13026
2016,Saxony-Anhalt,female,No,0.89636,472,505,0.86974,0.92297
2016,Thuringa,male,No,0.93343,429,429,0.90982,0.95705
2016,Thuringa,female,Yes,0.08470,35,520,0.06074,0.10865
2016,Thuringa,female,No,0.91530,485,520,0.89135,0.93926
2017,Schleswig-Holstein,male,Yes,0.10577,75,575,0.08061,0.13093
2017,Schleswig-Holstein,male,No,0.89423,500,575,0.86907,0.91939
2017,Schleswig-Holstein,female,Yes,0.06866,48,615,0.04866,0.08866
2017,Schleswig-Holstein,female,No,0.93134,567,615,0.91134,0.95134
2017,Hamburg,male,No,0.93121,220,220,0.89769,0.96473
2017,Hamburg,female,Yes,0.09682,33,287,0.06255,0.13109
2017,Hamburg,female,No,0.90318,254,287,0.86891,0.93745
2017,Lower Saxony,male,Yes,0.12926,195,1536,0.11247,0.14604
2017,Lower Saxony,male,No,0.87074,1341,1536,0.85396,0.88753
2017,Lower Saxony,female,Yes,0.08960,167,1676,0.07592,0.10328
2017,Lower Saxony,female,No,0.91040,1509,1676,0.89672,0.92408
2017,Bremen,male,No,0.85537,122,122,0.79270,0.91804
2017,Bremen,female,No,0.83691,120,120,0.77053,0.90329
2017,North Rhine-Westphalia,male,Yes,0.12311,367,3101,0.11154,0.13468
2017,North Rhine-Westphalia,male,No,0.87689,2734,3101,0.86532,0.88846
2017,North Rhine-Westphalia,female,Yes,0.10582,375,3382,0.09545,0.11619
2017,North Rhine-Westphalia,female,No,0.89418,3007,3382,0.88381,0.90455
2017,Hesse,male,Yes,0.12312,116,1035,0.10309,0.14314
2017,Hesse,male,No,0.87688,919,1035,0.85686,0.89691
2017,Hesse,female,Yes,0.12141,123,1117,0.10225,0.14057
2017,Hesse,female,No,0.87859,994,1117,0.85943,0.89775
2017,"Rhineland-Palatinate, Saarland",male,Yes,0.07401,74,867,0.05657,0.09144
2017,"Rhineland-Palatinate, Saarland",male,No,0.92599,793,867,0.90856,0.94343
2017,"Rhineland-Palatinate, Saarland",female,Yes,0.07947,83,917,0.06195,0.09698
2017,"Rhineland-Palatinate, Saarland",female,No,0.92053,834,917,0.90302,0.93805
2017,Baden-Wuerttemberg,male,Yes,0.09216,177,1633,0.07812,0.10619
2017,Baden-Wuerttemberg,male,No,0.90784,1456,1633,0.89381,0.92188
2017,Baden-Wuerttemberg,female,Yes,0.08361,163,1842,0.07097,0.09626
2017,Baden-Wuerttemberg,female,No,0.91639,1679,1842,0.90374,0.92903
2017,Bavaria,male,Yes,0.11221,243,2179,0.09896,0.12547
2017,Bavaria,male,No,0.88779,1936,2179,0.87453,0.90104
2017,Bavaria,female,Yes,0.07795,231,2439,0.06731,0.08860
2017,Bavaria,female,No,0.92205,2208,2439,0.91140,0.93269
2017,Berlin,male,Yes,0.13712,73,528,0.10775,0.16649
2017,Berlin,male,No,0.86288,455,528,0.83351,0.89225
2017,Berlin,female,Yes,0.09720,53,562,0.07268,0.12171
2017,Berlin,female,No,0.90280,509,562,0.87829,0.92732
2017,Brandenburg,male,Yes,0.05684,41,556,0.03758,0.07611
2017,Brandenburg,male,No,0.94316,515,556,0.92389,0.96242
2017,Brandenburg,female,Yes,0.05265,37,608,0.03488,0.07041
2017,Brandenburg,female,No,0.94735,571,608,0.92959,0.96512
2017,Mecklenburg-Western Pomerania,male,No,0.93487,269,269,0.90533,0.96442
2017,Mecklenburg-Western Pomerania,female,No,0.93434,307,307,0.90658,0.96209
2017,Saxony,male,Yes,0.06709,65,865,0.05041,0.08378
2017,Saxony,male,No,0.93291,800,865,0.91622,0.94959
2017,Saxony,female,Yes,0.09566,93,938,0.07682,0.11449
2017,Saxony,female,No,0.90434,845,938,0.88551,0.92318
2017,Saxony-Anhalt,male,Yes,0.08068,44,467,0.05595,0.10540
2017,Saxony-Anhalt,male,No,0.91932,423,467,0.89460,0.94405
2017,Saxony-Anhalt,female,Yes,0.10983,41,564,0.08400,0.13566
2017,Saxony-Anhalt,female,No,0.89017,523,564,0.86434,0.91600
2017,Thuringa,male,Yes,0.13449,40,502,0.10462,0.16437
2017,Thuringa,male,No,0.86551,462,502,0.83563,0.89538
2017,Thuringa,female,Yes,0.07272,43,574,0.05146,0.09398
2017,Thuringa,female,No,0.92728,531,574,0.90602,0.94854
2018,Schleswig-Holstein,male,Yes,0.06328,51,524,0.04242,0.08415
2018,Schleswig-Holstein,male,No,0.93672,473,524,0.91585,0.95758
2018,Schleswig-Holstein,female,Yes,0.06197,40,563,0.04204,0.08190
2018,Schleswig-Holstein,female,No,0.93803,523,563,0.91810,0.95796
2018,Hamburg,male,No,0.91157,215,215,0.87352,0.94961
2018,Hamburg,female,Yes,0.07487,31,297,0.04489,0.10486
2018,Hamburg,female,No,0.92513,266,297,0.89514,0.95511
2018,Lower Saxony,male,Yes,0.11722,184,1439,0.10059,0.13384
2018,Lower Saxony,male,No,0.88278,1255,1439,0.86616,0.89941
2018,Lower Saxony,female,Yes,0.07738,169,1602,0.06429,0.09046
2018,Lower Saxony,female,No,0.92262,1433,1602,0.90954,0.93571
2018,Bremen,male,No,0.84592,132,132,0.78410,0.90774
2018,Bremen,female,No,0.84276,131,131,0.78019,0.90534
2018,North Rhine-Westphalia,male,Yes,0.12089,386,2974,0.10917,0.13261
2018,North Rhine-Westphalia,male,No,0.87911,2588,2974,0.86739,0.89083
2018,North Rhine-Westphalia,female,Yes,0.10918,380,3271,0.09850,0.11987
2018,North Rhine-Westphalia,female,No,0.89082,2891,3271,0.88013,0.90150
2018,Hesse,male,Yes,0.11231,129,1010,0.09283,0.13179
2018,Hesse,male,No,0.88769,881,1010,0.86821,0.90717
2018,Hesse,female,Yes,0.12790,124,1089,0.10805,0.14774
2018,Hesse,female,No,0.87210,965,1089,0.85226,0.89195
2018,"Rhineland-Palatinate, Saarland",male,Yes,0.06808,82,834,0.05097,0.08518
2018,"Rhineland-Palatinate, Saarland",male,No,0.93192,752,834,0.91482,0.94903
2018,"Rhineland-Palatinate, Saarland",female,Yes,0.07467,76,882,0.05731,0.09203
2018,"Rhineland-Palatinate, Saarland",female,No,0.92533,806,882,0.90797,0.94269
2018,Baden-Wuerttemberg,male,Yes,0.09416,160,1505,0.07940,0.10892
2018,Baden-Wuerttemberg,male,No,0.90584,1345,1505,0.89108,0.92060
2018,Baden-Wuerttemberg,female,Yes,0.07422,140,1649,0.06156,0.08687
2018,Baden-Wuerttemberg,female,No,0.92578,1509,1649,0.91313,0.93844
2018,Bavaria,male,Yes,0.09355,219,2022,0.08085,0.10624
2018,Bavaria,male,No,0.90645,1803,2022,0.89376,0.91915
2018,Bavaria,female,Yes,0.06521,213,2308,0.05513,0.07528
2018,Bavaria,female,No,0.93479,2095,2308,0.92472,0.94487
2018,Berlin,male,Yes,0.13670,68,560,0.10822,0.16518
2018,Berlin,male,No,0.86330,492,560,0.83482,0.89178
2018,Berlin,female,Yes,0.08913,50,569,0.06569,0.11256
2018,Berlin,female,No,0.91087,519,569,0.88744,0.93431
2018,Brandenburg,male,No,0.97181,517,517,0.95753,0.98609
2018,Brandenburg,female,No,0.95562,558,558,0.93852,0.97272
2018,Mecklenburg-Western Pomerania,male,No,0.93509,270,270,0.90564,0.96453
2018,Mecklenburg-Western Pomerania,female,No,0.93153,328,328,0.90416,0.95891
2018,Saxony,male,Yes,0.07806,76,835,0.05986,0.09627
2018,Saxony,male,No,0.92194,759,835,0.90373,0.94014
2018,Saxony,female,Yes,0.09584,85,908,0.07669,0.11500
2018,Saxony,female,No,0.90416,823,908,0.88500,0.92331
2018,Saxony-Anhalt,male,Yes,0.05049,35,447,0.03017,0.07081
2018,Saxony-Anhalt,male,No,0.94951,412,447,0.92919,0.96983
2018,Saxony-Anhalt,female,Yes,0.09058,44,551,0.06660,0.11457
2018,Saxony-Anhalt,female,No,0.90942,507,551,0.88543,0.93340
2018,Thuringa,male,Yes,0.08129,47,492,0.05712,0.10546
2018,Thuringa,male,No,0.91871,445,492,0.89454,0.94288
2018,Thuringa,female,Yes,0.06826,43,550,0.04716,0.08935
2018,Thuringa,female,No,0.93174,507,550,0.91065,0.95284
2019,Schleswig-Holstein,male,Yes,0.08484,52,580,0.06214,0.10754
2019,Schleswig-Holstein,male,No,0.91516,528,580,0.89246,0.93786
2019,Schleswig-Holstein,female,Yes,0.05548,45,570,0.03667,0.07429
2019,Schleswig-Holstein,female,No,0.94452,525,570,0.92571,0.96333
2019,Hamburg,male,No,0.93268,251,251,0.90162,0.96374
2019,Hamburg,female,No,0.92859,287,287,0.89875,0.95843
2019,Lower Saxony,male,Yes,0.12325,175,1413,0.10610,0.14039
2019,Lower Saxony,male,No,0.87675,1238,1413,0.85961,0.89390
2019,Lower Saxony,female,Yes,0.07305,142,1520,0.05996,0.08613
2019,Lower Saxony,female,No,0.92695,1378,1520,0.91387,0.94004
2019,Bremen,male,No,0.90030,121,121,0.84670,0.95391
2019,Bremen,female,No,0.86193,131,131,0.80262,0.92123
2019,North Rhine-Westphalia,male,Yes,0.10970,357,3074,0.09865,0.12075
2019,North Rhine-Westphalia,male,No,0.89030,2717,3074,0.87925,0.90135
2019,North Rhine-Westphalia,female,Yes,0.09771,349,3175,0.08738,0.10804
2019,North Rhine-Westphalia,female,No,0.90229,2826,3175,0.89196,0.91262
2019,Hesse,male,Yes,0.12263,107,1018,0.10247,0.14278
2019,Hesse,male,No,0.87737,911,1018,0.85722,0.89753
2019,Hesse,female,Yes,0.10020,93,983,0.08142,0.11899
2019,Hesse,female,No,0.89980,890,983,0.88101,0.91858
2019,"Rhineland-Palatinate, Saarland",male,Yes,0.07202,83,802,0.05412,0.08993
2019,"Rhineland-Palatinate, Saarland",male,No,0.92798,719,802,0.91007,0.94588
2019,"Rhineland-Palatinate, Saarland",female,Yes,0.08044,87,855,0.06220,0.09868
2019,"Rhineland-Palatinate, Saarland",female,No,0.91956,768,855,0.90132,0.93780
2019,Baden-Wuerttemberg,male,Yes,0.09310,163,1544,0.07860,0.10760
2019,Baden-Wuerttemberg,male,No,0.90690,1381,1544,0.89240,0.92140
2019,Baden-Wuerttemberg,female,Yes,0.09901,153,1635,0.08452,0.11349
2019,Baden-Wuerttemberg,female,No,0.90099,1482,1635,0.88651,0.91548
2019,Bavaria,male,Yes,0.07539,198,2129,0.06417,0.08661
2019,Bavaria,male,No,0.92461,1931,2129,0.91339,0.93583
2019,Bavaria,female,Yes,0.08037,193,2185,0.06897,0.09177
2019,Bavaria,female,No,0.91963,1992,2185,0.90823,0.93103
2019,Berlin,male,Yes,0.14071,68,581,0.11241,0.16901
2019,Berlin,male,No,0.85929,513,581,0.83099,0.88759
2019,Berlin,female,Yes,0.09110,55,550,0.06703,0.11517
2019,Berlin,female,No,0.90890,495,550,0.88483,0.93297
2019,Brandenburg,male,No,0.94839,554,554,0.92995,0.96683
2019,Brandenburg,female,Yes,0.05656,40,627,0.03846,0.07465
2019,Brandenburg,female,No,0.94344,587,627,0.92535,0.96154
2019,Mecklenburg-Western Pomerania,male,No,0.94739,293,293,0.92179,0.97300
2019,Mecklenburg-Western Pomerania,female,No,0.93538,313,313,0.90810,0.96266
2019,Saxony,male,Yes,0.07191,56,851,0.05454,0.08928
2019,Saxony,male,No,0.92809,795,851,0.91072,0.94546
2019,Saxony,female,Yes,0.07332,78,884,0.05613,0.09051
2019,Saxony,female,No,0.92668,806,884,0.90949,0.94387
2019,Saxony-Anhalt,male,Yes,0.09524,38,457,0.06830,0.12218
2019,Saxony-Anhalt,male,No,0.90476,419,457,0.87782,0.93170
2019,Saxony-Anhalt,female,Yes,0.06775,35,531,0.04636,0.08915
2019,Saxony-Anhalt,female,No,0.93225,496,531,0.91085,0.95364
2019,Thuringa,male,No,0.90137,451,451,0.87382,0.92892
2019,Thuringa,female,Yes,0.08803,43,518,0.06360,0.11245
2019,Thuringa,female,No,0.91197,475,518,0.88755,0.93640
2020,Schleswig-Holstein,male,Yes,0.09195,58,537,0.06749,0.11641
2020,Schleswig-Holstein,male,No,0.90805,479,537,0.88359,0.93251
2020,Schleswig-Holstein,female,Yes,0.05811,43,530,0.03818,0.07805
2020,Schleswig-Holstein,female,No,0.94189,487,530,0.92195,0.96182
2020,Hamburg,male,Yes,0.11594,36,295,0.07934,0.15253
2020,Hamburg,male,No,0.88406,259,295,0.84747,0.92066
2020,Hamburg,female,Yes,0.08135,32,312,0.05097,0.11173
2020,Hamburg,female,No,0.91865,280,312,0.88827,0.94903
2020,Lower Saxony,male,Yes,0.10109,147,1431,0.08546,0.11671
2020,Lower Saxony,male,No,0.89891,1284,1431,0.88329,0.91454
2020,Lower Saxony,female,Yes,0.05436,135,1456,0.04271,0.06601
2020,Lower Saxony,female,No,0.94564,1321,1456,0.93399,0.95729
2020,Bremen,male,No,0.88291,135,135,0.82846,0.93735
2020,Bremen,female,No,0.88294,139,139,0.82930,0.93658
2020,North Rhine-Westphalia,male,Yes,0.11206,372,3331,0.10135,0.12277
2020,North Rhine-Westphalia,male,No,0.88794,2959,3331,0.87723,0.89865
2020,North Rhine-Westphalia,female,Yes,0.10116,379,3236,0.09077,0.11156
2020,North Rhine-Westphalia,female,No,0.89884,2857,3236,0.88844,0.90923
2020,Hesse,male,Yes,0.11972,128,1050,0.10008,0.13937
2020,Hesse,male,No,0.88028,922,1050,0.86063,0.89992
2020,Hesse,female,Yes,0.12940,125,1036,0.10895,0.14985
2020,Hesse,female,No,0.87060,911,1036,0.85015,0.89105
2020,"Rhineland-Palatinate, Saarland",male,Yes,0.05675,68,767,0.04037,0.07313
2020,"Rhineland-Palatinate, Saarland",male,No,0.94325,699,767,0.92687,0.95963
2020,"Rhineland-Palatinate, Saarland",female,Yes,0.09563,77,816,0.07544,0.11582
2020,"Rhineland-Palatinate, Saarland",female,No,0.90437,739,816,0.88418,0.92456
2020,Baden-Wuerttemberg,male,Yes,0.09228,183,1570,0.07796,0.10661
2020,Baden-Wuerttemberg,male,No,0.90772,1387,1570,0.89339,0.92204
2020,Baden-Wuerttemberg,female,Yes,0.10444,175,1634,0.08961,0.11928
2020,Baden-Wuerttemberg,female,No,0.89556,1459,1634,0.88072,0.91039
2020,Bavaria,male,Yes,0.10337,237,2170,0.09055,0.11618
2020,Bavaria,male,No,0.89663,1933,2170,0.88382,0.90945
2020,Bavaria,female,Yes,0.06578,196,2222,0.05547,0.07610
2020,Bavaria,female,No,0.93422,2026,2222,0.92390,0.94453
2020,Berlin,male,Yes,0.14745,73,737,0.12183,0.17306
2020,Berlin,male,No,0.85255,664,737,0.82694,0.87817
2020,Berlin,female,Yes,0.07748,72,638,0.05672,0.09825
2020,Berlin,female,No,0.92252,566,638,0.90175,0.94328
2020,Brandenburg,male,Yes,0.07947,36,569,0.05723,0.10171
2020,Brandenburg,male,No,0.92053,533,569,0.89829,0.94277
2020,Brandenburg,female,Yes,0.08262,39,585,0.06029,0.10495
2020,Brandenburg,female,No,0.91738,546,585,0.89505,0.93971
2020,Mecklenburg-Western Pomerania,male,No,0.91757,243,243,0.88292,0.95222
2020,Mecklenburg-Western Pomerania,female,No,0.95553,257,257,0.93028,0.98078
2020,Saxony,male,Yes,0.06915,62,821,0.05178,0.08651
2020,Saxony,male,No,0.93085,759,821,0.91349,0.94822
2020,Saxony,female,Yes,0.06672,64,854,0.04998,0.08347
2020,Saxony,female,No,0.93328,790,854,0.91653,0.95002
2020,Saxony-Anhalt,male,Yes,0.07434,40,458,0.05029,0.09840
2020,Saxony-Anhalt,male,No,0.92566,418,458,0.90160,0.94971
2020,Saxony-Anhalt,female,Yes,0.07011,45,514,0.04801,0.09220
2020,Saxony-Anhalt,female,No,0.92989,469,514,0.90780,0.95199
2020,Thuringa,male,No,0.93769,433,433,0.91490,0.96048
2020,Thuringa,female,Yes,0.07201,46,521,0.04979,0.09423
2020,Thuringa,female,No,0.92799,475,521,0.90577,0.95021
2021,Schleswig-Holstein,male,Yes,0.05709,41,413,0.03468,0.07949
2021,Schleswig-Holstein,male,No,0.94291,372,413,0.92051,0.96532
2021,Schleswig-Holstein,female,Yes,0.03791,39,436,0.01996,0.05586
2021,Schleswig-Holstein,female,No,0.96209,397,436,0.94414,0.98004
2021,Hamburg,male,No,0.90914,185,185,0.86762,0.95067
2021,Hamburg,female,No,0.94105,222,222,0.91000,0.97211
2021,Lower Saxony,male,Yes,0.09310,108,925,0.07436,0.11183
2021,Lower Saxony,male,No,0.90690,817,925,0.88817,0.92564
2021,Lower Saxony,female,Yes,0.08218,92,1000,0.06515,0.09921
2021,Lower Saxony,female,No,0.91782,908,1000,0.90079,0.93485
2021,Bremen,male,No,0.93594,73,73,0.87938,0.99250
2021,Bremen,female,No,0.93357,65,65,0.87255,0.99458
2021,North Rhine-Westphalia,male,Yes,0.09875,237,2057,0.08585,0.11164
2021,North Rhine-Westphalia,male,No,0.90125,1820,2057,0.88836,0.91415
2021,North Rhine-Westphalia,female,Yes,0.11977,259,2167,0.10609,0.13344
2021,North Rhine-Westphalia,female,No,0.88023,1908,2167,0.86656,0.89391
2021,Hesse,male,Yes,0.11512,86,672,0.09097,0.13927
2021,Hesse,male,No,0.88488,586,672,0.86073,0.90903
2021,Hesse,female,Yes,0.09417,73,665,0.07195,0.11638
2021,Hesse,female,No,0.90583,592,665,0.88362,0.92805
2021,"Rhineland-Palatinate, Saarland",male,Yes,0.07659,53,489,0.05299,0.10018
2021,"Rhineland-Palatinate, Saarland",male,No,0.92341,436,489,0.89982,0.94701
2021,"Rhineland-Palatinate, Saarland",female,Yes,0.10539,54,538,0.07942,0.13136
2021,"Rhineland-Palatinate, Saarland",female,No,0.89461,484,538,0.86864,0.92058
2021,Baden-Wuerttemberg,male,Yes,0.09860,135,1058,0.08062,0.11657
2021,Baden-Wuerttemberg,male,No,0.90140,923,1058,0.88343,0.91938
2021,Baden-Wuerttemberg,female,Yes,0.10939,123,1127,0.09116,0.12762
2021,Baden-Wuerttemberg,female,No,0.89061,1004,1127,0.87238,0.90884
2021,Bavaria,male,Yes,0.08806,137,1394,0.07317,0.10294
2021,Bavaria,male,No,0.91194,1257,1394,0.89706,0.92683
2021,Bavaria,female,Yes,0.07591,149,1492,0.06247,0.08935
2021,Bavaria,female,No,0.92409,1343,1492,0.91065,0.93753
2021,Berlin,male,Yes,0.11584,57,480,0.08718,0.14450
2021,Berlin,male,No,0.88416,423,480,0.85550,0.91282
2021,Berlin,female,Yes,0.09285,46,447,0.06592,0.11979
2021,Berlin,female,No,0.90715,401,447,0.88021,0.93408
2021,Brandenburg,male,No,0.89187,310,310,0.85724,0.92649
2021,Brandenburg,female,No,0.94523,351,351,0.92139,0.96906
2021,Mecklenburg-Western Pomerania,male,No,0.92578,174,174,0.88672,0.96484
2021,Mecklenburg-Western Pomerania,female,No,0.93571,204,204,0.90197,0.96945
2021,Saxony,male,Yes,0.10786,52,574,0.08246,0.13326
2021,Saxony,male,No,0.89214,522,574,0.86674,0.91754
2021,Saxony,female,Yes,0.07593,46,596,0.05465,0.09721
2021,Saxony,female,No,0.92407,550,596,0.90279,0.94535
2021,Saxony-Anhalt,male,Yes,0.09806,31,284,0.06341,0.13271
2021,Saxony-Anhalt,male,No,0.90194,253,284,0.86729,0.93659
2021,Saxony-Anhalt,female,No,0.94087,297,297,0.91400,0.96774
2021,Thuringa,male,No,0.92327,262,262,0.89098,0.95556
2021,Thuringa,female,Yes,0.08541,37,348,0.05600,0.11482
2021,Thuringa,female,No,0.91459,311,348,0.88518,0.94400
2022,Schleswig-Holstein,male,Yes,0.06758,48,474,0.04496,0.09020
2022,Schleswig-Holstein,male,No,0.93242,426,474,0.90980,0.95504
2022,Schleswig-Holstein,female,Yes,0.07863,51,537,0.05584,0.10141
2022,Schleswig-Holstein,female,No,0.92137,486,537,0.89859,0.94416
2022,Hamburg,male,Yes,0.14116,44,303,0.10189,0.18043
2022,Hamburg,male,No,0.85884,259,303,0.81957,0.89811
2022,Hamburg,female,Yes,0.08220,35,320,0.05206,0.11234
2022,Hamburg,female,No,0.91780,285,320,0.88766,0.94794
2022,Lower Saxony,male,Yes,0.09812,150,1200,0.08128,0.11495
2022,Lower Saxony,male,No,0.90188,1050,1200,0.88505,0.91872
2022,Lower Saxony,female,Yes,0.08569,150,1238,0.07009,0.10129
2022,Lower Saxony,female,No,0.91431,1088,1238,0.89871,0.92991
2022,Bremen,male,No,0.86813,88,88,0.79703,0.93923
2022,Bremen,female,No,0.82846,82,82,0.74636,0.91056
2022,North Rhine-Westphalia,male,Yes,0.09793,381,2957,0.08721,0.10864
2022,North Rhine-Westphalia,male,No,0.90207,2576,2957,0.89136,0.91279
2022,North Rhine-Westphalia,female,Yes,0.10789,423,3035,0.09685,0.11893
2022,North Rhine-Westphalia,female,No,0.89211,2612,3035,0.88107,0.90315
2022,Hesse,male,Yes,0.12626,124,898,0.10453,0.14800
2022,Hesse,male,No,0.87374,774,898,0.85200,0.89547
2022,Hesse,female,Yes,0.11661,130,927,0.09594,0.13728
2022,Hesse,female,No,0.88339,797,927,0.86272,0.90406
2022,"Rhineland-Palatinate, Saarland",male,Yes,0.09146,76,638,0.06908,0.11385
2022,"Rhineland-Palatinate, Saarland",male,No,0.90854,562,638,0.88615,0.93092
2022,"Rhineland-Palatinate, Saarland",female,Yes,0.08894,86,688,0.06766,0.11023
2022,"Rhineland-Palatinate, Saarland",female,No,0.91106,602,688,0.88977,0.93234
2022,Baden-Wuerttemberg,male,Yes,0.11623,210,1629,0.10067,0.13180
2022,Baden-Wuerttemberg,male,No,0.88377,1419,1629,0.86820,0.89933
2022,Baden-Wuerttemberg,female,Yes,0.10876,210,1654,0.09375,0.12376
2022,Baden-Wuerttemberg,female,No,0.89124,1444,1654,0.87624,0.90625
2022,Bavaria,male,Yes,0.10751,237,2143,0.09439,0.12063
2022,Bavaria,male,No,0.89249,1906,2143,0.87937,0.90561
2022,Bavaria,female,Yes,0.07111,249,2258,0.06051,0.08171
2022,Bavaria,female,No,0.92889,2009,2258,0.91829,0.93949
2022,Berlin,male,Yes,0.12704,91,784,0.10371,0.15037
2022,Berlin,male,No,0.87296,693,784,0.84963,0.89629
2022,Berlin,female,Yes,0.08705,102,756,0.06695,0.10716
2022,Berlin,female,No,0.91295,654,756,0.89284,0.93305
2022,Brandenburg,male,Yes,0.08679,46,471,0.06133,0.11224
2022,Brandenburg,male,No,0.91321,425,471,0.88776,0.93867
2022,Brandenburg,female,Yes,0.05861,46,552,0.03900,0.07822
