year,quintil_oecd,plj0080_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1997,1st Quintile,Strongly,0.3239263803680982,16487,0.3167829731792072,0.3310697875569892
1997,1st Quintile,Very strongly,0.2687116564417178,16487,0.2619450201927436,0.27547829269069196
1997,1st Quintile,In some respects,0.25153374233128833,16487,0.2449105175935005,0.25815696706907615
1997,1st Quintile,Hardly,0.1116564417177914,16487,0.10684896020416254,0.11646392323142027
1997,1st Quintile,Not at all,0.044171779141104296,16487,0.04103526230648541,0.04730829597572318
1997,2nd Quintile,Strongly,0.3404539385847797,16487,0.3332206298973846,0.34768724727217476
1997,2nd Quintile,In some respects,0.30574098798397864,16487,0.2987082757426705,0.3127737002252868
1997,2nd Quintile,Very strongly,0.2336448598130841,16487,0.22718566467407109,0.24010405495209713
1997,2nd Quintile,Hardly,0.0801068090787717,16487,0.07596310559172069,0.08425051256582271
1997,2nd Quintile,Not at all,0.04005340453938585,16487,0.03706025436409477,0.04304655471467693
1997,3rd Quintile,Strongly,0.308252427184466,16487,0.3012036736261235,0.3153011807428085
1997,3rd Quintile,In some respects,0.2961165048543689,16487,0.28914756124035496,0.30308544846838287
1997,3rd Quintile,Very strongly,0.2354368932038835,16487,0.2289605600670027,0.24191322634076431
1997,3rd Quintile,Hardly,0.10194174757281553,16487,0.09732311362280496,0.1065603815228261
1997,3rd Quintile,Not at all,0.05825242718446602,16487,0.05467715162559475,0.06182770274333729
1997,4th Quintile,Strongly,0.30857142857142855,16487,0.30152065498693825,0.31562220215591885
1997,4th Quintile,Very strongly,0.2742857142857143,16487,0.26747536035031416,0.28109606822111444
1997,4th Quintile,In some respects,0.26285714285714284,16487,0.25613789015410776,0.26957639556017793
1997,4th Quintile,Hardly,0.09142857142857143,16487,0.08702904675985909,0.09582809609728377
1997,4th Quintile,Not at all,0.06285714285714286,16487,0.059152336865930556,0.06656194884835517
1997,5th Quintile,In some respects,0.3783783783783784,16487,0.3709753150557254,0.3857814417010314
1997,5th Quintile,Strongly,0.2972972972972973,16487,0.29032033228859083,0.3042742623060038
1997,5th Quintile,Very strongly,0.24324324324324326,16487,0.23669411041626007,0.24979237607022645
1997,5th Quintile,Hardly,0.04054054054054054,16487,0.03753000794064652,0.04355107314043456
1997,5th Quintile,Not at all,0.04054054054054054,16487,0.03753000794064652,0.04355107314043456
1999,1st Quintile,Strongly,0.31937984496124033,17396,0.3124513719827134,0.3263083179397673
1999,1st Quintile,In some respects,0.29147286821705426,17396,0.284719682676915,0.2982260537571935
1999,1st Quintile,Very strongly,0.22170542635658916,17396,0.2155324937645534,0.2278783589486249
1999,1st Quintile,Hardly,0.10387596899224806,17396,0.0993420581274707,0.10840987985702542
1999,1st Quintile,Not at all,0.06356589147286822,17396,0.05994027338456678,0.06719150956116965
1999,2nd Quintile,Strongly,0.29891304347826086,17396,0.29211021143415544,0.3057158755223663
1999,2nd Quintile,In some respects,0.28804347826086957,17396,0.28131391110388076,0.29477304541785837
1999,2nd Quintile,Very strongly,0.22554347826086957,17396,0.2193327142268585,0.23175424229488065
1999,2nd Quintile,Hardly,0.12907608695652173,17396,0.12409362059928095,0.1340585533137625
1999,2nd Quintile,Not at all,0.058423913043478264,17396,0.05493849879222623,0.061909327294730296
1999,3rd Quintile,In some respects,0.33613445378151263,17396,0.32911460184925173,0.34315430571377353
1999,3rd Quintile,Strongly,0.3025210084033613,17396,0.29569487601251665,0.309347140794206
1999,3rd Quintile,Very strongly,0.21288515406162464,17396,0.2068020798908029,0.21896822823244638
1999,3rd Quintile,Hardly,0.10644257703081232,17396,0.10185957240512032,0.11102558165650432
1999,3rd Quintile,Not at all,0.04201680672268908,17396,0.039035395799372895,0.04499821764600526
1999,4th Quintile,In some respects,0.32682926829268294,17396,0.3198589203853089,0.333799616200057
1999,4th Quintile,Strongly,0.3073170731707317,17396,0.30046073929646194,0.31417340704500146
1999,4th Quintile,Very strongly,0.24390243902439024,17396,0.2375208569069721,0.25028402114180837
1999,4th Quintile,Hardly,0.07804878048780488,17396,0.07406249494809516,0.08203506602751459
1999,4th Quintile,Not at all,0.04390243902439024,17396,0.040857863153152305,0.04694701489562818
1999,5th Quintile,In some respects,0.417910447761194,17396,0.4105810567985743,0.4252398387238137
1999,5th Quintile,Strongly,0.208955223880597,17396,0.20291353271198673,0.2149969150492073
