year,quintil_oecd,sex,plj0080_h,proportion,n,lower_confidence,upper_confidence
1997,1. Quintil,weiblich,Stark,0.059775280898876404,16487,0.056156503263434715,0.06339405853431809
1997,2. Quintil,maennlich,Stark,0.059325842696629216,16487,0.055719833609214,0.06293185178404444
1997,2. Quintil,weiblich,Stark,0.051685393258426963,16487,0.048305948241761876,0.05506483827509205
1997,2. Quintil,maennlich,In mancher Beziehung,0.04853932584269663,16487,0.04525892024864852,0.05181973143674474
1997,2. Quintil,weiblich,In mancher Beziehung,0.04808988764044944,16487,0.04482393333765232,0.051355841943246563
1997,1. Quintil,maennlich,Stark,0.04808988764044944,16487,0.04482393333765232,0.051355841943246563
1997,2. Quintil,maennlich,Sehr stark,0.04629213483146068,16487,0.04308478346825676,0.04949948619466459
1997,1. Quintil,weiblich,In mancher Beziehung,0.04584269662921348,16487,0.042650200936171334,0.04903519232225563
1997,1. Quintil,maennlich,Sehr stark,0.04449438202247191,16487,0.04134696373074579,0.047641800314198034
1997,1. Quintil,maennlich,In mancher Beziehung,0.04269662921348315,16487,0.03961055161949795,0.04578270680746835
1997,1. Quintil,weiblich,Sehr stark,0.04,16487,0.037008762721731384,0.04299123727826862
1997,2. Quintil,weiblich,Sehr stark,0.038202247191011236,16487,0.0352762656189047,0.04112822876311777
1997,3. Quintil,maennlich,Stark,0.03640449438202247,16487,0.033545520834983356,0.03926346792906159
1997,3. Quintil,maennlich,In mancher Beziehung,0.03280898876404494,16487,0.03008980974487913,0.03552816778321076
1997,3. Quintil,weiblich,Stark,0.029213483146067417,16487,0.026642857766571146,0.03178410852556369
1997,3. Quintil,weiblich,In mancher Beziehung,0.027415730337078652,16487,0.024923152192091326,0.02990830848206598
1997,3. Quintil,weiblich,Sehr stark,0.02202247191011236,16487,0.019782292905635764,0.024262650914588953
1997,3. Quintil,maennlich,Sehr stark,0.021573033707865168,16487,0.019355322096793633,0.023790745318936702
1997,1. Quintil,maennlich,Kaum,0.019325842696629212,16487,0.01722440345447884,0.021427281938779585
1997,1. Quintil,weiblich,Kaum,0.018426966292134833,16487,0.016374039406187268,0.0204798931780824
1997,4. Quintil,maennlich,Sehr stark,0.01662921348314607,16487,0.01467721373213189,0.01858121323416025
1997,4. Quintil,maennlich,Stark,0.014831460674157304,16487,0.012986307256733262,0.016676614091581346
1997,4. Quintil,maennlich,In mancher Beziehung,0.013932584269662922,16487,0.012143402783444321,0.015721765755881523
1997,4. Quintil,weiblich,Sehr stark,0.01348314606741573,16487,0.011722657834001428,0.015243634300830033
1997,3. Quintil,weiblich,Kaum,0.01348314606741573,16487,0.011722657834001428,0.015243634300830033
1997,2. Quintil,weiblich,Kaum,0.012584269662921348,16487,0.010882701773989003,0.014285837551853694
1997,2. Quintil,maennlich,Kaum,0.012134831460674157,16487,0.010463544737236694,0.013806118184111621
1997,4. Quintil,weiblich,Stark,0.011685393258426966,16487,0.010044975259701966,0.013325811257151966
1997,4. Quintil,weiblich,In mancher Beziehung,0.010337078651685393,16487,0.008793147918067975,0.01188100938530281
1997,3. Quintil,maennlich,Kaum,0.009887640449438202,16487,0.008377303573754234,0.011397977325122169
1997,1. Quintil,maennlich,Gar nicht,0.008089887640449439,16487,0.0067224968321872814,0.009457278448711595
1997,5. Quintil,maennlich,In mancher Beziehung,0.007640449438202248,16487,0.006311283411359867,0.008969615465044628
1997,5. Quintil,maennlich,Stark,0.0071910112359550565,16487,0.0059012388147062405,0.008480783657203873
1997,2. Quintil,maennlich,Gar nicht,0.0071910112359550565,16487,0.0059012388147062405,0.008480783657203873
1997,1. Quintil,weiblich,Gar nicht,0.006741573033707865,16487,0.005492473623081933,0.007990672444333798
1997,2. Quintil,weiblich,Gar nicht,0.006741573033707865,16487,0.005492473623081933,0.007990672444333798
1997,3. Quintil,maennlich,Gar nicht,0.006292134831460674,16487,0.005085117166325644,0.007499152496595704
1997,5. Quintil,weiblich,Stark,0.006292134831460674,16487,0.005085117166325644,0.007499152496595704
1997,5. Quintil,weiblich,In mancher Beziehung,0.005842696629213483,16487,0.004679322305283334,0.007006070953143632
1997,3. Quintil,weiblich,Gar nicht,0.004943820224719101,16487,0.0038731878103146046,0.006014452639123597
1997,4. Quintil,weiblich,Kaum,0.0044943820224719105,16487,0.0034733435597608543,0.005515420485182967
1997,5. Quintil,maennlich,Sehr stark,0.004044943820224719,16487,0.0030760830535471444,0.005013804586902294
1997,5. Quintil,weiblich,Sehr stark,0.0035955056179775282,16487,0.002681848846871054,0.004509162389084003
1997,4. Quintil,maennlich,Kaum,0.003146067415730337,16487,0.0022912270371330786,0.004000907794327596
1997,4. Quintil,maennlich,Gar nicht,0.002696629213483146,16487,0.001905022418614729,0.003488236008351563
1997,4. Quintil,weiblich,Gar nicht,0.002696629213483146,16487,0.001905022418614729,0.003488236008351563
1997,5. Quintil,weiblich,Kaum,0.0008988764044943821,16487,0.0004414302656020595,0.0013563225433867046
1997,5. Quintil,maennlich,Gar nicht,0.0008988764044943821,16487,0.0004414302656020595,0.0013563225433867046
1997,5. Quintil,maennlich,Kaum,0.0008988764044943821,16487,0.0004414302656020595,0.0013563225433867046
1997,5. Quintil,weiblich,Gar nicht,0.00044943820224719103,16487,0.0001259021898177035,0.0007729742146766786
1999,2. Quintil,maennlich,In mancher Beziehung,0.056716417910447764,17396,0.053279201262465097,0.06015363455843043
1999,2. Quintil,maennlich,Stark,0.05621890547263682,17396,0.052795895206742154,0.05964191573853148
1999,2. Quintil,weiblich,Stark,0.05124378109452736,17396,0.047967136985219,0.05452042520383572
1999,1. Quintil,weiblich,Stark,0.050746268656716415,17396,0.04748471456525279,0.054007822748180036
1999,2. Quintil,weiblich,In mancher Beziehung,0.046766169154228855,17396,0.04362857336409099,0.04990376494436672
1999,1. Quintil,weiblich,In mancher Beziehung,0.044278606965174126,17396,0.04122161709099808,0.04733559683935017
1999,1. Quintil,maennlich,Stark,0.04378109452736319,17396,0.04074053617736176,0.04682165287736462
1999,2. Quintil,maennlich,Sehr stark,0.03980099502487562,17396,0.03689590923229122,0.042706080817460024
1999,1. Quintil,maennlich,In mancher Beziehung,0.038308457711442784,17396,0.035456148502826336,0.04116076692005923
1999,2. Quintil,weiblich,Sehr stark,0.03582089552238806,17396,0.03305918312812005,0.038582607916656075
1999,3. Quintil,maennlich,In mancher Beziehung,0.035323383084577116,17396,0.03258020884780025,0.03806655732135398
1999,1. Quintil,maennlich,Sehr stark,0.03333333333333333,17396,0.03066580453884088,0.036000862127825786
1999,1. Quintil,weiblich,Sehr stark,0.03283582089552239,17396,0.03018759265519856,0.03548404913584621
1999,3. Quintil,weiblich,In mancher Beziehung,0.029850746268656716,17396,0.027321866131527237,0.0323796264057862
1999,3. Quintil,maennlich,Stark,0.028358208955223882,17396,0.025891466185471765,0.030824951724976
