year,sex,plj0080_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2016,male,Hardly,0.13923776526634907,41132,0.13589207076818663,0.1425834597645115
2016,male,Not at all,0.12061498484192291,41132,0.11746755309155404,0.12376241659229179
2016,female,In some respects,0.29836829836829837,41132,0.29394651870213206,0.30279007803446467
2016,female,Strongly,0.2555626191989828,41132,0.25134731511519043,0.2597779232827752
2016,female,Very strongly,0.19474464929010382,41132,0.190917585206777,0.19857171337343063
2016,female,Hardly,0.1351981351981352,41132,0.1318936042983694,0.138502666097901
2016,female,Not at all,0.11612629794447976,41132,0.11303011542318571,0.11922248046577381
2018,male,In some respects,0.2969297341850402,43121,0.2926171471813591,0.3012423211887213
2018,male,Strongly,0.2538635895322481,43121,0.24975567892349865,0.2579715001409975
2018,male,Very strongly,0.1683494745518236,43121,0.16481774064253826,0.17188120846110896
2018,male,Hardly,0.15186482588089842,43121,0.14847737664904528,0.15525227511275155
2018,male,Not at all,0.1289923758499897,43121,0.12582860763442108,0.13215614406555834
2018,female,In some respects,0.3044193216855087,43121,0.3000760047507101,0.30876263862030734
2018,female,Strongly,0.2433710174717369,43121,0.2393207139019529,0.2474213210415209
2018,female,Very strongly,0.1708119218910586,43121,0.16725972300561845,0.17436412077649874
2018,female,Hardly,0.1420349434737924,43121,0.13874002964631257,0.1453298573012722
2018,female,Not at all,0.1393627954779034,43121,0.1360939443492263,0.14263164660658048
2020,male,In some respects,0.2728399433427762,42741,0.268617121934757,0.27706276475079544
2020,male,Hardly,0.26257082152974504,42741,0.2583990825997469,0.26674256045974315
2020,male,Not at all,0.23778328611898017,42741,0.23374717022636118,0.24181940201159915
2020,male,Very strongly,0.11597025495750708,42741,0.11293468338689379,0.11900582652812038
2020,male,Strongly,0.1108356940509915,42741,0.1078594772458194,0.1138119108561636
2020,female,In some respects,0.2763509348674748,42741,0.2721113024563571,0.2805905672785925
2020,female,Hardly,0.2660776659132936,42741,0.2618881581943747,0.27026717363221253
2020,female,Not at all,0.23854530511608793,42741,0.23450474843948108,0.24258586179269478
2020,female,Strongly,0.11238956235874255,42741,0.10939517540330741,0.11538394931417768
2020,female,Very strongly,0.10663653174440108,42741,0.10371035312843654,0.1095627103603656
