year,sex,plj0080_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1997,male,Strongly,0.3219895287958115,16487,0.3148573154254853,0.3291217421661377
1997,male,In some respects,0.28272251308900526,16487,0.27584852067331966,0.28959650550469085
1997,male,Very strongly,0.2582897033158813,16487,0.251608480536693,0.2649709260950696
1997,male,Hardly,0.0881326352530541,16487,0.08380531072000967,0.09245995978609854
1997,male,Not at all,0.04886561954624782,16487,0.045574770985739615,0.05215646810675602
1997,female,Strongly,0.32715477293790546,16487,0.31999301775961025,0.33431652811620066
1997,female,In some respects,0.283595922150139,16487,0.2767155129498984,0.29047633135037965
1997,female,Very strongly,0.24189063948100092,16487,0.23535390697598735,0.2484273719860145
1997,female,Hardly,0.10287303058387395,16487,0.09823575425416312,0.10751030691358479
1997,female,Not at all,0.04448563484708063,16487,0.041338511541850344,0.04763275815231092
1999,male,In some respects,0.314725697786333,17396,0.3078244170011334,0.32162697857153266
1999,male,Strongly,0.2993262752646776,17396,0.2925207490929572,0.30613180143639795
1999,male,Very strongly,0.22040423484119345,17396,0.21424430061528021,0.2265641690671067
1999,male,Hardly,0.1039461020211742,17396,0.09941083833545653,0.10848136570689187
1999,male,Not at all,0.061597690086621755,17396,0.05802489491225092,0.06517048526099259
1999,female,Strongly,0.30895983522142123,17396,0.302093357277269,0.31582631316557347
1999,female,In some respects,0.29660144181256437,17396,0.28981380279182056,0.3033890808333082
1999,female,Very strongly,0.2255406797116375,17396,0.21932994298798422,0.23175141643529076
1999,female,Hardly,0.11431513903192585,17396,0.10958664487218249,0.1190436331916692
1999,female,Not at all,0.05458290422245108,17396,0.051207145353325496,0.05795866309157666
2001,male,In some respects,0.3655015197568389,27798,0.3598403108312837,0.37116272868239414
2001,male,Strongly,0.28419452887537994,27798,0.27889234653039063,0.28949671122036924
2001,male,Very strongly,0.15425531914893617,27798,0.15000923098027852,0.15850140731759382
2001,male,Hardly,0.13297872340425532,27798,0.12898704767537386,0.13697039913313677
2001,male,Not at all,0.06306990881458967,27798,0.06021222620933156,0.06592759141984778
2001,female,In some respects,0.32167832167832167,27798,0.31618698537808826,0.3271696579785551
2001,female,Strongly,0.29215229215229216,27798,0.2868063548609626,0.2974982294436217
2001,female,Very strongly,0.1717171717171717,27798,0.16728368421700862,0.1761506592173348
2001,female,Hardly,0.14296814296814297,27798,0.13885316592316083,0.14708312001312512
2001,female,Not at all,0.07148407148407149,27798,0.06845542477823825,0.07451271818990472
2003,male,In some respects,0.33974358974358976,27727,0.3341686961961887,0.3453184832909908
2003,male,Strongly,0.2988782051282051,27727,0.2934899458276492,0.30426646442876104
2003,male,Very strongly,0.1466346153846154,27727,0.14247081027733885,0.15079842049189193
2003,male,Hardly,0.13782051282051283,27727,0.1337629952989015,0.14187803034212415
2003,male,Not at all,0.07692307692307693,27727,0.07378652919219775,0.08005962465395611
2003,female,In some respects,0.3333333333333333,27727,0.3277845422539445,0.33888212441272214
2003,female,Strongly,0.296127562642369,27727,0.2907536447602549,0.3015014805244831
2003,female,Very strongly,0.15641609719058466,27727,0.1521403748513498,0.16069181952981954
2003,female,Hardly,0.1419893697798026,27727,0.13788091150948528,0.1460978280501199
2003,female,Not at all,0.0721336370539104,27727,0.06908843397107386,0.07517884013674694
2012,male,In some respects,0.2874454677653902,40229,0.28302291280352226,0.29186802272725815
2012,male,Strongly,0.21522055259331072,40229,0.21120447463782838,0.21923663054879305
2012,male,Not at all,0.17838099854580708,40229,0.1746399272454179,0.18212206984619625
2012,male,Hardly,0.1754726126999515,40229,0.1717556032358349,0.1791896221640681
2012,male,Very strongly,0.1434803683955405,40229,0.14005465240330756,0.14690608438777342
2012,female,In some respects,0.26,40229,0.2557136366131598,0.2642863633868402
2012,female,Strongly,0.23450980392156862,40229,0.23036945663173414,0.2386501512114031
2012,female,Not at all,0.19098039215686274,40229,0.18713925011788327,0.19482153419584222
2012,female,Hardly,0.16470588235294117,40229,0.16108127706866782,0.16833048763721453
2012,female,Very strongly,0.14980392156862746,40229,0.14631647475703946,0.15329136838021545
2014,male,In some respects,0.3079872204472843,38694,0.3033872222313395,0.31258721866322914
2014,male,Strongly,0.2610223642172524,38694,0.2566462488293754,0.26539847960512936
2014,male,Hardly,0.16038338658146964,38694,0.15672698019219122,0.16403979297074806
2014,male,Very strongly,0.14089456869009584,38694,0.1374279616393573,0.14436117574083437
2014,male,Not at all,0.12971246006389775,38694,0.1263646833165634,0.1330602368112321
2014,female,In some respects,0.3051579800162031,38694,0.300569808330404,0.3097461517020022
2014,female,Strongly,0.25600864164191195,38694,0.2516600811492247,0.2603572021345992
2014,female,Very strongly,0.1544693491763435,38694,0.15086837427926597,0.15807032407342103
2014,female,Hardly,0.15149878476910614,38694,0.14792634375581365,0.15507122578239863
2014,female,Not at all,0.13286524439643532,38694,0.12948316927459586,0.1362473195182748
2016,male,In some respects,0.2884365526201819,41132,0.2840583271697764,0.2928147780705874
2016,male,Strongly,0.24880900822867041,41132,0.24463095091275838,0.25298706554458245
2016,male,Very strongly,0.2029016890428757,41132,0.1990151330098057,0.2067882450759457
