year,sampreg,plj0080_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1997,West,Strongly,0.3241534988713318,16487,0.3170087882392808,0.33129820950338285
1997,West,In some respects,0.2830699774266366,16487,0.27619342843750516,0.289946526415768
1997,West,Very strongly,0.2501128668171558,16487,0.24350210940801983,0.25672362422629175
1997,West,Hardly,0.09571106094808127,16487,0.09122030010754657,0.10020182178861596
1997,West,Not at all,0.04695259593679458,16487,0.043723564240182665,0.05018162763340649
1997,East,Strongly,0.4,16487,0.39252190680432847,0.4074780931956716
1997,East,Very strongly,0.3,16487,0.2930048843388579,0.30699511566114207
1997,East,In some respects,0.3,16487,0.2930048843388579,0.30699511566114207
1999,West,In some respects,0.307,17396,0.30014563579398795,0.31385436420601204
1999,West,Strongly,0.3025,17396,0.2956740018329012,0.30932599816709877
1999,West,Very strongly,0.2235,17396,0.21730928422124715,0.22969071577875286
1999,West,Hardly,0.1085,17396,0.10387824505345342,0.11312175494654658
1999,West,Not at all,0.0585,17396,0.05501245783446225,0.06198754216553776
1999,East,Strongly,0.6,17396,0.5927199059029375,0.6072800940970624
1999,East,Hardly,0.2,17396,0.19405582806091642,0.2059441719390836
1999,East,In some respects,0.1,17396,0.09554187104568732,0.1044581289543127
1999,East,Very strongly,0.1,17396,0.09554187104568732,0.1044581289543127
2001,West,In some respects,0.3435321456235476,27798,0.33794950438548504,0.3491147868616102
2001,West,Strongly,0.2881487219209915,27798,0.28282454744087165,0.29347289640111135
2001,West,Very strongly,0.16305189775367931,27798,0.15870918114673463,0.167394614360624
2001,West,Hardly,0.1374903175832688,27798,0.13344206740963704,0.14153856775690055
2001,West,Not at all,0.06777691711851278,27798,0.06482196718024824,0.07073186705677731
2001,East,In some respects,0.38095238095238093,27798,0.375243556731113,0.3866612051736489
2001,East,Strongly,0.2857142857142857,27798,0.2804035919860251,0.2910249794425463
2001,East,Hardly,0.19047619047619047,27798,0.18585999216598095,0.19509238878639998
2001,East,Very strongly,0.14285714285714285,27798,0.13874349718387052,0.14697078853041518
2003,West,In some respects,0.3382120253164557,27727,0.3326432641993039,0.34378078643360754
2003,West,Strongly,0.29825949367088606,27727,0.29287443993666695,0.30364454740510516
2003,West,Very strongly,0.15268987341772153,27727,0.1484560674949948,0.15692367934044826
2003,West,Hardly,0.13844936708860758,27727,0.134384086554873,0.14251464762234217
2003,West,Not at all,0.07238924050632911,27727,0.06933906710932498,0.07543941390333324
2003,East,Strongly,0.24324324324324326,27727,0.23819310604949337,0.24829338043699314
2003,East,Hardly,0.24324324324324326,27727,0.23819310604949337,0.24829338043699314
2003,East,In some respects,0.21621621621621623,27727,0.21137062360385947,0.221061808828573
2003,East,Not at all,0.21621621621621623,27727,0.21137062360385947,0.221061808828573
2003,East,Very strongly,0.08108108108108109,27727,0.07786813829526548,0.08429402386689669
2012,West,In some respects,0.2816736792893876,40229,0.2772780558948974,0.28606930268387776
2012,West,Strongly,0.22533894343151006,40229,0.2212561214759817,0.22942176538703843
2012,West,Not at all,0.17788686302010284,40229,0.17414985366464178,0.1816238723755639
2012,West,Hardly,0.1699392239364189,40229,0.1662690367544065,0.17360941111843128
2012,West,Very strongly,0.14516129032258066,40229,0.14171894882119696,0.14860363182396435
2012,East,Not at all,0.28059701492537314,40229,0.2762065137896368,0.2849875160611095
2012,East,Strongly,0.23283582089552238,40229,0.22870576899993975,0.236965872791105
2012,East,Very strongly,0.1701492537313433,40229,0.1664772638857961,0.1738212435768905
2012,East,Hardly,0.16417910447761194,40229,0.16055915919356667,0.16779904976165722
2012,East,In some respects,0.15223880597014924,40229,0.1487281691472003,0.1557494427930982
