year,sampreg,pli0094_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,West,At least once per week,0.37294,5221,10936,0.36388,0.38201
1985,West,At least once per month,0.25845,3307,10936,0.25025,0.26666
1985,West,Seldom,0.16625,2000,10936,0.15927,0.17322
1985,West,Never,0.03425,408,10936,0.03084,0.03766
1986,West,At least once per week,0.34157,4734,10547,0.33252,0.35062
1986,West,At least once per month,0.28212,3453,10547,0.27353,0.29071
1986,West,Seldom,0.17424,1960,10547,0.16701,0.18148
1986,West,Never,0.03654,400,10547,0.03296,0.04012
1988,West,At least once per week,0.35741,4764,9916,0.34797,0.36684
1988,West,At least once per month,0.27575,3126,9916,0.26695,0.28455
1988,West,Seldom,0.16170,1680,9916,0.15445,0.16894
1988,West,Never,0.03519,346,9916,0.03157,0.03882
1990,East,At least once per week,0.22407,1250,4388,0.21173,0.23641
1990,East,At least once per month,0.27472,1622,4388,0.26151,0.28792
1990,East,Seldom,0.23733,1326,4388,0.22474,0.24992
1990,East,Never,0.03891,190,4388,0.03319,0.04463
1992,West,At least once per week,0.34857,4399,9260,0.33886,0.35827
1992,West,At least once per month,0.28679,3065,9260,0.27757,0.29600
1992,West,Seldom,0.14842,1481,9260,0.14118,0.15566
1992,West,Never,0.03331,315,9260,0.02965,0.03696
1992,East,At least once per week,0.19539,905,3958,0.18304,0.20775
1992,East,At least once per month,0.32517,1624,3958,0.31057,0.33976
1992,East,Seldom,0.25654,1294,3958,0.24293,0.27015
1992,East,Never,0.03298,135,3958,0.02742,0.03854
1994,West,At least once per week,0.33411,4093,9047,0.32439,0.34383
1994,West,At least once per month,0.28169,3019,9047,0.27242,0.29096
1994,West,Seldom,0.17483,1684,9047,0.16701,0.18266
1994,West,Never,0.02659,251,9047,0.02328,0.02991
1994,East,At least once per week,0.18578,826,3756,0.17334,0.19822
1994,East,At least once per month,0.31627,1493,3756,0.30140,0.33115
1994,East,Seldom,0.27086,1286,3756,0.25665,0.28507
1994,East,Never,0.04087,151,3756,0.03454,0.04720
1996,West,At least once per week,0.36598,4578,9333,0.35621,0.37576
1996,West,At least once per month,0.28206,3091,9333,0.27293,0.29119
1996,West,Seldom,0.14893,1465,9333,0.14171,0.15615
1996,West,Never,0.02038,199,9333,0.01751,0.02325
1996,East,At least once per week,0.24247,1063,3673,0.22860,0.25633
1996,East,At least once per month,0.33723,1519,3673,0.32194,0.35252
1996,East,Seldom,0.22673,1018,3673,0.21319,0.24027
1996,East,Never,0.01912,73,3673,0.01469,0.02355
1997,West,At least once per week,0.37634,4622,9148,0.36641,0.38627
1997,West,At least once per month,0.26704,2943,9148,0.25798,0.27611
1997,West,Seldom,0.15001,1374,9148,0.14269,0.15733
1997,West,Never,0.02117,209,9148,0.01822,0.02412
1997,East,At least once per week,0.27506,1128,3616,0.26050,0.28961
1997,East,At least once per month,0.31951,1472,3616,0.30431,0.33471
1997,East,Seldom,0.21536,938,3616,0.20196,0.22876
1997,East,Never,0.02176,78,3616,0.01701,0.02652
1999,West,At least once per week,0.35250,4518,9847,0.34306,0.36194
1999,West,At least once per month,0.27969,3324,9847,0.27082,0.28855
1999,West,Seldom,0.16472,1786,9847,0.15740,0.17205
1999,West,Never,0.02267,219,9847,0.01973,0.02561
1999,East,At least once per week,0.24214,1102,3770,0.22846,0.25582
1999,East,At least once per month,0.34812,1574,3770,0.33291,0.36333
1999,East,Seldom,0.23424,1024,3770,0.22072,0.24776
1999,East,Never,0.01807,70,3770,0.01382,0.02232
2001,West,At least once per week,0.37524,7779,16393,0.36782,0.38265
2001,West,At least once per month,0.26924,5429,16393,0.26245,0.27603
2001,West,Seldom,0.14306,2657,16393,0.13770,0.14842
2001,West,Never,0.02861,528,16393,0.02606,0.03116
2001,East,At least once per week,0.28096,1782,5416,0.26899,0.29293
2001,East,At least once per month,0.34080,2209,5416,0.32818,0.35342
2001,East,Seldom,0.20439,1272,5416,0.19365,0.21513
2001,East,Never,0.02725,153,5416,0.02291,0.03158
2005,West,At least once per week,0.38278,7420,15593,0.37515,0.39041
2005,West,At least once per month,0.27175,5236,15593,0.26477,0.27874
2005,West,Seldom,0.15219,2587,15593,0.14655,0.15782
2005,West,Never,0.02268,350,15593,0.02034,0.02502
2005,East,At least once per week,0.26967,1550,5014,0.25739,0.28196
2005,East,At least once per month,0.34762,2018,5014,0.33443,0.36080
2005,East,Seldom,0.22145,1303,5014,0.20996,0.23294
2005,East,Never,0.02982,143,5014,0.02511,0.03453
2007,West,At least once per week,0.37107,7181,15417,0.36344,0.37870
2007,West,At least once per month,0.28581,5441,15417,0.27867,0.29294
2007,West,Seldom,0.13947,2401,15417,0.13401,0.14494
2007,West,Never,0.02367,394,15417,0.02127,0.02607
2007,East,At least once per week,0.28687,1588,4990,0.27432,0.29942
2007,East,At least once per month,0.34919,2065,4990,0.33596,0.36241
2007,East,Seldom,0.20273,1180,4990,0.19157,0.21388
2007,East,Never,0.03351,157,4990,0.02852,0.03850
2009,West,At least once per week,0.36273,5875,13409,0.35459,0.37087
2009,West,At least once per month,0.30035,5005,13409,0.29259,0.30811
2009,West,Seldom,0.14689,2239,13409,0.14090,0.15289
2009,West,Never,0.02148,290,13409,0.01902,0.02393
2009,East,At least once per week,0.28465,1386,4514,0.27148,0.29781
2009,East,At least once per month,0.33491,1858,4514,0.32114,0.34868
2009,East,Seldom,0.22068,1169,4514,0.20858,0.23278
2009,East,Never,0.02043,101,4514,0.01630,0.02455
2011,West,At least once per week,0.36988,10306,21988,0.36350,0.37626
2011,West,At least once per month,0.28053,7543,21988,0.27459,0.28647
2011,West,Seldom,0.15097,3522,21988,0.14624,0.15570
2011,West,Never,0.02593,617,21988,0.02383,0.02803
2011,East,At least once per week,0.28500,2050,6288,0.27384,0.29616
2011,East,At least once per month,0.32652,2514,6288,0.31493,0.33811
2011,East,Seldom,0.21758,1495,6288,0.20738,0.22778
2011,East,Never,0.03253,229,6288,0.02815,0.03692
2015,West,At least once per week,0.37924,9920,21332,0.37273,0.38575
2015,West,At least once per month,0.29441,7486,21332,0.28830,0.30053
2015,West,Seldom,0.13854,3304,21332,0.13391,0.14318
2015,West,Never,0.02537,622,21332,0.02326,0.02748
2015,East,At least once per week,0.27385,1732,5390,0.26194,0.28575
2015,East,At least once per month,0.32334,2133,5390,0.31085,0.33583
2015,East,Seldom,0.22521,1319,5390,0.21406,0.23637
2015,East,Never,0.03087,206,5390,0.02625,0.03549
2017,West,At least once per week,0.39719,10032,20923,0.39056,0.40382
2017,West,At least once per month,0.28223,7261,20923,0.27613,0.28833
2017,West,Seldom,0.12937,3149,20923,0.12483,0.13392
2017,West,Never,0.02171,481,20923,0.01974,0.02369
2017,East,At least once per week,0.29443,1864,5584,0.28248,0.30639
2017,East,At least once per month,0.31361,2171,5584,0.30144,0.32579
2017,East,Seldom,0.20505,1372,5584,0.19446,0.21564
2017,East,Never,0.02793,177,5584,0.02361,0.03225
