year,age_gr,pgisced97,pli0094_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,Pre-primary Level,At least once per week,0.76953,144,144,0.70051,0.83856
1985,17-29 y.,Primary Level,At least once per week,0.46784,85,152,0.38826,0.54743
1985,17-29 y.,Primary Level,At least once per month,0.17303,35,152,0.11270,0.23337
1985,17-29 y.,Primary Level,Seldom,0.26217,32,152,0.19202,0.33232
1985,17-29 y.,Lower Secondary Level,At least once per week,0.70311,657,942,0.67391,0.73230
1985,17-29 y.,Lower Secondary Level,At least once per month,0.17708,181,942,0.15269,0.20148
1985,17-29 y.,Lower Secondary Level,Seldom,0.11057,104,942,0.09053,0.13060
1985,17-29 y.,Upper Secondary Level,At least once per week,0.66002,944,1403,0.63523,0.68482
1985,17-29 y.,Upper Secondary Level,At least once per month,0.23593,330,1403,0.21370,0.25815
1985,17-29 y.,Upper Secondary Level,Seldom,0.08762,129,1403,0.07282,0.10243
1985,17-29 y.,Post-secondary Non-tertiary Level,At least once per week,0.70143,75,75,0.59717,0.80570
1985,17-29 y.,First Stage of Tertiary Education,At least once per week,0.69743,74,74,0.59205,0.80281
1985,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.74113,87,87,0.64855,0.83370
1985,30-45 y.,Primary Level,At least once per week,0.49354,168,298,0.43668,0.55040
1985,30-45 y.,Primary Level,At least once per month,0.22603,80,298,0.17846,0.27359
1985,30-45 y.,Primary Level,Seldom,0.21782,50,298,0.17088,0.26476
1985,30-45 y.,Lower Secondary Level,At least once per week,0.38729,309,648,0.34975,0.42482
1985,30-45 y.,Lower Secondary Level,At least once per month,0.34375,218,648,0.30716,0.38035
1985,30-45 y.,Lower Secondary Level,Seldom,0.22605,121,648,0.19382,0.25828
1985,30-45 y.,Upper Secondary Level,At least once per week,0.38836,730,1754,0.36555,0.41118
1985,30-45 y.,Upper Secondary Level,At least once per month,0.37406,637,1754,0.35141,0.39671
1985,30-45 y.,Upper Secondary Level,Seldom,0.20891,341,1754,0.18988,0.22794
1985,30-45 y.,Upper Secondary Level,Never,0.02371,46,1754,0.01659,0.03084
1985,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.62279,54,54,0.49229,0.75328
1985,30-45 y.,First Stage of Tertiary Education,At least once per week,0.45129,104,231,0.38698,0.51560
1985,30-45 y.,First Stage of Tertiary Education,At least once per month,0.34928,83,231,0.28766,0.41089
1985,30-45 y.,First Stage of Tertiary Education,Seldom,0.19107,44,231,0.14026,0.24188
1985,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.46772,177,357,0.41588,0.51955
1985,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.42291,148,357,0.37159,0.47422
1985,30-45 y.,Second Stage of Tertiary Education,Seldom,0.09775,32,357,0.06690,0.12860
1985,46-65 y.,Primary Level,At least once per week,0.44398,162,315,0.38902,0.49894
1985,46-65 y.,Primary Level,At least once per month,0.26569,98,315,0.21684,0.31455
1985,46-65 y.,Primary Level,Seldom,0.20688,55,315,0.16208,0.25169
1985,46-65 y.,Lower Secondary Level,At least once per week,0.29040,310,987,0.26207,0.31874
1985,46-65 y.,Lower Secondary Level,At least once per month,0.36211,357,987,0.33211,0.39211
1985,46-65 y.,Lower Secondary Level,Seldom,0.27603,264,987,0.24812,0.30393
1985,46-65 y.,Lower Secondary Level,Never,0.05882,56,987,0.04413,0.07351
1985,46-65 y.,Upper Secondary Level,At least once per week,0.33265,518,1465,0.30851,0.35678
1985,46-65 y.,Upper Secondary Level,At least once per month,0.38209,547,1465,0.35720,0.40698
1985,46-65 y.,Upper Secondary Level,Seldom,0.23680,343,1465,0.21502,0.25858
1985,46-65 y.,Upper Secondary Level,Never,0.04292,57,1465,0.03254,0.05330
1985,46-65 y.,First Stage of Tertiary Education,At least once per week,0.30044,61,186,0.23438,0.36651
1985,46-65 y.,First Stage of Tertiary Education,At least once per month,0.41759,79,186,0.34653,0.48866
1985,46-65 y.,First Stage of Tertiary Education,Seldom,0.23477,46,186,0.17369,0.29585
1985,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.37947,82,210,0.31368,0.44525
1985,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.35531,75,210,0.29043,0.42020
1985,46-65 y.,Second Stage of Tertiary Education,Seldom,0.23556,53,210,0.17803,0.29309
1985,66 and older,Lower Secondary Level,At least once per week,0.34737,140,418,0.30167,0.39307
1985,66 and older,Lower Secondary Level,At least once per month,0.27274,112,418,0.22999,0.31549
1985,66 and older,Lower Secondary Level,Seldom,0.23411,108,418,0.19347,0.27476
1985,66 and older,Lower Secondary Level,Never,0.13305,58,418,0.10045,0.16565
1985,66 and older,Upper Secondary Level,At least once per week,0.37705,185,505,0.33474,0.41937
1985,66 and older,Upper Secondary Level,At least once per month,0.25442,136,505,0.21640,0.29245
1985,66 and older,Upper Secondary Level,Seldom,0.27336,140,505,0.23445,0.31227
1985,66 and older,Upper Secondary Level,Never,0.07787,44,505,0.05447,0.10126
1986,17-29 y.,Pre-primary Level,At least once per week,0.72361,135,169,0.65598,0.79124
1986,17-29 y.,Pre-primary Level,At least once per month,0.18499,34,169,0.12627,0.24371
1986,17-29 y.,Primary Level,At least once per week,0.44508,87,119,0.35541,0.53475
1986,17-29 y.,Primary Level,At least once per month,0.22439,32,119,0.14912,0.29966
1986,17-29 y.,Lower Secondary Level,At least once per week,0.66055,637,922,0.62997,0.69114
1986,17-29 y.,Lower Secondary Level,At least once per month,0.20255,190,922,0.17659,0.22850
1986,17-29 y.,Lower Secondary Level,Seldom,0.10788,95,922,0.08784,0.12791
1986,17-29 y.,Upper Secondary Level,At least once per week,0.66808,932,1376,0.64319,0.69297
1986,17-29 y.,Upper Secondary Level,At least once per month,0.23498,326,1376,0.21257,0.25739
1986,17-29 y.,Upper Secondary Level,Seldom,0.08786,118,1376,0.07290,0.10282
1986,17-29 y.,Post-secondary Non-tertiary Level,At least once per week,0.77372,78,78,0.68026,0.86718
1986,17-29 y.,First Stage of Tertiary Education,At least once per week,0.63370,62,62,0.51279,0.75461
1986,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.77995,67,67,0.68000,0.87990
1986,30-45 y.,Primary Level,At least once per week,0.44843,137,267,0.38866,0.50820
1986,30-45 y.,Primary Level,At least once per month,0.26597,84,267,0.21287,0.31907
1986,30-45 y.,Primary Level,Seldom,0.17319,46,267,0.12771,0.21866
1986,30-45 y.,Lower Secondary Level,At least once per week,0.36639,257,598,0.32774,0.40504
1986,30-45 y.,Lower Secondary Level,At least once per month,0.36971,228,598,0.33099,0.40843
1986,30-45 y.,Lower Secondary Level,Seldom,0.22561,113,598,0.19208,0.25914
1986,30-45 y.,Upper Secondary Level,At least once per week,0.36301,639,1655,0.33984,0.38619
1986,30-45 y.,Upper Secondary Level,At least once per month,0.40502,659,1655,0.38136,0.42868
1986,30-45 y.,Upper Secondary Level,Seldom,0.20672,318,1655,0.18721,0.22624
1986,30-45 y.,Upper Secondary Level,Never,0.02311,39,1655,0.01587,0.03035
1986,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.44229,45,81,0.33345,0.55112
1986,30-45 y.,Post-secondary Non-tertiary Level,At least once per month,0.43931,36,81,0.33055,0.54806
1986,30-45 y.,First Stage of Tertiary Education,At least once per week,0.43531,94,213,0.36857,0.50205
1986,30-45 y.,First Stage of Tertiary Education,At least once per month,0.36134,79,213,0.29668,0.42601
1986,30-45 y.,First Stage of Tertiary Education,Seldom,0.19304,40,213,0.13991,0.24617
1986,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.46225,180,373,0.41158,0.51291
1986,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.41152,150,373,0.36151,0.46153
1986,30-45 y.,Second Stage of Tertiary Education,Seldom,0.11973,43,373,0.08674,0.15272
1986,46-65 y.,Primary Level,At least once per week,0.54197,181,303,0.48577,0.59816
1986,46-65 y.,Primary Level,At least once per month,0.26017,86,303,0.21069,0.30965
1986,46-65 y.,Primary Level,Seldom,0.13869,36,303,0.09970,0.17767
1986,46-65 y.,Lower Secondary Level,At least once per week,0.24201,269,941,0.21463,0.26939
1986,46-65 y.,Lower Secondary Level,At least once per month,0.37823,353,941,0.34723,0.40923
1986,46-65 y.,Lower Secondary Level,Seldom,0.32067,274,941,0.29083,0.35051
1986,46-65 y.,Lower Secondary Level,Never,0.05000,45,941,0.03607,0.06393
1986,46-65 y.,Upper Secondary Level,At least once per week,0.27439,427,1457,0.25147,0.29731
1986,46-65 y.,Upper Secondary Level,At least once per month,0.40215,580,1457,0.37696,0.42733
1986,46-65 y.,Upper Secondary Level,Seldom,0.27053,384,1457,0.24771,0.29335
1986,46-65 y.,Upper Secondary Level,Never,0.04784,66,1457,0.03688,0.05881
1986,46-65 y.,First Stage of Tertiary Education,At least once per week,0.21397,40,185,0.15471,0.27323
1986,46-65 y.,First Stage of Tertiary Education,At least once per month,0.44978,91,185,0.37790,0.52166
1986,46-65 y.,First Stage of Tertiary Education,Seldom,0.28676,54,185,0.22141,0.35211
1986,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.32546,77,222,0.26369,0.38724
1986,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.40086,88,222,0.33624,0.46547
1986,46-65 y.,Second Stage of Tertiary Education,Seldom,0.26091,57,222,0.20302,0.31881
1986,66 and older,Lower Secondary Level,At least once per week,0.31638,117,391,0.27022,0.36253
1986,66 and older,Lower Secondary Level,At least once per month,0.26943,105,391,0.22540,0.31346
1986,66 and older,Lower Secondary Level,Seldom,0.28563,116,391,0.24080,0.33046
1986,66 and older,Lower Secondary Level,Never,0.12658,53,391,0.09358,0.15958
1986,66 and older,Upper Secondary Level,At least once per week,0.30520,137,471,0.26356,0.34683
1986,66 and older,Upper Secondary Level,At least once per month,0.33751,162,471,0.29476,0.38026
1986,66 and older,Upper Secondary Level,Seldom,0.24924,124,471,0.21013,0.28835
1986,66 and older,Upper Secondary Level,Never,0.10369,48,471,0.07613,0.13125
1986,66 and older,First Stage of Tertiary Education,At least once per month,0.45224,35,35,0.28494,0.61954
1988,17-29 y.,Pre-primary Level,At least once per week,0.71971,121,121,0.63935,0.80007
1988,17-29 y.,Primary Level,At least once per week,0.48500,75,75,0.37112,0.59887
1988,17-29 y.,Lower Secondary Level,At least once per week,0.69250,649,896,0.66227,0.72274
1988,17-29 y.,Lower Secondary Level,At least once per month,0.18711,163,896,0.16156,0.21266
1988,17-29 y.,Lower Secondary Level,Seldom,0.10414,84,896,0.08413,0.12415
1988,17-29 y.,Upper Secondary Level,At least once per week,0.68448,892,1293,0.65914,0.70982
1988,17-29 y.,Upper Secondary Level,At least once per month,0.21665,300,1293,0.19418,0.23911
1988,17-29 y.,Upper Secondary Level,Seldom,0.08512,101,1293,0.06991,0.10034
1988,17-29 y.,Post-secondary Non-tertiary Level,At least once per week,0.76738,80,80,0.67422,0.86055
1988,17-29 y.,First Stage of Tertiary Education,At least once per week,0.61613,48,48,0.47709,0.75517
1988,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.75050,55,55,0.63509,0.86592
1988,30-45 y.,Primary Level,At least once per week,0.46274,128,197,0.39293,0.53254
