year,quintil_oecd,pli0094_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,1st Quintile,At least once per week,0.33558,1072,2223,0.31595,0.35522
1985,1st Quintile,At least once per month,0.19939,580,2223,0.18278,0.21601
1985,1st Quintile,Seldom,0.18634,459,2223,0.17015,0.20253
1985,1st Quintile,Never,0.04430,112,2223,0.03575,0.05286
1985,2nd Quintile,At least once per week,0.34281,999,2136,0.32268,0.36294
1985,2nd Quintile,At least once per month,0.23593,617,2136,0.21792,0.25394
1985,2nd Quintile,Seldom,0.17653,442,2136,0.16036,0.19270
1985,2nd Quintile,Never,0.03483,78,2136,0.02706,0.04261
1985,3rd Quintile,At least once per week,0.37264,1033,2192,0.35240,0.39289
1985,3rd Quintile,At least once per month,0.26482,673,2192,0.24634,0.28330
1985,3rd Quintile,Seldom,0.16051,391,2192,0.14514,0.17588
1985,3rd Quintile,Never,0.04047,95,2192,0.03222,0.04872
1985,4th Quintile,At least once per week,0.40065,1070,2214,0.38023,0.42107
1985,4th Quintile,At least once per month,0.27923,698,2214,0.26054,0.29792
1985,4th Quintile,Seldom,0.15930,378,2214,0.14405,0.17455
1985,4th Quintile,Never,0.02636,68,2214,0.01968,0.03303
1985,5th Quintile,At least once per week,0.41271,1044,2164,0.39196,0.43345
1985,5th Quintile,At least once per month,0.31223,736,2164,0.29270,0.33176
1985,5th Quintile,Seldom,0.14908,329,2164,0.13407,0.16409
1985,5th Quintile,Never,0.02541,55,2164,0.01878,0.03204
1986,1st Quintile,At least once per week,0.31452,929,2067,0.29449,0.33454
1986,1st Quintile,At least once per month,0.23967,629,2067,0.22127,0.25808
1986,1st Quintile,Seldom,0.17123,392,2067,0.15499,0.18747
1986,1st Quintile,Never,0.05484,117,2067,0.04502,0.06465
1986,2nd Quintile,At least once per week,0.27861,861,2074,0.25931,0.29791
1986,2nd Quintile,At least once per month,0.28305,709,2074,0.26366,0.30244
1986,2nd Quintile,Seldom,0.18170,413,2074,0.16510,0.19830
1986,2nd Quintile,Never,0.04593,91,2074,0.03691,0.05494
1986,3rd Quintile,At least once per week,0.34367,959,2101,0.32336,0.36398
1986,3rd Quintile,At least once per month,0.27978,685,2101,0.26058,0.29898
1986,3rd Quintile,Seldom,0.17257,383,2101,0.15641,0.18874
1986,3rd Quintile,Never,0.03154,74,2101,0.02406,0.03901
1986,4th Quintile,At least once per week,0.38544,1061,2205,0.36512,0.40576
1986,4th Quintile,At least once per month,0.28565,679,2205,0.26679,0.30451
1986,4th Quintile,Seldom,0.16866,389,2205,0.15303,0.18430
1986,4th Quintile,Never,0.03328,76,2205,0.02579,0.04077
1986,5th Quintile,At least once per week,0.38574,922,2094,0.36489,0.40660
1986,5th Quintile,At least once per month,0.32319,750,2094,0.30316,0.34323
1986,5th Quintile,Seldom,0.17751,383,2094,0.16114,0.19388
1986,5th Quintile,Never,0.01544,39,2094,0.01016,0.02072
1988,1st Quintile,At least once per week,0.31276,935,1957,0.29222,0.33331
1988,1st Quintile,At least once per month,0.21349,526,1957,0.19533,0.23165
