year,age_gr,bula_h,pli0094_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,46-65 y.,Bavaria,At least once per month,0.32508,180,534,0.28531,0.36484
1985,46-65 y.,Bavaria,Seldom,0.26481,144,534,0.22735,0.30227
1985,46-65 y.,Berlin,At least once per week,0.23845,31,77,0.14264,0.33426
1985,46-65 y.,Berlin,At least once per month,0.46891,46,77,0.35672,0.58111
1985,66 and older,Lower Saxony,At least once per week,0.33798,41,86,0.23742,0.43854
1985,66 and older,Lower Saxony,At least once per month,0.33938,45,86,0.23872,0.44004
1985,66 and older,North Rhine-Westphalia,At least once per week,0.41421,99,228,0.35013,0.47829
1985,66 and older,North Rhine-Westphalia,At least once per month,0.29739,74,228,0.23792,0.35685
1985,66 and older,North Rhine-Westphalia,Seldom,0.21821,55,228,0.16448,0.27194
1985,66 and older,Hesse,Seldom,0.39681,37,37,0.23700,0.55663
1985,66 and older,Baden-Wuerttemberg,At least once per week,0.36871,64,159,0.29348,0.44394
1985,66 and older,Baden-Wuerttemberg,At least once per month,0.20210,38,159,0.13949,0.26472
1985,66 and older,Baden-Wuerttemberg,Seldom,0.31063,57,159,0.23848,0.38279
1985,66 and older,Bavaria,At least once per week,0.35567,72,175,0.28454,0.42680
1985,66 and older,Bavaria,At least once per month,0.22145,45,175,0.15975,0.28314
1985,66 and older,Bavaria,Seldom,0.27745,58,175,0.21092,0.34398
1986,17-29 y.,Schleswig-Holstein,At least once per week,0.64861,52,52,0.51758,0.77964
1986,17-29 y.,Hamburg,At least once per week,0.72172,44,44,0.58777,0.85567
1986,17-29 y.,Lower Saxony,At least once per week,0.64139,201,315,0.58834,0.69443
1986,17-29 y.,Lower Saxony,At least once per month,0.25130,81,315,0.20332,0.29927
1986,17-29 y.,Lower Saxony,Seldom,0.08804,33,315,0.05670,0.11938
1986,17-29 y.,North Rhine-Westphalia,At least once per week,0.72166,576,814,0.69085,0.75247
1986,17-29 y.,North Rhine-Westphalia,At least once per month,0.18334,164,814,0.15674,0.20994
1986,17-29 y.,North Rhine-Westphalia,Seldom,0.08070,74,814,0.06198,0.09942
1986,17-29 y.,Hesse,At least once per week,0.73241,231,279,0.68037,0.78445
1986,17-29 y.,Hesse,At least once per month,0.15409,48,279,0.11165,0.19653
1986,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.59733,147,212,0.53116,0.66351
1986,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.30036,65,212,0.23851,0.36222
1986,17-29 y.,Baden-Wuerttemberg,At least once per week,0.63546,408,600,0.59692,0.67401
1986,17-29 y.,Baden-Wuerttemberg,At least once per month,0.25251,142,600,0.21772,0.28731
1986,17-29 y.,Baden-Wuerttemberg,Seldom,0.09405,50,600,0.07067,0.11742
1986,17-29 y.,Bavaria,At least once per week,0.64491,318,481,0.60210,0.68772
1986,17-29 y.,Bavaria,At least once per month,0.21820,106,481,0.18125,0.25515
1986,17-29 y.,Bavaria,Seldom,0.12072,57,481,0.09158,0.14987
1986,17-29 y.,Berlin,At least once per week,0.66830,53,53,0.54033,0.79627
1986,30-45 y.,Schleswig-Holstein,At least once per week,0.31340,40,111,0.22672,0.40009
1986,30-45 y.,Schleswig-Holstein,At least once per month,0.33238,38,111,0.24435,0.42042
1986,30-45 y.,Schleswig-Holstein,Seldom,0.30857,33,111,0.22225,0.39489
1986,30-45 y.,Hamburg,At least once per week,0.61541,57,57,0.48799,0.74283
1986,30-45 y.,Lower Saxony,At least once per week,0.33073,124,310,0.27827,0.38319
1986,30-45 y.,Lower Saxony,At least once per month,0.42094,125,310,0.36589,0.47599
1986,30-45 y.,Lower Saxony,Seldom,0.20237,61,310,0.15758,0.24717
1986,30-45 y.,North Rhine-Westphalia,At least once per week,0.43942,402,911,0.40717,0.47166
1986,30-45 y.,North Rhine-Westphalia,At least once per month,0.38818,366,911,0.35651,0.41984
1986,30-45 y.,North Rhine-Westphalia,Seldom,0.15006,143,911,0.12685,0.17326
1986,30-45 y.,Hesse,At least once per week,0.38040,143,312,0.32644,0.43436
1986,30-45 y.,Hesse,At least once per month,0.40104,112,312,0.34656,0.45551
1986,30-45 y.,Hesse,Seldom,0.20851,57,312,0.16336,0.25366
1986,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.34988,69,174,0.27881,0.42095
1986,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.39704,70,174,0.32412,0.46995
1986,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.21815,35,174,0.15661,0.27969
1986,30-45 y.,Baden-Wuerttemberg,At least once per week,0.31210,254,585,0.27452,0.34968
1986,30-45 y.,Baden-Wuerttemberg,At least once per month,0.44256,233,585,0.40227,0.48284
1986,30-45 y.,Baden-Wuerttemberg,Seldom,0.20748,98,585,0.17459,0.24037
1986,30-45 y.,Bavaria,At least once per week,0.40052,237,561,0.35993,0.44110
1986,30-45 y.,Bavaria,At least once per month,0.36634,204,561,0.32644,0.40625
1986,30-45 y.,Bavaria,Seldom,0.21759,120,561,0.18342,0.25177
1986,30-45 y.,Berlin,At least once per week,0.38238,33,90,0.28141,0.48334
1986,30-45 y.,Berlin,At least once per month,0.47325,57,90,0.36952,0.57698
1986,46-65 y.,Schleswig-Holstein,At least once per month,0.34551,31,65,0.22901,0.46202
1986,46-65 y.,Schleswig-Holstein,Seldom,0.38766,34,65,0.26829,0.50703
1986,46-65 y.,Hamburg,At least once per week,0.40018,31,31,0.22486,0.57550
1986,46-65 y.,Lower Saxony,At least once per week,0.25364,87,318,0.20574,0.30154
1986,46-65 y.,Lower Saxony,At least once per month,0.40637,142,318,0.35230,0.46044
1986,46-65 y.,Lower Saxony,Seldom,0.27444,89,318,0.22532,0.32357
1986,46-65 y.,North Rhine-Westphalia,At least once per week,0.27724,265,828,0.24673,0.30775
1986,46-65 y.,North Rhine-Westphalia,At least once per month,0.41288,351,828,0.37932,0.44643
1986,46-65 y.,North Rhine-Westphalia,Seldom,0.27318,212,828,0.24281,0.30355
1986,46-65 y.,Hesse,At least once per week,0.26754,119,303,0.21762,0.31747
1986,46-65 y.,Hesse,At least once per month,0.43288,121,303,0.37700,0.48876
1986,46-65 y.,Hesse,Seldom,0.23702,63,303,0.18906,0.28498
1986,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.23549,66,251,0.18289,0.28809
1986,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.48397,123,251,0.42202,0.54592
1986,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.24073,62,251,0.18773,0.29373
1986,46-65 y.,Baden-Wuerttemberg,At least once per week,0.25149,216,581,0.21618,0.28680
1986,46-65 y.,Baden-Wuerttemberg,At least once per month,0.37289,207,581,0.33354,0.41225
1986,46-65 y.,Baden-Wuerttemberg,Seldom,0.32680,158,581,0.28863,0.36498
1986,46-65 y.,Bavaria,At least once per week,0.29270,169,495,0.25258,0.33283
1986,46-65 y.,Bavaria,At least once per month,0.34705,178,495,0.30507,0.38903
1986,46-65 y.,Bavaria,Seldom,0.29367,148,495,0.25351,0.33384
1986,46-65 y.,Berlin,At least once per week,0.28130,40,115,0.19876,0.36384
1986,46-65 y.,Berlin,At least once per month,0.35758,36,115,0.26960,0.44557
1986,46-65 y.,Berlin,Seldom,0.34431,39,115,0.25709,0.43153
1986,66 and older,Lower Saxony,At least once per week,0.29505,33,86,0.19809,0.39201
1986,66 and older,Lower Saxony,At least once per month,0.41180,53,86,0.30717,0.51643
1986,66 and older,North Rhine-Westphalia,At least once per week,0.31081,70,209,0.24791,0.37371
1986,66 and older,North Rhine-Westphalia,At least once per month,0.31910,77,209,0.25576,0.38245
1986,66 and older,North Rhine-Westphalia,Seldom,0.26273,62,209,0.20291,0.32254
1986,66 and older,Hesse,At least once per month,0.32050,31,31,0.15350,0.48749
1986,66 and older,"Rhineland-Palatinate, Saarland",At least once per month,0.39817,35,35,0.23362,0.56271
1986,66 and older,Baden-Wuerttemberg,At least once per week,0.34533,48,135,0.26482,0.42583
1986,66 and older,Baden-Wuerttemberg,At least once per month,0.26656,42,135,0.19169,0.34143
1986,66 and older,Baden-Wuerttemberg,Seldom,0.25782,45,135,0.18375,0.33188
1986,66 and older,Bavaria,At least once per week,0.30918,57,168,0.23908,0.37927
1986,66 and older,Bavaria,At least once per month,0.30338,56,168,0.23366,0.37311
1986,66 and older,Bavaria,Seldom,0.29225,55,168,0.22328,0.36123
1988,17-29 y.,Schleswig-Holstein,At least once per week,0.69260,55,55,0.56953,0.81567
1988,17-29 y.,Hamburg,At least once per week,0.85936,31,31,0.73496,0.98377
1988,17-29 y.,Lower Saxony,At least once per week,0.65162,196,305,0.59806,0.70518
1988,17-29 y.,Lower Saxony,At least once per month,0.21480,68,305,0.16864,0.26097
1988,17-29 y.,Lower Saxony,Seldom,0.11739,41,305,0.08120,0.15357
1988,17-29 y.,North Rhine-Westphalia,At least once per week,0.71283,548,780,0.68106,0.74460
1988,17-29 y.,North Rhine-Westphalia,At least once per month,0.18837,162,780,0.16091,0.21583
1988,17-29 y.,North Rhine-Westphalia,Seldom,0.08438,70,780,0.06486,0.10390
1988,17-29 y.,Hesse,At least once per week,0.75370,208,253,0.70050,0.80689
1988,17-29 y.,Hesse,At least once per month,0.16449,45,253,0.11872,0.21027
1988,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.62707,142,183,0.55681,0.69732
1988,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.19821,41,183,0.14029,0.25612
1988,17-29 y.,Baden-Wuerttemberg,At least once per week,0.64375,406,569,0.60436,0.68313
1988,17-29 y.,Baden-Wuerttemberg,At least once per month,0.24412,122,569,0.20879,0.27944
1988,17-29 y.,Baden-Wuerttemberg,Seldom,0.09753,41,569,0.07313,0.12193
1988,17-29 y.,Bavaria,At least once per week,0.71017,333,455,0.66844,0.75191
1988,17-29 y.,Bavaria,At least once per month,0.18978,85,455,0.15371,0.22585
1988,17-29 y.,Bavaria,Seldom,0.08480,37,455,0.05917,0.11042
1988,17-29 y.,Berlin,At least once per week,0.57791,52,84,0.47166,0.68417
1988,17-29 y.,Berlin,At least once per month,0.36556,32,84,0.26195,0.46917
1988,30-45 y.,Schleswig-Holstein,At least once per week,0.33350,37,81,0.23018,0.43681
1988,30-45 y.,Schleswig-Holstein,At least once per month,0.35873,44,81,0.25363,0.46384
1988,30-45 y.,Hamburg,At least once per week,0.50301,38,38,0.34190,0.66412
1988,30-45 y.,Lower Saxony,At least once per week,0.33399,104,267,0.27731,0.39067
1988,30-45 y.,Lower Saxony,At least once per month,0.47248,117,267,0.41249,0.53248
1988,30-45 y.,Lower Saxony,Seldom,0.17375,46,267,0.12822,0.21929
1988,30-45 y.,North Rhine-Westphalia,At least once per week,0.44433,376,841,0.41073,0.47793
1988,30-45 y.,North Rhine-Westphalia,At least once per month,0.38186,328,841,0.34901,0.41472
1988,30-45 y.,North Rhine-Westphalia,Seldom,0.15672,137,841,0.13214,0.18131
1988,30-45 y.,Hesse,At least once per week,0.47791,163,292,0.42051,0.53530
1988,30-45 y.,Hesse,At least once per month,0.32668,86,292,0.27279,0.38056
1988,30-45 y.,Hesse,Seldom,0.16711,43,292,0.12425,0.20998
1988,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.44169,70,162,0.36498,0.51839
1988,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.29544,54,162,0.22497,0.36592
1988,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.23763,38,162,0.17189,0.30338
1988,30-45 y.,Baden-Wuerttemberg,At least once per week,0.47608,292,543,0.43403,0.51812
1988,30-45 y.,Baden-Wuerttemberg,At least once per month,0.37460,192,543,0.33385,0.41535
1988,30-45 y.,Baden-Wuerttemberg,Seldom,0.13468,59,543,0.10594,0.16343
1988,30-45 y.,Bavaria,At least once per week,0.43192,232,490,0.38801,0.47582
1988,30-45 y.,Bavaria,At least once per month,0.35309,166,490,0.31073,0.39546
1988,30-45 y.,Bavaria,Seldom,0.18147,92,490,0.14731,0.21563
1988,30-45 y.,Berlin,At least once per week,0.48791,44,87,0.38227,0.59356
1988,30-45 y.,Berlin,At least once per month,0.40969,43,87,0.30575,0.51362
1988,46-65 y.,Schleswig-Holstein,At least once per month,0.37296,36,36,0.21274,0.53317
1988,46-65 y.,Lower Saxony,At least once per week,0.18832,77,331,0.14614,0.23050
1988,46-65 y.,Lower Saxony,At least once per month,0.47024,158,331,0.41639,0.52409
1988,46-65 y.,Lower Saxony,Seldom,0.29262,96,331,0.24354,0.34171
1988,46-65 y.,North Rhine-Westphalia,At least once per week,0.29157,267,803,0.26012,0.32303
1988,46-65 y.,North Rhine-Westphalia,At least once per month,0.40217,306,803,0.36823,0.43611
1988,46-65 y.,North Rhine-Westphalia,Seldom,0.25701,198,803,0.22677,0.28726
1988,46-65 y.,North Rhine-Westphalia,Never,0.04454,32,803,0.03026,0.05882
1988,46-65 y.,Hesse,At least once per week,0.32542,131,292,0.27159,0.37925
1988,46-65 y.,Hesse,At least once per month,0.37065,102,292,0.31516,0.42614
1988,46-65 y.,Hesse,Seldom,0.22210,59,292,0.17434,0.26986
1988,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.28706,83,240,0.22971,0.34442
1988,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.40823,103,240,0.34591,0.47054
1988,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.23192,54,240,0.17841,0.28542
1988,46-65 y.,Baden-Wuerttemberg,At least once per week,0.35565,265,571,0.31635,0.39495
1988,46-65 y.,Baden-Wuerttemberg,At least once per month,0.33212,183,571,0.29346,0.37079
1988,46-65 y.,Baden-Wuerttemberg,Seldom,0.26627,123,571,0.22998,0.30255
1988,46-65 y.,Bavaria,At least once per week,0.36017,201,474,0.31691,0.40344
1988,46-65 y.,Bavaria,At least once per month,0.32763,151,474,0.28534,0.36993
1988,46-65 y.,Bavaria,Seldom,0.26337,122,474,0.22368,0.30307
1988,46-65 y.,Berlin,At least once per week,0.18465,31,84,0.10117,0.26813
1988,46-65 y.,Berlin,At least once per month,0.54732,53,84,0.44024,0.65441
1988,66 and older,Lower Saxony,At least once per month,0.35820,45,80,0.25247,0.46394
1988,66 and older,Lower Saxony,Seldom,0.28635,35,80,0.18666,0.38603
1988,66 and older,North Rhine-Westphalia,At least once per week,0.28981,66,202,0.22709,0.35253
1988,66 and older,North Rhine-Westphalia,At least once per month,0.32483,83,202,0.26009,0.38957
1988,66 and older,North Rhine-Westphalia,Seldom,0.25945,53,202,0.19885,0.32005
1988,66 and older,Hesse,At least once per week,0.30530,34,66,0.19334,0.41725
1988,66 and older,Hesse,At least once per month,0.31068,32,66,0.19818,0.42319
1988,66 and older,Baden-Wuerttemberg,At least once per week,0.36325,56,144,0.28442,0.44207
1988,66 and older,Baden-Wuerttemberg,At least once per month,0.34030,54,144,0.26264,0.41796
1988,66 and older,Baden-Wuerttemberg,Seldom,0.18884,34,144,0.12469,0.25299
1988,66 and older,Bavaria,At least once per week,0.35533,62,164,0.28185,0.42881
1988,66 and older,Bavaria,At least once per month,0.26100,52,164,0.19358,0.32842
1988,66 and older,Bavaria,Seldom,0.28345,50,164,0.21427,0.35264
1990,17-29 y.,Berlin,At least once per week,0.21282,39,39,0.08268,0.34296
1990,17-29 y.,Brandenburg,At least once per week,0.39318,77,173,0.32018,0.46618
1990,17-29 y.,Brandenburg,At least once per month,0.31557,53,173,0.24611,0.38502
1990,17-29 y.,Brandenburg,Seldom,0.26923,43,173,0.20294,0.33552
1990,17-29 y.,Mecklenburg-Western Pomerania,At least once per week,0.54898,81,122,0.46032,0.63764
1990,17-29 y.,Mecklenburg-Western Pomerania,At least once per month,0.29070,41,122,0.20979,0.37161
1990,17-29 y.,Saxony,At least once per week,0.39725,127,311,0.34278,0.45172
1990,17-29 y.,Saxony,At least once per month,0.36333,121,311,0.30979,0.41687
1990,17-29 y.,Saxony,Seldom,0.20370,63,311,0.15887,0.24853
1990,17-29 y.,Saxony-Anhalt,At least once per week,0.52218,118,211,0.45462,0.58974
1990,17-29 y.,Saxony-Anhalt,At least once per month,0.28476,57,211,0.22372,0.34580
1990,17-29 y.,Saxony-Anhalt,Seldom,0.16531,36,211,0.11507,0.21556
1990,17-29 y.,Thuringa,At least once per week,0.47797,91,199,0.40839,0.54755
1990,17-29 y.,Thuringa,At least once per month,0.33932,70,199,0.27336,0.40527
1990,17-29 y.,Thuringa,Seldom,0.17055,38,199,0.11816,0.22294
1990,30-45 y.,Berlin,At least once per week,0.12632,33,110,0.06395,0.18868
1990,30-45 y.,Berlin,At least once per month,0.15605,46,110,0.08792,0.22418
1990,30-45 y.,Berlin,Seldom,0.10140,31,110,0.04473,0.15807
1990,30-45 y.,Brandenburg,At least once per week,0.19951,54,260,0.15084,0.24819
1990,30-45 y.,Brandenburg,At least once per month,0.41904,117,260,0.35895,0.47913
1990,30-45 y.,Brandenburg,Seldom,0.34592,89,260,0.28799,0.40385
1990,30-45 y.,Mecklenburg-Western Pomerania,At least once per week,0.20146,31,161,0.13931,0.26361
1990,30-45 y.,Mecklenburg-Western Pomerania,At least once per month,0.45581,73,161,0.37863,0.53298
1990,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.31027,57,161,0.23859,0.38195
1990,30-45 y.,Saxony,At least once per week,0.26302,112,436,0.22165,0.30440
1990,30-45 y.,Saxony,At least once per month,0.43618,201,436,0.38958,0.48279
1990,30-45 y.,Saxony,Seldom,0.26894,123,436,0.22727,0.31061
1990,30-45 y.,Saxony-Anhalt,At least once per week,0.20782,56,265,0.15888,0.25677
1990,30-45 y.,Saxony-Anhalt,At least once per month,0.50550,137,265,0.44519,0.56581
1990,30-45 y.,Saxony-Anhalt,Seldom,0.24381,72,265,0.19202,0.29561
1990,30-45 y.,Thuringa,At least once per week,0.24946,53,235,0.19402,0.30490
1990,30-45 y.,Thuringa,At least once per month,0.41347,102,235,0.35037,0.47656
1990,30-45 y.,Thuringa,Seldom,0.31719,80,235,0.25756,0.37682
1990,46-65 y.,Berlin,At least once per week,0.12267,31,67,0.04352,0.20181
1990,46-65 y.,Berlin,At least once per month,0.13800,36,67,0.05479,0.22120
1990,46-65 y.,Brandenburg,At least once per month,0.39507,91,184,0.32424,0.46590
1990,46-65 y.,Brandenburg,Seldom,0.43898,93,184,0.36707,0.51088
1990,46-65 y.,Mecklenburg-Western Pomerania,At least once per week,0.20760,32,147,0.14181,0.27339
1990,46-65 y.,Mecklenburg-Western Pomerania,At least once per month,0.36598,61,147,0.28784,0.44412
1990,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.34692,54,147,0.26971,0.42413
1990,46-65 y.,Saxony,At least once per week,0.16415,73,420,0.12868,0.19962
1990,46-65 y.,Saxony,At least once per month,0.34584,147,420,0.30030,0.39139
1990,46-65 y.,Saxony,Seldom,0.39432,168,420,0.34752,0.44111
1990,46-65 y.,Saxony,Never,0.07874,32,420,0.05295,0.10453
1990,46-65 y.,Saxony-Anhalt,At least once per week,0.24126,56,201,0.18196,0.30055
1990,46-65 y.,Saxony-Anhalt,At least once per month,0.32347,71,201,0.25864,0.38831
1990,46-65 y.,Saxony-Anhalt,Seldom,0.31816,74,201,0.25361,0.38271
1990,46-65 y.,Thuringa,At least once per week,0.22295,49,208,0.16625,0.27965
1990,46-65 y.,Thuringa,At least once per month,0.31268,72,208,0.24953,0.37584
1990,46-65 y.,Thuringa,Seldom,0.37405,87,208,0.30813,0.43997
1990,66 and older,Brandenburg,Seldom,0.44068,31,31,0.26302,0.61833
1990,66 and older,Saxony,At least once per month,0.29467,42,94,0.20202,0.38733
1990,66 and older,Saxony,Seldom,0.38819,52,94,0.28914,0.48724
1990,66 and older,Saxony-Anhalt,Seldom,0.40552,43,43,0.25702,0.55401
1992,17-29 y.,Schleswig-Holstein,At least once per week,0.66387,40,40,0.51561,0.81212
1992,17-29 y.,Lower Saxony,At least once per week,0.62162,176,243,0.56052,0.68273
1992,17-29 y.,Lower Saxony,At least once per month,0.26847,67,243,0.21263,0.32430
1992,17-29 y.,North Rhine-Westphalia,At least once per week,0.69948,499,706,0.66564,0.73332
1992,17-29 y.,North Rhine-Westphalia,At least once per month,0.21877,154,706,0.18825,0.24928
1992,17-29 y.,North Rhine-Westphalia,Seldom,0.06718,53,706,0.04870,0.08566
1992,17-29 y.,Hesse,At least once per week,0.66156,179,229,0.60014,0.72298
1992,17-29 y.,Hesse,At least once per month,0.19453,50,229,0.14314,0.24591
1992,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.62925,106,156,0.55321,0.70529
1992,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.27988,50,156,0.20920,0.35055
1992,17-29 y.,Baden-Wuerttemberg,At least once per week,0.68449,382,538,0.64518,0.72380
1992,17-29 y.,Baden-Wuerttemberg,At least once per month,0.21333,114,538,0.17868,0.24798
1992,17-29 y.,Baden-Wuerttemberg,Seldom,0.08091,42,538,0.05784,0.10397
1992,17-29 y.,Bavaria,At least once per week,0.65925,319,476,0.61663,0.70188
1992,17-29 y.,Bavaria,At least once per month,0.24497,121,476,0.20629,0.28365
1992,17-29 y.,Bavaria,Seldom,0.08232,36,476,0.05760,0.10704
1992,17-29 y.,Berlin,At least once per week,0.67846,103,144,0.60190,0.75501
1992,17-29 y.,Berlin,At least once per month,0.23863,41,144,0.16877,0.30850
1992,17-29 y.,Brandenburg,At least once per week,0.44902,63,121,0.36003,0.53802
1992,17-29 y.,Brandenburg,At least once per month,0.34931,58,121,0.26401,0.43461
1992,17-29 y.,Mecklenburg-Western Pomerania,At least once per week,0.49612,48,48,0.35318,0.63907
1992,17-29 y.,Saxony,At least once per week,0.40915,107,240,0.34681,0.47148
1992,17-29 y.,Saxony,At least once per month,0.39216,93,240,0.33026,0.45405
1992,17-29 y.,Saxony,Seldom,0.17404,40,240,0.12597,0.22211
1992,17-29 y.,Saxony-Anhalt,At least once per week,0.45952,92,160,0.38206,0.53698
1992,17-29 y.,Saxony-Anhalt,At least once per month,0.38098,68,160,0.30550,0.45647
1992,17-29 y.,Thuringa,At least once per week,0.45329,81,173,0.37889,0.52769
1992,17-29 y.,Thuringa,At least once per month,0.36945,56,173,0.29732,0.44158
