year,rentown,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1996,Tenant,West,2843,57.82316,56.72538,58.92095,39.00000,51.00000,76.00000,0.00000,131.50000,51.00000,51.00000,51.00000
1996,Tenant,East,1190,58.48701,56.81787,60.15616,40.00000,51.00000,74.00000,5.00000,125.00000,51.00000,51.00000,55.00000
1997,Owner,West,,,,,,,,,,,,
1997,Owner,East,,,,,,,,,,,,
1997,Tenant,West,2738,57.15452,56.02648,58.28257,36.00000,51.00000,71.00000,4.00000,123.50000,51.00000,51.00000,51.00000
1997,Tenant,East,1162,58.47189,56.73128,60.21249,40.00000,52.00000,73.00000,7.00000,122.50000,52.00000,51.00000,53.02500
1998,Owner,West,,,,,,,,,,,,
1998,Owner,East,,,,,,,,,,,,
1998,Tenant,West,3088,55.32905,54.29289,56.36522,35.00000,51.00000,69.00000,0.00000,120.00000,51.00000,51.00000,51.00000
1998,Tenant,East,1208,54.46396,52.84679,56.08114,34.00000,51.00000,71.00000,2.00000,126.50000,51.00000,50.00000,51.00000
1999,Owner,West,,,,,,,,,,,,
1999,Owner,East,,,,,,,,,,,,
1999,Tenant,West,2902,54.96351,53.91742,56.00960,35.00000,51.00000,66.00000,5.00000,112.50000,51.00000,51.00000,51.00000
1999,Tenant,East,1174,53.45774,51.95242,54.96306,35.00000,51.00000,66.00000,2.00000,112.50000,51.00000,51.00000,51.00000
2000,Owner,West,,,,,,,,,,,,
2000,Owner,East,,,,,,,,,,,,
2000,Tenant,West,4959,56.90626,56.00539,57.80713,35.00000,51.00000,71.00000,5.00000,125.00000,51.00000,51.00000,51.00000
2000,Tenant,East,1810,53.77478,52.47862,55.07094,35.00000,51.00000,65.00000,1.00000,110.00000,51.00000,51.00000,51.00000
2001,Owner,West,,,,,,,,,,,,
2001,Owner,East,,,,,,,,,,,,
2001,Tenant,West,4441,61.54070,60.54649,62.53490,40.00000,51.00000,76.00000,5.00000,130.00000,51.00000,51.00000,51.00000
2001,Tenant,East,1643,55.53914,54.15333,56.92496,36.00000,51.00000,68.00000,1.00000,116.00000,51.00000,51.00000,51.00000
2002,Owner,West,,,,,,,,,,,,
2002,Owner,East,,,,,,,,,,,,
2002,Tenant,West,4385,61.60152,60.57553,62.62752,40.00000,50.00000,75.00000,5.00000,127.50000,50.00000,50.00000,50.00000
2002,Tenant,East,1621,56.65044,55.17448,58.12641,36.21933,50.00000,70.00000,1.00000,120.67100,50.00000,50.00000,50.00000
2003,Owner,West,,,,,,,,,,,,
2003,Owner,East,,,,,,,,,,,,
2003,Tenant,West,4196,66.08685,64.91494,67.25876,40.00000,55.00000,80.00000,6.00000,140.00000,55.00000,52.00000,60.00000
2003,Tenant,East,1594,59.26348,57.77140,60.75555,40.00000,52.00000,75.00000,6.00000,127.50000,52.00000,50.00000,52.02500
2004,Owner,West,,,,,,,,,,,,
2004,Owner,East,,,,,,,,,,,,
2004,Tenant,West,4074,69.16735,67.93994,70.39476,45.00000,60.00000,81.00000,6.00000,135.00000,60.00000,60.00000,60.00000
2004,Tenant,East,1546,61.00652,59.34575,62.66729,40.00000,53.00000,75.00000,5.00000,127.50000,53.00000,50.00000,55.00000
2005,Owner,West,,,,,,,,,,,,
2005,Owner,East,,,,,,,,,,,,
2005,Tenant,West,3969,72.04741,70.78813,73.30669,48.00000,60.00000,90.00000,4.00000,153.00000,60.00000,60.00000,65.00000
2005,Tenant,East,1482,64.31330,62.47585,66.15075,40.00000,55.00000,80.00000,2.00000,140.00000,55.00000,51.00000,60.00000
2006,Owner,West,,,,,,,,,,,,
2006,Owner,East,,,,,,,,,,,,
2006,Tenant,West,4284,79.76587,78.50730,81.02444,50.00000,70.00000,100.00000,7.00000,175.00000,70.00000,70.00000,72.00000
2006,Tenant,East,1601,67.21749,65.29467,69.14030,41.00000,58.00000,80.51815,1.00000,139.79537,58.00000,55.00000,60.00000
2007,Owner,West,,,,,,,,,,,,
2007,Owner,East,,,,,,,,,,,,
2007,Tenant,West,3952,85.36558,83.88820,86.84296,50.00000,80.00000,100.00000,9.00000,175.00000,80.00000,75.00000,80.00000
2007,Tenant,East,1503,72.93119,70.64277,75.21960,45.00000,60.00000,90.00000,6.00000,157.50000,60.00000,60.00000,63.00000
2008,Owner,West,,,,,,,,,,,,
2008,Owner,East,,,,,,,,,,,,
2008,Tenant,West,3655,87.92732,86.28660,89.56804,55.00000,80.00000,103.66007,10.00000,176.65018,80.00000,77.00000,80.00000
2008,Tenant,East,1443,75.78039,73.14025,78.42054,45.00000,61.00000,91.81737,5.00000,162.04341,61.00000,60.00000,67.00000
2009,Owner,West,,,,,,,,,,,,
2009,Owner,East,,,,,,,,,,,,
2009,Tenant,West,3416,90.01026,88.31721,91.70330,54.00000,80.00000,108.00000,5.00000,189.00000,80.00000,80.00000,80.00000
2009,Tenant,East,1368,76.50765,74.18126,78.83404,49.00000,67.00000,100.00000,5.00000,176.50000,67.00000,60.00000,70.00000
2010,Owner,West,,,,,,,,,,,,
2010,Owner,East,,,,,,,,,,,,
2010,Tenant,West,5275,88.98080,87.66353,90.29808,55.00000,80.00000,105.00000,0.00000,180.00000,80.00000,80.00000,80.00000
2010,Tenant,East,1803,73.96240,71.98780,75.93701,47.00000,60.00000,98.00000,10.00000,174.50000,60.00000,60.00000,63.00000
2011,Owner,West,,,,,,,,,,,,
2011,Owner,East,,,,,,,,,,,,
2011,Tenant,West,6238,90.79019,89.55888,92.02149,57.00000,80.00000,110.00000,0.00000,189.50000,80.00000,80.00000,80.00000
2011,Tenant,East,2194,79.05690,77.13673,80.97707,50.00000,70.00000,100.00000,0.00000,175.00000,70.00000,66.00000,70.00000
2012,Owner,West,,,,,,,,,,,,
2012,Owner,East,,,,,,,,,,,,
2012,Tenant,West,6062,91.22883,89.99355,92.46412,58.00000,80.00000,110.00000,2.00000,188.00000,80.00000,80.00000,80.00000
2012,Tenant,East,2205,81.54218,79.56179,83.52256,50.00000,70.00000,100.00000,10.00000,175.00000,70.00000,69.00000,73.02500
2013,Owner,West,,,,,,,,,,,,
2013,Owner,East,,,,,,,,,,,,
2013,Tenant,West,7515,91.77419,90.62388,92.92449,60.00000,80.00000,110.00000,0.00000,185.00000,80.00000,80.00000,80.00000
2013,Tenant,East,2216,78.03977,76.23017,79.84937,50.00000,68.00000,100.00000,0.00000,175.00000,68.00000,65.00000,70.00000
2014,Owner,West,,,,,,,,,,,,
2014,Owner,East,,,,,,,,,,,,
2014,Tenant,West,6313,91.34155,90.06851,92.61459,60.00000,80.00000,110.00000,3.00000,185.00000,80.00000,80.00000,80.00000
2014,Tenant,East,2072,78.63176,76.77052,80.49301,50.00000,70.00000,100.00000,7.00000,175.00000,70.00000,69.92500,71.02500
2015,Owner,West,134,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2015,Owner,East,36,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2015,Tenant,West,6828,80.91391,79.73717,82.09065,50.00000,74.00000,100.00000,0.00000,175.00000,74.00000,71.00000,75.00000
2015,Tenant,East,2047,73.10696,71.13828,75.07564,46.00000,65.00000,90.00000,0.00000,156.00000,65.00000,61.00000,70.00000
2016,Owner,West,,,,,,,,,,,,
2016,Owner,East,,,,,,,,,,,,
2016,Tenant,West,5573,86.83089,85.56987,88.09192,52.00000,79.00000,100.00000,2.00000,172.00000,79.00000,75.00000,80.00000
2016,Tenant,East,1849,76.13583,74.11113,78.16052,50.00000,65.00000,92.05391,10.00000,155.13478,65.00000,60.00000,70.00000
2017,Owner,West,,,,,,,,,,,,
2017,Owner,East,,,,,,,,,,,,
2017,Tenant,West,5919,86.34712,85.19687,87.49738,54.00000,80.00000,100.00000,5.00000,169.00000,80.00000,79.00000,80.00000
2017,Tenant,East,2010,75.62598,73.83187,77.42008,50.00000,65.00000,90.00000,1.00000,150.00000,65.00000,60.97500,70.00000
2018,Owner,West,,,,,,,,,,,,
2018,Owner,East,,,,,,,,,,,,
2018,Tenant,West,5952,87.21489,86.00691,88.42288,55.00000,80.00000,100.00000,1.00000,167.50000,80.00000,80.00000,80.00000
2018,Tenant,East,2057,76.79735,75.09337,78.50133,50.00000,70.00000,99.00000,2.00000,172.50000,70.00000,65.00000,70.00000
2019,Owner,West,,,,,,,,,,,,
2019,Owner,East,,,,,,,,,,,,
2019,Tenant,West,5585,86.94734,85.66113,88.23356,51.00000,80.00000,100.00000,1.00000,173.50000,80.00000,78.97500,80.00000
2019,Tenant,East,1886,77.25491,75.42716,79.08266,50.00000,70.00000,100.00000,5.00000,175.00000,70.00000,65.00000,70.00000
2020,Owner,West,,,,,,,,,,,,
2020,Owner,East,,,,,,,,,,,,
2020,Tenant,West,8650,86.67454,85.66472,87.68435,50.00000,80.00000,100.00000,1.00000,175.00000,80.00000,77.00000,80.00000
2020,Tenant,East,2141,76.38897,74.61800,78.15995,50.00000,68.00000,95.00000,10.00000,162.50000,68.00000,65.00000,70.00000
2021,Owner,West,,,,,,,,,,,,
2021,Owner,East,,,,,,,,,,,,
2021,Tenant,West,5364,92.42686,90.95118,93.90254,58.00000,80.00000,108.00000,2.00000,183.00000,80.00000,80.00000,80.00000
2021,Tenant,East,1538,83.80479,81.24822,86.36137,50.00000,73.00000,100.00000,10.00000,175.00000,73.00000,70.00000,80.00000
