year,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,West,,,,,,,,,,,,
1985,West,,,,,,,,,,,,
1986,West,3184,67.26556,65.72277,68.80219,44.00000,61.00000,81.00000,0.00000,136.50000,61.00000,61.00000,64.00000
1987,West,3134,63.81210,61.99982,65.18447,40.00000,55.00000,76.00000,0.00000,130.00000,55.00000,54.00000,59.00000
1988,West,3001,61.69880,60.05581,63.08297,40.00000,51.00000,76.00000,0.00000,130.00000,51.00000,50.00000,51.00000
1989,West,2918,60.02792,58.45559,61.62662,38.00000,51.00000,76.00000,0.00000,133.00000,51.00000,51.00000,51.00000
1990,West,2846,59.46451,57.71872,61.13275,38.00000,51.00000,76.00000,0.00000,133.00000,51.00000,51.00000,51.00000
1990,East,1516,18.24202,17.37831,18.80741,10.00000,15.00000,20.00000,2.00000,35.00000,15.00000,15.00000,15.00000
1991,West,2857,61.12530,59.77896,62.49346,40.00000,51.00000,76.00000,0.00000,130.00000,51.00000,47.97500,51.00000
1991,East,1394,31.73590,29.93164,33.12802,12.00000,20.00000,43.00000,0.00000,89.50000,20.00000,19.00000,20.00000
1992,West,2772,64.94127,63.34043,66.51975,40.00000,56.00000,76.00000,5.00000,130.00000,56.00000,51.00000,56.02500
1992,East,1328,68.68828,66.60059,70.45632,46.00000,66.00000,90.43465,5.00000,157.08663,66.00000,61.00000,71.00000
1993,West,2776,66.68628,65.01571,68.15650,41.00000,61.00000,81.00000,0.00000,141.00000,61.00000,61.00000,66.00000
1993,East,1279,68.76983,66.44593,70.57267,46.00000,64.00000,87.90297,0.00000,150.75742,64.00000,59.00000,67.00000
1994,West,2735,66.03651,64.30430,67.47543,40.00000,61.00000,76.00000,0.00000,130.00000,61.00000,61.00000,66.00000
1994,East,1244,65.82637,63.64986,67.78373,43.00000,61.00000,81.00000,0.00000,138.00000,61.00000,59.00000,62.02500
1995,West,2925,66.42230,65.06603,67.91427,40.00000,60.00000,81.00000,0.00000,142.50000,60.00000,59.00000,64.00000
