year,bula_h,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Schleswig-Holstein,Owner,,,,,,,,,,,,
1984,Schleswig-Holstein,Tenant,,,,,,,,,,,,
1984,Hamburg,Owner,,,,,,,,,,,,
1984,Hamburg,Tenant,,,,,,,,,,,,
1984,Lower Saxony,Owner,,,,,,,,,,,,
1984,Lower Saxony,Tenant,,,,,,,,,,,,
1984,Bremen,Owner,,,,,,,,,,,,
1984,Bremen,Tenant,,,,,,,,,,,,
1984,North Rhine-Westphalia,Owner,,,,,,,,,,,,
1984,North Rhine-Westphalia,Tenant,,,,,,,,,,,,
1984,Hesse,Owner,,,,,,,,,,,,
1984,Hesse,Tenant,,,,,,,,,,,,
1984,"Rhineland-Palatinate, Saarland",Owner,,,,,,,,,,,,
1984,"Rhineland-Palatinate, Saarland",Tenant,,,,,,,,,,,,
1984,Baden-Wuerttemberg,Owner,,,,,,,,,,,,
1984,Baden-Wuerttemberg,Tenant,,,,,,,,,,,,
1984,Bavaria,Owner,,,,,,,,,,,,
1984,Bavaria,Tenant,,,,,,,,,,,,
1984,Berlin,Owner,,,,,,,,,,,,
1984,Berlin,Tenant,,,,,,,,,,,,
1985,Schleswig-Holstein,Owner,,,,,,,,,,,,
1985,Schleswig-Holstein,Tenant,,,,,,,,,,,,
1985,Hamburg,Owner,,,,,,,,,,,,
1985,Hamburg,Tenant,,,,,,,,,,,,
1985,Lower Saxony,Owner,,,,,,,,,,,,
1985,Lower Saxony,Tenant,,,,,,,,,,,,
1985,Bremen,Owner,,,,,,,,,,,,
1985,Bremen,Tenant,,,,,,,,,,,,
1985,North Rhine-Westphalia,Owner,,,,,,,,,,,,
1985,North Rhine-Westphalia,Tenant,,,,,,,,,,,,
1985,Hesse,Owner,,,,,,,,,,,,
1985,Hesse,Tenant,,,,,,,,,,,,
1985,"Rhineland-Palatinate, Saarland",Owner,,,,,,,,,,,,
1985,"Rhineland-Palatinate, Saarland",Tenant,,,,,,,,,,,,
1985,Baden-Wuerttemberg,Owner,,,,,,,,,,,,
1985,Baden-Wuerttemberg,Tenant,,,,,,,,,,,,
1985,Bavaria,Owner,,,,,,,,,,,,
1985,Bavaria,Tenant,,,,,,,,,,,,
1985,Berlin,Owner,,,,,,,,,,,,
1985,Berlin,Tenant,,,,,,,,,,,,
1986,Schleswig-Holstein,Owner,,,,,,,,,,,,
1986,Schleswig-Holstein,Tenant,78,70.92247,63.48785,80.09857,51.00000,61.00000,76.00000,13.50000,113.50000,61.00000,55.87500,71.00000
1986,Hamburg,Owner,,,,,,,,,,,,
1986,Hamburg,Tenant,123,67.51693,61.99194,74.00342,46.82031,66.00000,79.58814,12.00000,128.73989,66.00000,56.00000,76.00000
1986,Lower Saxony,Owner,,,,,,,,,,,,
1986,Lower Saxony,Tenant,278,68.59240,63.36789,73.85734,40.00000,61.00000,87.72767,0.00000,159.31916,61.00000,56.00000,66.00000
1986,Bremen,Owner,,,,,,,,,,,,
1986,Bremen,Tenant,47,58.14710,52.24757,63.09737,45.54797,56.00000,70.16527,15.00000,107.09122,56.00000,50.95000,61.00000
1986,North Rhine-Westphalia,Owner,,,,,,,,,,,,
1986,North Rhine-Westphalia,Tenant,950,65.94714,63.70840,68.36944,43.00000,58.00000,78.39675,0.00000,131.49186,58.00000,55.00000,60.00000
1986,Hesse,Owner,,,,,,,,,,,,
1986,Hesse,Tenant,347,71.62792,64.11797,79.11839,51.00000,61.00000,92.00000,0.00000,153.50000,61.00000,51.00000,66.00000
1986,"Rhineland-Palatinate, Saarland",Owner,,,,,,,,,,,,
1986,"Rhineland-Palatinate, Saarland",Tenant,171,68.12211,60.83009,74.00023,40.00000,59.44409,77.71801,0.00000,134.29503,59.00000,52.00000,67.00000
1986,Baden-Wuerttemberg,Owner,,,,,,,,,,,,
1986,Baden-Wuerttemberg,Tenant,548,66.76326,62.63838,70.53026,40.00000,61.00000,76.00000,0.00000,130.00000,61.00000,61.00000,71.00000
1986,Bavaria,Owner,,,,,,,,,,,,
1986,Bavaria,Tenant,461,66.82632,62.68097,70.91533,46.00000,61.00000,76.00000,1.00000,121.00000,61.00000,61.00000,71.00000
1986,Berlin,Owner,,,,,,,,,,,,
1986,Berlin,Tenant,181,67.23484,61.89987,72.73812,44.04664,56.00000,81.00000,0.00000,136.43004,56.00000,47.00000,61.00000
1987,Schleswig-Holstein,Owner,,,,,,,,,,,,
1987,Schleswig-Holstein,Tenant,76,76.70626,65.71676,85.12880,51.00000,66.62784,92.00000,25.00000,153.50000,66.00000,56.00000,76.00000
1987,Hamburg,Owner,,,,,,,,,,,,
1987,Hamburg,Tenant,105,59.25173,52.83610,64.92964,43.31001,51.00000,73.31484,10.00000,118.32208,51.00000,39.00000,51.00000
1987,Lower Saxony,Owner,,,,,,,,,,,,
1987,Lower Saxony,Tenant,283,64.90034,57.89462,70.60946,40.00000,53.60632,76.00000,0.00000,130.00000,53.00000,45.00000,55.00000
1987,Bremen,Owner,,,,,,,,,,,,
1987,Bremen,Tenant,45,51.65287,45.47877,58.27282,40.00000,49.00000,61.00000,15.00000,92.50000,49.00000,47.00000,52.00000
1987,North Rhine-Westphalia,Owner,,,,,,,,,,,,
1987,North Rhine-Westphalia,Tenant,936,60.06929,58.02960,62.28720,40.00000,51.00000,76.00000,0.00000,130.00000,51.00000,51.00000,51.00000
1987,Hesse,Owner,,,,,,,,,,,,
1987,Hesse,Tenant,334,69.44308,63.48326,74.83650,46.00000,61.00000,88.18795,0.00000,151.46988,61.00000,46.00000,71.00000
1987,"Rhineland-Palatinate, Saarland",Owner,,,,,,,,,,,,
1987,"Rhineland-Palatinate, Saarland",Tenant,166,67.05869,59.41877,75.84803,40.00000,52.68690,76.00000,0.00000,130.00000,53.00000,43.00000,55.00000
1987,Baden-Wuerttemberg,Owner,,,,,,,,,,,,
1987,Baden-Wuerttemberg,Tenant,543,64.87141,61.42921,67.94278,46.00000,61.00000,76.00000,1.00000,121.00000,61.00000,59.97500,71.00000
1987,Bavaria,Owner,,,,,,,,,,,,
1987,Bavaria,Tenant,465,64.90842,61.19872,69.33829,46.00000,56.00000,76.00000,1.00000,121.00000,56.00000,51.00000,61.00000
1987,Berlin,Owner,,,,,,,,,,,,
1987,Berlin,Tenant,181,64.37291,58.82542,69.88209,40.00000,55.25539,76.00000,0.00000,130.00000,55.00000,49.00000,59.00000
1988,Schleswig-Holstein,Owner,,,,,,,,,,,,
1988,Schleswig-Holstein,Tenant,78,71.59598,61.66075,80.43807,50.28097,61.00000,92.72983,18.00000,156.40313,61.00000,46.00000,71.00000
1988,Hamburg,Owner,,,,,,,,,,,,
1988,Hamburg,Tenant,95,53.36523,44.26934,59.91501,35.47277,47.71996,64.62520,0.00000,108.35385,48.00000,45.00000,50.00000
1988,Lower Saxony,Owner,,,,,,,,,,,,
1988,Lower Saxony,Tenant,275,61.51589,58.17831,65.19680,40.00000,56.07421,76.00000,0.00000,130.00000,56.00000,51.00000,61.00000
1988,Bremen,Owner,,,,,,,,,,,,
1988,Bremen,Tenant,45,53.37482,45.63273,61.20469,38.14921,51.00000,62.91597,0.99908,100.06610,51.00000,51.00000,59.07500
1988,North Rhine-Westphalia,Owner,,,,,,,,,,,,
1988,North Rhine-Westphalia,Tenant,875,59.55962,57.17165,62.16947,40.00000,51.00000,75.94240,0.00000,129.85599,51.00000,46.97500,51.00000
1988,Hesse,Owner,,,,,,,,,,,,
1988,Hesse,Tenant,314,63.33774,56.38409,69.98918,40.00000,51.00000,76.00000,0.00000,130.00000,51.00000,46.00000,51.00000
1988,"Rhineland-Palatinate, Saarland",Owner,,,,,,,,,,,,
1988,"Rhineland-Palatinate, Saarland",Tenant,168,62.83840,53.28773,70.31679,38.00000,51.00000,76.00000,0.00000,133.00000,51.00000,41.00000,51.00000
1988,Baden-Wuerttemberg,Owner,,,,,,,,,,,,
