year,age_gr,migback,ple0009,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,46-65 y.,No migration background,"No, not limited at all",0.59546,5044,8000,0.58471,0.60622
2013,46-65 y.,Direct migration background,"Yes, strongly limited",0.11848,232,1892,0.10391,0.13304
2013,46-65 y.,Direct migration background,"Yes, somewhat limited",0.29043,512,1892,0.26997,0.31089
2013,46-65 y.,Direct migration background,"No, not limited at all",0.56384,1148,1892,0.54149,0.58620
2013,46-65 y.,Indirect migration background,"Yes, somewhat limited",0.32080,49,153,0.24659,0.39501
2013,46-65 y.,Indirect migration background,"No, not limited at all",0.57582,104,153,0.49725,0.65439
2013,66 and older,No migration background,"Yes, strongly limited",0.20452,876,4504,0.19274,0.21630
2013,66 and older,No migration background,"Yes, somewhat limited",0.37662,1725,4504,0.36247,0.39078
2013,66 and older,No migration background,"No, not limited at all",0.39598,1903,4504,0.38169,0.41026
2013,66 and older,Direct migration background,"Yes, strongly limited",0.20690,97,444,0.16918,0.24462
2013,66 and older,Direct migration background,"Yes, somewhat limited",0.41037,173,444,0.36456,0.45617
2013,66 and older,Direct migration background,"No, not limited at all",0.35527,174,444,0.31070,0.39983
2015,17-29 y.,No migration background,"Yes, strongly limited",0.01589,51,2527,0.01101,0.02077
2015,17-29 y.,No migration background,"Yes, somewhat limited",0.11384,328,2527,0.10145,0.12623
2015,17-29 y.,No migration background,"No, not limited at all",0.76939,2148,2527,0.75296,0.78582
2015,17-29 y.,Direct migration background,"Yes, somewhat limited",0.07662,91,1058,0.06058,0.09265
2015,17-29 y.,Direct migration background,"No, not limited at all",0.86993,967,1058,0.84965,0.89021
2015,17-29 y.,Indirect migration background,"Yes, somewhat limited",0.08322,73,781,0.06384,0.10261
2015,17-29 y.,Indirect migration background,"No, not limited at all",0.82066,708,781,0.79374,0.84759
2015,30-45 y.,No migration background,"Yes, strongly limited",0.04128,201,4765,0.03563,0.04693
2015,30-45 y.,No migration background,"Yes, somewhat limited",0.16471,817,4765,0.15418,0.17524
2015,30-45 y.,No migration background,"No, not limited at all",0.77772,3747,4765,0.76591,0.78952
2015,30-45 y.,Direct migration background,"Yes, strongly limited",0.03645,96,2808,0.02952,0.04338
2015,30-45 y.,Direct migration background,"Yes, somewhat limited",0.12551,364,2808,0.11325,0.13777
2015,30-45 y.,Direct migration background,"No, not limited at all",0.83192,2348,2808,0.81809,0.84576
2015,30-45 y.,Indirect migration background,"Yes, somewhat limited",0.13446,108,602,0.10719,0.16173
2015,30-45 y.,Indirect migration background,"No, not limited at all",0.79496,494,602,0.76268,0.82724
2015,46-65 y.,No migration background,"Yes, strongly limited",0.11592,733,7144,0.10850,0.12335
2015,46-65 y.,No migration background,"Yes, somewhat limited",0.26557,1949,7144,0.25533,0.27582
2015,46-65 y.,No migration background,"No, not limited at all",0.59172,4462,7144,0.58032,0.60312
2015,46-65 y.,Direct migration background,"Yes, strongly limited",0.14180,212,1640,0.12491,0.15869
2015,46-65 y.,Direct migration background,"Yes, somewhat limited",0.29160,428,1640,0.26960,0.31360
2015,46-65 y.,Direct migration background,"No, not limited at all",0.54030,1000,1640,0.51617,0.56443
2015,46-65 y.,Indirect migration background,"Yes, somewhat limited",0.30419,43,152,0.23081,0.37757
2015,46-65 y.,Indirect migration background,"No, not limited at all",0.52835,109,152,0.44872,0.60797
2015,66 and older,No migration background,"Yes, strongly limited",0.20465,839,4356,0.19267,0.21664
2015,66 and older,No migration background,"Yes, somewhat limited",0.38341,1719,4356,0.36897,0.39785
2015,66 and older,No migration background,"No, not limited at all",0.38123,1798,4356,0.36680,0.39565
2015,66 and older,Direct migration background,"Yes, strongly limited",0.21636,87,430,0.17740,0.25533
2015,66 and older,Direct migration background,"Yes, somewhat limited",0.38046,174,430,0.33452,0.42640
2015,66 and older,Direct migration background,"No, not limited at all",0.36490,169,430,0.31935,0.41046
2019,17-29 y.,No migration background,"Yes, strongly limited",0.02453,87,2698,0.01869,0.03037
2019,17-29 y.,No migration background,"Yes, somewhat limited",0.13255,390,2698,0.11975,0.14535
2019,17-29 y.,No migration background,"No, not limited at all",0.75997,2221,2698,0.74385,0.77609
2019,17-29 y.,Direct migration background,"Yes, somewhat limited",0.10727,106,1398,0.09104,0.12350
2019,17-29 y.,Direct migration background,"No, not limited at all",0.82838,1292,1398,0.80861,0.84815
2019,17-29 y.,Indirect migration background,"Yes, somewhat limited",0.11985,86,677,0.09537,0.14433
2019,17-29 y.,Indirect migration background,"No, not limited at all",0.75142,591,677,0.71884,0.78400
2019,30-45 y.,No migration background,"Yes, strongly limited",0.04506,168,4126,0.03873,0.05139
2019,30-45 y.,No migration background,"Yes, somewhat limited",0.15355,743,4126,0.14255,0.16456
2019,30-45 y.,No migration background,"No, not limited at all",0.79693,3215,4126,0.78465,0.80921
2019,30-45 y.,Direct migration background,"Yes, strongly limited",0.03574,151,3267,0.02937,0.04211
2019,30-45 y.,Direct migration background,"Yes, somewhat limited",0.17509,502,3267,0.16205,0.18812
2019,30-45 y.,Direct migration background,"No, not limited at all",0.78799,2614,3267,0.77397,0.80201
2019,30-45 y.,Indirect migration background,"Yes, strongly limited",0.04439,34,549,0.02715,0.06164
2019,30-45 y.,Indirect migration background,"Yes, somewhat limited",0.15753,95,549,0.12703,0.18804
2019,30-45 y.,Indirect migration background,"No, not limited at all",0.79721,420,549,0.76355,0.83087
2019,46-65 y.,No migration background,"Yes, strongly limited",0.10799,781,8574,0.10142,0.11456
2019,46-65 y.,No migration background,"Yes, somewhat limited",0.29838,2376,8574,0.28870,0.30807
2019,46-65 y.,No migration background,"No, not limited at all",0.58807,5417,8574,0.57765,0.59849
2019,46-65 y.,Direct migration background,"Yes, strongly limited",0.11560,244,2135,0.10204,0.12917
2019,46-65 y.,Direct migration background,"Yes, somewhat limited",0.31641,582,2135,0.29668,0.33615
2019,46-65 y.,Direct migration background,"No, not limited at all",0.55759,1309,2135,0.53652,0.57866
2019,46-65 y.,Indirect migration background,"Yes, somewhat limited",0.28567,74,268,0.23148,0.33985
2019,46-65 y.,Indirect migration background,"No, not limited at all",0.65342,194,268,0.59634,0.71050
2019,66 and older,No migration background,"Yes, strongly limited",0.20644,825,4671,0.19483,0.21805
2019,66 and older,No migration background,"Yes, somewhat limited",0.39327,1789,4671,0.37926,0.40728
2019,66 and older,No migration background,"No, not limited at all",0.39085,2057,4671,0.37686,0.40485
2019,66 and older,Direct migration background,"Yes, strongly limited",0.19715,84,468,0.16107,0.23323
2019,66 and older,Direct migration background,"Yes, somewhat limited",0.37706,184,468,0.33311,0.42102
2019,66 and older,Direct migration background,"No, not limited at all",0.40654,200,468,0.36199,0.45109
2021,17-29 y.,No migration background,"Yes, strongly limited",0.02855,48,1777,0.02081,0.03630
2021,17-29 y.,No migration background,"Yes, somewhat limited",0.11157,248,1777,0.09693,0.12621
2021,17-29 y.,No migration background,"No, not limited at all",0.79205,1481,1777,0.77317,0.81092
2021,17-29 y.,Direct migration background,"Yes, somewhat limited",0.12053,102,1087,0.10116,0.13989
2021,17-29 y.,Direct migration background,"No, not limited at all",0.81423,985,1087,0.79110,0.83736
2021,17-29 y.,Indirect migration background,"Yes, somewhat limited",0.12840,56,388,0.09507,0.16173
2021,17-29 y.,Indirect migration background,"No, not limited at all",0.74782,332,388,0.70456,0.79109
2021,30-45 y.,No migration background,"Yes, strongly limited",0.04155,100,2614,0.03390,0.04920
2021,30-45 y.,No migration background,"Yes, somewhat limited",0.17456,463,2614,0.16000,0.18911
2021,30-45 y.,No migration background,"No, not limited at all",0.78389,2051,2614,0.76811,0.79967
2021,30-45 y.,Direct migration background,"Yes, strongly limited",0.04857,78,2417,0.04000,0.05714
2021,30-45 y.,Direct migration background,"Yes, somewhat limited",0.15015,340,2417,0.13591,0.16440
2021,30-45 y.,Direct migration background,"No, not limited at all",0.78531,1999,2417,0.76894,0.80168
2021,30-45 y.,Indirect migration background,"Yes, somewhat limited",0.20546,56,298,0.15951,0.25142
2021,30-45 y.,Indirect migration background,"No, not limited at all",0.74376,242,298,0.69411,0.79341
2021,46-65 y.,No migration background,"Yes, strongly limited",0.10300,469,5590,0.09503,0.11097
2021,46-65 y.,No migration background,"Yes, somewhat limited",0.25402,1402,5590,0.24260,0.26543
2021,46-65 y.,No migration background,"No, not limited at all",0.64093,3719,5590,0.62835,0.65351
2021,46-65 y.,Direct migration background,"Yes, strongly limited",0.10459,152,1527,0.08924,0.11995
2021,46-65 y.,Direct migration background,"Yes, somewhat limited",0.28896,378,1527,0.26621,0.31170
2021,46-65 y.,Direct migration background,"No, not limited at all",0.60086,997,1527,0.57629,0.62543
2021,46-65 y.,Indirect migration background,"Yes, somewhat limited",0.22856,40,187,0.16821,0.28891
2021,46-65 y.,Indirect migration background,"No, not limited at all",0.70134,147,187,0.63557,0.76711
2021,66 and older,No migration background,"Yes, strongly limited",0.17208,489,3220,0.15904,0.18512
2021,66 and older,No migration background,"Yes, somewhat limited",0.38680,1203,3220,0.36998,0.40363
2021,66 and older,No migration background,"No, not limited at all",0.43646,1528,3220,0.41933,0.45360
2021,66 and older,Direct migration background,"Yes, strongly limited",0.17432,62,336,0.13369,0.21494
2021,66 and older,Direct migration background,"Yes, somewhat limited",0.39095,116,336,0.33869,0.44320
2021,66 and older,Direct migration background,"No, not limited at all",0.42970,158,336,0.37669,0.48271
