year,sex,plh0106,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,male,Very important,0.20857,721,3390,0.19489,0.22225
1990,male,Important,0.52357,1791,3390,0.50675,0.54038
1990,male,Less important,0.22625,751,3390,0.21216,0.24034
1990,male,Unimportant,0.04161,127,3390,0.03489,0.04833
1990,female,Very important,0.15325,598,3674,0.14160,0.16490
1990,female,Important,0.51647,1937,3674,0.50031,0.53263
1990,female,Less important,0.27326,956,3674,0.25885,0.28767
1990,female,Unimportant,0.05702,183,3674,0.04953,0.06452
1992,male,Very important,0.20062,1122,5176,0.18970,0.21153
1992,male,Important,0.51104,2701,5176,0.49742,0.52466
1992,male,Less important,0.23686,1143,5176,0.22528,0.24844
1992,male,Unimportant,0.05149,210,5176,0.04547,0.05751
1992,female,Very important,0.17110,1098,5696,0.16132,0.18088
1992,female,Important,0.49034,2899,5696,0.47735,0.50332
1992,female,Less important,0.25910,1363,5696,0.24772,0.27048
1992,female,Unimportant,0.07947,336,5696,0.07244,0.08649
1995,male,Very important,0.19608,1119,5292,0.18538,0.20678
1995,male,Important,0.52908,2929,5292,0.51563,0.54253
1995,male,Less important,0.22604,1060,5292,0.21477,0.23731
1995,male,Unimportant,0.04879,184,5292,0.04299,0.05460
1995,female,Very important,0.18068,1161,5832,0.17080,0.19056
1995,female,Important,0.50723,3096,5832,0.49440,0.52007
1995,female,Less important,0.24907,1308,5832,0.23797,0.26017
1995,female,Unimportant,0.06302,267,5832,0.05678,0.06925
2004,male,Very important,0.17956,1875,10282,0.17214,0.18698
2004,male,Important,0.53456,5549,10282,0.52492,0.54420
2004,male,Less important,0.24665,2515,10282,0.23832,0.25498
2004,male,Unimportant,0.03924,343,10282,0.03548,0.04299
2004,female,Very important,0.16537,1920,11124,0.15846,0.17227
2004,female,Important,0.50351,5774,11124,0.49422,0.51280
2004,female,Less important,0.27585,2953,11124,0.26754,0.28415
2004,female,Unimportant,0.05528,477,11124,0.05103,0.05953
2008,male,Very important,0.15863,1406,9151,0.15114,0.16612
2008,male,Important,0.51583,4801,9151,0.50559,0.52607
2008,male,Less important,0.27208,2506,9151,0.26296,0.28120
2008,male,Unimportant,0.05346,438,9151,0.04885,0.05807
2008,female,Very important,0.14876,1515,10029,0.14179,0.15572
2008,female,Important,0.49511,5063,10029,0.48533,0.50490
2008,female,Less important,0.28556,2883,10029,0.27672,0.29440
2008,female,Unimportant,0.07057,568,10029,0.06556,0.07558
2012,male,Very important,0.18323,2321,12475,0.17644,0.19002
2012,male,Important,0.53803,6811,12475,0.52928,0.54678
2012,male,Less important,0.24619,2968,12475,0.23863,0.25375
2012,male,Unimportant,0.03255,375,12475,0.02943,0.03566
2012,female,Very important,0.17650,2671,14988,0.17040,0.18260
2012,female,Important,0.50491,7940,14988,0.49691,0.51292
2012,female,Less important,0.26954,3844,14988,0.26244,0.27665
2012,female,Unimportant,0.04904,533,14988,0.04559,0.05250
2016,male,Very important,0.17999,1961,11045,0.17282,0.18715
2016,male,Important,0.54490,6051,11045,0.53561,0.55419
2016,male,Less important,0.24588,2726,11045,0.23785,0.25391
2016,male,Unimportant,0.02924,307,11045,0.02609,0.03238
2016,female,Very important,0.17180,2386,13080,0.16534,0.17827
2016,female,Important,0.50103,6740,13080,0.49246,0.50960
2016,female,Less important,0.28803,3540,13080,0.28027,0.29579
2016,female,Unimportant,0.03914,414,13080,0.03582,0.04246
2021,male,Very important,0.17023,1495,8021,0.16200,0.17845
2021,male,Important,0.54321,4296,8021,0.53230,0.55411
2021,male,Less important,0.25684,2036,8021,0.24727,0.26640
2021,male,Unimportant,0.02973,194,8021,0.02602,0.03345
2021,female,Very important,0.16768,1652,9030,0.15997,0.17538
2021,female,Important,0.51769,4710,9030,0.50738,0.52800
2021,female,Less important,0.27690,2409,9030,0.26767,0.28613
2021,female,Unimportant,0.03773,259,9030,0.03380,0.04167
