year,bula_h,quintil_oecd,profdev,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Berlin,2nd Quintile,No,0.97758,199,199,0.95696,0.99820
2014,Berlin,3rd Quintile,No,0.99448,173,173,0.98340,1.00555
2014,Berlin,4th Quintile,No,0.98445,185,185,0.96657,1.00233
2014,Berlin,5th Quintile,No,0.98940,199,199,0.97513,1.00366
2014,Brandenburg,1st Quintile,No,0.99545,281,281,0.98756,1.00333
2014,Brandenburg,2nd Quintile,No,0.99917,229,229,0.99542,1.00291
2014,Brandenburg,3rd Quintile,No,0.99536,209,209,0.98612,1.00460
2014,Brandenburg,4th Quintile,No,0.99798,174,174,0.99129,1.00467
2014,Brandenburg,5th Quintile,No,0.99709,118,118,0.98733,1.00685
2014,Mecklenburg-Western Pomerania,1st Quintile,No,0.99643,173,173,0.98752,1.00534
2014,Mecklenburg-Western Pomerania,2nd Quintile,No,0.99571,140,140,0.98485,1.00657
2014,Saxony,1st Quintile,No,0.99109,360,360,0.98137,1.00081
2014,Saxony,2nd Quintile,No,0.99373,414,414,0.98611,1.00134
2014,Saxony,3rd Quintile,No,0.98880,390,390,0.97835,0.99926
2014,Saxony,4th Quintile,No,0.97008,261,261,0.94938,0.99079
2014,Saxony,5th Quintile,No,0.99184,172,172,0.97835,1.00532
2014,Saxony-Anhalt,1st Quintile,No,0.98779,265,265,0.97454,1.00104
2014,Saxony-Anhalt,2nd Quintile,No,0.99619,238,238,0.98835,1.00403
2014,Saxony-Anhalt,3rd Quintile,No,0.99381,183,183,0.98242,1.00521
2014,Saxony-Anhalt,5th Quintile,No,0.99502,105,105,0.98150,1.00855
2014,Thuringa,2nd Quintile,No,0.99712,243,243,0.99037,1.00387
2014,Thuringa,3rd Quintile,No,0.99647,216,216,0.98853,1.00440
2014,Thuringa,5th Quintile,No,0.99547,119,119,0.98334,1.00759
2015,Schleswig-Holstein,1st Quintile,No,0.98002,216,216,0.96131,0.99872
2015,Schleswig-Holstein,2nd Quintile,No,0.99918,163,163,0.99479,1.00358
2015,Schleswig-Holstein,3rd Quintile,No,0.99861,178,178,0.99312,1.00410
2015,Schleswig-Holstein,4th Quintile,No,0.98380,173,173,0.96494,1.00267
2015,Schleswig-Holstein,5th Quintile,No,0.99892,138,138,0.99342,1.00442
2015,Hamburg,1st Quintile,No,0.99718,62,62,0.98386,1.01049
2015,Hamburg,2nd Quintile,No,0.99689,78,78,0.98445,1.00933
2015,Hamburg,5th Quintile,No,0.99770,118,118,0.98903,1.00638
2015,Lower Saxony,1st Quintile,No,0.97370,526,526,0.96001,0.98739
2015,Lower Saxony,2nd Quintile,No,0.97988,461,461,0.96705,0.99271
2015,Lower Saxony,3rd Quintile,No,0.98752,455,455,0.97730,0.99773
2015,Lower Saxony,4th Quintile,No,0.99449,491,491,0.98794,1.00104
2015,Lower Saxony,5th Quintile,No,0.99013,472,472,0.98120,0.99906
2015,Bremen,1st Quintile,No,0.97446,54,54,0.93198,1.01693
2015,Bremen,2nd Quintile,No,0.99600,42,42,0.97668,1.01532
2015,North Rhine-Westphalia,1st Quintile,No,0.97139,1177,1177,0.96186,0.98092
2015,North Rhine-Westphalia,2nd Quintile,No,0.99343,987,987,0.98839,0.99847
2015,North Rhine-Westphalia,3rd Quintile,No,0.96051,909,909,0.94784,0.97318
2015,North Rhine-Westphalia,4th Quintile,No,0.99215,970,970,0.98659,0.99770
2015,North Rhine-Westphalia,5th Quintile,No,0.99245,1066,1066,0.98726,0.99765
2015,Hesse,1st Quintile,No,0.98438,325,325,0.97087,0.99788
2015,Hesse,2nd Quintile,No,0.98211,284,284,0.96666,0.99755
2015,Hesse,3rd Quintile,No,0.99835,325,325,0.99393,1.00277
2015,Hesse,4th Quintile,No,0.99479,313,313,0.98680,1.00278
2015,Hesse,5th Quintile,No,0.98930,455,455,0.97984,0.99877
2015,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.99175,315,315,0.98175,1.00176
2015,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.99711,309,309,0.99111,1.00311
2015,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.99703,319,319,0.99105,1.00301
2015,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.99431,267,267,0.98527,1.00335
2015,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.94515,275,275,0.91819,0.97211
2015,Baden-Wuerttemberg,1st Quintile,No,0.98152,370,370,0.96778,0.99526
2015,Baden-Wuerttemberg,2nd Quintile,No,0.99549,518,518,0.98971,1.00126
2015,Baden-Wuerttemberg,3rd Quintile,No,0.98747,644,644,0.97888,0.99607
2015,Baden-Wuerttemberg,4th Quintile,No,0.99723,649,649,0.99319,1.00128
2015,Baden-Wuerttemberg,5th Quintile,No,0.99452,789,789,0.98937,0.99968
2015,Bavaria,1st Quintile,No,0.98864,599,599,0.98014,0.99713
2015,Bavaria,2nd Quintile,No,0.98040,803,803,0.97081,0.98999
2015,Bavaria,3rd Quintile,No,0.99934,752,752,0.99750,1.00118
2015,Bavaria,4th Quintile,No,0.98753,847,847,0.98005,0.99501
2015,Bavaria,5th Quintile,No,0.98884,1002,1002,0.98233,0.99535
2015,Berlin,1st Quintile,No,0.97971,206,206,0.96041,0.99901
2015,Berlin,2nd Quintile,No,0.99826,203,203,0.99250,1.00401
2015,Berlin,3rd Quintile,No,0.95274,136,136,0.91695,0.98854
2015,Berlin,4th Quintile,No,0.98423,171,171,0.96550,1.00296
2015,Berlin,5th Quintile,No,0.99758,186,186,0.99051,1.00466
2015,Brandenburg,1st Quintile,No,0.98769,258,258,0.97421,1.00117
2015,Brandenburg,2nd Quintile,No,0.99582,229,229,0.98745,1.00419
2015,Brandenburg,4th Quintile,No,0.99282,146,146,0.97908,1.00656
2015,Mecklenburg-Western Pomerania,1st Quintile,No,0.94649,131,131,0.90780,0.98518
2015,Mecklenburg-Western Pomerania,2nd Quintile,No,0.98405,178,178,0.96559,1.00251
2015,Mecklenburg-Western Pomerania,3rd Quintile,No,0.97810,109,109,0.95050,1.00570
2015,Saxony,1st Quintile,No,0.98581,322,322,0.97287,0.99875
2015,Saxony,2nd Quintile,No,0.99752,466,466,0.99300,1.00204
2015,Saxony,3rd Quintile,No,0.99955,300,300,0.99714,1.00196
2015,Saxony,4th Quintile,No,0.99182,257,257,0.98079,1.00285
2015,Saxony,5th Quintile,No,0.99728,153,153,0.98900,1.00556
2015,Saxony-Anhalt,1st Quintile,No,0.99625,255,255,0.98872,1.00377
2015,Saxony-Anhalt,3rd Quintile,No,0.99452,166,166,0.98326,1.00578
2015,Saxony-Anhalt,5th Quintile,No,0.99683,87,87,0.98496,1.00871
2015,Thuringa,1st Quintile,No,0.98819,219,219,0.97385,1.00253
2015,Thuringa,2nd Quintile,No,0.99366,253,253,0.98385,1.00346
2015,Thuringa,4th Quintile,No,0.96161,141,141,0.92978,0.99344
2016,Schleswig-Holstein,1st Quintile,No,0.99750,196,196,0.99049,1.00451
2016,Schleswig-Holstein,2nd Quintile,No,0.97447,163,163,0.95019,0.99876
2016,Schleswig-Holstein,3rd Quintile,No,0.99270,168,168,0.97979,1.00561
2016,Schleswig-Holstein,4th Quintile,No,0.99452,141,141,0.98230,1.00675
2016,Hamburg,1st Quintile,No,0.99416,75,75,0.97681,1.01152
2016,Hamburg,2nd Quintile,No,0.99941,77,77,0.99395,1.00487
2016,Hamburg,3rd Quintile,No,0.99477,58,58,0.97605,1.01350
2016,Hamburg,4th Quintile,No,0.98859,99,99,0.96757,1.00962
2016,Lower Saxony,1st Quintile,No,0.98925,550,550,0.98063,0.99788
2016,Lower Saxony,2nd Quintile,No,0.99116,421,421,0.98220,1.00011
2016,Lower Saxony,3rd Quintile,No,0.99096,426,426,0.98196,0.99996
2016,Lower Saxony,4th Quintile,No,0.98794,474,474,0.97811,0.99778
2016,Lower Saxony,5th Quintile,No,0.99077,473,473,0.98215,0.99940
2016,Bremen,1st Quintile,No,0.92428,67,67,0.86045,0.98810
2016,North Rhine-Westphalia,1st Quintile,No,0.98620,1140,1140,0.97942,0.99297
2016,North Rhine-Westphalia,2nd Quintile,No,0.99521,990,990,0.99090,0.99951
2016,North Rhine-Westphalia,3rd Quintile,No,0.98387,889,889,0.97559,0.99216
2016,North Rhine-Westphalia,4th Quintile,No,0.99579,939,939,0.99164,0.99993
2016,North Rhine-Westphalia,5th Quintile,No,0.98984,1046,1046,0.98376,0.99592
2016,Hesse,1st Quintile,No,0.99766,308,308,0.99226,1.00306
2016,Hesse,2nd Quintile,No,0.99958,295,295,0.99723,1.00193
2016,Hesse,3rd Quintile,No,0.99775,277,277,0.99215,1.00334
2016,Hesse,4th Quintile,No,0.97505,291,291,0.95709,0.99300
2016,Hesse,5th Quintile,No,0.98254,434,434,0.97021,0.99488
2016,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.99859,346,346,0.99462,1.00255
2016,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.98151,319,319,0.96670,0.99631
2016,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.97212,281,281,0.95283,0.99140
2016,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.99502,257,257,0.98640,1.00364
2016,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.98815,271,271,0.97524,1.00106
2016,Baden-Wuerttemberg,1st Quintile,No,0.98259,348,348,0.96883,0.99635
2016,Baden-Wuerttemberg,2nd Quintile,No,0.99322,515,515,0.98613,1.00031
2016,Baden-Wuerttemberg,3rd Quintile,No,0.97503,584,584,0.96237,0.98770
2016,Baden-Wuerttemberg,4th Quintile,No,0.99073,642,642,0.98331,0.99815
2016,Baden-Wuerttemberg,5th Quintile,No,0.98936,715,715,0.98184,0.99689
2016,Bavaria,1st Quintile,No,0.99602,561,561,0.99081,1.00123
2016,Bavaria,2nd Quintile,No,0.99282,816,816,0.98703,0.99862
2016,Bavaria,3rd Quintile,No,0.98699,738,738,0.97881,0.99517
2016,Bavaria,4th Quintile,No,0.98849,815,815,0.98116,0.99582
2016,Bavaria,5th Quintile,No,0.98514,931,931,0.97736,0.99292
2016,Berlin,1st Quintile,No,0.99158,218,218,0.97941,1.00374
2016,Berlin,2nd Quintile,No,0.97272,164,164,0.94771,0.99773
2016,Berlin,3rd Quintile,No,0.97874,156,156,0.95603,1.00145
2016,Berlin,4th Quintile,No,0.98237,185,185,0.96335,1.00139
2016,Brandenburg,1st Quintile,No,0.97502,222,222,0.95445,0.99560
2016,Brandenburg,2nd Quintile,No,0.99806,255,255,0.99265,1.00347
2016,Brandenburg,3rd Quintile,No,0.99049,206,206,0.97721,1.00378
2016,Brandenburg,4th Quintile,No,0.99431,130,130,0.98133,1.00729
2016,Brandenburg,5th Quintile,No,0.99702,118,118,0.98715,1.00690
2016,Mecklenburg-Western Pomerania,2nd Quintile,No,0.98138,129,129,0.95796,1.00480
2016,Mecklenburg-Western Pomerania,5th Quintile,No,0.97112,55,55,0.92645,1.01579
2016,Saxony,1st Quintile,No,0.97447,323,323,0.95725,0.99170
2016,Saxony,2nd Quintile,No,0.99552,407,407,0.98903,1.00202
2016,Saxony,3rd Quintile,No,0.99297,325,325,0.98388,1.00207
2016,Saxony,4th Quintile,No,0.99505,226,226,0.98588,1.00422
2016,Saxony,5th Quintile,No,0.99742,147,147,0.98918,1.00565
2016,Saxony-Anhalt,1st Quintile,No,0.99277,253,253,0.98232,1.00323
2016,Saxony-Anhalt,2nd Quintile,No,0.99760,211,211,0.99097,1.00422
2016,Saxony-Anhalt,3rd Quintile,No,0.98592,155,155,0.96731,1.00453
2016,Saxony-Anhalt,5th Quintile,No,0.97894,77,77,0.94666,1.01122
2016,Thuringa,1st Quintile,No,0.99424,214,214,0.98408,1.00440
2016,Thuringa,2nd Quintile,No,0.99633,246,246,0.98876,1.00390
2016,Thuringa,4th Quintile,No,0.97425,155,155,0.94924,0.99927
2017,Schleswig-Holstein,1st Quintile,No,0.98206,277,277,0.96640,0.99772
2017,Schleswig-Holstein,3rd Quintile,No,0.99443,180,180,0.98354,1.00533
2017,Schleswig-Holstein,4th Quintile,No,0.98740,145,145,0.96918,1.00562
2017,Schleswig-Holstein,5th Quintile,No,0.98681,125,125,0.96673,1.00689
2017,Hamburg,1st Quintile,No,0.99692,89,89,0.98535,1.00850
2017,Hamburg,2nd Quintile,No,0.99753,57,57,0.98452,1.01053
2017,Lower Saxony,1st Quintile,No,0.99041,670,670,0.98303,0.99780
2017,Lower Saxony,2nd Quintile,No,0.99215,462,462,0.98410,1.00021
2017,Lower Saxony,3rd Quintile,No,0.98947,398,398,0.97942,0.99951
2017,Lower Saxony,4th Quintile,No,0.99579,429,429,0.98965,1.00192
2017,Lower Saxony,5th Quintile,No,0.98295,419,419,0.97054,0.99536
2017,Bremen,1st Quintile,No,0.91749,71,71,0.85303,0.98194
2017,Bremen,5th Quintile,No,0.90141,37,37,0.80403,0.99879
2017,North Rhine-Westphalia,1st Quintile,No,0.98400,1371,1371,0.97735,0.99064
2017,North Rhine-Westphalia,2nd Quintile,No,0.99484,936,936,0.99025,0.99943
2017,North Rhine-Westphalia,3rd Quintile,No,0.99411,841,841,0.98894,0.99929
2017,North Rhine-Westphalia,4th Quintile,No,0.98474,874,874,0.97661,0.99287
2017,North Rhine-Westphalia,5th Quintile,No,0.98613,986,986,0.97883,0.99344
2017,Hesse,1st Quintile,No,0.98476,476,476,0.97374,0.99578
2017,Hesse,2nd Quintile,No,0.99903,261,261,0.99523,1.00282
2017,Hesse,3rd Quintile,No,0.99310,286,286,0.98349,1.00271
2017,Hesse,4th Quintile,No,0.99902,302,302,0.99548,1.00256
2017,Hesse,5th Quintile,No,0.99931,388,388,0.99670,1.00192
2017,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.99643,379,379,0.99042,1.00244
2017,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.99977,341,341,0.99815,1.00139
2017,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.99478,256,256,0.98593,1.00362
2017,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.99105,244,244,0.97920,1.00289
2017,Baden-Wuerttemberg,1st Quintile,No,0.99169,557,557,0.98415,0.99924
2017,Baden-Wuerttemberg,2nd Quintile,No,0.99818,446,446,0.99423,1.00214
2017,Baden-Wuerttemberg,3rd Quintile,No,0.99322,521,521,0.98617,1.00028
2017,Baden-Wuerttemberg,4th Quintile,No,0.99172,630,630,0.98463,0.99880
2017,Baden-Wuerttemberg,5th Quintile,No,0.98142,703,703,0.97143,0.99141
2017,Bavaria,1st Quintile,No,0.98722,658,658,0.97864,0.99581
2017,Bavaria,2nd Quintile,No,0.99100,769,769,0.98431,0.99768
2017,Bavaria,3rd Quintile,No,0.98410,731,731,0.97503,0.99318
2017,Bavaria,4th Quintile,No,0.98662,780,780,0.97856,0.99469
2017,Bavaria,5th Quintile,No,0.99076,816,816,0.98419,0.99733
2017,Berlin,1st Quintile,No,0.99339,260,260,0.98353,1.00326
2017,Berlin,4th Quintile,No,0.99560,157,157,0.98521,1.00599
2017,Berlin,5th Quintile,No,0.99260,172,172,0.97976,1.00545
2017,Brandenburg,1st Quintile,No,0.99151,276,276,0.98067,1.00236
2017,Brandenburg,2nd Quintile,No,0.99661,233,233,0.98912,1.00409
2017,Brandenburg,3rd Quintile,No,0.99583,213,213,0.98715,1.00450
2017,Brandenburg,4th Quintile,No,0.99254,115,115,0.97675,1.00834
2017,Brandenburg,5th Quintile,No,0.97691,101,101,0.94748,1.00635
2017,Mecklenburg-Western Pomerania,1st Quintile,No,0.99812,158,158,0.99134,1.00490
2017,Mecklenburg-Western Pomerania,2nd Quintile,No,0.99610,133,133,0.98547,1.00673
2017,Mecklenburg-Western Pomerania,4th Quintile,No,0.96358,57,57,0.91452,1.01265
2017,Saxony,1st Quintile,No,0.98294,369,369,0.96972,0.99617
2017,Saxony,2nd Quintile,No,0.99730,375,375,0.99204,1.00256
2017,Saxony,3rd Quintile,No,0.97808,311,311,0.96178,0.99438
2017,Saxony,4th Quintile,No,0.99456,226,226,0.98494,1.00417
2017,Saxony,5th Quintile,No,0.99778,147,147,0.99014,1.00542
2017,Saxony-Anhalt,1st Quintile,No,0.99734,285,285,0.99136,1.00333
2017,Saxony-Anhalt,2nd Quintile,No,0.99694,185,185,0.98896,1.00492
2017,Saxony-Anhalt,4th Quintile,No,0.99715,116,116,0.98741,1.00689
2017,Thuringa,1st Quintile,No,0.98882,207,207,0.97447,1.00318
2017,Thuringa,2nd Quintile,No,0.99339,265,265,0.98362,1.00317
2017,Thuringa,3rd Quintile,No,0.96541,159,159,0.93691,0.99390
2017,Thuringa,4th Quintile,No,0.99125,129,129,0.97511,1.00738
2018,Schleswig-Holstein,1st Quintile,No,0.99825,287,287,0.99341,1.00309
2018,Schleswig-Holstein,2nd Quintile,No,0.99901,231,231,0.99496,1.00307
2018,Schleswig-Holstein,4th Quintile,No,0.99353,151,151,0.98070,1.00636
2018,Hamburg,1st Quintile,No,0.99541,109,109,0.98266,1.00816
2018,Hamburg,2nd Quintile,No,0.98466,74,74,0.95648,1.01285
2018,Hamburg,3rd Quintile,No,0.96742,85,85,0.92945,1.00539
2018,Hamburg,5th Quintile,No,0.99628,111,111,0.98489,1.00766
2018,Lower Saxony,1st Quintile,No,0.99706,811,811,0.99333,1.00079
2018,Lower Saxony,2nd Quintile,No,0.98936,491,491,0.98028,0.99845
2018,Lower Saxony,3rd Quintile,No,0.99322,485,485,0.98591,1.00053
2018,Lower Saxony,4th Quintile,No,0.99675,459,459,0.99154,1.00196
2018,Lower Saxony,5th Quintile,No,0.99412,523,523,0.98756,1.00068
2018,Bremen,1st Quintile,No,0.94614,108,108,0.90336,0.98891
2018,Bremen,5th Quintile,No,0.96025,49,49,0.90499,1.01552
2018,North Rhine-Westphalia,1st Quintile,Yes,0.02230,34,1588,0.01503,0.02956
2018,North Rhine-Westphalia,1st Quintile,No,0.97770,1554,1588,0.97044,0.98497
2018,North Rhine-Westphalia,2nd Quintile,No,0.98448,1086,1086,0.97712,0.99183
2018,North Rhine-Westphalia,3rd Quintile,No,0.99040,1009,1009,0.98438,0.99642
2018,North Rhine-Westphalia,4th Quintile,No,0.98626,975,975,0.97895,0.99357
2018,North Rhine-Westphalia,5th Quintile,No,0.99548,1075,1075,0.99147,0.99949
2018,Hesse,1st Quintile,No,0.99872,551,551,0.99573,1.00171
2018,Hesse,2nd Quintile,No,0.99368,299,299,0.98468,1.00268
2018,Hesse,3rd Quintile,No,0.99266,306,306,0.98309,1.00224
2018,Hesse,4th Quintile,No,0.98244,328,328,0.96821,0.99668
2018,Hesse,5th Quintile,No,0.97256,425,425,0.95701,0.98811
2018,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.99904,461,461,0.99621,1.00187
2018,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.98407,272,272,0.96916,0.99898
2018,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.99941,287,287,0.99658,1.00223
2018,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.99234,254,254,0.98160,1.00308
2018,Baden-Wuerttemberg,1st Quintile,No,0.99780,588,588,0.99401,1.00159
2018,Baden-Wuerttemberg,2nd Quintile,No,0.99827,507,507,0.99465,1.00189
2018,Baden-Wuerttemberg,3rd Quintile,No,0.99705,543,543,0.99248,1.00161
2018,Baden-Wuerttemberg,4th Quintile,No,0.99437,641,641,0.98857,1.00017
2018,Baden-Wuerttemberg,5th Quintile,No,0.99413,743,743,0.98863,0.99963
2018,Bavaria,1st Quintile,No,0.98923,785,785,0.98201,0.99646
2018,Bavaria,2nd Quintile,No,0.98500,717,717,0.97609,0.99390
2018,Bavaria,3rd Quintile,No,0.98431,713,713,0.97519,0.99344
2018,Bavaria,4th Quintile,No,0.99530,840,840,0.99067,0.99993
2018,Bavaria,5th Quintile,No,0.98299,972,972,0.97485,0.99112
2018,Berlin,1st Quintile,No,0.98540,319,319,0.97222,0.99859
2018,Berlin,2nd Quintile,No,0.97614,175,175,0.95346,0.99881
2018,Berlin,3rd Quintile,No,0.98853,139,139,0.97077,1.00630
2018,Berlin,4th Quintile,No,0.99922,175,175,0.99506,1.00337
2018,Berlin,5th Quintile,No,0.99797,182,182,0.99142,1.00453
2018,Brandenburg,1st Quintile,No,0.99947,309,309,0.99691,1.00204
2018,Brandenburg,2nd Quintile,No,0.99540,247,247,0.98695,1.00386
2018,Brandenburg,3rd Quintile,No,0.99967,211,211,0.99719,1.00214
2018,Mecklenburg-Western Pomerania,1st Quintile,No,0.99819,208,208,0.99239,1.00398
2018,Mecklenburg-Western Pomerania,2nd Quintile,No,0.96489,162,162,0.93646,0.99332
2018,Mecklenburg-Western Pomerania,4th Quintile,No,0.99968,78,78,0.99568,1.00368
2018,Mecklenburg-Western Pomerania,5th Quintile,No,0.98392,58,58,0.95127,1.01657
2018,Saxony,1st Quintile,No,0.97341,396,396,0.95754,0.98927
2018,Saxony,2nd Quintile,No,0.99324,482,482,0.98591,1.00056
2018,Saxony,3rd Quintile,No,0.99647,351,351,0.99026,1.00268
2018,Saxony,5th Quintile,No,0.99515,169,169,0.98465,1.00566
2018,Saxony-Anhalt,1st Quintile,No,0.99604,319,319,0.98914,1.00294
2018,Saxony-Anhalt,2nd Quintile,No,0.99994,201,201,0.99886,1.00102
2018,Saxony-Anhalt,3rd Quintile,No,0.99296,170,170,0.98035,1.00557
2018,Saxony-Anhalt,4th Quintile,No,0.99903,124,124,0.99352,1.00454
2018,Saxony-Anhalt,5th Quintile,No,0.99783,97,97,0.98851,1.00714
2018,Thuringa,1st Quintile,No,0.98197,262,262,0.96582,0.99811
2018,Thuringa,2nd Quintile,No,0.99769,251,251,0.99174,1.00364
2018,Thuringa,3rd Quintile,No,0.99053,195,195,0.97690,1.00416
2019,Schleswig-Holstein,1st Quintile,No,0.95977,305,305,0.93768,0.98186
2019,Schleswig-Holstein,3rd Quintile,No,0.97775,168,168,0.95538,1.00012
2019,Schleswig-Holstein,5th Quintile,No,0.99385,154,154,0.98147,1.00624
2019,Hamburg,1st Quintile,No,0.99733,146,146,0.98892,1.00573
2019,Hamburg,3rd Quintile,No,0.98421,74,74,0.95561,1.01281
2019,Hamburg,4th Quintile,No,0.99505,98,98,0.98109,1.00902
2019,Lower Saxony,1st Quintile,No,0.99619,749,749,0.99178,1.00061
2019,Lower Saxony,2nd Quintile,No,0.99450,472,472,0.98782,1.00118
2019,Lower Saxony,3rd Quintile,No,0.99227,431,431,0.98400,1.00055
2019,Lower Saxony,4th Quintile,No,0.99549,457,457,0.98934,1.00164
2019,Lower Saxony,5th Quintile,No,0.99264,484,484,0.98502,1.00026
2019,Bremen,1st Quintile,No,0.86335,103,103,0.79669,0.93001
2019,Bremen,2nd Quintile,No,0.99538,52,52,0.97676,1.01399
2019,Bremen,4th Quintile,No,0.94655,40,40,0.87596,1.01715
2019,Bremen,5th Quintile,No,0.94323,38,38,0.86867,1.01779
2019,North Rhine-Westphalia,1st Quintile,No,0.98648,1624,1624,0.98086,0.99210
2019,North Rhine-Westphalia,2nd Quintile,No,0.98676,1037,1037,0.97980,0.99372
2019,North Rhine-Westphalia,3rd Quintile,No,0.99050,847,847,0.98396,0.99703
2019,North Rhine-Westphalia,4th Quintile,No,0.99088,898,898,0.98466,0.99710
2019,North Rhine-Westphalia,5th Quintile,No,0.99748,1041,1041,0.99443,1.00053
2019,Hesse,1st Quintile,No,0.99970,499,499,0.99818,1.00122
2019,Hesse,2nd Quintile,No,0.99484,245,245,0.98585,1.00383
2019,Hesse,3rd Quintile,No,0.99459,272,272,0.98586,1.00332
2019,Hesse,4th Quintile,No,0.99452,276,276,0.98579,1.00325
2019,Hesse,5th Quintile,No,0.97365,403,403,0.95800,0.98931
2019,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.99140,438,438,0.98275,1.00006
2019,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.99538,299,299,0.98769,1.00308
2019,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.99245,237,237,0.98141,1.00349
2019,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.98772,231,231,0.97349,1.00195
2019,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.98953,258,258,0.97708,1.00197
2019,Baden-Wuerttemberg,1st Quintile,No,0.99892,617,617,0.99633,1.00151
2019,Baden-Wuerttemberg,2nd Quintile,No,0.99297,415,415,0.98493,1.00102
2019,Baden-Wuerttemberg,3rd Quintile,No,0.99703,494,494,0.99223,1.00183
