year,bula_h,regtyp,profdev,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Schleswig-Holstein,Urban regions,No,0.99545,273,273,0.98745,1.00345
2014,Schleswig-Holstein,Rural regions,No,0.97482,640,640,0.96267,0.98697
2014,Hamburg,Urban regions,No,0.99854,444,444,0.99498,1.00210
2014,Lower Saxony,Urban regions,No,0.99354,1059,1059,0.98872,0.99837
2014,Lower Saxony,Rural regions,No,0.98950,1512,1512,0.98436,0.99464
2014,Bremen,Urban regions,No,0.99621,209,209,0.98785,1.00456
2014,North Rhine-Westphalia,Urban regions,Yes,0.01158,71,5521,0.00875,0.01440
2014,North Rhine-Westphalia,Urban regions,No,0.98842,5450,5521,0.98560,0.99125
2014,Hesse,Urban regions,No,0.99187,1531,1531,0.98737,0.99637
2014,Hesse,Rural regions,No,0.94317,326,326,0.91800,0.96834
2014,"Rhineland-Palatinate, Saarland",Urban regions,No,0.98801,1183,1183,0.98180,0.99421
2014,"Rhineland-Palatinate, Saarland",Rural regions,No,0.97865,386,386,0.96421,0.99309
2014,Baden-Wuerttemberg,Urban regions,No,0.98998,2840,2840,0.98631,0.99364
2014,Baden-Wuerttemberg,Rural regions,No,0.99646,349,349,0.99022,1.00270
2014,Bavaria,Urban regions,Yes,0.01812,32,2018,0.01230,0.02394
2014,Bavaria,Urban regions,No,0.98188,1986,2018,0.97606,0.98770
2014,Bavaria,Rural regions,Yes,0.01241,31,2385,0.00797,0.01686
2014,Bavaria,Rural regions,No,0.98759,2354,2385,0.98314,0.99203
2014,Berlin,Urban regions,No,0.98467,975,975,0.97695,0.99239
2014,Brandenburg,Rural regions,No,0.99663,926,926,0.99289,1.00036
2014,Mecklenburg-Western Pomerania,Rural regions,No,0.99748,489,489,0.99304,1.00193
2014,Saxony,Urban regions,No,0.97577,823,823,0.96526,0.98628
2014,Saxony,Rural regions,No,0.99903,774,774,0.99684,1.00122
2014,Saxony-Anhalt,Urban regions,No,0.99062,218,218,0.97779,1.00345
2014,Saxony-Anhalt,Rural regions,No,0.99474,738,738,0.98952,0.99996
2014,Thuringa,Urban regions,No,0.99983,304,304,0.99837,1.00129
2014,Thuringa,Rural regions,No,0.99739,684,684,0.99357,1.00122
2015,Schleswig-Holstein,Urban regions,No,0.99154,242,242,0.97998,1.00310
2015,Schleswig-Holstein,Rural regions,No,0.99309,652,652,0.98672,0.99945
2015,Hamburg,Urban regions,No,0.99862,460,460,0.99521,1.00202
2015,Lower Saxony,Urban regions,No,0.99328,1047,1047,0.98833,0.99823
2015,Lower Saxony,Rural regions,No,0.98147,1539,1539,0.97473,0.98821
2015,Bremen,Urban regions,No,0.93683,181,181,0.90129,0.97237
2015,North Rhine-Westphalia,Urban regions,Yes,0.01665,76,5469,0.01326,0.02005
2015,North Rhine-Westphalia,Urban regions,No,0.98335,5393,5469,0.97995,0.98674
2015,North Rhine-Westphalia,Rural regions,No,0.94428,105,105,0.90019,0.98837
2015,Hesse,Urban regions,No,0.99347,1513,1513,0.98940,0.99753
2015,Hesse,Rural regions,No,0.97786,352,352,0.96247,0.99325
2015,"Rhineland-Palatinate, Saarland",Urban regions,No,0.98713,1160,1160,0.98065,0.99362
2015,"Rhineland-Palatinate, Saarland",Rural regions,No,0.98260,436,436,0.97032,0.99489
2015,Baden-Wuerttemberg,Urban regions,No,0.99152,2852,2852,0.98815,0.99488
2015,Bavaria,Urban regions,No,0.98305,2016,2016,0.97742,0.98869
2015,Bavaria,Rural regions,No,0.99481,2324,2324,0.99188,0.99773
2015,Berlin,Urban regions,No,0.98259,974,974,0.97437,0.99081
2015,Brandenburg,Urban regions,No,0.99451,75,75,0.97768,1.01134
2015,Brandenburg,Rural regions,No,0.99470,922,922,0.99000,0.99939
2015,Mecklenburg-Western Pomerania,Urban regions,No,0.97678,66,66,0.94016,1.01339
2015,Mecklenburg-Western Pomerania,Rural regions,No,0.97729,480,480,0.96395,0.99063
2015,Saxony,Urban regions,No,0.99407,818,818,0.98880,0.99933
2015,Saxony,Rural regions,No,0.99518,702,702,0.99005,1.00031
2015,Saxony-Anhalt,Urban regions,No,0.99864,206,206,0.99359,1.00369
2015,Saxony-Anhalt,Rural regions,No,0.99724,684,684,0.99330,1.00117
2015,Thuringa,Urban regions,No,0.99339,301,301,0.98423,1.00256
2015,Thuringa,Rural regions,No,0.98801,662,662,0.97972,0.99631
2016,Schleswig-Holstein,Urban regions,No,0.99762,350,350,0.99252,1.00273
2016,Schleswig-Holstein,Rural regions,No,0.98941,624,624,0.98137,0.99745
2016,Hamburg,Urban regions,No,0.99526,458,458,0.98896,1.00156
2016,Lower Saxony,Urban regions,No,0.99237,1156,1156,0.98735,0.99739
2016,Lower Saxony,Rural regions,No,0.98828,1518,1518,0.98287,0.99370
2016,Bremen,Urban regions,No,0.92876,223,223,0.89492,0.96259
2016,North Rhine-Westphalia,Urban regions,Yes,0.00900,64,5582,0.00652,0.01148
2016,North Rhine-Westphalia,Urban regions,No,0.99100,5518,5582,0.98852,0.99348
2016,North Rhine-Westphalia,Rural regions,No,0.96025,137,137,0.92742,0.99309
2016,Hesse,Urban regions,No,0.98724,1482,1482,0.98153,0.99296
2016,Hesse,Rural regions,No,0.99686,344,344,0.99093,1.00278
2016,"Rhineland-Palatinate, Saarland",Urban regions,No,0.98346,1289,1289,0.97650,0.99043
2016,"Rhineland-Palatinate, Saarland",Rural regions,No,0.99794,441,441,0.99371,1.00218
2016,Baden-Wuerttemberg,Urban regions,Yes,0.01453,45,2817,0.01011,0.01895
2016,Baden-Wuerttemberg,Urban regions,No,0.98547,2772,2817,0.98105,0.98989
2016,Baden-Wuerttemberg,Rural regions,No,0.99662,372,372,0.99072,1.00253
2016,Bavaria,Urban regions,No,0.98330,1877,1877,0.97750,0.98910
2016,Bavaria,Rural regions,No,0.99500,2308,2308,0.99212,0.99788
2016,Berlin,Urban regions,No,0.98501,999,999,0.97747,0.99255
2016,Brandenburg,Urban regions,No,0.96870,70,70,0.92761,1.00979
2016,Brandenburg,Rural regions,No,0.99281,967,967,0.98749,0.99814
2016,Mecklenburg-Western Pomerania,Rural regions,No,0.99193,502,502,0.98410,0.99977
2016,Saxony,Urban regions,No,0.98921,843,843,0.98223,0.99619
2016,Saxony,Rural regions,No,0.99196,714,714,0.98541,0.99852
2016,Saxony-Anhalt,Urban regions,No,0.98436,223,223,0.96804,1.00068
2016,Saxony-Anhalt,Rural regions,No,0.99469,680,680,0.98923,1.00016
2016,Thuringa,Urban regions,No,0.99054,291,291,0.97941,1.00168
2016,Thuringa,Rural regions,No,0.99375,682,682,0.98783,0.99967
2017,Schleswig-Holstein,Urban regions,No,0.98918,431,431,0.97939,0.99896
2017,Schleswig-Holstein,Rural regions,No,0.99097,738,738,0.98414,0.99780
2017,Hamburg,Urban regions,No,0.99918,531,531,0.99674,1.00162
2017,Lower Saxony,Urban regions,No,0.98522,1315,1315,0.97869,0.99174
2017,Lower Saxony,Rural regions,Yes,0.01475,32,1880,0.00930,0.02020
2017,Lower Saxony,Rural regions,No,0.98525,1848,1880,0.97980,0.99070
2017,Bremen,Urban regions,No,0.95676,279,279,0.93285,0.98067
2017,North Rhine-Westphalia,Urban regions,Yes,0.01167,95,6333,0.00902,0.01431
2017,North Rhine-Westphalia,Urban regions,No,0.98833,6238,6333,0.98569,0.99098
2017,Hesse,Urban regions,No,0.98823,1695,1695,0.98309,0.99336
2017,Hesse,Rural regions,No,0.99911,438,438,0.99630,1.00191
2017,"Rhineland-Palatinate, Saarland",Urban regions,No,0.99540,1316,1316,0.99174,0.99905
2017,"Rhineland-Palatinate, Saarland",Rural regions,No,0.99856,459,459,0.99509,1.00203
2017,Baden-Wuerttemberg,Urban regions,Yes,0.01157,41,3076,0.00779,0.01535
2017,Baden-Wuerttemberg,Urban regions,No,0.98843,3035,3076,0.98465,0.99221
2017,Baden-Wuerttemberg,Rural regions,No,0.98900,395,395,0.97870,0.99930
2017,Bavaria,Urban regions,No,0.98611,2040,2040,0.98103,0.99119
2017,Bavaria,Rural regions,Yes,0.01022,34,2554,0.00631,0.01412
2017,Bavaria,Rural regions,No,0.98978,2520,2554,0.98588,0.99369
2017,Berlin,Urban regions,No,0.99582,1082,1082,0.99197,0.99966
2017,Brandenburg,Urban regions,No,0.99418,94,94,0.97873,1.00964
2017,Brandenburg,Rural regions,No,0.99301,1059,1059,0.98798,0.99803
2017,Mecklenburg-Western Pomerania,Urban regions,No,0.99575,85,85,0.98184,1.00966
2017,Mecklenburg-Western Pomerania,Rural regions,No,0.99613,529,529,0.99083,1.00143
2017,Saxony,Urban regions,No,0.98623,984,984,0.97894,0.99351
2017,Saxony,Rural regions,No,0.99340,796,796,0.98778,0.99903
2017,Saxony-Anhalt,Urban regions,No,0.99370,224,224,0.98332,1.00409
2017,Saxony-Anhalt,Rural regions,No,0.99714,798,798,0.99344,1.00085
2017,Thuringa,Urban regions,No,0.96726,320,320,0.94773,0.98679
2017,Thuringa,Rural regions,No,0.99328,744,744,0.98740,0.99915
2018,Schleswig-Holstein,Urban regions,No,0.99750,429,429,0.99277,1.00223
2018,Schleswig-Holstein,Rural regions,No,0.99844,651,651,0.99541,1.00147
2018,Hamburg,Urban regions,No,0.98594,531,531,0.97591,0.99596
2018,Lower Saxony,Urban regions,No,0.99435,1286,1286,0.99025,0.99845
2018,Lower Saxony,Rural regions,No,0.99427,1721,1721,0.99070,0.99784
2018,Bremen,Urban regions,No,0.96995,291,291,0.95030,0.98960
2018,North Rhine-Westphalia,Urban regions,Yes,0.01332,89,6118,0.01045,0.01619
2018,North Rhine-Westphalia,Urban regions,No,0.98668,6029,6118,0.98381,0.98955
2018,Hesse,Urban regions,No,0.98572,1649,1649,0.97999,0.99145
2018,Hesse,Rural regions,No,0.98960,422,422,0.97991,0.99929
2018,"Rhineland-Palatinate, Saarland",Urban regions,No,0.99321,1277,1277,0.98871,0.99772
2018,"Rhineland-Palatinate, Saarland",Rural regions,No,0.99794,425,425,0.99363,1.00226
2018,Baden-Wuerttemberg,Urban regions,No,0.99538,2778,2778,0.99286,0.99791
2018,Baden-Wuerttemberg,Rural regions,No,0.99874,351,351,0.99503,1.00246
2018,Bavaria,Urban regions,No,0.98168,1921,1921,0.97568,0.98768
2018,Bavaria,Rural regions,Yes,0.00755,34,2388,0.00407,0.01102
2018,Bavaria,Rural regions,No,0.99245,2354,2388,0.98898,0.99593
2018,Berlin,Urban regions,No,0.98777,1114,1114,0.98131,0.99423
2018,Brandenburg,Urban regions,No,0.99925,103,103,0.99394,1.00456
2018,Brandenburg,Rural regions,No,0.99816,1022,1022,0.99553,1.00079
2018,Mecklenburg-Western Pomerania,Urban regions,No,0.99444,100,100,0.97980,1.00909
2018,Mecklenburg-Western Pomerania,Rural regions,No,0.98830,545,545,0.97927,0.99734
2018,Saxony,Urban regions,No,0.99127,946,946,0.98534,0.99720
2018,Saxony,Rural regions,No,0.99168,772,772,0.98526,0.99809
2018,Saxony-Anhalt,Urban regions,No,0.99227,220,220,0.98068,1.00387
2018,Saxony-Anhalt,Rural regions,No,0.99808,767,767,0.99498,1.00118
2018,Thuringa,Urban regions,No,0.98915,334,334,0.97803,1.00028
2018,Thuringa,Rural regions,No,0.98961,691,691,0.98204,0.99717
2019,Schleswig-Holstein,Urban regions,No,0.99151,479,479,0.98328,0.99973
2019,Schleswig-Holstein,Rural regions,No,0.98569,644,644,0.97651,0.99487
2019,Hamburg,Urban regions,No,0.99507,559,559,0.98926,1.00088
2019,Lower Saxony,No answer / don't know,No,0.98426,35,35,0.94243,1.02610
2019,Lower Saxony,Urban regions,No,0.99636,1209,1209,0.99296,0.99975
2019,Lower Saxony,Rural regions,No,0.99281,1663,1663,0.98875,0.99687
2019,Bremen,Urban regions,No,0.94790,277,277,0.92168,0.97412
2019,North Rhine-Westphalia,No answer / don't know,No,0.98871,116,116,0.96941,1.00802
2019,North Rhine-Westphalia,Urban regions,Yes,0.00938,66,6003,0.00694,0.01182
2019,North Rhine-Westphalia,Urban regions,No,0.99062,5937,6003,0.98818,0.99306
2019,North Rhine-Westphalia,Rural regions,No,0.98795,129,129,0.96904,1.00685
2019,Hesse,No answer / don't know,No,0.95906,52,52,0.90467,1.01344
2019,Hesse,Urban regions,No,0.98858,1550,1550,0.98329,0.99387
2019,Hesse,Rural regions,No,0.99892,379,379,0.99560,1.00223
2019,"Rhineland-Palatinate, Saarland",Urban regions,No,0.98945,1232,1232,0.98375,0.99516
2019,"Rhineland-Palatinate, Saarland",Rural regions,No,0.99800,388,388,0.99355,1.00245
2019,Baden-Wuerttemberg,No answer / don't know,No,0.96523,50,50,0.91393,1.01652
2019,Baden-Wuerttemberg,Urban regions,No,0.99371,2785,2785,0.99077,0.99665
2019,Baden-Wuerttemberg,Rural regions,No,0.99873,323,323,0.99484,1.00262
2019,Bavaria,No answer / don't know,No,0.97447,81,81,0.93990,1.00903
2019,Bavaria,Urban regions,No,0.98210,1862,1862,0.97608,0.98813
2019,Bavaria,Rural regions,No,0.99153,2325,2325,0.98780,0.99526
2019,Berlin,Urban regions,No,0.98076,1041,1041,0.97242,0.98911
2019,Brandenburg,Rural regions,No,0.99751,1083,1083,0.99454,1.00048
2019,Mecklenburg-Western Pomerania,Rural regions,No,0.99134,534,534,0.98347,0.99920
2019,Saxony,Urban regions,No,0.98870,919,919,0.98186,0.99554
2019,Saxony,Rural regions,No,0.98792,760,760,0.98015,0.99569
2019,Saxony-Anhalt,Urban regions,No,0.99609,241,241,0.98819,1.00399
2019,Saxony-Anhalt,Rural regions,No,0.99808,725,725,0.99488,1.00127
2019,Thuringa,Urban regions,No,0.99964,322,322,0.99755,1.00172
2019,Thuringa,Rural regions,No,0.99493,658,658,0.98950,1.00036
2020,Schleswig-Holstein,Urban regions,No,0.99947,416,416,0.99724,1.00169
2020,Schleswig-Holstein,Rural regions,No,0.98867,642,642,0.98048,0.99686
2020,Hamburg,Urban regions,No,0.99184,600,600,0.98463,0.99904
2020,Lower Saxony,Urban regions,No,0.99449,1231,1231,0.99035,0.99863
2020,Lower Saxony,Rural regions,No,0.99284,1632,1632,0.98875,0.99693
2020,Bremen,Urban regions,No,0.96765,308,308,0.94786,0.98744
2020,North Rhine-Westphalia,Urban regions,Yes,0.01060,72,6460,0.00810,0.01310
2020,North Rhine-Westphalia,Urban regions,No,0.98940,6388,6460,0.98690,0.99190
2020,Hesse,Urban regions,No,0.99008,1703,1703,0.98537,0.99479
2020,Hesse,Rural regions,No,0.97627,359,359,0.96050,0.99204
2020,"Rhineland-Palatinate, Saarland",Urban regions,No,0.99313,1189,1189,0.98844,0.99783
2020,"Rhineland-Palatinate, Saarland",Rural regions,No,0.99525,380,380,0.98832,1.00217
2020,Baden-Wuerttemberg,Urban regions,No,0.99310,2793,2793,0.99003,0.99617
2020,Baden-Wuerttemberg,Rural regions,No,0.98476,375,375,0.97235,0.99718
2020,Bavaria,Urban regions,No,0.99139,2083,2083,0.98742,0.99536
2020,Bavaria,Rural regions,No,0.99377,2271,2271,0.99053,0.99701
2020,Berlin,Urban regions,No,0.98444,1351,1351,0.97784,0.99105
2020,Brandenburg,Urban regions,No,0.99725,101,101,0.98697,1.00752
2020,Brandenburg,Rural regions,No,0.99538,1046,1046,0.99126,0.99949
2020,Mecklenburg-Western Pomerania,Urban regions,No,0.99855,92,92,0.99072,1.00638
2020,Mecklenburg-Western Pomerania,Rural regions,No,0.99562,441,441,0.98944,1.00179
2020,Saxony,Urban regions,No,0.99022,911,911,0.98383,0.99662
2020,Saxony,Rural regions,No,0.99774,754,754,0.99435,1.00113
2020,Saxony-Anhalt,Urban regions,No,0.95063,241,241,0.92322,0.97804
2020,Saxony-Anhalt,Rural regions,No,0.99452,718,718,0.98912,0.99992
2020,Thuringa,Urban regions,No,0.98535,326,326,0.97228,0.99841
2020,Thuringa,Rural regions,No,0.99129,644,644,0.98411,0.99847
2021,Schleswig-Holstein,Urban regions,No,0.98872,338,338,0.97745,1.00000
2021,Schleswig-Holstein,Rural regions,No,0.99839,506,506,0.99490,1.00189
2021,Hamburg,Urban regions,No,0.99830,448,448,0.99448,1.00212
2021,Lower Saxony,Urban regions,No,0.99363,847,847,0.98828,0.99899
2021,Lower Saxony,Rural regions,No,0.99567,1058,1058,0.99172,0.99963
2021,Bremen,Urban regions,No,0.99809,153,153,0.99116,1.00503
2021,North Rhine-Westphalia,Urban regions,Yes,0.00953,48,4130,0.00657,0.01249
2021,North Rhine-Westphalia,Urban regions,No,0.99047,4082,4130,0.98751,0.99343
2021,Hesse,Urban regions,No,0.98801,1088,1088,0.98154,0.99448
2021,Hesse,Rural regions,No,0.99688,232,232,0.98969,1.00407
2021,"Rhineland-Palatinate, Saarland",Urban regions,No,0.98942,781,781,0.98225,0.99660
2021,"Rhineland-Palatinate, Saarland",Rural regions,No,0.99043,227,227,0.97775,1.00312
2021,Baden-Wuerttemberg,Urban regions,No,0.98817,1920,1920,0.98333,0.99301
2021,Baden-Wuerttemberg,Rural regions,No,0.99959,235,235,0.99698,1.00219
2021,Bavaria,Urban regions,No,0.99135,1382,1382,0.98647,0.99624
2021,Bavaria,Rural regions,No,0.99334,1477,1477,0.98920,0.99749
2021,Berlin,Urban regions,No,0.99802,921,921,0.99515,1.00089
2021,Brandenburg,Rural regions,No,0.99433,630,630,0.98846,1.00020
2021,Mecklenburg-Western Pomerania,Urban regions,No,0.99692,76,76,0.98439,1.00946
2021,Mecklenburg-Western Pomerania,Rural regions,No,0.99484,331,331,0.98711,1.00257
2021,Saxony,Urban regions,No,0.97994,630,630,0.96898,0.99090
2021,Saxony,Rural regions,No,0.99461,528,528,0.98836,1.00086
2021,Saxony-Anhalt,Urban regions,No,0.99915,150,150,0.99449,1.00382
2021,Saxony-Anhalt,Rural regions,No,0.99834,455,455,0.99458,1.00209
2021,Thuringa,Urban regions,No,0.99423,230,230,0.98442,1.00404
2021,Thuringa,Rural regions,No,0.99673,397,397,0.99110,1.00235
2022,Schleswig-Holstein,Urban regions,No,0.98777,387,387,0.97681,0.99874
2022,Schleswig-Holstein,Rural regions,No,0.99743,614,614,0.99342,1.00144
2022,Hamburg,Urban regions,No,0.96194,612,612,0.94677,0.97711
2022,Lower Saxony,Urban regions,No,0.98644,1066,1066,0.97950,0.99339
2022,Lower Saxony,Rural regions,No,0.98444,1331,1331,0.97779,0.99110
2022,Bremen,Urban regions,No,0.98838,200,200,0.97350,1.00327
2022,North Rhine-Westphalia,Urban regions,Yes,0.01084,104,5859,0.00819,0.01349
2022,North Rhine-Westphalia,Urban regions,No,0.98916,5755,5859,0.98651,0.99181
