"year","hhtyp","regtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1995","Alleinerziehende","Staedtischer Raum","1100.54","0","628","882.79","1318.29"
"1995","Paar mit Kind(ern)","Laendlicher Raum","86.31","0","3886","63.81","108.81"
"1995","Paar mit Kind(ern)","Staedtischer Raum","91.7","0","6637","71.32","112.08"
"1995","Sonstige","Laendlicher Raum","525.99","0","429","332.75","719.23"
"1995","Sonstige","Staedtischer Raum","524.03","0","760","419.2","628.86"
"1996","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","31.3","0","1220","13.38","49.22"
"1996","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","82.25","0","2462","54.13","110.37"
"1996","1-Pers.- Haushalt","Laendlicher Raum","58.19","0","424","4.57","111.81"
"1996","1-Pers.- Haushalt","Staedtischer Raum","144.57","0","1009","78.21","210.93"
"1996","Alleinerziehende","Laendlicher Raum","1074.34","0","313","785.52","1363.16"
"1996","Alleinerziehende","Staedtischer Raum","1190.67","0","646","858.37","1522.97"
"1996","Paar mit Kind(ern)","Laendlicher Raum","90.23","0","3699","71.06","109.4"
"1996","Paar mit Kind(ern)","Staedtischer Raum","75.09","0","6458","61.97","88.21"
"1996","Sonstige","Laendlicher Raum","607.77","0","418","420.58","794.96"
"1996","Sonstige","Staedtischer Raum","398.61","0","690","285.62","511.6"
"1997","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","102.28","0","1252","59.75","144.81"
"1997","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","83.2","0","2506","54.42","111.98"
"1997","1-Pers.- Haushalt","Laendlicher Raum","121.94","0","414","55.27","188.61"
"1997","1-Pers.- Haushalt","Staedtischer Raum","135.53","0","987","67.76","203.3"
"1997","Alleinerziehende","Laendlicher Raum","994.1","0","337","797.17","1191.03"
"1997","Alleinerziehende","Staedtischer Raum","1115.19","0","630","912.68","1317.7"
"1997","Paar mit Kind(ern)","Laendlicher Raum","139.06","0","3578","107.04","171.08"
"1997","Paar mit Kind(ern)","Staedtischer Raum","98.02","0","6228","80.16","115.88"
"1997","Sonstige","Laendlicher Raum","23.84","0","392","-24.37","72.05"
"1997","Sonstige","Staedtischer Raum","480.53","0","682","360.84","600.22"
"1998","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","45.37","0","1474","19.9","70.84"
"1998","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","63.96","0","2884","41.19","86.73"
"1998","1-Pers.- Haushalt","Laendlicher Raum","110.82","0","490","32.56","189.08"
"1998","1-Pers.- Haushalt","Staedtischer Raum","124.18","0","1216","72.66","175.7"
"1998","Alleinerziehende","Laendlicher Raum","854.42","0","361","576.21","1132.63"
"1998","Alleinerziehende","Staedtischer Raum","1194.96","0","744","974.46","1415.46"
"1998","Paar mit Kind(ern)","Laendlicher Raum","111.02","0","3937","87.53","134.51"
"1998","Paar mit Kind(ern)","Staedtischer Raum","51.29","0","6645","39.2","63.38"
"1998","Sonstige","Laendlicher Raum","60.03","0","357","3.86","116.2"
"1998","Sonstige","Staedtischer Raum","260.22","0","648","128.24","392.2"
"1999","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","69.98","0","1482","43.63","96.33"
"1999","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","108.91","0","2830","73.28","144.54"
"1999","1-Pers.- Haushalt","Laendlicher Raum","47.39","0","482","7.93","86.85"
"1999","1-Pers.- Haushalt","Staedtischer Raum","133.87","0","1156","79.82","187.92"
"1999","Alleinerziehende","Laendlicher Raum","900.63","0","411","683.74","1117.52"
"1999","Alleinerziehende","Staedtischer Raum","1631.43","0","704","1364.44","1898.42"
"1999","Paar mit Kind(ern)","Laendlicher Raum","119.16","0","3750","91.81","146.51"
"1999","Paar mit Kind(ern)","Staedtischer Raum","63.4","0","6507","49.92","76.88"
"1999","Sonstige","Laendlicher Raum","56.14","0","246","-30.43","142.71"
"1999","Sonstige","Staedtischer Raum","504.05","0","420","315.03","693.07"
"2000","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","39.73","0","2662","23.59","55.87"
"2000","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","66.73","0","5274","41.3","92.16"
"2000","1-Pers.- Haushalt","Laendlicher Raum","122.37","0","987","55.09","189.65"
"2000","1-Pers.- Haushalt","Staedtischer Raum","226.32","0","2273","155.82","296.82"
"2000","Alleinerziehende","Laendlicher Raum","1069.74","0","649","806.58","1332.9"
"2000","Alleinerziehende","Staedtischer Raum","1261.23","0","1262","1090.34","1432.12"
"2000","Paar mit Kind(ern)","Laendlicher Raum","113.97","0","6390","93.68","134.26"
"2000","Paar mit Kind(ern)","Staedtischer Raum","119.67","0","11112","98.59","140.75"
"2000","Sonstige","Laendlicher Raum","371.69","0","461","226.73","516.65"
"2000","Sonstige","Staedtischer Raum","136.37","0","737","62.44","210.3"
"2001","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","36.84","0","2436","18.99","54.69"
"2001","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","93.41","0","4742","70.76","116.06"
"2001","1-Pers.- Haushalt","Laendlicher Raum","131.9","0","870","58.24","205.56"
"2001","1-Pers.- Haushalt","Staedtischer Raum","210.46","0","2056","151.84","269.08"
"2001","Alleinerziehende","Laendlicher Raum","547","0","613","414.52","679.48"
"2001","Alleinerziehende","Staedtischer Raum","1005.32","0","1148","870.24","1140.4"
"2001","Paar mit Kind(ern)","Laendlicher Raum","119.81","0","5700","98.28","141.34"
"2001","Paar mit Kind(ern)","Staedtischer Raum","138.95","0","10098","116.97","160.93"
"2001","Sonstige","Laendlicher Raum","328.1","0","357","189.29","466.91"
"2001","Sonstige","Staedtischer Raum","232.68","0","708","117.75","347.61"
"2002","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","43.39","0","2536","29.62","57.16"
"2002","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","114.15","0","5268","90.82","137.48"
"2002","1-Pers.- Haushalt","Laendlicher Raum","151.7","0","864","59.05","244.35"
"2002","1-Pers.- Haushalt","Staedtischer Raum","190.91","0","2074","131.55","250.27"
"2002","Alleinerziehende","Laendlicher Raum","484.41","0","644","332.16","636.66"
"2002","Alleinerziehende","Staedtischer Raum","1142.78","0","1126","958.51","1327.05"
"2002","Paar mit Kind(ern)","Laendlicher Raum","136.7","0","5726","116.55","156.85"
"2002","Paar mit Kind(ern)","Staedtischer Raum","104.71","0","10860","89.33","120.09"
"2002","Sonstige","Laendlicher Raum","223.61","0","353","77.91","369.31"
"2002","Sonstige","Staedtischer Raum","550.1","0","665","417.84","682.36"
"2003","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","23.45","0","2532","11.68","35.22"
"2003","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","112.87","0","5104","83.04","142.7"
"2003","1-Pers.- Haushalt","Laendlicher Raum","84.4","0","854","38.93","129.87"
"2003","1-Pers.- Haushalt","Staedtischer Raum","196.02","0","2065","141.59","250.45"
"2003","Alleinerziehende","Laendlicher Raum","1142.55","0","603","926.27","1358.83"
"2003","Alleinerziehende","Staedtischer Raum","1238.17","0","1139","1054.72","1421.62"
"2003","Paar mit Kind(ern)","Laendlicher Raum","81.18","0","5348","66.27","96.09"
"2003","Paar mit Kind(ern)","Staedtischer Raum","109.81","0","10278","85.27","134.35"
"2003","Sonstige","Laendlicher Raum","274.31","0","303","154.72","393.9"
"2003","Sonstige","Staedtischer Raum","170.99","0","566","88.91","253.07"
"2004","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","43.38","0","2500","24.72","62.04"
"2004","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","96.35","0","5138","64.24","128.46"
"2004","1-Pers.- Haushalt","Laendlicher Raum","70.7","0","857","28.25","113.15"
"2004","1-Pers.- Haushalt","Staedtischer Raum","221.39","0","2004","156.94","285.84"
"2004","Alleinerziehende","Laendlicher Raum","754.94","0","568","579.09","930.79"
"2004","Alleinerziehende","Staedtischer Raum","1310.87","0","1118","1162.97","1458.77"
"2004","Paar mit Kind(ern)","Laendlicher Raum","110.04","0","5158","85.88","134.2"
"2004","Paar mit Kind(ern)","Staedtischer Raum","105.6","0","9789","84.59","126.61"
"2004","Sonstige","Laendlicher Raum","126.38","0","283","82.36","170.4"
"2004","Sonstige","Staedtischer Raum","347.41","0","516","232.75","462.07"
"2005","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","7.48","0","2422","-2.3","17.26"
"2005","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","117.05","0","4962","78.44","155.66"
"2005","1-Pers.- Haushalt","Laendlicher Raum","71.75","0","870","11.25","132.25"
"2005","1-Pers.- Haushalt","Staedtischer Raum","226.14","0","2043","158.04","294.24"
"2005","Alleinerziehende","Laendlicher Raum","853.15","0","601","672.5","1033.8"
"2005","Alleinerziehende","Staedtischer Raum","1741.1","0","1135","1577.84","1904.36"
"2005","Paar mit Kind(ern)","Laendlicher Raum","113","0","4782","89.65","136.35"
"2005","Paar mit Kind(ern)","Staedtischer Raum","124.4","0","9142","105.32","143.48"
"2005","Sonstige","Laendlicher Raum","200","0","279","81.63","318.37"
"2005","Sonstige","Staedtischer Raum","117.07","0","470","42.56","191.58"
"2006","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","46.98","0","2762","27.12","66.84"
"2006","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","114.26","0","5554","64.85","163.67"
"2006","1-Pers.- Haushalt","Laendlicher Raum","103.43","0","1037","53.75","153.11"
"2006","1-Pers.- Haushalt","Staedtischer Raum","194.21","0","2263","137.12","251.3"
"2006","Alleinerziehende","Laendlicher Raum","662.84","0","702","517.42","808.26"
"2006","Alleinerziehende","Staedtischer Raum","1516.1","0","1222","1343.45","1688.75"
"2006","Paar mit Kind(ern)","Laendlicher Raum","84.76","0","5048","62.63","106.89"
"2006","Paar mit Kind(ern)","Staedtischer Raum","162.98","0","9340","140.33","185.63"
"2006","Sonstige","Laendlicher Raum","240.15","0","304","117.62","362.68"
"2006","Sonstige","Staedtischer Raum","109.53","0","436","-55.9","274.96"
"2007","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","23.36","0","2624","9.66","37.06"
"2007","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","136.87","0","5128","101.99","171.75"
"2007","1-Pers.- Haushalt","Laendlicher Raum","93.47","0","994","33.71","153.23"
"2007","1-Pers.- Haushalt","Staedtischer Raum","261.51","0","2127","180.56","342.46"
"2007","Alleinerziehende","Laendlicher Raum","1027.8","0","653","839.73","1215.87"
"2007","Alleinerziehende","Staedtischer Raum","1465.5","0","1121","1266.57","1664.43"
"2007","Paar mit Kind(ern)","Laendlicher Raum","101.72","0","4639","82.31","121.13"
"2007","Paar mit Kind(ern)","Staedtischer Raum","172.41","0","8708","134.1","210.72"
"2007","Sonstige","Laendlicher Raum","74.6","0","253","5.87","143.33"
"2007","Sonstige","Staedtischer Raum","253.27","0","371","122.34","384.2"
"2008","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","24.25","0","2542","7.48","41.02"
"2008","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","132.01","0","4926","85.39","178.63"
"2008","1-Pers.- Haushalt","Laendlicher Raum","109.21","0","943","49.02","169.4"
"2008","1-Pers.- Haushalt","Staedtischer Raum","190.82","0","2054","122.32","259.32"
"2008","Alleinerziehende","Laendlicher Raum","788.82","0","642","631.07","946.57"
"2008","Alleinerziehende","Staedtischer Raum","1623.69","0","1072","1411.83","1835.55"
"2008","Paar mit Kind(ern)","Laendlicher Raum","196.96","0","4190","160.76","233.16"
"2008","Paar mit Kind(ern)","Staedtischer Raum","119.48","0","7971","91.56","147.4"
"2008","Sonstige","Laendlicher Raum","521.41","0","246","400.38","642.44"
"2008","Sonstige","Staedtischer Raum","326.33","0","291","-57.58","710.24"
"2009","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","27.04","0","2488","12.15","41.93"
"2009","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","121.08","0","4612","83.56","158.6"
"2009","1-Pers.- Haushalt","Laendlicher Raum","92.67","0","889","31.7","153.64"
"2009","1-Pers.- Haushalt","Staedtischer Raum","196.14","0","1971","123.59","268.69"
"2009","Alleinerziehende","Laendlicher Raum","641.02","0","618","480.44","801.6"
"2009","Alleinerziehende","Staedtischer Raum","1438.15","0","971","1223.09","1653.21"
"2009","Paar mit Kind(ern)","Laendlicher Raum","142.05","0","3990","117.29","166.81"
"2009","Paar mit Kind(ern)","Staedtischer Raum","127.85","0","7238","96.78","158.92"
"2009","Sonstige","Laendlicher Raum","323.72","0","197","256.43","391.01"
"2009","Sonstige","Staedtischer Raum","287.12","0","247","12.11","562.13"
"2010","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","60.93","0","2322","32.93","88.93"
"2010","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","142.57","0","4422","84.36","200.78"
"2010","1-Pers.- Haushalt","Laendlicher Raum","104.03","0","852","37.6","170.46"
"2010","1-Pers.- Haushalt","Staedtischer Raum","272.11","0","1859","187.25","356.97"
"2010","Alleinerziehende","Laendlicher Raum","1528.78","0","1676","1348.74","1708.82"
"2010","Alleinerziehende","Staedtischer Raum","2179.05","0","3071","1984.4","2373.7"
"2010","Paar mit Kind(ern)","Laendlicher Raum","212.63","0","8023","182.5","242.76"
"2010","Paar mit Kind(ern)","Staedtischer Raum","221.33","0","14644","191.23","251.43"
"2010","Sonstige","Laendlicher Raum","314.99","0","269","156.18","473.8"
"2010","Sonstige","Staedtischer Raum","439.06","0","330","171.12","707"
"2011","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","65.43","0","3218","42.77","88.09"
"2011","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","103.05","0","5530","73.97","132.13"
"2011","1-Pers.- Haushalt","Laendlicher Raum","105.92","0","1140","48.85","162.99"
"2011","1-Pers.- Haushalt","Staedtischer Raum","225.66","0","2411","161.39","289.93"
"2011","Alleinerziehende","Laendlicher Raum","1728.8","0","2060","1571.66","1885.94"
"2011","Alleinerziehende","Staedtischer Raum","1832.98","0","3806","1677.81","1988.15"
"2011","Paar mit Kind(ern)","Laendlicher Raum","195.17","0","9063","163.85","226.49"
"2011","Paar mit Kind(ern)","Staedtischer Raum","230.67","0","15991","198.59","262.75"
"2011","Sonstige","Laendlicher Raum","173.79","0","340","61.04","286.54"
"2011","Sonstige","Staedtischer Raum","701.23","0","442","543.34","859.12"
"2012","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","91.12","0","3360","63.64","118.6"
"2012","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","115.05","0","5540","79.57","150.53"
"2012","1-Pers.- Haushalt","Laendlicher Raum","66.19","0","1219","16.44","115.94"
"2012","1-Pers.- Haushalt","Staedtischer Raum","236.21","0","2464","168.63","303.79"
"2012","Alleinerziehende","Laendlicher Raum","1461.8","0","2020","1318.62","1604.98"
"2012","Alleinerziehende","Staedtischer Raum","1984.37","0","3573","1824.04","2144.7"
"2012","Paar mit Kind(ern)","Laendlicher Raum","235.09","0","8493","203.13","267.05"
"2012","Paar mit Kind(ern)","Staedtischer Raum","160.3","0","14971","138.42","182.18"
"2012","Sonstige","Laendlicher Raum","144.74","0","363","19.28","270.2"
"2012","Sonstige","Staedtischer Raum","543.97","0","403","394.72","693.22"
"2013","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","70.44","0","3354","43.71","97.17"
"2013","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","106.07","0","5924","78.41","133.73"
"2013","1-Pers.- Haushalt","Laendlicher Raum","104.7","0","1220","36.64","172.76"
"2013","1-Pers.- Haushalt","Staedtischer Raum","221.77","0","2624","155.27","288.27"
"2013","Alleinerziehende","Laendlicher Raum","1700.33","0","1970","1471.73","1928.93"
"2013","Alleinerziehende","Staedtischer Raum","1763.55","0","3832","1629.19","1897.91"
"2013","Paar mit Kind(ern)","Laendlicher Raum","258.83","0","8993","223.37","294.29"
"2013","Paar mit Kind(ern)","Staedtischer Raum","227.92","0","17928","192.67","263.17"
"2013","Sonstige","Laendlicher Raum","483.53","0","615","357.91","609.15"
"2013","Sonstige","Staedtischer Raum","474.3","0","1205","374.95","573.65"
"2014","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","101.98","0","3240","70.39","133.57"
"2014","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","131.98","0","5486","94.33","169.63"
"2014","1-Pers.- Haushalt","Laendlicher Raum","107.37","0","1144","46","168.74"
"2014","1-Pers.- Haushalt","Staedtischer Raum","202.97","0","2422","144.64","261.3"
"2014","Alleinerziehende","Laendlicher Raum","1292.1","0","1647","1121.09","1463.11"
"2014","Alleinerziehende","Staedtischer Raum","1530.59","0","3041","1395.38","1665.8"
"2014","Paar mit Kind(ern)","Laendlicher Raum","231.3","0","7847","202.1","260.5"
"2014","Paar mit Kind(ern)","Staedtischer Raum","172.43","0","15259","147.92","196.94"
"2014","Sonstige","Laendlicher Raum","302.53","0","486","210.61","394.45"
"2014","Sonstige","Staedtischer Raum","591.29","0","935","446.57","736.01"
"2015","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","68.77","0","3198","41.97","95.57"
"2015","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","124","0","5554","86.35","161.65"
"2015","1-Pers.- Haushalt","Laendlicher Raum","101.37","0","1174","45.8","156.94"
"2015","1-Pers.- Haushalt","Staedtischer Raum","169.66","0","2453","113.64","225.68"
"2015","Alleinerziehende","Laendlicher Raum","1916.24","0","1532","1728.98","2103.5"
"2015","Alleinerziehende","Staedtischer Raum","1706.24","0","2896","1561.38","1851.1"
"2015","Paar mit Kind(ern)","Laendlicher Raum","293.15","0","7753","261.23","325.07"
"2015","Paar mit Kind(ern)","Staedtischer Raum","241.58","0","15030","215.38","267.78"
"2015","Sonstige","Laendlicher Raum","558.13","0","467","366.9","749.36"
"2015","Sonstige","Staedtischer Raum","428.26","0","995","293.85","562.67"
"2016","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","90.82","0","3064","62.19","119.45"
"2016","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","94.26","0","5130","62.15","126.37"
"2016","1-Pers.- Haushalt","Laendlicher Raum","72.94","0","1073","18.65","127.23"
"2016","1-Pers.- Haushalt","Staedtischer Raum","218.04","0","2315","163.59","272.49"
"2016","Alleinerziehende","Laendlicher Raum","1827","0","1372","1648.59","2005.41"
