year,age_gr,bula_h,ple0081_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,46-65 y.,Saxony,No,0.71928,427,572,0.68242,0.75614
2014,46-65 y.,Saxony-Anhalt,Yes,0.39108,121,335,0.33875,0.44342
2014,46-65 y.,Saxony-Anhalt,No,0.60892,214,335,0.55658,0.66125
2014,46-65 y.,Thuringa,Yes,0.27999,104,368,0.23405,0.32593
2014,46-65 y.,Thuringa,No,0.71986,264,368,0.67392,0.76581
2014,66 and older,Schleswig-Holstein,No,0.89483,165,165,0.84788,0.94178
2014,66 and older,Hamburg,No,0.80113,78,78,0.71198,0.89029
2014,66 and older,Lower Saxony,Yes,0.11112,58,485,0.08312,0.13912
2014,66 and older,Lower Saxony,No,0.88888,427,485,0.86088,0.91688
2014,66 and older,North Rhine-Westphalia,Yes,0.12510,118,929,0.10381,0.14639
2014,66 and older,North Rhine-Westphalia,No,0.87417,811,929,0.85283,0.89551
2014,66 and older,Hesse,Yes,0.12465,38,284,0.08616,0.16314
2014,66 and older,Hesse,No,0.87535,246,284,0.83686,0.91384
2014,66 and older,"Rhineland-Palatinate, Saarland",No,0.92059,261,261,0.88772,0.95345
2014,66 and older,Baden-Wuerttemberg,Yes,0.06738,40,547,0.04635,0.08841
2014,66 and older,Baden-Wuerttemberg,No,0.93262,507,547,0.91159,0.95365
2014,66 and older,Bavaria,Yes,0.11601,91,770,0.09338,0.13865
2014,66 and older,Bavaria,No,0.88146,679,770,0.85862,0.90431
2014,66 and older,Berlin,Yes,0.19756,41,200,0.14224,0.25288
2014,66 and older,Berlin,No,0.78247,159,200,0.72515,0.83979
2014,66 and older,Brandenburg,No,0.87858,211,211,0.83440,0.92275
2014,66 and older,Mecklenburg-Western Pomerania,No,0.83444,104,104,0.76266,0.90623
2014,66 and older,Saxony,No,0.90224,323,323,0.86980,0.93468
2014,66 and older,Saxony-Anhalt,No,0.92573,191,191,0.88844,0.96301
2014,66 and older,Thuringa,No,0.85385,186,186,0.80294,0.90475
2016,17-29 y.,Schleswig-Holstein,No,0.71720,102,102,0.62936,0.80503
2016,17-29 y.,Hamburg,No,0.74574,54,54,0.62851,0.86297
2016,17-29 y.,Lower Saxony,Yes,0.20591,120,425,0.16742,0.24440
2016,17-29 y.,Lower Saxony,No,0.70120,305,425,0.65763,0.74477
2016,17-29 y.,North Rhine-Westphalia,Yes,0.21315,211,862,0.18579,0.24050
2016,17-29 y.,North Rhine-Westphalia,No,0.67503,651,862,0.64375,0.70632
2016,17-29 y.,Hesse,Yes,0.31212,68,251,0.25469,0.36956
2016,17-29 y.,Hesse,No,0.54352,183,251,0.48177,0.60526
2016,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.22285,75,240,0.17009,0.27561
2016,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.68909,165,240,0.63041,0.74777
2016,17-29 y.,Baden-Wuerttemberg,Yes,0.20886,121,457,0.17155,0.24617
2016,17-29 y.,Baden-Wuerttemberg,No,0.70747,336,457,0.66571,0.74922
2016,17-29 y.,Bavaria,Yes,0.24682,167,607,0.21249,0.28115
2016,17-29 y.,Bavaria,No,0.66505,440,607,0.62747,0.70263
2016,17-29 y.,Berlin,Yes,0.30219,40,139,0.22557,0.37881
2016,17-29 y.,Berlin,No,0.63993,99,139,0.55984,0.72002
2016,17-29 y.,Brandenburg,Yes,0.32316,39,109,0.23496,0.41137
2016,17-29 y.,Brandenburg,No,0.57214,70,109,0.47883,0.66546
2016,17-29 y.,Mecklenburg-Western Pomerania,No,0.57285,38,38,0.41346,0.73224
2016,17-29 y.,Saxony,Yes,0.26663,69,190,0.20359,0.32968
2016,17-29 y.,Saxony,No,0.67589,121,190,0.60917,0.74262
2016,17-29 y.,Saxony-Anhalt,Yes,0.27926,38,112,0.19580,0.36273
2016,17-29 y.,Saxony-Anhalt,No,0.59288,74,112,0.50149,0.68428
2016,17-29 y.,Thuringa,Yes,0.41478,44,102,0.31870,0.51087
2016,17-29 y.,Thuringa,No,0.48399,58,102,0.38652,0.58145
2016,30-45 y.,Schleswig-Holstein,Yes,0.40800,101,268,0.34905,0.46695
2016,30-45 y.,Schleswig-Holstein,No,0.58188,167,268,0.52272,0.64105
2016,30-45 y.,Hamburg,Yes,0.29227,38,133,0.21468,0.36986
2016,30-45 y.,Hamburg,No,0.70708,95,133,0.62944,0.78471
2016,30-45 y.,Lower Saxony,Yes,0.33124,205,635,0.29460,0.36788
2016,30-45 y.,Lower Saxony,No,0.65610,430,635,0.61913,0.69308
2016,30-45 y.,Bremen,No,0.85307,48,48,0.75185,0.95429
2016,30-45 y.,North Rhine-Westphalia,Yes,0.29802,505,1521,0.27503,0.32102
2016,30-45 y.,North Rhine-Westphalia,No,0.68730,1016,1521,0.66399,0.71060
2016,30-45 y.,Hesse,Yes,0.33720,133,455,0.29371,0.38069
2016,30-45 y.,Hesse,No,0.64133,322,455,0.59721,0.68544
2016,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.31037,141,401,0.26503,0.35570
2016,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.66405,260,401,0.61776,0.71033
2016,30-45 y.,Baden-Wuerttemberg,Yes,0.25038,221,925,0.22245,0.27832
2016,30-45 y.,Baden-Wuerttemberg,No,0.73635,704,925,0.70793,0.76476
2016,30-45 y.,Bavaria,Yes,0.26194,325,1147,0.23648,0.28739
2016,30-45 y.,Bavaria,No,0.72081,822,1147,0.69484,0.74678
2016,30-45 y.,Berlin,Yes,0.28171,84,270,0.22795,0.33546
2016,30-45 y.,Berlin,No,0.69896,186,270,0.64415,0.75378
2016,30-45 y.,Brandenburg,Yes,0.42877,79,223,0.36367,0.49387
2016,30-45 y.,Brandenburg,No,0.55370,144,223,0.48831,0.61909
2016,30-45 y.,Mecklenburg-Western Pomerania,Yes,0.43300,56,134,0.34879,0.51721
2016,30-45 y.,Mecklenburg-Western Pomerania,No,0.55423,78,134,0.46976,0.63871
2016,30-45 y.,Saxony,Yes,0.36785,134,390,0.31993,0.41577
2016,30-45 y.,Saxony,No,0.61928,256,390,0.57103,0.66753
2016,30-45 y.,Saxony-Anhalt,Yes,0.34477,105,225,0.28253,0.40701
2016,30-45 y.,Saxony-Anhalt,No,0.63588,120,225,0.57287,0.69890
2016,30-45 y.,Thuringa,Yes,0.36398,81,254,0.30469,0.42327
2016,30-45 y.,Thuringa,No,0.62756,173,254,0.56799,0.68713
2016,46-65 y.,Schleswig-Holstein,Yes,0.30121,79,260,0.24533,0.35708
2016,46-65 y.,Schleswig-Holstein,No,0.69123,181,260,0.63497,0.74750
2016,46-65 y.,Hamburg,Yes,0.28972,35,134,0.21263,0.36682
2016,46-65 y.,Hamburg,No,0.70761,99,134,0.63031,0.78492
2016,46-65 y.,Lower Saxony,Yes,0.30199,247,830,0.27073,0.33324
2016,46-65 y.,Lower Saxony,No,0.69305,583,830,0.66165,0.72445
2016,46-65 y.,Bremen,No,0.71133,31,31,0.54917,0.87348
2016,46-65 y.,North Rhine-Westphalia,Yes,0.33712,512,1766,0.31507,0.35917
2016,46-65 y.,North Rhine-Westphalia,No,0.65885,1254,1766,0.63673,0.68097
2016,46-65 y.,Hesse,Yes,0.29300,187,630,0.25743,0.32857
2016,46-65 y.,Hesse,No,0.70350,443,630,0.66781,0.73920
2016,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.32830,174,548,0.28895,0.36766
2016,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.66754,374,548,0.62806,0.70702
2016,46-65 y.,Baden-Wuerttemberg,Yes,0.23020,218,943,0.20332,0.25708
2016,46-65 y.,Baden-Wuerttemberg,No,0.76836,725,943,0.74142,0.79530
2016,46-65 y.,Bavaria,Yes,0.28629,372,1385,0.26248,0.31011
2016,46-65 y.,Bavaria,No,0.71283,1013,1385,0.68899,0.73666
2016,46-65 y.,Berlin,Yes,0.37683,100,303,0.32217,0.43148
2016,46-65 y.,Berlin,No,0.62263,203,303,0.56796,0.67730
2016,46-65 y.,Brandenburg,Yes,0.30080,113,376,0.25438,0.34722
2016,46-65 y.,Brandenburg,No,0.69802,263,376,0.65155,0.74449
2016,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.37894,71,194,0.31050,0.44739
2016,46-65 y.,Mecklenburg-Western Pomerania,No,0.61969,123,194,0.55120,0.68818
2016,46-65 y.,Saxony,Yes,0.30404,147,525,0.26465,0.34342
2016,46-65 y.,Saxony,No,0.69080,378,525,0.65122,0.73037
2016,46-65 y.,Saxony-Anhalt,Yes,0.41264,112,309,0.35766,0.46762
2016,46-65 y.,Saxony-Anhalt,No,0.58440,197,309,0.52936,0.63944
2016,46-65 y.,Thuringa,Yes,0.32782,99,334,0.27740,0.37824
2016,46-65 y.,Thuringa,No,0.67001,235,334,0.61951,0.72052
2016,66 and older,Schleswig-Holstein,No,0.87548,142,142,0.82098,0.92998
2016,66 and older,Hamburg,No,0.83116,80,80,0.74856,0.91377
2016,66 and older,Lower Saxony,Yes,0.11745,56,472,0.08837,0.14652
2016,66 and older,Lower Saxony,No,0.88030,416,472,0.85098,0.90962
2016,66 and older,North Rhine-Westphalia,Yes,0.13950,113,879,0.11658,0.16242
2016,66 and older,North Rhine-Westphalia,No,0.85893,766,879,0.83591,0.88196
2016,66 and older,Hesse,Yes,0.10878,32,265,0.07122,0.14634
2016,66 and older,Hesse,No,0.89109,233,265,0.85351,0.92867
2016,66 and older,"Rhineland-Palatinate, Saarland",Yes,0.10637,34,291,0.07089,0.14186
2016,66 and older,"Rhineland-Palatinate, Saarland",No,0.89354,257,291,0.85804,0.92904
2016,66 and older,Baden-Wuerttemberg,Yes,0.05401,34,506,0.03430,0.07373
2016,66 and older,Baden-Wuerttemberg,No,0.93963,472,506,0.91885,0.96040
2016,66 and older,Bavaria,Yes,0.13294,92,734,0.10836,0.15752
2016,66 and older,Bavaria,No,0.86638,642,734,0.84174,0.89101
2016,66 and older,Berlin,Yes,0.21529,38,195,0.15746,0.27313
2016,66 and older,Berlin,No,0.78467,157,195,0.72683,0.84251
2016,66 and older,Brandenburg,No,0.91412,209,209,0.87604,0.95220
2016,66 and older,Mecklenburg-Western Pomerania,No,0.86884,108,108,0.80488,0.93280
2016,66 and older,Saxony,No,0.91655,312,312,0.88581,0.94729
2016,66 and older,Saxony-Anhalt,No,0.95274,172,172,0.92094,0.98455
2016,66 and older,Thuringa,No,0.93814,194,194,0.90416,0.97213
2018,17-29 y.,Schleswig-Holstein,Yes,0.24331,41,165,0.17764,0.30898
2018,17-29 y.,Schleswig-Holstein,No,0.66767,124,165,0.59557,0.73976
2018,17-29 y.,Hamburg,No,0.81172,60,60,0.71197,0.91148
2018,17-29 y.,Lower Saxony,Yes,0.20443,127,492,0.16876,0.24010
2018,17-29 y.,Lower Saxony,No,0.68573,365,492,0.64467,0.72679
2018,17-29 y.,Bremen,No,0.77812,35,35,0.63846,0.91779
2018,17-29 y.,North Rhine-Westphalia,Yes,0.22616,247,1020,0.20047,0.25184
2018,17-29 y.,North Rhine-Westphalia,No,0.67761,773,1020,0.64891,0.70631
2018,17-29 y.,Hesse,Yes,0.22511,83,320,0.17928,0.27094
2018,17-29 y.,Hesse,No,0.71356,237,320,0.66395,0.76317
2018,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.15474,56,238,0.10869,0.20078
2018,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.71569,182,238,0.65826,0.77312
2018,17-29 y.,Baden-Wuerttemberg,Yes,0.26504,118,440,0.22376,0.30633
2018,17-29 y.,Baden-Wuerttemberg,No,0.64862,322,440,0.60396,0.69328
2018,17-29 y.,Bavaria,Yes,0.24030,142,612,0.20642,0.27417
2018,17-29 y.,Bavaria,No,0.68629,470,612,0.64949,0.72308
2018,17-29 y.,Berlin,Yes,0.29355,53,150,0.22043,0.36667
2018,17-29 y.,Berlin,No,0.63212,97,150,0.55469,0.70955
2018,17-29 y.,Brandenburg,Yes,0.36817,49,119,0.28115,0.45519
2018,17-29 y.,Brandenburg,No,0.48928,70,119,0.39909,0.57948
2018,17-29 y.,Mecklenburg-Western Pomerania,No,0.53881,55,55,0.40585,0.67177
2018,17-29 y.,Saxony,Yes,0.20180,64,228,0.14959,0.25402
2018,17-29 y.,Saxony,No,0.69070,164,228,0.63057,0.75083
2018,17-29 y.,Saxony-Anhalt,Yes,0.25298,46,134,0.17910,0.32687
2018,17-29 y.,Saxony-Anhalt,No,0.57641,88,134,0.49243,0.66038
2018,17-29 y.,Thuringa,Yes,0.32467,42,122,0.24123,0.40810
2018,17-29 y.,Thuringa,No,0.55409,80,122,0.46553,0.64266
2018,30-45 y.,Schleswig-Holstein,Yes,0.33994,88,274,0.28375,0.39613
2018,30-45 y.,Schleswig-Holstein,No,0.64434,186,274,0.58755,0.70113
2018,30-45 y.,Hamburg,Yes,0.18713,39,149,0.12429,0.24996
2018,30-45 y.,Hamburg,No,0.79752,110,149,0.73278,0.86226
2018,30-45 y.,Lower Saxony,Yes,0.33109,199,582,0.29282,0.36935
2018,30-45 y.,Lower Saxony,No,0.65003,383,582,0.61125,0.68882
2018,30-45 y.,Bremen,No,0.60980,37,37,0.45046,0.76915
2018,30-45 y.,North Rhine-Westphalia,Yes,0.28659,459,1430,0.26314,0.31003
2018,30-45 y.,North Rhine-Westphalia,No,0.69587,971,1430,0.67202,0.71972
2018,30-45 y.,Hesse,Yes,0.31252,116,422,0.26824,0.35680
2018,30-45 y.,Hesse,No,0.67097,306,422,0.62609,0.71586
2018,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.32101,125,355,0.27237,0.36964
2018,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.63221,230,355,0.58197,0.68244
2018,30-45 y.,Baden-Wuerttemberg,Yes,0.23077,159,786,0.20129,0.26024
2018,30-45 y.,Baden-Wuerttemberg,No,0.74458,627,786,0.71407,0.77509
2018,30-45 y.,Bavaria,Yes,0.25551,284,1062,0.22926,0.28175
2018,30-45 y.,Bavaria,No,0.73731,778,1062,0.71083,0.76379
2018,30-45 y.,Berlin,Yes,0.29993,105,325,0.25003,0.34983
2018,30-45 y.,Berlin,No,0.68566,220,325,0.63511,0.73622
2018,30-45 y.,Brandenburg,Yes,0.37053,84,233,0.30838,0.43268
2018,30-45 y.,Brandenburg,No,0.61193,149,233,0.54922,0.67464
2018,30-45 y.,Mecklenburg-Western Pomerania,Yes,0.36588,62,153,0.28931,0.44246
2018,30-45 y.,Mecklenburg-Western Pomerania,No,0.62455,91,153,0.54756,0.70153
2018,30-45 y.,Saxony,Yes,0.30368,144,428,0.26007,0.34730
2018,30-45 y.,Saxony,No,0.68637,284,428,0.64236,0.73038
2018,30-45 y.,Saxony-Anhalt,Yes,0.29525,91,215,0.23413,0.35637
2018,30-45 y.,Saxony-Anhalt,No,0.68766,124,215,0.62556,0.74975
2018,30-45 y.,Thuringa,Yes,0.29873,78,234,0.23996,0.35750
2018,30-45 y.,Thuringa,No,0.67955,156,234,0.61963,0.73947
2018,46-65 y.,Schleswig-Holstein,Yes,0.31209,91,302,0.25974,0.36443
2018,46-65 y.,Schleswig-Holstein,No,0.68396,211,302,0.63144,0.73649
2018,46-65 y.,Hamburg,Yes,0.33718,44,162,0.26416,0.41021
2018,46-65 y.,Hamburg,No,0.65999,118,162,0.58682,0.73317
2018,46-65 y.,Lower Saxony,Yes,0.30387,265,985,0.27513,0.33261
2018,46-65 y.,Lower Saxony,No,0.68966,720,985,0.66075,0.71857
2018,46-65 y.,Bremen,No,0.65907,58,58,0.53601,0.78213
2018,46-65 y.,North Rhine-Westphalia,Yes,0.32162,579,2011,0.30120,0.34204
2018,46-65 y.,North Rhine-Westphalia,No,0.67415,1432,2011,0.65366,0.69464
2018,46-65 y.,Hesse,Yes,0.32028,199,680,0.28518,0.35537
2018,46-65 y.,Hesse,No,0.66770,481,680,0.63227,0.70313
2018,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.31203,178,577,0.27419,0.34986
2018,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.67537,399,577,0.63713,0.71361
2018,46-65 y.,Baden-Wuerttemberg,Yes,0.25205,239,1019,0.22538,0.27872
2018,46-65 y.,Baden-Wuerttemberg,No,0.74639,780,1019,0.71966,0.77312
2018,46-65 y.,Bavaria,Yes,0.30751,384,1497,0.28412,0.33089
2018,46-65 y.,Bavaria,No,0.69065,1113,1497,0.66723,0.71408
2018,46-65 y.,Berlin,Yes,0.36369,109,314,0.31039,0.41698
2018,46-65 y.,Berlin,No,0.61915,205,314,0.56535,0.67294
2018,46-65 y.,Brandenburg,Yes,0.34776,149,427,0.30253,0.39299
2018,46-65 y.,Brandenburg,No,0.64850,278,427,0.60317,0.69384
2018,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.37913,84,218,0.31457,0.44368
2018,46-65 y.,Mecklenburg-Western Pomerania,No,0.61981,134,218,0.55522,0.68440
2018,46-65 y.,Saxony,Yes,0.27475,161,593,0.23879,0.31071
2018,46-65 y.,Saxony,No,0.72325,432,593,0.68721,0.75929
2018,46-65 y.,Saxony-Anhalt,Yes,0.33334,119,369,0.28518,0.38151
2018,46-65 y.,Saxony-Anhalt,No,0.66192,250,369,0.61358,0.71025
2018,46-65 y.,Thuringa,Yes,0.31540,113,381,0.26868,0.36213
2018,46-65 y.,Thuringa,No,0.68371,268,381,0.63695,0.73047
2018,66 and older,Schleswig-Holstein,No,0.86557,160,160,0.81255,0.91859
2018,66 and older,Hamburg,No,0.88755,90,90,0.82192,0.95319
2018,66 and older,Lower Saxony,Yes,0.09113,54,467,0.06500,0.11726
2018,66 and older,Lower Saxony,No,0.90706,413,467,0.88070,0.93343
2018,66 and older,Bremen,No,0.86626,39,39,0.75803,0.97448
2018,66 and older,North Rhine-Westphalia,Yes,0.13374,123,931,0.11186,0.15561
2018,66 and older,North Rhine-Westphalia,No,0.86512,808,931,0.84316,0.88707
2018,66 and older,Hesse,No,0.91049,240,240,0.87430,0.94669
2018,66 and older,"Rhineland-Palatinate, Saarland",Yes,0.09337,36,301,0.06044,0.12629
2018,66 and older,"Rhineland-Palatinate, Saarland",No,0.90647,265,301,0.87352,0.93942
2018,66 and older,Baden-Wuerttemberg,Yes,0.08833,47,530,0.06414,0.11251
2018,66 and older,Baden-Wuerttemberg,No,0.91015,483,530,0.88579,0.93452
2018,66 and older,Bavaria,Yes,0.10670,101,797,0.08525,0.12815
2018,66 and older,Bavaria,No,0.89022,696,797,0.86851,0.91194
2018,66 and older,Berlin,Yes,0.18038,39,204,0.12748,0.23327
2018,66 and older,Berlin,No,0.81962,165,204,0.76673,0.87252
2018,66 and older,Brandenburg,Yes,0.12940,31,247,0.08746,0.17134
2018,66 and older,Brandenburg,No,0.87060,216,247,0.82866,0.91254
2018,66 and older,Mecklenburg-Western Pomerania,No,0.87939,132,132,0.82362,0.93516
2018,66 and older,Saxony,No,0.90888,342,342,0.87834,0.93943
2018,66 and older,Saxony-Anhalt,No,0.89458,171,171,0.84841,0.94074
2018,66 and older,Thuringa,No,0.89404,181,181,0.84908,0.93901
2020,17-29 y.,Schleswig-Holstein,Yes,0.21197,35,178,0.15176,0.27218
2020,17-29 y.,Schleswig-Holstein,No,0.70295,143,178,0.63563,0.77027
2020,17-29 y.,Hamburg,No,0.88014,85,85,0.81069,0.94960
2020,17-29 y.,Lower Saxony,Yes,0.19267,136,567,0.16018,0.22516
2020,17-29 y.,Lower Saxony,No,0.70531,431,567,0.66775,0.74287
2020,17-29 y.,Bremen,No,0.71245,47,47,0.58165,0.84325
2020,17-29 y.,North Rhine-Westphalia,Yes,0.20137,309,1273,0.17934,0.22341
2020,17-29 y.,North Rhine-Westphalia,No,0.73494,964,1273,0.71069,0.75920
2020,17-29 y.,Hesse,Yes,0.19512,81,404,0.15642,0.23381
2020,17-29 y.,Hesse,No,0.76109,323,404,0.71945,0.80272
2020,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.13161,68,267,0.09099,0.17224
2020,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.76158,199,267,0.71037,0.81278
2020,17-29 y.,Baden-Wuerttemberg,Yes,0.25182,147,577,0.21637,0.28727
2020,17-29 y.,Baden-Wuerttemberg,No,0.67050,430,577,0.63211,0.70888
2020,17-29 y.,Bavaria,Yes,0.21822,185,755,0.18874,0.24770
2020,17-29 y.,Bavaria,No,0.69553,570,755,0.66268,0.72838
2020,17-29 y.,Berlin,Yes,0.24385,47,221,0.18711,0.30060
2020,17-29 y.,Berlin,No,0.68141,174,221,0.61984,0.74298
2020,17-29 y.,Brandenburg,Yes,0.21873,42,139,0.14976,0.28770
2020,17-29 y.,Brandenburg,No,0.61010,97,139,0.52872,0.69147
2020,17-29 y.,Mecklenburg-Western Pomerania,No,0.76624,48,48,0.64524,0.88724
2020,17-29 y.,Saxony,Yes,0.21592,56,213,0.16053,0.27131
2020,17-29 y.,Saxony,No,0.69739,157,213,0.63555,0.75923
2020,17-29 y.,Saxony-Anhalt,Yes,0.18143,33,138,0.11690,0.24597
2020,17-29 y.,Saxony-Anhalt,No,0.67648,105,138,0.59815,0.75482
2020,17-29 y.,Thuringa,Yes,0.34255,41,123,0.25834,0.42676
2020,17-29 y.,Thuringa,No,0.58482,82,123,0.49738,0.67226
2020,30-45 y.,Schleswig-Holstein,Yes,0.34206,91,306,0.28882,0.39530
2020,30-45 y.,Schleswig-Holstein,No,0.64926,215,306,0.59570,0.70281
2020,30-45 y.,Hamburg,Yes,0.15371,42,171,0.09950,0.20793
2020,30-45 y.,Hamburg,No,0.84436,129,171,0.78986,0.89885
2020,30-45 y.,Lower Saxony,Yes,0.36132,230,757,0.32708,0.39556
2020,30-45 y.,Lower Saxony,No,0.63214,527,757,0.59777,0.66652
2020,30-45 y.,Bremen,No,0.76533,60,60,0.65719,0.87347
2020,30-45 y.,North Rhine-Westphalia,Yes,0.27035,531,1748,0.24952,0.29117
2020,30-45 y.,North Rhine-Westphalia,No,0.72033,1217,1748,0.69928,0.74138
2020,30-45 y.,Hesse,Yes,0.18147,105,587,0.15027,0.21268
2020,30-45 y.,Hesse,No,0.81244,482,587,0.78083,0.84404
2020,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.34484,140,378,0.29686,0.39283
2020,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.64658,238,378,0.59833,0.69484
2020,30-45 y.,Baden-Wuerttemberg,Yes,0.22547,224,920,0.19845,0.25249
2020,30-45 y.,Baden-Wuerttemberg,No,0.77148,696,920,0.74434,0.79863
2020,30-45 y.,Bavaria,Yes,0.24275,350,1238,0.21886,0.26664
2020,30-45 y.,Bavaria,No,0.75504,888,1238,0.73108,0.77901
2020,30-45 y.,Berlin,Yes,0.27270,134,472,0.23248,0.31292
2020,30-45 y.,Berlin,No,0.72054,338,472,0.68001,0.76107
2020,30-45 y.,Brandenburg,Yes,0.35887,108,287,0.30328,0.41446
2020,30-45 y.,Brandenburg,No,0.63857,179,287,0.58289,0.69425
2020,30-45 y.,Mecklenburg-Western Pomerania,Yes,0.42779,50,121,0.33927,0.51631
2020,30-45 y.,Mecklenburg-Western Pomerania,No,0.56966,71,121,0.48107,0.65825
2020,30-45 y.,Saxony,Yes,0.26812,149,457,0.22746,0.30877
2020,30-45 y.,Saxony,No,0.72470,308,457,0.68370,0.76570
2020,30-45 y.,Saxony-Anhalt,Yes,0.33498,98,235,0.27451,0.39546
2020,30-45 y.,Saxony-Anhalt,No,0.65716,137,235,0.59635,0.71798
2020,30-45 y.,Thuringa,Yes,0.30520,87,275,0.25067,0.35972
2020,30-45 y.,Thuringa,No,0.69361,188,275,0.63902,0.74819
2020,46-65 y.,Schleswig-Holstein,Yes,0.28279,103,367,0.23665,0.32893
2020,46-65 y.,Schleswig-Holstein,No,0.71617,264,367,0.66998,0.76236
2020,46-65 y.,Hamburg,Yes,0.30185,56,199,0.23791,0.36579
2020,46-65 y.,Hamburg,No,0.69710,143,199,0.63310,0.76111
2020,46-65 y.,Lower Saxony,Yes,0.29299,260,1034,0.26524,0.32075
2020,46-65 y.,Lower Saxony,No,0.70547,774,1034,0.67767,0.73327
2020,46-65 y.,Bremen,No,0.77893,68,68,0.67956,0.87829
2020,46-65 y.,North Rhine-Westphalia,Yes,0.28655,609,2186,0.26759,0.30550
2020,46-65 y.,North Rhine-Westphalia,No,0.70906,1577,2186,0.69001,0.72810
2020,46-65 y.,Hesse,Yes,0.31527,204,762,0.28226,0.34828
2020,46-65 y.,Hesse,No,0.68046,558,762,0.64733,0.71359
2020,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.25978,158,589,0.22433,0.29522
2020,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.73949,431,589,0.70401,0.77497
2020,46-65 y.,Baden-Wuerttemberg,Yes,0.21394,256,1154,0.19027,0.23761
2020,46-65 y.,Baden-Wuerttemberg,No,0.78445,898,1154,0.76072,0.80819
2020,46-65 y.,Bavaria,Yes,0.25634,381,1595,0.23490,0.27777
2020,46-65 y.,Bavaria,No,0.74171,1214,1595,0.72023,0.76320
2020,46-65 y.,Berlin,Yes,0.29020,118,386,0.24486,0.33554
2020,46-65 y.,Berlin,No,0.70901,268,386,0.66364,0.75438
2020,46-65 y.,Brandenburg,Yes,0.31883,138,451,0.27577,0.36189
2020,46-65 y.,Brandenburg,No,0.68069,313,451,0.63762,0.72377
2020,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.40349,73,214,0.33760,0.46937
2020,46-65 y.,Mecklenburg-Western Pomerania,No,0.59566,141,214,0.52975,0.66156
2020,46-65 y.,Saxony,Yes,0.30527,172,601,0.26842,0.34212
2020,46-65 y.,Saxony,No,0.69382,429,601,0.65694,0.73070
2020,46-65 y.,Saxony-Anhalt,Yes,0.36228,119,384,0.31414,0.41042
2020,46-65 y.,Saxony-Anhalt,No,0.63477,265,384,0.58654,0.68299
2020,46-65 y.,Thuringa,Yes,0.30543,105,372,0.25856,0.35230
2020,46-65 y.,Thuringa,No,0.69443,267,372,0.64756,0.74131
2020,66 and older,Schleswig-Holstein,No,0.87013,155,155,0.81704,0.92323
2020,66 and older,Hamburg,No,0.87776,95,95,0.81154,0.94398
2020,66 and older,Lower Saxony,Yes,0.08533,51,439,0.05917,0.11150
2020,66 and older,Lower Saxony,No,0.91315,388,439,0.88678,0.93952
2020,66 and older,Bremen,No,0.80749,40,40,0.68375,0.93124
2020,66 and older,North Rhine-Westphalia,Yes,0.13951,128,941,0.11736,0.16166
2020,66 and older,North Rhine-Westphalia,No,0.85399,813,941,0.83142,0.87657
2020,66 and older,Hesse,Yes,0.10166,33,280,0.06620,0.13712
2020,66 and older,Hesse,No,0.89834,247,280,0.86288,0.93380
2020,66 and older,"Rhineland-Palatinate, Saarland",Yes,0.13900,42,288,0.09898,0.17903
2020,66 and older,"Rhineland-Palatinate, Saarland",No,0.86074,246,288,0.82069,0.90080
2020,66 and older,Baden-Wuerttemberg,Yes,0.08649,43,509,0.06204,0.11093
2020,66 and older,Baden-Wuerttemberg,No,0.91249,466,509,0.88792,0.93706
2020,66 and older,Bavaria,Yes,0.13844,107,751,0.11372,0.16316
2020,66 and older,Bavaria,No,0.86136,644,751,0.83663,0.88609
2020,66 and older,Berlin,Yes,0.26898,46,191,0.20592,0.33203
2020,66 and older,Berlin,No,0.71968,145,191,0.65581,0.78354
2020,66 and older,Brandenburg,Yes,0.13981,38,269,0.09829,0.18133
2020,66 and older,Brandenburg,No,0.86019,231,269,0.81867,0.90171
2020,66 and older,Mecklenburg-Western Pomerania,No,0.90958,125,125,0.85910,0.96005
2020,66 and older,Saxony,Yes,0.12165,35,370,0.08829,0.15500
2020,66 and older,Saxony,No,0.86325,335,370,0.82819,0.89831
2020,66 and older,Saxony-Anhalt,No,0.87875,170,170,0.82953,0.92796
