year,bula_h,sampreg,hlf0180,proportion,n,lower_confidence,upper_confidence
2001,Nordrhein-Westfalen,Westdeutschland,Ja,0.17242862057103542,11680,0.16557780843738681,0.17927943270468402
2001,Bayern,Westdeutschland,Ja,0.11747506019951841,11680,0.11163562314061228,0.12331449725842454
2001,Baden-Wuerttemberg,Westdeutschland,Ja,0.09872721018231854,11680,0.09331741014913682,0.10413701021550027
2001,Niedersachsen,Westdeutschland,Ja,0.07180942552459581,11680,0.06712729029185595,0.07649156075733567
2001,Sachsen,Ostdeutschland,Ja,0.057705538355693156,11680,0.05347654777555656,0.06193452893582975
2001,Hessen,Westdeutschland,Ja,0.05512555899552803,11680,0.050986532524887475,0.05926458546616859
2001,"Rheinland-Pfalz,Saarland",Westdeutschland,Ja,0.05237358101135191,11680,0.04833332053817437,0.056413841484529444
2001,Nordrhein-Westfalen,Westdeutschland,Nein,0.04033367733058135,11680,0.036765645771649785,0.04390170888951292
2001,Brandenburg,Ostdeutschland,Ja,0.033797729618163054,11680,0.0305204579734833,0.03707500126284281
2001,Thueringen,Ostdeutschland,Ja,0.032249742002063986,11680,0.02904583855151912,0.03545364545260885
2001,Sachsen-Anhalt,Ostdeutschland,Ja,0.032249742002063986,11680,0.02904583855151912,0.03545364545260885
2001,Schleswig-Holstein,Westdeutschland,Ja,0.024423804609563123,11680,0.021624359826316168,0.027223249392810078
2001,Bayern,Westdeutschland,Nein,0.02106983144134847,11680,0.01846523143682117,0.023674431445875766
2001,Baden-Wuerttemberg,Westdeutschland,Nein,0.01823185414516684,11680,0.01580549805805561,0.020658210232278068
2001,Mecklenburg-Vorpommern,Ostdeutschland,Ja,0.01805985552115583,11680,0.015644760105347523,0.020474950936964137
2001,Sachsen,Ostdeutschland,Nein,0.015135878912968696,11680,0.012921629029714558,0.017350128796222834
2001,Berlin,Westdeutschland,Ja,0.01479188166494668,11680,0.012602556077724552,0.016981207252168812
2001,Hessen,Westdeutschland,Nein,0.011695906432748537,11680,0.0097460757971347,0.013645737068362375
2001,Berlin,Ostdeutschland,Ja,0.01152390780873753,11680,0.009588298854772597,0.013459516762702463
2001,Sachsen-Anhalt,Ostdeutschland,Nein,0.010835913312693499,11680,0.00895831977836207,0.012713506847024927
2001,Niedersachsen,Westdeutschland,Nein,0.01040591675266598,11680,0.008565554281231312,0.012246279224100647
2001,Thueringen,Ostdeutschland,Nein,0.010147918816649467,11680,0.008330277055172442,0.011965560578126493
2001,Hamburg,Westdeutschland,Ja,0.009631922944616443,11680,0.007860633778577061,0.011403212110655826
2001,"Rheinland-Pfalz,Saarland",Westdeutschland,Nein,0.009459924320605434,11680,0.0077043690519295735,0.011215479589281296
2001,Brandenburg,Ostdeutschland,Nein,0.008599931200550396,11680,0.006925348459893448,0.010274513941207344
2001,Berlin,Westdeutschland,Nein,0.008427932576539388,11680,0.006770036444319015,0.01008582870875976
2001,Schleswig-Holstein,Westdeutschland,Nein,0.006707946336429308,11680,0.00522758436424203,0.008188308308616587
2001,Berlin,Ostdeutschland,Nein,0.006277949776401789,11680,0.004845511122364305,0.007710388430439273
2001,Mecklenburg-Vorpommern,Ostdeutschland,Nein,0.006191950464396285,11680,0.004769295310066193,0.007614605618726377
