year,bula_h,quintil_oecd_hh,hlf0180,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2007,Mecklenburg-Western Pomerania,1st Quintile,No,0.51731,36,10569,0.51537,0.51925
2007,Mecklenburg-Western Pomerania,2nd Quintile,Yes,1.00000,50,10569,1.00000,1.00000
2007,Mecklenburg-Western Pomerania,3rd Quintile,Yes,1.00000,45,10569,1.00000,1.00000
2007,Mecklenburg-Western Pomerania,4th Quintile,Yes,1.00000,43,10569,1.00000,1.00000
2007,Mecklenburg-Western Pomerania,5th Quintile,Yes,1.00000,45,10569,1.00000,1.00000
2007,Saxony,1st Quintile,Yes,0.53453,106,10569,0.53327,0.53578
2007,Saxony,1st Quintile,No,0.46547,80,10569,0.46422,0.46673
2007,Saxony,2nd Quintile,Yes,0.71940,158,10569,0.71815,0.72065
2007,Saxony,2nd Quintile,No,0.28060,39,10569,0.27935,0.28185
2007,Saxony,3rd Quintile,Yes,0.77277,189,10569,0.77171,0.77384
2007,Saxony,3rd Quintile,No,0.22723,32,10569,0.22616,0.22829
2007,Saxony,4th Quintile,Yes,1.00000,129,10569,1.00000,1.00000
2007,Saxony,5th Quintile,Yes,1.00000,86,10569,1.00000,1.00000
2007,Saxony-Anhalt,1st Quintile,Yes,0.45560,54,10569,0.45390,0.45731
2007,Saxony-Anhalt,1st Quintile,No,0.54440,48,10569,0.54269,0.54610
2007,Saxony-Anhalt,2nd Quintile,Yes,1.00000,82,10569,1.00000,1.00000
2007,Saxony-Anhalt,3rd Quintile,Yes,1.00000,96,10569,1.00000,1.00000
2007,Saxony-Anhalt,4th Quintile,Yes,1.00000,81,10569,1.00000,1.00000
2007,Saxony-Anhalt,5th Quintile,Yes,1.00000,59,10569,1.00000,1.00000
2007,Thuringa,1st Quintile,Yes,0.60215,60,10569,0.60030,0.60400
2007,Thuringa,1st Quintile,No,0.39785,40,10569,0.39600,0.39970
2007,Thuringa,2nd Quintile,Yes,0.65123,95,10569,0.64963,0.65283
2007,Thuringa,2nd Quintile,No,0.34877,39,10569,0.34717,0.35037
2007,Thuringa,3rd Quintile,Yes,1.00000,87,10569,1.00000,1.00000
2007,Thuringa,4th Quintile,Yes,1.00000,87,10569,1.00000,1.00000
2007,Thuringa,5th Quintile,Yes,1.00000,43,10569,1.00000,1.00000
2011,Schleswig-Holstein,1st Quintile,Yes,0.38735,39,11334,0.38546,0.38923
2011,Schleswig-Holstein,1st Quintile,No,0.61265,53,11334,0.61077,0.61454
2011,Schleswig-Holstein,2nd Quintile,Yes,1.00000,57,11334,1.00000,1.00000
2011,Schleswig-Holstein,3rd Quintile,Yes,1.00000,65,11334,1.00000,1.00000
2011,Schleswig-Holstein,4th Quintile,Yes,1.00000,66,11334,1.00000,1.00000
2011,Schleswig-Holstein,5th Quintile,Yes,1.00000,81,11334,1.00000,1.00000
2011,Hamburg,4th Quintile,Yes,1.00000,31,11334,1.00000,1.00000
2011,Hamburg,5th Quintile,Yes,1.00000,51,11334,1.00000,1.00000
2011,Lower Saxony,1st Quintile,Yes,0.46690,103,11334,0.46562,0.46818
2011,Lower Saxony,1st Quintile,No,0.53310,71,11334,0.53182,0.53438
2011,Lower Saxony,2nd Quintile,Yes,0.73258,145,11334,0.73149,0.73368
2011,Lower Saxony,2nd Quintile,No,0.26742,41,11334,0.26632,0.26851
2011,Lower Saxony,3rd Quintile,Yes,1.00000,197,11334,1.00000,1.00000
2011,Lower Saxony,4th Quintile,Yes,1.00000,219,11334,1.00000,1.00000
2011,Lower Saxony,5th Quintile,Yes,1.00000,271,11334,1.00000,1.00000
2011,North Rhine-Westphalia,1st Quintile,Yes,0.45210,220,11334,0.45129,0.45291
2011,North Rhine-Westphalia,1st Quintile,No,0.54790,211,11334,0.54709,0.54871
2011,North Rhine-Westphalia,2nd Quintile,Yes,0.73009,310,11334,0.72938,0.73081
2011,North Rhine-Westphalia,2nd Quintile,No,0.26991,79,11334,0.26919,0.27062
2011,North Rhine-Westphalia,3rd Quintile,Yes,0.85507,375,11334,0.85451,0.85563
2011,North Rhine-Westphalia,3rd Quintile,No,0.14493,57,11334,0.14437,0.14549
2011,North Rhine-Westphalia,4th Quintile,Yes,0.87343,444,11334,0.87291,0.87395
2011,North Rhine-Westphalia,4th Quintile,No,0.12657,40,11334,0.12605,0.12709
2011,North Rhine-Westphalia,5th Quintile,Yes,0.92546,580,11334,0.92508,0.92585
2011,North Rhine-Westphalia,5th Quintile,No,0.07454,32,11334,0.07415,0.07492
2011,Hesse,1st Quintile,Yes,0.51839,67,11334,0.51686,0.51993
2011,Hesse,1st Quintile,No,0.48161,57,11334,0.48007,0.48314
2011,Hesse,2nd Quintile,Yes,0.68830,84,11334,0.68693,0.68967
2011,Hesse,2nd Quintile,No,0.31170,37,11334,0.31033,0.31307
2011,Hesse,3rd Quintile,Yes,1.00000,127,11334,1.00000,1.00000
2011,Hesse,4th Quintile,Yes,1.00000,166,11334,1.00000,1.00000
2011,Hesse,5th Quintile,Yes,1.00000,253,11334,1.00000,1.00000
2011,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.49448,70,11334,0.49293,0.49602
2011,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.50552,61,11334,0.50398,0.50707
2011,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,1.00000,112,11334,1.00000,1.00000
2011,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,1.00000,123,11334,1.00000,1.00000
2011,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,1.00000,125,11334,1.00000,1.00000
2011,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,1.00000,158,11334,1.00000,1.00000
2011,Baden-Wuerttemberg,1st Quintile,Yes,0.44727,102,11334,0.44598,0.44856
2011,Baden-Wuerttemberg,1st Quintile,No,0.55273,83,11334,0.55144,0.55402
2011,Baden-Wuerttemberg,2nd Quintile,Yes,0.77849,171,11334,0.77756,0.77942
2011,Baden-Wuerttemberg,2nd Quintile,No,0.22151,43,11334,0.22058,0.22244
2011,Baden-Wuerttemberg,3rd Quintile,Yes,1.00000,234,11334,1.00000,1.00000
2011,Baden-Wuerttemberg,4th Quintile,Yes,1.00000,316,11334,1.00000,1.00000
2011,Baden-Wuerttemberg,5th Quintile,Yes,1.00000,392,11334,1.00000,1.00000
2011,Bavaria,1st Quintile,Yes,0.42574,149,11334,0.42471,0.42677
2011,Bavaria,1st Quintile,No,0.57426,117,11334,0.57323,0.57529
2011,Bavaria,2nd Quintile,Yes,0.71622,225,11334,0.71525,0.71719
2011,Bavaria,2nd Quintile,No,0.28378,63,11334,0.28281,0.28475
2011,Bavaria,3rd Quintile,Yes,1.00000,322,11334,1.00000,1.00000
2011,Bavaria,4th Quintile,Yes,1.00000,392,11334,1.00000,1.00000
2011,Bavaria,5th Quintile,Yes,1.00000,485,11334,1.00000,1.00000
2011,Berlin,1st Quintile,No,1.00000,84,11334,1.00000,1.00000
2011,Berlin,2nd Quintile,Yes,0.46336,45,11334,0.46168,0.46504
2011,Berlin,2nd Quintile,No,0.53664,40,11334,0.53496,0.53832
2011,Berlin,3rd Quintile,Yes,0.65581,71,11334,0.65423,0.65740
2011,Berlin,3rd Quintile,No,0.34419,33,11334,0.34260,0.34577
2011,Berlin,4th Quintile,Yes,1.00000,78,11334,1.00000,1.00000
2011,Berlin,5th Quintile,Yes,1.00000,90,11334,1.00000,1.00000
2011,Brandenburg,1st Quintile,Yes,0.38128,56,11334,0.37945,0.38310
2011,Brandenburg,1st Quintile,No,0.61872,66,11334,0.61690,0.62055
2011,Brandenburg,2nd Quintile,Yes,0.63560,98,11334,0.63379,0.63740
2011,Brandenburg,2nd Quintile,No,0.36440,31,11334,0.36260,0.36621
2011,Brandenburg,3rd Quintile,Yes,1.00000,106,11334,1.00000,1.00000
2011,Brandenburg,4th Quintile,Yes,1.00000,77,11334,1.00000,1.00000
2011,Brandenburg,5th Quintile,Yes,1.00000,60,11334,1.00000,1.00000
2011,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.46052,41,11334,0.45833,0.46272
2011,Mecklenburg-Western Pomerania,1st Quintile,No,0.53948,47,11334,0.53728,0.54167
2011,Mecklenburg-Western Pomerania,2nd Quintile,Yes,1.00000,53,11334,1.00000,1.00000
2011,Mecklenburg-Western Pomerania,3rd Quintile,Yes,1.00000,52,11334,1.00000,1.00000
2011,Mecklenburg-Western Pomerania,4th Quintile,Yes,1.00000,42,11334,1.00000,1.00000
2011,Mecklenburg-Western Pomerania,5th Quintile,Yes,1.00000,39,11334,1.00000,1.00000
2011,Saxony,1st Quintile,Yes,0.55803,113,11334,0.55668,0.55937
2011,Saxony,1st Quintile,No,0.44197,78,11334,0.44063,0.44332
2011,Saxony,2nd Quintile,Yes,0.73352,167,11334,0.73231,0.73472
2011,Saxony,2nd Quintile,No,0.26648,50,11334,0.26528,0.26769
2011,Saxony,3rd Quintile,Yes,1.00000,172,11334,1.00000,1.00000
2011,Saxony,4th Quintile,Yes,1.00000,116,11334,1.00000,1.00000
2011,Saxony,5th Quintile,Yes,1.00000,80,11334,1.00000,1.00000
2011,Saxony-Anhalt,1st Quintile,Yes,0.50811,65,11334,0.50634,0.50987
2011,Saxony-Anhalt,1st Quintile,No,0.49189,61,11334,0.49013,0.49366
2011,Saxony-Anhalt,2nd Quintile,Yes,0.68533,99,11334,0.68361,0.68704
2011,Saxony-Anhalt,2nd Quintile,No,0.31467,31,11334,0.31296,0.31639
2011,Saxony-Anhalt,3rd Quintile,Yes,1.00000,97,11334,1.00000,1.00000
2011,Saxony-Anhalt,4th Quintile,Yes,1.00000,74,11334,1.00000,1.00000
2011,Saxony-Anhalt,5th Quintile,Yes,1.00000,60,11334,1.00000,1.00000
2011,Thuringa,1st Quintile,Yes,0.39770,56,11334,0.39593,0.39946
2011,Thuringa,1st Quintile,No,0.60230,79,11334,0.60054,0.60407
2011,Thuringa,2nd Quintile,Yes,0.71068,110,11334,0.70902,0.71235
2011,Thuringa,2nd Quintile,No,0.28932,36,11334,0.28765,0.29098
2011,Thuringa,3rd Quintile,Yes,1.00000,90,11334,1.00000,1.00000
2011,Thuringa,4th Quintile,Yes,1.00000,79,11334,1.00000,1.00000
2011,Thuringa,5th Quintile,Yes,1.00000,40,11334,1.00000,1.00000
2013,Schleswig-Holstein,1st Quintile,Yes,0.40295,65,13305,0.40116,0.40473
2013,Schleswig-Holstein,1st Quintile,No,0.59705,64,13305,0.59527,0.59884
2013,Schleswig-Holstein,2nd Quintile,Yes,1.00000,65,13305,1.00000,1.00000
2013,Schleswig-Holstein,3rd Quintile,Yes,1.00000,82,13305,1.00000,1.00000
2013,Schleswig-Holstein,4th Quintile,Yes,1.00000,83,13305,1.00000,1.00000
2013,Schleswig-Holstein,5th Quintile,Yes,1.00000,63,13305,1.00000,1.00000
2013,Hamburg,1st Quintile,No,1.00000,33,13305,1.00000,1.00000
2013,Hamburg,2nd Quintile,Yes,1.00000,38,13305,1.00000,1.00000
2013,Hamburg,3rd Quintile,Yes,1.00000,36,13305,1.00000,1.00000
2013,Hamburg,4th Quintile,Yes,1.00000,45,13305,1.00000,1.00000
2013,Hamburg,5th Quintile,Yes,1.00000,42,13305,1.00000,1.00000
2013,Lower Saxony,1st Quintile,Yes,0.54234,159,13305,0.54108,0.54359
2013,Lower Saxony,1st Quintile,No,0.45766,95,13305,0.45641,0.45892
2013,Lower Saxony,2nd Quintile,Yes,0.77773,187,13305,0.77672,0.77874
2013,Lower Saxony,2nd Quintile,No,0.22227,42,13305,0.22126,0.22328
2013,Lower Saxony,3rd Quintile,Yes,1.00000,190,13305,1.00000,1.00000
2013,Lower Saxony,4th Quintile,Yes,1.00000,230,13305,1.00000,1.00000
2013,Lower Saxony,5th Quintile,Yes,1.00000,278,13305,1.00000,1.00000
2013,North Rhine-Westphalia,1st Quintile,Yes,0.47736,365,13305,0.47656,0.47816
2013,North Rhine-Westphalia,1st Quintile,No,0.52264,290,13305,0.52184,0.52344
2013,North Rhine-Westphalia,2nd Quintile,Yes,0.68427,385,13305,0.68352,0.68502
2013,North Rhine-Westphalia,2nd Quintile,No,0.31573,124,13305,0.31498,0.31648
2013,North Rhine-Westphalia,3rd Quintile,Yes,0.85278,445,13305,0.85221,0.85334
2013,North Rhine-Westphalia,3rd Quintile,No,0.14722,58,13305,0.14666,0.14779
2013,North Rhine-Westphalia,4th Quintile,Yes,0.90556,481,13305,0.90510,0.90602
2013,North Rhine-Westphalia,4th Quintile,No,0.09444,41,13305,0.09398,0.09490
2013,North Rhine-Westphalia,5th Quintile,Yes,0.93273,620,13305,0.93238,0.93308
2013,North Rhine-Westphalia,5th Quintile,No,0.06727,32,13305,0.06692,0.06762
2013,Hesse,1st Quintile,Yes,0.48610,114,13305,0.48470,0.48749
2013,Hesse,1st Quintile,No,0.51390,94,13305,0.51251,0.51530
2013,Hesse,2nd Quintile,Yes,0.63164,126,13305,0.63026,0.63302
2013,Hesse,2nd Quintile,No,0.36836,57,13305,0.36698,0.36974
2013,Hesse,3rd Quintile,Yes,1.00000,167,13305,1.00000,1.00000
2013,Hesse,4th Quintile,Yes,1.00000,148,13305,1.00000,1.00000
2013,Hesse,5th Quintile,Yes,1.00000,280,13305,1.00000,1.00000
2013,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.49691,113,13305,0.49537,0.49845
2013,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.50309,78,13305,0.50155,0.50463
2013,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.74135,122,13305,0.74002,0.74268
2013,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.25865,35,13305,0.25732,0.25998
2013,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,1.00000,137,13305,1.00000,1.00000
2013,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,1.00000,143,13305,1.00000,1.00000
2013,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,1.00000,169,13305,1.00000,1.00000
2013,Baden-Wuerttemberg,1st Quintile,Yes,0.49465,158,13305,0.49346,0.49584
2013,Baden-Wuerttemberg,1st Quintile,No,0.50535,117,13305,0.50416,0.50654
2013,Baden-Wuerttemberg,2nd Quintile,Yes,0.76741,227,13305,0.76646,0.76836
2013,Baden-Wuerttemberg,2nd Quintile,No,0.23259,49,13305,0.23164,0.23354
2013,Baden-Wuerttemberg,3rd Quintile,Yes,1.00000,289,13305,1.00000,1.00000
2013,Baden-Wuerttemberg,4th Quintile,Yes,1.00000,337,13305,1.00000,1.00000
2013,Baden-Wuerttemberg,5th Quintile,Yes,1.00000,395,13305,1.00000,1.00000
2013,Bavaria,1st Quintile,Yes,0.48233,222,13305,0.48133,0.48333
2013,Bavaria,1st Quintile,No,0.51767,152,13305,0.51667,0.51867
2013,Bavaria,2nd Quintile,Yes,0.70257,329,13305,0.70169,0.70344
2013,Bavaria,2nd Quintile,No,0.29743,106,13305,0.29656,0.29831
2013,Bavaria,3rd Quintile,Yes,0.88500,397,13305,0.88441,0.88560
2013,Bavaria,3rd Quintile,No,0.11500,40,13305,0.11440,0.11559
2013,Bavaria,4th Quintile,Yes,0.88278,410,13305,0.88224,0.88333
2013,Bavaria,4th Quintile,No,0.11722,43,13305,0.11667,0.11776
2013,Bavaria,5th Quintile,Yes,1.00000,491,13305,1.00000,1.00000
2013,Berlin,1st Quintile,Yes,0.18614,38,13305,0.18500,0.18729
2013,Berlin,1st Quintile,No,0.81386,116,13305,0.81271,0.81500
2013,Berlin,2nd Quintile,Yes,0.40341,61,13305,0.40180,0.40501
2013,Berlin,2nd Quintile,No,0.59659,68,13305,0.59499,0.59820
2013,Berlin,3rd Quintile,Yes,0.50527,64,13305,0.50357,0.50698
2013,Berlin,3rd Quintile,No,0.49473,50,13305,0.49302,0.49643
2013,Berlin,4th Quintile,Yes,0.70561,92,13305,0.70420,0.70703
2013,Berlin,4th Quintile,No,0.29439,33,13305,0.29297,0.29580
2013,Berlin,5th Quintile,Yes,1.00000,82,13305,1.00000,1.00000
2013,Brandenburg,1st Quintile,Yes,0.42649,71,13305,0.42470,0.42828
2013,Brandenburg,1st Quintile,No,0.57351,60,13305,0.57172,0.57530
2013,Brandenburg,2nd Quintile,Yes,0.63173,98,13305,0.62992,0.63354
2013,Brandenburg,2nd Quintile,No,0.36827,33,13305,0.36646,0.37008
2013,Brandenburg,3rd Quintile,Yes,1.00000,99,13305,1.00000,1.00000
2013,Brandenburg,4th Quintile,Yes,1.00000,78,13305,1.00000,1.00000
2013,Brandenburg,5th Quintile,Yes,1.00000,59,13305,1.00000,1.00000
2013,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.50275,48,13305,0.50079,0.50472
2013,Mecklenburg-Western Pomerania,1st Quintile,No,0.49725,49,13305,0.49528,0.49921
2013,Mecklenburg-Western Pomerania,2nd Quintile,Yes,1.00000,51,13305,1.00000,1.00000
2013,Mecklenburg-Western Pomerania,3rd Quintile,Yes,1.00000,49,13305,1.00000,1.00000
2013,Mecklenburg-Western Pomerania,4th Quintile,Yes,1.00000,31,13305,1.00000,1.00000
2013,Mecklenburg-Western Pomerania,5th Quintile,Yes,1.00000,38,13305,1.00000,1.00000
2013,Saxony,1st Quintile,Yes,0.55356,107,13305,0.55216,0.55495
2013,Saxony,1st Quintile,No,0.44644,84,13305,0.44505,0.44784
2013,Saxony,2nd Quintile,Yes,0.76962,189,13305,0.76855,0.77069
2013,Saxony,2nd Quintile,No,0.23038,51,13305,0.22931,0.23145
2013,Saxony,3rd Quintile,Yes,1.00000,162,13305,1.00000,1.00000
2013,Saxony,4th Quintile,Yes,1.00000,115,13305,1.00000,1.00000
2013,Saxony,5th Quintile,Yes,1.00000,84,13305,1.00000,1.00000
2013,Saxony-Anhalt,1st Quintile,Yes,0.50265,84,13305,0.50090,0.50440
2013,Saxony-Anhalt,1st Quintile,No,0.49735,70,13305,0.49560,0.49910
2013,Saxony-Anhalt,2nd Quintile,Yes,0.60073,84,13305,0.59888,0.60258
2013,Saxony-Anhalt,2nd Quintile,No,0.39927,35,13305,0.39742,0.40112
2013,Saxony-Anhalt,3rd Quintile,Yes,1.00000,91,13305,1.00000,1.00000
2013,Saxony-Anhalt,4th Quintile,Yes,1.00000,76,13305,1.00000,1.00000
2013,Saxony-Anhalt,5th Quintile,Yes,1.00000,54,13305,1.00000,1.00000
2013,Thuringa,1st Quintile,Yes,0.48125,61,13305,0.47937,0.48313
2013,Thuringa,1st Quintile,No,0.51875,64,13305,0.51687,0.52063
2013,Thuringa,2nd Quintile,Yes,0.63886,98,13305,0.63703,0.64068
2013,Thuringa,2nd Quintile,No,0.36114,36,13305,0.35932,0.36297
2013,Thuringa,3rd Quintile,Yes,1.00000,90,13305,1.00000,1.00000
2013,Thuringa,4th Quintile,Yes,1.00000,72,13305,1.00000,1.00000
2013,Thuringa,5th Quintile,Yes,1.00000,47,13305,1.00000,1.00000
2016,Schleswig-Holstein,1st Quintile,Yes,0.52121,71,13664,0.51933,0.52308
2016,Schleswig-Holstein,1st Quintile,No,0.47879,57,13664,0.47692,0.48067
2016,Schleswig-Holstein,2nd Quintile,Yes,1.00000,82,13664,1.00000,1.00000
2016,Schleswig-Holstein,3rd Quintile,Yes,1.00000,91,13664,1.00000,1.00000
2016,Schleswig-Holstein,4th Quintile,Yes,1.00000,83,13664,1.00000,1.00000
2016,Schleswig-Holstein,5th Quintile,Yes,1.00000,76,13664,1.00000,1.00000
2016,Hamburg,2nd Quintile,Yes,1.00000,36,13664,1.00000,1.00000
2016,Hamburg,4th Quintile,Yes,1.00000,41,13664,1.00000,1.00000
2016,Hamburg,5th Quintile,Yes,1.00000,55,13664,1.00000,1.00000
2016,Lower Saxony,1st Quintile,Yes,0.55251,196,13664,0.55133,0.55369
2016,Lower Saxony,1st Quintile,No,0.44749,112,13664,0.44631,0.44867
2016,Lower Saxony,2nd Quintile,Yes,0.80108,221,13664,0.80010,0.80206
2016,Lower Saxony,2nd Quintile,No,0.19892,41,13664,0.19794,0.19990
2016,Lower Saxony,3rd Quintile,Yes,1.00000,215,13664,1.00000,1.00000
2016,Lower Saxony,4th Quintile,Yes,1.00000,262,13664,1.00000,1.00000
2016,Lower Saxony,5th Quintile,Yes,1.00000,253,13664,1.00000,1.00000
2016,North Rhine-Westphalia,1st Quintile,Yes,0.43499,357,13664,0.43427,0.43572
2016,North Rhine-Westphalia,1st Quintile,No,0.56501,316,13664,0.56428,0.56573
2016,North Rhine-Westphalia,2nd Quintile,Yes,0.73949,488,13664,0.73883,0.74016
2016,North Rhine-Westphalia,2nd Quintile,No,0.26051,109,13664,0.25984,0.26117
2016,North Rhine-Westphalia,3rd Quintile,Yes,0.86830,461,13664,0.86777,0.86882
2016,North Rhine-Westphalia,3rd Quintile,No,0.13170,54,13664,0.13118,0.13223
2016,North Rhine-Westphalia,4th Quintile,Yes,0.88347,506,13664,0.88299,0.88395
2016,North Rhine-Westphalia,4th Quintile,No,0.11653,41,13664,0.11605,0.11701
2016,North Rhine-Westphalia,5th Quintile,Yes,1.00000,548,13664,1.00000,1.00000
2016,Hesse,1st Quintile,Yes,0.42598,99,13664,0.42474,0.42723
2016,Hesse,1st Quintile,No,0.57402,96,13664,0.57277,0.57526
2016,Hesse,2nd Quintile,Yes,0.77128,153,13664,0.77013,0.77243
2016,Hesse,2nd Quintile,No,0.22872,38,13664,0.22757,0.22987
2016,Hesse,3rd Quintile,Yes,1.00000,150,13664,1.00000,1.00000
2016,Hesse,4th Quintile,Yes,1.00000,161,13664,1.00000,1.00000
2016,Hesse,5th Quintile,Yes,1.00000,237,13664,1.00000,1.00000
2016,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.56106,124,13664,0.55969,0.56242
2016,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.43894,69,13664,0.43758,0.44031
2016,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.77688,159,13664,0.77571,0.77805
2016,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.22312,31,13664,0.22195,0.22429
2016,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,1.00000,137,13664,1.00000,1.00000
2016,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,1.00000,143,13664,1.00000,1.00000
2016,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,1.00000,149,13664,1.00000,1.00000
2016,Baden-Wuerttemberg,1st Quintile,Yes,0.54421,128,13664,0.54296,0.54546
2016,Baden-Wuerttemberg,1st Quintile,No,0.45579,87,13664,0.45454,0.45704
2016,Baden-Wuerttemberg,2nd Quintile,Yes,0.72262,249,13664,0.72171,0.72353
2016,Baden-Wuerttemberg,2nd Quintile,No,0.27738,58,13664,0.27647,0.27829
2016,Baden-Wuerttemberg,3rd Quintile,Yes,0.87674,290,13664,0.87612,0.87737
2016,Baden-Wuerttemberg,3rd Quintile,No,0.12326,35,13664,0.12263,0.12388
2016,Baden-Wuerttemberg,4th Quintile,Yes,1.00000,351,13664,1.00000,1.00000
2016,Baden-Wuerttemberg,5th Quintile,Yes,1.00000,395,13664,1.00000,1.00000
2016,Bavaria,1st Quintile,Yes,0.56154,235,13664,0.56056,0.56251
2016,Bavaria,1st Quintile,No,0.43846,130,13664,0.43749,0.43944
2016,Bavaria,2nd Quintile,Yes,0.72469,398,13664,0.72391,0.72547
2016,Bavaria,2nd Quintile,No,0.27531,101,13664,0.27453,0.27609
2016,Bavaria,3rd Quintile,Yes,0.84432,405,13664,0.84367,0.84497
2016,Bavaria,3rd Quintile,No,0.15568,53,13664,0.15503,0.15633
2016,Bavaria,4th Quintile,Yes,0.88395,407,13664,0.88340,0.88450
2016,Bavaria,4th Quintile,No,0.11605,43,13664,0.11550,0.11660
2016,Bavaria,5th Quintile,Yes,1.00000,500,13664,1.00000,1.00000
2016,Berlin,1st Quintile,Yes,0.21498,41,13664,0.21382,0.21615
2016,Berlin,1st Quintile,No,0.78502,108,13664,0.78385,0.78618
2016,Berlin,2nd Quintile,Yes,0.44046,57,13664,0.43884,0.44209
2016,Berlin,2nd Quintile,No,0.55954,57,13664,0.55791,0.56116
2016,Berlin,3rd Quintile,Yes,0.64955,73,13664,0.64814,0.65095
2016,Berlin,3rd Quintile,No,0.35045,41,13664,0.34905,0.35186
2016,Berlin,4th Quintile,Yes,0.59910,84,13664,0.59760,0.60059
2016,Berlin,4th Quintile,No,0.40090,42,13664,0.39941,0.40240
2016,Berlin,5th Quintile,Yes,1.00000,85,13664,1.00000,1.00000
2016,Brandenburg,1st Quintile,Yes,0.44499,79,13664,0.44312,0.44686
2016,Brandenburg,1st Quintile,No,0.55501,57,13664,0.55314,0.55688
2016,Brandenburg,2nd Quintile,Yes,0.64009,115,13664,0.63844,0.64175
2016,Brandenburg,2nd Quintile,No,0.35991,33,13664,0.35825,0.36156
2016,Brandenburg,3rd Quintile,Yes,1.00000,118,13664,1.00000,1.00000
2016,Brandenburg,4th Quintile,Yes,1.00000,69,13664,1.00000,1.00000
2016,Brandenburg,5th Quintile,Yes,1.00000,67,13664,1.00000,1.00000
2016,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.45331,46,13664,0.45138,0.45523
2016,Mecklenburg-Western Pomerania,1st Quintile,No,0.54669,55,13664,0.54477,0.54862
2016,Mecklenburg-Western Pomerania,2nd Quintile,Yes,1.00000,62,13664,1.00000,1.00000
2016,Mecklenburg-Western Pomerania,3rd Quintile,Yes,1.00000,60,13664,1.00000,1.00000
2016,Mecklenburg-Western Pomerania,4th Quintile,Yes,1.00000,39,13664,1.00000,1.00000
2016,Mecklenburg-Western Pomerania,5th Quintile,Yes,1.00000,33,13664,1.00000,1.00000
2016,Saxony,1st Quintile,Yes,0.54335,125,13664,0.54191,0.54478
2016,Saxony,1st Quintile,No,0.45665,82,13664,0.45522,0.45809
2016,Saxony,2nd Quintile,Yes,0.76244,197,13664,0.76135,0.76352
2016,Saxony,2nd Quintile,No,0.23756,48,13664,0.23648,0.23865
2016,Saxony,3rd Quintile,Yes,0.80060,171,13664,0.79957,0.80163
2016,Saxony,3rd Quintile,No,0.19940,31,13664,0.19837,0.20043
2016,Saxony,4th Quintile,Yes,1.00000,117,13664,1.00000,1.00000
2016,Saxony,5th Quintile,Yes,1.00000,81,13664,1.00000,1.00000
2016,Saxony-Anhalt,1st Quintile,Yes,0.41889,87,13664,0.41730,0.42048
2016,Saxony-Anhalt,1st Quintile,No,0.58111,76,13664,0.57952,0.58270
2016,Saxony-Anhalt,2nd Quintile,Yes,0.64460,95,13664,0.64300,0.64621
2016,Saxony-Anhalt,2nd Quintile,No,0.35540,39,13664,0.35379,0.35700
2016,Saxony-Anhalt,3rd Quintile,Yes,1.00000,79,13664,1.00000,1.00000
2016,Saxony-Anhalt,4th Quintile,Yes,1.00000,72,13664,1.00000,1.00000
2016,Saxony-Anhalt,5th Quintile,Yes,1.00000,48,13664,1.00000,1.00000
2016,Thuringa,1st Quintile,Yes,0.49633,82,13664,0.49468,0.49798
2016,Thuringa,1st Quintile,No,0.50367,58,13664,0.50202,0.50532
2016,Thuringa,2nd Quintile,Yes,0.64126,112,13664,0.63938,0.64314
2016,Thuringa,2nd Quintile,No,0.35874,34,13664,0.35686,0.36062
2016,Thuringa,3rd Quintile,Yes,1.00000,99,13664,1.00000,1.00000
2016,Thuringa,4th Quintile,Yes,1.00000,74,13664,1.00000,1.00000
2016,Thuringa,5th Quintile,Yes,1.00000,53,13664,1.00000,1.00000
2017,Schleswig-Holstein,1st Quintile,Yes,0.55698,93,16778,0.55504,0.55893
2017,Schleswig-Holstein,1st Quintile,No,0.44302,147,16778,0.44107,0.44496
2017,Schleswig-Holstein,2nd Quintile,Yes,1.00000,100,16778,1.00000,1.00000
2017,Schleswig-Holstein,3rd Quintile,Yes,1.00000,110,16778,1.00000,1.00000
