year,bula_h,hlf0180,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,Saxony-Anhalt,Yes,0.70282,370,470,0.66146,0.74418
2005,Saxony-Anhalt,No,0.29718,100,470,0.25582,0.33854
2005,Thuringa,Yes,0.69984,360,461,0.65795,0.74172
2005,Thuringa,No,0.30016,101,461,0.25828,0.34205
2007,Schleswig-Holstein,Yes,0.75456,287,359,0.70998,0.79914
2007,Schleswig-Holstein,No,0.24544,72,359,0.20086,0.29002
2007,Hamburg,Yes,0.52875,119,188,0.45720,0.60030
2007,Hamburg,No,0.47125,69,188,0.39970,0.54280
2007,Lower Saxony,Yes,0.83085,876,1001,0.80761,0.85408
2007,Lower Saxony,No,0.16915,125,1001,0.14592,0.19239
2007,Bremen,Yes,0.67418,61,61,0.55559,0.79278
2007,North Rhine-Westphalia,Yes,0.76118,1930,2332,0.74387,0.77849
2007,North Rhine-Westphalia,No,0.23882,402,2332,0.22151,0.25613
2007,Hesse,Yes,0.76330,660,782,0.73349,0.79312
2007,Hesse,No,0.23670,122,782,0.20688,0.26651
2007,"Rhineland-Palatinate, Saarland",Yes,0.77658,552,661,0.74480,0.80836
2007,"Rhineland-Palatinate, Saarland",No,0.22342,109,661,0.19164,0.25520
2007,Baden-Wuerttemberg,Yes,0.81610,1164,1347,0.79540,0.83679
2007,Baden-Wuerttemberg,No,0.18390,183,1347,0.16321,0.20460
2007,Bavaria,Yes,0.80215,1417,1633,0.78283,0.82148
2007,Bavaria,No,0.19785,216,1633,0.17852,0.21717
2007,Berlin,Yes,0.52836,281,462,0.48279,0.57393
2007,Berlin,No,0.47164,181,462,0.42607,0.51721
2007,Brandenburg,Yes,0.75295,393,489,0.71468,0.79122
2007,Brandenburg,No,0.24705,96,489,0.20878,0.28532
2007,Mecklenburg-Western Pomerania,Yes,0.71306,216,282,0.66017,0.76595
2007,Mecklenburg-Western Pomerania,No,0.28694,66,282,0.23405,0.33983
2007,Saxony,Yes,0.72874,668,829,0.69846,0.75903
2007,Saxony,No,0.27126,161,829,0.24097,0.30154
2007,Saxony-Anhalt,Yes,0.73400,372,463,0.69371,0.77429
2007,Saxony-Anhalt,No,0.26600,91,463,0.22571,0.30629
2007,Thuringa,Yes,0.70684,373,486,0.66633,0.74736
2007,Thuringa,No,0.29316,113,486,0.25264,0.33367
2011,Schleswig-Holstein,Yes,0.74104,308,404,0.69827,0.78381
2011,Schleswig-Holstein,No,0.25896,96,404,0.21619,0.30173
2011,Hamburg,Yes,0.62345,136,195,0.55526,0.69163
2011,Hamburg,No,0.37655,59,195,0.30837,0.44474
2011,Lower Saxony,Yes,0.81070,935,1084,0.78737,0.83404
2011,Lower Saxony,No,0.18930,149,1084,0.16596,0.21263
2011,Bremen,Yes,0.64336,53,53,0.51317,0.77356
2011,North Rhine-Westphalia,Yes,0.77528,1929,2349,0.75840,0.79216
2011,North Rhine-Westphalia,No,0.22472,420,2349,0.20784,0.24160
2011,Hesse,Yes,0.81268,697,829,0.78610,0.83926
2011,Hesse,No,0.18732,132,829,0.16074,0.21390
2011,"Rhineland-Palatinate, Saarland",Yes,0.79852,588,708,0.76896,0.82809
2011,"Rhineland-Palatinate, Saarland",No,0.20148,120,708,0.17191,0.23104
2011,Baden-Wuerttemberg,Yes,0.83725,1215,1398,0.81789,0.85661
2011,Baden-Wuerttemberg,No,0.16275,183,1398,0.14339,0.18211
2011,Bavaria,Yes,0.79711,1573,1833,0.77870,0.81553
2011,Bavaria,No,0.20289,260,1833,0.18447,0.22130
2011,Berlin,Yes,0.53772,313,512,0.49449,0.58095
2011,Berlin,No,0.46228,199,512,0.41905,0.50551
2011,Brandenburg,Yes,0.70670,397,515,0.66734,0.74606
2011,Brandenburg,No,0.29330,118,515,0.25394,0.33266
2011,Mecklenburg-Western Pomerania,Yes,0.70942,227,313,0.65904,0.75980
2011,Mecklenburg-Western Pomerania,No,0.29058,86,313,0.24020,0.34096
2011,Saxony,Yes,0.76592,648,805,0.73666,0.79519
2011,Saxony,No,0.23408,157,805,0.20481,0.26334
2011,Saxony-Anhalt,Yes,0.73375,395,509,0.69532,0.77219
2011,Saxony-Anhalt,No,0.26625,114,509,0.22781,0.30468
2011,Thuringa,Yes,0.66471,375,519,0.62405,0.70536
2011,Thuringa,No,0.33529,144,519,0.29464,0.37595
2013,Schleswig-Holstein,Yes,0.71682,358,469,0.67600,0.75764
2013,Schleswig-Holstein,No,0.28318,111,469,0.24236,0.32400
2013,Hamburg,Yes,0.63560,185,276,0.57871,0.69248
2013,Hamburg,No,0.36440,91,276,0.30752,0.42129
2013,Lower Saxony,Yes,0.81842,1044,1232,0.79689,0.83996
2013,Lower Saxony,No,0.18158,188,1232,0.16004,0.20311
2013,Bremen,Yes,0.64931,68,105,0.55760,0.74102
2013,Bremen,No,0.35069,37,105,0.25898,0.44240
2013,North Rhine-Westphalia,Yes,0.77960,2297,2845,0.76436,0.79483
2013,North Rhine-Westphalia,No,0.22040,548,2845,0.20517,0.23564
2013,Hesse,Yes,0.78226,835,1036,0.75711,0.80740
2013,Hesse,No,0.21774,201,1036,0.19260,0.24289
2013,"Rhineland-Palatinate, Saarland",Yes,0.79749,684,836,0.77023,0.82475
2013,"Rhineland-Palatinate, Saarland",No,0.20251,152,836,0.17525,0.22977
2013,Baden-Wuerttemberg,Yes,0.83539,1406,1636,0.81741,0.85336
2013,Baden-Wuerttemberg,No,0.16461,230,1636,0.14664,0.18259
2013,Bavaria,Yes,0.79430,1849,2216,0.77746,0.81113
2013,Bavaria,No,0.20570,367,2216,0.18887,0.22254
2013,Berlin,Yes,0.48455,337,623,0.44528,0.52383
2013,Berlin,No,0.51545,286,623,0.47617,0.55472
2013,Brandenburg,Yes,0.70412,405,524,0.66500,0.74324
2013,Brandenburg,No,0.29588,119,524,0.25676,0.33500
2013,Mecklenburg-Western Pomerania,Yes,0.70937,217,301,0.65799,0.76075
2013,Mecklenburg-Western Pomerania,No,0.29063,84,301,0.23925,0.34201
2013,Saxony,Yes,0.77388,657,830,0.74540,0.80235
2013,Saxony,No,0.22612,173,830,0.19765,0.25460
2013,Saxony-Anhalt,Yes,0.73292,389,507,0.69437,0.77147
2013,Saxony-Anhalt,No,0.26708,118,507,0.22853,0.30563
2013,Thuringa,Yes,0.68875,368,495,0.64793,0.72958
2013,Thuringa,No,0.31125,127,495,0.27042,0.35207
2016,Schleswig-Holstein,Yes,0.78935,403,503,0.75368,0.82502
2016,Schleswig-Holstein,No,0.21065,100,503,0.17498,0.24632
2016,Hamburg,Yes,0.66435,185,263,0.60717,0.72153
2016,Hamburg,No,0.33565,78,263,0.27847,0.39283
2016,Lower Saxony,Yes,0.82527,1147,1348,0.80499,0.84555
2016,Lower Saxony,No,0.17473,201,1348,0.15445,0.19501
2016,Bremen,Yes,0.69245,75,75,0.58731,0.79760
2016,North Rhine-Westphalia,Yes,0.77649,2360,2902,0.76133,0.79165
2016,North Rhine-Westphalia,No,0.22351,542,2902,0.20835,0.23867
2016,Hesse,Yes,0.77969,800,976,0.75367,0.80570
2016,Hesse,No,0.22031,176,976,0.19430,0.24633
2016,"Rhineland-Palatinate, Saarland",Yes,0.80217,712,846,0.77531,0.82903
2016,"Rhineland-Palatinate, Saarland",No,0.19783,134,846,0.17097,0.22469
2016,Baden-Wuerttemberg,Yes,0.84833,1413,1625,0.83089,0.86578
2016,Baden-Wuerttemberg,No,0.15167,212,1625,0.13422,0.16911
2016,Bavaria,Yes,0.80440,1945,2295,0.78817,0.82063
2016,Bavaria,No,0.19560,350,2295,0.17937,0.21183
2016,Berlin,Yes,0.51593,340,609,0.47621,0.55566
2016,Berlin,No,0.48407,269,609,0.44434,0.52379
2016,Brandenburg,Yes,0.72774,448,562,0.69091,0.76458
2016,Brandenburg,No,0.27226,114,562,0.23542,0.30909
2016,Mecklenburg-Western Pomerania,Yes,0.69540,240,328,0.64552,0.74529
2016,Mecklenburg-Western Pomerania,No,0.30460,88,328,0.25471,0.35448
2016,Saxony,Yes,0.76352,691,864,0.73517,0.79187
2016,Saxony,No,0.23648,173,864,0.20813,0.26483
2016,Saxony-Anhalt,Yes,0.67513,381,512,0.63452,0.71574
2016,Saxony-Anhalt,No,0.32487,131,512,0.28426,0.36548
2016,Thuringa,Yes,0.67368,420,543,0.63421,0.71316
2016,Thuringa,No,0.32632,123,543,0.28684,0.36579
2017,Schleswig-Holstein,Yes,0.80848,492,688,0.77906,0.83791
2017,Schleswig-Holstein,No,0.19152,196,688,0.16209,0.22094
2017,Hamburg,Yes,0.65270,215,325,0.60086,0.70455
2017,Hamburg,No,0.34730,110,325,0.29545,0.39914
2017,Lower Saxony,Yes,0.81759,1390,1745,0.79947,0.83572
2017,Lower Saxony,No,0.18241,355,1745,0.16428,0.20053
2017,Bremen,Yes,0.61646,103,182,0.54562,0.68730
2017,Bremen,No,0.38354,79,182,0.31270,0.45438
2017,North Rhine-Westphalia,Yes,0.78130,2713,3553,0.76770,0.79489
2017,North Rhine-Westphalia,No,0.21870,840,3553,0.20511,0.23230
2017,Hesse,Yes,0.76299,904,1207,0.73899,0.78699
2017,Hesse,No,0.23701,303,1207,0.21301,0.26101
2017,"Rhineland-Palatinate, Saarland",Yes,0.81956,791,1011,0.79584,0.84328
2017,"Rhineland-Palatinate, Saarland",No,0.18044,220,1011,0.15672,0.20416
2017,Baden-Wuerttemberg,Yes,0.82878,1557,1948,0.81204,0.84551
2017,Baden-Wuerttemberg,No,0.17122,391,1948,0.15449,0.18796
2017,Bavaria,Yes,0.80429,2201,2689,0.78929,0.81929
2017,Bavaria,No,0.19571,488,2689,0.18071,0.21071
2017,Berlin,Yes,0.51885,383,713,0.48215,0.55555
2017,Berlin,No,0.48115,330,713,0.44445,0.51785
2017,Brandenburg,Yes,0.76101,514,698,0.72935,0.79267
2017,Brandenburg,No,0.23899,184,698,0.20733,0.27065
2017,Mecklenburg-Western Pomerania,Yes,0.69024,271,394,0.64452,0.73596
2017,Mecklenburg-Western Pomerania,No,0.30976,123,394,0.26404,0.35548
2017,Saxony,Yes,0.74955,802,1057,0.72341,0.77568
2017,Saxony,No,0.25045,255,1057,0.22432,0.27659
2017,Saxony-Anhalt,Yes,0.70367,447,621,0.66772,0.73961
2017,Saxony-Anhalt,No,0.29633,174,621,0.26039,0.33228
2017,Thuringa,Yes,0.69668,470,631,0.66078,0.73258
2017,Thuringa,No,0.30332,161,631,0.26742,0.33922
2018,Schleswig-Holstein,Yes,0.80529,498,678,0.77546,0.83512
2018,Schleswig-Holstein,No,0.19471,180,678,0.16488,0.22454
2018,Hamburg,Yes,0.66184,229,364,0.61317,0.71051
2018,Hamburg,No,0.33816,135,364,0.28949,0.38683
2018,Lower Saxony,Yes,0.82403,1389,1800,0.80643,0.84163
2018,Lower Saxony,No,0.17597,411,1800,0.15837,0.19357
2018,Bremen,Yes,0.67900,112,183,0.61117,0.74683
2018,Bremen,No,0.32100,71,183,0.25317,0.38883
2018,North Rhine-Westphalia,Yes,0.77825,2748,3762,0.76498,0.79153
2018,North Rhine-Westphalia,No,0.22175,1014,3762,0.20847,0.23502
2018,Hesse,Yes,0.78739,907,1232,0.76453,0.81025
2018,Hesse,No,0.21261,325,1232,0.18975,0.23547
2018,"Rhineland-Palatinate, Saarland",Yes,0.82455,809,1062,0.80167,0.84744
2018,"Rhineland-Palatinate, Saarland",No,0.17545,253,1062,0.15256,0.19833
2018,Baden-Wuerttemberg,Yes,0.85447,1525,1882,0.83853,0.87041
2018,Baden-Wuerttemberg,No,0.14553,357,1882,0.12959,0.16147
2018,Bavaria,Yes,0.80191,2149,2641,0.78671,0.81711
2018,Bavaria,No,0.19809,492,2641,0.18289,0.21329
2018,Berlin,Yes,0.50437,393,784,0.46935,0.53939
2018,Berlin,No,0.49563,391,784,0.46061,0.53065
2018,Brandenburg,Yes,0.74265,512,723,0.71076,0.77453
2018,Brandenburg,No,0.25735,211,723,0.22547,0.28924
2018,Mecklenburg-Western Pomerania,Yes,0.71089,294,419,0.66743,0.75435
2018,Mecklenburg-Western Pomerania,No,0.28911,125,419,0.24565,0.33257
2018,Saxony,Yes,0.74041,795,1060,0.71400,0.76681
2018,Saxony,No,0.25959,265,1060,0.23319,0.28600
2018,Saxony-Anhalt,Yes,0.71780,449,622,0.68240,0.75319
2018,Saxony-Anhalt,No,0.28220,173,622,0.24681,0.31760
2018,Thuringa,Yes,0.71181,463,646,0.67685,0.74676
2018,Thuringa,No,0.28819,183,646,0.25324,0.32315
2019,Schleswig-Holstein,Yes,0.84003,497,593,0.81050,0.86956
2019,Schleswig-Holstein,No,0.15997,96,593,0.13044,0.18950
2019,Hamburg,Yes,0.69863,272,359,0.65110,0.74616
2019,Hamburg,No,0.30137,87,359,0.25384,0.34890
2019,Lower Saxony,Yes,0.84484,1299,1495,0.82648,0.86320
2019,Lower Saxony,No,0.15516,196,1495,0.13680,0.17352
2019,Bremen,Yes,0.75696,98,130,0.68294,0.83098
2019,Bremen,No,0.24304,32,130,0.16902,0.31706
2019,North Rhine-Westphalia,Yes,0.78456,2735,3279,0.77049,0.79864
2019,North Rhine-Westphalia,No,0.21544,544,3279,0.20136,0.22951
2019,Hesse,Yes,0.80377,923,1091,0.78019,0.82735
2019,Hesse,No,0.19623,168,1091,0.17265,0.21981
2019,"Rhineland-Palatinate, Saarland",Yes,0.81680,769,905,0.79159,0.84202
2019,"Rhineland-Palatinate, Saarland",No,0.18320,136,905,0.15798,0.20841
2019,Baden-Wuerttemberg,Yes,0.84680,1502,1693,0.82963,0.86396
2019,Baden-Wuerttemberg,No,0.15320,191,1693,0.13604,0.17037
2019,Bavaria,Yes,0.80595,2211,2531,0.79054,0.82136
2019,Bavaria,No,0.19405,320,2531,0.17864,0.20946
2019,Berlin,Yes,0.50356,418,741,0.46754,0.53958
2019,Berlin,No,0.49644,323,741,0.46042,0.53246
2019,Brandenburg,Yes,0.75828,589,720,0.72699,0.78958
2019,Brandenburg,No,0.24172,131,720,0.21042,0.27301
2019,Mecklenburg-Western Pomerania,Yes,0.72324,310,403,0.67951,0.76698
2019,Mecklenburg-Western Pomerania,No,0.27676,93,403,0.23302,0.32049
2019,Saxony,Yes,0.75221,851,1038,0.72593,0.77849
2019,Saxony,No,0.24779,187,1038,0.22151,0.27407
2019,Saxony-Anhalt,Yes,0.71588,439,571,0.67886,0.75291
2019,Saxony-Anhalt,No,0.28412,132,571,0.24709,0.32114
2019,Thuringa,Yes,0.67143,465,585,0.63333,0.70952
2019,Thuringa,No,0.32857,120,585,0.29048,0.36667
2021,Schleswig-Holstein,Yes,0.87495,418,515,0.84636,0.90355
2021,Schleswig-Holstein,No,0.12505,97,515,0.09645,0.15364
2021,Hamburg,Yes,0.70305,208,308,0.65193,0.75416
2021,Hamburg,No,0.29695,100,308,0.24584,0.34807
2021,Lower Saxony,Yes,0.85128,1019,1212,0.83124,0.87132
2021,Lower Saxony,No,0.14872,193,1212,0.12868,0.16876
2021,Bremen,Yes,0.77266,72,106,0.69249,0.85282
2021,Bremen,No,0.22734,34,106,0.14718,0.30751
2021,North Rhine-Westphalia,Yes,0.79476,2096,2688,0.77949,0.81003
2021,North Rhine-Westphalia,No,0.20524,592,2688,0.18997,0.22051
2021,Hesse,Yes,0.79137,673,860,0.76420,0.81855
2021,Hesse,No,0.20863,187,860,0.18145,0.23580
2021,"Rhineland-Palatinate, Saarland",Yes,0.83577,524,641,0.80707,0.86448
2021,"Rhineland-Palatinate, Saarland",No,0.16423,117,641,0.13552,0.19293
2021,Baden-Wuerttemberg,Yes,0.85426,1122,1350,0.83543,0.87309
2021,Baden-Wuerttemberg,No,0.14574,228,1350,0.12691,0.16457
2021,Bavaria,Yes,0.81994,1591,1879,0.80256,0.83732
2021,Bavaria,No,0.18006,288,1879,0.16268,0.19744
2021,Berlin,Yes,0.51782,322,656,0.47955,0.55608
2021,Berlin,No,0.48218,334,656,0.44392,0.52045
2021,Brandenburg,Yes,0.79959,397,482,0.76382,0.83537
2021,Brandenburg,No,0.20041,85,482,0.16463,0.23618
2021,Mecklenburg-Western Pomerania,Yes,0.71633,206,275,0.66296,0.76971
2021,Mecklenburg-Western Pomerania,No,0.28367,69,275,0.23029,0.33704
2021,Saxony,Yes,0.77328,615,771,0.74370,0.80285
2021,Saxony,No,0.22672,156,771,0.19715,0.25630
2021,Saxony-Anhalt,Yes,0.70285,299,400,0.65801,0.74769
2021,Saxony-Anhalt,No,0.29715,101,400,0.25231,0.34199
2021,Thuringa,Yes,0.73512,332,416,0.69266,0.77757
2021,Thuringa,No,0.26488,84,416,0.22243,0.30734
