year,quintil_oecd_hh,sampreg,hlf0180,proportion,n,N,proportion_lower_confidence,proportion_lower_confidence,proportion_upper_confidence,proportion_upper_confidence
2001,1st Quintile,West,Yes,0.48532,838,11615,0,0.46492,0,0.50247
2001,1st Quintile,West,No,0.51468,679,11615,0,0.49358,0,0.53616
2001,1st Quintile,East,Yes,0.46835,368,11615,0,0.44247,0,0.50070
2001,1st Quintile,East,No,0.53165,310,11615,0,0.50459,0,0.56271
2001,2nd Quintile,West,Yes,0.70391,1300,11615,0,0.68263,0,0.73031
2001,2nd Quintile,West,No,0.29609,370,11615,0,0.28103,0,0.31104
2001,2nd Quintile,East,Yes,0.67776,588,11615,0,0.64960,0,0.71076
2001,2nd Quintile,East,No,0.32224,193,11615,0,0.30233,0,0.33957
2001,3rd Quintile,West,Yes,0.81316,1536,11615,0,0.79172,0,0.83461
2001,3rd Quintile,West,No,0.18684,241,11615,0,0.17467,0,0.19809
2001,3rd Quintile,East,Yes,0.75353,564,11615,0,0.71831,0,0.78715
2001,3rd Quintile,East,No,0.24647,112,11615,0,0.22909,0,0.26268
2001,4th Quintile,West,Yes,0.87099,1728,11615,0,0.84385,0,0.89570
2001,4th Quintile,West,No,0.12901,178,11615,0,0.12027,0,0.13980
2001,4th Quintile,East,Yes,0.88462,414,11615,0,0.83531,0,0.93614
2001,4th Quintile,East,No,0.11538,38,11615,0,0.09904,0,0.13020
2001,5th Quintile,West,Yes,0.93073,1833,11615,0,0.90337,0,0.95816
2001,5th Quintile,West,No,0.06927,101,11615,0,0.06165,0,0.07624
2001,5th Quintile,East,Yes,1.00000,224,11615,0,0.93288,0,1.08791
2003,1st Quintile,West,Yes,0.46643,727,11740,0,0.44268,0,0.48923
2003,1st Quintile,West,No,0.53357,660,11740,0,0.51136,0,0.55434
2003,1st Quintile,East,Yes,0.48165,323,11740,0,0.45113,0,0.51775
2003,1st Quintile,East,No,0.51835,289,11740,0,0.48851,0,0.55369
2003,2nd Quintile,West,Yes,0.71880,1151,11740,0,0.69098,0,0.74493
2003,2nd Quintile,West,No,0.28120,325,11740,0,0.26760,0,0.29422
2003,2nd Quintile,East,Yes,0.67008,550,11740,0,0.63963,0,0.70335
2003,2nd Quintile,East,No,0.32992,183,11740,0,0.30769,0,0.35159
2003,3rd Quintile,West,Yes,0.81620,1408,11740,0,0.78807,0,0.84119
2003,3rd Quintile,West,No,0.18380,222,11740,0,0.16294,0,0.19584
2003,3rd Quintile,East,Yes,0.78225,528,11740,0,0.73392,0,0.82591
2003,3rd Quintile,East,No,0.21775,103,11740,0,0.19874,0,0.23972
2003,4th Quintile,West,Yes,0.86966,1632,11740,0,0.83602,0,0.90266
2003,4th Quintile,West,No,0.13034,179,11740,0,0.12031,0,0.13933
2003,4th Quintile,East,Yes,0.84888,408,11740,0,0.78197,0,0.90523
2003,4th Quintile,East,No,0.15112,46,11740,0,0.13188,0,0.17492
2003,5th Quintile,West,Yes,0.92535,2554,11740,0,0.89122,0,0.95910
2003,5th Quintile,West,No,0.07465,111,11740,0,0.06602,0,0.08446
2003,5th Quintile,East,Yes,1.00000,341,11740,0,0.90706,0,1.11324
2005,1st Quintile,West,Yes,0.45624,659,11141,0,0.42898,0,0.48143
2005,1st Quintile,West,No,0.54376,642,11141,0,0.51591,0,0.56768
2005,1st Quintile,East,Yes,0.50224,352,11141,0,0.46839,0,0.54662
2005,1st Quintile,East,No,0.49776,287,11141,0,0.45944,0,0.53268
2005,2nd Quintile,West,Yes,0.71891,1093,11141,0,0.69445,0,0.75497
2005,2nd Quintile,West,No,0.28109,304,11141,0,0.26400,0,0.29833
2005,2nd Quintile,East,Yes,0.68221,515,11141,0,0.63955,0,0.72696
2005,2nd Quintile,East,No,0.31779,172,11141,0,0.29467,0,0.34361
2005,3rd Quintile,West,Yes,0.80765,1282,11141,0,0.77435,0,0.83798
2005,3rd Quintile,West,No,0.19235,225,11141,0,0.17828,0,0.20651
2005,3rd Quintile,East,Yes,0.78996,477,11141,0,0.74431,0,0.85209
2005,3rd Quintile,East,No,0.21004,98,11141,0,0.19198,0,0.22950
2005,4th Quintile,West,Yes,0.86792,1593,11141,0,0.83385,0,0.89700
2005,4th Quintile,West,No,0.13208,163,11141,0,0.12314,0,0.14161
2005,4th Quintile,East,Yes,0.88855,424,11141,0,0.81278,0,0.98202
2005,4th Quintile,East,No,0.11145,35,11141,0,0.09051,0,0.13784
2005,5th Quintile,West,Yes,0.92440,2405,11141,0,0.88787,0,0.95983
2005,5th Quintile,West,No,0.07560,107,11141,0,0.06623,0,0.08500
2005,5th Quintile,East,Yes,1.00000,308,11141,0,0.89081,0,1.12249
2007,1st Quintile,West,Yes,0.47012,694,11387,0,0.44304,0,0.49636
2007,1st Quintile,West,No,0.52988,623,11387,0,0.50569,0,0.55112
2007,1st Quintile,East,Yes,0.49606,320,11387,0,0.45115,0,0.53970
2007,1st Quintile,East,No,0.50394,282,11387,0,0.46461,0,0.54900
2007,2nd Quintile,West,Yes,0.68803,1103,11387,0,0.66310,0,0.72163
2007,2nd Quintile,West,No,0.31197,371,11387,0,0.29574,0,0.32851
2007,2nd Quintile,East,Yes,0.69149,497,11387,0,0.64957,0,0.73874
2007,2nd Quintile,East,No,0.30851,161,11387,0,0.27887,0,0.34547
2007,3rd Quintile,West,Yes,0.83591,1365,11387,0,0.80112,0,0.86404
2007,3rd Quintile,West,No,0.16409,187,11387,0,0.15189,0,0.18026
2007,3rd Quintile,East,Yes,0.76073,536,11387,0,0.71657,0,0.80895
2007,3rd Quintile,East,No,0.23927,110,11387,0,0.21994,0,0.26278
2007,4th Quintile,West,Yes,0.87760,1674,11387,0,0.84783,0,0.91023
2007,4th Quintile,West,No,0.12240,148,11387,0,0.11068,0,0.13298
2007,4th Quintile,East,Yes,0.89398,458,11387,0,0.82696,0,0.96681
2007,4th Quintile,East,No,0.10602,37,11387,0,0.08682,0,0.12877
2007,5th Quintile,West,Yes,0.92889,2384,11387,0,0.89336,0,0.95910
2007,5th Quintile,West,No,0.07111,102,11387,0,0.06235,0,0.07986
2007,5th Quintile,East,Yes,1.00000,335,11387,0,0.89445,0,1.12103
2011,1st Quintile,West,Yes,0.44453,792,12038,0,0.41531,0,0.48078
2011,1st Quintile,West,No,0.55547,723,12038,0,0.51897,0,0.58573
2011,1st Quintile,East,Yes,0.43425,341,12038,0,0.39311,0,0.47789
2011,1st Quintile,East,No,0.56575,370,12038,0,0.52624,0,0.61597
2011,2nd Quintile,West,Yes,0.70551,1152,12038,0,0.66712,0,0.74054
2011,2nd Quintile,West,No,0.29449,364,12038,0,0.27547,0,0.31913
2011,2nd Quintile,East,Yes,0.68689,556,12038,0,0.63793,0,0.73934
2011,2nd Quintile,East,No,0.31311,187,12038,0,0.28576,0,0.34056
2011,3rd Quintile,West,Yes,0.84571,1505,12038,0,0.80979,0,0.88491
2011,3rd Quintile,West,No,0.15429,217,12038,0,0.14008,0,0.16709
2011,3rd Quintile,East,Yes,0.81416,554,12038,0,0.74379,0,0.87781
2011,3rd Quintile,East,No,0.18584,96,12038,0,0.15932,0,0.20805
2011,4th Quintile,West,Yes,0.89980,1811,12038,0,0.86270,0,0.93473
2011,4th Quintile,West,No,0.10020,139,12038,0,0.08915,0,0.10959
2011,4th Quintile,East,Yes,0.89945,425,12038,0,0.81738,0,0.98156
2011,4th Quintile,East,No,0.10055,35,12038,0,0.07926,0,0.12365
2011,5th Quintile,West,Yes,0.92557,2344,12038,0,0.88841,0,0.95490
2011,5th Quintile,West,No,0.07443,118,12038,0,0.06449,0,0.08449
2011,5th Quintile,East,Yes,1.00000,309,12038,0,0.89553,0,1.10687
2013,1st Quintile,West,Yes,0.47394,1262,13907,0,0.44586,0,0.50652
2013,1st Quintile,West,No,0.52606,1014,13907,0,0.48996,0,0.55216
2013,1st Quintile,East,Yes,0.46230,382,13907,0,0.42338,0,0.51587
2013,1st Quintile,East,No,0.53770,369,13907,0,0.49445,0,0.57740
2013,2nd Quintile,West,Yes,0.68422,1531,13907,0,0.65079,0,0.72109
2013,2nd Quintile,West,No,0.31578,521,13907,0,0.28804,0,0.33379
2013,2nd Quintile,East,Yes,0.66143,546,13907,0,0.60916,0,0.71061
2013,2nd Quintile,East,No,0.33857,197,13907,0,0.31314,0,0.36861
2013,3rd Quintile,West,Yes,0.84711,1786,13907,0,0.81054,0,0.88317
2013,3rd Quintile,West,No,0.15289,244,13907,0,0.13903,0,0.16904
2013,3rd Quintile,East,Yes,0.83585,517,13907,0,0.77143,0,0.90631
2013,3rd Quintile,East,No,0.16415,86,13907,0,0.14041,0,0.18736
2013,4th Quintile,West,Yes,0.88119,1939,13907,0,0.84055,0,0.91699
2013,4th Quintile,West,No,0.11881,202,13907,0,0.10530,0,0.13128
2013,4th Quintile,East,Yes,0.86600,413,13907,0,0.79503,0,0.96465
2013,4th Quintile,East,No,0.13400,47,13907,0,0.11292,0,0.16633
2013,5th Quintile,West,Yes,0.92937,2409,13907,0,0.89474,0,0.96687
2013,5th Quintile,West,No,0.07063,129,13907,0,0.06104,0,0.08189
2013,5th Quintile,East,Yes,1.00000,313,13907,0,0.88661,0,1.12919
2016,1st Quintile,West,Yes,0.48844,1280,14263,0,0.45698,0,0.52074
2016,1st Quintile,West,No,0.51156,968,14263,0,0.47474,0,0.54644
2016,1st Quintile,East,Yes,0.44333,435,14263,0,0.39957,0,0.50463
2016,1st Quintile,East,No,0.55667,377,14263,0,0.50089,0,0.60616
2016,2nd Quintile,West,Yes,0.73237,1830,14263,0,0.69562,0,0.77362
2016,2nd Quintile,West,No,0.26763,455,14263,0,0.24295,0,0.29338
2016,2nd Quintile,East,Yes,0.66893,612,14263,0,0.61752,0,0.72513
2016,2nd Quintile,East,No,0.33107,199,14263,0,0.29063,0,0.36938
2016,3rd Quintile,West,Yes,0.84202,1825,14263,0,0.79770,0,0.88411
2016,3rd Quintile,West,No,0.15798,249,14263,0,0.14105,0,0.17438
2016,3rd Quintile,East,Yes,0.78259,564,14263,0,0.71033,0,0.86601
2016,3rd Quintile,East,No,0.21741,110,14263,0,0.18841,0,0.24973
2016,4th Quintile,West,Yes,0.88156,2020,14263,0,0.83748,0,0.92219
2016,4th Quintile,West,No,0.11844,190,14263,0,0.10529,0,0.13364
2016,4th Quintile,East,Yes,0.86137,401,14263,0,0.77198,0,0.96182
2016,4th Quintile,East,No,0.13863,43,14263,0,0.10002,0,0.17867
2016,5th Quintile,West,Yes,0.94354,2278,14263,0,0.90629,0,0.98090
2016,5th Quintile,West,No,0.05646,112,14263,0,0.04786,0,0.06741
2016,5th Quintile,East,Yes,1.00000,315,14263,0,0.87656,0,1.11744
2017,1st Quintile,West,Yes,0.47596,1649,17391,0,0.44690,0,0.50683
