year,bula_h,rentown,hlf0180,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Schleswig-Holstein,Owner,Yes,0.87322,184,184,0.82502,0.92143
2001,Schleswig-Holstein,Tenant,Yes,0.58426,100,153,0.50591,0.66261
2001,Schleswig-Holstein,Tenant,No,0.41574,53,153,0.33739,0.49409
2001,Hamburg,Owner,Yes,0.86275,32,32,0.74161,0.98389
2001,Hamburg,Tenant,Yes,0.50361,80,141,0.42078,0.58643
2001,Hamburg,Tenant,No,0.49639,61,141,0.41357,0.57922
2001,Lower Saxony,Owner,Yes,0.93703,494,494,0.91558,0.95847
2001,Lower Saxony,Tenant,Yes,0.72250,341,436,0.68043,0.76458
2001,Lower Saxony,Tenant,No,0.27750,95,436,0.23542,0.31957
2001,Bremen,Tenant,Yes,0.43868,33,33,0.26674,0.61061
2001,North Rhine-Westphalia,Owner,Yes,0.90157,977,1044,0.88349,0.91965
2001,North Rhine-Westphalia,Owner,No,0.09843,67,1044,0.08035,0.11651
2001,North Rhine-Westphalia,Tenant,Yes,0.66015,1028,1430,0.63559,0.68471
2001,North Rhine-Westphalia,Tenant,No,0.33985,402,1430,0.31529,0.36441
2001,Hesse,Owner,Yes,0.87930,330,330,0.84410,0.91451
2001,Hesse,Tenant,Yes,0.70544,311,418,0.66169,0.74919
2001,Hesse,Tenant,No,0.29456,107,418,0.25081,0.33831
2001,"Rhineland-Palatinate, Saarland",Owner,Yes,0.88285,371,411,0.85172,0.91398
2001,"Rhineland-Palatinate, Saarland",Owner,No,0.11715,40,411,0.08602,0.14828
2001,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.72923,238,308,0.67952,0.77893
2001,"Rhineland-Palatinate, Saarland",Tenant,No,0.27077,70,308,0.22107,0.32048
2001,Baden-Wuerttemberg,Owner,Yes,0.88860,582,633,0.86407,0.91313
2001,Baden-Wuerttemberg,Owner,No,0.11140,51,633,0.08687,0.13593
2001,Baden-Wuerttemberg,Tenant,Yes,0.74186,566,727,0.71003,0.77369
2001,Baden-Wuerttemberg,Tenant,No,0.25814,161,727,0.22631,0.28997
2001,Bavaria,Owner,Yes,0.88887,791,861,0.86787,0.90988
2001,Bavaria,Owner,No,0.11113,70,861,0.09012,0.13213
2001,Bavaria,Tenant,Yes,0.70735,575,750,0.67476,0.73993
2001,Bavaria,Tenant,No,0.29265,175,750,0.26007,0.32524
2001,Berlin,Owner,Yes,0.81516,51,51,0.70756,0.92275
2001,Berlin,Tenant,Yes,0.57248,255,418,0.52500,0.61997
2001,Berlin,Tenant,No,0.42752,163,418,0.38003,0.47500
2001,Brandenburg,Owner,Yes,0.81415,174,174,0.75618,0.87211
2001,Brandenburg,Tenant,Yes,0.69649,219,294,0.64385,0.74914
2001,Brandenburg,Tenant,No,0.30351,75,294,0.25086,0.35615
2001,Mecklenburg-Western Pomerania,Owner,Yes,0.89546,93,93,0.83294,0.95798
2001,Mecklenburg-Western Pomerania,Tenant,Yes,0.56265,117,180,0.48998,0.63532
2001,Mecklenburg-Western Pomerania,Tenant,No,0.43735,63,180,0.36468,0.51002
2001,Saxony,Owner,Yes,0.90349,288,288,0.86933,0.93766
2001,Saxony,Tenant,Yes,0.63958,383,538,0.59897,0.68018
2001,Saxony,Tenant,No,0.36042,155,538,0.31982,0.40103
2001,Saxony-Anhalt,Owner,Yes,0.80620,203,203,0.75169,0.86071
2001,Saxony-Anhalt,Tenant,Yes,0.55281,172,269,0.49328,0.61234
2001,Saxony-Anhalt,Tenant,No,0.44719,97,269,0.38766,0.50672
2001,Thuringa,Owner,Yes,0.78546,209,241,0.73352,0.83740
2001,Thuringa,Owner,No,0.21454,32,241,0.16260,0.26648
2001,Thuringa,Tenant,Yes,0.56442,166,252,0.50308,0.62577
2001,Thuringa,Tenant,No,0.43558,86,252,0.37423,0.49692
2003,Schleswig-Holstein,Owner,Yes,0.84549,190,190,0.79397,0.89702
2003,Schleswig-Holstein,Tenant,Yes,0.57937,96,151,0.50037,0.65838
2003,Schleswig-Holstein,Tenant,No,0.42063,55,151,0.34162,0.49963
2003,Hamburg,Owner,Yes,0.95596,51,51,0.89909,1.01284
2003,Hamburg,Tenant,Yes,0.47034,75,127,0.38319,0.55749
2003,Hamburg,Tenant,No,0.52966,52,127,0.44251,0.61681
2003,Lower Saxony,Owner,Yes,0.93922,550,550,0.91924,0.95921
2003,Lower Saxony,Tenant,Yes,0.72310,312,408,0.67963,0.76657
2003,Lower Saxony,Tenant,No,0.27690,96,408,0.23343,0.32037
2003,Bremen,Owner,Yes,0.82444,39,39,0.70348,0.94541
2003,Bremen,Tenant,Yes,0.46422,31,31,0.28575,0.64268
2003,North Rhine-Westphalia,Owner,Yes,0.91104,1085,1145,0.89454,0.92753
2003,North Rhine-Westphalia,Owner,No,0.08896,60,1145,0.07247,0.10546
2003,North Rhine-Westphalia,Tenant,Yes,0.67243,976,1349,0.64737,0.69748
2003,North Rhine-Westphalia,Tenant,No,0.32757,373,1349,0.30252,0.35263
2003,Hesse,Owner,Yes,0.90836,377,377,0.87920,0.93752
2003,Hesse,Tenant,Yes,0.66141,300,405,0.61527,0.70756
2003,Hesse,Tenant,No,0.33859,105,405,0.29244,0.38473
2003,"Rhineland-Palatinate, Saarland",Owner,Yes,0.86702,379,421,0.83454,0.89949
2003,"Rhineland-Palatinate, Saarland",Owner,No,0.13298,42,421,0.10051,0.16546
2003,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.71819,228,299,0.66711,0.76927
2003,"Rhineland-Palatinate, Saarland",Tenant,No,0.28181,71,299,0.23073,0.33289
2003,Baden-Wuerttemberg,Owner,Yes,0.87668,660,714,0.85254,0.90081
2003,Baden-Wuerttemberg,Owner,No,0.12332,54,714,0.09919,0.14746
2003,Baden-Wuerttemberg,Tenant,Yes,0.75262,543,686,0.72031,0.78493
2003,Baden-Wuerttemberg,Tenant,No,0.24738,143,686,0.21507,0.27969
2003,Bavaria,Owner,Yes,0.88403,850,914,0.86326,0.90480
2003,Bavaria,Owner,No,0.11597,64,914,0.09520,0.13674
2003,Bavaria,Tenant,Yes,0.68554,561,732,0.65188,0.71920
2003,Bavaria,Tenant,No,0.31446,171,732,0.28080,0.34812
2003,Berlin,Owner,Yes,0.82014,67,67,0.72748,0.91280
2003,Berlin,Tenant,Yes,0.52469,236,416,0.47664,0.57274
2003,Berlin,Tenant,No,0.47531,180,416,0.42726,0.52336
