year,bula_h,regtyp,hlf0180,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,Baden-Wuerttemberg,Urban regions,Yes,0.80911,1036,1207,0.78693,0.83129
2005,Baden-Wuerttemberg,Urban regions,No,0.19089,171,1207,0.16871,0.21307
2005,Baden-Wuerttemberg,Rural regions,Yes,0.73270,90,90,0.64076,0.82465
2005,Bavaria,Urban regions,Yes,0.79200,682,793,0.76373,0.82027
2005,Bavaria,Urban regions,No,0.20800,111,793,0.17973,0.23627
2005,Bavaria,Rural regions,Yes,0.80595,659,754,0.77770,0.83420
2005,Bavaria,Rural regions,No,0.19405,95,754,0.16580,0.22230
2005,Berlin,Urban regions,Yes,0.53201,272,458,0.48626,0.57775
2005,Berlin,Urban regions,No,0.46799,186,458,0.42225,0.51374
2005,Brandenburg,Urban regions,Yes,0.69806,31,31,0.53378,0.86235
2005,Brandenburg,Rural regions,Yes,0.78094,350,428,0.74171,0.82017
2005,Brandenburg,Rural regions,No,0.21906,78,428,0.17983,0.25829
2005,Mecklenburg-Western Pomerania,Rural regions,Yes,0.74112,184,233,0.68476,0.79749
2005,Mecklenburg-Western Pomerania,Rural regions,No,0.25888,49,233,0.20251,0.31524
2005,Saxony,Urban regions,Yes,0.69350,322,412,0.64893,0.73807
2005,Saxony,Urban regions,No,0.30650,90,412,0.26193,0.35107
2005,Saxony,Rural regions,Yes,0.73897,315,394,0.69555,0.78239
2005,Saxony,Rural regions,No,0.26103,79,394,0.21761,0.30445
2005,Saxony-Anhalt,Urban regions,Yes,0.64209,75,75,0.53286,0.75131
2005,Saxony-Anhalt,Rural regions,Yes,0.72130,295,367,0.67536,0.76723
2005,Saxony-Anhalt,Rural regions,No,0.27870,72,367,0.23277,0.32464
2005,Thuringa,Urban regions,Yes,0.71490,109,109,0.62975,0.80004
2005,Thuringa,Rural regions,Yes,0.69427,251,323,0.64395,0.74459
2005,Thuringa,Rural regions,No,0.30573,72,323,0.25541,0.35605
2007,Schleswig-Holstein,Urban regions,Yes,0.70836,113,113,0.62418,0.79254
2007,Schleswig-Holstein,Rural regions,Yes,0.77912,174,216,0.72367,0.83457
2007,Schleswig-Holstein,Rural regions,No,0.22088,42,216,0.16543,0.27633
2007,Hamburg,Urban regions,Yes,0.52875,119,188,0.45720,0.60030
2007,Hamburg,Urban regions,No,0.47125,69,188,0.39970,0.54280
2007,Lower Saxony,Urban regions,Yes,0.79703,415,486,0.76123,0.83283
2007,Lower Saxony,Urban regions,No,0.20297,71,486,0.16717,0.23877
2007,Lower Saxony,Rural regions,Yes,0.86332,461,515,0.83363,0.89302
2007,Lower Saxony,Rural regions,No,0.13668,54,515,0.10698,0.16637
2007,Bremen,Urban regions,Yes,0.67418,61,61,0.55559,0.79278
2007,North Rhine-Westphalia,Urban regions,Yes,0.76210,1884,2275,0.74460,0.77960
2007,North Rhine-Westphalia,Urban regions,No,0.23790,391,2275,0.22040,0.25540
2007,North Rhine-Westphalia,Rural regions,Yes,0.72676,46,46,0.59656,0.85696
2007,Hesse,Urban regions,Yes,0.75022,536,640,0.71666,0.78378
2007,Hesse,Urban regions,No,0.24978,104,640,0.21622,0.28334
2007,Hesse,Rural regions,Yes,0.81906,124,124,0.75102,0.88709
2007,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.75589,415,508,0.71850,0.79328
2007,"Rhineland-Palatinate, Saarland",Urban regions,No,0.24411,93,508,0.20672,0.28150
2007,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.84355,137,137,0.78249,0.90460
2007,Baden-Wuerttemberg,Urban regions,Yes,0.81348,1060,1228,0.79169,0.83528
2007,Baden-Wuerttemberg,Urban regions,No,0.18652,168,1228,0.16472,0.20831
2007,Baden-Wuerttemberg,Rural regions,Yes,0.83864,104,104,0.76760,0.90968
2007,Bavaria,Urban regions,Yes,0.78768,696,815,0.75959,0.81577
2007,Bavaria,Urban regions,No,0.21232,119,815,0.18423,0.24041
2007,Bavaria,Rural regions,Yes,0.81745,721,818,0.79096,0.84394
2007,Bavaria,Rural regions,No,0.18255,97,818,0.15606,0.20904
2007,Berlin,Urban regions,Yes,0.52836,281,462,0.48279,0.57393
2007,Berlin,Urban regions,No,0.47164,181,462,0.42607,0.51721
2007,Brandenburg,Urban regions,Yes,0.71791,35,35,0.56664,0.86918
2007,Brandenburg,Rural regions,Yes,0.75655,358,444,0.71659,0.79652
2007,Brandenburg,Rural regions,No,0.24345,86,444,0.20348,0.28341
2007,Mecklenburg-Western Pomerania,Rural regions,Yes,0.74535,193,243,0.69045,0.80024
2007,Mecklenburg-Western Pomerania,Rural regions,No,0.25465,50,243,0.19976,0.30955
2007,Saxony,Urban regions,Yes,0.71707,334,419,0.67388,0.76025
2007,Saxony,Urban regions,No,0.28293,85,419,0.23975,0.32612
2007,Saxony,Rural regions,Yes,0.73948,334,410,0.69695,0.78202
2007,Saxony,Rural regions,No,0.26052,76,410,0.21798,0.30305
2007,Saxony-Anhalt,Urban regions,Yes,0.62958,70,70,0.51563,0.74353
2007,Saxony-Anhalt,Rural regions,Yes,0.76016,302,369,0.71654,0.80379
2007,Saxony-Anhalt,Rural regions,No,0.23984,67,369,0.19621,0.28346
2007,Thuringa,Urban regions,Yes,0.72387,112,112,0.64069,0.80704
2007,Thuringa,Rural regions,Yes,0.70111,261,344,0.65266,0.74955
2007,Thuringa,Rural regions,No,0.29889,83,344,0.25045,0.34734
2011,Schleswig-Holstein,Urban regions,Yes,0.62717,89,89,0.52614,0.72820
2011,Schleswig-Holstein,Rural regions,Yes,0.78940,219,285,0.74198,0.83682
2011,Schleswig-Holstein,Rural regions,No,0.21060,66,285,0.16318,0.25802
2011,Hamburg,Urban regions,Yes,0.62345,136,195,0.55526,0.69163
2011,Hamburg,Urban regions,No,0.37655,59,195,0.30837,0.44474
2011,Lower Saxony,Urban regions,Yes,0.73205,410,513,0.69369,0.77041
2011,Lower Saxony,Urban regions,No,0.26795,103,513,0.22959,0.30631
2011,Lower Saxony,Rural regions,Yes,0.88542,525,571,0.85928,0.91157
2011,Lower Saxony,Rural regions,No,0.11458,46,571,0.08843,0.14072
2011,Bremen,Urban regions,Yes,0.64336,53,53,0.51317,0.77356
2011,North Rhine-Westphalia,Urban regions,Yes,0.77299,1872,2283,0.75580,0.79018
2011,North Rhine-Westphalia,Urban regions,No,0.22701,411,2283,0.20982,0.24420
2011,North Rhine-Westphalia,Rural regions,Yes,0.85754,57,57,0.76600,0.94909
2011,Hesse,Urban regions,Yes,0.80978,566,677,0.78019,0.83936
2011,Hesse,Urban regions,No,0.19022,111,677,0.16064,0.21981
2011,Hesse,Rural regions,Yes,0.82558,131,131,0.76035,0.89082
2011,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.77398,424,526,0.73820,0.80976
2011,"Rhineland-Palatinate, Saarland",Urban regions,No,0.22602,102,526,0.19024,0.26180
2011,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.86060,164,164,0.80743,0.91378
2011,Baden-Wuerttemberg,Urban regions,Yes,0.83519,1084,1251,0.81462,0.85576
2011,Baden-Wuerttemberg,Urban regions,No,0.16481,167,1251,0.14424,0.18538
2011,Baden-Wuerttemberg,Rural regions,Yes,0.85510,131,131,0.79459,0.91561
2011,Bavaria,Urban regions,Yes,0.77439,756,904,0.74712,0.80165
2011,Bavaria,Urban regions,No,0.22561,148,904,0.19835,0.25288
2011,Bavaria,Rural regions,Yes,0.82135,817,929,0.79671,0.84600
2011,Bavaria,Rural regions,No,0.17865,112,929,0.15400,0.20329
2011,Berlin,Urban regions,Yes,0.53772,313,512,0.49449,0.58095
2011,Berlin,Urban regions,No,0.46228,199,512,0.41905,0.50551
2011,Brandenburg,Rural regions,Yes,0.71162,370,470,0.67062,0.75262
2011,Brandenburg,Rural regions,No,0.28838,100,470,0.24738,0.32938
2011,Mecklenburg-Western Pomerania,Rural regions,Yes,0.72890,211,284,0.67711,0.78069
2011,Mecklenburg-Western Pomerania,Rural regions,No,0.27110,73,284,0.21931,0.32289
2011,Saxony,Urban regions,Yes,0.71323,328,425,0.67019,0.75628
2011,Saxony,Urban regions,No,0.28677,97,425,0.24372,0.32981
2011,Saxony,Rural regions,Yes,0.81697,320,380,0.77804,0.85590
2011,Saxony,Rural regions,No,0.18303,60,380,0.14410,0.22196
2011,Saxony-Anhalt,Urban regions,Yes,0.64409,91,130,0.56147,0.72672
2011,Saxony-Anhalt,Urban regions,No,0.35591,39,130,0.27328,0.43853
2011,Saxony-Anhalt,Rural regions,Yes,0.76248,304,379,0.71958,0.80538
2011,Saxony-Anhalt,Rural regions,No,0.23752,75,379,0.19462,0.28042
2011,Thuringa,Urban regions,Yes,0.64992,111,169,0.57779,0.72205
2011,Thuringa,Urban regions,No,0.35008,58,169,0.27795,0.42221
2011,Thuringa,Rural regions,Yes,0.67149,264,350,0.62222,0.72077
2011,Thuringa,Rural regions,No,0.32851,86,350,0.27923,0.37778
2013,Schleswig-Holstein,Urban regions,Yes,0.59704,98,146,0.51720,0.67688
2013,Schleswig-Holstein,Urban regions,No,0.40296,48,146,0.32312,0.48280
2013,Schleswig-Holstein,Rural regions,Yes,0.77039,260,323,0.72445,0.81633
2013,Schleswig-Holstein,Rural regions,No,0.22961,63,323,0.18367,0.27555
2013,Hamburg,Urban regions,Yes,0.63560,185,276,0.57871,0.69248
2013,Hamburg,Urban regions,No,0.36440,91,276,0.30752,0.42129
2013,Lower Saxony,Urban regions,Yes,0.75816,439,553,0.72244,0.79388
2013,Lower Saxony,Urban regions,No,0.24184,114,553,0.20612,0.27756
2013,Lower Saxony,Rural regions,Yes,0.86602,605,679,0.84038,0.89166
2013,Lower Saxony,Rural regions,No,0.13398,74,679,0.10834,0.15962
2013,Bremen,Urban regions,Yes,0.64931,68,105,0.55760,0.74102
2013,Bremen,Urban regions,No,0.35069,37,105,0.25898,0.44240
2013,North Rhine-Westphalia,Urban regions,Yes,0.77714,2243,2785,0.76168,0.79260
2013,North Rhine-Westphalia,Urban regions,No,0.22286,542,2785,0.20740,0.23832
2013,North Rhine-Westphalia,Rural regions,Yes,0.88388,54,54,0.79762,0.97013
2013,Hesse,Urban regions,Yes,0.77875,692,866,0.75109,0.80642
2013,Hesse,Urban regions,No,0.22125,174,866,0.19358,0.24891
2013,Hesse,Rural regions,Yes,0.79752,143,143,0.73142,0.86361
2013,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.78414,513,645,0.75236,0.81591
2013,"Rhineland-Palatinate, Saarland",Urban regions,No,0.21586,132,645,0.18409,0.24764
2013,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.83894,171,171,0.78368,0.89419
2013,Baden-Wuerttemberg,Urban regions,Yes,0.83080,1268,1481,0.81170,0.84990
2013,Baden-Wuerttemberg,Urban regions,No,0.16920,213,1481,0.15010,0.18830
2013,Baden-Wuerttemberg,Rural regions,Yes,0.87651,138,138,0.82142,0.93160
2013,Bavaria,Urban regions,Yes,0.76827,854,1076,0.74304,0.79349
2013,Bavaria,Urban regions,No,0.23173,222,1076,0.20651,0.25696
2013,Bavaria,Rural regions,Yes,0.82039,995,1140,0.79810,0.84269
2013,Bavaria,Rural regions,No,0.17961,145,1140,0.15731,0.20190
2013,Berlin,Urban regions,Yes,0.48455,337,623,0.44528,0.52383
2013,Berlin,Urban regions,No,0.51545,286,623,0.47617,0.55472
2013,Brandenburg,Rural regions,Yes,0.70700,378,480,0.66624,0.74776
2013,Brandenburg,Rural regions,No,0.29300,102,480,0.25224,0.33376
2013,Mecklenburg-Western Pomerania,Rural regions,Yes,0.75037,200,261,0.69776,0.80297
2013,Mecklenburg-Western Pomerania,Rural regions,No,0.24963,61,261,0.19703,0.30224
2013,Saxony,Urban regions,Yes,0.71092,325,432,0.66812,0.75372
2013,Saxony,Urban regions,No,0.28908,107,432,0.24628,0.33188
2013,Saxony,Rural regions,Yes,0.83168,332,398,0.79487,0.86848
2013,Saxony,Rural regions,No,0.16832,66,398,0.13152,0.20513
2013,Saxony-Anhalt,Urban regions,Yes,0.61682,87,132,0.53357,0.70007
2013,Saxony-Anhalt,Urban regions,No,0.38318,45,132,0.29993,0.46643
2013,Saxony-Anhalt,Rural regions,Yes,0.76496,302,375,0.72198,0.80793
2013,Saxony-Anhalt,Rural regions,No,0.23504,73,375,0.19207,0.27802
2013,Thuringa,Urban regions,Yes,0.65081,109,160,0.57671,0.72491
2013,Thuringa,Urban regions,No,0.34919,51,160,0.27509,0.42329
2013,Thuringa,Rural regions,Yes,0.70517,259,335,0.65627,0.75407
2013,Thuringa,Rural regions,No,0.29483,76,335,0.24593,0.34373
2016,Schleswig-Holstein,Urban regions,Yes,0.75944,112,112,0.67993,0.83896
2016,Schleswig-Holstein,Rural regions,Yes,0.80106,291,364,0.75999,0.84212
2016,Schleswig-Holstein,Rural regions,No,0.19894,73,364,0.15788,0.24001
2016,Hamburg,Urban regions,Yes,0.66435,185,263,0.60717,0.72153
2016,Hamburg,Urban regions,No,0.33565,78,263,0.27847,0.39283
2016,Lower Saxony,Urban regions,Yes,0.77396,457,567,0.73950,0.80842
2016,Lower Saxony,Urban regions,No,0.22604,110,567,0.19158,0.26050
2016,Lower Saxony,Rural regions,Yes,0.86260,690,781,0.83844,0.88676
2016,Lower Saxony,Rural regions,No,0.13740,91,781,0.11324,0.16156
2016,Bremen,Urban regions,Yes,0.69245,75,75,0.58731,0.79760
2016,North Rhine-Westphalia,Urban regions,Yes,0.77322,2314,2850,0.75785,0.78860
2016,North Rhine-Westphalia,Urban regions,No,0.22678,536,2850,0.21140,0.24215
2016,North Rhine-Westphalia,Rural regions,Yes,0.93979,46,46,0.87029,1.00929
2016,Hesse,Urban regions,Yes,0.78481,647,797,0.75626,0.81336
2016,Hesse,Urban regions,No,0.21519,150,797,0.18664,0.24374
2016,Hesse,Rural regions,Yes,0.75824,153,153,0.69018,0.82631
2016,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.79895,517,624,0.76748,0.83042
2016,"Rhineland-Palatinate, Saarland",Urban regions,No,0.20105,107,624,0.16958,0.23252
2016,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.81290,195,195,0.75802,0.86778
2016,Baden-Wuerttemberg,Urban regions,Yes,0.83854,1251,1452,0.81961,0.85747
2016,Baden-Wuerttemberg,Urban regions,No,0.16146,201,1452,0.14253,0.18039
2016,Baden-Wuerttemberg,Rural regions,Yes,0.94098,162,162,0.90457,0.97738
2016,Bavaria,Urban regions,Yes,0.76225,884,1099,0.73707,0.78743
2016,Bavaria,Urban regions,No,0.23775,215,1099,0.21257,0.26293
2016,Bavaria,Rural regions,Yes,0.84781,1061,1196,0.82744,0.86817
2016,Bavaria,Rural regions,No,0.15219,135,1196,0.13183,0.17256
2016,Berlin,Urban regions,Yes,0.51593,340,609,0.47621,0.55566
2016,Berlin,Urban regions,No,0.48407,269,609,0.44434,0.52379
2016,Brandenburg,Urban regions,Yes,0.69436,33,33,0.53474,0.85398
2016,Brandenburg,Rural regions,Yes,0.73038,415,517,0.69209,0.76867
2016,Brandenburg,Rural regions,No,0.26962,102,517,0.23133,0.30791
2016,Mecklenburg-Western Pomerania,Rural regions,Yes,0.74709,221,283,0.69635,0.79782
2016,Mecklenburg-Western Pomerania,Rural regions,No,0.25291,62,283,0.20218,0.30365
2016,Saxony,Urban regions,Yes,0.69859,350,464,0.65680,0.74039
2016,Saxony,Urban regions,No,0.30141,114,464,0.25961,0.34320
2016,Saxony,Rural regions,Yes,0.82717,341,400,0.79007,0.86427
2016,Saxony,Rural regions,No,0.17283,59,400,0.13573,0.20993
2016,Saxony-Anhalt,Urban regions,Yes,0.46879,78,124,0.38060,0.55698
2016,Saxony-Anhalt,Urban regions,No,0.53121,46,124,0.44302,0.61940
2016,Saxony-Anhalt,Rural regions,Yes,0.73618,303,388,0.69228,0.78009
2016,Saxony-Anhalt,Rural regions,No,0.26382,85,388,0.21991,0.30772
2016,Thuringa,Urban regions,Yes,0.64403,128,179,0.57369,0.71437
2016,Thuringa,Urban regions,No,0.35597,51,179,0.28563,0.42631
2016,Thuringa,Rural regions,Yes,0.68596,292,364,0.63822,0.73371
2016,Thuringa,Rural regions,No,0.31404,72,364,0.26629,0.36178
2017,Schleswig-Holstein,Urban regions,Yes,0.77468,152,258,0.72360,0.82576
2017,Schleswig-Holstein,Urban regions,No,0.22532,106,258,0.17424,0.27640
2017,Schleswig-Holstein,Rural regions,Yes,0.82531,340,430,0.78938,0.86124
2017,Schleswig-Holstein,Rural regions,No,0.17469,90,430,0.13876,0.21062
2017,Hamburg,Urban regions,Yes,0.65270,215,325,0.60086,0.70455
2017,Hamburg,Urban regions,No,0.34730,110,325,0.29545,0.39914
2017,Lower Saxony,Urban regions,Yes,0.76702,582,784,0.73741,0.79663
2017,Lower Saxony,Urban regions,No,0.23298,202,784,0.20337,0.26259
2017,Lower Saxony,Rural regions,Yes,0.85821,808,961,0.83614,0.88027
2017,Lower Saxony,Rural regions,No,0.14179,153,961,0.11973,0.16386
2017,Bremen,Urban regions,Yes,0.61646,103,182,0.54562,0.68730
2017,Bremen,Urban regions,No,0.38354,79,182,0.31270,0.45438
2017,North Rhine-Westphalia,Urban regions,Yes,0.77807,2653,3471,0.76424,0.79189
2017,North Rhine-Westphalia,Urban regions,No,0.22193,818,3471,0.20811,0.23576
2017,North Rhine-Westphalia,Rural regions,Yes,0.93717,60,60,0.87524,0.99909
2017,Hesse,Urban regions,Yes,0.76190,710,957,0.73490,0.78890
2017,Hesse,Urban regions,No,0.23810,247,957,0.21110,0.26510
2017,Hesse,Rural regions,Yes,0.76751,194,250,0.71504,0.81998
2017,Hesse,Rural regions,No,0.23249,56,250,0.18002,0.28496
2017,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.82012,594,778,0.79312,0.84713
2017,"Rhineland-Palatinate, Saarland",Urban regions,No,0.17988,184,778,0.15287,0.20688
2017,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.81747,197,233,0.76776,0.86718
2017,"Rhineland-Palatinate, Saarland",Rural regions,No,0.18253,36,233,0.13282,0.23224
2017,Baden-Wuerttemberg,Urban regions,Yes,0.81798,1374,1729,0.79978,0.83617
2017,Baden-Wuerttemberg,Urban regions,No,0.18202,355,1729,0.16383,0.20022
2017,Baden-Wuerttemberg,Rural regions,Yes,0.93414,183,219,0.90122,0.96707
2017,Baden-Wuerttemberg,Rural regions,No,0.06586,36,219,0.03293,0.09878
2017,Bavaria,Urban regions,Yes,0.77064,994,1255,0.74737,0.79391
2017,Bavaria,Urban regions,No,0.22936,261,1255,0.20609,0.25263
2017,Bavaria,Rural regions,Yes,0.83895,1207,1434,0.81991,0.85798
2017,Bavaria,Rural regions,No,0.16105,227,1434,0.14202,0.18009
2017,Berlin,Urban regions,Yes,0.51885,383,713,0.48215,0.55555
2017,Berlin,Urban regions,No,0.48115,330,713,0.44445,0.51785
