year,bula_h,pgisced97,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,Bavaria,Second Stage of Tertiary Education,No,0.31148,47,130,0.23156,0.39140
1988,Berlin,Lower Secondary Level,Yes,0.72498,59,59,0.61007,0.83990
1988,Berlin,Upper Secondary Level,Yes,0.71878,100,145,0.64535,0.79222
1988,Berlin,Upper Secondary Level,No,0.28122,45,145,0.20778,0.35465
1989,Schleswig-Holstein,Lower Secondary Level,Yes,0.69939,41,41,0.55729,0.84149
1989,Schleswig-Holstein,Upper Secondary Level,Yes,0.73071,117,167,0.66323,0.79819
1989,Schleswig-Holstein,Upper Secondary Level,No,0.26929,50,167,0.20181,0.33677
1989,Hamburg,Upper Secondary Level,Yes,0.68885,69,100,0.59765,0.78004
1989,Hamburg,Upper Secondary Level,No,0.31115,31,100,0.21996,0.40235
1989,Lower Saxony,Primary Level,Yes,0.76831,31,31,0.61734,0.91929
1989,Lower Saxony,Lower Secondary Level,Yes,0.74829,196,262,0.69564,0.80094
1989,Lower Saxony,Lower Secondary Level,No,0.25171,66,262,0.19906,0.30436
1989,Lower Saxony,Upper Secondary Level,Yes,0.69932,336,501,0.65913,0.73952
1989,Lower Saxony,Upper Secondary Level,No,0.30068,165,501,0.26048,0.34087
1989,Lower Saxony,First Stage of Tertiary Education,Yes,0.72610,46,46,0.59580,0.85640
1989,Lower Saxony,Second Stage of Tertiary Education,Yes,0.72938,54,54,0.60977,0.84900
1989,Bremen,Upper Secondary Level,Yes,0.69790,35,35,0.54355,0.85224
1989,North Rhine-Westphalia,No answer / don't know,Yes,0.84056,38,38,0.72260,0.95852
1989,North Rhine-Westphalia,Pre-primary Level,Yes,0.53268,37,75,0.41901,0.64636
1989,North Rhine-Westphalia,Pre-primary Level,No,0.46732,38,75,0.35364,0.58099
1989,North Rhine-Westphalia,Primary Level,Yes,0.62660,115,188,0.55727,0.69593
1989,North Rhine-Westphalia,Primary Level,No,0.37340,73,188,0.30407,0.44273
1989,North Rhine-Westphalia,Lower Secondary Level,Yes,0.71524,414,631,0.67999,0.75048
1989,North Rhine-Westphalia,Lower Secondary Level,No,0.28476,217,631,0.24952,0.32001
1989,North Rhine-Westphalia,Upper Secondary Level,Yes,0.68396,823,1246,0.65813,0.70978
1989,North Rhine-Westphalia,Upper Secondary Level,No,0.31604,423,1246,0.29022,0.34187
1989,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.58706,45,81,0.47917,0.69496
1989,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.41294,36,81,0.30504,0.52083
1989,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.74524,98,135,0.67146,0.81901
1989,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.25476,37,135,0.18099,0.32854
1989,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.62171,128,200,0.55433,0.68909
1989,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.37829,72,200,0.31091,0.44567
1989,Hesse,Primary Level,Yes,0.81033,47,47,0.69704,0.92363
1989,Hesse,Lower Secondary Level,Yes,0.81247,194,270,0.76583,0.85912
1989,Hesse,Lower Secondary Level,No,0.18753,76,270,0.14088,0.23417
1989,Hesse,Upper Secondary Level,Yes,0.70043,314,469,0.65893,0.74193
1989,Hesse,Upper Secondary Level,No,0.29957,155,469,0.25807,0.34107
1989,Hesse,Second Stage of Tertiary Education,Yes,0.67830,53,53,0.55133,0.80527
1989,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.72755,150,221,0.66872,0.78639
1989,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.27245,71,221,0.21361,0.33128
1989,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.70538,236,339,0.65677,0.75398
1989,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.29462,103,339,0.24602,0.34323
1989,Baden-Wuerttemberg,Primary Level,Yes,0.69853,132,194,0.63379,0.76327
1989,Baden-Wuerttemberg,Primary Level,No,0.30147,62,194,0.23673,0.36621
1989,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.72674,366,544,0.68926,0.76422
1989,Baden-Wuerttemberg,Lower Secondary Level,No,0.27326,178,544,0.23578,0.31074
1989,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.65379,491,784,0.62046,0.68711
1989,Baden-Wuerttemberg,Upper Secondary Level,No,0.34621,293,784,0.31289,0.37954
1989,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.61123,35,35,0.44737,0.77508
1989,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.61444,57,93,0.51498,0.71390
1989,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.38556,36,93,0.28610,0.48502
1989,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.65642,64,100,0.56287,0.74997
1989,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.34358,36,100,0.25003,0.43713
1989,Bavaria,Primary Level,Yes,0.83249,47,47,0.72458,0.94041
1989,Bavaria,Lower Secondary Level,Yes,0.75266,293,418,0.71125,0.79407
1989,Bavaria,Lower Secondary Level,No,0.24734,125,418,0.20593,0.28875
1989,Bavaria,Upper Secondary Level,Yes,0.68815,542,809,0.65620,0.72009
1989,Bavaria,Upper Secondary Level,No,0.31185,267,809,0.27991,0.34380
1989,Bavaria,Post-secondary Non-tertiary Level,Yes,0.77577,32,32,0.62895,0.92259
1989,Bavaria,First Stage of Tertiary Education,Yes,0.73023,63,63,0.61975,0.84071
1989,Bavaria,Second Stage of Tertiary Education,Yes,0.68004,84,134,0.60076,0.75931
1989,Bavaria,Second Stage of Tertiary Education,No,0.31996,50,134,0.24069,0.39924
1989,Berlin,Lower Secondary Level,Yes,0.66851,57,57,0.54521,0.79180
1989,Berlin,Upper Secondary Level,Yes,0.69930,98,139,0.62279,0.77581
1989,Berlin,Upper Secondary Level,No,0.30070,41,139,0.22419,0.37721
1991,Schleswig-Holstein,Lower Secondary Level,Yes,0.88513,56,56,0.80086,0.96940
1991,Schleswig-Holstein,Upper Secondary Level,Yes,0.72957,115,163,0.66117,0.79797
1991,Schleswig-Holstein,Upper Secondary Level,No,0.27043,48,163,0.20203,0.33883
1991,Hamburg,Upper Secondary Level,Yes,0.69686,65,65,0.58425,0.80947
1991,Lower Saxony,Primary Level,Yes,0.87782,37,37,0.77084,0.98480
1991,Lower Saxony,Lower Secondary Level,Yes,0.78360,186,241,0.73150,0.83570
1991,Lower Saxony,Lower Secondary Level,No,0.21640,55,241,0.16430,0.26850
1991,Lower Saxony,Upper Secondary Level,Yes,0.73096,355,493,0.69178,0.77015
1991,Lower Saxony,Upper Secondary Level,No,0.26904,138,493,0.22985,0.30822
1991,Lower Saxony,First Stage of Tertiary Education,Yes,0.67243,44,44,0.53215,0.81271
1991,Lower Saxony,Second Stage of Tertiary Education,Yes,0.59547,44,76,0.48439,0.70655
1991,Lower Saxony,Second Stage of Tertiary Education,No,0.40453,32,76,0.29345,0.51561
1991,Bremen,Upper Secondary Level,Yes,0.71321,37,37,0.56547,0.86095
1991,North Rhine-Westphalia,No answer / don't know,Yes,0.60744,35,35,0.44329,0.77158
1991,North Rhine-Westphalia,Primary Level,Yes,0.62112,104,169,0.54777,0.69448
1991,North Rhine-Westphalia,Primary Level,No,0.37888,65,169,0.30552,0.45223
1991,North Rhine-Westphalia,Lower Secondary Level,Yes,0.75181,425,604,0.71734,0.78629
1991,North Rhine-Westphalia,Lower Secondary Level,No,0.24819,179,604,0.21371,0.28266
1991,North Rhine-Westphalia,Upper Secondary Level,Yes,0.70500,822,1217,0.67937,0.73064
1991,North Rhine-Westphalia,Upper Secondary Level,No,0.29500,395,1217,0.26936,0.32063
1991,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.73724,62,62,0.62678,0.84769
1991,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.67336,90,135,0.59396,0.75277
1991,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.32664,45,135,0.24723,0.40604
1991,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.67505,138,209,0.61140,0.73870
1991,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.32495,71,209,0.26130,0.38860
1991,Hesse,Primary Level,Yes,0.72503,47,47,0.59600,0.85406
1991,Hesse,Lower Secondary Level,Yes,0.79289,178,251,0.74266,0.84312
1991,Hesse,Lower Secondary Level,No,0.20711,73,251,0.15688,0.25734
1991,Hesse,Upper Secondary Level,Yes,0.74691,314,444,0.70642,0.78740
1991,Hesse,Upper Secondary Level,No,0.25309,130,444,0.21260,0.29358
1991,Hesse,First Stage of Tertiary Education,Yes,0.73837,31,31,0.58109,0.89565
1991,Hesse,Second Stage of Tertiary Education,Yes,0.62219,51,85,0.51851,0.72588
1991,Hesse,Second Stage of Tertiary Education,No,0.37781,34,85,0.27412,0.48149
1991,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.71496,138,210,0.65375,0.77616
1991,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.28504,72,210,0.22384,0.34625
1991,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.70619,228,325,0.65659,0.75579
1991,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.29381,97,325,0.24421,0.34341
1991,Baden-Wuerttemberg,Primary Level,Yes,0.61858,129,183,0.54801,0.68915
1991,Baden-Wuerttemberg,Primary Level,No,0.38142,54,183,0.31085,0.45199
1991,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.73844,350,508,0.70018,0.77669
1991,Baden-Wuerttemberg,Lower Secondary Level,No,0.26156,158,508,0.22331,0.29982
1991,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.73231,561,796,0.70153,0.76309
1991,Baden-Wuerttemberg,Upper Secondary Level,No,0.26769,235,796,0.23691,0.29847
1991,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.57345,33,33,0.40209,0.74481
1991,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.73818,67,67,0.63211,0.84424
1991,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.69514,66,99,0.60400,0.78629
1991,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.30486,33,99,0.21371,0.39600
1991,Bavaria,Primary Level,Yes,0.77053,45,45,0.64629,0.89478
1991,Bavaria,Lower Secondary Level,Yes,0.75241,261,377,0.70878,0.79604
1991,Bavaria,Lower Secondary Level,No,0.24759,116,377,0.20396,0.29122
1991,Bavaria,Upper Secondary Level,Yes,0.72476,560,812,0.69402,0.75550
1991,Bavaria,Upper Secondary Level,No,0.27524,252,812,0.24450,0.30598
1991,Bavaria,Post-secondary Non-tertiary Level,Yes,0.82091,43,43,0.70495,0.93687
1991,Bavaria,First Stage of Tertiary Education,Yes,0.76442,70,70,0.66429,0.86455
1991,Bavaria,Second Stage of Tertiary Education,Yes,0.63648,89,141,0.55680,0.71616
1991,Bavaria,Second Stage of Tertiary Education,No,0.36352,52,141,0.28384,0.44320
1991,Berlin,Lower Secondary Level,Yes,0.78288,69,69,0.68488,0.88087
1991,Berlin,Upper Secondary Level,Yes,0.69557,176,261,0.63964,0.75151
1991,Berlin,Upper Secondary Level,No,0.30443,85,261,0.24849,0.36036
1991,Berlin,Second Stage of Tertiary Education,Yes,0.70520,95,141,0.62967,0.78073
1991,Berlin,Second Stage of Tertiary Education,No,0.29480,46,141,0.21927,0.37033
1991,Brandenburg,Lower Secondary Level,Yes,0.56298,44,77,0.45146,0.67449
1991,Brandenburg,Lower Secondary Level,No,0.43702,33,77,0.32551,0.54854
1991,Brandenburg,Upper Secondary Level,Yes,0.55800,203,369,0.50726,0.60875
1991,Brandenburg,Upper Secondary Level,No,0.44200,166,369,0.39125,0.49274
1991,Brandenburg,First Stage of Tertiary Education,Yes,0.68865,33,33,0.52821,0.84909
1991,Brandenburg,Second Stage of Tertiary Education,Yes,0.66680,105,162,0.59399,0.73962
1991,Brandenburg,Second Stage of Tertiary Education,No,0.33320,57,162,0.26038,0.40601
1991,Mecklenburg-Western Pomerania,Lower Secondary Level,Yes,0.74414,35,35,0.59747,0.89081
1991,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.59031,156,268,0.53132,0.64930
1991,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.40969,112,268,0.35070,0.46868
1991,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.65487,68,106,0.56393,0.74580
1991,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.34513,38,106,0.25420,0.43607
1991,Saxony,Lower Secondary Level,Yes,0.68909,90,140,0.61214,0.76604
1991,Saxony,Lower Secondary Level,No,0.31091,50,140,0.23396,0.38786
1991,Saxony,Upper Secondary Level,Yes,0.56298,385,696,0.52610,0.59986
1991,Saxony,Upper Secondary Level,No,0.43702,311,696,0.40014,0.47390
1991,Saxony,First Stage of Tertiary Education,Yes,0.56858,31,63,0.44530,0.69187
1991,Saxony,First Stage of Tertiary Education,No,0.43142,32,63,0.30813,0.55470
1991,Saxony,Second Stage of Tertiary Education,Yes,0.64863,174,278,0.59240,0.70485
1991,Saxony,Second Stage of Tertiary Education,No,0.35137,104,278,0.29515,0.40760
1991,Saxony-Anhalt,Lower Secondary Level,Yes,0.73893,75,106,0.65492,0.82295
1991,Saxony-Anhalt,Lower Secondary Level,No,0.26107,31,106,0.17705,0.34508
1991,Saxony-Anhalt,Upper Secondary Level,Yes,0.52284,222,436,0.47590,0.56977
1991,Saxony-Anhalt,Upper Secondary Level,No,0.47716,214,436,0.43023,0.52410
1991,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.61035,103,172,0.53726,0.68345
1991,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.38965,69,172,0.31655,0.46274
1991,Thuringa,Lower Secondary Level,Yes,0.79701,45,45,0.67816,0.91586
1991,Thuringa,Upper Secondary Level,Yes,0.62125,267,456,0.57667,0.66582
1991,Thuringa,Upper Secondary Level,No,0.37875,189,456,0.33418,0.42333
1991,Thuringa,Second Stage of Tertiary Education,Yes,0.66712,78,123,0.58349,0.75074
1991,Thuringa,Second Stage of Tertiary Education,No,0.33288,45,123,0.24926,0.41651
1992,Schleswig-Holstein,Lower Secondary Level,Yes,0.80204,41,41,0.67856,0.92553
1992,Schleswig-Holstein,Upper Secondary Level,Yes,0.69798,105,154,0.62523,0.77073
1992,Schleswig-Holstein,Upper Secondary Level,No,0.30202,49,154,0.22927,0.37477
1992,Hamburg,Upper Secondary Level,Yes,0.73350,64,64,0.62432,0.84268
1992,Lower Saxony,Primary Level,Yes,0.67423,31,31,0.50653,0.84194
1992,Lower Saxony,Lower Secondary Level,Yes,0.76740,167,225,0.71207,0.82273
1992,Lower Saxony,Lower Secondary Level,No,0.23260,58,225,0.17727,0.28793
1992,Lower Saxony,Upper Secondary Level,Yes,0.74310,361,484,0.70413,0.78206
1992,Lower Saxony,Upper Secondary Level,No,0.25690,123,484,0.21794,0.29587
1992,Lower Saxony,First Stage of Tertiary Education,Yes,0.66630,46,46,0.52852,0.80407
1992,Lower Saxony,Second Stage of Tertiary Education,Yes,0.64307,49,49,0.50753,0.77860
1992,Bremen,Upper Secondary Level,Yes,0.79320,42,42,0.66922,0.91717
1992,North Rhine-Westphalia,No answer / don't know,Yes,0.59109,31,31,0.41516,0.76702
1992,North Rhine-Westphalia,Primary Level,Yes,0.56578,96,164,0.48968,0.64187
1992,North Rhine-Westphalia,Primary Level,No,0.43422,68,164,0.35813,0.51032
1992,North Rhine-Westphalia,Lower Secondary Level,Yes,0.67614,371,575,0.63785,0.71442
1992,North Rhine-Westphalia,Lower Secondary Level,No,0.32386,204,575,0.28558,0.36215
1992,North Rhine-Westphalia,Upper Secondary Level,Yes,0.68691,799,1205,0.66072,0.71311
1992,North Rhine-Westphalia,Upper Secondary Level,No,0.31309,406,1205,0.28689,0.33928
1992,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.81801,70,70,0.72697,0.90905
1992,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.63058,86,138,0.54976,0.71140
1992,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.36942,52,138,0.28860,0.45024
1992,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.62167,131,209,0.55577,0.68758
1992,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.37833,78,209,0.31242,0.44423
1992,Hesse,Primary Level,Yes,0.82509,42,42,0.70881,0.94138
1992,Hesse,Lower Secondary Level,Yes,0.74878,171,246,0.69447,0.80309
1992,Hesse,Lower Secondary Level,No,0.25122,75,246,0.19691,0.30553
1992,Hesse,Upper Secondary Level,Yes,0.70671,286,428,0.66352,0.74989
1992,Hesse,Upper Secondary Level,No,0.29329,142,428,0.25011,0.33648
1992,Hesse,First Stage of Tertiary Education,Yes,0.83619,34,34,0.70991,0.96247
1992,Hesse,Second Stage of Tertiary Education,Yes,0.74669,65,65,0.64014,0.85324
1992,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.72409,139,205,0.66275,0.78542
1992,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.27591,66,205,0.21458,0.33725
1992,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.70402,223,321,0.65400,0.75403
1992,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.29598,98,321,0.24597,0.34600
1992,Baden-Wuerttemberg,Primary Level,Yes,0.64067,126,180,0.57038,0.71096
1992,Baden-Wuerttemberg,Primary Level,No,0.35933,54,180,0.28904,0.42962
1992,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.71509,325,478,0.67459,0.75560
1992,Baden-Wuerttemberg,Lower Secondary Level,No,0.28491,153,478,0.24440,0.32541
1992,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.70932,526,774,0.67731,0.74133
1992,Baden-Wuerttemberg,Upper Secondary Level,No,0.29068,248,774,0.25867,0.32269
1992,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.73851,38,38,0.59691,0.88011
1992,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.70150,62,94,0.60849,0.79450
1992,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.29850,32,94,0.20550,0.39151
1992,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.72419,72,72,0.62023,0.82815
1992,Bavaria,Primary Level,Yes,0.73922,45,45,0.60949,0.86896
1992,Bavaria,Lower Secondary Level,Yes,0.74310,266,382,0.69923,0.78697
1992,Bavaria,Lower Secondary Level,No,0.25690,116,382,0.21303,0.30077
1992,Bavaria,Upper Secondary Level,Yes,0.70227,540,816,0.67087,0.73366
1992,Bavaria,Upper Secondary Level,No,0.29773,276,816,0.26634,0.32913
1992,Bavaria,Post-secondary Non-tertiary Level,Yes,0.63757,35,35,0.47598,0.79915
1992,Bavaria,First Stage of Tertiary Education,Yes,0.73320,78,78,0.63441,0.83199
1992,Bavaria,Second Stage of Tertiary Education,Yes,0.65814,95,153,0.58273,0.73355
1992,Bavaria,Second Stage of Tertiary Education,No,0.34186,58,153,0.26645,0.41727
1992,Berlin,Lower Secondary Level,Yes,0.84144,72,72,0.75648,0.92641
1992,Berlin,Upper Secondary Level,Yes,0.69786,169,252,0.64105,0.75467
1992,Berlin,Upper Secondary Level,No,0.30214,83,252,0.24533,0.35895
1992,Berlin,Second Stage of Tertiary Education,Yes,0.72036,105,144,0.64680,0.79393
1992,Berlin,Second Stage of Tertiary Education,No,0.27964,39,144,0.20607,0.35320
1992,Brandenburg,Lower Secondary Level,Yes,0.65965,46,46,0.52121,0.79809
1992,Brandenburg,Upper Secondary Level,Yes,0.67708,240,350,0.62802,0.72614
1992,Brandenburg,Upper Secondary Level,No,0.32292,110,350,0.27386,0.37198
1992,Brandenburg,First Stage of Tertiary Education,Yes,0.69211,33,33,0.53217,0.85206
1992,Brandenburg,Second Stage of Tertiary Education,Yes,0.73923,114,159,0.67077,0.80769
1992,Brandenburg,Second Stage of Tertiary Education,No,0.26077,45,159,0.19231,0.32923
1992,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.71825,158,228,0.65973,0.77677
1992,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.28175,70,228,0.22323,0.34027
1992,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.72476,67,67,0.61700,0.83251
1992,Saxony,Lower Secondary Level,Yes,0.73646,95,141,0.66349,0.80944
1992,Saxony,Lower Secondary Level,No,0.26354,46,141,0.19056,0.33651
1992,Saxony,Upper Secondary Level,Yes,0.70007,428,646,0.66470,0.73543
1992,Saxony,Upper Secondary Level,No,0.29993,218,646,0.26457,0.33530
1992,Saxony,First Stage of Tertiary Education,Yes,0.61814,35,35,0.45483,0.78145
1992,Saxony,Second Stage of Tertiary Education,Yes,0.69952,170,250,0.64257,0.75646
1992,Saxony,Second Stage of Tertiary Education,No,0.30048,80,250,0.24354,0.35743
1992,Saxony-Anhalt,Lower Secondary Level,Yes,0.71313,65,104,0.62578,0.80048
1992,Saxony-Anhalt,Lower Secondary Level,No,0.28687,39,104,0.19952,0.37422
1992,Saxony-Anhalt,Upper Secondary Level,Yes,0.61811,257,417,0.57142,0.66480
1992,Saxony-Anhalt,Upper Secondary Level,No,0.38189,160,417,0.33520,0.42858
1992,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.69868,120,171,0.62970,0.76765
1992,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.30132,51,171,0.23235,0.37030
1992,Thuringa,Lower Secondary Level,Yes,0.84882,56,56,0.75414,0.94349
1992,Thuringa,Upper Secondary Level,Yes,0.68357,290,436,0.63986,0.72728
1992,Thuringa,Upper Secondary Level,No,0.31643,146,436,0.27272,0.36014
1992,Thuringa,Second Stage of Tertiary Education,Yes,0.70778,83,125,0.62774,0.78783
1992,Thuringa,Second Stage of Tertiary Education,No,0.29222,42,125,0.21217,0.37226
1994,Schleswig-Holstein,Lower Secondary Level,Yes,0.90358,41,41,0.81211,0.99506
1994,Schleswig-Holstein,Upper Secondary Level,Yes,0.78061,119,159,0.71609,0.84514
1994,Schleswig-Holstein,Upper Secondary Level,No,0.21939,40,159,0.15486,0.28391
1994,Hamburg,Upper Secondary Level,Yes,0.74558,57,57,0.63150,0.85965
1994,Lower Saxony,Primary Level,Yes,0.87338,33,33,0.75816,0.98860
1994,Lower Saxony,Lower Secondary Level,Yes,0.75457,158,210,0.69623,0.81292
1994,Lower Saxony,Lower Secondary Level,No,0.24543,52,210,0.18708,0.30377
1994,Lower Saxony,Upper Secondary Level,Yes,0.77479,368,500,0.73814,0.81144
1994,Lower Saxony,Upper Secondary Level,No,0.22521,132,500,0.18856,0.26186
1994,Lower Saxony,First Stage of Tertiary Education,Yes,0.77205,53,53,0.65803,0.88607
1994,Lower Saxony,Second Stage of Tertiary Education,Yes,0.84157,61,61,0.74918,0.93397
1994,Bremen,Upper Secondary Level,Yes,0.65953,31,31,0.48996,0.82910
1994,North Rhine-Westphalia,No answer / don't know,Yes,0.69068,43,43,0.55089,0.83047
1994,North Rhine-Westphalia,Pre-primary Level,Yes,0.74091,32,32,0.58667,0.89514
