year,bula_h,quintil_oecd,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Baden-Wuerttemberg,3rd Quintile,No,0.23766,157,458,0.19864,0.27669
1984,Baden-Wuerttemberg,4th Quintile,Yes,0.58139,331,494,0.53785,0.62494
1984,Baden-Wuerttemberg,4th Quintile,No,0.25120,163,494,0.21291,0.28948
1984,Baden-Wuerttemberg,5th Quintile,Yes,0.67957,309,441,0.63597,0.72317
1984,Baden-Wuerttemberg,5th Quintile,No,0.22963,132,441,0.19033,0.26893
1984,Bavaria,1st Quintile,Yes,0.54899,259,386,0.49928,0.59869
1984,Bavaria,1st Quintile,No,0.24117,127,386,0.19844,0.28390
1984,Bavaria,2nd Quintile,Yes,0.55327,286,416,0.50544,0.60111
1984,Bavaria,2nd Quintile,No,0.23199,130,416,0.19138,0.27260
1984,Bavaria,3rd Quintile,Yes,0.55866,292,435,0.51194,0.60538
1984,Bavaria,3rd Quintile,No,0.24612,143,435,0.20560,0.28665
1984,Bavaria,4th Quintile,Yes,0.61097,293,416,0.56407,0.65788
1984,Bavaria,4th Quintile,No,0.24641,123,416,0.20495,0.28787
1984,Bavaria,5th Quintile,Yes,0.66374,317,431,0.61909,0.70839
1984,Bavaria,5th Quintile,No,0.22844,114,431,0.18876,0.26812
1984,Berlin,1st Quintile,Yes,0.58224,37,37,0.42113,0.74335
1984,Berlin,2nd Quintile,Yes,0.58392,34,34,0.41575,0.75210
1984,Berlin,3rd Quintile,Yes,0.64067,86,86,0.53867,0.74267
1984,Berlin,4th Quintile,Yes,0.53208,51,51,0.39378,0.67039
1984,Berlin,5th Quintile,Yes,0.63085,71,107,0.53898,0.72272
1984,Berlin,5th Quintile,No,0.28630,36,107,0.20025,0.37236
1985,Schleswig-Holstein,1st Quintile,Yes,0.55477,53,53,0.41969,0.68985
1985,Schleswig-Holstein,2nd Quintile,Yes,0.66852,61,61,0.54941,0.78764
1985,Schleswig-Holstein,3rd Quintile,Yes,0.60962,40,40,0.45651,0.76273
1985,Schleswig-Holstein,4th Quintile,Yes,0.54730,45,45,0.40022,0.69437
1985,Schleswig-Holstein,5th Quintile,Yes,0.69617,50,50,0.56739,0.82494
1985,Hamburg,1st Quintile,Yes,0.51687,34,34,0.34638,0.68737
1985,Hamburg,3rd Quintile,Yes,0.58453,41,41,0.43181,0.73725
1985,Hamburg,4th Quintile,Yes,0.66732,44,44,0.52649,0.80815
1985,Hamburg,5th Quintile,Yes,0.74702,56,56,0.63213,0.86191
1985,Lower Saxony,1st Quintile,Yes,0.57308,153,238,0.51011,0.63606
1985,Lower Saxony,1st Quintile,No,0.20624,85,238,0.15473,0.25775
1985,Lower Saxony,2nd Quintile,Yes,0.60674,143,191,0.53729,0.67620
1985,Lower Saxony,2nd Quintile,No,0.19626,48,191,0.13978,0.25273
1985,Lower Saxony,3rd Quintile,Yes,0.67651,179,238,0.61695,0.73607
1985,Lower Saxony,3rd Quintile,No,0.18948,59,238,0.13959,0.23938
1985,Lower Saxony,4th Quintile,Yes,0.66602,144,195,0.59965,0.73239
1985,Lower Saxony,4th Quintile,No,0.21909,51,195,0.16089,0.27730
1985,Lower Saxony,5th Quintile,Yes,0.63455,171,244,0.57400,0.69510
1985,Lower Saxony,5th Quintile,No,0.25765,73,244,0.20266,0.31264
1985,North Rhine-Westphalia,1st Quintile,Yes,0.55074,449,679,0.51330,0.58818
1985,North Rhine-Westphalia,1st Quintile,No,0.21340,230,679,0.18256,0.24424
1985,North Rhine-Westphalia,2nd Quintile,Yes,0.56812,427,622,0.52916,0.60708
1985,North Rhine-Westphalia,2nd Quintile,No,0.21692,195,622,0.18450,0.24934
1985,North Rhine-Westphalia,3rd Quintile,Yes,0.60703,361,522,0.56509,0.64897
1985,North Rhine-Westphalia,3rd Quintile,No,0.23387,161,522,0.19752,0.27022
1985,North Rhine-Westphalia,4th Quintile,Yes,0.57162,391,599,0.53196,0.61128
1985,North Rhine-Westphalia,4th Quintile,No,0.30952,208,599,0.27247,0.34658
1985,North Rhine-Westphalia,5th Quintile,Yes,0.60334,354,539,0.56200,0.64468
1985,North Rhine-Westphalia,5th Quintile,No,0.27708,185,539,0.23926,0.31490
1985,Hesse,1st Quintile,Yes,0.63568,173,259,0.57696,0.69440
1985,Hesse,1st Quintile,No,0.19548,86,259,0.14708,0.24387
1985,Hesse,2nd Quintile,Yes,0.58594,142,204,0.51818,0.65370
1985,Hesse,2nd Quintile,No,0.21666,62,204,0.15999,0.27333
1985,Hesse,3rd Quintile,Yes,0.65996,145,201,0.59431,0.72561
1985,Hesse,3rd Quintile,No,0.19157,56,201,0.13703,0.24611
1985,Hesse,4th Quintile,Yes,0.61834,161,237,0.55636,0.68032
1985,Hesse,4th Quintile,No,0.25674,76,237,0.20100,0.31247
1985,Hesse,5th Quintile,Yes,0.59901,154,232,0.53580,0.66221
1985,Hesse,5th Quintile,No,0.32440,78,232,0.26402,0.38477
1985,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.51925,118,174,0.44480,0.59371
1985,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.22375,56,174,0.16165,0.28585
1985,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.64044,89,130,0.55763,0.72325
1985,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.23199,41,130,0.15915,0.30483
1985,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.56359,122,185,0.49193,0.63525
1985,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.31895,63,185,0.25160,0.38629
1985,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.56138,98,158,0.48376,0.63900
1985,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.33945,60,158,0.26538,0.41353
1985,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.66861,87,125,0.58575,0.75146
1985,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.26698,38,125,0.18911,0.34484
1985,Baden-Wuerttemberg,1st Quintile,Yes,0.55398,268,388,0.50445,0.60350
1985,Baden-Wuerttemberg,1st Quintile,No,0.20237,120,388,0.16234,0.24240
1985,Baden-Wuerttemberg,2nd Quintile,Yes,0.55870,267,406,0.51034,0.60706
1985,Baden-Wuerttemberg,2nd Quintile,No,0.21793,139,406,0.17772,0.25814
1985,Baden-Wuerttemberg,3rd Quintile,Yes,0.58499,326,470,0.54039,0.62958
1985,Baden-Wuerttemberg,3rd Quintile,No,0.23013,144,470,0.19204,0.26823
1985,Baden-Wuerttemberg,4th Quintile,Yes,0.60506,295,420,0.55825,0.65187
1985,Baden-Wuerttemberg,4th Quintile,No,0.22826,125,420,0.18807,0.26845
1985,Baden-Wuerttemberg,5th Quintile,Yes,0.56836,220,354,0.51669,0.62003
1985,Baden-Wuerttemberg,5th Quintile,No,0.33757,134,354,0.28824,0.38690
1985,Bavaria,1st Quintile,Yes,0.60852,211,297,0.55292,0.66412
1985,Bavaria,1st Quintile,No,0.17272,86,297,0.12966,0.21579
1985,Bavaria,2nd Quintile,Yes,0.56694,287,406,0.51868,0.61520
1985,Bavaria,2nd Quintile,No,0.21098,119,406,0.17124,0.25071
1985,Bavaria,3rd Quintile,Yes,0.58864,255,370,0.53843,0.63884
1985,Bavaria,3rd Quintile,No,0.24047,115,370,0.19686,0.28407
1985,Bavaria,4th Quintile,Yes,0.67937,291,380,0.63238,0.72636
1985,Bavaria,4th Quintile,No,0.19042,89,380,0.15089,0.22995
1985,Bavaria,5th Quintile,Yes,0.66468,320,442,0.62062,0.70875
1985,Bavaria,5th Quintile,No,0.24848,122,442,0.20815,0.28881
1985,Berlin,1st Quintile,Yes,0.58548,41,41,0.43281,0.73815
1985,Berlin,2nd Quintile,Yes,0.61291,41,41,0.46196,0.76386
1985,Berlin,3rd Quintile,Yes,0.67261,55,55,0.54745,0.79777
1985,Berlin,4th Quintile,Yes,0.54534,48,48,0.40298,0.68769
1985,Berlin,5th Quintile,Yes,0.60164,65,65,0.48170,0.72158
1986,Schleswig-Holstein,1st Quintile,Yes,0.64198,41,41,0.49341,0.79055
1986,Schleswig-Holstein,2nd Quintile,Yes,0.63941,62,62,0.51891,0.75991
1986,Schleswig-Holstein,3rd Quintile,Yes,0.67960,45,45,0.54172,0.81748
1986,Schleswig-Holstein,4th Quintile,Yes,0.61299,45,45,0.46907,0.75691
1986,Schleswig-Holstein,5th Quintile,Yes,0.62106,45,45,0.47771,0.76440
1986,Hamburg,1st Quintile,Yes,0.62609,32,32,0.45577,0.79642
1986,Hamburg,2nd Quintile,Yes,0.68929,31,31,0.52369,0.85490
1986,Hamburg,3rd Quintile,Yes,0.70076,37,37,0.55117,0.85035
1986,Hamburg,4th Quintile,Yes,0.66098,41,41,0.51428,0.80768
1986,Hamburg,5th Quintile,Yes,0.77124,50,50,0.65364,0.88885
1986,Lower Saxony,1st Quintile,Yes,0.59304,157,237,0.53036,0.65572
1986,Lower Saxony,1st Quintile,No,0.21736,80,237,0.16474,0.26998
1986,Lower Saxony,2nd Quintile,Yes,0.59682,153,215,0.53109,0.66254
1986,Lower Saxony,2nd Quintile,No,0.20631,62,215,0.15209,0.26053
1986,Lower Saxony,3rd Quintile,Yes,0.63564,160,229,0.57317,0.69810
1986,Lower Saxony,3rd Quintile,No,0.23588,69,229,0.18078,0.29099
1986,Lower Saxony,4th Quintile,Yes,0.63726,151,210,0.57208,0.70244
1986,Lower Saxony,4th Quintile,No,0.23725,59,210,0.17958,0.29492
1986,Lower Saxony,5th Quintile,Yes,0.70658,169,217,0.64586,0.76731
1986,Lower Saxony,5th Quintile,No,0.17717,48,217,0.12625,0.22808
1986,North Rhine-Westphalia,1st Quintile,Yes,0.56944,422,627,0.53065,0.60823
1986,North Rhine-Westphalia,1st Quintile,No,0.18803,205,627,0.15742,0.21864
1986,North Rhine-Westphalia,2nd Quintile,Yes,0.56455,372,543,0.52280,0.60629
1986,North Rhine-Westphalia,2nd Quintile,No,0.22229,171,543,0.18729,0.25729
1986,North Rhine-Westphalia,3rd Quintile,Yes,0.61605,408,559,0.57569,0.65640
1986,North Rhine-Westphalia,3rd Quintile,No,0.20588,151,559,0.17233,0.23943
1986,North Rhine-Westphalia,4th Quintile,Yes,0.60272,388,586,0.56306,0.64237
1986,North Rhine-Westphalia,4th Quintile,No,0.27899,198,586,0.24265,0.31534
1986,North Rhine-Westphalia,5th Quintile,Yes,0.61262,359,539,0.57146,0.65379
1986,North Rhine-Westphalia,5th Quintile,No,0.27449,180,539,0.23678,0.31220
1986,Hesse,1st Quintile,Yes,0.66036,176,237,0.59994,0.72078
1986,Hesse,1st Quintile,No,0.15300,61,237,0.10707,0.19893
1986,Hesse,2nd Quintile,Yes,0.61024,138,196,0.54179,0.67869
1986,Hesse,2nd Quintile,No,0.19249,58,196,0.13716,0.24783
1986,Hesse,3rd Quintile,Yes,0.65639,103,141,0.57772,0.73506
1986,Hesse,3rd Quintile,No,0.17522,38,141,0.11224,0.23819
1986,Hesse,4th Quintile,Yes,0.64593,175,249,0.58641,0.70545
1986,Hesse,4th Quintile,No,0.21218,74,249,0.16129,0.26307
1986,Hesse,5th Quintile,Yes,0.67814,161,225,0.61696,0.73932
1986,Hesse,5th Quintile,No,0.24839,64,225,0.19180,0.30497
1986,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.57074,109,155,0.49256,0.64892
1986,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.20155,46,155,0.13819,0.26491
1986,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.58563,118,169,0.51114,0.66012
1986,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.24406,51,169,0.17911,0.30902
1986,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.59638,113,159,0.51988,0.67288
1986,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.25027,46,159,0.18272,0.31781
1986,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.65398,105,155,0.57885,0.72912
1986,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.27635,50,155,0.20572,0.34698
1986,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.65277,86,130,0.57061,0.73493
1986,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.29035,44,130,0.21202,0.36868
1986,Baden-Wuerttemberg,1st Quintile,Yes,0.51297,222,334,0.45928,0.56665
1986,Baden-Wuerttemberg,1st Quintile,No,0.24304,112,334,0.19697,0.28911
1986,Baden-Wuerttemberg,2nd Quintile,Yes,0.50665,287,427,0.45918,0.55413
1986,Baden-Wuerttemberg,2nd Quintile,No,0.24483,140,427,0.20400,0.28567
1986,Baden-Wuerttemberg,3rd Quintile,Yes,0.54495,284,429,0.49777,0.59213
1986,Baden-Wuerttemberg,3rd Quintile,No,0.27889,145,429,0.23641,0.32138
1986,Baden-Wuerttemberg,4th Quintile,Yes,0.63732,296,412,0.59084,0.68380
1986,Baden-Wuerttemberg,4th Quintile,No,0.22558,116,412,0.18517,0.26598
1986,Baden-Wuerttemberg,5th Quintile,Yes,0.63173,255,385,0.58349,0.67997
1986,Baden-Wuerttemberg,5th Quintile,No,0.27437,130,385,0.22974,0.31900
1986,Bavaria,1st Quintile,Yes,0.63487,215,281,0.57847,0.69126
1986,Bavaria,1st Quintile,No,0.14802,66,281,0.10643,0.18962
1986,Bavaria,2nd Quintile,Yes,0.56882,228,329,0.51523,0.62242
1986,Bavaria,2nd Quintile,No,0.20492,101,329,0.16124,0.24860
1986,Bavaria,3rd Quintile,Yes,0.61558,292,399,0.56778,0.66337
1986,Bavaria,3rd Quintile,No,0.20882,107,399,0.16889,0.24876
1986,Bavaria,4th Quintile,Yes,0.70524,303,379,0.65928,0.75121
1986,Bavaria,4th Quintile,No,0.15799,76,379,0.12122,0.19476
1986,Bavaria,5th Quintile,Yes,0.69305,289,385,0.64692,0.73918
1986,Bavaria,5th Quintile,No,0.21384,96,385,0.17283,0.25486
1986,Berlin,1st Quintile,Yes,0.66455,46,46,0.52660,0.80250
1986,Berlin,2nd Quintile,Yes,0.60253,49,49,0.46409,0.74097
1986,Berlin,3rd Quintile,Yes,0.68306,52,52,0.55536,0.81076
1986,Berlin,4th Quintile,Yes,0.59735,54,54,0.46532,0.72939
1986,Berlin,5th Quintile,Yes,0.66223,55,55,0.53609,0.78838
1987,Schleswig-Holstein,1st Quintile,Yes,0.61215,50,50,0.47572,0.74858
1987,Schleswig-Holstein,2nd Quintile,Yes,0.57169,53,53,0.43719,0.70619
1987,Schleswig-Holstein,3rd Quintile,Yes,0.71498,51,51,0.58985,0.84011
1987,Schleswig-Holstein,4th Quintile,Yes,0.65122,39,39,0.49969,0.80275
1987,Schleswig-Holstein,5th Quintile,Yes,0.67567,51,51,0.54591,0.80542
1987,Hamburg,1st Quintile,Yes,0.52310,32,32,0.34728,0.69893
1987,Hamburg,4th Quintile,Yes,0.59535,33,33,0.42529,0.76541
1987,Hamburg,5th Quintile,Yes,0.77512,44,44,0.65033,0.89991
1987,Lower Saxony,1st Quintile,Yes,0.63966,180,244,0.57930,0.70003
1987,Lower Saxony,1st Quintile,No,0.15005,64,244,0.10515,0.19495
1987,Lower Saxony,2nd Quintile,Yes,0.58554,134,200,0.51709,0.65399
1987,Lower Saxony,2nd Quintile,No,0.23482,66,200,0.17593,0.29372
1987,Lower Saxony,3rd Quintile,Yes,0.68606,172,221,0.62473,0.74738
1987,Lower Saxony,3rd Quintile,No,0.18884,49,221,0.13713,0.24056
1987,Lower Saxony,4th Quintile,Yes,0.62464,163,225,0.56123,0.68805
1987,Lower Saxony,4th Quintile,No,0.23153,62,225,0.17629,0.28677
1987,Lower Saxony,5th Quintile,Yes,0.62665,147,214,0.56170,0.69161
1987,Lower Saxony,5th Quintile,No,0.27136,67,214,0.21164,0.33107
1987,North Rhine-Westphalia,1st Quintile,Yes,0.54100,389,627,0.50196,0.58004
1987,North Rhine-Westphalia,1st Quintile,No,0.23757,238,627,0.20423,0.27091
1987,North Rhine-Westphalia,2nd Quintile,Yes,0.58554,422,589,0.54572,0.62536
1987,North Rhine-Westphalia,2nd Quintile,No,0.20515,167,589,0.17251,0.23779
1987,North Rhine-Westphalia,3rd Quintile,Yes,0.57924,359,541,0.53760,0.62088
1987,North Rhine-Westphalia,3rd Quintile,No,0.23392,182,541,0.19822,0.26963
1987,North Rhine-Westphalia,4th Quintile,Yes,0.64432,357,509,0.60269,0.68595
1987,North Rhine-Westphalia,4th Quintile,No,0.23675,152,509,0.19978,0.27371
1987,North Rhine-Westphalia,5th Quintile,Yes,0.62220,384,560,0.58200,0.66239
1987,North Rhine-Westphalia,5th Quintile,No,0.25580,176,560,0.21963,0.29197
1987,Hesse,1st Quintile,Yes,0.64925,156,226,0.58689,0.71160
1987,Hesse,1st Quintile,No,0.18538,70,226,0.13460,0.23616
1987,Hesse,2nd Quintile,Yes,0.58156,124,187,0.51067,0.65246
1987,Hesse,2nd Quintile,No,0.23001,63,187,0.16953,0.29050
1987,Hesse,3rd Quintile,Yes,0.61698,130,178,0.54537,0.68860
1987,Hesse,3rd Quintile,No,0.17101,48,178,0.11554,0.22649
1987,Hesse,4th Quintile,Yes,0.58553,171,250,0.52434,0.64672
1987,Hesse,4th Quintile,No,0.27533,79,250,0.21985,0.33082
1987,Hesse,5th Quintile,Yes,0.66404,151,215,0.60075,0.72732
1987,Hesse,5th Quintile,No,0.25820,64,215,0.19956,0.31683
1987,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.62950,112,151,0.55222,0.70679
1987,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.16278,39,151,0.10370,0.22186
1987,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.58545,110,158,0.50839,0.66251
1987,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.23416,48,158,0.16792,0.30040
1987,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.57957,113,171,0.50537,0.65378
1987,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.28940,58,171,0.22123,0.35757
1987,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.73075,117,154,0.66046,0.80104
1987,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.20388,37,154,0.14004,0.26772
1987,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.71339,101,132,0.63595,0.79082
1987,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.19743,31,132,0.12927,0.26560
1987,Baden-Wuerttemberg,1st Quintile,Yes,0.51310,191,298,0.45625,0.56995
1987,Baden-Wuerttemberg,1st Quintile,No,0.23750,107,298,0.18910,0.28590
1987,Baden-Wuerttemberg,2nd Quintile,Yes,0.55035,290,420,0.50272,0.59799
1987,Baden-Wuerttemberg,2nd Quintile,No,0.19751,130,420,0.15939,0.23563
1987,Baden-Wuerttemberg,3rd Quintile,Yes,0.53534,270,415,0.48729,0.58338
1987,Baden-Wuerttemberg,3rd Quintile,No,0.27039,145,415,0.22761,0.31318
1987,Baden-Wuerttemberg,4th Quintile,Yes,0.60714,314,456,0.56227,0.65202
1987,Baden-Wuerttemberg,4th Quintile,No,0.25229,142,456,0.21238,0.29220
1987,Baden-Wuerttemberg,5th Quintile,Yes,0.61267,255,371,0.56303,0.66230
1987,Baden-Wuerttemberg,5th Quintile,No,0.28161,116,371,0.23578,0.32745
1987,Bavaria,1st Quintile,Yes,0.58288,206,286,0.52563,0.64012
1987,Bavaria,1st Quintile,No,0.18194,80,286,0.13715,0.22673
1987,Bavaria,2nd Quintile,Yes,0.57890,235,337,0.52611,0.63169
1987,Bavaria,2nd Quintile,No,0.20176,102,337,0.15885,0.24467
1987,Bavaria,3rd Quintile,Yes,0.60184,265,372,0.55203,0.65165
1987,Bavaria,3rd Quintile,No,0.21591,107,372,0.17404,0.25778
1987,Bavaria,4th Quintile,Yes,0.65415,250,350,0.60425,0.70405
1987,Bavaria,4th Quintile,No,0.21901,100,350,0.17562,0.26240
1987,Bavaria,5th Quintile,Yes,0.65045,267,377,0.60225,0.69865
1987,Bavaria,5th Quintile,No,0.25472,110,377,0.21068,0.29876
1987,Berlin,1st Quintile,Yes,0.62532,41,41,0.47531,0.77533
1987,Berlin,2nd Quintile,Yes,0.53112,37,37,0.36810,0.69413
1987,Berlin,3rd Quintile,Yes,0.65400,63,63,0.53559,0.77241
1987,Berlin,4th Quintile,Yes,0.65584,62,62,0.53661,0.77507
1987,Berlin,5th Quintile,Yes,0.75831,60,60,0.64907,0.86755
1988,Schleswig-Holstein,1st Quintile,Yes,0.54736,46,46,0.40193,0.69280
1988,Schleswig-Holstein,2nd Quintile,Yes,0.50830,46,46,0.36223,0.65437
1988,Schleswig-Holstein,3rd Quintile,Yes,0.53857,46,46,0.39292,0.68423
1988,Schleswig-Holstein,4th Quintile,Yes,0.61450,42,42,0.46551,0.76348
1988,Schleswig-Holstein,5th Quintile,Yes,0.56781,40,40,0.41234,0.72329
1988,Hamburg,5th Quintile,Yes,0.67290,38,38,0.52173,0.82407
1988,Lower Saxony,1st Quintile,Yes,0.53307,133,211,0.46559,0.60055
1988,Lower Saxony,1st Quintile,No,0.24637,78,211,0.18809,0.30466
1988,Lower Saxony,2nd Quintile,Yes,0.56049,134,203,0.49205,0.62894
1988,Lower Saxony,2nd Quintile,No,0.25205,69,203,0.19217,0.31193
1988,Lower Saxony,3rd Quintile,Yes,0.61495,125,180,0.54366,0.68624
1988,Lower Saxony,3rd Quintile,No,0.27007,55,180,0.20503,0.33512
1988,Lower Saxony,4th Quintile,Yes,0.58369,161,242,0.52145,0.64592
1988,Lower Saxony,4th Quintile,No,0.28463,81,242,0.22766,0.34160
1988,Lower Saxony,5th Quintile,Yes,0.68441,158,212,0.62170,0.74712
1988,Lower Saxony,5th Quintile,No,0.21102,54,212,0.15596,0.26608
1988,North Rhine-Westphalia,1st Quintile,Yes,0.54047,402,635,0.50168,0.57927
1988,North Rhine-Westphalia,1st Quintile,No,0.22409,233,635,0.19164,0.25655
1988,North Rhine-Westphalia,2nd Quintile,Yes,0.53012,346,546,0.48822,0.57202
1988,North Rhine-Westphalia,2nd Quintile,No,0.26687,200,546,0.22974,0.30401
1988,North Rhine-Westphalia,3rd Quintile,Yes,0.57485,325,482,0.53066,0.61903
1988,North Rhine-Westphalia,3rd Quintile,No,0.24422,157,482,0.20583,0.28262
1988,North Rhine-Westphalia,4th Quintile,Yes,0.57407,323,499,0.53064,0.61750
1988,North Rhine-Westphalia,4th Quintile,No,0.29839,176,499,0.25821,0.33858
1988,North Rhine-Westphalia,5th Quintile,Yes,0.57793,327,520,0.53544,0.62043
1988,North Rhine-Westphalia,5th Quintile,No,0.31394,193,520,0.27401,0.35387
1988,Hesse,1st Quintile,Yes,0.57423,122,202,0.50587,0.64259
1988,Hesse,1st Quintile,No,0.26410,80,202,0.20315,0.32504
1988,Hesse,2nd Quintile,Yes,0.59000,133,200,0.52167,0.65834
1988,Hesse,2nd Quintile,No,0.21078,67,200,0.15411,0.26745
